Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94)
3.5971492188476064e-10,0.13078784914151537,0.46346346346346345,0.0,0.0,0.0,0.07306668103093279,0.0,2.751145630337878e-06,1.959473965126958e-10,2.0658922223123108e-11,6.257353637917271e-08,1.8161562323175375e-10,1.7213893297017688e-06,9.780721774092277e-13,0.0,0.46346346397035837,3.5110215421558687e-07,3.5841099707013916e-06,4.8396129061801e-06,2.2729716775241166e-06,9.040708722963825e-09,4.0501987097603585e-09,5.401503992326066e-09,7.695478659226736e-14,1.4171869297463533e-11,7.341939385921275e-17,5.145480885995642e-13,2.89824856413187e-12,5.029401471878325e-16
3.720913252060534e-10,0.1307879003875393,0.46346346346346345,0.0,0.0,0.0,0.07306646105469554,0.0,2.9191822682122025e-06,2.1012009981553014e-10,2.186533826756275e-11,6.618569716825815e-08,1.9918742485073112e-10,1.8201383201654326e-06,1.0396360275741666e-12,0.0,0.4634634640292912,3.747800247083384e-07,3.6837340457993964e-06,5.019524765984289e-06,2.3104669840764822e-06,9.289235529643424e-09,4.112547798541498e-09,5.6955702271930064e-09,8.114453908158817e-14,1.549716117195101e-11,8.028542248097966e-17,5.443186304528596e-13,3.1694876914071932e-12,5.50313965651865e-16
3.8446772852734615e-10,0.1307879521196561,0.46346346346346345,0.0,0.0,0.0,0.07306624107317851,0.0,3.090871838165747e-06,2.2481305625028345e-10,2.309369593919873e-11,6.985779953399255e-08,2.1774798907123824e-10,1.920466608519344e-06,1.102694578737126e-12,0.0,0.4634634640926441,3.9922514464419473e-07,3.7819975457653187e-06,5.200078805608128e-06,2.346336586037759e-06,9.535345677552982e-09,4.173537932001664e-09,5.99401751528809e-09,8.539672056995051e-14,1.689312657035879e-11,8.751760299401119e-17,5.745848328830716e-13,3.4552169126775948e-12,6.00235151307823e-16
3.968441318486389e-10,0.13078800432650067,0.46346346346346345,0.0,0.0,0.0,0.0730660210862009,0.0,3.2661299569563796e-06,2.4002827866348663e-10,2.4343330683451496e-11,7.358742249947686e-08,2.37312767015757e-10,2.022305766913439e-06,1.1672214024326297e-12,0.0,0.4634634641605817,4.244374905819966e-07,3.8789190459554385e-06,5.381253935219479e-06,2.3806511259931326e-06,9.779179917567414e-09,4.233350694428877e-09,6.2967528354176345e-09,8.971000576013739e-14,1.836079045566918e-11,9.512124574297997e-17,6.053266725747314e-13,3.755648499829022e-12,6.527412572007501e-16
4.0922053516993166e-10,0.13078805699713442,0.46346346346346345,0.0,0.0,0.0,0.07306580109358232,0.0,3.4448753804986816e-06,2.55767725373558e-10,2.5613613877971587e-11,7.737225108006868e-08,2.578965516532083e-10,2.125590349617044e-06,1.2331908721792933e-12,0.0,0.46346346423326895,4.5041705845144887e-07,3.974516868124091e-06,5.563029401866515e-06,2.413478177627636e-06,1.0020875986431655e-08,4.2921547865082675e-09,6.6036958730915605e-09,9.408325039762209e-14,1.9901156889749454e-11,1.0310155277520972e-16,6.365249740385968e-13,4.0709904722527055e-12,7.078690682634047e-16
4.215969384912244e-10,0.13078811012102665,0.46346346346346345,0.0,0.0,0.0,0.07306558109514251,0.0,3.627029872758986e-06,2.720333010872056e-10,2.690395123061511e-11,8.121007174373532e-08,2.7951350673483003e-10,2.2302577631172576e-06,1.3005781327996221e-12,0.0,0.463463464310871,4.771638604207e-07,4.068809083885995e-06,5.745384784684526e-06,2.4448823791137703e-06,1.026056866688893e-08,4.350106943266562e-09,6.914778117300831e-09,9.851547840184193e-14,2.1515211968862717e-11,1.11463633050088e-16,6.68161453552417e-13,4.401447194854113e-12,7.656547076537122e-16
4.3397334181251717e-10,0.13078816368803792,0.46346346346346345,0.0,0.0,0.0,0.0730653610907015,0.0,3.8125180802859307e-06,2.8882685780177424e-10,2.8213781248870768e-11,8.509876806743043e-08,3.02177194467556e-10,2.336248141889887e-06,1.3693590710189063e-12,0.0,0.46346346439355357,5.046779219395573e-07,4.161813518131336e-06,5.928299990168924e-06,2.474925560698533e-06,1.0498389846847755e-08,4.407352786410902e-09,7.229942021676244e-09,1.0300586991474253e-13,2.3203926550173977e-11,1.202125165655859e-16,7.002186132408275e-13,4.747219933597686e-12,8.261337359034851e-16
4.463497451338099e-10,0.1307882176884035,0.46346346346346345,0.0,0.0,0.0,0.07306514108007955,0.0,4.001267412132811e-06,3.0615019569385633e-10,2.954257377752303e-11,8.90363165808197e-08,3.2590060197999113e-10,2.4435042295949923e-06,1.4395102872885705e-12,0.0,0.4634634644814826,5.329592789501428e-07,4.253547752394172e-06,6.111755247513523e-06,2.503666866741622e-06,1.0734468577571695e-08,4.464027615736222e-09,7.54914022543257e-09,1.0755375020110581e-13,2.4968258784129446e-11,1.2935316747897182e-16,7.326796941160321e-13,5.108507371607571e-12,8.893412433188174e-16
4.587261484551027e-10,0.13078827211271798,0.46346346346346345,0.0,0.0,0.0,0.07306492106309712,0.0,4.1932079249364266e-06,3.2400506399446755e-10,3.0889828601454107e-11,9.302078278915901e-08,3.5069616663415813e-10,2.5519712654577537e-06,1.5110090687811965e-12,0.0,0.4634634645748248,5.62007975257092e-07,4.344029128174891e-06,6.295731104013207e-06,2.5311628724478827e-06,1.0968931130879698e-08,4.520257143985107e-09,7.872334829788276e-09,1.1215857933929127e-13,2.6809156466658724e-11,1.3889049629399594e-16,7.655287101650055e-13,5.485506088656843e-12,9.553119354511168e-16
4.711025517763954e-10,0.13078832695191994,0.46346346346346345,0.0,0.0,0.0,0.07306470103957478,0.0,4.388272212927906e-06,3.423931618510695e-10,3.2255074110634625e-11,9.705031736771303e-08,3.765758002337246e-10,2.6615968756064987e-06,1.5838333635068406e-12,0.0,0.4634634646737469,5.918240600497648e-07,4.433274750217278e-06,6.48020842053009e-06,2.5574676955258756e-06,1.120190105534834e-08,4.576158179215282e-09,8.199496725874791e-09,1.1681994264557052e-13,2.8727559224099536e-11,1.4882937118137937e-16,7.987503754377764e-13,5.878411006663671e-12,1.0240802124662918e-15
4.834789550976881e-10,0.13078838219727784,0.46346346346346345,0.0,0.0,0.0,0.07306448100933342,0.0,4.586395302662161e-06,3.613161391767018e-10,3.363786602450575e-11,1.0112315252017377e-07,4.0355091217687575e-10,2.7723309691512345e-06,1.6579617555027568e-12,0.0,0.46346346477841593,6.224075855693213e-07,4.521301489740859e-06,6.665168367022315e-06,2.582633102992937e-06,1.1433499231510435e-08,4.63183925841118e-09,8.530604970463449e-09,1.2153754177973803e-13,3.07244005427265e-11,1.5917462849416877e-16,8.32330051151297e-13,6.287415803606205e-12,1.0956802431637979e-15
4.958553584189808e-10,0.13078843784037636,0.46346346346346345,0.0,0.0,0.0,0.07306426097219405,0.0,4.787514552262359e-06,3.807755974864649e-10,3.503778617308885e-11,1.052375984939483e-07,4.3163243159977977e-10,2.8841256387959582e-06,1.7333734410507967e-12,0.0,0.4634634648889996,6.53758604913851e-07,4.608125987629124e-06,6.850592418134597e-06,2.6067086133370105e-06,1.1663843926047225e-08,4.6874012358022345e-09,8.86564620610761e-09,1.263111864835488e-13,3.280060965389125e-11,1.699310825349877e-16,8.662537683617437e-13,6.712713298091452e-12,1.1701460336592453e-15
5.082317617402735e-10,0.13078849387310315,0.46346346346346345,0.0,0.0,0.0,0.07306404092797784,0.0,4.991569554984199e-06,4.0077309072158585e-10,3.6454441332273624e-11,1.0939204024567795e-07,4.608308285546796e-10,2.9969350657867052e-06,1.8100482058786334e-12,0.0,0.46346346500566565,6.858771699750261e-07,4.6937646575742035e-06,7.036462348849746e-06,2.6297415942368566e-06,1.1893050844973713e-08,4.74293782911523e-09,9.204614122529523e-09,1.3114078690678481e-13,3.495711328503012e-11,1.8110353462832286e-16,9.005081792492585e-13,7.154495806660544e-12,1.247511491044264e-15
5.206081650615662e-10,0.13078855028763622,0.46346346346346345,0.0,0.0,0.0,0.07306382087650609,0.0,5.198502046912729e-06,4.2131012606128343e-10,3.788746211084587e-11,1.1358493425041392e-07,4.911561342648242e-10,3.1107154290054643e-06,1.88796640330273e-12,0.0,0.4634634651285823,7.187633295000336e-07,4.778233689178622e-06,7.222760230200243e-06,2.651777356033991e-06,1.2121233185818852e-08,4.79853612676809e-09,9.547508956297823e-09,1.360263464788635e-13,3.719483728609386e-11,1.926967815473508e-16,9.350805049379568e-13,7.612955475770104e-12,1.3278104826606776e-15
5.329845683828589e-10,0.13078860707643214,0.46346346346346345,0.0,0.0,0.0,0.07306360081760034,0.0,5.408255818612627e-06,4.4238816472264024e-10,3.933650188692518e-11,1.1781480544815528e-07,5.226179604966104e-10,3.2254248180284096e-06,1.9671089332727834e-12,0.0,0.46346346525791776,7.524171272728086e-07,4.861549051014699e-06,7.409468425039125e-06,2.6728592411413157e-06,1.234850168880423e-08,4.8542770587981434e-09,9.89433702605278e-09,1.4096795528693093e-13,3.951470814026982e-11,2.0471562334126144e-16,9.699585474557661e-13,8.088284590251028e-12,1.4110768912269799e-15
5.453609717041517e-10,0.13078866423221455,0.46346346346346345,0.0,0.0,0.0,0.07306338075108224,0.0,5.620776630560767e-06,4.640086227486783e-10,4.080123579159251e-11,1.220802443219093e-07,5.552255180874811e-10,3.3410231499750923e-06,2.047457222279151e-12,0.0,0.463463465393841,7.868386004088781e-07,4.943726493642186e-06,7.596569583869315e-06,2.693028709565124e-06,1.2574964687026865e-08,4.910235834113816e-09,1.024511030073725e-08,1.4596578392419777e-13,4.191765436721634e-11,2.1716487060566872e-16,1.0051306579236462e-12,8.580675859913944e-12,1.4973446659497482e-15
5.577373750254444e-10,0.13078872174796263,0.46346346346346345,0.0,0.0,0.0,0.07306316067677357,0.0,5.836012132197544e-06,4.861728717848228e-10,4.228135973758874e-11,1.263799041015591e-07,5.889876346664193e-10,3.4574720899829883e-06,2.1289932040864782e-12,0.0,0.46346346553652085,8.220277777583703e-07,5.0247815525847e-06,7.784046640730627e-06,2.7123254207093682e-06,1.2800728155653062e-08,4.966482346471702e-09,1.059984599847538e-08,1.5102007777492672e-13,4.4404607826432654e-11,2.3004935123560637e-16,1.0405856888979924e-12,9.090322685849423e-12,1.5866478700243348e-15
5.701137783467371e-10,0.1307887796169015,0.46346346346346345,0.0,0.0,0.0,0.07306294059449622,0.0,6.053911784440438e-06,5.088822398439341e-10,4.377658949106215e-11,1.307124980880322e-07,6.239127716022522e-10,3.5747349751490106e-06,2.211699301258278e-12,0.0,0.4634634656861268,8.579846784119988e-07,5.1047295512655285e-06,7.97188280914364e-06,2.730787311623732e-06,1.3025895760131734e-08,5.0230815514111355e-09,1.0958566213908226e-08,1.5613115170487465e-13,4.6976504927846884e-11,2.433739166978017e-16,1.0763129974449768e-12,9.617419407861132e-12,1.6790207248413649e-15
5.824901816680298e-10,0.13078883783249112,0.46346346346346345,0.0,0.0,0.0,0.07306272050407232,0.0,6.274426785510034e-06,5.32138012060078e-10,4.528665978443224e-11,1.3507679709263583e-07,6.60009040213479e-10,3.6927767417864814e-06,2.2955584074387733e-12,0.0,0.46346346584282816,8.947093103050505e-07,5.183585603903343e-06,8.160061578109682e-06,2.74845067185017e-06,1.3250568903436936e-08,5.080093816221263e-09,1.1321297571950118e-08,1.61299385128159e-13,4.963428775620334e-11,2.571434478563301e-16,1.1123024245638674e-12,1.0162161534368842e-11,1.774497651023833e-15
5.948665849893225e-10,0.13078889638841748,0.46346346346346345,0.0,0.0,0.0,0.07306250040532407,0.0,6.497509999925169e-06,5.559414314311964e-10,4.681132346852506e-11,1.3947162698657243e-07,6.972842172718535e-10,3.8115638558526186e-06,2.380553870359687e-12,0.0,0.4634634660067946,9.322016689146377e-07,5.261364618368389e-06,8.34856670816613e-06,2.765350215015809e-06,1.3474846772350109e-08,5.13757524486829e-09,1.1688070906074482e-08,1.6652521742360553e-13,5.237890511536195e-11,2.7136286038331926e-16,1.148544253841383e-12,1.0724745956022711e-11,1.8731133065235195e-15
6.072429883106152e-10,0.1307889552785828,0.46346346346346345,0.0,0.0,0.0,0.0730622802980738,0.0,6.723115890530152e-06,5.802936995508407e-10,4.8350350702218646e-11,1.438958663558113e-07,7.357457598305349e-10,3.9310642464080535e-06,2.466669475541132e-12,0.0,0.4634634661781963,9.704617360456788e-07,5.3380812989996745e-06,8.537382227496298e-06,2.781519147313739e-06,1.3698826382793801e-08,5.1955779796724295e-09,1.2058920959373817e-08,1.7180914367558362e-13,5.5211313498182505e-11,2.8603710978409453e-16,1.1850292078483466e-12,1.1305371144181033e-11,1.974902622058007e-15
6.196193916319079e-10,0.13078901449709704,0.46346346346346345,0.0,0.0,0.0,0.07306206018214392,0.0,6.951200453422961e-06,6.051959773291164e-10,4.990352817791752e-11,1.4834844425680405e-07,7.75400819406275e-10,4.0512472419759175e-06,2.5538894306570383e-12,0.0,0.4634634663572033,1.0094894787012852e-06,5.4137501493836924e-06,8.726492428093135e-06,2.7969892330069383e-06,1.3922602624229216e-08,5.2541504813959316e-09,1.2433886106764512e-08,1.7715171071609755e-13,5.813247798725796e-11,3.011711960640415e-16,1.221748434625118e-12,1.1904237335320952e-11,2.079900834042155e-15
6.443721982744934e-10,0.13078913389660077,0.46346346346346345,0.0,0.0,0.0,0.07306161992353603,0.0,7.4146368823496475e-06,6.56655006309419e-10,5.305155896655885e-11,1.573345716720396e-07,8.583186472901761e-10,4.293545003727254e-06,2.7315812443228283e-12,0.0,0.4634634667387149,1.0898477785633496e-06,5.562001386305126e-06,9.105535337593655e-06,2.8259530782844163e-06,1.4369914183230842e-08,5.373181715516794e-09,1.3196331857862302e-08,1.880151920749266e-13,6.424498337152792e-11,3.3283912669605396e-16,1.2958562469871214e-12,1.315750348323553e-11,2.2996665972642382e-15
6.666497242528204e-10,0.13078924242397713,0.46346346346346345,0.0,0.0,0.0,0.07306122365932641,0.0,7.839794528696889e-06,7.04860003586267e-10,5.5931353660105626e-11,1.655092198613423e-07,9.370924755319374e-10,4.513666361536496e-06,2.8951304512337175e-12,0.0,0.4634634671097968,1.1647950292231637e-06,5.691985405855498e-06,9.447529452095004e-06,2.8499217755408364e-06,1.4772708974247241e-08,5.482678001187325e-09,1.3897057258858932e-08,1.9799929768586953e-13,7.005966996056494e-11,3.629641240897759e-16,1.3632735535743984e-12,1.434987795339104e-11,2.5087909947036168e-15
6.889272502311473e-10,0.13078935193221974,0.46346346346346345,0.0,0.0,0.0,0.07306082736423977,0.0,8.27236249334627e-06,7.548633011522668e-10,5.885435858866769e-11,1.7376111890619192e-07,1.0198319271056933e-09,4.7355801610805405e-06,3.0620299222959276e-12,0.0,0.463463467508175,1.2422282558719766e-06,5.818791125466617e-06,9.79024570613115e-06,2.8720606438840517e-06,1.5176227879143102e-08,5.594631319402922e-09,1.461185293151774e-08,2.0818390655851185e-13,7.617741023445026e-11,3.9465921356163484e-16,1.43132942126699e-12,1.5604564900291024e-11,2.728877196545395e-15
7.112047762094743e-10,0.13078946239348302,0.46346346346346345,0.0,0.0,0.0,0.07306043103724529,0.0,8.712131966072709e-06,8.066702895885783e-10,6.181983726136612e-11,1.8208558546182024e-07,1.1065693182617588e-09,4.959150696286276e-06,3.2322009800241158e-12,0.0,0.463463467934848,1.3221466094321437e-06,5.942496223791552e-06,1.0133601542961164e-05,2.892510446595527e-06,1.5580952925070162e-08,5.709221432937586e-09,1.534104390468204e-08,2.1857365015355142e-13,8.260424049595577e-11,4.2795566858247227e-16,1.4999850940540274e-12,1.6922815884700307e-11,2.9601453168570747e-15
7.334823021878013e-10,0.1307895737814492,0.46346346346346345,0.0,0.0,0.0,0.07306003467731345,0.0,9.158905919032952e-06,8.602859863200764e-10,6.482717575212964e-11,1.9047831748043524e-07,1.1973346939709327e-09,5.184252751459304e-06,3.4055683328704424e-12,0.0,0.46346346839081565,1.4045490203850927e-06,6.063176480945552e-06,1.0477516887070815e-05,2.911401135502131e-06,1.5987347048414872e-08,5.826605831846326e-09,1.608497701682631e-08,2.291734706970608e-13,8.93463398994674e-11,4.62885502711796e-16,1.5692049977191327e-12,1.8305911806088774e-11,3.2028206080591984e-15
7.557598281661282e-10,0.13078968607133382,0.46346346346346345,0.0,0.0,0.0,0.07305963828341616,0.0,9.612498272628856e-06,9.157150475294281e-10,6.787587291083371e-11,1.9893536554671773e-07,1.2921560080255474e-09,5.4107707931132985e-06,3.5820598707139004e-12,0.0,0.4634634688770789,1.4894341885766956e-06,6.180905824931463e-06,1.0821914080190897e-05,2.9288526834742406e-06,1.639585478742125e-08,5.946922468522112e-09,1.6844018171137032e-08,2.3998858207204386e-13,9.641003923863305e-11,4.994815151281998e-16,1.638956477398221e-12,1.975516471165515e-11,3.45713378380012e-15
7.780373541444552e-10,0.13078979923969594,0.46346346346346345,0.0,0.0,0.0,0.07305924185452667,0.0,1.0072733124683004e-05,9.729617797459823e-10,7.09655313445489e-11,2.0745310641298673e-07,1.3910592891026814e-09,5.638598224770291e-06,3.761606474973848e-12,0.0,0.4634634693946398,1.5768005747327035e-06,6.295756376914268e-06,1.1166717818925403e-05,2.9449758521557493e-06,1.6806902947833158e-08,6.070292147559858e-09,1.7618549928634515e-08,2.510244355262532e-13,1.0380182861291256e-10,5.377773303511826e-16,1.7092095382789037e-12,2.1271919377002842e-11,3.723321301119954e-15
8.003148801227822e-10,0.13078991326439077,0.46346346346346345,0.0,0.0,0.0,0.07305884538961961,0.0,1.0539444037013823e-05,1.032030151124034e-09,7.409584909372563e-11,2.1602821852823834e-07,1.4940687941109908e-09,5.867636698803924e-06,3.9441418420031535e-12,0.0,0.46346346994450066,1.6666463935013083e-06,6.407798495397313e-06,1.1511855093915922e-05,2.9598729010099726e-06,1.7220901243106632e-08,6.1968206169392055e-09,1.8408969393851537e-08,2.62286689548283e-13,1.1152836412063783e-10,5.778074329191434e-16,1.7799367075545366e-12,2.285755468849143e-11,4.001625607285492e-15
8.225924061011091e-10,0.1307900281244565,0.46346346346346345,0.0,0.0,0.0,0.0730584488876712,0.0,1.1012473376888429e-05,1.0929238024094437e-09,7.726661197227075e-11,2.2465765947340474e-07,1.6012071493873353e-09,6.097795482777822e-06,4.12960231919588e-12,0.0,0.46346347052766457,1.7589696079348872e-06,6.5171008192991716e-06,1.1857255130543533e-05,2.973638240291301e-06,1.7638242909453002e-08,6.32660038596944e-09,1.9215686368211652e-08,2.737811835576866e-13,1.195964736582969e-10,6.1960719743656635e-16,1.8511128390930188e-12,2.451348484346262e-11,4.292295354052069e-15
8.448699320794361e-10,0.1307901438000412,0.46346346346346345,0.0,0.0,0.0,0.07305805234765904,0.0,1.1491671707774344e-05,1.1556460576071982e-09,8.047768650173878e-11,2.3333864510873556e-07,1.71249548098981e-09,6.328990874682911e-06,4.317926752542095e-12,0.0,0.46346347114513503,1.8537679252367507e-06,6.623730309977039e-06,1.22028493311039e-05,2.986359033685368e-06,1.8059305297118853e-08,6.459712314609756e-09,2.0039121727485106e-08,2.8551391478763725e-13,1.2801316196747108e-10,6.632129147231679e-16,1.9227148765732676e-12,2.624116039710407e-11,4.5955855845549446e-15
8.671474580577631e-10,0.13079026027232218,0.46346346346346345,0.0,0.0,0.0,0.07305765576856253,0.0,1.1976897225307746e-05,1.2201999343571312e-09,8.372901338920901e-11,2.42068630291049e-07,1.8279535349994082e-09,6.5611456629756265e-06,4.509056344704229e-12,0.0,0.4634634717979153,1.9510387936429684e-06,6.727752292224318e-06,1.2548571218416711e-05,2.9981157548238153e-06,1.848445043887712e-08,6.596227006330003e-09,2.087970599189807e-08,2.9749101791250357e-13,1.3678561503106506e-10,7.0866181459162015e-16,1.994721759914362e-12,2.8042069176621653e-11,4.911757896606251e-15
8.8942498403609e-10,0.13079037752343742,0.46346346346346345,0.0,0.0,0.0,0.07305725914936248,0.0,1.2468015234845618e-05,1.286588154025447e-09,8.70206015036327e-11,2.508452910346117e-07,1.9475997886415493e-09,6.794188627775572e-06,4.702934522789938e-12,0.0,0.46346347248700887,2.050779400325238e-06,6.829230494270738e-06,1.2894356380829667e-05,3.0089827014140277e-06,1.8914025596711978e-08,6.736206030097388e-09,2.173787806392189e-08,3.0971874706440467e-13,1.4592120389972466e-10,7.559920856729763e-16,2.067114292839583e-12,2.991773707917934e-11,5.241080585211189e-15
9.11702510014417e-10,0.13079049553641897,0.46346346346346345,0.0,0.0,0.0,0.07305686248904163,0.0,1.2964897667809178e-05,1.354813151517279e-09,9.035252231622118e-11,2.5966650801848865e-07,2.071451552850834e-09,7.028054080423477e-06,4.899506815187851e-12,0.0,0.463463473213419,2.152986670226371e-06,6.928227086804945e-06,1.3240142418589006e-05,3.0190284698603518e-06,1.93483637874656e-08,6.879702989847224e-09,2.2614084115846364e-08,3.222034599837828e-13,1.5542748800633853e-10,8.05242892589774e-16,2.1398749187179056e-12,3.186972876538856e-11,5.583828766406424e-15
9.339800359927439e-10,0.1307906142951329,0.46346346346346345,0.0,0.0,0.0,0.0730564657865844,0.0,1.3467422634026832e-05,1.4248770848163424e-09,9.37249047704582e-11,2.685303513429303e-07,2.199525066901983e-09,7.262681438603002e-06,5.098720736831726e-12,0.0,0.4634634739781484,2.2576572657410186e-06,7.024802721041889e-06,1.3585868891545234e-05,3.0283163932511384e-06,1.9787784288258145e-08,7.026764459203049e-09,2.3508776609818323e-08,3.3495160405738383e-13,1.6531221802475692e-10,8.564543907676557e-16,2.2129876539505824e-12,3.3899648259771804e-11,5.940284484581245e-15
9.562575619710707e-10,0.13079073378422246,0.46346346346346345,0.0,0.0,0.0,0.07305606904097707,0.0,1.3975474007312841e-05,1.496781844258055e-09,9.713793054786595e-11,2.7743506643876404e-07,2.331835585723281e-09,7.498014834259201e-06,5.300525682264579e-12,0.0,0.4634634747821994,2.364787587155693e-06,7.119016565858433e-06,1.3931477268161126e-05,3.036904945556024e-06,2.0232593122506364e-08,7.177430798792311e-09,2.4422413433433656e-08,3.479697040025401e-13,1.7558333832760574e-10,9.096677391698271e-16,2.2864380188533887e-12,3.600913946937033e-11,6.310736805193637e-15
9.785350879493976e-10,0.13079085398905652,0.46346346346346345,0.0,0.0,0.0,0.07305567225120795,0.0,1.448894104162179e-05,1.5705290615428373e-09,1.0059182969693823e-10,2.8637906103735144e-07,2.4683974604854774e-09,7.734002751652024e-06,5.504872825897254e-12,0.0,0.4634634756265733,2.4743737737661087e-06,7.210926344021439e-06,1.4276910875787945e-05,3.0448481147701023e-06,2.0683083527375005e-08,7.3317368720942005e-09,2.5355457135349212e-08,3.6126435097641654e-13,1.8624898909368346e-10,9.649251112159508e-16,2.360212821391996e-12,3.819988663077409e-11,6.695481894652786e-15
9.999999999999999e-10,0.1307909748956813,0.46346346346346345,0.0,0.0,0.0,0.07305528989236047,0.0,1.4988702529855588e-05,1.6433303791225287e-09,1.0395866170029973e-10,2.9503261465845384e-07,2.6040122006873096e-09,7.961957302466423e-06,5.70412675972909e-12,0.0,0.46346347647922576,2.5822818797089207e-06,7.297356643744653e-06,1.4609527550476204e-05,3.0519376540557246e-06,2.1122778533163948e-08,7.483885417341454e-09,2.6273260201841946e-08,3.7434186254352863e-13,1.9690658616484035e-10,1.0201407694439658e-15,2.4315922645307185e-12,4.038919783643047e-11,7.0799963310750176e-15
1.0008126139277245e-09,0.1307909748956813,0.46346346346346345,0.0,0.0,0.0,0.07305527541626727,0.0,1.5007718015405794e-05,1.6461201184959348e-09,1.0408687659626404e-10,2.9536089311820364e-07,2.609224212994763e-09,7.970597693172094e-06,5.71171502892074e-12,0.0,0.4634634765122709,2.586411705599186e-06,7.300588367531099e-06,1.4622114852177973e-05,3.0521957474456656e-06,2.1139536403445138e-08,7.489712672985585e-09,2.6308374248092188e-08,3.748421929277418e-13,1.9731750810668126e-10,1.0222697041017418e-15,2.4343000985140584e-12,4.047361469407371e-11,7.0948230890071024e-15
1.0230901399060513e-09,0.13079109649077567,0.46346346346346345,0.0,0.0,0.0,0.07305487853514744,0.0,1.5531703902065532e-05,1.7235561555797669e-09,1.0762338622615779e-10,3.043792597609539e-07,2.754328604359368e-09,8.20775587081167e-06,5.9210067523913074e-12,0.0,0.4634634774402916,2.700897005675652e-06,7.388057572100857e-06,1.4967036098203264e-05,3.058993866779804e-06,2.1602220747334057e-08,7.651383875762807e-09,2.728163468757952e-08,3.887099260414238e-13,2.0879743227943553e-10,1.081745746696494e-15,2.5086891108552578e-12,4.283208965070372e-11,7.509070952660916e-15
1.0453676658843782e-09,0.1307912187616098,0.46346346346346345,0.0,0.0,0.0,0.07305448160684297,0.0,1.6060802064565892e-05,1.8028380801646458e-09,1.1120171072539665e-10,3.134329868347818e-07,2.903722698359012e-09,8.445436921364368e-06,6.13270397604809e-12,0.0,0.46346347841163393,2.8178250427550714e-06,7.473387550794542e-06,1.531162323175178e-05,3.0652849662407615e-06,2.2071394067965572e-08,7.816772316970428e-09,2.8275711220271942e-08,4.028742871466698e-13,2.20697498933386e-10,1.1433985061722886e-15,2.583370135371336e-12,4.527711881122345e-11,7.938543328094187e-15
1.067645191862705e-09,0.130791341696007,0.46346346346346345,0.0,0.0,0.0,0.07305408463035071,0.0,1.6594919972397816e-05,1.883966574563709e-09,1.1482223621106847e-10,3.2252101946165757e-07,3.057417919921677e-09,8.683603643538744e-06,6.3467641224476606e-12,0.0,0.4634634794272948,2.937190934508937e-06,7.556630586841099e-06,1.5655826542772168e-05,3.071108280601394e-06,2.2547302787169705e-08,7.985896417552984e-09,2.929107898968036e-08,4.173420469709009e-13,2.3302664686038003e-10,1.2072742935055184e-15,2.6583343946899514e-12,4.781055103856652e-11,8.383565377663235e-15
1.089922717841032e-09,0.13079146528230806,0.46346346346346345,0.0,0.0,0.0,0.0730536876046698,0.0,1.713396893917785e-05,1.96694210383793e-09,1.1848537984091222e-10,3.316424131939443e-07,3.215425109087477e-09,8.922221755281505e-06,6.5631459860248575e-12,0.0,0.4634634804882698,3.0589895510711797e-06,7.637837685647248e-06,1.5999597949438767e-05,3.0765000361344294e-06,2.3030182625271222e-08,8.158771553025117e-09,3.032821509474137e-08,4.321200041326532e-13,2.4579401719141417e-10,1.2734204679781071e-15,2.733574114999457e-12,5.0434276941771675e-11,8.84446961841786e-15
1.1122002438193588e-09,0.1307915895093381,0.46346346346346345,0.0,0.0,0.0,0.07305329052880186,0.0,1.7677863879308058e-05,2.0517649233769445e-09,1.2219158709915604e-10,3.407963258518349e-07,3.3777545708101123e-09,9.161259669737924e-06,6.7818096667187305e-12,0.0,0.4634634815955528,3.1832155189198003e-06,7.717058606027787e-06,1.6342890955408985e-05,3.0814936815889457e-06,2.3520258972299794e-08,8.335410378355575e-09,3.1387598213553226e-08,4.472149797805606e-13,2.590089540937762e-10,1.3418854407896516e-15,2.8090823351923645e-12,5.315022903457071e-11,9.321595950599895e-15
1.1344777697976857e-09,0.1307917143663765,0.46346346346346345,0.0,0.0,0.0,0.07305289340175088,0.0,1.8226523082255243e-05,2.138435086261345e-09,1.2594132928854618e-10,3.4998200997013e-07,3.5444161209158822e-09,9.400688288414033e-06,7.002716507833281e-12,0.0,0.46346348275013616,3.309863225047833e-06,7.794341890672718e-06,1.6685660608146297e-05,3.086120101426683e-06,2.4017747245424133e-08,8.51582311326618e-09,3.2469708266933445e-08,4.626338127999049e-13,2.726810053149338e-10,1.4127186778755509e-15,2.8848528040372854e-12,5.596038186257653e-11,9.815291680529397e-15
