Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94)
9.111792492324815e-09,0.13085349465142054,0.46346346346346345,0.0,0.0,0.0,0.07290243055497737,0.0,0.00033744862009649034,1.276819958494486e-07,7.769123419049711e-09,7.454528370273536e-06,4.027243988997012e-07,0.0001036314271989747,1.5004123183099288e-10,0.0,0.46347193914900425,0.0001342379510350439,1.085894882435957e-05,7.025731171584717e-05,3.4293352293913772e-06,6.696369545485776e-07,2.1653741744713006e-07,4.309761305727537e-06,6.143187134564404e-11,2.090066290031754e-07,1.0828475107904115e-12,6.148820786747094e-11,4.3826584620875335e-08,7.718015478798566e-12
9.259326448045216e-09,0.13085479030489375,0.46346346346346345,0.0,0.0,0.0,0.07289944233538767,0.0,0.0003443204751593662,1.3140524119486785e-07,8.065942498829919e-09,7.687017388006653e-06,4.179419828824113e-07,0.00010556304850847082,1.5358840687728158e-10,0.0,0.4634722975321263,0.00013727893630827753,1.0858577314493106e-05,7.048049772508962e-05,3.436796503213896e-06,6.855963686347699e-07,2.214531768766871e-07,4.484205684306804e-06,6.391895134386821e-11,2.2111064125060896e-07,1.14555753990637e-12,6.340599827797028e-11,4.638602465735226e-08,8.168855029715519e-12
9.406860403765617e-09,0.13085608886520883,0.46346346346346345,0.0,0.0,0.0,0.07289644590840837,0.0,0.0003512063039360419,1.3517155020690397e-07,8.369090943910533e-09,7.923680164752359e-06,4.3350560168915437e-07,0.00010750237566745456,1.5717266297117762e-10,0.0,0.4634726639984392,0.00014032202938050637,1.0858194596126778e-05,7.069340179709003e-05,3.4442711974551187e-06,7.015779449358455e-07,2.2637309083772892e-07,4.662316518184871e-06,6.645833680343414e-11,2.3369233242229843e-07,1.2107423921665088e-12,6.535821732615461e-11,4.9048144804807524e-08,8.63778633370359e-12
9.554394359486018e-09,0.13085739027134669,0.46346346346346345,0.0,0.0,0.0,0.07289344126986183,0.0,0.00035810563211117157,1.3898075265453128e-07,8.678588006722972e-09,8.164522119024095e-06,4.494187607241799e-07,0.00010944941447023967,1.6079455747568684e-10,0.0,0.4634730385518917,0.00014336674483319859,1.0857802179396633e-05,7.089650353975707e-05,3.4517576675180936e-06,7.175785540164412e-07,2.312963258609189e-07,4.844085438863218e-06,6.904990985726031e-11,2.4676116427971506e-07,1.2784510883989833e-12,6.734491466440138e-11,5.181508204452532e-08,9.125186041221943e-12
9.701928315206419e-09,0.1308586944649042,0.46346346346346345,0.0,0.0,0.0,0.0728904284168556,0.0,0.00036501800699828595,1.4283269006319467e-07,8.994452486447696e-09,8.409547867769249e-06,4.6568497171220606e-07,0.00011140416917690634,1.6445465841414436e-10,0.0,0.46347342119513074,0.00014641262074475947,1.0857401345963328e-05,7.109026055151005e-05,3.459254347201124e-06,7.335952162580761e-07,2.362220886992757e-07,5.029503424801738e-06,7.169354333109876e-11,2.603265544539233e-07,1.3487324207954745e-12,6.936612595380642e-11,5.468896838265157e-08,9.63142992685181e-12
9.84946227092682e-09,0.13086000138998719,0.46346346346346345,0.0,0.0,0.0,0.07288740734772009,0.0,0.00037194299652507995,1.467272153869883e-07,9.316702758073384e-09,8.658761264759767e-06,4.823077522841524e-07,0.00011336664258684601,1.6815354404037392e-10,0.0,0.4634738119295644,0.0001494592176089768,1.085699318353302e-05,7.127510940621999e-05,3.4667597451528386e-06,7.496250950390374e-07,2.411496244798843e-07,5.218560837427376e-06,7.438910125312193e-11,2.743978747268209e-07,1.4216349440063463e-12,7.142188379633663e-11,5.767193047401054e-08,1.0156892822939883e-11
9.999999999999999e-09,0.13086262322301903,0.46346346346346345,0.0,0.0,0.0,0.0728843163007162,0.0,0.0003790215526354536,1.507447891405771e-07,9.652114795668344e-09,8.917368262921801e-06,4.99640159852334e-07,0.00011537702920011415,1.7196832606452924e-10,0.0,0.46347421895950963,0.00015256815216559402,1.0856570111248913e-05,7.145497179154044e-05,3.4744254653860176e-06,7.659921619118108e-07,2.461785666031832e-07,5.415208153397773e-06,7.71929115974013e-11,2.8928684737809287e-07,1.498773669480417e-12,7.355513289863247e-11,6.083025580134608e-08,1.0713251951408559e-11
1.0144530182367621e-08,0.13086262322301903,0.46346346346346345,0.0,0.0,0.0,0.07288134056014965,0.0,0.0003858291886457313,1.5464349687901648e-07,9.980432212488387e-09,9.169762816841689e-06,5.166371199315391e-07,0.00011731474982073779,1.7567003114460712e-10,0.0,0.4634746176718077,0.0001555529222102397,1.0856158414103057e-05,7.161972934722933e-05,3.48179108483942e-06,7.817138325489211e-07,2.5100717692474165e-07,5.607552503683606e-06,7.993540542007337e-11,3.0409555410046954e-07,1.5754965453243122e-12,7.563713637953209e-11,6.397355971142439e-08,1.1266969899980974e-11
1.0439598093808423e-08,0.13086525536911373,0.46346346346346345,0.0,0.0,0.0,0.07287524091605983,0.0,0.0003997611286468134,1.627286375976462e-07,1.0669915873011396e-08,9.697543692714297e-06,5.524351082966632e-07,0.0001212937319399047,1.8334883442002663e-10,0.0,0.4634754557673371,0.0001616447528124974,1.085530370620436e-05,7.193347035117032e-05,3.496841127426913e-06,8.138246927380398e-07,2.6086364658535616e-07,6.0109722523508235e-06,8.568757663052027e-11,3.3592820077537984e-07,1.7404192735859957e-12,7.999081234117525e-11,7.073686293668929e-08,1.2458394787659416e-11
1.0734666005249225e-08,0.13086789745991695,0.46346346346346345,0.0,0.0,0.0,0.0728691084403858,0.0,0.00041373600920952415,1.709818417148156e-07,1.1385288023855151e-08,1.0242110782524418e-05,5.89730032993992e-07,0.00012530356552255563,1.911949089971725e-10,0.0,0.4634763261886411,0.00016773190064449132,1.0854433277746199e-05,7.221915959595339e-05,3.511900308248005e-06,8.459394998723968e-07,2.707142055148395e-07,6.428724066649987e-06,9.164425746048232e-11,3.699689857226201e-07,1.9167822233016725e-12,8.448296834746449e-11,7.797862681936101e-08,1.3734126240856607e-11
1.1029733916690026e-08,0.13087054915803706,0.46346346346346345,0.0,0.0,0.0,0.07286294317255304,0.0,0.0004277512707866598,1.7940246847984857e-07,1.212667836791444e-08,1.0803461897374522e-05,6.285502703964778e-07,0.00012934420977281467,1.9921333909514945e-10,0.0,0.46347722889353865,0.0001738118271940687,1.0853550170959323e-05,7.247936927391376e-05,3.526959968228373e-06,8.78041806060164e-07,2.805544885841966e-07,6.860704981300606e-06,9.780399136429139e-11,4.062902140070312e-07,2.1049600027785465e-12,8.911358668183574e-11,8.571552273218418e-08,1.509710270413195e-11
1.1324801828130828e-08,0.13087321015247574,0.46346346346346345,0.0,0.0,0.0,0.07285674516508381,0.0,0.000441804579193446,1.8799002416269974e-07,1.2894212579974023e-08,1.1381586630687984e-05,6.689242483093676e-07,0.00013341560816999248,2.0740932859018805e-10,0.0,0.4634781638265935,0.00017988223984716318,1.085265657029467e-05,7.271643924879276e-05,3.5420122728540622e-06,9.101167362245372e-07,2.903805517896843e-07,7.306805882514955e-06,1.0416523406747067e-10,4.4496329132292004e-07,2.3053225607435413e-12,9.388258162368612e-11,9.396409896133183e-08,1.655024093761865e-11
1.161986973957163e-08,0.1308758801578664,0.46346346346346345,0.0,0.0,0.0,0.07285051448232356,0.0,0.0004558938051586968,1.9674415447870187e-07,1.3688012790446075e-08,1.1976467145430322e-05,7.108804373994496e-07,0.00013751768997588278,2.157881923990404e-10,0.0,0.46347913092040594,0.0001859410696077345,1.0851754044860875e-05,7.293249782779885e-05,3.5570501379379e-06,9.421508461736582e-07,3.0018883411581666e-07,7.76691223731802e-06,1.1072636395331394e-10,4.860586947947045e-07,2.5182350350626218e-12,9.878980615773456e-11,1.0274077376265907e-07,1.8096434792130392e-11
1.1914937651012431e-08,0.1308785589112525,0.46346346346346345,0.0,0.0,0.0,0.07284425119927929,0.0,0.00047001700567924314,2.0566463747018398e-07,1.4508198007830992e-08,1.2588078892884276e-05,7.544473433009728e-07,0.00014165037161101873,2.2435534860537977e-10,0.0,0.46348013009679145,0.00019198645074019113,1.0850843729091972e-05,7.312948078418355e-05,3.572067161687774e-06,9.741319927967613e-07,3.099761226859859e-07,8.240904757675214e-06,1.1748569152122134e-10,5.296459476965036e-07,2.744057621763975e-12,1.0383505789276256e-10,1.1206182919698515e-07,1.9738554121665024e-11
1.2210005562453233e-08,0.13088124617039282,0.46346346346346345,0.0,0.0,0.0,0.0728379554005638,0.0,0.00048417240710515964,2.1475137683869804e-07,1.5354884484172397e-08,1.3216391265626086e-05,7.996534993590942e-07,0.00014581355790497264,2.33116311295545e-10,0.0,0.4634811612678511,0.00019801670226064056,1.0849926447482619e-05,7.330914869380233e-05,3.5870575628447302e-06,1.006049215932948e-06,3.197395210746031e-07,8.72866000198032e-06,1.2444146795313306e-10,5.757935979252904e-07,2.983145463508233e-12,1.0901808443982179e-10,1.2194340571287578e-07,2.14794438277449e-11
1.2505073473894035e-08,0.13088394171185636,0.46346346346346345,0.0,0.0,0.0,0.07283162717943985,0.0,0.0004983583898197618,2.2400439569959826e-07,1.62281860290726e-08,1.3861368189526188e-05,8.465274599575673e-07,0.00015000714322994937,2.420766840435471e-10,0.0,0.4634822243369425,0.00020403031114332945,1.0849002798592798e-05,7.347310269616122e-05,3.602016124481192e-06,1.0378926311017616e-06,3.2947642055234605e-07,9.23005091856141e-06,1.315918928543779e-10,6.245691999315993e-07,3.235848555972122e-12,1.1433858830145776e-10,1.324014974197036e-07,2.332192302550178e-11
1.2800141385334836e-08,0.13088664532928881,0.46346346346346345,0.0,0.0,0.0,0.07282526663695131,0.0,0.0005125734743251265,2.334238307173172e-07,1.712821427971586e-08,1.4522968661596995e-05,8.950977943567938e-07,0.0001542310125307488,2.5124215396298924e-10,0.0,0.46348331919955976,0.00021002591705256946,1.0848073215966071e-05,7.362279884082057e-05,3.6169381428667562e-06,1.0696533319337284e-06,3.391844739421096e-07,9.744947337770187e-06,1.3893512126241768e-10,6.760392996956486e-07,3.5025116700102627e-12,1.1979623130885938e-10,1.4345194797080193e-07,2.526878431736445e-11
1.3095209296775638e-08,0.1308893568318861,0.46346346346346345,0.0,0.0,0.0,0.07281887388113277,0.0,0.0005268163085719405,2.430099265885113e-07,1.8055078933539595e-08,1.5201147239688878e-05,9.453930809756167e-07,0.00015848504226259773,2.6061848625679284e-10,0.0,0.4634844457441361,0.00021600229843232242,1.0847138015222778e-05,7.37595611679232e-05,3.631819380860844e-06,1.1013233012545796e-06,3.488615718002086e-07,1.0273216418402655e-05,1.4646927000532582e-10,7.30269422389854e-07,3.783474287735044e-12,1.2539063866258174e-10,1.5511044698678242e-07,2.7322793162015704e-11
1.339027720821644e-08,0.13089207604301065,0.46346346346346345,0.0,0.0,0.0,0.07281244902629017,0.0,0.0005410856564269672,2.5276303085390734e-07,1.9008887948102866e-08,1.58958544881564e-05,9.9744190207109e-07,0.0001627691012447477,2.702115192200568e-10,0.0,0.4634856038527734,0.00022195835983744873,1.084619742893791e-05,7.388459363053175e-05,3.6466560254464658e-06,1.1328953300852998e-06,3.585058207240937e-07,1.0814723052381456e-05,1.541924234659633e-10,7.873240624823876e-07,4.0790705512434385e-12,1.311214026100278e-10,1.6739252697130814e-07,2.948668733020448e-11
1.3685345119657241e-08,0.13089480279892043,0.46346346346346345,0.0,0.0,0.0,0.07280599219234733,0.0,0.0005553803871928992,2.626835890237699e-07,1.9989747711603954e-08,1.660703738279603e-05,1.0512728387812966e-06,0.0001670830514361589,2.8002715966077993e-10,0.0,0.46348679340190446,0.00022789312041369866,1.0845251630344696e-05,7.399899094529242e-05,3.661444649095689e-06,1.1643629439656033e-06,3.68115523626808e-07,1.1369330230846827e-05,1.621026387966568e-10,8.472666760848442e-07,4.389629222970419e-12,1.3698808578676887e-10,1.8031356068106322e-07,3.176317644066561e-11
1.3980413031098043e-08,0.13089753694760603,0.46346346346346345,0.0,0.0,0.0,0.07279950350425311,0.0,0.000569699466088025,2.727721399989563e-07,2.099776318755544e-08,1.733463967856278e-05,1.1069144664952757e-06,0.00017142674863998835,2.9007137869985386e-10,0.0,0.46348801426289543,0.0002338057034280484,1.0844300749315996e-05,7.410374846065297e-05,3.6761821746448944e-06,1.1957203359806124e-06,3.776891618099572e-07,1.1936899375008403e-05,1.7019795063211055e-10,9.101596753343363e-07,4.715473656582692e-12,1.4299022425076302e-10,1.938887589091021e-07,3.4154941568948334e-11
1.4275480942538845e-08,0.13090027834773718,0.46346346346346345,0.0,0.0,0.0,0.07279298309144229,0.0,0.0005840419455897624,2.830293117678738e-07,2.2033038037183752e-08,1.8078602243700895e-05,1.1643953505131979e-06,0.00017580004314384203,3.0035020791040886e-10,0.0,0.4634892663025913,0.00023969532674740192,1.0843344884213259e-05,7.419977113510611e-05,3.6908658433460087e-06,1.2269623058482656e-06,3.8722537866120156e-07,1.2517290635230596e-05,1.7847637534999614e-10,9.760644245934675e-07,5.056921777290732e-12,1.491273302394362e-10,2.0813316863933954e-07,3.666463492170409e-11
1.4570548853979647e-08,0.13090302686770972,0.46346346346346345,0.0,0.0,0.0,0.07278643108734605,0.0,0.0005984069575580775,2.9345581736180944e-07,2.3095674722635527e-08,1.8838863363522084e-05,1.2237440419646981e-06,0.000180202780301982,3.1086973576213096e-10,0.0,0.46349054938381334,0.00024556129417466156,1.084238411113398e-05,7.428788170966711e-05,3.7054931857916256e-06,1.2580842044892189e-06,3.9672296482050025e-07,1.311036316143433e-05,1.8693591492311457e-10,1.0450412382765394e-06,5.414286070586294e-12,1.5539889467631002e-10,2.2306167153476106e-07,3.929487956983376e-11
1.4865616765420448e-08,0.13090578238477898,0.46346346346346345,0.0,0.0,0.0,0.07277984762894693,0.0,0.0006127937060700634,3.0405245105414353e-07,2.418577459343598e-08,1.9615359016516634e-05,1.284989073959674e-06,0.00018463480106462745,3.2163610434290086e-10,0.0,0.46349186336580983,0.00025140298756643213,1.0841418490647311e-05,7.436882814587802e-05,3.7200619954597645e-06,1.2890818835942928e-06,4.061808446850526e-07,1.3715975347369757e-05,1.9557456039950376e-10,1.1171493801434377e-06,5.7878735785838744e-12,1.618043894493348e-10,2.38688982728381e-07,4.204826923503192e-11
1.516068467686125e-08,0.1309085447842694,0.46346346346346345,0.0,0.0,0.0,0.0727732328563748,0.0,0.0006272014609047264,3.148200847903791e-07,2.5303437958288854e-08,2.0408023125171955e-05,1.3481589579492613e-06,0.0001890959424588936,3.3265550633330224e-10,0.0,0.4634932081046659,0.0002572198596653912,1.0840448072267638e-05,7.4443290392205e-05,3.7345703046538515e-06,1.3199516497610855e-06,4.1559806413813763e-07,1.433398505102003e-05,2.0439029504267042e-10,1.1924470639209405e-06,6.177985903239515e-12,1.6834326948052134e-10,2.550296498895257e-07,4.4927368124891425e-11
1.545575258830205e-08,0.13091131395885416,0.46346346346346345,0.0,0.0,0.0,0.07276658691253997,0.0,0.0006416295516193541,3.257596648359984e-07,2.644876414418366e-08,2.1216787783764805e-05,1.4132821802759015e-06,0.00019358603802570442,3.4393418221036166e-10,0.0,0.46349458345367606,0.0002630114275835053,1.0839472897472748e-05,7.451188653815974e-05,3.7490163626254376e-06,1.3506902227933452e-06,4.24973779392712e-07,1.4964249793294355e-05,2.1338109716267752e-10,1.27099145511759e-06,6.584919215753376e-12,1.7501497460557144e-10,2.720980525392398e-07,4.793471081194725e-11
1.5750820499742853e-08,0.13091408980790095,0.46346346346346345,0.0,0.0,0.0,0.07275990994280013,0.0,0.0006560773621620867,3.3687220862929115e-07,2.7621851544624023e-08,2.2041583465267872e-05,1.480387198892891e-06,0.00019810491821677678,3.5547841765829153e-10,0.0,0.46349598926368096,0.00026877726687578774,1.0838493001989711e-05,7.457517841225488e-05,3.7633986156787275e-06,1.3812946977789706e-06,4.343072468465231e-07,1.560662693704928e-05,2.225449426671166e-10,1.3528386739058952e-06,7.0089642715021296e-12,1.8181893128117054e-10,2.8990840159007656e-07,5.10728021522966e-11
1.6045888411183655e-08,0.1309168722368782,0.46346346346346345,0.0,0.0,0.0,0.07275320209465778,0.0,0.0006705443259712072,3.4815880182702773e-07,2.8822797658536503e-08,2.2882339209297558e-05,1.5495024402364248e-06,0.00020265241075536123,3.6729454116661417e-10,0.0,0.46349742538337485,0.00027451700615025376,1.083750841758155e-05,7.46336766747806e-05,3.7777156890748704e-06,1.411762510599234e-06,4.435978138555263e-07,1.6260973848271074e-05,2.3187980735806242e-10,1.4380437989586745e-06,7.450406429914686e-12,1.887545541358419e-10,3.0847473908805833e-07,5.4344117239877074e-11
1.6340956322624457e-08,0.1309196611568143,0.46346346346346345,0.0,0.0,0.0,0.07274646351748597,0.0,0.0006850299215175935,3.596205955317899e-07,3.00516991211717e-08,2.3738982792805947e-05,1.6206562962356396e-06,0.00020722834096399706,3.7938892179856803e-10,0.0,0.4634988916595836,0.00028023032216599236,1.0836519173313084e-05,7.468784545074514e-05,3.7919663705744036e-06,1.4420914065611478e-06,4.5284491034316115e-07,1.6927148041038273e-05,2.413836689980639e-10,1.5266608721397167e-06,7.909525678774121e-12,1.958212473784151e-10,3.278109381371959e-07,5.7751101392944366e-11
1.663602423406526e-08,0.13092245648380604,0.46346346346346345,0.0,0.0,0.0,0.07273969436227876,0.0,0.0006995336682508714,3.712588036904939e-07,3.1308651728147615e-08,2.4611440885056618e-05,1.6938771214477608e-06,0.00021183253206222627,3.9176796711434154e-10,0.0,0.463500387937517,0.00028591693537590454,1.0835525296364868e-05,7.473810654386954e-05,3.8061495954719908e-06,1.472279411874836e-06,4.620480411710836e-07,1.7605007307728026e-05,2.510545091660097e-10,1.6187429039586596e-06,8.38659666247897e-12,2.0301840607681218e-10,3.4793070298883666e-07,6.129617016962243e-11
1.693109214550606e-08,0.13092525813857084,0.46346346346346345,0.0,0.0,0.0,0.07273289478142542,0.0,0.0007140551229127255,3.830747006540741e-07,3.259375045367679e-08,2.5499639188306126e-05,1.7691932303065693e-06,0.00021646480543698532,4.0443812123480896e-10,0.0,0.4635019140609988,0.00029157660587398834,1.0834526812580946e-05,7.478484326926637e-05,3.820264432989076e-06,1.5023248077195334e-06,4.7120677920265794e-07,1.829440983581842e-05,2.608903149221215e-10,1.7143418797069613e-06,8.881888713833244e-12,2.103454173188846e-10,3.688475692794676e-07,6.498170940963816e-11
1.7226160056946862e-08,0.13092806604603943,0.46346346346346345,0.0,0.0,0.0,0.07272606492850524,0.0,0.0007285938761837824,3.950696188886763e-07,3.3907089463902454e-08,2.6403502565498668e-05,1.8466328944736137e-06,0.0002211249808881759,4.174058630326818e-10,0.0,0.4635034698726735,0.0002972091297102753,1.0833523746891039e-05,7.482840393944072e-05,3.834310073900841e-06,1.5322261066623397e-06,4.803207589959753e-07,1.8995214312529664e-05,2.7088908029977275e-10,1.8135087661987236e-06,9.39566588897015e-12,2.1780166126608954e-10,3.9057490440192654e-07,6.881007529958696e-11
1.7521227968387663e-08,0.13093088013498666,0.46346346346346345,0.0,0.0,0.0,0.07271920495810158,0.0,0.0007431495496337313,4.072449468291622e-07,3.5248762126140064e-08,2.732295515615768e-05,1.9262243402829565e-06,0.00022581287685167714,4.3067770443935287e-10,0.0,0.4635050552141955,0.0003028143355399884,1.0832516123636262e-05,7.486910503509982e-05,3.8482858192851845e-06,1.561982031215708e-06,4.893896710690838e-07,1.9707280018429145e-05,2.8104880764014977e-10,1.9162935190475334e-06,9.928187005052886e-12,2.2538651210977326e-10,4.131259079964214e-07,7.278359445933055e-11
1.7816295879828465e-08,0.1309337003376939,0.46346346346346345,0.0,0.0,0.0,0.07271231502563309,0.0,0.0007577217929473678,4.19602126866235e-07,3.661886101470566e-08,2.8257920481541917e-05,2.0079957462714026e-06,0.00023052831060184082,4.442601888569538e-10,0.0,0.46350666992639983,0.00030839208157677317,1.0831503966787729e-05,7.490723408920473e-05,3.862191070292465e-06,1.5915914943405572e-06,4.984132566857937e-07,2.0430466911014086e-05,2.9136750878418995e-10,2.022745090417461e-06,1.0479705680432067e-11,2.330993389388702e-10,4.365136125491053e-07,7.690456404736589e-11
1.8111363791269267e-08,0.13093652658964375,0.46346346346346345,0.0,0.0,0.0,0.07270539528720087,0.0,0.0007723102814017049,4.321426534589803e-07,3.8017477913927135e-08,2.9208321540035376e-05,2.0919752407870643e-06,0.00023527109843532177,4.5815988966611777e-10,0.0,0.46350831384945734,0.00031394225282261614,1.0830487300077527e-05,7.4943052310063e-05,3.8760253188439595e-06,1.6210535817196984e-06,5.073913031151571e-07,2.1164635699192592e-05,3.0184320613490744e-10,2.1329114371921357e-06,1.1050470376969125e-11,2.4093950652701704e-10,4.60750884087088e-07,8.117525188320442e-11
1.840643170271007e-08,0.1309393588292408,0.46346346346346345,0.0,0.0,0.0,0.07269844589944989,0.0,0.000786914713571431,4.4486807136502946e-07,3.944470381886473e-08,3.0174080893657315e-05,2.1781908996698276e-06,0.00024004105583793847,4.723834088207765e-10,0.0,0.4635099868230144,0.0003194647585494209,1.0829466147083797e-05,7.497679696701877e-05,3.889788139175109e-06,1.6503675356414385e-06,5.163236393217442e-07,2.1909647909504696e-05,3.1247393360208985e-10,2.2468395295108184e-06,1.1640724444261163e-11,2.4890637604639413e-10,4.858504229597283e-07,8.559789658497021e-11
1.870149961415087e-08,0.1309421969975587,0.46346346346346345,0.0,0.0,0.0,0.07269146701944355,0.0,0.0008015348092419775,4.577799739809291e-07,4.090062893419887e-08,3.115512074650083e-05,2.2666707439980493e-06,0.0002448379976361078,4.869373755221228e-10,0.0,0.46351168868632103,0.00032495953000940544,1.082844053129599e-05,7.500868356024553e-05,3.903479180146886e-06,1.679532740347229e-06,5.252101320475835e-07,2.2665365944850917e-05,3.2325773744029367e-10,2.3645753596249895e-06,1.2250706165526348e-11,2.569993057149654e-10,5.11824764696954e-07,9.017470772058536e-11
1.8996567525591672e-08,0.13094504103810975,0.46346346346346345,0.0,0.0,0.0,0.07268445880454984,0.0,0.0008161703075113895,4.7088000178567705e-07,4.2385342671676674e-08,3.215136301583393e-05,2.357442737896507e-06,0.0002496617381342578,5.018284449646554e-10,0.0,0.4635134192783451,0.00033042651835357766,1.082741047616201e-05,7.503890779419796e-05,3.9170981582555994e-06,1.7085487087105468e-06,5.340506822502356e-07,2.3431653136424705e-05,3.341926769900542e-10,2.486163951033451e-06,1.28806488049323e-11,2.652176513831725e-10,5.386862809362231e-07,9.490786597106302e-11
1.9291635437032474e-08,0.13094789089663503,0.46346346346346345,0.0,0.0,0.0,0.07267742141233847,0.0,0.0008308209650639459,4.841698408807661e-07,4.389893364645192e-08,3.316272939652876e-05,2.4505347864012207e-06,0.00025451209123948936,5.170632971479122e-10,0.0,0.46351517843787715,0.00033586569273947345,1.0826376005114354e-05,7.506764737246743e-05,3.930644851277957e-06,1.737415070126547e-06,5.428452218647838e-07,2.4208373789480595e-05,3.452768253313062e-10,2.6116493678579747e-06,1.3530780656170737e-11,2.735607670655777e-10,5.664471804105306e-07,9.979952330456905e-11
1.9586703348473275e-08,0.1309507465209141,0.46346346346346345,0.0,0.0,0.0,0.07267035500048796,0.0,0.0008454865546000083,4.976512216204518e-07,4.5441489672606315e-08,3.4189141419424566e-05,2.5459747333773066e-06,0.0002593888705746433,5.326486357481016e-10,0.0,0.46351696600362463,0.0003412770386110462,1.0825337141580516e-05,7.509506363017058e-05,3.944119092493892e-06,1.7661315595029632e-06,5.515937108604354e-07,2.4995393223511902e-05,3.565082698571849e-10,2.741074724425127e-06,1.4201325092100279e-11,2.8202800542244896e-10,5.951195099905636e-07,1.0485180316003528e-10
2.017683917135488e-08,0.13095647486707404,0.46346346346346345,0.0,0.0,0.0,0.07265613574864967,0.0,0.0008748616923971703,5.25195743250338e-07,4.8613844094504324e-08,3.6286787994207636e-05,2.744009380359639e-06,0.0002692209615857173,5.648976990314717e-10,0.0,0.46352062570866104,0.0003520162591458541,1.082324633075042e-05,7.514649811014284e-05,3.9708498003357e-06,1.8231143325295714e-06,5.689525018558168e-07,2.6599794977948417e-05,3.794054713778392e-10,3.0119130241754605e-06,1.5604520911277123e-11,2.99332256498033e-10,6.552458443292732e-07,1.1544658272523313e-10
2.070796141194832e-08,0.13096164960954162,0.46346346346346345,0.0,0.0,0.0,0.07264324075607909,0.0,0.0009013483837281194,5.50659106284668e-07,5.156888790514437e-08,3.8225337207738485e-05,2.9305483818776593e-06,0.00027815834906571104,5.951882187059413e-10,0.0,0.46352401497549633,0.0003615865193087802,1.0821349813708221e-05,7.518959637297143e-05,3.994658940637269e-06,1.8738854324682583e-06,5.844180036530298e-07,2.8077649181996638e-05,4.0049782781517794e-10,3.2695555122998687e-06,1.6939350116518507e-11,3.153240747031791e-10,7.125942158015941e-07,1.2555193852751866e-10
2.1206135968984444e-08,0.13096651965632145,0.46346346346346345,0.0,0.0,0.0,0.072631062445764,0.0,0.0009262333125418417,5.751328798732482e-07,5.4427111388101855e-08,4.008683320046701e-05,3.112817402980068e-06,0.00028661651567393206,6.247266804039314e-10,0.0,0.46352727538315563,0.0003704814766453031,1.0819558339110263e-05,7.522784523817583e-05,4.016777230447891e-06,1.9210653949354473e-06,5.987888647453742e-07,2.949230885012579e-05,4.206892918354516e-10,3.523384271250728e-06,1.8254420667780492e-11,3.3068026806295425e-10,7.692314090580222e-07,1.3553204380577092e-10
2.170431052602057e-08,0.13097140528370407,0.46346346346346345,0.0,0.0,0.0,0.07261880432443815,0.0,0.0009511574654636233,6.001874915205284e-07,5.73694666066573e-08,4.198976314462964e-05,3.302289393822839e-06,0.0002951465610587982,6.553896320620661e-10,0.0,0.46353061378837096,0.0003792976997081382,1.0817754776797296e-05,7.526442669457791e-05,4.0386888572690444e-06,1.967818837549607e-06,6.130292014902117e-07,3.0933910665236833e-05,4.412663290181043e-10,3.7891769641118727e-06,1.963147562577282e-11,3.4637828099405705e-10,8.286783760838126e-07,1.4600732636688644e-10
2.2202485083056694e-08,0.13097630629418056,0.46346346346346345,0.0,0.0,0.0,0.07260646714368103,0.0,0.0009761201570773024,6.258327491399326e-07,6.039634508341583e-08,4.393375036471403e-05,3.4990957257177822e-06,0.0003037475914635828,6.872100653913096e-10,0.0,0.46353402942326133,0.0003880355188969718,1.081593923906107e-05,7.52997031226909e-05,4.0603943937991015e-06,2.0141470953095886e-06,6.271395126955444e-07,3.240184902284487e-05,4.622203361798379e-10,4.0671069589849134e-06,2.1071413200758547e-11,3.624150060448231e-10,8.909871885217489e-07,1.5698696464903726e-10
2.270065964009282e-08,0.1309812224965623,0.46346346346346345,0.0,0.0,0.0,0.0725940516516788,0.0,0.001001120757676667,6.520787448781608e-07,6.350813144443816e-08,4.591841955071574e-05,3.7033671340808205e-06,0.0003124187160917377,7.202210969684342e-10,0.0,0.46353752152359473,0.00039669531567310096,1.081411183787487e-05,7.533398125965352e-05,4.0818945906243996e-06,2.060051840175957e-06,6.411203858743767e-07,3.3895528048753086e-05,4.835428477636775e-10,4.357340662692497e-06,2.257509553702216e-11,3.787873470250759e-10,9.56208693711505e-07,1.6847992129609227e-10
2.3198834197128944e-08,0.1309861537067914,0.46346346346346345,0.0,0.0,0.0,0.0725815585927864,0.0,0.0010261586851703262,6.789358451289635e-07,6.670520337063911e-08,4.794339703810728e-05,3.915233695463562e-06,0.0003211590476624085,7.544559580613057e-10,0.0,0.4635410893292297,0.00040527751377157113,1.0812272684812067e-05,7.53675206084403e-05,4.103190346658979e-06,2.105535024763767e-06,6.549724822060215e-07,3.5414361679319e-05,5.052255370029475e-10,4.6600376623655895e-06,2.4143349446424806e-11,3.9549222131634737e-10,1.0243925328054393e-06,1.804949463503103e-10
