Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81)
1.102274254084901e-17,0.13078664456002562,0.46346346346346345,0.0,0.0,0.0,0.07307307307287722,0.0,4.566889468358282e-21,2.269421306292554e-25,3.7482170101731357e-26,1.1431448569121582e-22,1.6037991096506896e-32,3.175985843965939e-21,1.5287723838044472e-27,0.0,0.46346346346346345,6.31785609180148e-16,1.3323156001855217e-13,1.3323156187933688e-13,1.239776504009979e-13,3.565993184741267e-16,2.7518146195930167e-16,1.1841176979934299e-23,1.037576223836081e-31,8.285901601018427e-37
2.205506174767617e-17,0.13078664456005126,0.46346346346346345,0.0,0.0,0.0,0.0730730730726812,0.0,1.8279459220216473e-20,9.083599553236859e-25,1.5002635839655664e-25,4.575558447796068e-22,1.2840144390767756e-31,1.271221994561714e-20,6.1190735493035155e-27,0.0,0.46346346346346345,1.2641209701437718e-15,2.6657887073467575e-13,2.6657887818266376e-13,2.4806300724591917e-13,7.135084450317187e-16,5.506019806741846e-16,4.7395564763097637e-23,8.30215137990301e-31,1.326086926621884e-35
4.411970016133049e-17,0.13078664456010253,0.46346346346346345,0.0,0.0,0.0,0.07307307307228915,0.0,7.314164449307076e-20,3.634623051305027e-24,6.00300825040855e-25,1.830819292117603e-21,1.0276017459859118e-30,5.0865435909180134e-20,2.4484264005577527e-26,0.0,0.46346346346346345,2.528794244074358e-15,5.332734856294703e-13,5.332735154311234e-13,4.962337012918447e-13,1.4273266715122182e-15,1.10144294734444e-15,1.8964397739886136e-22,6.636626389265184e-30,2.1202475059085096e-34
8.824897698863913e-17,0.13078664456020508,0.46346346346346345,0.0,0.0,0.0,0.07307307307150505,0.0,2.926141850593397e-19,1.4540859220674842e-23,2.4015939771364805e-24,7.32446867758572e-21,8.222374558472314e-30,2.0349484676392203e-19,9.795299398441718e-26,0.0,0.46346346346346345,5.058150999948722e-15,1.0666626892692502e-12,1.0666628084952645e-12,9.925750108080406e-13,2.854963017934489e-15,2.203124597646986e-15,7.586992605205042e-22,5.298158970314199e-29,3.3855728116035e-33
1.765075306432564e-16,0.13078664456041017,0.46346346346346345,0.0,0.0,0.0,0.07307307306993688,0.0,1.1705518418262191e-18,5.816817299734047e-23,9.607156025263733e-24,2.930025400486965e-20,6.578523114670262e-29,8.140454872764886e-19,3.918438227287753e-25,0.0,0.46346346346346345,1.0116905343748934e-14,2.1334409919495855e-12,2.133441468892422e-12,1.9852573155379105e-12,5.7102352846242146e-15,4.406486766100849e-15,3.0350429359108248e-21,4.21961562117537e-28,5.393578483416263e-32
3.5302463795249093e-16,0.13078664456082037,0.46346346346346345,0.0,0.0,0.0,0.07307307306680053,0.0,4.68239662231465e-18,2.3268217852875143e-22,3.8430174046931314e-23,1.1720574363027914e-19,5.263066556139551e-28,3.256313268255403e-18,1.567438735536424e-24,0.0,0.46346346346346345,2.023457735954498e-14,4.266997178913439e-12,4.266999086762138e-12,3.970620667788361e-12,1.1420778113385173e-14,8.813206574408687e-15,1.2140656963617891e-20,3.345354210881841e-27,8.554702354030092e-31
7.0605885257096e-16,0.13078664456164074,0.46346346346346345,0.0,0.0,0.0,0.07307307306052781,0.0,1.87299573664566e-17,9.307477993148348e-22,1.5372371338936735e-22,4.688321807283459e-19,4.21055033558811e-27,1.3025508627967838e-17,6.269879823807065e-24,0.0,0.46346346346346345,4.047057470383713e-14,8.534107879254525e-12,8.534115510802382e-12,7.941342343458473e-12,2.2841856952439242e-14,1.7626628076665022e-14,4.8563545933506685e-20,2.6288067660701824e-26,1.3452517056036263e-29
1.412127281807898e-15,0.1307866445632815,0.46346346346346345,0.0,0.0,0.0,0.07307307304798238,0.0,7.492051011029971e-17,3.723030262266573e-21,6.149002260517678e-22,1.8753451420289174e-18,3.3684756848768617e-26,5.21024889220533e-17,2.507975298203679e-23,0.0,0.46346346346346345,8.094518264256216e-14,1.706832258559548e-11,1.7068353112079795e-11,1.5882765579526535e-11,4.5683987356725005e-14,3.525339862406195e-14,1.9425560543730284e-19,2.0308022565957372e-25,2.0808158834430005e-28
2.8242641402817743e-15,0.1307866445665631,0.46346346346346345,0.0,0.0,0.0,0.07307307302289152,0.0,2.996829128054563e-16,1.4892206333564317e-20,2.4596063535602614e-21,7.501397458841738e-18,2.6947892419592437e-25,2.0841041088002549e-16,1.0031935067426877e-22,0.0,0.46346346346346345,1.6190485151529905e-13,3.41367252209545e-11,3.413684732737169e-11,3.1765531590981866e-11,9.136813907039927e-14,7.050664989296616e-14,7.770220137405685e-19,1.5198636844745604e-24,3.1213111091320456e-27
4.2364009987556506e-15,0.1307866445698447,0.46346346346346345,0.0,0.0,0.0,0.07307307299780066,0.0,6.368261848953752e-16,3.164599982319739e-20,5.2266609625380805e-21,1.5940462215738752e-17,7.705412747170005e-25,4.4287189728097887e-16,2.131786871917743e-22,0.0,0.46346346346346345,2.428749733780469e-13,5.1205101079032654e-11,5.1205360555350006e-11,4.76482171421643e-11,1.3705218168956847e-13,1.0575961133855395e-13,1.6511679269274445e-18,4.186150979179603e-24,1.1145200789946079e-26
5.6485378572295265e-15,0.1307866445731263,0.46346346346346345,0.0,0.0,0.0,0.0730730729727098,0.0,1.0863498985693905e-15,5.3984417004091087e-20,8.916059432296585e-21,2.719252545866282e-17,1.6252937885480853e-24,7.554865512001147e-16,3.6365764998453653e-22,0.0,0.46346346346346345,3.2385554822552977e-13,6.827345015987191e-11,6.827389279596412e-11,6.353082223348169e-11,1.827361152146248e-13,1.4101228296339862e-13,2.816690606769457e-18,8.541433753341039e-24,2.751716685054272e-26
8.472811574177278e-15,0.13078664457968958,0.46346346346346345,0.0,0.0,0.0,0.07307307292252808,0.0,2.2491460148020056e-15,1.1176804075505504e-19,1.845952665198113e-20,5.629854388106713e-17,4.439174809039586e-24,1.564135327046747e-15,7.529061860628069e-22,0.0,0.46346346346346345,4.858412304193238e-13,1.0241008547714049e-10,1.0241100189852742e-10,9.529584358300457e-11,2.7410372622875044e-13,2.1151694602952995e-13,5.831571059336662e-18,2.2111950398241078e-23,9.208034488002331e-26
1.1297085291125032e-14,0.1307866445862529,0.46346346346346345,0.0,0.0,0.0,0.07307307287234636,0.0,3.825201542170892e-15,1.9008836980840756e-19,3.139474290859607e-20,9.574884509545448e-17,9.288223926669207e-24,2.660177876465558e-15,1.2804945702996977e-21,0.0,0.46346346346346345,6.478653519222916e-13,1.3654662232530032e-10,1.3654818091691293e-10,1.2706056905629536e-10,3.6547093606817186e-13,2.8202054334279783e-13,9.917925608289296e-18,4.415567855720686e-23,2.2199246710811666e-25
1.4121359008072785e-14,0.13078664459281628,0.46346346346346345,0.0,0.0,0.0,0.07307307282216464,0.0,5.844032150534039e-15,2.904123536236767e-19,4.796394511463481e-20,1.462822131745498e-16,1.6908826842011843e-23,4.064139673076958e-15,1.9563034681293824e-21,0.0,0.46346346346346345,8.099306583641097e-13,1.7068305367112438e-10,1.7068543484476934e-10,1.5882497752206367e-10,4.568377160801748e-13,3.5252299879519706e-13,1.5152270596619664e-17,7.675480780934748e-23,4.545731604148322e-25
1.976990644196829e-14,0.1307866446059432,0.46346346346346345,0.0,0.0,0.0,0.07307307272180122,0.0,1.1237811788942326e-14,5.584537114122507e-19,9.223236395546824e-20,2.8129369169732896e-16,4.4644053308301325e-23,7.815144725909248e-15,3.761888057607076e-21,0.0,0.46346346346346345,1.1341874128238276e-12,2.3895559323062385e-10,2.3896017213197914e-10,2.2235282353693805e-10,6.395699596404304e-13,4.935244125088835e-13,2.91369264536557e-17,1.8103459257760294e-22,1.5007419708930081e-24
3.10670013097593e-14,0.13078664463219775,0.46346346346346345,0.0,0.0,0.0,0.07307307252107435,0.0,2.7416557482035886e-14,1.3624628635665714e-18,2.250157754885293e-19,6.862615723505057e-16,1.7262927267156002e-22,1.9066306117288177e-14,9.177789268478214e-21,0.0,0.46346346346346345,1.7832024006955445e-12,3.7549938773714297e-10,3.7551055880637966e-10,3.494046557583927e-10,1.0050292132138847e-12,7.755133373935766e-13,7.108344617516548e-17,5.635154120998691e-22,7.700652760865841e-24
4.2364096177550315e-14,0.1307866446584533,0.46346346346346345,0.0,0.0,0.0,0.07307307232034749,0.0,5.078958192948808e-14,2.524016612017132e-18,4.1684372048758864e-19,1.2713058184977182e-15,4.284183522814224e-22,3.532049453238871e-14,1.700202926220299e-20,0.0,0.46346346346346345,2.4328866002045937e-12,5.120414679691085e-10,5.12062162641929e-10,4.764513372871327e-10,1.370481482862621e-12,1.0574837105201842e-12,1.3168140805918102e-16,1.1931783400557868e-21,2.1964881041530516e-23
6.495828591313233e-14,0.13078664471096724,0.46346346346346345,0.0,0.0,0.0,0.07307307191889377,0.0,1.191108369565858e-13,5.919451152411353e-18,9.775676695125899e-19,2.9814238801397912e-15,1.5559806561015598e-21,8.283238469058507e-14,3.987305204232655e-20,0.0,0.46346346346346345,3.734262015221542e-12,7.851204872697819e-10,7.851690205627807e-10,7.305292539965223e-10,2.101365077732268e-12,1.6213688250426502e-12,3.0880842754458545e-16,3.2383913133949347e-21,9.499693197229969e-23
1.1014666538429637e-13,0.13078664481600677,0.46346346346346345,0.0,0.0,0.0,0.07307307111598632,0.0,3.420454683776842e-13,1.6999663004973412e-17,2.807197554261746e-18,8.561505376060593e-15,7.775060844396004e-21,2.3786247949123694e-13,1.145028754656815e-19,0.0,0.46346346346346345,6.3450406853135425e-12,1.3312579622751518e-09,1.331397336299789e-09,1.238623309977144e-09,3.5630484978180395e-12,2.7489165745378084e-12,8.86742302358135e-16,1.0507148259574768e-20,5.535542053190379e-22
2.0052342432662444e-13,0.13078664502613221,0.46346346346346345,0.0,0.0,0.0,0.07307306951017147,0.0,1.1330184526350934e-12,5.631801482209462e-17,9.298501635758198e-18,2.8358983776251107e-14,4.819297118473776e-20,7.878892585177435e-13,3.79296157256269e-19,0.0,0.4634634634634634,1.1598708094895694e-11,2.4234506651169277e-09,2.423912359377346e-09,2.2545643724805645e-09,6.486080319092534e-12,5.003122523781795e-12,2.936984111684186e-15,3.778960713115912e-20,3.810887172061362e-21
2.909001832689525e-13,0.1307866452363195,0.46346346346346345,0.0,0.0,0.0,0.07307306790435662,0.0,2.3840530834388723e-12,1.1851470768762124e-16,1.9565037845804767e-17,5.967038517360091e-14,1.4169227095752023e-19,1.6578004529159717e-12,7.981140962156329e-19,0.0,0.46346346346346334,1.689518795969716e-11,3.515533712639981e-09,3.51650522883398e-09,3.2701761087037946e-09,9.408665518817016e-12,7.2561428663897525e-12,6.1792952784335606e-15,8.205821337306352e-20,1.1607556193559737e-20
3.812769422112806e-13,0.1307866454465686,0.46346346346346345,0.0,0.0,0.0,0.07307306629854181,0.0,4.095041922438662e-12,2.0359126705423175e-16,3.3605647945368385e-17,1.024922113382391e-13,3.103153340821049e-19,2.847496569058095e-12,1.3709283682876363e-18,0.0,0.4634634634634633,2.2234478892356248e-11,4.607507115508003e-09,4.60917593190643e-09,4.2854586208857535e-09,1.2330804195577442e-11,9.507978245465303e-12,1.0613075041802574e-14,1.4330366123530444e-19,2.5926112554215137e-20
4.716537011536087e-13,0.13078664565687947,0.46346346346346345,0.0,0.0,0.0,0.07307306469272702,0.0,6.26587448655731e-12,3.1154929693567167e-16,5.141913950446865e-17,1.568208608187681e-13,5.768415954039084e-19,4.3568751688187305e-12,2.097709885018056e-18,0.0,0.46346346346346323,2.7616579510540666e-11,5.699370884612442e-09,5.701924455495175e-09,5.300412014290498e-09,1.5252496450739794e-11,1.1758629324071378e-11,1.62377041124269e-14,2.2151644103323587e-19,4.881502515014868e-20
6.524072190382648e-13,0.13078664607768656,0.46346346346346345,0.0,0.0,0.0,0.07307306148109748,0.0,1.1986662130004847e-11,5.961157550593793e-16,9.83603545440402e-17,2.9998530262310264e-13,1.488028068195701e-18,8.33430073697371e-12,4.013067112535872e-18,0.0,0.463463463463463,3.850920475821299e-11,7.88276956171342e-09,7.887654915796855e-09,7.329331834307872e-09,2.1094542071252924e-11,1.6256381034447344e-11,3.1057217886969534e-14,4.2881103730468125e-19,1.27893689851982e-19
8.33160736922921e-13,0.13078664649874067,0.46346346346346345,0.0,0.0,0.0,0.07307305826946803,0.0,1.9545532201468057e-11,9.72227029442088e-16,1.603791404530815e-16,4.891348884692947e-13,3.057829511809324e-18,1.3589257330121382e-11,6.5439531948483645e-18,0.0,0.46346346346346273,4.957305279113818e-11,1.006572983086178e-08,1.0073696504996004e-08,9.356936411199622e-09,2.693480319142631e-11,2.0749403305137397e-11,5.063287998290763e-14,7.0387152888947775e-19,2.6525512432964146e-19
1e-12,0.13078664692004166,0.46346346346346345,0.0,0.0,0.0,0.07307305530506722,0.0,2.815301018707684e-11,1.4006428536571084e-15,2.3099634757282096e-16,7.045092241267209e-13,5.257424586546473e-18,1.957274727234273e-11,9.426080463239745e-18,0.0,0.4634634634634624,5.993716435852682e-11,1.208025863668692e-08,1.2091734468619992e-08,1.1227291177386646e-08,3.2323902893864464e-11,2.4892363951602398e-11,7.291817043207229e-14,1.0178352997785874e-18,4.586948289863261e-19
1.0139142548075773e-12,0.13078664692004166,0.46346346346346345,0.0,0.0,0.0,0.07307305505783868,0.0,2.894155494180428e-11,1.4398967576998717e-15,2.374654588676178e-16,7.242392971886328e-13,5.47835256517207e-18,2.0120882482950198e-11,9.69012345805891e-18,0.0,0.4634634634634624,6.08081121528593e-11,1.2248251783499083e-08,1.2260049112876816e-08,1.1383226631225714e-08,3.277328066474468e-11,2.5237701718065285e-11,7.495947792450723e-14,1.0466231756068068e-18,4.781611001596615e-19
1.3754212905768895e-12,0.13078664776338383,0.46346346346346345,0.0,0.0,0.0,0.07307304863458022,0.0,5.3241445463342204e-11,2.6499646734826313e-15,4.36801689605959e-16,1.332194758372406e-12,1.3618234685315848e-17,3.701078704797981e-11,1.782736569180603e-17,0.0,0.4634634634634616,8.379182048151471e-11,1.66119810947427e-08,1.663368695608589e-08,1.543186744458312e-08,4.4444887989804445e-11,3.4200148642959745e-11,1.378452461723539e-13,1.9349131169875286e-18,1.1976388196954315e-18
1.736928326346202e-12,0.13078664860771214,0.46346346346346345,0.0,0.0,0.0,0.07307304221132212,0.0,8.487914414078003e-11,4.226425116991663e-15,6.962914381011668e-16,2.1236172339235843e-12,2.7393274699872607e-17,5.899734569152845e-11,2.842290159009227e-17,0.0,0.4634634634634606,1.0746024137469485e-10,2.097395820314529e-08,2.100856759233351e-08,1.9475261127155505e-08,5.6109370652150544e-11,4.314376492236148e-11,2.1967426932830744e-13,3.0931070936366164e-18,2.4196692819413443e-18
2.0984353621155143e-12,0.13078664945302546,0.46346346346346345,0.0,0.0,0.0,0.07307303578806432,0.0,1.2384751676647593e-10,6.169382950869442e-15,1.0158577065160663e-15,3.0982740921554184e-12,4.827752810046769e-17,8.607394154228972e-11,4.14748532627521e-17,0.0,0.4634634634634594,1.3181328723496386e-10,2.533418381153024e-08,2.538469017444615e-08,2.351341447845568e-08,6.776673521108677e-11,5.206859329781127e-11,3.2040664568888195e-13,4.520636681644064e-18,4.276451225624721e-18
2.4599423978848268e-12,0.13078665029932302,0.46346346346346345,0.0,0.0,0.0,0.07307302936480689,0.0,1.7013944319851716e-10,8.478942891727779e-15,1.3954236627672553e-15,4.255933176570116e-12,7.774202432519004e-17,1.1823397133364233e-10,5.698134627844177e-17,0.0,0.46346346346345807,1.5685087072936255e-10,2.9692658621930017e-08,2.976205385624674e-08,2.754633428405558e-08,7.941698821757108e-11,6.097467638537697e-11,4.400025954010188e-13,6.216935125902044e-18,6.8998011250558925e-18
3.1829564694234516e-12,0.13078665199486667,0.46346346346346345,0.0,0.0,0.0,0.07307301651829294,0.0,2.8466550304966734e-10,1.4198287978556559e-14,2.3342476847878288e-15,7.119330359538958e-12,1.6828967211931826e-16,1.9777794760705425e-10,9.535046388233144e-17,0.0,0.4634634634634547,2.0897930221673922e-10,3.8404358658262145e-08,3.85205011328508e-08,3.559650037199529e-08,1.0269618578329876e-10,7.873077673274497e-11,7.356265265467789e-13,1.0413577638613085e-17,1.497218460073493e-17
3.9059705409620765e-12,0.13078665369433534,0.46346346346346345,0.0,0.0,0.0,0.07307300367178027,0.0,4.284004635350601e-10,2.1385297790302853e-14,3.5121502033062774e-15,1.0711955138534523e-11,3.107813232594885e-16,2.975765526783287e-10,1.435152808873938e-16,0.0,0.4634634634634505,2.6384484017019044e-10,4.7109063929793094e-08,4.7283902651864675e-08,4.362581356911947e-08,1.2594701575160156e-10,9.641240550479535e-11,1.1062292098207608e-12,1.567852022855119e-17,2.7687170989143254e-17
4.628984612500701e-12,0.1307866553977213,0.46346346346346345,0.0,0.0,0.0,0.0730729908252688,0.0,6.01287582980117e-10,3.004080892615771e-14,4.928519407008696e-15,1.503195798235101e-11,5.169358187003706e-16,4.1757718303643995e-10,2.0146085128845378e-16,0.0,0.46346346346344575,3.2144679177684427e-10,5.5806780051489095e-08,5.605225164688177e-08,5.163432793257619e-08,1.491695304851358e-10,1.1401990091250457e-10,1.5514951045991177e-12,2.2007267192948633e-17,4.609109113577667e-17
5.351998684039326e-12,0.13078665710501697,0.46346346346346345,0.0,0.0,0.0,0.07307297797875852,0.0,8.032702569213508e-10,4.0165656934175824e-14,6.5827451845700385e-15,2.007749409348223e-11,7.984417986216078e-16,5.577273711943333e-10,2.6917226137279466e-16,0.0,0.46346346346344025,3.8178446736363695e-10,6.449751263414382e-08,6.482554135718759e-08,5.962209738034842e-08,1.7236378229244483e-10,1.3155359970241925e-10,2.0711101114785415e-12,2.9395343363666984e-17,7.122584234298691e-17
6.075012755577951e-12,0.13078665881621454,0.46346346346346345,0.0,0.0,0.0,0.07307296513224937,0.0,1.03429202189132e-09,5.176067624736821e-14,8.474219163652544e-15,2.584672352951037e-11,1.1669569369583394e-15,7.179747891259403e-10,3.466346307482337e-16,0.0,0.463463463463434,4.448571804306715e-10,7.318126728392821e-08,7.36037650282979e-08,6.758917568771513e-08,1.9552982342382003e-10,1.490138371413687e-10,2.6647615858728087e-12,3.783829430000086e-17,1.0412884133178297e-16
7.5210408986552e-12,0.13078666225028504,0.46346346346346345,0.0,0.0,0.0,0.07307293943923428,0.0,1.583227632341843e-09,7.936456125787484e-14,1.296648638635824e-14,3.9548925371121194e-11,2.21150020447041e-15,1.098552656039689e-09,5.307528821953937e-16,0.0,0.46346346346341966,5.792049878334445e-10,9.05278651876133e-08,9.117498726453959e-08,8.346147331327796e-08,2.417774823840938e-10,1.8371526212815205e-10,4.072930147214932e-12,5.787109942445591e-17,1.973683463957779e-16
8.96706904173245e-12,0.13078666569987182,0.46346346346346345,0.0,0.0,0.0,0.07307291374622324,0.0,2.247645482046788e-09,1.1285911738021331e-13,1.8400488311526892e-14,5.612393952608997e-11,3.743217586938459e-15,1.5588949042024703e-09,7.536972186547303e-16,0.0,0.463463463463403,7.244847842885251e-10,1.0784661852028553e-07,1.087658644431474e-07,9.925164820292597e-08,2.8791292421422396e-10,2.181268290009639e-10,5.77352814880383e-12,8.207045333772148e-17,3.3402114644617954e-16
1e-11,0.13078666916491438,0.46346346346346345,0.0,0.0,0.0,0.07307289539312042,0.0,2.7927153946993605e-09,1.4039552040332344e-13,2.2856071568810308e-14,6.97147829241547e-11,5.186728668949219e-15,1.9363375603253974e-09,9.366589621198743e-16,0.0,0.4634634634633898,8.349520290539992e-10,1.2020077573131206e-07,1.2134343484123444e-07,1.1048088377460171e-07,3.2080004598058385e-10,2.4253177858510783e-10,7.165997631387447e-12,1.0188839053944182e-16,4.627301557697666e-16
1.04130971848097e-11,0.13078666916491438,0.46346346346346345,0.0,0.0,0.0,0.07307288805321592,0.0,3.0270988437345507e-09,1.5225098051946873e-13,2.4771419361481886e-14,7.555721794056e-11,5.854276852274628e-15,2.098587834715722e-09,1.0153497743832106e-15,0.0,0.46346346346338424,8.806911895700536e-10,1.2513757196706376e-07,1.2637634274956848e-07,1.1496012551879187e-07,3.3393656484476724e-10,2.522511678973023e-10,7.764105555205048e-12,1.1040144886963049e-16,5.222292327563483e-16
1.1859125327886949e-11,0.13078667264535224,0.46346346346346345,0.0,0.0,0.0,0.07307286236021199,0.0,3.921143156275623e-09,1.9754676934260097e-13,3.207450066286185e-14,9.783428715243221e-11,8.63637012445553e-15,2.7172198908540495e-09,1.3155931957050182e-15,0.0,0.4634634634633636,1.0478188719882962e-09,1.424007701416718e-07,1.4400636846554377e-07,1.3058732823081338e-07,3.7984881930212897e-10,2.860908864403788e-10,1.0042234467958166e-11,1.428294942488859e-16,7.700665251031018e-16
1.4751181614041447e-11,0.130786679652174,0.46346346346346345,0.0,0.0,0.0,0.07307281097421296,0.0,6.05123712803919e-09,3.0587651287765476e-13,4.945813085973851e-14,1.5086227389013177e-10,1.6578069617284025e-14,4.189665771078615e-09,2.0313857597771445e-15,0.0,0.4634634634633178,1.4148169813937405e-09,1.768440787734623e-07,1.793248477330185e-07,1.6159959085656388e-07,4.713408252895917e-10,3.5292678197786067e-10,1.5451544340861545e-11,2.198399221941717e-16,1.4765891247843047e-15
1.7643237900195946e-11,0.13078668671986018,0.46346346346346345,0.0,0.0,0.0,0.07307275958822362,0.0,8.63441388206773e-09,4.379009535369977e-13,7.051367743653241e-14,2.1509359175414552e-10,2.829241897744666e-14,5.972982580170211e-09,2.900146244183715e-15,0.0,0.4634634634632673,1.825437418537714e-09,2.1117689989970822e-07,2.147208744223137e-07,1.9229177635562135e-07,5.62392244301701e-10,4.186549329146939e-10,2.19824708273748e-11,3.1283121848654563e-16,2.516840075388307e-15
2.0535294186350446e-11,0.13078669384793865,0.46346346346346345,0.0,0.0,0.0,0.0730727082022413,0.0,1.1667194017432254e-08,5.936724224301494e-13,9.520385905986429e-14,2.904151073173538e-10,4.449603381204881e-14,8.063954075068186e-09,3.920954053212849e-15,0.0,0.463463463463214,2.2796392483568735e-09,2.4539958786449273e-07,2.5019402224735895e-07,2.2266719048982303e-07,6.53006363980593e-10,4.832954067881735e-10,2.961637088565838e-11,4.2153776416675034e-16,3.953015004482692e-15
2.3427350472504945e-11,0.1307867010359415,0.46346346346346345,0.0,0.0,0.0,0.07307265681626346,0.0,1.514613190584384e-08,7.732429773770902e-13,1.2349181009228123e-13,3.7671484984932975e-10,6.589811932141033e-14,1.0459397388467855e-08,5.092896584759454e-15,0.0,0.4634634634631598,2.7773822841423394e-09,2.7951249587499117e-07,2.8574386645496767e-07,2.52729104859018e-07,7.431864575005962e-10,5.468679274197145e-10,3.833493942353954e-11,5.456987552496786e-16,5.846273375856791e-15
