Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82)
3.7240827669703483e-10,0.13078790684180094,0.46346346346346345,0.0,0.0,0.0,0.07306645521242099,0.0,2.866273340456284e-06,2.10421119858961e-10,2.2289892094273158e-11,1.0235175498022215e-07,1.9545619051965818e-10,1.7731335986046925e-06,1.0250784340561161e-12,0.0,0.463463464243636,4.7114614333642763e-07,3.6339048707665667e-06,5.017199010825252e-06,2.2204698183654995e-06,9.381991463449324e-09,3.88419166247891e-09,5.443548981948966e-09,7.755406173193841e-14,1.4940958499647883e-11,7.740396629910804e-17,8.412990248769007e-13,5.35592812954134e-12,9.294527257252681e-16,1.0419035587335485e-07,6.055832790987426e-08,8.618146835268889e-13,1.5021437067537332e-10
3.836969534710033e-10,0.13078795426574666,0.46346346346346345,0.0,0.0,0.0,0.07306625454421181,0.0,3.018487187245985e-06,2.2380374312553217e-10,2.3442588337133004e-11,1.0846290143449723e-07,2.1190776134917818e-10,1.8609778408176065e-06,1.0813108156751265e-12,0.0,0.46346346432212715,4.995783228486931e-07,3.7207941716168015e-06,5.181255077579761e-06,2.2500182049450686e-06,9.61463127212664e-09,3.9372386208964326e-09,5.700484012135586e-09,8.121479112472266e-14,1.6154808400360037e-11,8.369264968315243e-17,8.916347685361978e-13,5.811855758188138e-12,1.0090541705607307e-15,1.0825241151867039e-07,6.400727657145014e-08,9.109002913501803e-13,1.6373734942486582e-10
3.9498563024497173e-10,0.13078800208851032,0.46346346346346345,0.0,0.0,0.0,0.07306605387018655,0.0,3.173512608784216e-06,2.3761974464485885e-10,2.4614522653269416e-11,1.1472791582763481e-07,2.2916086889277996e-10,1.949958044868836e-06,1.1387147205846872e-12,0.0,0.4634634644057405,5.288315071057333e-07,3.806520342085577e-06,5.34579672648011e-06,2.278314347937921e-06,9.84584139282716e-09,3.989722572499904e-09,5.960836932106194e-09,8.492422439791009e-14,1.7424927051649568e-11,9.027285543902663e-17,9.432411116637444e-13,6.290962780997994e-12,1.0927270059494805e-15,1.1228818770838808e-07,6.753644126010333e-08,9.611277215844172e-13,1.7801617516331587e-10
4.062743070189402e-10,0.1307880503016775,0.46346346346346345,0.0,0.0,0.0,0.07306585319017102,0.0,3.331288833369353e-06,2.518705588098082e-10,2.5805222967858868e-11,1.211443478210849e-07,2.4722569555786377e-10,2.040026149653943e-06,1.1972706372806216e-12,0.0,0.46346346449463965,5.589037617876687e-07,3.8910989472124016e-06,5.510807734067817e-06,2.3054117843797147e-06,1.0075736089584197e-08,4.0417668317935885e-09,6.224573782845736e-09,8.868187773159312e-14,1.8752047878824076e-11,9.714838342600346e-17,9.96097844957317e-13,6.7936678999212806e-12,1.180545200723418e-15,1.1629456313786638e-07,7.114472204587226e-08,1.0124813264904566e-12,1.9306794600794913e-10
4.1756298379290863e-10,0.13078809889712176,0.46346346346346345,0.0,0.0,0.0,0.07306565250399141,0.0,3.4917572774877212e-06,2.665575821408933e-10,2.701423969783449e-11,1.277097392022249e-07,2.661120028972731e-10,2.131136155072591e-06,1.2569596205596158e-12,0.0,0.46346346458898796,5.897930986612089e-07,3.974545343744583e-06,5.676272130042998e-06,2.3313617540978723e-06,1.030442718204058e-08,4.093485689940004e-09,6.491668459355598e-09,9.248737921020484e-14,2.013689764609852e-11,1.043229989865016e-16,1.0501846922156587e-12,7.320384836715408e-12,1.2725818326064496e-15,1.202686731970286e-07,7.483103454557373e-08,1.0649456794992368e-12,2.0890951584520919e-10
4.288516605668771e-10,0.13078814786699358,0.46346346346346345,0.0,0.0,0.0,0.07306545181147465,0.0,3.6548614560565995e-06,2.816821739039624e-10,2.8241144830601995e-11,1.3442162755711735e-07,2.858291498380761e-10,2.2232440333608544e-06,1.3177632704197264e-12,0.0,0.46346346468894895,6.214974800401288e-07,4.0568746829246e-06,5.8421741936948224e-06,2.3562132985995182e-06,1.0532024083874806e-08,4.144985057205256e-09,6.762102133935873e-09,9.634046060560685e-14,2.15801981085027e-11,1.118004415049703e-16,1.1054813407620778e-12,7.871522719627811e-12,1.3689091572270247e-15,1.2420789539149435e-07,7.859430966305201e-08,1.1185055715162866e-12,2.2555749777930145e-10
4.4014033734084553e-10,0.13078819720370935,0.46346346346346345,0.0,0.0,0.0,0.07306525111244823,0.0,3.820546896480628e-06,2.9724565671826213e-10,2.948553104167225e-11,1.4127754968934634e-07,3.0638611012400534e-10,2.3163076442567657e-06,1.3796637118276253e-12,0.0,0.4634634647946857,6.540148229794435e-07,4.138101913240193e-06,6.008498450384068e-06,2.380013355693159e-06,1.0758633841354906e-08,4.196363059716301e-09,7.035862720544712e-09,1.0024094974542883e-13,2.3082667542139926e-11,1.1958443233648553e-16,1.1619674697781765e-12,8.447486444620927e-12,1.4695986726264032e-15,1.2810983549382054e-07,8.243349333656035e-08,1.173146007327726e-12,2.4302826752364974e-10
4.51429014114814e-10,0.13078824689994098,0.46346346346346345,0.0,0.0,0.0,0.07306505040674008,0.0,3.988761056357713e-06,3.1324931715509085e-10,3.0747010849518176e-11,1.4827504479863486e-07,3.277914890056354e-10,2.4102866538325574e-06,1.4426435753157906e-12,0.0,0.4634634649063612,6.873430032172066e-07,4.218241783137636e-06,6.175229668076701e-06,2.402806850028447e-06,1.0984361171954834e-08,4.247710593783724e-09,7.31294437731224e-09,1.0418876342502639e-13,2.464502216146667e-11,1.2767868214997973e-16,1.2196227766520049e-12,9.048677012915355e-12,1.574721179520727e-15,1.3197231439041034e-07,8.634754629292024e-08,1.2288522021027077e-12,2.613379667368022e-10
4.6271769088878244e-10,0.13078829694860575,0.46346346346346345,0.0,0.0,0.0,0.07306484969417891,0.0,4.159453244677375e-06,3.2969440632725596e-10,3.2025215806034375e-11,1.5541165743229424e-07,3.5005353921095505e-10,2.5051424568340443e-06,1.5066859783743922e-12,0.0,0.46346346502413827,7.214798588772037e-07,4.297308843698703e-06,6.342352853927625e-06,2.4246367797307084e-06,1.120930850297358e-08,4.299111840818571e-09,7.593347044488376e-09,1.0818390082429037e-13,2.6267977431664418e-11,1.3608689772792388e-16,1.2784270014307312e-12,9.675491846505074e-12,1.6843468375984126e-15,1.3579335559116343e-07,9.033544380812448e-08,1.285609577987537e-12,2.8050250630425244e-10
4.740063676627509e-10,0.13078834734285688,0.46346346346346345,0.0,0.0,0.0,0.07306464897459387,0.0,4.332574546361359e-06,3.4658214046952785e-10,3.3319795721049966e-11,1.626849402219057e-07,3.7318017622753246e-10,2.6008381023747465e-06,1.5717745076041299e-12,0.0,0.46346346514817927,7.564231939451586e-07,4.3753174512818165e-06,6.509853250913651e-06,2.4455442992991085e-06,1.143357601010228e-08,4.350644745651111e-09,7.877076015301752e-09,1.1222643739335997e-13,2.7952249283588847e-11,1.4481278826124005e-16,1.3383599495038055e-12,1.0328325083179037e-11,1.7985452181812517e-15,1.3957117337047624e-07,9.439617547407402e-08,1.3434037607870837e-12,3.0053756956756715e-10
4.852950444367193e-10,0.1307883980760742,0.46346346346346345,0.0,0.0,0.0,0.07306444824781477,0.0,4.508077750003082e-06,3.6391370151027906e-10,3.463041791941529e-11,1.7009245641700467e-07,3.971789929260732e-10,2.6973382228391665e-06,1.6378932015978125e-12,0.0,0.4634634652786468,7.921707815304227e-07,4.452281770127843e-06,6.677716334514819e-06,2.465568798929784e-06,1.1657261655889383e-08,4.402381460852944e-09,8.16414153739214e-09,1.1631651917394247e-13,2.969855523823199e-11,1.5386007117538437e-16,1.3994015126148116e-12,1.1007567852471251e-11,1.917385353491012e-15,1.4330416150968315e-07,9.852874497115796e-08,1.4022205767293297e-12,3.2145861550214395e-10
4.965837212106877e-10,0.13078844914185545,0.46346346346346345,0.0,0.0,0.0,0.07306424751367198,0.0,4.685917278668704e-06,3.8169023763448465e-10,3.5956766529248365e-11,1.776317822269531e-07,4.220572735538596e-10,2.794608965856144e-06,1.7050265345198317e-12,0.0,0.4634634654157027,8.287203669245463e-07,4.5282157749310255e-06,6.84592780944323e-06,2.484747980418194e-06,1.188046122805851e-08,4.454388759477066e-09,8.454558442646455e-09,1.2045435752531868e-13,3.15076154471363e-11,1.632324775209605e-16,1.4615316882694091e-12,1.1713608533860094e-11,2.040935782719053e-15,1.4699088261241397e-07,1.0273216984640576e-07,1.462046049309188e-12,3.432808818448613e-10
5.078723979846561e-10,0.1307885005340077,0.46346346346346345,0.0,0.0,0.0,0.0730640467719965,0.0,4.8660491236284545e-06,3.9991286383825136e-10,3.729854179998827e-11,1.85300508981637e-07,4.4782200712533496e-10,2.892617929209115e-06,1.773159400354004e-12,0.0,0.46346346555950885,8.660696704675598e-07,4.603133253375504e-06,7.014473606418545e-06,2.5031179297883924e-06,1.2103268377637396e-08,4.506728418460972e-09,8.748345803420328e-09,1.2464022422627777e-13,3.3380153654748704e-11,1.72933756959885e-16,1.5247305976460139e-12,1.2446832998445573e-11,2.1692645951453678e-15,1.5063005796562996e-07,1.0700548129695785e-07,1.5228663962080168e-12,3.6601938817282277e-10
5.191610747586245e-10,0.13078855224653935,0.46346346346346345,0.0,0.0,0.0,0.07306384602261985,0.0,5.04843078089246e-06,4.185826624750359e-10,3.865545944896161e-11,1.9309624512110984e-07,4.744799002359315e-10,2.9913340985558856e-06,1.842277097791495e-12,0.0,0.4634634657102267,9.042163902322844e-07,4.677047808637906e-06,7.183339878989373e-06,2.5207131867906168e-06,1.232577465686017e-08,4.559457574780182e-09,9.045526613269013e-09,1.288744469262571e-13,3.531689808828256e-11,1.8296768237595876e-16,1.5889785021050051e-12,1.3207624835247419e-11,2.3024394705307627e-15,1.5422055792033605e-07,1.113477239586158e-07,1.5846680262854044e-12,3.896889389343488e-10
5.304497515325929e-10,0.13078860427365227,0.46346346346346345,0.0,0.0,0.0,0.07306364526537418,0.0,5.23302119043069e-06,4.3770068379370524e-10,4.0027250035224483e-11,2.0101661802379498e-07,5.020373893241042e-10,3.0907277878360503e-06,1.9123653157317502e-12,0.0,0.46346346586801745,9.431582045364732e-07,4.749972861856418e-06,7.352513000399761e-06,2.537566811402482e-06,1.2548069556808733e-08,4.612629056290978e-09,9.346127490444468e-09,1.331574049208511e-13,3.731858228026036e-11,1.9333805413664443e-16,1.654255818347175e-12,1.3996365563186339e-11,2.440527716941692e-15,1.577613927671558e-07,1.1575795569924974e-07,1.6474375366400384e-12,4.1430412643331533e-10
5.417384283065613e-10,0.13078865660973435,0.46346346346346345,0.0,0.0,0.0,0.07306344450009225,0.0,5.419780677961888e-06,4.5726794646858665e-10,4.141365835949766e-11,2.0905927568238235e-07,5.305006524054425e-10,3.1907705822495328e-06,1.9834101193705234e-12,0.0,0.4634634660330421,9.828927742921027e-07,4.821921654566854e-06,7.521979560500022e-06,2.553710447463178e-06,1.2770240544762196e-08,4.666291689061947e-09,9.650178402540638e-09,1.3748952522862533e-13,3.93859458285392e-11,2.0404870403092653e-16,1.7205431323066532e-12,1.4813434829734975e-11,2.5835963061815893e-15,1.6125170408310588e-07,1.2023524741685336e-07,1.7111617097367421e-12,4.3987933376789366e-10
5.530271050805297e-10,0.1307887092493524,0.46346346346346345,0.0,0.0,0.0,0.07306324372660737,0.0,5.6086708992013674e-06,4.772854381216441e-10,4.281444288906467e-11,2.1722188823609365e-07,5.5987562030169e-10,3.291435283694834e-06,2.0553979368502035e-12,0.0,0.46346346620546114,1.0234177452006724e-06,4.89290725110609e-06,7.691726362701177e-06,2.569174383564454e-06,1.2992373101226477e-08,4.720490582865077e-09,9.957712410784463e-09,1.4187127894784176e-13,4.151973509827776e-11,2.1510349890635972e-16,1.787821211872946e-12,1.5659210597155094e-11,2.7317119070180593e-15,1.646907565269987e-07,1.2477868284205112e-07,1.7758275105968453e-12,4.664287377246965e-10
5.643157818544981e-10,0.13078876218724536,0.46346346346346345,0.0,0.0,0.0,0.07306304294475346,0.0,5.799654786462225e-06,4.977541158369201e-10,4.4229375206552757e-11,2.2550214936755472e-07,5.901679873865062e-10,3.3926958585604327e-06,2.1283155464487196e-12,0.0,0.4634634663854349,1.064730749802925e-06,4.9629425409833605e-06,7.861740420972311e-06,2.5839876113168333e-06,1.3214550756618826e-08,4.775267396378396e-09,1.0268765432576798e-08,1.4630317787320813e-13,4.372070386998751e-11,2.2650634402677054e-16,1.856071018482507e-12,1.653406931717284e-11,2.8849409163489775e-15,1.6807793006194163e-07,1.2938735834487404e-07,1.841422084049257e-12,4.939663116292999e-10
5.756044586284665e-10,0.13078881541831747,0.46346346346346345,0.0,0.0,0.0,0.07306284215436497,0.0,5.992696497509136e-06,5.186749066673681e-10,4.5658239481563846e-11,2.338977775721035e-07,6.213832218688648e-10,3.4945273877673946e-06,2.202150064284284e-12,0.0,0.4634634665731233,1.1068294093909938e-06,5.032040241219799e-06,8.032008956880085e-06,2.5981778811043613e-06,1.3436855127584784e-08,4.830660583542049e-09,1.0583376020986381e-08,1.5078577135415888e-13,4.598961393751709e-11,2.3826118617055025e-16,1.925273717642065e-12,1.7438386094884278e-11,3.0433494884323205e-15,1.7141271258439134e-07,1.3406038274563043e-07,1.907932752039848e-12,5.225058281540662e-10
5.868931354024349e-10,0.13078886893763225,0.46346346346346345,0.0,0.0,0.0,0.07306264135527701,0.0,6.187761366568186e-06,5.40048708134202e-10,4.71008319641682e-11,2.42406517306965e-07,6.535265756340725e-10,3.596906018965663e-06,2.276888932514241e-12,0.0,0.463463466768686,1.1497113357905682e-06,5.100212898656697e-06,8.202519396669829e-06,2.6117717554363544e-06,1.3659365952927386e-08,4.88670562240731e-09,1.0901585159991736e-08,1.5531964337751335e-13,4.832723565954636e-11,2.5037201648807043e-16,1.9954106884763707e-12,1.8372534842627182e-11,3.2070035623260254e-15,1.7469469294016563e-07,1.387968771297113e-07,1.975347010996808e-12,5.520608620841576e-10
5.981818121764033e-10,0.1307889227404063,0.46346346346346345,0.0,0.0,0.0,0.0730624405473252,0.0,6.38481585740037e-06,5.618763887188854e-10,4.8556960499317464e-11,2.510261400273484e-07,6.866030936615272e-10,3.6998089207908055e-06,2.3525199080071864e-12,0.0,0.4634634669722822,1.1933741330203148e-06,5.167472892232847e-06,8.373259368387444e-06,2.6247946599998754e-06,1.3882161129130704e-08,4.943435227722618e-09,1.1223436074351894e-08,1.5990540985856724e-13,5.073434846791165e-11,2.628428731354375e-16,2.0664635323373526e-12,1.933688842450377e-11,3.3759688876672836e-15,1.7792355430872426e-07,1.4359597466617659e-07,2.0436525292497583e-12,5.826447930425999e-10
6.094704889503717e-10,0.13078897682200347,0.46346346346346345,0.0,0.0,0.0,0.07306223973034585,0.0,6.583827518350377e-06,5.841587883478713e-10,5.0026444061275106e-11,2.5975444511616513e-07,7.206176230374996e-10,3.8032142390919687e-06,2.429031051468445e-12,0.0,0.46346346718407083,1.237815398835391e-06,5.233832435231435e-06,8.544216699041577e-06,2.6372709325122162e-06,1.4105316745461919e-08,5.000879548411917e-09,1.1548974053066232e-08,1.645437161257869e-13,5.3211741335847555e-11,2.75677843700562e-16,2.1384140805139487e-12,2.0331818792190012e-11,3.5503110488898283e-15,1.8109906793789373e-07,1.4845682042998045e-07,2.112837144500673e-12,6.142708081752156e-10
6.320478424983086e-10,0.13078908580382698,0.46346346346346345,0.0,0.0,0.0,0.07306183806865216,0.0,6.987597714870893e-06,6.300909645104982e-10,5.300480519496881e-11,2.7752844421929174e-07,7.914791651689594e-10,4.011449349583514e-06,2.5846475431153294e-12,0.0,0.4634634676328589,1.329023704169042e-06,5.363898207547205e-06,8.886735723354788e-06,2.660675765840495e-06,1.4553004825912738e-08,5.11802115768103e-09,1.2211301738150989e-08,1.7398066296841597e-13,5.838057331600732e-11,3.0245673686984034e-16,2.2849368033347673e-12,2.241489386926656e-11,3.915387522555445e-15,1.8728954282943955e-07,1.583603954350929e-07,2.2537958489590412e-12,6.80700892898406e-10
6.523674606914518e-10,0.13078918479735777,0.46346346346346345,0.0,0.0,0.0,0.07306147654062238,0.0,7.357379581977375e-06,6.729929204148152e-10,5.572940084154154e-11,2.938752596144399e-07,8.585074229522413e-10,4.2003785390299805e-06,2.7275986459196693e-12,0.0,0.4634634680663728,1.413749362426752e-06,5.4779970713353174e-06,9.195628068918111e-06,2.680094123309281e-06,1.4957884344971982e-08,5.226149057069403e-09,1.2820497476032403e-08,1.826605983850081e-13,6.328100472858055e-11,3.2784510418003124e-16,2.4197000688987125e-12,2.4397951134590542e-11,4.263000463771633e-15,1.9267782648121986e-07,1.6747645294764975e-07,2.3835465637254902e-12,7.441803423033621e-10
6.72687078884595e-10,0.13078928462833414,0.46346346346346345,0.0,0.0,0.0,0.07306111498082259,0.0,7.733043199747047e-06,7.173799731850421e-10,5.849491484865545e-11,3.1054133638494196e-07,9.286420478387752e-10,4.390636105847836e-06,2.873228639661257e-12,0.0,0.46346346852888426,1.5009597538881559e-06,5.589361076067161e-06,9.505044145068199e-06,2.6980748992669807e-06,1.53650360467107e-08,5.336962301589243e-09,1.3442421851092436e-08,1.915219133418649e-13,6.842189178508248e-11,3.5447924790041493e-16,2.5571004951410086e-12,2.6485832800247232e-11,4.62904904011647e-15,1.9789313690889044e-07,1.7677980501683463e-07,2.515963888879142e-12,8.11232709266365e-10
6.930066970777382e-10,0.13078938527438227,0.46346346346346345,0.0,0.0,0.0,0.07306075338831834,0.0,8.114433254699202e-06,7.632560501031224e-10,6.13006391377308e-11,3.2751493919772515e-07,1.0019052068000157e-09,4.582124812223704e-06,3.021477597350101e-12,0.0,0.4634634690213063,1.5906408085827583e-06,5.698055745115008e-06,9.81491979323313e-06,2.714726404867442e-06,1.5774842799611715e-08,5.450565307302462e-09,1.4077394555198003e-08,2.0056916317726137e-13,7.380823013389898e-11,3.823850499377042e-16,2.6970411753254058e-12,2.868069028449258e-11,5.013912473970541e-15,2.029366128160964e-07,1.8626587400784824e-07,2.650982702165924e-12,8.819282814195541e-10
7.133263152708815e-10,0.13078948671424548,0.46346346346346345,0.0,0.0,0.0,0.07306039176218103,0.0,8.501402831471854e-06,8.106248149640286e-10,6.41459513829839e-11,3.447846696110547e-07,1.0783175858268547e-09,4.774754783280014e-06,3.1722880517550706e-12,0.0,0.46346346954454815,1.6827784803365271e-06,5.804145031966592e-06,1.0125192730378442e-05,2.730148761501125e-06,1.618767114199818e-08,5.567047125915789e-09,1.472574662844286e-08,2.0980706494106826e-13,7.944514185896739e-11,4.1158904724481047e-16,2.8394279804418534e-12,3.0984673822037684e-11,5.417969749744944e-15,2.0780992181794203e-07,1.9593019421475752e-07,2.788539473619424e-12,9.563355269294743e-10
7.336459334640247e-10,0.13078958892778256,0.46346346346346345,0.0,0.0,0.0,0.073060030101488,0.0,8.893812833295632e-06,8.594896760974136e-10,6.703030894690349e-11,3.6233947038316074e-07,1.157898505011624e-09,4.968442948639843e-06,3.3256048521029042e-12,0.0,0.46346347009951416,1.7773587611954257e-06,5.907691357856428e-06,1.0435802501688297e-05,2.7444345239005234e-06,1.6603871865590694e-08,5.686483381904666e-09,1.5387818736827195e-08,2.1924047285545626e-13,8.533787958029019e-11,4.4211845306669663e-16,2.9841695953179024e-12,3.3399933976477965e-11,5.841599883307958e-15,2.125151885180925e-07,2.0576840901839038e-07,2.9285722251288095e-12,1.0345211390529797e-09
7.539655516571679e-10,0.13078969189584413,0.46346346346346345,0.0,0.0,0.0,0.07305966840532217,0.0,9.291531445780081e-06,9.098537941746616e-10,6.995324325519772e-11,3.801686279066463e-07,1.2406660247872134e-09,5.163112526989067e-06,3.4813750308082516e-12,0.0,0.4634634706871049,1.8743676936978393e-06,6.008755648482562e-06,1.074669043443133e-05,2.7576692552138113e-06,1.7023780581985175e-08,5.808937966580148e-09,1.606395966834307e-08,2.288743568873851e-13,9.14918299145199e-11,4.740011748706226e-16,3.131177539183694e-12,3.592862300592142e-11,6.285182165201151e-15,2.1705492976127696e-07,2.1577626813265227e-07,3.071020491264795e-12,1.116550079550746e-09
7.742851698503111e-10,0.1307897956002383,0.46346346346346345,0.0,0.0,0.0,0.07305930667277234,0.0,9.69443363998374e-06,9.617200898114345e-10,7.291435456940071e-11,3.9826177301582024e-07,1.3266370441523961e-09,5.358692549601361e-06,3.639547679317613e-12,0.0,0.4634634713082165,1.9737913812567882e-06,6.107397369850367e-06,1.1057799592954996e-05,2.769932058550327e-06,1.7447718272450478e-08,5.934464521734381e-09,1.675452501807569e-08,2.387137840142012e-13,9.791251638255347e-11,5.072658294112677e-16,3.280366172771012e-12,3.8572896100272075e-11,6.7490963809623336e-15,2.2143199631264315e-07,2.2594962493311671e-07,3.2158252812758308e-12,1.2024856210166325e-09
7.946047880434544e-10,0.13078990002365487,0.46346346346346345,0.0,0.0,0.0,0.07305894490293283,0.0,1.0102400713054485e-05,1.0150912509655192e-09,7.591330714073527e-11,4.166088803019838e-07,1.4158273912375369e-09,5.5551174210956545e-06,3.800073832683526e-12,0.0,0.463463471963741,2.0756159967876484e-06,6.203674563242412e-06,1.1369074734807741e-05,2.7812960669286195e-06,1.787599182072767e-08,6.063107730655033e-09,1.745987604628055e-08,2.4876390195367966e-13,1.0460560181181462e-10,5.419417551776958e-16,3.4316526930553173e-12,4.133491249986233e-11,7.233723010265825e-15,2.2564952061221238e-07,2.3628443386619282e-07,3.3629290422309076e-12,1.2923893881270843e-09
8.149244062365976e-10,0.1307900051496151,0.46346346346346345,0.0,0.0,0.0,0.07305858309490366,0.0,1.0515319862683136e-05,1.0699697401385615e-09,7.894982470715943e-11,4.3520026617119027e-07,1.508251906983722e-09,5.752326513661171e-06,3.9629063620147055e-12,0.0,0.4634634726545656,2.1798277898278373e-06,6.2976438793500526e-06,1.1680462267940464e-05,2.7918288958296057e-06,1.8308894529135038e-08,6.194904447469945e-09,1.818037868155312e-08,2.590299249612858e-13,1.115768903157315e-10,5.7805902264967e-16,3.584957117551289e-12,4.421683651287896e-11,7.739443407990731e-15,2.297108699017956e-07,2.4677674793330605e-07,3.512275623229672e-12,1.3863213978613273e-09
8.352440244297408e-10,0.13079011096241663,0.46346346346346345,0.0,0.0,0.0,0.07305822124779025,0.0,1.0933083792613026e-05,1.1263578013867879e-09,8.202368630625731e-11,4.5402658582168035e-07,1.603924522502643e-09,5.9502637919847385e-06,4.127999874176681e-12,0.0,0.46346347338157357,2.286413092333131e-06,6.389360611588112e-06,1.1991910208957844e-05,2.801593061442585e-06,1.874670661813082e-08,6.329884687224747e-09,1.8916402648906612e-08,2.695171214071902e-13,1.1883232891017174e-10,6.156484426730125e-16,3.740202259665381e-12,4.722083844413961e-11,8.266639969485363e-15,2.3361960420293405e-07,2.5742271624636873e-07,3.66381024062637e-12,1.48434009872405e-09
8.55563642622884e-10,0.130790217447086,0.46346346346346345,0.0,0.0,0.0,0.0730578593607036,0.0,1.1355590346737288e-05,1.1842574671460006e-09,8.513472237909415e-11,4.7307882929197055e-07,1.7028583306248366e-09,6.148877466408397e-06,4.295310618181952e-12,0.0,0.4634634741456436,2.3953583233091184e-06,6.478878728614834e-06,1.23033681423894e-05,2.8106463673655803e-06,1.9189695709607924e-08,6.468072494637916e-09,1.9668320706588645e-08,2.8023080290248737e-13,1.2637800881464947e-10,6.547415732016766e-16,3.897313696358705e-12,5.034909544535643e-11,8.815696281828178e-15,2.373794386874885e-07,2.682185816512054e-07,3.817479444220815e-12,1.5865024090017895e-09
8.758832608160272e-10,0.1307903245893329,0.46346346346346345,0.0,0.0,0.0,0.07305749743276004,0.0,1.1782742169877545e-05,1.2436705648745488e-09,8.828281114607095e-11,4.92348316695803e-07,1.805065652028168e-09,6.348119672408141e-06,4.4647963978368295e-12,0.0,0.4634634749476499,2.5066499923994196e-06,6.566250906072785e-06,1.2614787180959064e-05,2.8190422618936904e-06,1.9638117294148203e-08,6.6094867044867255e-09,2.043650797996073e-08,2.9117631480829397e-13,1.3422016647282231e-10,6.953707245853674e-16,4.056219729038394e-12,5.3603792294199024e-11,9.386997262374706e-15,2.409942100871894e-07,2.791606784165483e-07,3.973231084382438e-12,1.6928637540751752e-09
8.962028790091705e-10,0.13079043237550794,0.46346346346346345,0.0,0.0,0.0,0.07305713546308129,0.0,1.2214446393342526e-05,1.3045987235184195e-09,9.146787523578997e-11,5.118266927561857e-07,1.9105580963372627e-09,6.547946174491009e-06,4.636416490212561e-12,0.0,0.46346347578846225,2.6202747025488287e-06,6.651528557568154e-06,1.2926119926829709e-05,2.8268301680220605e-06,2.009221518252056e-08,6.754141606122103e-09,2.1221341381177953e-08,3.023590279674424e-13,1.423651843255415e-10,7.375689635751539e-16,4.2168513386407e-12,5.698712210924593e-11,9.980929285877713e-15,2.4446784679344566e-07,2.9024542998613655e-07,4.131014280071536e-12,1.8034781028112021e-09
9.165224972023137e-10,0.1307905407925635,0.46346346346346345,0.0,0.0,0.0,0.07305677345079438,0.0,1.2650614343389343e-05,1.3670433798027766e-09,9.468987854828724e-11,5.315059207472532e-07,2.019346618579435e-09,6.748316092632559e-06,4.810131569513488e-12,0.0,0.4634634766689463,2.7362191518562362e-06,6.734761864906799e-06,1.3237320433798072e-05,2.8340557882623196e-06,2.0552221941734846e-08,6.902047524277829e-09,2.2023199103708833e-08,3.1378433150239397e-13,1.508195913688081e-10,7.813701162146101e-16,4.379142135826077e-12,6.050128700774278e-11,1.0597880301418866e-14,2.478043423054265e-07,3.014693467914258e-07,4.29077938772304e-12,1.9183980030605092e-09
9.36842115395457e-10,0.1307906498280169,0.46346346346346345,0.0,0.0,0.0,0.07305641139503152,0.0,1.3091161270780391e-05,1.431005784354444e-09,9.794882333463673e-11,5.513782759454912e-07,2.1314415713680484e-09,6.9491916494484675e-06,4.985903635930496e-12,0.0,0.4634634775899629,2.8544701347251697e-06,6.815999807605915e-06,1.3548344170414935e-05,2.840761386291406e-06,2.101835931600236e-08,7.053211327357297e-09,2.2842460181621673e-08,3.2545762653583984e-13,1.5959006352633893e-10,8.268087697703536e-16,4.543028307071613e-12,6.414849871255777e-11,1.1238239940271909e-14,2.5100773170068185e-07,3.128290241224708e-07,4.452477970958304e-12,2.037674616285128e-09
9.571617335886001e-10,0.13079075946991667,0.46346346346346345,0.0,0.0,0.0,0.07305604929493019,0.0,1.353600609982027e-05,1.496487007659552e-09,1.0124474747684985e-10,5.714363386781397e-07,2.2468527531447645e-09,7.150537936486449e-06,5.163695949111301e-12,0.0,0.4634634785523688,2.9750145424056143e-06,6.895290191699146e-06,1.3859147984006897e-05,2.8469860472370967e-06,2.149083863296769e-08,7.207636872474453e-09,2.3679504105282114e-08,3.373843207152197e-13,1.6868342386135113e-10,8.73920273829622e-16,4.70844855741339e-12,6.793097911366664e-11,1.1902399615661186e-14,2.540820708403158e-07,3.243211400548115e-07,4.616062771092892e-12,2.1613577513402553e-09
9.774813517817434e-10,0.1307908697068106,0.46346346346346345,0.0,0.0,0.0,0.07305568714963288,0.0,1.3985071195433657e-05,1.5634879458603261e-09,1.0457772195374662e-10,5.916729870440658e-07,2.3655894527757672e-09,7.3523226982020655e-06,5.343472965918997e-12,0.0,0.46346347955701617,3.09783936300789e-06,6.972679677851875e-06,1.4169690065577653e-05,2.852765918206551e-06,2.196986119558577e-08,7.365325394876486e-09,2.4534710486593166e-08,3.4956982344303267e-13,1.7810664264775773e-10,9.22740740669423e-16,4.875344050502588e-12,7.185096078858188e-11,1.2590752615217179e-14,2.570314180553975e-07,3.359424534304263e-07,4.7814876784137464e-12,2.2894958974319135e-09
