Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36)
1.3640216738708086e-09,0.13079302444273547,0.46346346346346345,0.0,0.0,0.0,0.07304879358271298,0.0,2.349968232904264e-05,3.141191330118205e-09,1.740927795044479e-10,1.0019739082210154e-06,5.2645823466111795e-09,1.1246707878775901e-05,9.25758900323198e-12,0.0,0.46346350255527585,5.3041167901267745e-06,8.488507906768234e-06,2.017742498339698e-05,2.9102941834731442e-06,3.10370120397854e-08,1.1278353069867774e-08,4.671036448431076e-08,6.655465369266801e-13,4.523322895937528e-10,2.3434701485422353e-15,8.259532844994713e-12,9.343298395075132e-11,1.6398422312163454e-14,2.9436370431609463e-07
1.4011023487775972e-09,0.13079324321236835,0.46346346346346345,0.0,0.0,0.0,0.07304813108195182,0.0,2.4469894059992363e-05,3.3213881645612897e-09,1.8156475649046027e-10,1.0433667358813469e-06,5.607682745881899e-09,1.1623659258566302e-05,9.658555076807458e-12,0.0,0.46346350590839935,5.586064153169342e-06,8.584942142570087e-06,2.073310060996597e-05,2.9128568350616495e-06,3.212356465554436e-08,1.1689104270040251e-08,4.9161401793188106e-08,7.004714739331391e-13,4.864591316075655e-10,2.5202773678906594e-15,8.600966231880583e-12,1.0049969523128036e-10,1.764029536707753e-14,2.9653594859343647e-07
1.4381830236843858e-09,0.13079346344164064,0.46346346346346345,0.0,0.0,0.0,0.07304746838750288,0.0,2.5450915701050978e-05,3.506680487316944e-09,1.891785699436477e-10,1.0850263499851677e-06,5.962274620617699e-09,1.2001001608070428e-05,1.0064575907642944e-11,0.0,0.4634635094452552,5.874630521100654e-06,8.677481320306664e-06,2.1286051738506433e-05,2.915152551885518e-06,3.323856002178193e-08,1.2110729802254133e-08,5.1700631793989394e-08,7.366531540047661e-13,5.223570261777668e-10,2.706260236032251e-15,8.944602854414448e-12,1.079341286364447e-10,1.894684881764329e-14,2.9853221271419874e-07
1.4752636985911744e-09,0.13079368509994949,0.46346346346346345,0.0,0.0,0.0,0.07304680549487058,0.0,2.644252487733126e-05,3.6970590080869087e-09,1.9693678512783223e-10,1.1269383714036204e-06,6.328384447124792e-09,1.2378705266318898e-05,1.047553466129756e-11,0.0,0.46346351317035644,6.169761920564489e-06,8.766282602811016e-06,2.183615445426737e-05,2.917217599988605e-06,3.438238941520744e-08,1.2543161351224374e-08,5.433033102135112e-08,7.741240204961007e-13,5.600891043542411e-10,2.9017458293927126e-15,9.290323870865087e-12,1.1574940328953367e-10,2.0320391536913378e-14,3.0036623363133747e-07
1.512344373497963e-09,0.13079390815796874,0.46346346346346345,0.0,0.0,0.0,0.0730461423995968,0.0,2.744450848677362e-05,3.892513569375998e-09,2.0484201573385556e-10,1.1690897805021338e-06,6.706038227589012e-09,1.2756744919542984e-05,1.0891319176343886e-11,0.0,0.4634635170881794,6.471404318500299e-06,8.851496811043197e-06,2.2383292616372114e-05,2.9190834973838727e-06,3.555540077523183e-08,1.298632811333545e-08,5.7052758990347035e-08,8.129162745098999e-13,5.997200906630712e-10,3.1070694801165746e-15,9.638021671020673e-12,1.2395897010613874e-10,2.1763290899774604e-14,3.020508219289897e-07
1.5494250484047516e-09,0.13079413258773934,0.46346346346346345,0.0,0.0,0.0,0.07304547909726089,0.0,2.8456661962095168e-05,4.0930332025350965e-09,2.1289691483925088e-10,1.211468813685373e-06,7.095261607313949e-09,1.3135099027966471e-05,1.1311821701065946e-11,0.0,0.4634635212031656,6.7795036122069175e-06,8.933268680213376e-06,2.2927357510972408e-05,2.9207776440461716e-06,3.675790147561749e-08,1.344015720451252e-08,5.987015771312153e-08,8.530618680113926e-13,6.413162899244207e-10,3.3225747077712946e-15,9.987599022015515e-12,1.3257660934814036e-10,2.3277972352621533e-14,3.0359790254339086e-07
1.5865057233115401e-09,0.13079435836242917,0.46346346346346345,0.0,0.0,0.0,0.0730448155834796,0.0,2.9478788615282483e-05,4.298606180981172e-09,2.2110416688842797e-10,1.254064866577364e-06,7.49607997597896e-09,1.3513749328862867e-05,1.1736938652569884e-11,0.0,0.4634635255197199,7.094005621760095e-06,9.011737105428138e-06,2.346824751898516e-05,2.922323867331306e-06,3.799016091190537e-08,1.3904573987904528e-08,6.278475129541416e-08,8.945924980802037e-13,6.849455737594033e-10,3.54861314944006e-15,1.0338968269157757e-11,1.4161642810711857e-10,2.4866918970477892e-14,3.050185575965345e-07
1.6235863982183287e-09,0.13079458545632539,0.46346346346346345,0.0,0.0,0.0,0.07304415185390713,0.0,3.051069905348161e-05,4.509220070781451e-09,2.2946648055845966e-10,1.296868403444888e-06,7.908518555163754e-09,1.3892680405098263e-05,1.2166570395572995e-11,0.0,0.46346353004221136,7.414856084660531e-06,9.087035377497907e-06,2.4005867797519304e-05,2.9237428948269168e-06,3.925241292075127e-08,1.4379502336776927e-08,6.579874559846125e-08,9.375396020848118e-13,7.306773668353193e-10,3.785544488460483e-15,1.0692050586852268e-11,1.5109285772777672e-10,2.6532671003421268e-14,3.0632307046310253e-07
1.6606670731251173e-09,0.13079481384471728,0.46346346346346345,0.0,0.0,0.0,0.07304348790423527,0.0,3.1552210660194847e-05,4.724861778647525e-09,2.3798658244941144e-10,1.3398708727844676e-06,8.33260247338401e-09,1.4271879313135181e-05,1.2600621039456687e-11,0.0,0.46346353477497276,7.742000652693014e-06,9.15929140903672e-06,2.454012997480617e-05,2.925052761357824e-06,4.0544858037602735e-08,1.486486484256303e-08,6.89143279570594e-08,9.81934353666629e-13,7.785826328794574e-10,4.033736381962653e-15,1.1046775281451533e-11,1.6102065117765857e-10,2.8277825413463515e-14,3.075209704309709e-07
1.6977477480319059e-09,0.13079504350383978,0.46346346346346345,0.0,0.0,0.0,0.07304282373019318,0.0,3.2603147131186086e-05,4.945517597508874e-09,2.4666721147558104e-10,1.3830646287235006e-06,8.768356830775871e-09,1.4651335260227047e-05,1.3038998250995422e-11,0.0,0.4634635397223004,8.07538489089001e-06,9.228627951428932e-06,2.5070951857829118e-05,2.926269161585615e-06,4.18676656076493e-08,1.5360582983615508e-08,7.213366693911776e-08,1.0278076593168793e-12,8.287338605115871e-10,4.293564387467549e-15,1.1403079142858393e-11,1.7141488037383296e-10,3.0105035403800424e-14,3.086210770919601e-07
1.7348284229386945e-09,0.13079527441080302,0.46346346346346345,0.0,0.0,0.0,0.07304215932754765,0.0,3.3663338057511285e-05,5.171173249783636e-09,2.5551111387362866e-10,1.4264428579547124e-06,9.215806754957917e-09,1.5031039323444492e-05,1.3481613080915244e-11,0.0,0.4634635448884541,8.414954278486331e-06,9.295162803056303e-06,2.559825715210047e-05,2.9274057563976246e-06,4.322097576101385e-08,1.5866577264778585e-08,7.545891213731864e-08,1.0751901553977458e-12,8.812050489278049e-10,4.565411888717429e-15,1.1760905839934502e-11,1.8229093347352323e-10,3.201700994163222e-14,3.096315438770078e-07
1.771909097845483e-09,0.13079550654353822,0.46346346346346345,0.0,0.0,0.0,0.07304149469210301,0.0,3.4732618549705575e-05,5.401813928461368e-09,2.645210387561725e-10,1.4699995118869114e-06,9.674977449270037e-09,1.5410984204787188e-05,1.3928379802802094e-11,0.0,0.46346355027765684,8.760654211709935e-06,9.359009009168543e-06,2.6121975193048858e-05,2.9284744394773244e-06,4.460490126219607e-08,1.638276733404921e-08,7.889219398723906e-08,1.1241122055514003e-12,9.360716934568456e-10,4.84967002084368e-15,1.212020535984705e-11,1.93664512133308e-10,3.4016513275401774e-14,3.105599003826898e-07
1.8089897727522716e-09,0.13079573988074317,0.46346346346346345,0.0,0.0,0.0,0.07304082981970121,0.0,3.581082889889154e-05,5.637424336086597e-09,2.73699734160787e-10,1.51372924373434e-06,1.014589423423773e-08,1.5791164018317217e-05,1.4379215763301658e-11,0.0,0.46346355589409494,9.112430008255488e-06,9.420275053690503e-06,2.6642040688605622e-05,2.9294855685727233e-06,4.6019529241548164e-08,1.6909072079889592e-08,8.243562360887962e-08,1.1746038984479465e-12,9.934107710016379e-10,5.1467375949392255e-15,1.2480933489613978e-11,2.055516287397458e-10,3.610636444698407e-14,3.114130932966815e-07
1.8460704476590602e-09,0.13079597440183544,0.46346346346346345,0.0,0.0,0.0,0.07304016470622184,0.0,3.689781427071298e-05,5.8779887217362066e-09,2.830499435444004e-10,1.5576273502618785e-06,1.06285825830814e-08,1.6171574105398585e-05,1.483404124257843e-11,0.0,0.4634635617419177,9.470226913288387e-06,9.479065043274732e-06,2.7158393472557098e-05,2.9304481658125435e-06,4.746492281655853e-08,1.744540971281977e-08,8.609129266842917e-08,1.2266950458029944e-12,1.0533007253796574e-09,5.457021022109641e-15,1.2843051333805647e-11,2.1796860361444077e-10,3.828943679931943e-14,3.1219752575296594e-07
1.8831511225658486e-09,0.13079621008690828,0.46346346346346345,0.0,0.0,0.0,0.0730394993475821,0.0,3.799342442809203e-05,6.123490916084437e-09,2.925744026747689e-10,1.6016897179067586e-06,1.1123068152069349e-08,1.655221087422477e-05,1.5292779324020635e-11,0.0,0.4634635678252374,9.833990106832475e-06,9.535478883913406e-06,2.767097826822284e-05,2.9313700913108726e-06,4.894112261061763e-08,1.799169783506816e-08,8.986127325690435e-08,1.2804151806473805e-12,1.1158214525765533e-09,5.78093423707299e-15,1.3206524868850098e-11,2.309320621967429e-10,4.05686574800652e-14,3.1291909495563196e-07
1.920231797472637e-09,0.13079644691669154,0.46346346346346345,0.0,0.0,0.0,0.0730388337397369,0.0,3.909751347914398e-05,6.373914364649431e-09,3.022758368735863e-10,1.6459127729955953e-06,1.1629376806444302e-08,1.6933071660153694e-05,1.5755355772252575e-11,0.0,0.46346357414812933,1.0203664712392883e-05,9.589612450425023e-06,2.8179744462017564e-05,2.932258193924191e-06,5.0448148176688085e-08,1.854785350148883e-08,9.374761778282208e-08,1.3357935558081189e-12,1.1810542859260942e-09,6.1188986213761374e-15,1.3571324533427732e-11,2.444589322069885e-10,4.2947006941824296e-14,3.1358322795265683e-07
1.9573124723794257e-09,0.13079668487251558,0.46346346346346345,0.0,0.0,0.0,0.07303816787867892,0.0,4.0209939647241554e-05,6.629242159308469e-09,3.1215695857308577e-10,1.6902934357852164e-06,1.2147534642519239e-08,1.731415460401545e-05,1.622169891867157e-11,0.0,0.4634635807146314,1.0579195806665812e-05,9.641557749109342e-06,2.868464588648559e-05,2.9331184423037207e-06,5.198599933256326e-08,1.9113793273853625e-08,9.7752358877098e-08,1.3928591425380767e-12,1.2490819812263283e-09,6.47134292628464e-15,1.3937424847850443e-11,2.585664407925193e-10,4.5427518439307747e-14,3.141949155085076e-07
1.9943931472862143e-09,0.130796923936278,0.46346346346346345,0.0,0.0,0.0,0.07303750176043848,0.0,4.133056506078161e-05,6.889457068162845e-09,3.2222046515414035e-10,1.7348290780688707e-06,1.2677568006424377e-08,1.769545854610755e-05,1.6691739553859838e-11,0.0,0.46346358752874456,1.0960528430191374e-05,9.691403073843468e-06,2.918564061242528e-05,2.9339560387736055e-06,5.35546574137052e-08,1.9689433269827984e-08,1.0187750930910162e-07,1.4516406293157963e-12,1.3199887017996e-09,6.8387031953800076e-15,1.4304804062635377e-11,2.7327211165823974e-10,4.801327752373042e-14,3.14758744076509e-07
2.031473822193003e-09,0.13079716409041378,0.46346346346346345,0.0,0.0,0.0,0.0730368353810837,0.0,4.24592555605383e-05,7.1545415638289946e-09,3.3246903703785646e-10,1.779517484103785e-06,1.321950350991988e-08,1.807698293391558e-05,1.7165410826301113e-11,0.0,0.463463594594432,1.1347607598813998e-05,9.73923315587833e-06,2.9682690749740238e-05,2.9347755182054713e-06,5.515408644916147e-08,2.027468920765412e-08,1.0612506191303348e-07,1.5121664208125074e-12,1.3938600035034389e-09,7.221422686899123e-15,1.4673443837785462e-11,2.8859376218332884e-10,5.0707421534778744e-14,3.1527892589543666e-07
2.0685544970997915e-09,0.13079740531786682,0.46346346346346345,0.0,0.0,0.0,0.07303616873672039,0.0,4.3595880522666145e-05,7.424477850230231e-09,3.4290533600478374e-10,1.8243568146280005e-06,1.377336804365215e-08,1.8458727741773363e-05,1.764264814687432e-11,0.0,0.4634636019156196,1.1740378315824115e-05,9.78512930758821e-06,3.0175762256663207e-05,2.9355808338640208e-06,5.678423426574915e-08,2.086947644752053e-08,1.1049698952379414e-07,1.574464636960872e-12,1.4707828196994335e-09,7.619951795861397e-15,1.5043328944898187e-11,3.045495005257313e-10,5.351313909041039e-14,3.157593272431897e-07
2.10563517200658e-09,0.13079764760206478,0.46346346346346345,0.0,0.0,0.0,0.0730355018234921,0.0,4.474031269560063e-05,7.699247887961e-09,3.535320037179645e-10,1.8693455737453842e-06,1.4339188788194294e-08,1.8840693400855857e-05,1.812338909864062e-11,0.0,0.463463609496196,1.2138785584662654e-05,9.829169560418981e-06,3.0664824757008616e-05,2.93637543199881e-06,5.844503352539082e-08,2.1473710030471307e-08,1.1499524492160115e-07,1.6385631121566645e-12,1.550845446187007e-09,8.03474797601277e-15,1.5414446991620063e-11,3.2115772271600244e-10,5.6433669574730615e-14,3.1620349489021305e-07
2.1427158469133687e-09,0.130797890926895,0.46346346346346345,0.0,0.0,0.0,0.07303483463758009,0.0,4.5892428049330485e-05,7.978833418292493e-09,3.643516604286012e-10,1.9144825784690553e-06,1.4916993223165095e-08,1.922288073812011e-05,1.8607573351494432e-11,0.0,0.4634636173400126,1.2542774422077082e-05,9.871428797270981e-06,3.1149851365123226e-05,2.9371623167103596e-06,6.013640270013416e-08,2.2087304715465042e-08,1.196217607848171e-07,1.7044893946102412e-12,1.6341375261084033e-09,8.466275661615206e-15,1.57867881724386e-11,3.3843710974194474e-10,5.947230262425608e-14,3.1661468080991433e-07
2.1797965218201572e-09,0.1307981352766829,0.46346346346346345,0.0,0.0,0.0,0.07303416717520334,0.0,4.7052105635742384e-05,8.263215985884898e-09,3.753669038458028e-10,1.9597669307258687e-06,1.550680913467523e-08,1.960529092302905e-05,1.9095142581303978e-11,0.0,0.46346362545088277,1.2952289871625307e-05,9.911978879541358e-06,3.163081851822018e-05,2.937944106374608e-06,6.185824698901736e-08,2.271017501496236e-08,1.2437844965064562e-07,1.772270745767698e-12,1.720750034830583e-09,8.915006189123425e-15,1.616034503737582e-11,3.5640662462534046e-10,6.263237761278786e-14,3.1699586521646824e-07
2.216877196726946e-09,0.13079838063617122,0.46346346346346345,0.0,0.0,0.0,0.07303349943261843,0.0,4.821922745891512e-05,8.552376960268264e-09,3.865803081540686e-10,2.0051979916372567e-06,1.6108664621313557e-08,1.99879254210634e-05,1.9586040393210048e-11,0.0,0.4634636338325827,1.336727701743219e-05,9.950888769040581e-06,3.210770581579561e-05,2.9387230827200703e-06,6.361045918061394e-08,2.3342235229295022e-08,1.29267203883447e-07,1.8419341398421304e-12,1.8107752648094245e-09,9.381417718769685e-15,1.6535112276610894e-11,3.7508550949200946e-10,6.591728313505858e-14,3.1734977800738285e-07
2.2539578716337344e-09,0.13079862699050163,0.46346346346346345,0.0,0.0,0.0,0.07303283140611963,0.0,4.939367835436731e-05,8.846297556151365e-09,3.9799442316383523e-10,2.050775357903846e-06,1.6722588098860717e-08,2.0370785953149574e-05,2.008021224878349e-11,0.0,0.463463642488851,1.3787680998111799e-05,9.988224644989305e-06,3.2580495865839366e-05,2.9395012335163505e-06,6.539292046481695e-08,2.3983399480024515e-08,1.342898956504423e-07,1.91350626350053e-12,1.904306810441576e-09,9.865995156076482e-15,1.6911086527953254e-11,3.944932826364023e-10,6.933045648941674e-14,3.176789186899696e-07
2.291038546540523e-09,0.13079887432519677,0.46346346346346345,0.0,0.0,0.0,0.07303216309203871,0.0,5.057534587636894e-05,9.144958852615225e-09,4.096117735817664e-10,2.096498840132493e-06,1.7348608303896075e-08,2.0753874460232188e-05,2.0577605396768188e-11,0.0,0.46346365142338897,1.4213447020776565e-05,1.0024050016294135e-05,3.3049174137561773e-05,2.9402802897207975e-06,6.720550119717865e-08,2.4633581742464354e-08,1.394483769045834e-07,1.9870135156013494e-12,2.001439552909222e-09,1.0369230073340814e-14,1.7288266198714658e-11,4.1464973558191207e-10,7.287538315977493e-14,3.1798557487097226e-07
2.3281192214473116e-09,0.1307991226261441,0.46346346346346345,0.0,0.0,0.0,0.07303149448674505,0.0,5.176412019252878e-05,9.448341811245646e-09,4.2143485838876797e-10,2.1423684429550285e-06,1.7986754296443263e-08,2.1137193072317964e-05,2.1078168807162427e-11,0.0,0.4634636606398603,1.4644520375061833e-05,1.0058425829293126e-05,3.3513728820369455e-05,2.9410617578214205e-06,6.90480616188887e-08,2.5292695877488204e-08,1.4474447937439847e-07,2.0624820070203835e-12,2.102269645022898e-09,1.0891620631110061e-14,1.7666651297515826e-11,4.3557493013805584e-10,7.655559629695773e-14,3.182718393890442e-07
2.3651998963541e-09,0.13079937187958043,0.46346346346346345,0.0,0.0,0.0,0.0730308255866454,0.0,5.295989398496878e-05,9.756427293256488e-09,4.334661503149837e-10,2.188384346798249e-06,1.8637055461780083e-08,2.1520744081411504e-05,2.1581853108416154e-11,0.0,0.4634636701418915,1.5080846447101227e-05,1.0091410571153996e-05,3.397415068883399e-05,2.9418469480102923e-06,7.092045253524765e-08,2.59606556626895e-08,1.5018001456065752e-07,2.139937560647621e-12,2.206894496067307e-09,1.1433671499661612e-14,1.8046243286116573e-11,4.5728919545563e-10,8.037467619967943e-14,3.185396261700415e-07
2.4022805712608887e-09,0.13079962207207776,0.46346346346346345,0.0,0.0,0.0,0.07303015638818393,0.0,5.41625623574817e-05,1.0069196075653014e-08,4.457080954021889e-10,2.234546891174683e-06,1.9299541511521258e-08,2.1904529917844657e-05,2.2088610527543984e-11,0.0,0.46346367993307147,1.5522370733394987e-05,1.0123060369100406e-05,3.4430432973408436e-05,2.9426369987318324e-06,7.282251595527988e-08,2.663737482292015e-08,1.557567737397228e-07,2.2194057114202967e-12,2.315412756654938e-09,1.1995893780532379e-14,1.84270449436502e-11,4.79813125080908e-10,8.433624979538344e-14,3.1879068488420944e-07
2.4393612461676773e-09,0.13079987319052955,0.46346346346346345,0.0,0.0,0.0,0.07302948688784203,0.0,5.537202274813859e-05,1.038662886648233e-08,4.581631126449787e-10,2.2808565593731376e-06,1.997424248406851e-08,2.2288553129566737e-05,2.25983948329717e-11,0.0,0.4634636900169521,1.596903885451991e-05,1.0153429085634471e-05,3.488257123665608e-05,2.943432898077911e-06,7.475408569494048e-08,2.732276706021945e-08,1.6147652797345247e-07,2.3009117064170773e-12,2.427924303592228e-09,1.2578804928118403e-14,1.880906023512972e-11,5.031675740099249e-10,8.84439901210565e-14,3.1902661448207537e-07
2.476441921074466e-09,0.1308001252221384,0.46346346346346345,0.0,0.0,0.0,0.07302881708213835,0.0,5.658817484687014e-05,1.0708706319215767e-08,4.708335937029927e-10,2.3273139644369097e-06,2.066118874451117e-08,2.2672816364016883e-05,2.3111161279949904e-11,0.0,0.4634637003970479,1.6420796568635484e-05,1.0182568409917082e-05,3.533056325476563e-05,2.9442355024419974e-06,7.671498794619614e-08,2.8016746083136996e-08,1.673410281255179e-07,2.384480505147563e-12,2.544530224762887e-09,1.3182928671346816e-14,1.919229419745736e-11,5.273736557438699e-10,9.270161580420818e-14,3.1924887568288013e-07
2.5135225959812545e-09,0.13080037815440418,0.46346346346346345,0.0,0.0,0.0,0.07302814696762856,0.0,5.781092051759831e-05,1.1035409046306066e-08,4.837219026771543e-10,2.3739198363258186e-06,2.136041098405013e-08,2.305732235224796e-05,2.3626866558382124e-11,0.0,0.46346371107683626,1.6877589784746555e-05,1.0210527945461046e-05,3.577440890413634e-05,2.9450455527917677e-06,7.870504181410146e-08,2.8719225635444818e-08,1.7335200488399407e-07,2.470136779868385e-12,2.665332804032961e-09,1.3808794935470357e-14,1.9576752837440532e-11,5.524527393465847e-10,9.711289054425896e-14,3.1945880248627407e-07
2.550603270888043e-09,0.1308006319751126,0.46346346346346345,0.0,0.0,0.0,0.07302747654090545,0.0,5.9040163724541564e-05,1.1366717631960185e-08,4.968303759435925e-10,2.420675010166018e-06,2.2071940219008668e-08,2.3442073895014623e-05,2.4145468742927595e-11,0.0,0.46346372205975744,1.7339364575687725e-05,1.0237355294285863e-05,3.6214110052824434e-05,2.9458636888716876e-06,8.072405982384242e-08,2.943011952422497e-08,1.795111687900822e-07,2.557904915921271e-12,2.790435506182056e-09,1.4456939764008023e-14,1.9962443028754126e-11,5.784264465051371e-10,1.0168162259444487e-13,3.196576127749347e-07
2.5876839457948316e-09,0.13080088667232484,0.46346346346346345,0.0,0.0,0.0,0.07302680579859848,0.0,6.027581046235883e-05,1.170261264416666e-08,5.101613220395457e-10,2.4675804154988153e-06,2.2795807789485574e-08,2.3827073850576923e-05,2.466692724525083e-11,0.0,0.4634637333492151,1.7806067190799754e-05,1.0263096137676944e-05,3.6649670456651813e-05,2.946690461604764e-06,8.277184839957894e-08,3.01493416473115e-08,1.8582021027282209e-07,2.647809012297549e-12,2.9199429618650645e-09,1.512790524082108e-14,2.0349372423753744e-11,6.053166485944134e-10,1.064116642443831e-13,3.1984641807257434e-07
2.6247646207016202e-09,0.13080114223436787,0.46346346346346345,0.0,0.0,0.0,0.07302613473737397,0.0,6.15177686898341e-05,1.2043074646014593e-08,5.237170215961053e-10,2.514637066446576e-06,2.3532045357698784e-08,2.4212325124003218e-05,2.5191202768299937e-11,0.0,0.4634637449485757,1.827764406827233e-05,1.0287794313686284e-05,3.708109565978534e-05,2.9475263439266546e-06,8.484820831679108e-08,3.087680602006388e-08,1.9228079968964886e-07,2.7398728822272177e-12,3.0539609526086005e-09,1.5822239412378266e-14,2.0737549378541153e-11,6.331454637466415e-10,1.1130691130354454e-13,3.2002623251841765e-07
2.6989259705151974e-09,0.13080165590752604,0.46346346346346345,0.0,0.0,0.0,0.07302479164502026,0.0,6.402026090184725e-05,1.2737621908147865e-08,5.515116640655147e-10,2.609208533315358e-06,2.504175873446506e-08,2.4983593426426455e-05,2.6248053888338173e-11,0.0,0.4634637690902886,1.9235207377912797e-05,1.0334229235337413e-05,3.793157102594786e-05,2.9492269918365516e-06,8.908581951693395e-08,3.2356118317619726e-08,2.056632036941645e-07,2.930573770663032e-12,3.3359573301068134e-09,1.728323537430732e-14,2.151768245274716e-11,6.917086220317501e-10,1.2160881939780604e-13,3.2036250563935696e-07
2.765671185347417e-09,0.13080212105909675,0.46346346346346345,0.0,0.0,0.0,0.07302358173850708,0.0,6.62932038806123e-05,1.3378138819698205e-08,5.773178069742956e-10,2.694851717550356e-06,2.644313032358834e-08,2.5678624199894487e-05,2.720848480853522e-11,0.0,0.46346379191072246,2.0113151283639274e-05,1.037285935027368e-05,3.8682945430190665e-05,2.9507921874593412e-06,9.299528391404894e-08,3.371482859362575e-08,2.182420090627352e-07,3.1098240631383052e-12,3.6062643353117237e-09,1.868367002301255e-14,2.222416450168232e-11,7.478523592213686e-10,1.314854947852285e-13,3.206428598493179e-07
2.8324164001796365e-09,0.13080258884234908,0.46346346346346345,0.0,0.0,0.0,0.07302237074851851,0.0,6.858524807677979e-05,1.4033151330234112e-08,6.038863451522826e-10,2.781003702389727e-06,2.7885087613190638e-08,2.63745156823538e-05,2.8177486304533382e-11,0.0,0.4634638157859298,2.1006064663764725e-05,1.0408716295949352e-05,3.942108011550893e-05,2.9523915738174776e-06,9.699400571798586e-08,3.5098914576567043e-08,2.3133689522616372e-07,3.2964293799220433e-12,3.892881612345091e-09,2.0168606814109474e-14,2.293484330786368e-11,8.073921536722372e-10,1.419599580578892e-13,3.2090620833583087e-07
2.899161615011856e-09,0.13080305919771715,0.46346346346346345,0.0,0.0,0.0,0.07302115865692066,0.0,7.089592007223539e-05,1.4702547168494352e-08,6.312295748341154e-10,2.8676724397125937e-06,2.9367826605202264e-08,2.7071285505174026e-05,2.915487051531851e-11,0.0,0.4634638407342305,2.191364346390258e-05,1.0441998219637556e-05,4.0146060457924316e-05,2.9540260963335864e-06,1.0108067001044882e-07,3.650788232043246e-08,2.4495688529806636e-07,3.4905183697885402e-12,4.1964657314079225e-09,2.1741447391618194e-14,2.36497844328703e-11,8.704655369898705e-10,1.530564355499015e-13,3.2115588728579115e-07
2.9659068298440755e-09,0.13080353206769774,0.46346346346346345,0.0,0.0,0.0,0.07301994544595228,0.0,7.322476275352343e-05,1.5386214705096078e-08,6.593595057679106e-10,2.9548662293425546e-06,3.089154648211272e-08,2.776895128743743e-05,3.014046008488631e-11,0.0,0.46346386677357015,2.2835586463048393e-05,1.0472889106461553e-05,4.0857984037561924e-05,2.955696385162113e-06,1.0525393103783752e-07,3.79412409949729e-08,2.5911079677833855e-07,3.692216753928533e-12,4.517684163583133e-09,2.3405649876495506e-14,2.436905632353662e-11,9.372124000095484e-10,1.6479956970603655e-13,3.213947123428816e-07
3.032652044676295e-09,0.13080400739689255,0.46346346346346345,0.0,0.0,0.0,0.07301873109822109,0.0,7.557133448068612e-05,1.6084043073226105e-08,6.882878647463733e-10,3.042593635876378e-06,3.245644954977311e-08,2.8467530571041783e-05,3.1134087564381403e-11,0.0,0.46346389392152265,2.3771595439209484e-05,1.050155979319922e-05,4.1556959375798374e-05,2.957402819378488e-06,1.0951241741065102e-07,3.9398503263872863e-08,2.7380724316994524e-07,3.90164734869138e-12,4.8572150064744485e-09,2.5164727445225785e-14,2.5092729619471004e-11,1.0077749389598977e-09,1.7721440959088152e-13,3.2162505734154075e-07
3.0993972595085146e-09,0.1308044851317842,0.46346346346346345,0.0,0.0,0.0,0.07301751559670025,0.0,7.7935208316363e-05,1.6795922275083544e-08,7.180260996720687e-10,3.1308634183224007e-06,3.406274117828902e-08,2.916704076921062e-05,3.21355948557936e-11,0.0,0.4634639221952945,2.4721375320711894e-05,1.0528168908750711e-05,4.224310477209839e-05,2.9591455779233555e-06,1.1385473680706189e-07,4.087918563549982e-08,2.8905463573718346e-07,4.118930090228726e-12,5.215746712318832e-09,2.7022246921245277e-14,2.5820876558796773e-11,1.0822976020698236e-09,1.903264014759874e-13,3.218489213602985e-07
3.166142474340734e-09,0.13080496522070012,0.46346346346346345,0.0,0.0,0.0,0.07301629892472407,0.0,8.03159713086501e-05,1.7521743275606277e-08,7.485853840413037e-10,3.219684470588701e-06,3.571062974158352e-08,2.9867499125933137e-05,3.3144832693291135e-11,0.0,0.46346395161172776,2.5684634323830793e-05,1.0552863747827628e-05,4.291654723146016e-05,2.960924679837859e-06,1.182794802348374e-07,4.2382808787157765e-08,3.048611853915874e-07,4.3441820619989e-12,5.593977818680245e-09,2.8981827379572736e-14,2.655357050444933e-11,1.1609270366438072e-09,2.0416137950916165e-13,3.220679858568468e-07
3.2328876891729536e-09,0.13080544761368745,0.46346346346346345,0.0,0.0,0.0,0.07301508106598387,0.0,8.271322382449688e-05,1.826139808421206e-08,7.799766217903171e-10,3.3090657716941505e-06,3.740032655604413e-08,3.056892268468668e-05,3.416166016047604e-11,0.0,0.4634639821873053,2.6661084076765e-05,1.0575781080549085e-05,4.35774214786785e-05,2.962740015504048e-06,1.2278522587785835e-07,4.390889786270814e-08,3.212349046990083e-07,4.57751752312308e-12,5.9926166819177786e-09,3.10471387659543e-14,2.729088553133846e-11,1.2438120366446496e-09,2.1874555647312524e-13,3.222836628773383e-07
