Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23)
3.760742094107941e-12,0.1307866533535888,0.46346346346346345,0.0,0.0,0.0,0.07307300625219883,0.0,3.970797923923886e-10,1.982393570939934e-14,3.2569405476934124e-15,9.996429787277379e-12,2.773661381219569e-16,2.7580858755028826e-10,1.3302685714505893e-16,0.0,0.4634634634634515,2.5972974386529984e-10,4.53541008916033e-08,4.552334452698351e-08,4.199222100119286e-08,1.212790744338493e-10,9.275524361740444e-11,1.0249587056067012e-12,1.4523768045368845e-17,2.4696407830583468e-17,1.27158274461249e-22,5.751465566141994e-17,7.726004153924709e-18,4.427319491178675e-22,2.248647963379692e-11,7.173053183733698e-12
4.569096400432571e-12,0.130786655257853,0.46346346346346345,0.0,0.0,0.0,0.07307299188936205,0.0,5.856682110578894e-10,2.926822258322507e-14,4.803140374841464e-15,1.4762155417729417e-11,4.970074477445998e-16,4.06694401396203e-10,1.9623928719883033e-16,0.0,0.46346346346344636,3.271059217265814e-10,5.507620085932887e-08,5.532591790107623e-08,5.093868625772006e-08,1.4724717823673343e-10,1.1240025047992915e-10,1.5103063049736481e-12,2.142182631219109e-17,4.4293423138072794e-17,2.283120584165053e-22,9.025850336086708e-17,1.3841753461035675e-17,9.074253510549653e-22,3.313427148586977e-11,1.05844506472404e-11
5.3774507067572015e-12,0.13078665716708948,0.46346346346346345,0.0,0.0,0.0,0.0730729775265267,0.0,8.105960043024041e-10,4.054912299823159e-14,6.6469083052087074e-15,2.045654943366759e-11,8.095665249974286e-16,5.627396804738831e-10,2.7165111134708293e-16,0.0,0.46346346346344036,3.9857319914728725e-10,6.478892427313455e-08,6.513467472706496e-08,5.985719244656841e-08,1.7317997164846915e-10,1.3194311305145556e-10,2.0883493647707054e-12,2.9640622009389855e-17,7.218375415556429e-17,3.723606613805544e-22,1.3064996678451918e-16,2.2542851143101958e-17,1.6418546287063885e-21,4.581547897895258e-11,1.465586194122929e-11
6.185805013081832e-12,0.13078665908128706,0.46346346346346345,0.0,0.0,0.0,0.07307296316369269,0.0,1.071778017311959e-09,5.36678079342401e-14,8.787426333209767e-15,2.7080791236831877e-11,1.231314203705796e-15,7.438655814983932e-10,3.5923988818881625e-16,0.0,0.4634634634634336,4.741337325425067e-10,7.449228017486086e-08,7.494960493070732e-08,6.874782734895489e-08,1.99077531963171e-10,1.5138440493233872e-10,2.758604142220428e-12,3.917326288424622e-17,1.0981287914806487e-16,5.667933975957843e-22,1.7870035484839376e-16,3.42810561968743e-17,2.7184835555530578e-21,6.051938965715645e-11,1.9386607271384065e-11
6.994159319406462e-12,0.13078666100043465,0.46346346346346345,0.0,0.0,0.0,0.07307294880085996,0.0,1.3691293518615756e-09,6.862544652125362e-14,1.1223879078769386e-14,3.463604783633044e-11,1.77846934163116e-15,9.499935149460918e-10,4.589832369518914e-16,0.0,0.4634634634634261,5.537896637040951e-10,8.418627759741617e-08,8.47706984490504e-08,7.761067846415237e-08,2.2493993640803467e-10,1.7072469663037144e-10,3.520589663735215e-12,5.001289613888796e-17,1.5861856959631023e-16,8.190596507535237e-22,2.3441844369924874e-16,4.950639915328711e-17,4.2121824614980375e-21,7.723533467041797e-11,2.477600776542553e-11
8.610867932055722e-12,0.1307866648535356,0.46346346346346345,0.0,0.0,0.0,0.07307292007519808,0.0,2.0720015901292926e-09,1.0406225250481673e-13,1.698133945488045e-14,5.2544215783242126e-11,3.3136349008243396e-15,1.4369423050664034e-09,6.948444101790535e-16,0.0,0.46346346346340916,7.253962183928369e-10,1.0354623309474638e-07,1.044313352309594e-07,9.525337801448185e-08,2.7655958628099215e-10,2.091045471339274e-10,5.317841916056512e-12,7.558591198499694e-17,2.954749290372704e-16,1.5267047355445504e-21,3.6890333431985067e-16,9.22105900433157e-17,8.755279609379578e-21,1.1666085559177858e-10,3.7528063068326416e-11
1e-11,0.1307866687263041,0.46346346346346345,0.0,0.0,0.0,0.07307289539311736,0.0,2.79071249452013e-09,1.403971324032674e-13,2.2866348341727437e-14,7.091677238761392e-11,5.183033306567901e-15,1.934502916027854e-09,9.361321131999e-16,0.0,0.4634634634633928,8.859510886621192e-10,1.201511608041837e-07,1.2134403449655302e-07,1.1032463395530125e-07,3.208013698732179e-10,2.4176438655942906e-10,7.150770811779745e-12,1.0167210938441794e-16,4.619865108583634e-16,2.387963442174433e-21,5.090549297152045e-16,1.4419235209713914e-16,1.4705704648295713e-20,1.5686688581835796e-10,5.058321230265114e-11
1.0227576544704983e-11,0.1307866687263041,0.46346346346346345,0.0,0.0,0.0,0.07307289134954052,0.0,2.91853856885638e-09,1.4686885757452352e-13,2.3912817922221524e-14,7.419014676434748e-11,5.543794154887788e-15,2.022962314066656e-09,9.790567749437134e-16,0.0,0.46346346346338996,9.134097110926621e-10,1.2286886285244415e-07,1.2411650479150793e-07,1.1278598555912175e-07,3.280395377569105e-10,2.470871681850694e-10,7.476312451961914e-12,1.0630561823683745e-16,4.94104485759817e-16,2.554111115338823e-21,5.341861814637609e-16,1.5422191077332963e-16,1.589051848907429e-20,1.6400754592561984e-10,5.290661498724834e-11
1.1844285157354243e-11,0.13078667261865257,0.46346346346346345,0.0,0.0,0.0,0.07307286262388674,0.0,3.908070140532269e-09,1.9705454934665258e-13,3.20118839362536e-14,9.958274187829597e-11,8.596867390130809e-15,2.707433763035526e-09,1.311443421255206e-15,0.0,0.46346346346336886,1.1178467622879244e-09,1.4215423881772768e-07,1.4382612702648097e-07,1.3020919116193259e-07,3.7938040626017775e-10,2.8467701555252654e-10,9.992250452557123e-12,1.4211857411144593e-16,7.657398017777284e-16,3.959476951521777e-21,7.303465560380567e-16,2.3908013653180094e-16,2.6241079049214708e-20,2.191915890114737e-10,7.090626505781336e-11
1.3460993770003503e-11,0.13078667653049375,0.46346346346346345,0.0,0.0,0.0,0.07307283389823623,0.0,5.039930088834062e-09,2.5462858685999656e-13,4.1272147191179426e-14,1.2873071382091252e-10,1.2599978809513418e-14,3.4897407597040154e-09,1.6918283684872713e-15,0.0,0.46346346346334644,1.3387237695463745e-09,1.614024327997491e-07,1.6356012200614237e-07,1.4752368056804705e-07,4.3058280615720987e-10,3.2187849821567326e-10,1.2861946996260325e-11,1.829719357676609e-16,1.1214970851192224e-15,5.800397549718312e-21,9.574577612644667e-16,3.5029893023851455e-16,4.0428014291836646e-20,2.8212983458968215e-10,9.15216289686388e-11
1.5077702382652765e-11,0.13078668046174088,0.46346346346346345,0.0,0.0,0.0,0.07307280517258838,0.0,6.313456099755967e-09,3.1960020069018926e-13,5.1687257326922375e-14,1.6164258884839507e-10,1.7679462486985624e-14,4.369271269339342e-09,2.1200365587787824e-15,0.0,0.4634634634633229,1.5760569096076733e-09,1.806135164700232e-07,1.8331840997464495e-07,1.6473013523606565e-07,4.81647350751801e-10,3.5869597891459236e-10,1.6081734565505584e-11,2.288134492777644e-16,1.5723776398882194e-15,8.13387287285872e-21,1.2155894617764053e-15,4.913661467951401e-16,5.906923809495521e-20,3.5273979323925805e-10,1.1474733647769718e-10
1.8311119607951286e-11,0.13078668838210908,0.46346346346346345,0.0,0.0,0.0,0.07307274772129871,0.0,9.282876475498166e-09,4.717729371626537e-13,7.595681562760292e-14,2.3879122992366675e-10,3.156895128407819e-14,6.417573883091691e-09,3.1192270316456894e-15,0.0,0.4634634634632743,2.100155199670871e-09,2.1892463887144713e-07,2.2290754672599897e-07,1.9882164486196202e-07,5.833653218610124e-10,4.31196156849819e-10,2.355711733530941e-11,3.3525483159092985e-16,2.8029465218948137e-15,1.4503548454927035e-20,1.825191020395098e-15,8.768696792881399e-16,1.1217038671121884e-19,5.166481757074195e-10,1.6900837152915293e-10
2.1544536833249807e-11,0.13078669637907345,0.46346346346346345,0.0,0.0,0.0,0.07307269027001341,0.0,1.2811110259561746e-08,6.536460344255648e-13,1.047705493931086e-13,3.3109319408591476e-10,5.1260317774770903e-14,8.847521919201353e-09,4.307632712774962e-15,0.0,0.4634634634632265,2.690266677550705e-09,2.570881766377063e-07,2.625929027141396e-07,2.3248908659251816e-07,6.84539204450295e-10,5.022115404375283e-10,3.238987418070505e-11,4.610363095019014e-16,4.543196449000155e-15,2.351279160317163e-20,2.559687326231985e-15,1.422985037938987e-15,1.9041741955620484e-19,7.102699207703242e-10,2.33646688548865e-10
2.4777954058548327e-11,0.13078670445195803,0.46346346346346345,0.0,0.0,0.0,0.07307263281872815,0.0,1.6892997751487155e-08,8.652923150770963e-13,1.3807907687721105e-13,4.386101165518192e-10,7.77361392122107e-14,1.1654356261973727e-08,5.6838859863823755e-15,0.0,0.4634634634631828,3.3465129464527984e-09,2.951046981855299e-07,3.023738461476355e-07,2.6573775966680294e-07,7.851738659387277e-10,5.717754064694951e-10,4.255212006070504e-11,6.057605834627353e-16,6.877107315852414e-15,3.55967189073888e-20,3.4195938508901086e-15,2.1567076172943427e-15,2.9861551094941535e-19,9.329685542605407e-10,3.0861982825468973e-10
2.8011371283846848e-11,0.1307867126000946,0.46346346346346345,0.0,0.0,0.0,0.07307257536743868,0.0,2.1523439767116528e-08,1.106784151326216e-12,1.758336360013281e-13,5.614007950707269e-10,1.119667498188634e-13,1.483337756475992e-08,7.24663356814885e-15,0.0,0.46346346346314643,4.069012226819084e-09,3.3297476974156717e-07,3.42249747997199e-07,2.9857289689502004e-07,8.852741561268621e-10,6.399203331285747e-10,5.4016595408960735e-11,7.690392655235011e-16,9.886930456282267e-15,5.118149089868985e-20,4.405400959417488e-15,3.104642535541523e-15,4.414985837355481e-19,1.1841177882085976e-09,3.938855515914386e-10
3.124478850914537e-11,0.1307867208228223,0.46346346346346345,0.0,0.0,0.0,0.07307251791614061,0.0,2.6697396854390396e-08,1.3781934677245212e-12,2.1798607639131266e-13,6.995212450876251e-10,1.549104028915513e-13,1.8379945457543725e-08,8.99453632681091e-15,0.0,0.4634634634631208,4.857879414398032e-09,3.7069895535175883e-07,3.82219981982331e-07,3.309996655349199e-07,9.848449070374432e-10,7.066782152298477e-10,6.675665246075813e-11,9.50492684523311e-16,1.3653228992707965e-14,7.068452110803392e-20,5.517574949499608e-15,4.2930130258051116e-15,6.237315828731188e-19,1.463101367682803e-09,4.894018375867571e-10
3.447820573444389e-11,0.13078672911948794,0.46346346346346345,0.0,0.0,0.0,0.07307246046482968,0.0,3.240988855329179e-08,1.679591743712397e-12,2.6448885185910126e-13,8.530247518597287e-10,2.0751342380211605e-13,2.228947779908126e-08,1.092626911585138e-14,0.0,0.4634634634631092,5.713226135078523e-09,4.082778168900129e-07,4.2228392455892204e-07,3.6302316811901e-07,1.0838909327651151e-09,7.720802785355906e-10,8.07462424102289e-11,1.1497497031100189e-15,1.825491574986364e-14,9.451467250501702e-20,6.756560099005317e-15,5.747668317926538e-15,8.499133470067594e-19,1.7693129261726034e-09,5.951268813459907e-10
4.0945040185040934e-11,0.13078674593205666,0.46346346346346345,0.0,0.0,0.0,0.07307234556215192,0.0,4.543084479111968e-08,2.3726388805397938e-12,3.703582023811866e-13,1.206380716175682e-09,3.4542408193358994e-13,3.117939424832498e-08,1.5335993187350858e-14,0.0,0.46346346346314177,7.623788635263828e-09,4.830018044329672e-07,5.026904549247827e-07,4.2588046622436007e-07,1.2804279745708875e-09,8.989385856771185e-10,1.1237274957443543e-10,1.6002316471132504e-15,3.027206346445128e-14,1.567501245749158e-19,9.616630958783057e-15,9.557403800461245e-15,1.4521932260634632e-18,2.461043151356481e-09,8.370370919619648e-10
4.7411874635637976e-11,0.1307867630327209,0.46346346346346345,0.0,0.0,0.0,0.07307223065937082,0.0,6.05476175692943e-08,3.186488587000859e-12,4.930731266059619e-13,1.6218422732701457e-09,5.33036366179908e-13,4.146760700034581e-08,2.046547815025393e-14,0.0,0.46346346346327116,9.801529342693008e-09,5.571511842326588e-07,5.834644050231515e-07,4.871843472310293e-07,1.4749234302986243e-09,1.0207321988575173e-09,1.4869923974222267e-10,2.117680037036057e-15,4.6538046216769953e-14,2.40994868833148e-19,1.2988734211711016e-14,1.473344880971822e-14,2.283849385686525e-18,3.2546500089430195e-09,1.119285993311051e-09
5.387870908623502e-11,0.1307867804165136,0.46346346346346345,0.0,0.0,0.0,0.0730721157564518,0.0,7.772241448065032e-08,4.121696920906879e-12,6.322742692433746e-13,2.099742512948691e-09,7.775064510929457e-13,5.311948196460984e-08,2.6304609810967254e-14,0.0,0.46346346346352457,1.2247228908588514e-08,6.30730373925284e-07,6.646008838116363e-07,5.469733822704279e-07,1.6674151529624919e-09,1.1376882212120359e-09,1.8953764417952457e-10,2.6994153125413076e-15,6.762842041113567e-14,3.5023097547132296e-19,1.6875651836551955e-14,2.1469895034376976e-14,3.379404060973034e-18,4.1456244007636736e-09,1.4415467313107617e-09
6.034554353683206e-11,0.1307867980785804,0.46346346346346345,0.0,0.0,0.0,0.07307200085336023,0.0,9.691831973145588e-08,5.178813047961836e-12,7.876112578598301e-13,2.640375553542725e-09,1.0858135674450178e-12,6.610124876894469e-08,3.284348243305106e-14,0.0,0.4634634634639295,1.4961620626174393e-08,7.037437571827079e-07,7.460950429052896e-07,6.052851820493191e-07,1.857940695929027e-09,1.2500243206938774e-09,2.347083382913313e-10,3.34287822320817e-15,9.40957018431664e-14,4.87321136070897e-19,2.1279843858525863e-14,2.9955549937502525e-14,4.7724337251520295e-18,5.129602326776055e-09,1.803495729965499e-09
6.68123779874291e-11,0.13078681601417355,0.46346346346346345,0.0,0.0,0.0,0.07307188595006148,0.0,1.1809927273126488e-07,6.358379315984703e-12,9.58742484814732e-13,3.2439980226872445e-09,1.4647644251693013e-12,8.037997915125649e-08,4.007239386244475e-14,0.0,0.4634634634645137,1.7945391993176576e-08,7.761956839739043e-07,8.279420762068639e-07,6.621564207719185e-07,2.0465373093552368e-09,1.3579491200455399e-09,2.840397916919549e-10,4.045624842835611e-15,1.264703987245141e-13,6.550140159158165e-19,2.62034609979883e-14,4.037415197798307e-14,6.4956123264469566e-18,6.202360730851714e-09,2.20481263499475e-09
7.327921243802615e-11,0.1307868342186524,0.46346346346346345,0.0,0.0,0.0,0.07307177104652095,0.0,1.4123004713997483e-07,7.660931327975157e-12,1.1453348937341032e-12,3.910830498309449e-09,1.9209975407448888e-12,9.59235658206976e-08,4.798184075486815e-14,0.0,0.4634634634653047,2.1199186233898894e-08,8.480904708249374e-07,9.101372195403908e-07,7.176228595475403e-07,2.233241936922962e-09,1.4616625722767623e-09,3.3736823126659733e-10,4.805321768842183e-15,1.6526200624793585e-13,8.559494070378146e-19,3.164835443607318e-14,5.2904577969741735e-14,8.58074587947017e-18,7.359813444311782e-09,2.645180258982107e-09
7.97460468886232e-11,0.130786852687479,0.46346346346346345,0.0,0.0,0.0,0.07307165614270389,0.0,1.66276230432851e-07,9.086998013771662e-12,1.3470637711499853e-12,4.6410589061411665e-09,2.460987456570757e-12,1.1270070184898853e-07,5.656251391941956e-14,0.0,0.46346346346633077,2.4723603776869545e-08,9.194324010763264e-07,9.926757502896122e-07,7.717193692162583e-07,2.4180912128652735e-09,1.5613563209281918e-09,3.945373178716484e-10,5.619741515986429e-15,2.1095996080912456e-13,1.0926631722351376e-18,3.7616087975663394e-14,6.772104216758795e-14,1.1058805295371208e-17,8.59800723841036e-09,3.124284528196498e-09
8.621288133922025e-11,0.13078687141621642,0.46346346346346345,0.0,0.0,0.0,0.07307154123857573,0.0,1.9320420401126497e-07,1.0637101700290368e-11,1.563612543595011e-12,5.434835871495963e-09,3.091048846531734e-12,1.3068086062016086e-07,6.58052937845393e-14,0.0,0.4634634634676202,2.8519203685776552e-08,9.90225725137878e-07,1.0755529870412172e-06,8.244799525612273e-07,2.6011214592944068e-09,1.6572140446418867e-09,4.5539783710455383e-10,6.486758110546416e-15,2.640345525837454e-13,1.3675919733210976e-18,4.4107949990909354e-14,8.499328681119343e-14,1.3959962045677388e-17,9.91311799155106e-09,3.641814431126524e-09
9.26797157898173e-11,0.13078689040052593,0.46346346346346345,0.0,0.0,0.0,0.07307142633410174,0.0,2.2198112382610483e-07,1.231175818051913e-11,1.7946725798281344e-12,6.292282027568342e-09,3.817340514564924e-12,1.498342763053054e-07,7.570124597874894e-14,0.0,0.463463463469201,3.258650504611501e-08,1.0604746607416263e-06,1.158764289232027e-06,8.75937765944405e-07,2.782368683822276e-09,1.7494117868945077e-09,5.198074033767826e-10,7.404342874037915e-15,3.249377986999538e-13,1.683077795209781e-18,5.1124963735094737e-14,1.048867645996644e-13,1.7313622311274377e-17,1.1301446964876647e-08,4.197461968599937e-09
9.914655024041435e-11,0.1307869096361652,0.46346346346346345,0.0,0.0,0.0,0.07307131142924726,0.0,2.525749014715726e-07,1.411147678139866e-11,2.0399429977760664e-12,7.21348728370747e-09,4.645869295042634e-12,1.701319248190227e-07,8.624161701667514e-14,0.0,0.4634634634711019,3.692598831109355e-08,1.130183393193125e-06,1.2423050567996672e-06,9.261251404131601e-07,2.9618685774502337e-09,1.8381182721773464e-09,5.876301761389521e-10,8.370560380072979e-15,3.941042804134246e-13,2.041372283491427e-18,5.866789769632344e-14,1.27562813798463e-13,2.1148457245724982e-17,1.2759417177441348e-08,4.790922105345506e-09
9.999999999999999e-11,0.13078692911898535,0.46346346346346345,0.0,0.0,0.0,0.07307129626483926,0.0,2.567465024834304e-07,1.4358359965424918e-11,2.0733579453288707e-12,7.339827854357316e-09,4.763162297810179e-12,1.7289463150463586e-07,8.768034269571095e-14,0.0,0.4634634634713781,3.7519039035419036e-08,1.1393429579060073e-06,1.2533545781076534e-06,9.326553229810967e-07,2.985429142641409e-09,1.8495730461607181e-09,5.968289760564877e-10,8.501608969307215e-15,4.038720074963467e-13,2.091971116228582e-18,5.970267816040932e-14,1.3077169144415e-13,2.169198704116222e-17,1.2956847306761122e-08,4.8720513707602775e-09
1.0561338469101139e-10,0.13078692911898535,0.46346346346346345,0.0,0.0,0.0,0.07307119652397762,0.0,2.849541857345077e-07,1.603676043060857e-11,2.299130476050925e-12,8.198512055282859e-09,5.582493858138685e-12,1.9154550524190302e-07,9.741783008714786e-14,0.0,0.4634634634733514,4.153809660838568e-08,1.1993560756208937e-06,1.326170729836897e-06,9.75073602294704e-07,3.1396565127088505e-09,1.9234952093758746e-09,6.587365875836705e-10,9.38356457474966e-15,4.71951946294714e-13,2.4446409059107754e-18,6.673727605953762e-14,1.5317882638255206e-13,2.5492432173363023e-17,1.4283569877422794e-08,5.421892722937241e-09
1.1208021914160844e-10,0.13078694884492903,0.46346346346346345,0.0,0.0,0.0,0.07307108161825814,0.0,3.1908834460115115e-07,1.80881057222461e-11,2.5719490700716337e-12,9.247388455329183e-09,6.632928419833266e-12,2.1404742171058515e-07,1.092214809438943e-13,0.0,0.4634634634759784,4.642323700786425e-08,1.2679968292238316e-06,1.4103567882498002e-06,1.0228138932763497e-06,3.315767542038153e-09,2.005697582628347e-09,7.330030815761095e-10,1.0441595057011119e-14,5.58882882173658e-13,2.89496694160684e-18,7.533338853196158e-14,1.8188840936317495e-13,3.037283606432546e-17,1.5870561109392233e-08,6.090074574106635e-09
1.1854705359220548e-10,0.1307869688100284,0.46346346346346345,0.0,0.0,0.0,0.07307096671205418,0.0,3.5494744771693265e-07,2.0266002981427693e-11,2.8581200327512845e-12,1.0360121448440445e-08,7.802746357490848e-12,2.3761076577071466e-07,1.216443338978467e-13,0.0,0.46346346347901163,5.1581781750796635e-08,1.336109743516637e-06,1.4948587514197536e-06,1.0693759899765578e-06,3.490236396401255e-09,2.0848739299854693e-09,8.103118635242281e-10,1.1542973514869728e-14,6.552840486880138e-13,3.394355302503652e-18,8.445629978499702e-14,2.1384153947346642e-13,3.581630963170744e-17,1.751715837660915e-08,6.795171238388786e-09
1.2501388804280252e-10,0.13078698901040273,0.46346346346346345,0.0,0.0,0.0,0.07307085180533107,0.0,3.9250224928413493e-07,2.2570936327873706e-11,3.1573716396042058e-12,1.1536689968187153e-08,9.097383734170794e-12,2.6220929917723536e-07,1.3467831790765794e-13,0.0,0.4634634634824804,5.701406944181264e-08,1.4036988765733593e-06,1.5796721778689693e-06,1.1147891230237543e-06,3.6630974841210356e-09,2.161166610424701e-09,8.905506606928362e-10,1.2686100310431885e-14,7.615279878986815e-13,3.9447361944286565e-18,9.410585876105231e-14,2.491847115140785e-13,4.184887142835451e-17,1.9220237395156102e-08,7.536889079039456e-09
1.3148072249339957e-10,0.13078700944225638,0.46346346346346345,0.0,0.0,0.0,0.07307073689805421,0.0,4.3172417138135487e-07,2.5003383738525875e-11,3.4694390181167244e-12,1.2777047999487674e-08,1.0522142735040541e-11,2.878174371254153e-07,1.4831552276483895e-13,0.0,0.46346346348641365,6.272040620509913e-08,1.47076825526913e-06,1.6647926649294761e-06,1.159081795661014e-06,3.83438488992741e-09,2.2347120598234897e-09,9.736124924200896e-10,1.3869451206009786e-14,8.779735005741252e-13,4.547968626262249e-18,1.042817076616301e-13,2.880610806855878e-13,4.8495943030708987e-17,2.0976778936441816e-08,8.31493720116043e-09
1.3794755694399662e-10,0.13078703010187692,0.46346346346346345,0.0,0.0,0.0,0.07307062199018893,0.0,4.725852876940233e-07,2.7563817109225425e-11,3.794063981278774e-12,1.4081125626991736e-08,1.2082195018157013e-11,3.144102319014147e-07,1.6254819537115232e-13,0.0,0.46346346349084083,6.870106680588038e-08,1.5373218755200527e-06,1.7502158484155314e-06,1.2022818018887572e-06,4.004132374203999e-09,2.305641036376481e-09,1.0593954498018938e-09,1.5091574225129185e-14,1.004966295432473e-12,5.205843773794332e-18,1.1498329059108424e-13,3.306105991697312e-13,5.578237369535767e-17,2.2783865755640826e-08,9.129027410987562e-09
1.4441439139459367e-10,0.130787050985633,0.46346346346346345,0.0,0.0,0.0,0.07307050708170064,0.0,5.150583076482612e-07,3.0252702315474344e-11,4.130994865202954e-12,1.5448830050268474e-08,1.3782584981250361e-11,3.419633569443077e-07,1.7736873610656368e-13,0.0,0.46346346349579115,7.495629573797531e-08,1.6033637025212251e-06,1.8359374022994423e-06,1.2444162441541826e-06,4.1723733724250856e-09,2.3740788558447306e-09,1.147802484496696e-09,1.6351086643481777e-14,1.142839611370556e-12,5.920088203620681e-18,1.2620986196104056e-13,3.7697014716969853e-13,6.373246390203779e-17,2.4638679604286146e-08,9.978874176304975e-09
1.5088122584519072e-10,0.13078707208997248,0.46346346346346345,0.0,0.0,0.0,0.07307039217255477,0.0,5.591165609391822e-07,3.307049927230877e-11,4.47998637074534e-12,1.6880046566640174e-08,1.5628232946378407e-11,3.7045309131033474e-07,1.92769695285776e-13,0.0,0.4634634635012943,8.148630827828186e-08,1.668897670982913e-06,1.9219530383907347e-06,1.285511550597462e-06,4.339140994774383e-09,2.4401456170245147e-09,1.2387412063034998e-09,1.764667210487583e-14,1.2919148137064482e-12,6.692366962397994e-18,1.3796049464208946e-13,4.272736586194124e-13,7.23699876569426e-17,2.6538498325042275e-08,1.0864194587946059e-08
1.5734806029578776e-10,0.13078709341142059,0.46346346346346345,0.0,0.0,0.0,0.07307027726271674,0.0,6.047339824430237e-07,3.6017661993317954e-11,4.840799409024539e-12,1.837463952262976e-08,1.7623938264678527e-11,3.9985630452840834e-07,2.0874376970097915e-13,0.0,0.4634634635073797,8.829129150917091e-08,1.733927685364917e-06,2.0082585060185796e-06,1.3255934918666384e-06,4.504468025936796e-09,2.503956417852934e-09,1.3321236891393496e-09,1.897707785686011e-14,1.452501965540815e-12,7.524286537184375e-18,1.5023408783475985e-13,4.8165224178748e-13,8.171821397240918e-17,2.8480693026341636e-08,1.1784708322338094e-08
1.638148947463848e-10,0.13078711494657794,0.46346346346346345,0.0,0.0,0.0,0.07307016235215204,0.0,6.518850975026207e-07,3.909463864883862e-11,5.2132009507363775e-12,1.9932453234990383e-08,1.9774382343418435e-11,4.301504418360283e-07,2.252837992484832e-13,0.0,0.46346346351407713,9.537140530976911e-08,1.7984576201091436e-06,2.0948495917174287e-06,1.3646871975130477e-06,4.668386925054278e-09,2.5656215625611873e-09,1.4278662850481657e-09,2.034111210077597e-14,1.6249003753268683e-12,8.417397692511783e-18,1.6302937468972006e-13,5.402342949983859e-13,9.179992763759998e-17,3.046272533458176e-08,1.2740137605048822e-08
1.7028172919698186e-10,0.13078713669211897,0.46346346346346345,0.0,0.0,0.0,0.07307004744082611,0.0,7.005450075769273e-07,4.230187162334965e-11,5.5969638791731155e-12,2.1553312882195176e-08,2.2084131597299175e-11,4.613135097859769e-07,2.423827636371721e-13,0.0,0.4634634635214164,1.0272678331701538e-07,1.8624913198703925e-06,2.1817221189157733e-06,1.4028171719777459e-06,4.8309298258374285e-09,2.625246760250754e-09,1.5258894459047243e-09,2.1737641451447753e-14,1.8093991216445496e-12,9.373198189348944e-18,1.763449296924153e-13,6.031456176743386e-13,1.0263744909155097e-16,3.248214472182102e-08,1.3730207175297906e-08
1.767485636475789e-10,0.13078715864479004,0.46346346346346345,0.0,0.0,0.0,0.07306993252870453,0.0,7.506893762459883e-07,4.5639797572090464e-11,5.9918668468627045e-12,2.3237025367200535e-08,2.4557640325818477e-11,4.933240622148845e-07,2.6003377917686906e-13,0.0,0.46346346352942713,1.1035753385731153e-07,1.9260325997453645e-06,2.268871947628035e-06,1.4400073101786344e-06,4.99212853682512e-09,2.682933315238724e-09,1.6261175525035542e-09,2.316558850209122e-14,2.006277556097429e-12,1.0393135390713584e-17,1.9017917580635386e-13,6.705095168852932e-13,1.142526534009035e-16,3.453658590706278e-08,1.4754644251398783e-08
1.89682232548773e-10,0.1307872031588576,0.46346346346346345,0.0,0.0,0.0,0.07306970270193647,0.0,8.553368736229359e-07,5.270944669954582e-11,6.814235529785039e-12,2.6792149996270045e-08,3.0013209406859595e-11,5.59804491443581e-07,2.969650934254152e-13,0.0,0.46346346354758367,1.2644546460829412e-07,2.0516530137899305e-06,2.4439871307619806e-06,1.5116606996618746e-06,5.310619000591731e-09,2.792874757962991e-09,1.8329048121455953e-09,2.611169231083982e-14,2.4382450801045663e-12,1.2630971976006544e-17,2.1939671626430707e-13,8.190764100188912e-13,1.399014909137896e-16,3.8741483871427166e-08,1.690554199101381e-08
2.013225345598477e-10,0.13078724389867677,0.46346346346346345,0.0,0.0,0.0,0.07306949585477869,0.0,9.54363360738704e-07,5.952336606776924e-11,7.59035897538253e-12,3.020443645332166e-08,3.5525766646292663e-11,6.223308560785745e-07,3.320249217221882e-13,0.0,0.46346346356652274,1.4186697617220863e-07,2.1630649862806325e-06,2.6024983727795114e-06,1.5731622732688994e-06,5.5929757515379585e-09,2.886124281954205e-09,2.0258704480092744e-09,2.8860891456788475e-14,2.8719742815645057e-12,1.4877946493121986e-17,2.474477424846498e-13,9.692039364401237e-13,1.658560815005777e-16,4.262359567159006e-08,1.8956199867640844e-08
2.1296283657092237e-10,0.13078728526210875,0.46346346346346345,0.0,0.0,0.0,0.07306928900450811,0.0,1.0578452984935691e-06,6.676726550618454e-11,8.39938301969383e-12,3.38166131749062e-08,4.1633342724350714e-11,6.872931437496215e-07,3.6877226074654497e-13,0.0,0.4634634635881058,1.581813151528803e-07,2.2729395235933006e-06,2.761845326890241e-06,1.6319640992201003e-06,5.871457207948548e-09,2.974485265213688e-09,2.2249670395580706e-09,3.1697449959510034e-14,3.3497624227283333e-12,1.7353182962597826e-17,2.771485834710878e-13,1.1355719461111528e-12,1.9465206388931283e-16,4.658602969434642e-08,2.1114076002281133e-08
