Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25)
5.336380523405625e-10,0.13078861902599906,0.46346346346346345,0.0,0.0,0.0,0.07306358856334771,0.0,5.285546707896749e-06,4.431821919895415e-10,4.041769645264154e-11,2.0329447632098914e-07,5.099870741457474e-10,3.1189369844529583e-06,1.943215159082689e-12,0.0,0.4634634659138882,9.543002027801377e-07,4.770377049374878e-06,7.4003437496139035e-06,2.5421967987505225e-06,1.2610827316427477e-08,4.627733609064307e-09,9.431650974791036e-09,1.343759437163885e-13,3.789578816366592e-11,1.9632845663177413e-16,1.6730294161484554e-12,1.4237698825504156e-11,2.482780017254386e-15,1.5875232165901293e-07,1.1701549446115347e-07,1.6653357496204653e-12,4.214288591149765e-10,1.6780821457006865e-14
5.449906647789165e-10,0.1307886717461879,0.46346346346346345,0.0,0.0,0.0,0.07306338665865537,0.0,5.473978860397122e-06,4.629893716111372e-10,4.1816119918602126e-11,2.114180559865011e-07,5.388726710176314e-10,3.2197282379112686e-06,2.0153966628226527e-12,0.0,0.4634634660819525,9.944867908705867e-07,4.842455180746107e-06,7.570851671140308e-06,2.558233839076331e-06,1.2834236961364124e-08,4.681849568152994e-09,9.738419685287801e-09,1.3874678902308243e-13,3.9993840503981485e-11,2.0719810120540803e-16,1.7399842925377758e-12,1.5068164082365856e-11,2.6282003490732047e-15,1.6224776546717878e-07,1.2153719833412524e-07,1.7296920925908173e-12,4.4742690292330826e-10,1.7127514839151566e-14
5.563432772172705e-10,0.13078872477181092,0.46346346346346345,0.0,0.0,0.0,0.07306318474561847,0.0,5.664555014142116e-06,4.832521772310296e-10,4.3229015207356217e-11,2.1966228938361682e-07,5.686820187245701e-10,3.3211407706713474e-06,2.0885374524992948e-12,0.0,0.46346346625754203,1.0354720690130999e-06,4.913562944295439e-06,7.741639207146218e-06,2.573592036494527e-06,1.3057632274406761e-08,4.7365203606320525e-09,1.0048721239965564e-08,1.431679766348057e-13,4.215929196987282e-11,2.184169338700158e-16,1.8079357096609104e-12,1.592778342162355e-11,2.7787464514354534e-15,1.6569117595366584e-07,1.2612553221458378e-07,1.7949969889663675e-12,4.744142987587473e-10,1.7473808181748446e-14
5.676958896556246e-10,0.13078877809756656,0.46346346346346345,0.0,0.0,0.0,0.07306298282406821,0.0,5.857237835790356e-06,5.039715733357482e-10,4.465615377047871e-11,2.280248378569452e-07,5.994208410734621e-10,3.4231484389915453e-06,2.1626241705851403e-12,0.0,0.4634634664408197,1.0772536257475723e-06,4.983713398694309e-06,7.912693211409817e-06,2.5883005050713328e-06,1.328109764319277e-08,4.791787384015852e-09,1.0362592971897011e-08,1.4764003851800653e-13,4.4392911533513686e-11,2.2998893859541285e-16,1.876864361776968e-12,1.681693929767774e-11,2.9344857784244934e-15,1.6908195516934817e-07,1.307795807318977e-07,1.861237416550865e-12,5.024051989504197e-10,1.7819694660990552e-14
5.790485020939786e-10,0.13078883171832073,0.46346346346346345,0.0,0.0,0.0,0.07306278089383646,0.0,6.0519912305129e-06,5.251484938450493e-10,4.609731977987912e-11,2.3650338849022782e-07,6.310946335400284e-10,3.5257262245457724e-06,2.2376438013291855e-12,0.0,0.46346346663194793,1.1198290386571681e-06,5.052919426877361e-06,8.084000749171207e-06,2.60238710556319e-06,1.350471550869755e-08,4.847688828387838e-09,1.068007484692702e-08,1.5216354415266165e-13,4.6695476533889584e-11,2.419181426973139e-16,1.9467511548627923e-12,1.773601283453023e-11,3.095485544323024e-15,1.7241961342655643e-07,1.3549844119430756e-07,1.928400533516986e-12,5.314135514244749e-10,1.816516739086349e-14
5.904011145323326e-10,0.1307888856291002,0.46346346346346345,0.0,0.0,0.0,0.07306257895475561,0.0,6.2487802922389856e-06,5.467838426233316e-10,4.755230961326613e-11,2.450956552531755e-07,6.63708673260609e-10,3.6288501858888295e-06,2.3135836587629866e-12,0.0,0.46346346683108913,1.1631958761633448e-06,5.121193738407408e-06,8.255549094142328e-06,2.6158784995844094e-06,1.372856640207086e-08,4.904259906716083e-09,1.1001209257626794e-08,1.567390975965855e-13,4.906777323057894e-11,2.5420861970660103e-16,2.0175772161402987e-12,1.868538398114006e-11,3.2618127513172616e-15,1.7570376222933524e-07,1.4028122339959097e-07,1.996473675712771e-12,5.614531025367798e-10,1.85102194538598e-14
6.017537269706866e-10,0.13078893982508663,0.46346346346346345,0.0,0.0,0.0,0.07306237700665874,0.0,6.447571256008792e-06,5.688784939834734e-10,4.902093136096819e-11,2.537993800334427e-07,6.972680285918582e-10,3.7324974120251295e-06,2.390431375190862e-12,0.0,0.46346346703840496,1.2073516991960512e-06,5.188548871808585e-06,8.427325725558961e-06,2.628800201427525e-06,1.3952728981048371e-08,4.961533068712235e-09,1.1326040832050883e-08,1.613673347606436e-13,5.1510597313857515e-11,2.6686449201228723e-16,2.0893239026533455e-12,1.9665431657310893e-11,3.433534215518559e-15,1.7893410757905163e-07,1.4512704944959563e-07,2.0654443540230553e-12,5.925373998635048e-10,1.8854843929434876e-14
6.131063394090407e-10,0.13078899430161034,0.46346346346346345,0.0,0.0,0.0,0.07306217504937947,0.0,6.64833145234247e-06,5.914332931832046e-10,5.0503004353184805e-11,2.626123335605967e-07,7.317775682571091e-10,3.836645977989273e-06,2.468174890143723e-12,0.0,0.4634634672540571,1.2522940627461303e-06,5.254997196868098e-06,8.599318325274138e-06,2.6411766276382353e-06,1.4177280065922665e-08,5.019538199409279e-09,1.1654616256239248e-08,1.6604892087981038e-13,5.402475437426501e-11,2.7988993329445783e-16,2.1619728089315262e-12,2.067653389075688e-11,3.6107165914037696e-15,1.8211044363707434e-07,1.5003505356849213e-07,2.1353002517839448e-12,6.246797949504511e-10,1.9199033920195473e-14
6.358115642857487e-10,0.1307891040783031,0.46346346346346345,0.0,0.0,0.0,0.07306177110661104,0.0,7.055634086433952e-06,6.379265737654057e-10,5.350683493761887e-11,2.8055715858547026e-07,8.036657284989148e-10,4.046364111159586e-06,2.6263025477557868e-12,0.0,0.46346346771101415,1.3445286099478736e-06,5.38522207094359e-06,8.943903153044355e-06,2.664386107983546e-06,1.4627846058768856e-08,5.137852144022254e-09,1.2323194740913552e-08,1.755749340501063e-13,5.92703417598511e-11,3.070664867611267e-16,2.3099048846079743e-12,2.2793410426227148e-11,3.981730021001156e-15,1.8830067046689378e-07,1.6003419246437416e-07,2.2776192862226006e-12,6.921913205504408e-10,1.988608311071747e-14
6.56246266674786e-10,0.13078920379277245,0.46346346346346345,0.0,0.0,0.0,0.07306140752505853,0.0,7.4286344169355265e-06,6.813521337697955e-10,5.625468775686329e-11,2.970593169082944e-07,8.716597599066104e-10,4.236623788240878e-06,2.77156600469001e-12,0.0,0.46346346815239786,1.4302050697425897e-06,5.499443891610617e-06,9.25464858199668e-06,2.6836339004894984e-06,1.5035418428317952e-08,5.247091558145487e-09,1.2938224265281198e-08,1.8433799402333685e-13,6.424362809257369e-11,3.3283230651267373e-16,2.4459497876096886e-12,2.4808584392777333e-11,4.334984576489464e-15,1.9368669789660978e-07,1.6923762297698538e-07,2.4086137492650475e-12,7.567004119339892e-10,2.0502873530905625e-14
6.766809690638232e-10,0.1307893043497844,0.46346346346346345,0.0,0.0,0.0,0.07306104391119425,0.0,7.807552626859914e-06,7.262804411752377e-10,5.904378059128639e-11,3.138821021434829e-07,9.427998683709558e-10,4.428207595369976e-06,2.919557249820508e-12,0.0,0.46346346862328514,1.5183917661495906e-06,5.610912552793254e-06,9.565911138418708e-06,2.7014493530114996e-06,1.5445363988847005e-08,5.359068252553286e-09,1.356618777830614e-08,1.932853597031457e-13,6.946105641796842e-11,3.598630012670345e-16,2.584643136867696e-12,2.6930226276814065e-11,4.7069639973177455e-15,1.9889796284461105e-07,1.7862958146997588e-07,2.542292393724733e-12,8.248367058192519e-10,2.1118152350512127e-14
6.971156714528605e-10,0.13078940572681683,0.46346346346346345,0.0,0.0,0.0,0.07306068026406898,0.0,8.19223244994214e-06,7.727154377291075e-10,6.187341062246588e-11,3.3101364367767006e-07,1.0171082990545432e-09,4.621018128231666e-06,3.0702157527078466e-12,0.0,0.46346346912460396,1.609074392127194e-06,5.719694386086837e-06,9.877625940689934e-06,2.7179409635671e-06,1.5858068886836316e-08,5.473885241405642e-09,1.4207412811187623e-08,2.024216981332432e-13,7.492773231905962e-11,3.8818502248962013e-16,2.7258869076681243e-12,2.9160523801354034e-11,5.098053899199694e-15,2.0393573353844494e-07,1.8820543435673774e-07,2.678589301360447e-12,8.966713282348875e-10,2.1731882920811152e-14
7.175503738418977e-10,0.1307895079024752,0.46346346346346345,0.0,0.0,0.0,0.07306031658273947,0.0,8.582526090159758e-06,8.20660797298636e-10,6.474296149351902e-11,3.484424165134854e-07,1.0946058060939576e-09,4.814965398179732e-06,3.2234834675529195e-12,0.0,0.46346346965727775,1.7022386680393407e-06,5.825854124928371e-06,1.0189730015997973e-05,2.733208982184131e-06,1.627390268406633e-08,5.591630231391183e-09,1.4862238139738603e-08,2.117518365932031e-13,8.064889157609471e-11,4.1782549618109118e-16,2.869585925085333e-12,3.150166379171107e-11,5.508639710186668e-15,2.0880180419905745e-07,1.979606619603388e-07,2.817440174397269e-12,9.722735532122392e-10,2.2344030282161078e-14
7.37985076230935e-10,0.13078961085649052,0.46346346346346345,0.0,0.0,0.0,0.07305995286626837,0.0,8.978293634642804e-06,8.701199340787888e-10,6.765189716232156e-11,3.661572453027426e-07,1.1753117691329927e-09,5.009966266780087e-06,3.379304687970147e-12,0.0,0.46346347022222595,1.7978703560372803e-06,5.929454943120437e-06,1.0502162251905385e-05,2.7473460418295497e-06,1.6693218954449582e-08,5.712377562458037e-09,1.553101205935576e-08,2.2128073802059394e-13,8.662990424780757e-11,4.48812244023508e-16,3.0156478978199457e-12,3.3955833700159633e-11,5.939106942262278e-15,2.1349842256298952e-07,2.0789085560821386e-07,2.9587822941954307e-12,1.0517108483842461e-09,2.2954561377308512e-14
7.584197786199722e-10,0.13078971456959443,0.46346346346346345,0.0,0.0,0.0,0.07305958911372434,0.0,9.379402510683864e-06,9.210960105792662e-10,7.059975620223794e-11,3.8414730648898876e-07,1.2592443008535625e-09,5.205943924124629e-06,3.5376259119874217e-12,0.0,0.46346347082036343,1.8959552722658643e-06,6.030558492413639e-06,1.0814863349135421e-05,2.7604377404414994e-06,1.711635586318105e-08,5.836189903744636e-09,1.6214090879947034e-08,2.310134795669931e-13,9.287627810841365e-11,4.81173801188387e-16,3.163983436352979e-12,3.6525222982440885e-11,6.389841436484368e-15,2.1802822469082185e-07,2.179917148173469e-07,3.1025544812065107e-12,1.1350489194099351e-09,2.3563445224165098e-14
7.788544810090094e-10,0.13078981902348394,0.46346346346346345,0.0,0.0,0.0,0.07305922532418173,0.0,9.78572698273061e-06,9.735919454010281e-10,7.358614650763284e-11,4.024021288108282e-07,1.3464203463516288e-09,5.402827406792836e-06,3.698395716333277e-12,0.0,0.46346347145260075,1.996479297159992e-06,6.129224939190472e-06,1.1127775775518886e-05,2.7725631786673226e-06,1.7543636728636476e-08,5.963119737707967e-09,1.6911837611100374e-08,2.409552338644696e-13,9.939366152823006e-11,5.149394312620058e-16,3.314506057544787e-12,3.921202434478349e-11,6.861229585029835e-15,2.223941762980856e-07,2.2825904456366515e-07,3.2486970561275246e-12,1.2223517532844116e-09,2.4170653053990226e-14
7.992891833980467e-10,0.13078992420074512,0.46346346346346345,0.0,0.0,0.0,0.07305886149672072,0.0,1.0197147687603304e-05,1.0276104208021705e-09,7.661074038735333e-11,4.209115923039568e-07,1.4368557747213783e-09,5.600551153686435e-06,3.861564639616478e-12,0.0,0.4634634721198439,2.0994283839699128e-06,6.225513000249782e-06,1.1440843721101156e-05,2.7837954552877973e-06,1.7975370566703545e-08,6.093210650471601e-09,1.7624620821244025e-08,2.5111125277109003e-13,1.0618784584622031e-10,5.501391385383286e-16,3.4671321767912576e-12,4.2018434871259505e-11,7.353658531877401e-15,2.2659952024845148e-07,2.386887526339195e-07,3.3971518022288625e-12,1.3136816605386992e-09,2.4776158416000658e-14
8.197238857870839e-10,0.13079003008480197,0.46346346346346345,0.0,0.0,0.0,0.07305849763042715,0.0,1.061355120409638e-05,1.0831538900620095e-09,7.967327000726779e-11,4.3966592604052995e-07,1.5305654636378387e-09,5.799054595888917e-06,4.027085073522681e-12,0.0,0.46346347282299455,2.204788565766307e-06,6.319479977728571e-06,1.175401305435951e-05,2.7942021246234408e-06,1.8411852617877334e-08,6.226498459706393e-09,1.8352813642597885e-08,2.6148685319361386e-13,1.132647673179003e-10,5.868036781117974e-16,3.6217810896847582e-12,4.4946657049127684e-11,7.867516355275497e-15,2.306477294921315e-07,2.492768470543708e-07,3.547861928774851e-12,1.4090993163816577e-09,2.5379937253695462e-14
8.401585881761212e-10,0.13079013665986086,0.46346346346346345,0.0,0.0,0.0,0.07305813372439258,0.0,1.1034829654145015e-05,1.140224584648653e-09,8.277352315392241e-11,4.58655704786173e-07,1.6275633775179328e-09,5.998281777722834e-06,4.19491116138716e-12,0.0,0.46346347356294987,2.312545961113166e-06,6.411181793183332e-06,1.2067231279500137e-05,2.8038456190797267e-06,1.8853364857291198e-08,6.363012202688116e-09,1.909679290151384e-08,2.720874046966437e-13,1.2063050869900475e-10,6.249645640828363e-16,3.77837494472961e-12,4.799889970486264e-11,8.403192234287027e-15,2.3454246491729806e-07,2.600194335924808e-07,3.700772035482641e-12,1.5086638008166252e-09,2.598196795804258e-14
8.605932905651584e-10,0.13079024391086255,0.46346346346346345,0.0,0.0,0.0,0.07305776977771404,0.0,1.1460880333035172e-05,1.198824521195519e-09,8.591133929390299e-11,4.778718447280095e-07,1.727862639778457e-09,6.198181006480027e-06,4.364998703569218e-12,0.0,0.4634634743406025,2.422686778569616e-06,6.500673020853795e-06,1.2380447494803915e-05,2.8127836396519397e-06,1.9300176487978434e-08,6.502775002639953e-09,1.9856938357888474e-08,2.8291831866585836e-13,1.2829130051315683e-10,6.646540761261827e-16,3.936838708364271e-12,5.1177378861105936e-11,8.96107660123082e-15,2.382875376472045e-07,2.7091271332820444e-07,3.85582807797167e-12,1.612432637764918e-09,2.65822313985467e-14
8.810279929541957e-10,0.1307903518234357,0.46346346346346345,0.0,0.0,0.0,0.07305740578949414,0.0,1.1891605366710328e-05,1.2589555082906296e-09,8.908660590954464e-11,4.973055983916555e-07,1.8314755995911474e-09,6.398704528875345e-06,4.537305069185348e-12,0.0,0.4634634751568404,2.5351973201442212e-06,6.588006920125334e-06,1.2693612351998874e-05,2.8210695165684353e-06,1.9752544417609393e-08,6.645804826414513e-09,2.0633632041880813e-08,2.9398503885763437e-13,1.3625352203832193e-10,7.05905264602217e-16,4.097100123217837e-12,5.448431852191347e-11,9.541561281320781e-15,2.418868754226037e-07,2.8195298029245074e-07,4.012977334168689e-12,1.720461833219035e-09,2.718071093468905e-14
9.014626953432329e-10,0.1307904603838545,0.46346346346346345,0.0,0.0,0.0,0.073057041758841,0.0,1.2326911394233959e-05,1.320619153082979e-09,9.229925509160937e-11,5.169485488610085e-07,1.9384138935335926e-09,6.599808232281838e-06,4.711789113758818e-12,0.0,0.4634634760125474,2.650063983821731e-06,6.673235467208116e-06,1.3006678016635112e-05,2.828752542242873e-06,2.021071371900682e-08,6.792115146108637e-09,2.142725767658716e-08,3.052930331732839e-13,1.445237020455537e-10,7.487519543847379e-16,4.259089660605266e-12,5.792195139344842e-11,1.0145039620798821e-14,2.4534449271432145e-07,2.931366191701899e-07,4.1721683716320435e-12,1.8328059124504613e-09,2.777739241237684e-14
9.218973977322702e-10,0.13079056957899868,0.46346346346346345,0.0,0.0,0.0,0.073056677684868,0.0,1.2766709273491828e-05,1.3838168677104429e-09,9.554926036991002e-11,5.367926034110467e-07,2.048688502529442e-09,6.8014513688311365e-06,4.8884111023487955e-12,0.0,0.46346347690860257,2.7672732652788014e-06,6.75640938605192e-06,1.331959812943676e-05,2.8358782786771766e-06,2.0674918074769986e-08,6.941715516869584e-09,2.2238200175628997e-08,3.168477865006924e-13,1.531085193226252e-10,7.932287475742633e-16,4.4227404681753606e-12,6.149251954709692e-11,1.0771906604811165e-14,2.4866446421778747e-07,3.0446010306566566e-07,4.333351015759932e-12,1.9495179562978172e-09,2.837226414526772e-14
9.423321001213075e-10,0.13079067939631683,0.46346346346346345,0.0,0.0,0.0,0.073056313566694,0.0,1.3210913808290775e-05,1.4485498755538827e-09,9.883663376352623e-11,5.568299866564908e-07,2.1623098044562384e-09,7.003596300536734e-06,5.067132637738178e-12,0.0,0.4634634778458803,2.886811758898041e-06,6.837578178516162e-06,1.3632327768604978e-05,2.8424888413745147e-06,2.1145380206377967e-08,7.09461208215481e-09,2.306684520550977e-08,3.286547944787994e-13,1.6201480301245006e-10,8.39371025251798e-16,4.5879883134923756e-12,6.519827503144873e-11,1.1422558966158524e-14,2.5185090139804763e-07,3.1591999132721815e-07,4.496476318846812e-12,2.070649636561583e-09,2.8965316882495393e-14
9.627668025103449e-10,0.13079078982379191,0.46346346346346345,0.0,0.0,0.0,0.07305594940344304,0.0,1.3659443495206762e-05,1.51481921732181e-09,1.0216142303422411e-10,5.770532333051459e-07,2.279287622758782e-09,7.206208263795014e-06,5.247916593303793e-12,0.0,0.46346347882525074,3.0086661581752286e-06,6.916790153813572e-06,1.3944823413047667e-05,2.8486231616016888e-06,2.1622312288155308e-08,7.2508080157763045e-09,2.3913578804336696e-08,3.4071955806504856e-13,1.712495327910361e-10,8.87214948401002e-16,4.754771524346191e-12,6.904148043851296e-11,1.2097395285889076e-14,2.549079317924152e-07,3.2751292742950116e-07,4.66149652995568e-12,2.1962512505296786e-09,2.9556543767953245e-14
9.832015048993822e-10,0.1307909008499093,0.46346346346346345,0.0,0.0,0.0,0.07305558519424449,0.0,1.411222028871576e-05,1.5826257569697207e-09,1.0552370912848385e-10,5.974551805919716e-07,2.399631271368687e-09,7.40925515180057e-06,5.4307270502336225e-12,0.0,0.46346347984757946,3.1328232556014142e-06,6.9940924572448e-06,1.4257042906512989e-05,2.854317228637526e-06,2.210591634649182e-08,7.4103039083915975e-09,2.47787870500083e-08,3.530475788076724e-13,1.8081983890524922e-10,9.367974581040931e-16,4.923030926449011e-12,7.302440942860974e-11,1.2796816086540556e-14,2.578396808133767e-07,3.392356369111146e-07,4.828365065579196e-12,2.326371754656435e-09,3.0145940290191245e-14
9.999999999999999e-10,0.13079101246362698,0.46346346346346345,0.0,0.0,0.0,0.07305528575841407,0.0,1.4487556667785766e-05,1.6395183420609015e-09,1.0831586061629516e-10,6.143557336222411e-07,2.5010876147198843e-09,7.5764760783407665e-06,5.5825008633244016e-12,0.0,0.46346348072077115,3.2366027897455134e-06,7.056241637033154e-06,1.4513469585189287e-05,2.8586918834259247e-06,2.2508599071944776e-08,7.543888956118906e-09,2.550414557437638e-08,3.6338294903522523e-13,1.889436219448156e-10,9.788857272116262e-16,5.0624152839046016e-12,7.640485606525751e-11,1.3390475303437718e-14,2.601588154600847e-07,3.4896731181403976e-07,4.96689274616993e-12,2.4367561425843405e-09,3.0629085539972505e-14
1.0036362072884196e-09,0.13079101246362698,0.46346346346346345,0.0,0.0,0.0,0.07305522093823281,0.0,1.4569169383265425e-05,1.6519701874580668e-09,1.089236037948031e-10,6.180289604610796e-07,2.5233495962050933e-09,7.612707313537397e-06,5.6155292387838945e-12,0.0,0.46346348091372747,3.25926994209251e-06,7.069531098240629e-06,1.4568945422604846e-05,2.8596043135041917e-06,2.2596384644712582e-08,7.57309810508253e-09,2.5662855771889954e-08,3.6564435473765104e-13,1.9073300208792758e-10,9.881562751024113e-16,5.092709778984219e-12,7.714934721781103e-11,1.3521223918704953e-14,2.606502558188318e-07,3.510849253658242e-07,4.997036481063454e-12,2.4610587974164062e-09,3.073350422268499e-14
1.024070909677457e-09,0.13079112465434767,0.46346346346346345,0.0,0.0,0.0,0.07305485663454765,0.0,1.5030219011023367e-05,1.7228530363528139e-09,1.1236124736372038e-10,6.387679915569927e-07,2.650451013515498e-09,7.816537368085723e-06,5.802289483286383e-12,0.0,0.4634634820245513,3.387993206033032e-06,7.143150977728374e-06,1.48804914306587e-05,2.864515175590914e-06,2.3093900054001275e-08,7.739187000079931e-09,2.6566170300526895e-08,3.7851537680247845e-13,2.009964533663229e-10,1.0413298988040422e-15,5.263753708562109e-12,8.141859103148248e-11,1.427102344154944e-14,2.63343732232418e-07,3.6305767648559934e-07,5.167466442768025e-12,2.600358751354219e-09,3.131923556026342e-14
1.0445056120664943e-09,0.13079123741189297,0.46346346346346345,0.0,0.0,0.0,0.07305449228233368,0.0,1.5495300254114425e-05,1.7952746712725043e-09,1.1583680667875991e-10,6.596659710808018e-07,2.7809435452998e-09,8.020720033061447e-06,5.990975150633606e-12,0.0,0.46346348318090297,3.518980131994883e-06,7.2149959148388495e-06,1.5191642662456176e-05,2.8690782534932764e-06,2.3598636410785292e-08,7.908565294110036e-09,2.7489115250470428e-08,3.916661257717708e-13,2.1161777377827758e-10,1.0963576058134796e-15,5.436110642105224e-12,8.583445052715702e-11,1.504662149788809e-14,2.6592414151203753e-07,3.751508501537774e-07,5.339611700939623e-12,2.7443167443512416e-09,3.1903136450506805e-14
1.0649403144555316e-09,0.1307913507264793,0.46346346346346345,0.0,0.0,0.0,0.07305412788074067,0.0,1.5964346870249963e-05,1.8692353051856637e-09,1.1935047316738513e-10,6.807168665604501e-07,2.9148348520420557e-09,8.22523196609612e-06,6.181554601990027e-12,0.0,0.46346348438363005,3.652217899185508e-06,7.285108672969947e-06,1.550236207975766e-05,2.8733198412896416e-06,2.4110758860993885e-08,8.08122621913543e-09,2.843207433192786e-08,4.0510206955366725e-13,2.2260469400866655e-10,1.1532794480483782e-15,5.609730738965309e-12,9.03992481895811e-11,1.5848427184300812e-14,2.683954607824667e-07,3.873614805867496e-07,5.513430063276646e-12,2.8929766901292697e-09,3.248521111797135e-14
1.085375016844569e-09,0.13079146458869523,0.46346346346346345,0.0,0.0,0.0,0.07305376342892327,0.0,1.6437295130746206e-05,1.944735001562284e-09,1.2290246104197365e-10,7.019149075779814e-07,3.0521322629550262e-09,8.430051618359759e-06,6.3739971474987675e-12,0.0,0.4634634856335758,3.7876937796731555e-06,7.353530985222333e-06,1.5812613842632707e-05,2.8772642513707065e-06,2.4630424191599067e-08,8.257161734564817e-09,2.9395430187576996e-08,4.188286608695865e-13,2.3396509395676306e-10,1.2121362504981009e-15,5.784566322648603e-12,9.511531970038483e-11,1.667685191672712e-14,2.7076160396612754e-07,3.9968667452267683e-07,5.688880369161537e-12,3.046381318010568e-09,3.306546578794114e-14
1.1058097192336063e-09,0.13079157898948054,0.46346346346346345,0.0,0.0,0.0,0.07305339892604117,0.0,1.6914083670011174e-05,2.0217736793830014e-09,1.2649300562164276e-10,7.232545774910644e-07,3.1928428039256705e-09,8.63515909921154e-06,6.568273003771934e-12,0.0,0.46346348693157885,3.925395136431299e-06,7.420303579222353e-06,1.6122363278568772e-05,2.8809339648457465e-06,2.515778114984559e-08,8.436362698448884e-09,3.037956425138927e-08,4.328513352425901e-13,2.457070022436981e-10,1.2729696086719114e-15,5.9605718125586294e-12,9.998501428451618e-11,1.7532309491933654e-14,2.7302641426191965e-07,4.121236094558229e-07,5.86592246454258e-12,3.204572201952968e-09,3.364390860879384e-14
1.1262444216226437e-09,0.1307916939201067,0.46346346346346345,0.0,0.0,0.0,0.0730530343712588,0.0,1.7394653345647972e-05,2.1003511180095236e-09,1.301223617664283e-10,7.447306051816432e-07,3.336973223335654e-09,8.840536051131999e-06,6.764353253968192e-12,0.0,0.46346348827847345,4.06530942123967e-06,7.485466201346858e-06,1.6431576852339088e-05,2.884349770472401e-06,2.5692970750571777e-08,8.618819016766254e-09,3.1384856626678815e-08,4.471755092598636e-13,2.5783859566807874e-10,1.3358218857789113e-15,6.137703655917995e-12,1.0501069503534773e-10,1.8415216145194537e-14,2.751936578350524e-07,4.246695319151669e-07,6.044517177446636e-12,3.3675897888781454e-09,3.422054956838441e-14
1.146679124011681e-09,0.1307918093721583,0.46346346346346345,0.0,0.0,0.0,0.07305266976374565,0.0,1.787894710838289e-05,2.1804669619198024e-09,1.3379080241591313e-10,7.66337956860626e-07,3.48453001591849e-09,9.04616553415086e-06,6.96220981027494e-12,0.0,0.46346348967508927,4.207424172475278e-06,7.54905764036433e-06,1.674022213661129e-05,2.887530892988994e-06,2.623612657201795e-08,8.804519773558456e-09,3.2411685980906784e-08,4.61806579073696e-13,2.70368198616908e-10,1.4007362096760003e-15,6.315920260092163e-12,1.1019473922017207e-10,1.9325990604475776e-14,2.772670185923084e-07,4.3732175578600376e-07,6.224626294101852e-12,3.5354734263107564e-09,3.479540041212547e-14
1.1671138264007184e-09,0.13079192533751632,0.46346346346346345,0.0,0.0,0.0,0.0730523051026758,0.0,1.8366909881085125e-05,2.262120725311336e-09,1.3749861722497192e-10,7.880718279538234e-07,3.6355194448029397e-09,9.252031919043443e-06,7.16181537862569e-12,0.0,0.46346349112225194,4.351727012823037e-06,7.611115750506465e-06,1.7048267783278445e-05,2.890495111662785e-06,2.6787375040513305e-08,8.993453344341088e-09,3.346042945507005e-08,4.767499191102404e-13,2.833042824380654e-10,1.4677564696166306e-15,6.495181925662807e-12,1.1553953856761481e-10,2.0265054141407715e-14,2.792500939281798e-07,4.500776606733035e-07,6.406212535654708e-12,3.7082613893456443e-09,3.536847456296037e-14
1.1875485287897557e-09,0.13079204180834178,0.46346346346346345,0.0,0.0,0.0,0.07305194038722823,0.0,1.885848844620179e-05,2.3453117965759762e-09,1.4124611128985077e-10,8.099276350908283e-07,3.789947561880581e-09,9.458120788625351e-06,7.363143425496096e-12,0.0,0.4634634926207825,4.498205646931848e-06,7.67167747398386e-06,1.73556834954949e-05,2.893258869803887e-06,2.7346835704425177e-08,9.185607494901736e-09,3.453146258578911e-08,4.920108809595044e-13,2.9665546477975996e-10,1.5369273128289485e-15,6.675450780329868e-12,1.2104749953831733e-10,2.123283061929392e-14,2.8114639133793585e-07,4.629346903056557e-07,6.589239535466085e-12,3.885990906959803e-09,3.593978703563702e-14
1.207983231178793e-09,0.13079215877706096,0.46346346346346345,0.0,0.0,0.0,0.0730515756165866,0.0,1.935363134098486e-05,2.4300394426494703e-09,1.4503360395831953e-10,8.319010082153427e-07,3.947820226624624e-09,9.66441884652812e-06,7.566168146634161e-12,0.0,0.4634634941714974,4.646847859038817e-06,7.730778862959283e-06,1.7662440000399703e-05,2.8958373759353277e-06,2.7914621497746676e-08,9.380969467317849e-09,3.5625159238460644e-08,5.075947924227115e-13,3.1043050890163725e-10,1.6082941409466175e-15,6.856690713727103e-12,1.2672104358008425e-10,2.2229746538354255e-14,2.829593258034492e-07,4.7589035097867146e-07,6.773671816966686e-12,4.068698187685321e-09,3.650935435377079e-14
