Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182),C6H10(185),C6H10(188),C3H5(39)
1.2081244452469777e-09,0.13079215958728105,0.46346346346346345,0.0,0.0,0.0,0.07305157309564357,3.2687009146544943e-13,1.935706477892968e-05,2.4306341905376535e-09,1.4506102793505752e-10,8.320524394838704e-07,3.948959052313364e-09,9.665845990372162e-06,7.567577051719809e-12,0.0,0.4634634941828584,4.647882511857558e-06,7.731182282891807e-06,1.7664557646596267e-05,2.8958545567931155e-06,2.791857454873544e-08,9.382330675146662e-09,3.563278373776752e-08,5.077034327873235e-13,3.105270183608316e-10,1.6087941447569359e-15,6.857939757254781e-12,1.2674938665806304e-10,2.2234733697415777e-14,2.8297157508270344e-07,4.7598003717453525e-07,6.7749485630991755e-12,4.069976644325043e-09,3.651326913861937e-14,1.2771852589807474e-12,5.126032578102046e-22,1.4616220149864805e-26,2.2131190580066986e-18,3.245328181785723e-24,4.3681398650799203e-29,3.0710806327640163e-29,2.4135710105218584e-26,1.7089325257290583e-26,7.204671558032557e-30,6.244707970159639e-15
1.2309617566466272e-09,0.13079229089250918,0.46346346346346345,0.0,0.0,0.0,0.07305116537037017,3.5241371615118046e-13,1.991460735121512e-05,2.5271529546053847e-09,1.4934194440885008e-10,8.567441457837382e-07,4.129505796060023e-09,9.89663352873074e-06,7.796461985334763e-12,0.0,0.463463495979099,4.8165630597438784e-06,7.795536914296102e-06,1.8006560852906116e-05,2.8985330225315263e-06,2.8563165023776594e-08,9.604466415195684e-09,3.6882525243591526e-08,5.255108282446403e-13,3.26437535458605e-10,1.6912246091628676e-15,7.061602502426193e-12,1.3328941887404073e-10,2.33839572205177e-14,2.84902499388024e-07,4.905734005513154e-07,6.982696073229367e-12,4.280137800764555e-09,3.7147746386161026e-14,1.3520246708395352e-12,5.772678315544498e-22,1.6460073820421133e-26,2.386147317743554e-18,3.722212723594235e-24,5.0100625212720826e-29,3.5223850238113494e-29,2.8202427320626636e-26,1.9971307878673852e-26,8.443694766843464e-30,6.636133232149849e-15
1.2537990680462767e-09,0.13079242280052492,0.46346346346346345,0.0,0.0,0.0,0.07305075757401427,3.7944640170108643e-13,2.0476471889240172e-05,2.6255884459722373e-09,1.5367372030545865e-10,8.815719372307529e-07,4.314369675798413e-09,1.0127651256552059e-05,8.02740042549601e-12,0.0,0.46346349784266816,4.9879137632843136e-06,7.858159698501408e-06,1.8347667171978778e-05,2.9010158458473765e-06,2.921842688752437e-08,9.830573019008713e-09,3.8161557606214475e-08,5.437356121404356e-13,3.4290130005101794e-10,1.7765213929684663e-15,7.2663892543952146e-12,1.400427075954965e-10,2.4570710790686864e-14,2.8673797095861215e-07,5.052835866324472e-07,7.1921081935305836e-12,4.496608010971893e-09,3.778009363508005e-14,1.4298689993152068e-12,6.486974322297357e-22,1.84968294273557e-26,2.5692667202917193e-18,4.258465857748593e-24,5.731907121179793e-29,4.029877225784298e-29,3.28596965557103e-26,2.3272266091603525e-26,9.866338321572115e-30,7.043785967546082e-15
1.2766363794459261e-09,0.13079255530181078,0.46346346346346345,0.0,0.0,0.0,0.07305034970545708,4.08027575491012e-13,2.1042593491336957e-05,2.7259391407502393e-09,1.5805685482638045e-10,9.065305904855799e-07,4.503558173097635e-09,1.0358884850378375e-05,8.260359330604119e-12,0.0,0.46346349977468654,5.161917902794945e-06,7.919097199853926e-06,1.8687840050030516e-05,2.903319593325679e-06,2.988449068812788e-08,1.0060630985794673e-08,3.9470394770057176e-08,5.623851086046633e-13,3.599311842618654e-10,1.8647511854779384e-15,7.472256849568465e-12,1.470127001490138e-10,2.5795601590774774e-14,2.884823315054887e-07,5.201073787316094e-07,7.403139161809153e-12,4.7194335110417064e-09,3.841033990639272e-14,1.5107910809957335e-12,7.274627971904728e-22,2.0742761615114623e-26,2.7628801554625075e-18,4.8602131552133824e-24,6.541920894795064e-29,4.5993551161005703e-29,3.818016031046151e-26,2.704381173857651e-26,1.1495647601282095e-29,7.46799182322758e-15
1.2994736908455756e-09,0.13079268838718008,0.46346346346346345,0.0,0.0,0.0,0.073049941763587,4.3821808215656055e-13,2.1612909415813792e-05,2.8282033523040442e-09,1.624918627952919e-10,9.316151653736769e-07,4.697078570985818e-09,1.0590321242217442e-05,8.495306618838725e-12,0.0,0.4634635017762684,5.338558867111182e-06,7.978394730710045e-06,1.902704436150045e-05,2.905459451400335e-06,3.056147823271808e-08,1.0294620397475577e-08,4.0809547775736474e-08,5.814666004286547e-13,3.7754028244037107e-10,1.9559818273345052e-15,7.679164463500331e-12,1.5420286867255077e-10,2.7059241171028905e-14,2.9013977169027266e-07,5.350416481114358e-07,7.615744467022552e-12,4.948659104562772e-09,3.9038516050884733e-14,1.5948646868490117e-12,8.141721239557962e-22,2.321521323389544e-26,2.9674001242620274e-18,5.534089319393842e-24,7.44903666136495e-29,5.237098523310262e-29,4.4243864258084266e-26,3.1342826795062866e-26,1.3357063325545958e-29,7.909075506608892e-15
1.322311002245225e-09,0.13079282204775808,0.46346346346346345,0.0,0.0,0.0,0.07304953374729943,4.700802005392001e-13,2.2187358955202743e-05,2.9323792377661997e-09,1.6697927320801115e-10,9.568209926168933e-07,4.894937975518675e-09,1.082194851471651e-05,8.732211128003378e-12,0.0,0.46346350384852086,5.517820149626861e-06,8.036096385098874e-06,1.9365246367379465e-05,2.907449342311166e-06,3.1249502961529586e-08,1.05325209899269e-08,4.217952471081635e-08,6.009873283632792e-13,3.957419097973306e-10,2.050282303454309e-15,7.887073509582862e-12,1.616167104433936e-10,2.8362245507240855e-14,2.917143315215408e-07,5.500833516046707e-07,7.829880815435931e-12,5.184328201912366e-09,3.9664654613163425e-14,1.6821645196570802e-12,9.09472901633735e-22,2.5932647565699165e-26,3.183248853853125e-18,6.287271047107659e-24,8.462917089981313e-29,5.949900338767202e-29,5.1138864615570403e-26,3.623189692327842e-26,1.5478621836257962e-29,8.36736081903584e-15
1.3451483136448746e-09,0.13079295627496504,0.46346346346346345,0.0,0.0,0.0,0.07304912565549693,5.036776605834728e-13,2.276588331984452e-05,3.0384648043455852e-09,1.7151962788698062e-10,9.821436619258021e-07,5.0971433355189554e-09,1.1053755805143805e-05,8.97104257777575e-12,0.0,0.46346350599254466,5.699685344441218e-06,8.092245071479655e-06,1.9702413674684343e-05,2.909302030254171e-06,3.1948670306083036e-08,1.0774312213713627e-08,4.358083066937056e-08,6.209544905423308e-13,4.1454960102197705e-10,2.1477227358604532e-15,8.095947540722563e-12,1.6925774818591555e-10,2.9705235055315394e-14,2.932099014288964e-07,5.652295293001048e-07,8.045506097705123e-12,5.4264828584875656e-09,4.028878970747168e-14,1.772766210454968e-12,1.014053806366831e-21,2.891470237617554e-26,3.4108584121886797e-18,7.127511464530169e-24,9.594001082275997e-29,6.745099119797577e-29,5.896187416312952e-26,4.177977272536776e-26,1.7891168350452732e-29,8.843170691653554e-15
1.367985625044524e-09,0.13079309106050038,0.46346346346346345,0.0,0.0,0.0,0.07304871748708894,5.39075660167926e-13,2.3348425530053672e-05,3.146457915434996e-09,1.7611348023247362e-10,1.0075790104607812e-06,5.303701460640417e-09,1.1285733217432978e-05,9.211771534184993e-12,0.0,0.46346350820943405,5.884138142629011e-06,8.14688254461846e-06,2.003851519704583e-05,2.9110292185572715e-06,3.2659078032097195e-08,1.1019973285806257e-08,4.501396771905942e-08,6.413752420133639e-13,4.339771088831461e-10,2.2483743764358885e-15,8.30575215406492e-12,1.7712953036031355e-10,3.1088834802453084e-14,2.946302239164131e-07,5.80477302291435e-07,8.262579356853122e-12,5.6751638119023106e-09,4.091095689508008e-14,1.8667463140192575e-12,1.1286466623864445e-21,3.2182245837448354e-26,3.650670822198177e-18,8.06317619183575e-24,1.0853552349647709e-28,7.630613235259306e-29,6.781894873484293e-26,4.806186001018784e-26,2.0628583805056124e-29,9.33682722331849e-15
1.3908229364441735e-09,0.13079322639632798,0.46346346346346345,0.0,0.0,0.0,0.07304830924099194,5.763408818531155e-13,2.3934930316170232e-05,3.256356296523722e-09,1.8076139406335128e-10,1.0331231116669453e-06,5.514619037896797e-09,1.1517871741609545e-05,9.454369376152671e-12,0.0,0.4634635105002763,6.071162328645931e-06,8.200049436607819e-06,2.0373521116380614e-05,2.912641638642424e-06,3.338081656777637e-08,1.1269483233554985e-08,4.647943487460789e-08,6.622566943597474e-13,4.540384028177849e-10,2.3523095996105092e-15,8.516454898780521e-12,1.8523563143337237e-10,3.251367431515881e-14,2.9597889570790873e-07,5.958238704872522e-07,8.48106075711176e-12,5.930410518178411e-09,4.153119305866811e-14,1.9641823034507547e-12,1.2540284702897693e-21,3.575743436797975e-26,3.903138175414544e-18,9.103281091552967e-24,1.2253710259193301e-28,8.614976605614298e-29,7.782621606386938e-26,5.516074043226694e-26,2.372802593549607e-29,9.848651720163805e-15
1.413660247843823e-09,0.1307933622746621,0.46346346346346345,0.0,0.0,0.0,0.07304790091612923,6.155415095307601e-13,2.452534402586141e-05,3.3681575409207946e-09,1.8546394254075807e-10,1.058772264485586e-06,5.729902646784609e-09,1.1750163179975579e-05,9.698808263946666e-12,0.0,0.4634635128661522,6.260741776878795e-06,8.251785287052275e-06,2.0707402845617735e-05,2.9141491314711966e-06,3.411396931809451e-08,1.1522820932031321e-08,4.797772807672416e-08,6.836059153997459e-13,4.747476675094142e-10,2.4596018949961713e-15,8.728025186967244e-12,1.9357965213220362e-10,3.398038778424326e-14,2.9725937030599663e-07,6.112665104804345e-07,8.70091155361484e-12,6.1922611869576926e-09,4.214953629088413e-14,2.065152563894894e-12,1.3910235041800764e-21,3.966377243633107e-26,4.16872274493308e-18,1.0257531756963138e-23,1.3807543024285878e-28,9.707376090879813e-29,8.911064892788126e-26,6.316672390692815e-26,2.7230185251588774e-29,1.0378964736462282e-14
1.4593348706431221e-09,0.13079363562888605,0.46346346346346345,0.0,0.0,0.0,0.07304708402583429,7.000293238384878e-13,2.571769119844358e-05,3.5974583645877073e-09,1.9503527703889965e-10,1.1103719870562342e-06,6.1735938187572484e-09,1.2215175683817424e-05,1.019310155193352e-11,0.0,0.4634635178272958,6.647502387960232e-06,8.351116732759045e-06,2.1371685326589968e-05,2.9168846723923027e-06,3.561481772679092e-08,1.2040894493285818e-08,5.1074760928119175e-08,7.277357147925458e-13,5.181679155341994e-10,2.684557192221321e-15,9.153654851807597e-12,2.1099598798891338e-10,3.704199671953599e-14,2.9962884421944393e-07,6.42429483411328e-07,9.144571636272065e-12,6.735921221003718e-09,4.338070173971087e-14,2.2780139533636946e-12,1.7033999711140686e-21,4.8571033366321053e-26,4.7411442030962585e-18,1.2950995695385404e-23,1.7433492732948089e-28,1.2256536306075963e-28,1.1607821587810818e-25,8.230351795662678e-26,3.5624768470212336e-29,1.1496335040015288e-14
1.5004420311624913e-09,0.13079388342964465,0.46346346346346345,0.0,0.0,0.0,0.07304634854452886,7.834027864650619e-13,2.6803664136008555e-05,3.810310240085972e-09,2.038422359990648e-10,1.1571381420490525e-06,6.587911969709291e-09,1.2634142025719249e-05,1.0643997580206581e-11,0.0,0.46346352255964923,7.0041658908138135e-06,8.43599618619218e-06,2.1965431988540256e-05,2.9190708023863786e-06,3.7005321187625956e-08,1.2520037582218357e-08,5.397926741037517e-08,7.691223043134201e-13,5.596088558793594e-10,2.899257964712893e-15,9.539416862646165e-12,2.2752104360145822e-10,3.9947112003941495e-14,3.015599578576505e-07,6.707789013905834e-07,9.548181667914492e-12,7.248159794483177e-09,4.4482679923260034e-14,2.4824811761633916e-12,2.033571331140277e-21,5.798572962240952e-26,5.306034326373082e-18,1.5878482735990776e-23,2.1374557465800263e-28,1.5027217878369777e-28,1.4624286752380514e-25,1.0371465974449917e-25,4.504770520635709e-29,1.2568400951422414e-14
1.5415491916818605e-09,0.13079413287718528,0.46346346346346345,0.0,0.0,0.0,0.07304561279158925,8.741777129472794e-13,2.790153303165195e-05,4.029284489355356e-09,2.1283545359009712e-10,1.2041963512352906e-06,7.016474816727618e-09,1.3053506866799003e-05,1.1100458365822877e-11,0.0,0.4634635275516223,7.368861436520706e-06,8.516807074446341e-06,2.2555144225497715e-05,2.9210365635761635e-06,3.843381329098196e-08,1.3011249969367912e-08,5.699770128702737e-08,8.121323633149551e-13,6.03379507998827e-10,3.1260287459878746e-15,9.92759039827013e-12,2.4487418106946157e-10,4.2997977369553817e-14,3.0331760863331573e-07,6.994005292226214e-07,9.955672809975627e-12,7.782336000758593e-09,4.5579161489639716e-14,2.6996593373006053e-12,2.416586454190469e-21,6.890726769245059e-26,5.921090616570307e-18,1.9362839461072956e-23,2.6065376988224486e-28,1.8324981898054122e-28,1.8310796239911957e-25,1.298883549512729e-25,5.660027165128176e-29,1.3705325043417058e-14
1.5826563522012296e-09,0.130794383933725,0.46346346346346345,0.0,0.0,0.0,0.0730448767609805,9.728081831879444e-13,2.9011033436743477e-05,4.254362986912085e-09,2.2201849390518737e-10,1.2515318981114216e-06,7.459318416026262e-09,1.3473244059851023e-05,1.1562346231482217e-11,0.0,0.46346353280928326,7.741497834836558e-06,8.593744182263437e-06,2.3140695277917005e-05,2.922815640765906e-06,3.9900563306176706e-08,1.3514406157680037e-08,6.013284233266591e-08,8.568055088659871e-13,6.495701905350657e-10,3.3653374693746298e-15,1.0318053813473831e-11,2.6307737725752585e-10,4.6198463571897253e-14,3.0491719424552154e-07,7.282809962853572e-07,1.0366854841941113e-11,8.338631916742203e-09,4.667039879041144e-14,2.9300374502927125e-12,2.8592649203185994e-21,8.153011185052715e-26,6.5893917582531024e-18,2.3491501418646498e-23,3.1623688864520066e-28,2.2232595067732515e-28,2.279260772426975e-25,1.6171648341492006e-25,7.068732458845409e-29,1.4908955213214457e-14
1.6237635127205988e-09,0.13079463656312815,0.46346346346346345,0.0,0.0,0.0,0.07304414044673709,1.0797653155679475e-12,3.013191243605004e-05,4.485526616378653e-09,2.3139495607440997e-10,1.2991317011147904e-06,7.916478527798663e-09,1.3893331888661197e-05,1.202952971459629e-11,0.0,0.4634635383386326,8.121984619295946e-06,8.666992967996987e-06,2.3721968671404098e-05,2.92443687709198e-06,4.140578760794433e-08,1.4029380581978914e-08,6.338743752963199e-08,9.031808911475434e-13,6.982733667479266e-10,3.617663179361544e-15,1.0710698971471921e-11,2.82152899855313e-10,4.955249259931909e-14,3.0637289240612744e-07,7.574075858661821e-07,1.0781546845737522e-11,8.917219032476908e-09,4.775664922673412e-14,3.1741133481955843e-12,3.369115785416714e-21,9.606838763777184e-26,7.314131990309776e-18,2.836296852203021e-23,3.8182132381773536e-28,2.684329901649713e-28,2.8214313660469627e-25,2.002289183025097e-25,8.77772325156897e-29,1.61811348676003e-14
1.664870673239968e-09,0.13079489073104011,0.46346346346346345,0.0,0.0,0.0,0.07304340384296235,1.195537553353134e-12,3.1263927720921144e-05,4.722755350986779e-09,2.409684636915543e-10,1.3469841705570082e-06,8.38799074512377e-09,1.4313752424667751e-05,1.2501883198737553e-11,0.0,0.4634635441456041,8.51023200881818e-06,8.736730010614803e-06,2.4298857668207078e-05,2.9259249789125306e-06,4.294965370618962e-08,1.4556047768374695e-08,6.676420110100127e-08,9.51297193918204e-13,7.495836172485333e-10,3.883495890333103e-15,1.1105430062124596e-11,3.0212330987723373e-10,5.306403811702921e-14,3.0769773505120375e-07,7.867682036486969e-07,1.1199576757443461e-11,9.51825877182386e-09,4.883817384125375e-14,3.432393453521898e-12,3.9543903679461334e-21,1.1275738718852597e-25,8.098623049506577e-18,3.4087898713487836e-23,4.58897219137891e-28,3.2261845888449715e-28,3.474224094396298e-25,2.4661070762700464e-25,1.0840987895517034e-28,1.7523703706167797e-14
1.7059778337593371e-09,0.13079514640456275,0.46346346346346345,0.0,0.0,0.0,0.07304266694382787,1.3206309433795749e-12,3.240684676916962e-05,4.966028329297493e-09,2.507426555746317e-10,1.3950790765568019e-06,8.873890603212206e-09,1.4734490977346078e-05,1.2979286576522408e-11,0.0,0.4634635502360645,8.906150874388213e-06,8.803123435012542e-06,2.4871264746062966e-05,2.9273011169884723e-06,4.453228397118267e-08,1.5094282450195328e-08,7.026581457593148e-08,1.001192635441101e-12,8.035976127916914e-10,4.163336445609481e-15,1.1502162511003848e-11,3.2301146378569676e-10,5.6737125844584613e-14,3.0890368214179626e-07,8.163513477322286e-07,1.162078094080462e-11,1.0141902987731664e-08,4.9915236054318674e-14,3.705392531899524e-12,4.62413804999646e-21,1.3185516051986703e-25,8.946296061714577e-18,4.0790284790232656e-23,5.491343236346287e-28,3.8605612698295405e-28,4.256708750150625e-25,3.02220959962497e-25,1.3320546701686395e-28,1.8938498474466048e-14
1.7470849942787063e-09,0.1307954035522519,0.46346346346346345,0.0,0.0,0.0,0.07304192974357288,1.4555694067241022e-12,3.3560446116620794e-05,5.2153239264923316e-09,2.607211776701038e-10,1.4434074271216244e-06,9.374213671953965e-09,1.515553562415532e-05,1.3461624940061579e-11,0.0,0.46346355661581423,9.309652710378649e-06,8.866333317110916e-06,2.543910110253313e-05,2.9285834397075173e-06,4.615375908322575e-08,1.56439596502717e-08,7.389492688012503e-08,1.0529049697694057e-12,8.604140871407377e-10,4.457696376860072e-15,1.1900821972136583e-11,3.4484051526732946e-10,6.05758338720334e-14,3.1000169425430126e-07,8.461460800794875e-07,1.2045003781027748e-11,1.0788294433815261e-08,5.098810047426092e-14,3.993633431963838e-12,5.38826515658805e-21,1.536441946077294e-25,9.86070337881237e-18,4.860871703135824e-23,6.543990024307137e-28,4.600579695477062e-28,5.190680768493121e-25,3.6861352059432457e-25,1.6287416606449077e-28,2.042735368927492e-14
1.7881921547980755e-09,0.1307956621439606,0.46346346346346345,0.0,0.0,0.0,0.07304119223650389,1.6008950007972809e-12,3.472451071193584e-05,5.470619821344561e-09,2.709076760158215e-10,1.49196135608465e-06,9.888995633458822e-09,1.5576876811879363e-05,1.3948788296962423e-11,0.0,0.46346356329058785,9.72064961034181e-06,8.926512069138706e-06,2.600228618431143e-05,2.929787507454279e-06,4.781412121936108e-08,1.6204954736679073e-08,7.765415444607966e-08,1.1064714883125314e-12,9.201338100209752e-10,4.7670977639768696e-15,1.2301343402227986e-11,3.676339166727555e-10,6.458429291653991e-14,3.110018032898882e-07,8.761419993634262e-07,1.247209729851734e-11,1.1457567212717849e-08,5.205703188389323e-14,4.297646812601852e-12,6.257597084940417e-21,1.7843318514720749e-25,1.0845520357443183e-17,5.76977377139518e-23,7.767724860118543e-28,5.460869932008019e-28,6.300976824708393e-25,4.475595956394652e-25,1.9822667484646689e-28,2.1992102329306006e-14
1.8292993153174447e-09,0.13079592215076788,0.46346346346346345,0.0,0.0,0.0,0.07304045441699421,1.7571681725175232e-12,3.58988333403309e-05,5.731893059194658e-09,2.8130579058936954e-10,1.5407340201278387e-06,1.0418272347427082e-08,1.5998507015769272e-05,1.4440671308205546e-11,0.0,0.4634635702660543,1.01390542468841e-05,8.98380480644465e-06,2.6560747239800987e-05,2.9309266632482527e-06,4.9513377004117095e-08,1.677714346274073e-08,8.154608133491067e-08,1.161929021567674e-12,9.8285956018033e-10,5.09207309550411e-15,1.2703670209989128e-11,3.9141542014794466e-10,6.876668652448617e-14,3.119131804851985e-07,9.063292151177125e-07,1.2901920781166095e-11,1.2149847202832259e-08,5.3122294362748046e-14,4.617970859792028e-12,7.243943776492995e-21,2.065589036428962e-25,1.1904547077304195e-17,6.82292915066657e-23,9.185704117553527e-28,6.45770970848859e-28,7.6158191663481785e-25,5.410724458101106e-25,2.401857586476085e-28,2.363457649046855e-14
1.8704064758368136e-09,0.13079618354488692,0.46346346346346345,0.0,0.0,0.0,0.07303971627948329,1.9249680021989083e-12,3.708321410604252e-05,5.9991201111606185e-09,2.919191499271351e-10,1.5897195042805329e-06,1.0962079906349255e-08,1.6420420446890952e-05,1.493717304529959e-11,0.0,0.4634635775478168,1.0564779855282948e-05,9.038349696784109e-06,2.711441889375768e-05,2.9320123503204044e-06,5.1251500244166876e-08,1.7360401997643998e-08,8.557325936523408e-08,1.219313940953055e-12,1.0486960985684069e-09,5.433165129679468e-15,1.3107753475300383e-11,4.162090784764494e-10,7.31272512225007e-14,3.1274420121932645e-07,9.366983231236181e-07,1.3334340434179343e-11,1.2865252464492047e-08,5.418415043815261e-14,4.9551509946660645e-12,8.360168660557521e-21,2.3838816350530456e-25,1.3041709996470658e-17,8.039427688366385e-23,1.0823637270757824e-27,7.6091713332156515e-28,9.167190723754025e-25,6.514342980278373e-25,2.8979883050342675e-28,2.53566080023832e-14
1.9115136363561828e-09,0.1307964462995943,0.46346346346346345,0.0,0.0,0.0,0.07303897781847653,2.104892437893148e-12,3.827745996578467e-05,6.2722769298028e-09,3.027513664174023e-10,1.638912735267557e-06,1.1520454682048364e-08,1.6842612800454927e-05,1.543819676467033e-11,0.0,0.4634635851414138,1.099774022047698e-05,9.09027829298341e-06,2.7663242742853988e-05,2.933054384645977e-06,5.3028434464638715e-08,1.795460695062223e-08,8.973820824746195e-08,1.2786621607166949e-12,1.1177501416376362e-09,5.7909267561087205e-15,1.3513551233290655e-11,4.4203924564954415e-10,7.767027662036016e-14,3.1350250641463214e-07,9.672403819694892e-07,1.3769229046623538e-11,1.3603893626691148e-08,5.524286038805701e-14,5.309739574355947e-12,9.62026119497721e-21,2.743198887293507e-25,1.4261063541989113e-17,9.440420358513721e-23,1.2710010219753345e-27,8.93527865527985e-28,1.0991243050916205e-24,7.812256238134559e-25,3.4825164686540246e-28,2.716002900668719e-14
1.952620796875552e-09,0.13079671038916033,0.46346346346346345,0.0,0.0,0.0,0.07303823902854466,2.2975585199489396e-12,3.948138430783072e-05,6.551339001414228e-09,3.1380603220162285e-10,1.6883094021801302e-06,1.2093433364604226e-08,1.7265081040173224e-05,1.5943649697844282e-11,0.0,0.4634635930523191,1.1437849667102058e-05,9.139715849680778e-06,2.8207166971275344e-05,2.9340611879251848e-06,5.484409526074087e-08,1.855963538983101e-08,9.40434157232785e-08,1.3400091399192753e-12,1.1901303347679362e-09,6.165920858081656e-15,1.3921027819026577e-11,4.68930577177116e-10,8.240010546805162e-14,3.141950604964407e-07,9.97946890733492e-07,1.4206465673978992e-11,1.4365874255151616e-08,5.6298681679967e-14,5.682295586850479e-12,1.103941314452952e-20,3.1478728916812647e-25,1.5566791634129647e-17,1.104929616825391e-22,1.487632365959116e-27,1.0458174597998368e-27,1.3128739342623687e-24,9.333569474586124e-25,4.168831947342508e-28,2.904667249715741e-14
1.993727957394921e-09,0.13079697578878693,0.46346346346346345,0.0,0.0,0.0,0.07303749990432333,2.5036025956027412e-12,4.069480657151487e-05,6.836281395112685e-09,3.250867156175454e-10,1.737905883947894e-06,1.2681052994664576e-08,1.7687823213865326e-05,1.64534428560146e-11,0.0,0.4634636012859422,1.1885023052257262e-05,9.186781624868377e-06,2.8746145985428667e-05,2.9350399863053603e-06,5.669837247823795e-08,1.9175364857443377e-08,9.849133770963552e-08,1.4033898844831157e-12,1.2659472258176812e-09,6.5587201755399794e-15,1.4330153268174948e-11,4.969080301528983e-10,8.732113366945101e-14,3.148282058925606e-07,1.028809767738477e-06,1.4645935335867038e-11,1.5151291202589166e-08,5.735186838704369e-14,6.073384341082882e-12,1.2634098735324348e-20,3.602601463452991e-25,1.6963209143032012e-17,1.2891870785911428e-22,1.735734724986643e-27,1.2202299795895776e-27,1.5625534844297242e-24,1.1111033522096964e-24,4.97201849749176e-28,3.101837282257312e-14
2.0348351179142903e-09,0.13079724247455124,0.46346346346346345,0.0,0.0,0.0,0.07303676044051283,2.7236805234438817e-12,4.191755190204059e-05,7.127078808911075e-09,3.365969581202822e-10,1.7876991831043222e-06,1.3283350990126926e-08,1.811083829563095e-05,1.696749084759481e-11,0.0,0.46346360984762835,1.2339175760700378e-05,9.231589166966374e-06,2.9280140066835308e-05,2.9359969800316604e-06,5.8591132236082655e-08,1.980167338283846e-08,1.0308439844623474e-07,1.4688389492888616e-12,1.3453132388050707e-09,6.9699071687214886e-15,1.4740902769700397e-11,5.259968630879964e-10,9.243781025502376e-14,3.154077140500783e-07,1.0598213303273152e-06,1.5087528728339823e-11,1.5960234942033824e-08,5.840267073009115e-14,6.483577153415375e-12,1.4422158824722534e-20,4.1124721378597596e-25,1.845476327667627e-17,1.4996587470986895e-22,2.0191390367444225e-27,1.4194582885270395e-27,1.8533097088106034e-24,1.3181418612968622e-24,5.909028887839281e-28,3.307696615290706e-14
2.0759422784336595e-09,0.1307975104233541,0.46346346346346345,0.0,0.0,0.0,0.0730360206318774,2.9584678676385873e-12,4.314945083594629e-05,7.423705612940734e-09,3.4834027162137184e-10,1.837686865347187e-06,1.3900365168080282e-08,1.8534126050369214e-05,1.748571170747145e-11,0.0,0.4634636187426593,1.2800223702180067e-05,9.274246588155487e-06,2.9809115042286192e-05,2.936937488698082e-06,6.052221880395647e-08,2.043843949533984e-08,1.0782499064576446e-07,1.5363904403113003e-12,1.4283426477233463e-09,7.400073882499987e-15,1.515325616663531e-11,5.562226355264374e-10,9.775463731596554e-14,3.1593883299240154e-07,1.0909742756074103e-06,1.5531141950007085e-11,1.6792789884057716e-08,5.94513347707744e-14,6.9134510316424845e-12,1.642288922694649e-20,4.682987358629455e-25,2.0046034899391302e-17,1.7394730900859459e-22,2.3420590244630035e-27,1.6464643011994643e-27,2.1909068492414803e-24,1.5585918782611846e-24,6.998874441998854e-28,3.522429091004485e-14
2.1170494389530286e-09,0.13079777961287298,0.46346346346346345,0.0,0.0,0.0,0.07303528047324519,3.2086600818332185e-12,4.439033901348866e-05,7.726135889988391e-09,3.6032013619632726e-10,1.8878670044279015e-06,1.4532133762713334e-08,1.8957686917301216e-05,1.8008026736888516e-11,0.0,0.4634636279762532,1.3268083310627911e-05,9.314856824639191e-06,3.0333041970407468e-05,2.9378660757926557e-06,6.249145634606913e-08,2.1085542237127275e-08,1.1271547564680012e-07,1.606078016795714e-12,1.5151515504920086e-09,7.849821811426734e-15,1.556719750063482e-11,5.876112074552099e-10,1.0327616990205709e-13,3.1642633151096465e-07,1.122261662117041e-06,1.597667624117192e-11,1.764903467869707e-08,6.049810202962028e-14,7.363588357516593e-12,1.8657133338720143e-20,5.320090892752191e-25,2.1741739780357397e-17,2.012065451232623e-22,2.7091218326566114e-27,1.904500514235742e-27,2.581787399058647e-24,1.837058880495418e-24,8.262829913691957e-28,3.746218816451326e-14
2.158156599472398e-09,0.13079805002151862,0.46346346346346345,0.0,0.0,0.0,0.07303453995950752,3.4749726826915252e-12,4.5640056914961225e-05,8.03434347349452e-09,3.725399981197846e-10,1.938238131939329e-06,1.517869543974441e-08,1.9381521909880445e-05,1.8534360353084144e-11,0.0,0.4634636375535655,1.3742671544954602e-05,9.353517884454977e-06,3.08518968438508e-05,2.9387866554209526e-06,6.449865054126728e-08,2.174286117643738e-08,1.1775818356963396e-07,1.6779348934736238e-12,1.6058578430456087e-09,8.319761765484871e-15,1.5982714596987404e-11,6.20188738520193e-10,1.090070158852016e-13,3.1687454013541935e-07,1.1536768923699085e-06,1.642403773550186e-11,1.8529042502794757e-08,6.154320919559379e-14,7.834576568690837e-12,2.1147379213001648e-20,6.030195513825958e-25,2.3546729771793605e-17,2.3212021998429996e-22,3.1254005711764136e-27,2.1971328783922277e-27,3.033137648293867e-24,2.1586815692998484e-24,9.7246546550576e-28,3.9792501999948236e-14
