Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182),C6H10(185),C6H10(188),C3H5(39)
6.043951981205976e-08,0.13139030859768974,0.46346346346346345,0.0,0.0,0.0,0.07144447889983199,1.1508590812802605e-06,0.002860586769462311,5.217426307763837e-06,5.487937808042209e-07,0.0003655374377262905,4.8210341593656065e-05,0.0010558983343689195,9.258276149992864e-09,0.0,0.46400759344061565,0.0009234677101185688,9.906301930156507e-06,7.877662108820366e-05,4.987653078945542e-06,4.79381712729606e-06,1.3328265154175876e-06,0.00018087344994145222,2.586157496085923e-09,6.401840567131655e-05,3.316753989438034e-10,3.015494563736741e-09,1.64622112380876e-05,2.901162005413217e-09,6.43199980005753e-07,5.869769279090143e-05,8.415602428827191e-10,1.891118729440444e-05,6.99752905923274e-12,6.27917029510484e-08,2.874884046602901e-10,8.20674582261529e-15,7.806716669531174e-12,5.832023432325922e-11,7.963251022547415e-16,5.585428576802864e-16,1.471818257135742e-11,1.3305441519121765e-11,5.191599818495741e-15,8.098216464411334e-10
6.124835925180001e-08,0.13139969298088175,0.46346346346346345,0.0,0.0,0.0,0.07141672018150344,1.197920320082965e-06,0.0029030093094449157,5.397392293202408e-06,5.652192327916501e-07,0.0003737347703680315,4.997171878317635e-05,0.0010742617423889953,9.623968776424683e-09,0.0,0.46402067793227847,0.0009310352904698125,9.902483517994544e-06,7.889539885574322e-05,5.0039994520498276e-06,4.832232941373298e-06,1.343394201714996e-06,0.00018449796495248355,2.638103059996496e-09,6.614579985198755e-05,3.426972984336216e-10,3.083119203640094e-09,1.7049608956386367e-05,3.0046844628330093e-09,6.480826764198742e-07,5.960942659151868e-05,8.546779923059562e-10,1.9344685200893403e-05,7.157083314010198e-12,6.431882122384515e-08,3.115716066550233e-10,8.89434457251988e-15,8.125954526837797e-12,6.390622890063201e-11,8.727261323467553e-16,6.121362178210077e-16,1.628952715487435e-11,1.4767424662903907e-11,5.746173466342686e-15,8.371578018389037e-10
6.286603813128052e-08,0.13141851507810817,0.46346346346346345,0.0,0.0,0.0,0.07136089943020825,1.295588673971036e-06,0.0029880034305286,5.771261613954538e-06,5.988441635911751e-07,0.0003903006928032258,5.3611921837973915e-05,0.0011111294849964648,1.0384534939763526e-08,0.0,0.464047136865903,0.0009458352352760167,9.894804325137198e-06,7.913349395331055e-05,5.035870144220784e-06,4.907222115452095e-06,1.3640220376736872e-06,0.00019176256160836541,2.742230053176129e-09,7.0498360726638e-05,3.6524765095885327e-10,3.2197813124374817e-09,1.8257914951881618e-05,3.2176355505434633e-09,6.578778870730587e-07,6.143878012633505e-05,8.810002978857834e-10,2.0220930513826097e-05,7.479902451526681e-12,6.740649419196825e-08,3.645641814523165e-10,1.0407367149202872e-14,8.788483822522501e-12,7.640710710428114e-11,1.0437446638745286e-15,7.32105006975001e-16,1.985775722488532e-11,1.8102923864823442e-11,7.0055948747230075e-15,8.932074973610883e-10
6.43143389356466e-08,0.1314354246373814,0.46346346346346345,0.0,0.0,0.0,0.0713105896275163,1.3870943368155498e-06,0.003064262226951273,6.12217071028093e-06,6.298247592289362e-07,0.0004053208271737401,5.700509330485092e-05,0.00114428584555019,1.1099059888509143e-08,0.0,0.464071144097472,0.0009587135714254437,9.887882550211626e-06,7.934718469322451e-05,5.063491980101665e-06,4.972315502856131e-06,1.3819269707289608e-06,0.00019828132079465478,2.8356810260454308e-09,7.450422809768984e-05,3.86001805709556e-10,3.3436913304326874e-09,1.937757368005528e-05,3.4149638356906013e-09,6.666801572814407e-07,6.308305452596292e-05,9.046618667705307e-10,2.1015633024374067e-05,7.77303086948074e-12,7.020751946502865e-08,4.1787982207768154e-10,1.1929655321987617e-14,9.409209075241181e-12,8.9246185141993e-11,1.2194415293753644e-15,8.553606693526848e-16,2.358771425899263e-11,2.1609779689302424e-11,8.322208059269328e-15,9.449357648251143e-10
6.576263974001267e-08,0.13145238692005673,0.46346346346346345,0.0,0.0,0.0,0.07125997466210023,1.4824951512138526e-06,0.0031406708522054142,6.488833092127814e-06,6.616339074361715e-07,0.0004205138868526443,6.0526275669885786e-05,0.0011775714167650386,1.184594853419618e-08,0.0,0.46409544232506583,0.00097124826355054,9.880918127737938e-06,7.956128129095925e-05,5.090271866327821e-06,5.035521125628083e-06,1.3993118925116418e-06,0.00020481112030167083,2.929303877055506e-09,7.861134282507884e-05,4.072805169642874e-10,3.469027944875774e-09,2.0532945006422957e-05,3.618586408589163e-09,6.755120243605068e-07,6.473322315786559e-05,9.284104168618782e-10,2.181969664498614e-05,8.06995919803968e-12,7.304189299767457e-08,4.772158369936059e-10,1.3623883090538279e-14,1.0056357243755432e-11,1.0381002988115015e-10,1.418795551780458e-15,9.952182267632628e-16,2.788764554883981e-11,2.56744400588857e-11,9.840126514294494e-15,9.981130863419334e-10
6.721094054437874e-08,0.1314693997814101,0.46346346346346345,0.0,0.0,0.0,0.0712090640649482,1.5818432936605657e-06,0.003217224543989132,6.871693551117823e-06,6.942720106058659e-07,0.00043587480888963544,6.417664985359129e-05,0.0012109754979921653,1.2625786521155179e-08,0.0,0.46412002208778275,0.0009834466578719063,9.873912378536962e-06,7.97757002490752e-05,5.1162282126652365e-06,5.09687992200721e-06,1.4161880844786732e-06,0.00021134928984459545,3.0230603120358446e-09,8.281796000497095e-05,4.290747444814294e-10,3.5957493764527073e-09,2.172394936131757e-05,3.828489249821602e-09,6.843721959164983e-07,6.63890882221998e-05,9.522430056016656e-10,2.2632859511895884e-05,8.370561457140574e-12,7.590841711259824e-08,5.430486219053527e-10,1.5503662057878318e-14,1.0730282275846838e-11,1.2027248314342824e-10,1.6441989221680461e-15,1.153357801319956e-15,3.282479532068387e-11,3.036649166931864e-11,1.158311396574334e-14,1.052726579484347e-09
6.865924134874482e-08,0.1314864611231323,0.46346346346346345,0.0,0.0,0.0,0.07115786715893765,1.6851892670277678e-06,0.003293918631779854,7.271196659314792e-06,7.277392862782596e-07,0.0004513986443073325,6.795732350597673e-05,0.0012444876481662712,1.343914272072901e-08,0.0,0.46414487413931743,0.0009953159530992392,9.866866594571576e-06,7.999036134253249e-05,5.141379062304649e-06,5.1564320396819345e-06,1.4325666107173904e-06,0.00021789330599054032,3.1169141218088636e-09,8.712229744274959e-05,4.5137525481952465e-10,3.7238148032230853e-09,2.2950489908491977e-05,4.044655296516368e-09,6.932593111425089e-07,6.805045695897252e-05,9.761568272113111e-10,2.345486617970505e-05,8.674764700940288e-12,7.880592016001786e-08,6.158748952441619e-10,1.7583185138388326e-14,1.143132676607862e-11,1.3881889959761562e-10,1.8982031107070917e-15,1.331571619877414e-15,3.847194027769032e-11,3.57617766143562e-11,1.3576890617876691e-14,1.1087627696743013e-09
7.01075421531109e-08,0.13150356889263334,0.46346346346346345,0.0,0.0,0.0,0.07110639306283854,1.792581927444566e-06,0.003370748535578194,7.687786364696162e-06,7.620357734839564e-07,0.0004670805558304578,7.186933195133244e-05,0.0012780976820365706,1.428656901186259e-08,0.0,0.46416998944373816,0.0010068632046355654,9.859782039514486e-06,8.020518751552948e-05,5.1657421015265645e-06,5.214216855494305e-06,1.448458323323617e-06,0.00022444078480919188,3.2108310795051996e-09,9.152254036528427e-05,4.74172645750111e-10,3.853184329778358e-09,2.4212453517737905e-05,4.267064613781372e-09,7.021719491088837e-07,6.971714158152042e-05,1.0001491662480815e-09,2.4285467470130634e-05,8.982512006526625e-12,8.173325623816868e-08,6.962115650946277e-10,1.9877222812913607e-14,1.215982213813419e-11,1.596464595591644e-10,2.183523262938945e-15,1.5317671395503731e-15,4.4907626783037844e-11,4.1942719126964074e-11,1.584921711521291e-14,1.166207641776464e-09
7.155584295747697e-08,0.13152072108249702,0.46346346346346345,0.0,0.0,0.0,0.07105465069522192,1.9040685115903935e-06,0.0034477097646603257,8.121905597726654e-06,7.971613388446659e-07,0.00048291581566648086,7.591363919681721e-05,0.0013117956664040686,1.5168600088327093e-08,0.0,0.4641953591713622,0.0010180953285716986,9.852659949301843e-06,8.042010478224171e-05,5.189334668906202e-06,5.270272994216543e-06,1.4638738675288597e-06,0.00023098947489851704,3.304778845332162e-09,9.601684584213838e-05,4.974573691607515e-10,3.9838189362899525e-09,2.5509711694971262e-05,4.495694558640736e-09,7.111086365188086e-07,7.138895920914262e-05,1.0242172784018239e-09,2.5124420325637728e-05,9.293665284701374e-12,8.468930491930361e-08,7.845955590245964e-10,2.24011183240177e-14,1.2916088829962327e-11,1.829644688698086e-10,2.503042419692115e-15,1.7559700516210607e-15,5.221640484134177e-11,4.899865355512716e-11,1.8429977375119823e-14,1.2250466888261918e-09
7.300414376184304e-08,0.1315379157298228,0.46346346346346345,0.0,0.0,0.0,0.07100264877827711,2.0196946643288957e-06,0.00352479791633945,8.573995889288015e-06,8.331156824488017e-07,0.0004988998033357862,8.009113899696327e-05,0.0013455719163687127,1.608575329094013e-08,0.0,0.4642209746947293,0.0010290191054846578,9.84550153267332e-06,8.063504213119212e-05,5.212173764093755e-06,5.324638346436e-06,1.478823686576717e-06,0.00023753725076304394,3.3987268677251237e-09,0.00010060334693422022,5.212197525533238e-10,4.115680507623872e-09,2.6842121471759983e-05,4.730519936821964e-09,7.200678550821815e-07,7.306573179867738e-05,1.0483585621022804e-09,2.5971487667714752e-05,9.60814662256778e-12,8.76729709797293e-08,8.815836191983023e-10,2.5170781879221773e-14,1.3700436481232825e-11,2.089946455757819e-10,2.8598155563557107e-15,2.006327160670068e-15,6.048905826237077e-11,5.702615258394205e-11,2.1351260072733012e-14,1.2852649586407796e-09
7.445244456620912e-08,0.13155515091563263,0.46346346346346345,0.0,0.0,0.0,0.07095039584153877,2.1395044666622276e-06,0.0036020086747363313,9.04449700036721e-06,8.698983435053212e-07,0.0005150280035514929,8.440265597194668e-05,0.0013794169915864903,1.7038528464947968e-08,0.0,0.46424682758466923,0.0010396411840437431,9.838307971698861e-06,8.084993143327049e-05,5.2342760561592265e-06,5.3773500855621915e-06,1.4933180263648918e-06,0.00024408210653835806,3.4926462949960325e-09,0.00010528015657500696,5.454500191519847e-10,4.248731811878022e-09,2.820952625468662e-05,4.9715131524642415e-09,7.29048048455036e-07,7.47472860755209e-05,1.0725705406643444e-09,2.682643825972873e-05,9.925925000353914e-12,9.068318413224606e-08,9.877520636415407e-10,2.8202683886903617e-14,1.451316412296596e-11,2.379713927777749e-10,3.257073432651492e-15,2.285109132689042e-15,6.982283046887844e-11,6.612935509249503e-11,2.4647438587643133e-14,1.3468470978632368e-09
7.59007453705752e-08,0.13157242476424177,0.46346346346346345,0.0,0.0,0.0,0.07089790022552872,2.2635404639469104e-06,0.0036793378095588505,9.53384656364326e-06,9.075087057910999e-07,0.0005312960041468281,8.884894677309619e-05,0.0014133216925379503,1.802740784126055e-08,0.0,0.46427290960646106,0.0010499680844378654,9.83108042229273e-06,8.106470735326233e-05,5.255657891534446e-06,5.428444684042707e-06,1.5073669398801236e-06,0.00025062215003847913,3.586509896915062e-09,0.00011004537120308393,5.701383067181257e-10,4.382936428742097e-09,2.9611756636711654e-05,5.218644351129614e-09,7.380476286908644e-07,7.64334534641863e-05,1.096850662893936e-09,2.7689046574092427e-05,1.0246853403588692e-11,9.37188987595845e-08,1.10369651617274e-09,3.151384729649655e-14,1.535456036893615e-11,2.701420573989016e-10,3.698226249034828e-15,2.5947131093122136e-15,8.032164537237982e-11,7.642029273563679e-11,2.835524920814871e-14,1.4097773932996438e-09
7.734904617494127e-08,0.1315897354426462,0.46346346346346345,0.0,0.0,0.0,0.07084517008531718,2.3918436943330466e-06,0.0037567811748901864,1.0042479737028094e-05,9.459460029043793e-07,0.0005476994940469786,9.34307012911352e-05,0.0014472770568078096,1.9052855940358527e-08,0.0,0.4642992127160766,0.0010600062016354543,9.823820014715592e-06,8.127930726471445e-05,5.276335301596116e-06,5.477957928839429e-06,1.5209802914220025e-06,0.0002571555971064388,3.680291978343018e-09,0.00011489707416143868,5.952746851673706e-10,4.518258791058333e-09,3.104863117242667e-05,5.471881556448101e-09,7.470649822985222e-07,7.812407001787221e-05,1.1211965173949903e-09,2.855909266348649e-05,1.0570844850807564e-11,9.677909364894774e-08,1.2300316070290533e-09,3.512183910081572e-14,1.6224903608590995e-11,3.0576717466867916e-10,4.186867106642861e-15,2.9376651858999045e-15,9.209632285691271e-11,8.801921455069691e-11,3.251386743005566e-14,1.4740398114095294e-09
7.879734697930734e-08,0.13160708115990172,0.46346346346346345,0.0,0.0,0.0,0.07079221339400785,2.524453717387934e-06,0.003834334707985399,1.0570828869173367e-05,9.852093233369408e-07,0.0005642342612839082,9.814854390246081e-05,0.0014812743553759419,2.0115319498078075e-08,0.0,0.464325729056506,0.0010697618084881235,9.816527854065357e-06,8.149367116788615e-05,5.2963240099094565e-06,5.525924936205779e-06,1.5341677606336762e-06,0.0002636807662492905,3.7739683021457274e-09,0.000119833338878267,6.208491730500887e-10,4.6546641796624385e-09,3.251995711901117e-05,5.731190800718299e-09,7.56098475959548e-07,7.981897634769094e-05,1.1456058689786221e-09,2.943636203590994e-05,1.0897903910195976e-11,9.986277172745373e-08,1.3673906461862898e-09,3.904476105749176e-14,1.7124462201221363e-11,3.451206982318815e-10,4.726775269245842e-15,3.3166227522672877e-15,1.0526478846919925e-10,1.0105490891134524e-10,3.7164982207655764e-14,1.5396180357699074e-09
8.024564778367342e-08,0.13162446016650728,0.46346346346346345,0.0,0.0,0.0,0.07073903794615005,2.661408642873045e-06,0.003911994428076314,1.1119323176996572e-05,1.0252976153740346e-06,0.0005808961910528577,0.00010300303474976564,0.0015153050889201763,2.1215227412580227e-08,0.0,0.4643524509541602,0.0010792410586865494,9.809205020757087e-06,8.170774161059253e-05,5.315639439135972e-06,5.572380165805732e-06,1.5469388463658876e-06,0.0002701960735437226,3.867516026136253e-09,0.0001248522318401992,6.468517529477248e-10,4.7921186231626095e-09,3.402553114420698e-05,5.9965362496956944e-09,7.651464618597343e-07,8.151801755177419e-05,1.1700763501013801e-09,3.0320645533389663e-05,1.1227874501540849e-11,1.029689597978864e-07,1.5164252710781788e-09,4.3301239678123685e-14,1.8053494671171873e-11,3.8849021576440603e-10,5.321919225326011e-15,3.734376694631598e-15,1.1995227694885082e-10,1.1566502221527949e-10,4.2352868027021526e-14,1.606495502031632e-09
8.16939485880395e-08,0.131641870753786,0.46346346346346345,0.0,0.0,0.0,0.07068565136108051,2.8027451596391582e-06,0.003989756435184719,1.1688388435278424e-05,1.066209691830434e-06,0.0005976812638082223,0.00010799467105319551,0.001549360984131805,2.2352990711345457e-08,0.0,0.4643793709153489,0.001088449989576569,9.801852570992517e-06,8.192146361179056e-05,5.334296717633251e-06,5.6173574342202135e-06,1.5593028703708925e-06,0.0002767000277991757,3.960913627044473e-09,0.00012995181536844236,6.732723858622703e-10,4.930588950486694e-09,3.556514000255697e-05,6.2678803217855e-09,7.742072826438744e-07,8.322104314342847e-05,1.1946057140223421e-09,3.12117392141784e-05,1.1560647224729117e-11,1.0609670827398112e-07,1.6778050704933981e-09,4.791041553584799e-14,1.9012249903852785e-11,4.361771500047884e-10,5.9764595487725626e-15,4.193853457593373e-15,1.362915292419097e-10,1.3199637367604363e-10,4.8124454675164946e-14,1.6746554311772614e-09
8.314224939240557e-08,0.13165931125326807,0.46346346346346345,0.0,0.0,0.0,0.07063206108619806,2.9484985646053182e-06,0.004067616908943774,1.2278446678353117e-05,1.107944234630676e-06,0.0006145855533981454,0.00011312388844834337,0.0015834339900446272,2.3529002537665144e-08,0.0,0.4644064816228302,0.0010973945248433775,9.794471537219633e-06,8.213478458778032e-05,5.3523106857748345e-06,5.6608899278759175e-06,1.5712689808296603e-06,0.00028319122596525456,4.054140831400585e-09,0.00013513015020836776,7.001010246362301e-10,5.070042814360646e-09,3.7138561181181876e-05,6.5451838018665875e-09,7.832792760585246e-07,8.492790697907382e-05,1.2191919709546042e-09,3.210944423829235e-05,1.1896272975800173e-11,1.0924509091485549e-07,1.852217186490348e-09,5.289193194378113e-14,2.0000967342321062e-11,4.884969451507477e-10,6.6947515572469716e-15,4.6981169653592674e-15,1.544229826633186e-10,1.502052656019917e-10,5.452939458649643e-14,1.7440808612300705e-09
8.459055019677164e-08,0.13167678003607364,0.46346346346346345,0.0,0.0,0.0,0.0705782744001734,3.0987027917884934e-06,0.0041455721074276555,1.288991591386713e-05,1.1504997992417206e-06,0.000631605225236935,0.00011839106234739955,0.0016175162743783172,2.4743638155976432e-08,0.0,0.46443377593242924,0.0011060804770719641,9.787062928582626e-06,8.234765428087498e-05,5.369695901996703e-06,5.7030102154290634e-06,1.5828461557402127e-06,0.00028966834876988063,4.147178567155108e-09,0.00014038529794330583,7.27327626446872e-10,5.210448552622498e-09,3.874556351642851e-05,6.828405949983223e-09,7.923607792920285e-07,8.663846718649387e-05,1.2438329333634256e-09,3.301356675623008e-05,1.2234591407473975e-11,1.1241320455838702e-07,2.0403658961966546e-09,5.826592305757278e-14,2.1019877184205098e-11,5.457792386355645e-10,7.481347768182217e-15,5.250370402045626e-15,1.7449495391046865e-10,1.7045778857034772e-10,6.162012766095462e-14,1.8147546766920401e-09
8.603885100113772e-08,0.13169427551229665,0.46346346346346345,0.0,0.0,0.0,0.0705242984160974,3.253390441352e-06,0.004223618365989325,1.3523209848553308e-05,1.1938748189657423e-06,0.0006487365345125062,0.00012379650932003156,0.0016516002198968616,2.5997254974683856e-08,0.0,0.4644612468697228,0.0011145135501915127,9.779627731362652e-06,8.256002469039007e-05,5.386466648583663e-06,5.743750259641615e-06,1.5940432061719828e-06,0.00029613015657551376,4.2400088969173284e-09,0.00014571532324264346,7.549421644603865e-10,5.3517752455711576e-09,4.038590778266051e-05,7.117504605124368e-09,8.014501329929247e-07,8.83525860921591e-05,1.2685264870309841e-09,3.392391780069842e-05,1.2575452080874332e-11,1.1560016885329669e-07,2.242972175289598e-09,6.405300145329815e-14,2.20692005787567e-11,6.083680183468292e-10,8.341000153054285e-15,5.8539578513751405e-15,1.966638146710883e-10,1.9293012094665387e-10,6.9451943462735e-14,1.8866596363191627e-09
8.74871518055038e-08,0.13171179613039022,0.46346346346346345,0.0,0.0,0.0,0.07047014008457017,3.4125928086426866e-06,0.004301752096106408,1.4178737625951868e-05,1.2380676091000225e-06,0.0006659758244283393,0.00012934048849079123,0.0016856784207828794,2.7290192585955717e-08,0.0,0.46448888762678797,0.0011226993418108231,9.772166909409944e-06,8.277185000581352e-05,5.402636937222339e-06,5.783141428786384e-06,1.6048687793813023e-06,0.00030257548544185357,4.332614953197581e-09,0.00015111829595343938,7.829346386760827e-10,5.493992785953734e-09,4.205934725436197e-05,7.412436284298958e-09,8.105456849945004e-07,9.00701301483672e-05,1.293270893068806e-09,3.48403131812126e-05,1.2918964292167694e-11,1.1880512598960094e-07,2.460773244873054e-09,7.027424522962258e-14,2.314914982382745e-11,6.766217653826825e-10,9.278662191030093e-15,6.512365796405476e-15,2.2109415960361966e-10,2.1780882223585328e-10,7.808304072089992e-14,1.9597783997636285e-09
8.893545260986987e-08,0.13172934037655318,0.46346346346346345,0.0,0.0,0.0,0.070415806196733,3.5763399131893786e-06,0.004379969784235207,1.4856903575998967e-05,1.2830763709702507e-06,0.0006833195244798746,0.00013502320295004147,0.0017197436790287257,2.862277282213259e-08,0.0,0.4645166915590116,0.0011306433454512529,9.764681404567431e-06,8.29830865420368e-05,5.4182205143335876e-06,5.821214507609648e-06,1.6153313618099386e-06,0.00030900324338434016,4.42498090427113e-09,0.00015659229304404868,8.112950859800285e-10,5.6370716916335445e-09,4.376562824263846e-05,7.71315627710154e-09,8.196457937811981e-07,9.179096986121539e-05,1.3180641481435101e-09,3.5762573381455076e-05,1.3264974749484841e-11,1.2202724042716306e-07,2.694522103410912e-09,7.695118468158903e-14,2.4259928562581916e-11,7.509135824645521e-10,1.0299490723439646e-14,7.22922448016945e-15,2.479589664961763e-10,2.452911197802717e-10,8.757458406305413e-14,2.034093552266271e-09
9.038375341423595e-08,0.13174690677411868,0.46346346346346345,0.0,0.0,0.0,0.0703613033872455,3.744660527634763e-06,0.004458267990672801,1.555810697638762e-05,1.3288991958430934e-06,0.0007007641487623263,0.00014084480117552265,0.0017537890008453285,2.999529982726131e-08,0.0,0.46454465218195823,0.0011383509526833818,9.75717213708613e-06,8.319369267654141e-05,5.433230866191403e-06,5.857999707877382e-06,1.6254392819789647e-06,0.0003154124068183656,4.517091896528209e-09,0.0001621354004078619,8.400135894963363e-10,5.780983154953339e-09,4.550449060715899e-05,8.019618735946436e-09,8.287488316942832e-07,9.351497971765913e-05,1.3429042285447316e-09,3.6690523459244506e-05,1.3613265373344835e-11,1.2526569862219922e-07,2.944987045344536e-09,8.410578859246182e-14,2.5401731979759213e-11,8.316313081524424e-10,1.1408847610904779e-14,8.008309128375346e-15,2.774397484360495e-10,2.755851883453149e-10,9.799075792243149e-14,2.1095876276481323e-09
9.183205421860202e-08,0.1317644938829444,0.46346346346346345,0.0,0.0,0.0,0.07030663813720965,3.9175822065732325e-06,0.004536643348427319,1.62827418255865e-05,1.375534068723584e-06,0.0007183062943094961,0.00014680537846180442,0.001787807593089713,3.1408060143236e-08,0.0,0.4645727631682964,0.0011458274551733626,9.749640006032926e-06,8.340362878844204e-05,5.447681223846381e-06,5.893526678533641e-06,1.6352007132690202e-06,0.000321802017179435,4.6089339899415555e-09,0.00016774571453496802,8.690802872621632e-10,5.925699184237038e-09,4.7275668244557336e-05,8.331776762151507e-09,8.37853187876934e-07,9.524203811227353e-05,1.367789651081497e-09,3.7623992949005417e-05,1.3964015299360816e-11,1.2851970875163895e-07,3.2129511679840423e-09,9.176045018898549e-14,2.657474699729746e-11,9.191776170388418e-10,1.2612301195381709e-14,8.853541035614215e-15,3.0972669784898553e-10,3.0891042216223133e-10,1.093988175683906e-13,2.186243130463704e-09
9.32803550229681e-08,0.13178210029880502,0.46346346346346345,0.0,0.0,0.0,0.07025181677704313,4.095131315270047e-06,0.004615092562096351,1.7031196627384273e-05,1.4229788720425877e-06,0.0007359426394644941,0.0001529049783550088,0.0018217928597121615,3.286132281052166e-08,0.0,0.46460101834477857,0.001153078046644631,9.742085889690762e-06,8.361285719928586e-05,5.461584567867085e-06,5.927824515498444e-06,1.644623676600246e-06,0.0003281711777099018,4.7004941378973925e-09,0.00017342134405919513,8.984853802211043e-10,6.071192359135568e-09,4.90788895542794e-05,8.6495824880511e-09,8.469572709864925e-07,9.697202727548172e-05,1.3927186135857257e-09,3.856281576664941e-05,1.4317100110575071e-11,1.31788500435219e-07,3.4992118682087716e-09,9.993797280386976e-14,2.77791524691527e-11,1.0139701061258723e-09,1.3915627569781734e-14,9.768988516807454e-15,3.450188222957626e-10,3.454976990289569e-10,1.2186913722034095e-13,2.264042556604147e-09
9.472865582733417e-08,0.13179972465278722,0.46346346346346345,0.0,0.0,0.0,0.07019684548930305,4.277333058237974e-06,0.004693612406753546,1.7803854186812654e-05,1.4712313892392369e-06,0.0007536699422788285,0.00015914359409034427,0.0018557383982239464,3.4355339481773306e-08,0.0,0.464629411689275,0.0011601078247603289,9.734510645951353e-06,8.382134211551559e-05,5.474953632908098e-06,5.960921771128603e-06,1.6537160430304794e-06,0.00033451905040358156,4.79176013986963e-09,0.00017916041118754236,9.282191396324444e-10,6.217435848866345e-09,5.0913877882813494e-05,8.972987155295887e-09,8.560595116902894e-07,9.870483320091966e-05,1.4176891291373916e-09,3.9506830116729185e-05,1.4672198010920088e-11,1.350713244552049e-07,3.804580330447977e-09,1.0866155528748394e-13,2.90151193751506e-11,1.116441367613885e-09,1.5324811658173155e-14,1.075886772586754e-14,3.8352407194077403e-10,3.855896361024361e-10,1.3547525521475043e-13,2.342968412149443e-09
9.617695663170025e-08,0.13181736561068733,0.46346346346346345,0.0,0.0,0.0,0.07014173031146222,4.4642115076474185e-06,0.004772199726843468,1.86010914172897e-05,1.5202893082428395e-06,0.0007714850389391831,0.00016552117003013327,0.0018896379961866174,3.5890344547722403e-08,0.0,0.4646579373278581,0.0011669217929314482,9.726915112701262e-06,8.402904957251278e-05,5.487800912119378e-06,5.9928464633635755e-06,1.6624855362640882e-06,0.0003408448531000439,4.882720572247602e-09,0.00018496105301858774,9.5827191392567e-10,6.364403658489707e-09,5.278035194719456e-05,9.301941189496681e-09,8.651583649425344e-07,0.00010044034557216924,1.4426999705338784e-09,4.045587840176896e-05,1.502956557419332e-11,1.3836745247368892e-07,4.129881007349696e-09,1.179547772089466e-13,3.028281101370988e-11,1.2270390483490443e-09,1.6846048109846868e-14,1.1827543343743172e-14,4.254594586322007e-10,4.294408370466929e-10,1.502939162036944e-13,2.4230032315314808e-09
9.762525743606632e-08,0.1318350218724118,0.46346346346346345,0.0,0.0,0.0,0.07008647713863922,4.6557896315486585e-06,0.004850851435084707,1.9423279158813707e-05,1.570150224858475e-06,0.000789384842224197,0.00017203760310015252,0.0019234856277238286,3.746655527581042e-08,0.0,0.46468658953193837,0.001173524862055431,9.719300108201093e-06,8.423594738014715e-05,5.50013866140466e-06,6.023626084578127e-06,1.6709397350745023e-06,0.0003471478567207618,4.9733647815559905e-09,0.0001908214227560888,9.886341349603018e-10,6.5120703231898454e-09,5.4678026238634984e-05,9.636394271371889e-09,8.74252312054333e-07,0.00010217845769171933,1.4677495729620767e-09,4.140980713371866e-05,1.5389144774891067e-11,1.416761767474642e-07,4.475951094487532e-09,1.27841583885137e-13,3.1582383193290513e-11,1.346225896194625e-09,1.8485742010777905e-14,1.2979529138197896e-14,4.710511665562152e-10,4.773181302303059e-10,1.664051103715085e-13,2.5041295946011373e-09
9.892872815999579e-08,0.13185092454522557,0.46346346346346345,0.0,0.0,0.0,0.0700366360571155,4.8322462802495734e-06,0.004921690526890349,2.0184882282007536e-05,1.6157095540775499e-06,0.0008055645982759144,0.00017802099342427498,0.001953899232026885,3.892054166199194e-08,0.0,0.4647124801093196,0.0011792912912162226,9.712430617003855e-06,8.442143793957407e-05,5.510816929263143e-06,6.050371013690211e-06,1.6782850862103568e-06,0.00035280050487094053,5.054665988034795e-09,0.00019614531037171192,1.0162168746309251e-09,6.645547178852749e-09,5.641237022248575e-05,9.942061595566248e-09,8.824314372355396e-07,0.0001037448960581894,1.4903256889552705e-09,4.227239215967038e-05,1.5714267235479374e-11,1.4466422981068384e-07,4.805873811370813e-09,1.372672984775281e-13,3.277937890772569e-11,1.4612324551180947e-09,2.0068211462162454e-14,1.4091397679453042e-14,5.154042726405223e-10,5.240805695988554e-10,1.8207905719143135e-13,2.5780622421692313e-09
