Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15)
9.471109705940158e-10,0.13079067067848177,0.46346346346346345,0.0,0.0,0.0,0.07305630100988261,0.0,1.375604957790841e-05,1.3256782695463051e-09,4.374047124839379e-11,2.557621812950264e-07,1.347358446098546e-09,7.3678117131880545e-06,5.212747521835927e-12,0.0,0.4634634607612878,2.2795755352362676e-06,7.0806203505175345e-06,1.3789703559362816e-05,3.026386019736486e-06
9.658713078095425e-10,0.13079077121995547,0.46346346346346345,0.0,0.0,0.0,0.07305596882844421,0.0,1.4185764636202351e-05,1.3811434995028234e-09,4.505347159195356e-11,2.626107761967225e-07,1.414208635560959e-09,7.56506983929817e-06,5.3834828642038326e-12,0.0,0.4634634606387279,2.3705750710347712e-06,7.15896272714956e-06,1.4080682457156827e-05,3.0331678232251035e-06
9.846316450250693e-10,0.13079087225973818,0.46346346346346345,0.0,0.0,0.0,0.07305563664851875,0.0,1.4619276527918416e-05,1.4377929870010709e-09,4.6378565060733653e-11,2.69474195002234e-07,1.4828268413958234e-09,7.762753282501932e-06,5.555991525216848e-12,0.0,0.463463460513259,2.4633464783329026e-06,7.235688521966963e-06,1.437152050497883e-05,3.039506733194688e-06
9.999999999999999e-10,0.13079097378957086,0.46346346346346345,0.0,0.0,0.0,0.07305536452985678,0.0,1.4977192397157888e-05,1.485082931846171e-09,4.747309596176757e-11,2.7510703214552906e-07,1.540358458297574e-09,7.9249916913375e-06,5.698611112288908e-12,0.0,0.46346346040830616,2.5406632040873808e-06,7.297360621150022e-06,1.4609645617408224e-05,3.044389784427338e-06
1.003391982240596e-09,0.13079097378957086,0.46346346346346345,0.0,0.0,0.0,0.0730553044701062,0.0,1.5056523073880416e-05,1.495627574612958e-09,4.771576821794735e-11,2.7635146958513496e-07,1.5532167423607721e-09,7.960834144447596e-06,5.730245220435003e-12,0.0,0.4634634603848784,2.5578878420965413e-06,7.3108310717527905e-06,1.466218531355223e-05,3.0454316120013176e-06
1.0221523194561228e-09,0.13079107580150504,0.46346346346346345,0.0,0.0,0.0,0.07305497229320661,0.0,1.5497444407510182e-05,1.5546479985928725e-09,4.906510677000071e-11,2.832416949095622e-07,1.6253817756328912e-09,8.159286344828536e-06,5.906216451095634e-12,0.0,0.4634634602535837,2.654197117333058e-06,7.384423025827216e-06,1.4952645373840876e-05,3.0509694410974233e-06
1.0409126566716495e-09,0.13079117828788595,0.46346346346346345,0.0,0.0,0.0,0.07305464011781994,0.0,1.5941982847436892e-05,1.6148548920010222e-09,5.0426614960534035e-11,2.901440249187245e-07,1.699325152551055e-09,8.35808550290476e-06,6.083878470243817e-12,0.0,0.4634634601193726,2.752272130247501e-06,7.4564963602242274e-06,1.5242870037620254e-05,3.0561454436067094e-06
1.0596729938871763e-09,0.1307912812413361,0.46346346346346345,0.0,0.0,0.0,0.0730543079439462,0.0,1.6390082778002843e-05,1.6762487877508447e-09,5.1800335003519167e-11,2.970576686913481e-07,1.7750498733323745e-09,8.557208826745394e-06,6.26320525073956e-12,0.0,0.4634634599822437,2.8521105795497508e-06,7.527082391575968e-06,1.5532829498457077e-05,3.060983198911145e-06
1.078433331102703e-09,0.1307913846547403,0.46346346346346345,0.0,0.0,0.0,0.07305397577158546,0.0,1.6841690537159057e-05,1.7388301215820472e-09,5.3186316552793067e-11,3.039818868486017e-07,1.8525587408295904e-09,8.756635009689113e-06,6.444171455026061e-12,0.0,0.4634634598421954,2.9537100378976894e-06,7.596211790710752e-06,1.5822494773088712e-05,3.0655047497704712e-06
1.0971936683182298e-09,0.13079148852123143,0.46346346346346345,0.0,0.0,0.0,0.07305364360073766,0.0,1.729675431127676e-05,1.802599234960837e-09,5.458461620558888e-11,3.109159881951777e-07,1.931854373391918e-09,8.956344133552084e-06,6.626752406550842e-12,0.0,0.4634634596992265,3.0570679534625126e-06,7.663914595970677e-06,1.6111837683194205e-05,3.0697307024608683e-06
1.1159540055337565e-09,0.1307915928341769,0.46346346346346345,0.0,0.0,0.0,0.07305331143140281,0.0,1.7755224036431783e-05,1.8675563779088697e-09,5.599529703779417e-11,3.1785932657926683e-07,2.012939216887776e-09,9.156317578143672e-06,6.810924062738374e-12,0.0,0.46346345955333595,3.162181651603301e-06,7.730220226254583e-06,1.6400830837548797e-05,3.073680320387772e-06
1.1347143427492832e-09,0.13079169758716655,0.46346346346346345,0.0,0.0,0.0,0.07305297926358092,0.0,1.821705130574723e-05,1.933701711762429e-09,5.7418428168822733e-11,3.248112979571615e-07,2.095815555944025e-09,9.356537936678805e-06,6.9966629894193505e-12,0.0,0.4634634594045234,3.26904833663895e-06,7.795157493792062e-06,1.66894476145539e-05,3.0773716115981704e-06
1.15347467996481e-09,0.13079180277400068,0.46346346346346345,0.0,0.0,0.0,0.07305264709727204,0.0,1.868218928240708e-05,2.0010353118633223e-09,5.885408435413253e-11,3.3177133764915233e-07,2.1804855244527654e-09,9.556988936702717e-06,7.1839463366277835e-12,0.0,0.46346345925278837,3.377665093706398e-06,7.85875461665403e-06,1.6977662145134817e-05,3.0808214105898985e-06
1.1722350171803367e-09,0.1307919083886789,0.46346346346346345,0.0,0.0,0.0,0.0730523149324761,0.0,1.915059261797821e-05,2.0695571701829716e-09,6.030234560355786e-11,3.387389177742523e-07,2.26695111539344e-09,9.757655366168869e-06,7.372751815682839e-12,0.0,0.4634634590981306,3.4880288906949303e-06,7.921039231005334e-06,1.7265449295998567e-05,3.084045454789592e-06
1.2097556916113902e-09,0.1307921208785051,0.46346346346346345,0.0,0.0,0.0,0.07305165060742315,0.0,2.00970209700246e-05,2.210165227640773e-09,6.323702753723612e-11,3.526947579502107e-07,2.4452764849289407e-09,1.015957856837044e-05,7.75484269472708e-12,0.0,0.46346345878004785,3.713984901959645e-06,8.041778640435882e-06,1.783964450718573e-05,3.0898741558683903e-06
1.2435242985993384e-09,0.13079231352611245,0.46346346346346345,0.0,0.0,0.0,0.07305105272004983,0.0,2.095954694140781e-05,2.3407746240113064e-09,6.592224867678246e-11,3.652761787193906e-07,2.6119277663658857e-09,1.052191297735557e-05,8.10371732572104e-12,0.0,0.4634634584837811,3.9232874418719805e-06,8.146221080439508e-06,1.8354720914285612e-05,3.0944857482020243e-06
1.2772929055872865e-09,0.1307925074746839,0.46346346346346345,0.0,0.0,0.0,0.07305045483757852,0.0,2.1832007811746394e-05,2.475230305414677e-09,6.86497591892186e-11,3.778752652775013e-07,2.784422328221649e-09,1.0884750422192306e-05,8.457200505451628e-12,0.0,0.46346345817805257,4.138198094027349e-06,8.246815436646743e-06,1.8868053671222204e-05,3.098567582205604e-06
1.3110615125752346e-09,0.13079270269526963,0.46346346346346345,0.0,0.0,0.0,0.07304985696000918,0.0,2.271418382881572e-05,2.6135295331470065e-09,7.142017344448382e-11,3.9048998748873526e-07,2.9627677785641407e-09,1.1248032399292896e-05,8.815179927723778e-12,0.0,0.46346345786286874,4.358695210885077e-06,8.343703367454332e-06,1.9379520724023287e-05,3.1021801808922283e-06
1.3448301195631828e-09,0.1307928991602242,0.46346346346346345,0.0,0.0,0.0,0.07304925908734186,0.0,2.3605865853361962e-05,2.755668881001639e-09,7.423413779332354e-11,4.031185473209328e-07,3.146970836607776e-09,1.16117070934738e-05,9.177547718325547e-12,0.0,0.4634634575382376,4.584756085494423e-06,8.437021316168605e-06,1.9889006524141686e-05,3.105377147627001e-06
1.378598726551131e-09,0.13079309684329135,0.46346346346346345,0.0,0.0,0.0,0.07304866121957644,0.0,2.4506854469480674e-05,2.9016442747255e-09,7.709232650034014e-11,4.1575935223475634e-07,3.337037434603116e-09,1.1975728611126988e-05,9.544200163042523e-12,0.0,0.4634634572041687,4.816356994276512e-06,8.526900703143017e-06,2.0396401767034293e-05,3.1082059594689546e-06
1.412367333539079e-09,0.1307932957193513,0.46346346346346345,0.0,0.0,0.0,0.07304806335671295,0.0,2.5416959187769422e-05,3.0514510296490344e-09,7.999543812407452e-11,4.2841099164182344e-07,3.5329728079759705e-09,1.234005630182762e-05,9.915037459124146e-12,0.0,0.4634634568606733,5.053473240040075e-06,8.613468110744192e-06,2.0901603140736487e-05,3.110708669018873e-06
1.4461359405270272e-09,0.130793495764408,0.46346346346346345,0.0,0.0,0.0,0.0730474654987513,0.0,2.633599772983895e-05,3.2050838866040394e-09,8.294419228300278e-11,4.410722160442029e-07,3.7347815751999985e-09,1.2704654157209022e-05,1.0289963487492566e-11,0.0,0.46346345650776377,5.296079195009835e-06,8.696845461559369e-06,2.140451308385415e-05,3.11292252632828e-06
1.4799045475149753e-09,0.13079369695546272,0.46346346346346345,0.0,0.0,0.0,0.07304686764569149,0.0,2.726379538824518e-05,3.362537046152795e-09,8.593932678232806e-11,4.5374191865057986e-07,3.942467808186559e-09,1.3069490281206412e-05,1.0668885604339582e-11,0.0,0.46346345614545376,5.5441483436930454e-06,8.777150189914614e-06,2.190503955287436e-05,3.1148805269720795e-06
1.5136731545029235e-09,0.1307938992704524,0.46346346346346345,0.0,0.0,0.0,0.07304626979753343,0.0,2.8200184451065605e-05,3.523804201231149e-09,8.89815950463982e-11,4.664191191027531e-07,4.156035094594436e-09,1.3434536421112855e-05,1.1051714449561757e-11,0.0,0.4634634557737578,5.797653325367069e-06,8.85449540707274e-06,2.2403095798277892e-05,3.116611897206383e-06
1.5474417614908716e-09,0.1307941026881735,0.46346346346346345,0.0,0.0,0.0,0.0730456719542771,0.0,2.9145003683274486e-05,3.6888785682756496e-09,9.207176382077105e-11,4.79102949045304e-07,4.3754865930823985e-09,1.3799767551748789e-05,1.143836377018511e-11,0.0,0.46346345539269196,6.056565976021861e-06,8.928990060359286e-06,2.2898600149105237e-05,3.1181425241763386e-06
1.5812103684788198e-09,0.1307943071882223,0.46346346346346345,0.0,0.0,0.0,0.07304507411592243,0.0,3.009809785845096e-05,3.8577529169041575e-09,9.521061111214416e-11,4.917926393191076e-07,4.600825082344322e-09,1.4165161506424871e-05,1.1828750257241012e-11,0.0,0.46346345500227265,6.320857369637122e-06,9.000739086460727e-06,2.33914758056335e-05,3.1194953377127675e-06
1.614978975466768e-09,0.13079451275093693,0.46346346346346345,0.0,0.0,0.0,0.07304447628246936,0.0,3.10593173360633e-05,4.030419598203371e-09,9.839892434440871e-11,5.044875086174117e-07,4.832053004544413e-09,1.4530698650050872e-05,1.2222793394959503e-11,0.0,0.4634634546025177,6.590497858708241e-06,9.06984355908021e-06,2.3881650639904137e-05,3.1206906485255306e-06
1.648747582454716e-09,0.13079471935734666,0.46346346346346345,0.0,0.0,0.0,0.0730438784539178,0.0,3.202851767971202e-05,4.206870571679818e-09,1.0163749870869592e-10,5.171869534483238e-07,5.069172503750418e-09,1.489636158989041e-05,1.2620415321173085e-11,0.0,0.46346345419344515,6.8654571139447885e-06,9.13640083114768e-06,2.4369057003825407e-05,3.1217464474494697e-06
1.6825161894426642e-09,0.13079492698912484,0.46346346346346345,0.0,0.0,0.0,0.0730432806302677,0.0,3.3005559311831286e-05,4.387097430931564e-09,1.049271356862866e-10,5.298904392516638e-07,5.312185459946966e-09,1.5262134919580517e-05,1.302154069784863e-11,0.0,0.46346345377507425,7.145704163071041e-06,9.200504671785387e-06,2.4853631544567243e-05,3.1226786702753515e-06
1.7162847964306123e-09,0.13079513562854753,0.46346346346346345,0.0,0.0,0.0,0.07304268281151899,0.0,3.3990307200664624e-05,4.571091428098332e-09,1.082686417243351e-10,5.425974925291992e-07,5.5610935191688694e-09,1.5628004992353156e-05,1.342609659073509e-11,0.0,0.4634634533474247,7.43120742866979e-06,9.262245398232012e-06,2.5335315026964032e-05,3.1235014323692263e-06
1.7500534034185605e-09,0.13079534525845493,0.46346346346346345,0.0,0.0,0.0,0.07304208499767159,0.0,3.498263057597254e-05,4.7588434971437705e-09,1.1166282704762213e-10,5.553076938692309e-07,5.815898120210092e-09,1.5993959720028753e-05,1.3834012357263324e-11,0.0,0.46346345291051694,7.721934765027052e-06,9.321710002914847e-06,2.581405216265919e-05,3.124227236628697e-06
1.7838220104065086e-09,0.13079555586221736,0.46346346346346345,0.0,0.0,0.0,0.07304148718872541,0.0,3.598240267049288e-05,4.95034427602011e-09,1.1511050459223716e-10,5.68020671765816e-07,6.076600518290224e-09,1.6359988394908288e-05,1.424521954196525e-11,0.0,0.4634634524643718,8.017853493949487e-06,9.37898227584689e-06,2.628979144574384e-05,3.1248671577488785e-06
1.8175906173944568e-09,0.13079576742370322,0.46346346346346345,0.0,0.0,0.0,0.07304088938468038,0.0,3.698950048453375e-05,5.145584127762876e-09,1.1861248904892442e-10,5.807360971451851e-07,6.3432018060131935e-09,1.672608153204428e-05,1.4659651778762936e-11,0.0,0.4634634520090108,8.318930439535188e-06,9.434142922517415e-06,2.6762484994653046e-05,3.1254310054049426e-06
1.8513592243824049e-09,0.13079597992725056,0.46346346346346345,0.0,0.0,0.0,0.07304029158553642,0.0,3.8003804571291496e-05,5.344553160562174e-09,1.2216959600477956e-10,5.934536785192103e-07,6.615702931925161e-09,1.709223072958094e-05,1.5077244699527053e-11,0.0,0.4634634515444556,8.625131961884277e-06,9.48726967744086e-06,2.72320884000886e-05,3.1259274687406275e-06
1.885127831370353e-09,0.1307961933576408,0.46346346346346345,0.0,0.0,0.0,0.0730396937912934,0.0,3.902519884069505e-05,5.5472412468556755e-09,1.257826411729066e-10,6.061731576929695e-07,6.89410471695085e-09,1.7458428545061594e-05,1.5497935848352644e-11,0.0,0.46346345107072895,8.936423989741264e-06,9.538437413524964e-06,2.7698560578742563e-05,3.1263642443375445e-06
1.918896438358301e-09,0.13079640770007472,0.46346346346346345,0.0,0.0,0.0,0.07303909600195127,0.0,4.005357037982766e-05,5.753638041486732e-09,1.2945243970075711e-10,6.188943059619761e-07,7.178407868955023e-09,1.78246683858464e-05,1.5921664601057906e-11,0.0,0.4634634505878533,9.252772052067265e-06,9.587718247413307e-06,2.8161863632604406e-05,3.126748149586226e-06
1.9526650453462493e-09,0.1307966229401504,0.46346346346346345,0.0,0.0,0.0,0.07303849821750995,0.0,4.108880928822598e-05,5.9637329989689464e-09,1.3317980554906148e-10,6.31616920743161e-07,7.468612995643238e-09,1.8190944412029202e-05,1.6348372089470008e-11,0.0,0.46346345009585177,9.574141308545996e-06,9.635181640950555e-06,2.8621962713643585e-05,3.1270852231259106e-06
1.9864336523341975e-09,0.1307968390638433,0.46346346346346345,0.0,0.0,0.0,0.07303790043796929,0.0,4.2130808526561035e-05,6.177515389896626e-09,1.3696555093425948e-10,6.443408225906562e-07,7.764720615989215e-09,1.855725145044309e-05,1.67780011301102e-11,0.0,0.46346344959474783,9.900496579031762e-06,9.680894498912736e-06,2.9078825893668293e-05,3.1273808138122475e-06
2.0202022593221456e-09,0.1307970560574875,0.46346346346346345,0.0,0.0,0.0,0.07303730266332924,0.0,4.31794637773627e-05,6.394974316539004e-09,1.4081048582808978e-10,6.570658525527795e-07,8.066731170355848e-09,1.892358491849809e-05,1.721049615692732e-11,0.0,0.4634634490845653,1.0231802371951084e-05,9.724921263139506e-06,2.9532424039168373e-05,3.127639659512902e-06
2.0539708663100937e-09,0.13079727390775853,0.46346346346346345,0.0,0.0,0.0,0.07303670489358971,0.0,4.423467331658225e-05,6.616098727654581e-09,1.4471541750860082e-10,6.697918698311399e-07,8.37464502945939e-09,1.9289940756724862e-05,1.7645803157760364e-11,0.0,0.463463448565328,1.0568022911672106e-05,9.76732400320097e-06,2.9982730690956724e-05,3.1278659568961447e-06
2.087739473298042e-09,0.13079749260165774,0.46346346346346345,0.0,0.0,0.0,0.07303610712875057,0.0,4.529633789491496e-05,6.840877432560535e-09,1.486811501574161e-10,6.825187497071032e-07,8.688462502310018e-09,1.9656315369022824e-05,1.808386961424118e-11,0.0,0.4634634480370603,1.0909122164858333e-05,9.808162503726817e-06,3.042972194843026e-05,3.128063423248627e-06
2.12150808028599e-09,0.13079771212649777,0.46346346346346345,0.0,0.0,0.0,0.07303550936881173,0.0,4.636436062792626e-05,7.069299114490602e-09,1.527084844986451e-10,6.952463817049893e-07,9.008183843245936e-09,2.0022705569729994e-05,1.852464444487709e-11,0.0,0.4634634474997867,1.1255063865825553e-05,9.84749434852075e-06,3.087337635827799e-05,3.128235351235627e-06
2.155276687273938e-09,0.1307979324698886,0.46346346346346345,0.0,0.0,0.0,0.0730349116137731,0.0,4.7438646894133775e-05,7.301352343273465e-09,1.5679821747534925e-10,7.079746679650282e-07,9.333809258164374e-09,2.0389108536737287e-05,1.8968077951079555e-11,0.0,0.46346344695353175,1.160581154092236e-05,9.885375001578512e-06,3.1313674807470796e-05,3.1283846574077334e-06
2.1890452942618863e-09,0.1307981536197255,0.46346346346346345,0.0,0.0,0.0,0.07303431386363457,0.0,4.851910424028867e-05,7.537025587362209e-09,1.6095114195991227e-10,7.207035218022101e-07,9.665338910040811e-09,2.075552176995967e-05,1.941412176592689e-11,0.0,0.46346344639832027,1.196132853195614e-05,9.921857885123468e-06,3.17506004203731e-05,3.1285139251656028e-06
2.2565825082377826e-09,0.13079859829167642,0.46346346346346345,0.0,0.0,0.0,0.07303311837805734,0.0,5.069817269203373e-05,8.019185554785224e-09,1.694497151218302e-10,7.461626341893504e-07,1.0346111389353867e-08,2.148837043872252e-05,2.0313853228289396e-11,0.0,0.46346344526112776,1.2686523038139216e-05,9.990834264993477e-06,3.2614276241590464e-05,3.128721226524847e-06
2.317366000816089e-09,0.13079900113848011,0.46346346346346345,0.0,0.0,0.0,0.07303204245779513,0.0,5.267955330232325e-05,8.465392608184088e-09,1.773224080859268e-10,7.690770935665863e-07,1.0979000028381288e-08,2.214794965151122e-05,2.1132079177602202e-11,0.0,0.46346344420727503,1.335513839604989e-05,1.0048629359421504e-05,3.3379922480096955e-05,3.128859615853552e-06
2.3781494933943957e-09,0.13079940642175675,0.46346346346346345,0.0,0.0,0.0,0.07303096655340757,0.0,5.4679580749264294e-05,8.923145683893983e-09,1.8541196159703205e-10,7.919924339684765e-07,1.16310194296805e-08,2.2807534490013474e-05,2.1958066283055017e-11,0.0,0.4634634431247952,1.4038630077178076e-05,1.0102640839524105e-05,3.4134470482099564e-05,3.1289616248565326e-06
2.4389329859727023e-09,0.13079981407991528,0.46346346346346345,0.0,0.0,0.0,0.07302989066489408,0.0,5.669778387114721e-05,9.392375236833543e-09,1.9372282417794607e-10,8.149084156953718e-07,1.2302169521109088e-08,2.3467118034759932e-05,2.279157471516153e-11,0.0,0.4634634420138366,1.4736780377101202e-05,1.0153115722441215e-05,3.487789054805893e-05,3.1290343943091137e-06
2.499716478551009e-09,0.13080022405345962,0.46346346346346345,0.0,0.0,0.0,0.07302881479225404,0.0,5.8733708575209603e-05,9.873011422352808e-09,2.02259387195517e-10,8.378248462423074e-07,1.2992450048502193e-08,2.412669472633406e-05,2.3632375300547773e-11,0.0,0.4634634408745485,1.5449371217595933e-05,1.0200284895606466e-05,3.561016952905757e-05,3.129083657992913e-06
2.5604999711293154e-09,0.13080063628511138,0.46346346346346345,0.0,0.0,0.0,0.07302773893548672,0.0,6.078691682388336e-05,1.0364984236096766e-08,2.1102598294047059e-10,8.607415709429649e-07,1.3701860611517791e-08,2.4786260095762717e-05,2.448024888570825e-11,0.0,0.46346343970707987,1.6176184448159836e-05,1.0244364171489948e-05,3.633130946135149e-05,3.129114021626384e-06
2.621283463707622e-09,0.13080105071950948,0.46346346346346345,0.0,0.0,0.0,0.07302666309459159,0.0,6.285698571763714e-05,1.0868223640090953e-08,2.2002688315345972e-10,8.836584654505443e-07,1.4430400692448302e-08,2.544581054783995e-05,2.5334985748708935e-11,0.0,0.4634634385115802,1.691700212327878e-05,1.0285555272608166e-05,3.704132629673215e-05,3.1291291870320275e-06
2.6820669562859286e-09,0.13080146730320188,0.46346346346346345,0.0,0.0,0.0,0.07302558726956795,0.0,6.494350666109931e-05,1.1382659676436256e-08,2.292662978985916e-10,9.065754297170519e-07,1.5178069679294494e-08,2.6105343187629775e-05,2.6196385053662245e-11,0.0,0.4634634372881981,1.7671606757390365e-05,1.0324046752649605e-05,3.774024872056267e-05,3.1291321316315927e-06
2.742850448864235e-09,0.13080188598449696,0.46346346346346345,0.0,0.0,0.0,0.07302451146041519,0.0,6.704608460491748e-05,1.1908222569219289e-08,2.387483747621565e-10,9.294923832546995e-07,1.5944866883929923e-08,2.676485568391471e-05,2.7064254345454885e-11,0.0,0.46346343603708245,1.8439781558248567e-05,1.0360014855947089e-05,3.8428117054336864e-05,3.1291252497180678e-06
2.8036339414425417e-09,0.13080230671339063,0.46346346346346345,0.0,0.0,0.0,0.07302343566713264,0.0,6.916433735021999e-05,1.2444842815926327e-08,2.484771982956921e-10,9.524092613379115e-07,1.6730791556663398e-08,2.7424346159749516e-05,2.7938409079754346e-11,0.0,0.4634634347583815,1.922131064048007e-05,1.039362432072141e-05,3.910498223520569e-05,3.1291104656853504e-06
2.8644174340208483e-09,0.13080272944147428,0.46346346346346345,0.0,0.0,0.0,0.0730223598897197,0.0,7.129789490685383e-05,1.2992451269305921e-08,2.5845678966716545e-10,9.753260119224903e-07,1.7535842898055037e-08,2.808381310368061e-05,2.8818672184838186e-11,0.0,0.4634634334522424,2.0015979220675327e-05,1.042502913004852e-05,3.9770904866953434e-05,3.1290893258775604e-06
2.925200926599155e-09,0.13080315412186153,0.46346346346346345,0.0,0.0,0.0,0.07302128412817571,0.0,7.344639889913927e-05,1.355097921052938e-08,2.6869110648434634e-10,9.98242593140882e-07,1.8360020068526038e-08,2.8743255297566903e-05,2.9704873652487686e-11,0.0,0.4634634321188117,2.0823573795302403e-05,1.0454373214172193e-05,4.042595433737361e-05,3.1290630732630258e-06
2.9859844191774614e-09,0.13080358070911366,0.46346346346346345,0.0,0.0,0.0,0.07302020838250009,0.0,7.560950201507056e-05,1.412035841430445e-08,2.7918404277318005e-10,1.0211589712912601e-06,1.9203322196077156e-08,2.940267175863065e-05,3.0596850155979484e-11,0.0,0.46346343075823504,2.1643882302477433e-05,1.048179110697873e-05,4.107020799811174e-05,3.1290327073861447e-06
3.046767911755768e-09,0.13080400915917342,0.46346346346346345,0.0,0.0,0.0,0.07301913265269219,0.0,7.778686749481691e-05,1.4700521206593465e-08,2.8993942908947404e-10,1.0440751192363638e-06,2.0065748382437776e-08,3.0062061693315947e-05,3.149444469318188e-11,0.0,0.46346342937065715,2.2476694268629965e-05,1.0507408559476767e-05,4.170375040301073e-05,3.1289990321033515e-06
3.1075514043340746e-09,0.1308044394293018,0.46346346346346345,0.0,0.0,0.0,0.07301805693875137,0.0,7.99781686542932e-05,1.529140051557494e-08,3.0096103274400604e-10,1.0669910151247097e-06,2.0947297707980284e-08,3.0721424460437006e-05,3.239750625274912e-11,0.0,0.46346342795622125,2.332180094108889e-05,1.053134311310855e-05,4.2326672601019417e-05,3.1289626937081116e-06
3.168334896912381e-09,0.13080487147801972,0.46346346346346345,0.0,0.0,0.0,0.07301698124067704,0.0,8.218308843996181e-05,1.589292991646202e-08,3.1225255812126113e-10,1.089906641358998e-06,2.184796923568731e-08,3.1380759541449695e-05,3.3305889501522964e-11,0.0,0.4634634265150697,2.4178995407594585e-05,1.0553704635643662e-05,4.293907147983325e-05,3.128924211686277e-06
3.2291183894906877e-09,0.1308053052650539,0.46346346346346345,0.0,0.0,0.0,0.07301590555846857,0.0,8.440131901187197e-05,1.65050436707244e-08,3.238176470769944e-10,1.112821983760408e-06,2.2767762014368656e-08,3.204006651636796e-05,3.421945449153583e-11,0.0,0.46346342504734345,2.504807270366364e-05,1.0574595822148468e-05,4.35410491567965e-05,3.1288840036314367e-06
3.2899018820689943e-09,0.13080574075128532,0.46346346346346345,0.0,0.0,0.0,0.07301482989212535,0.0,8.663256135258756e-05,1.7127676760199125e-08,3.3565987940341293e-10,1.1357370308948995e-06,2.37066750812573e-08,3.269934504434875e-05,3.513806638524476e-11,0.0,0.4634634235531818,2.5928829908654642e-05,1.0594112663284286e-05,4.4132712413930756e-05,3.128842405330358e-06
3.350685374647301e-09,0.13080617789870125,0.46346346346346345,0.0,0.0,0.0,0.07301375424164679,0.0,8.887652489993944e-05,1.776076491653216e-08,3.477827733531543e-10,1.1586517735339798e-06,2.4664707464090198e-08,3.3358594848151674e-05,3.60615951977508e-11,0.0,0.46346342203272295,2.6821066231322906e-05,1.0612344883020889e-05,4.471417217418832e-05,3.128799686839531e-06
3.4114688672256074e-09,0.13080661667034996,0.46346346346346345,0.0,0.0,0.0,0.07301267860703231,0.0,9.113292720163033e-05,1.8404244646365286e-08,3.601897862136937e-10,1.1815662042235805e-06,2.5641858182774685e-08,3.4017815701714226e-05,3.698991555481767e-11,0.0,0.4634634204861034,2.7724583085611926e-05,1.0629376347749767e-05,4.528554301617189e-05,3.128756065338702e-06
3.472252359803914e-09,0.13080705703029794,0.46346346346346345,0.0,0.0,0.0,0.07301160298828129,0.0,9.340149358986724e-05,1.905805325265586e-08,3.7288431492419014e-10,1.2044803169376003e-06,2.6638126250730256e-08,3.4677007420166776e-05,3.792290646557387e-11,0.0,0.4634634189134583,2.8639184157390524e-05,1.0645285448680015e-05,4.5846942724705734e-05,3.1287117154600774e-06
3.5330358523822206e-09,0.13080749894359023,0.46346346346346345,0.0,0.0,0.0,0.07301052738539318,0.0,9.568195687442654e-05,1.972212885248593e-08,3.8586969672765637e-10,1.2273941067982067e-06,2.765351067597438e-08,3.5336169851771233e-05,3.886045110888022e-11,0.0,0.4634634173149211,2.956467546280119e-05,1.0660145459277105e-05,4.6398491874814864e-05,3.128666777627374e-06
3.593819344960527e-09,0.13080794237621174,0.46346346346346345,0.0,0.0,0.0,0.07300945179836738,0.0,9.79740570527878e-05,2.0396410391684944e-08,3.9914920985269455e-10,1.2503075698502281e-06,2.868801046200072e-08,3.5995302871418575e-05,3.9802436632444517e-11,0.0,0.46346341569062355,3.0500865398838452e-05,1.0674024869375427e-05,4.694031344685021e-05,3.12862136478211e-06
3.6546028375388337e-09,0.13080838729505212,0.46346346346346345,0.0,0.0,0.0,0.0730083762272033,0.0,0.0001002775410361269,2.1080837656561717e-08,4.1272607422019137e-10,1.2732207028799854e-06,2.9741624608486908e-08,3.665440637540702e-05,4.074875396384287e-11,0.0,0.4634634140406959,3.1447564786732714e-05,1.0686987697480087e-05,4.7472532470659005e-05,3.1285755677850636e-06
3.7153863301171403e-09,0.13080883366787158,0.46346346346346345,0.0,0.0,0.0,0.07300730067190042,0.0,0.00010259216239005404,2.1775351283017713e-08,4.266034521710092e-10,1.2961335032701682e-06,3.0814352111863876e-08,3.731348027725875e-05,4.1699297632664914e-11,0.0,0.4634634123652667,3.24045869086778e-05,1.0699093782676607e-05,4.7995275696836065e-05,3.128529459743067e-06
3.776169822695447e-09,0.13080928146326842,0.46346346346346345,0.0,0.0,0.0,0.07300622513245814,0.0,0.00010491768108906301,2.247989276329262e-08,4.407844492109989e-10,1.319045968883368e-06,3.190619196577506e-08,3.797252450436274e-05,4.26539656030502e-11,0.0,0.46346341066446284,3.3371747538406104e-05,1.0710399057480451e-05,4.850867129321204e-05,3.1284830994813985e-06
3.89773680785206e-09,0.13081018120020416,0.46346346346346345,0.0,0.0,0.0,0.07300407410115325,0.0,0.00010960048110963832,2.391882955715846e-08,4.700694429942023e-10,1.36486988912893e-06,3.414720468782683e-08,3.929052369880868e-05,4.457528256300581e-11,0.0,0.4634634071872294,3.533576000494511e-05,1.0730812845242369e-05,4.9507937750476716e-05,3.1283898010928854e-06
