Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15)
3.098116990245995e-11,0.13078671984531834,0.46346346346346345,0.0,0.0,0.0,0.07307252437720385,0.0,2.631181773315051e-08,1.2235708326907237e-12,9.719995500912116e-14,6.269021418644676e-10,8.984623610118398e-14,1.8062600239207636e-08,8.860095090991058e-15,0.0,0.4634634634620469,2.507784012569453e-09,3.6809739960175164e-07,3.7895606232539624e-07,3.2976790409340983e-07
3.358677229350533e-11,0.13078672648870568,0.46346346346346345,0.0,0.0,0.0,0.07307247823054594,0.0,3.085313600005944e-08,1.4389947252975609e-12,1.1389771515609466e-13,7.345335290674277e-10,1.1421220942103306e-13,2.1163717449759443e-08,1.0394412073736029e-14,0.0,0.46346346346179,2.9465584297006037e-09,3.9848169980577554e-07,4.1122784519583013e-07,3.558652461383187e-07
3.619237468455071e-11,0.13078673317890802,0.46346346346346345,0.0,0.0,0.0,0.07307243208391717,0.0,3.574427764891012e-08,1.6720340932142562e-12,1.318631184730585e-13,8.503197799710927e-10,1.4258097650015762e-13,2.449979355925839e-08,1.2048134661269039e-14,0.0,0.4634634634615102,3.4205636737541973e-09,4.287781726668467e-07,4.435603449008922e-07,3.8171945065489143e-07
3.8797977075596094e-11,0.1307867399156025,0.46346346346346345,0.0,0.0,0.0,0.07307238593731757,0.0,4.0982850556218123e-08,1.92272237165623e-12,1.5108478520622782e-13,9.741849198549688e-10,1.7524336081544804e-13,2.8068639241740214e-08,1.3820625794161966e-14,0.0,0.46346346346120715,3.929774804315362e-09,4.589870719963325e-07,4.759532568719909e-07,4.073327826645754e-07
4.1403579466641475e-11,0.1307867466984692,0.46346346346346345,0.0,0.0,0.0,0.0730723397907471,0.0,4.656648345925152e-08,2.191092838853212e-12,1.715514513599568e-13,1.1060536813981205e-09,2.12487477316768e-13,3.186808555606179e-08,1.5711253361082877e-14,0.0,0.4634634634608806,4.4741673310280705e-09,4.891086508724029e-07,5.084062775284564e-07,4.327074860991863e-07
4.661478424873224e-11,0.13078676040145323,0.46346346346346345,0.0,0.0,0.0,0.07307224749769362,0.0,5.875954745138591e-08,2.7810126709354926e-12,2.1617529829779844e-13,1.3935045008252055e-09,3.0185996322250023e-13,4.0150205192239125e-08,1.9844413852221886e-14,0.0,0.4634634634601559,5.6684008298487126e-09,5.490908559218389e-07,5.73491435499281e-07,4.827498786060305e-07
5.1825989030823e-11,0.13078677428535596,0.46346346346346345,0.0,0.0,0.0,0.07307215520475671,0.0,7.230490968973011e-08,3.442056699143033e-12,2.6564681949776367e-13,1.7120840046411673e-09,4.1295011380538934e-13,4.9329201631606746e-08,2.444265659989452e-14,0.0,0.4634634634593334,7.003077036227708e-09,6.087267978526176e-07,6.388134098205684e-07,5.318641650829224e-07
5.703719381291376e-11,0.13078678834771626,0.46346346346346345,0.0,0.0,0.0,0.0730720629119364,0.0,8.718433212501148e-08,4.1744855613389666e-12,3.1987995490914585e-13,2.0612148678580726e-09,5.479678411440128e-13,5.9388438386911795e-08,2.950109853003899e-14,0.0,0.4634634634584111,8.478015659749785e-09,6.680184751009972e-07,7.043698071254241e-07,5.800675572197236e-07
6.224839859500452e-11,0.1307868025861165,0.46346346346346345,0.0,0.0,0.0,0.07307197061923267,0.0,1.0337989275124788e-07,4.978557443561913e-12,3.7879038877930647e-13,2.4403304727286445e-09,7.090820608603731e-13,7.031158751665328e-08,3.501493169665496e-14,0.0,0.46346346345738626,1.0093043078898469e-08,7.269678745685963e-07,7.701582495803225e-07,6.273769474924791e-07
6.745960337709528e-11,0.13078681699818018,0.46346346346346345,0.0,0.0,0.0,0.07307187832664555,0.0,1.208739798341162e-07,5.854528099965879e-12,4.422955147380518e-13,2.8488747098573316e-09,8.98421453625535e-13,8.20826238937634e-08,4.097942196484989e-14,0.0,0.46346346345625694,1.1847992169086976e-08,7.855769716896425e-07,8.361763747916739e-07,6.738089150928928e-07
7.78820129412768e-11,0.13078684633399917,0.46346346346346345,0.0,0.0,0.0,0.07307169374182113,0.0,1.5968880414759565e-07,7.823176709009807e-12,5.827677614447801e-13,3.752076025828416e-09,1.370093744720561e-12,1.0810573854862964e-07,5.424179864355206e-14,0.0,0.4634634634536753,1.5777018348590555e-08,9.017821036888567e-07,9.68892300557553e-07,7.641053671821308e-07
8.830442250545833e-11,0.13078687633697458,0.46346346346346345,0.0,0.0,0.0,0.07307150915746309,0.0,2.034939041285271e-07,1.0082429520493838e-11,7.406687503513845e-13,4.766572785810217e-09,1.9792374946190675e-12,1.373354266328214e-07,6.925178320958281e-14,0.0,0.4634634634506484,2.0263880823817756e-08,1.0166494477353517e-06,1.1024989905838013e-06,8.510834996199424e-07
9.872683206963986e-11,0.13078690698953113,0.46346346346346345,0.0,0.0,0.0,0.07307132457357148,0.0,2.521589914098337e-07,1.263424698001934e-11,9.153957694850161e-13,5.888274973422248e-09,2.7415081295740744e-12,1.6965382819920627e-07,8.597403097906049e-14,0.0,0.4634634634471596,2.5307459732480017e-08,1.1301944011870784e-06,1.2369780922339237e-06,9.348652473242073e-07
9.999999999999999e-11,0.1307869382746963,0.46346346346346345,0.0,0.0,0.0,0.0730713020254307,0.0,2.584307151877792e-07,1.2966114653241211e-11,9.378648086543882e-13,6.032453728795694e-09,2.845857009569468e-12,1.7380788951250675e-07,8.813245135014807e-14,0.0,0.463463463446701,2.596167323255051e-08,1.1439747901913433e-06,1.2534645393815474e-06,9.448864178439013e-07
1.0914924163382138e-10,0.1307869382746963,0.46346346346346345,0.0,0.0,0.0,0.07307113999014629,0.0,3.055582239421469e-07,1.5480552433783607e-11,1.1063703451493122e-12,7.113242859467951e-09,3.671985647182662e-12,2.0494741405661294e-07,1.0437425995944458e-13,0.0,0.4634634634431924,3.090672382191941e-08,1.2424321841840105e-06,1.3723114912106082e-06,1.015568064719124e-06
1.195716511980029e-10,0.13078697017607485,0.46346346346346345,0.0,0.0,0.0,0.07307095540718755,0.0,3.6357004588880244e-07,1.862323270090877e-11,1.3130372883955538e-12,8.43768148844694e-09,4.785195726500314e-12,2.431068268896094e-07,1.2441921425188974e-13,0.0,0.463463463438731,3.7060725749944296e-08,1.3533778416875845e-06,1.5084813087222584e-06,1.0933050901086676e-06
1.2999406076218443e-10,0.1307870026778316,0.46346346346346345,0.0,0.0,0.0,0.07307077082469528,0.0,4.2607703313370965e-07,2.2064138632447643e-11,1.5348637785479561e-12,9.857935359415754e-09,6.095130094049035e-12,2.8402672797879577e-07,1.460766287179836e-13,0.0,0.46346346343376027,4.376859757042057e-08,1.4630462454981542e-06,1.6454698986803767e-06,1.168185304255906e-06
1.4041647032636596e-10,0.13078703576466924,0.46346346346346345,0.0,0.0,0.0,0.07307058624266947,0.0,4.92965744276666e-07,2.5805085657367705e-11,1.771338482700772e-12,1.1370483296803323e-08,7.61526616254013e-12,3.2760564939499317e-07,1.693151948834752e-13,0.0,0.46346346342826533,5.1029546398635604e-08,1.5714520962486861e-06,1.7832598449301906e-06,1.2403136832991756e-06
1.5083887989054748e-10,0.13078706942180973,0.46346346346346345,0.0,0.0,0.0,0.07307040166111016,0.0,5.641265771304866e-07,2.9847854315746744e-11,2.0219707111324246e-12,1.2971933511677465e-08,9.358585940410447e-12,3.737458516816286e-07,1.941045280822714e-13,0.0,0.4634634634222322,5.8842850256831485e-08,1.6786099253745233e-06,1.921833958514788e-06,1.309791345990314e-06
1.61261289454729e-10,0.13078710363497514,0.46346346346346345,0.0,0.0,0.0,0.07307021708001735,0.0,6.39453630570843e-07,3.419419077990631e-11,2.286289607532453e-12,1.465901884831267e-08,1.133759423188787e-11,4.223531868769133e-07,2.2041513580690798e-13,0.0,0.46346346341564704,6.72078540951558e-08,1.784534097060322e-06,2.0611752749712767e-06,1.376715695408488e-06
1.7168369901891053e-10,0.13078713839037018,0.46346346346346345,0.0,0.0,0.0,0.07307003249939102,0.0,7.188445714532156e-07,3.884580736440006e-11,2.5638433720137847e-12,1.642859220616512e-08,1.3564336165466685e-11,4.73336966590698e-07,2.482183872012634e-13,0.0,0.46346346340849676,7.612396597849922e-08,1.8892388101650078e-06,2.201267051657801e-06,1.4411805554445864e-06
1.8210610858309205e-10,0.13078717367466436,0.46346346346346345,0.0,0.0,0.0,0.07306984791923124,0.0,8.022005063450655e-07,4.3804383025550016e-11,2.854198515095565e-12,1.827762212851327e-08,1.6050414084260984e-11,5.266098348840936e-07,2.7748648363911385e-13,0.0,0.4634634634007685,8.559065343057209e-08,1.9927381001248236e-06,2.34209276511127e-06,1.5032763023168031e-06
1.9252851814727358e-10,0.1307872094749755,0.46346346346346345,0.0,0.0,0.0,0.07306966333953796,0.0,8.89425857913121e-07,4.9071563850980055e-11,3.1569391414691716e-12,2.0203188552204352e-08,1.8807003819521886e-11,5.820876457916454e-07,3.08192430352743e-13,0.0,0.46346346339245004,9.560743992965644e-08,2.0950458408343627e-06,2.4836361084359424e-06,1.5630899912831501e-06
2.029509277114551e-10,0.13078724577885362,0.46346346346346345,0.0,0.0,0.0,0.07306947876031124,0.0,9.80428245834874e-07,5.46489635395571e-11,3.471666262581548e-12,2.2202478713967766e-08,2.1844870364696302e-11,6.396893453552574e-07,3.4031000908223556e-13,0.0,0.4634634633835295,1.0617390155158278e-07,2.1961757465057894e-06,2.6258809887225905e-06,1.6207054786862373e-06
2.1337333727563663e-10,0.13078728257426536,0.46346346346346345,0.0,0.0,0.0,0.07306929418155107,0.0,1.0751183720763865e-06,6.053816387221135e-11,3.7979971369069415e-12,2.427278320782403e-08,2.517438297097513e-11,6.993368580122016e-07,3.738137517099658e-13,0.0,0.46346346337399547,1.1728966375463246e-07,2.2961413735066256e-06,2.7688115244976987e-06,1.676203539493433e-06
2.2379574683981815e-10,0.130787319849579,0.46346346346346345,0.0,0.0,0.0,0.07306910960325748,0.0,1.1734099103593332e-06,6.674071517411108e-11,4.135564636655651e-12,2.641149218745092e-08,2.880552968783247e-11,7.609549771603151e-07,4.0867891484052007e-13,0.0,0.4634634633638367,1.289543983003883e-07,2.3949561221764834e-06,2.912412043202207e-06,1.729661980515401e-06
2.3421815640399965e-10,0.13078735759355023,0.46346346346346345,0.0,0.0,0.0,0.07306892502543043,0.0,1.2752193996524882e-06,7.325813676860066e-11,4.484016639754342e-12,2.8616091707791317e-08,3.274793137043793e-11,8.244712597356952e-07,4.4488145528909926e-13,0.0,0.4634634633530427,1.4116782030492727e-07,2.4926332386229167e-06,3.0566670786995066e-06,1.7811557494734299e-06
2.446405659681812e-10,0.13078739579530796,0.46346346346346345,0.0,0.0,0.0,0.07306874044806998,0.0,1.3804661415440254e-06,8.009191742324701e-11,4.843015446082269e-12,3.088416020092164e-08,3.701085517301387e-11,8.898159246593346e-07,4.823980064461895e-13,0.0,0.4634634633416032,1.539296854154673e-07,2.5891858164965857e-06,3.2015613688124384e-06,1.8307570400640388e-06
2.550629755323627e-10,0.13078743444434124,0.46346346346346345,0.0,0.0,0.0,0.07306855587117612,0.0,1.4890721013596608e-06,8.724351578831307e-11,5.2122372170163795e-12,3.3213365081500996e-08,4.160322754605404e-11,9.569217550178537e-07,5.212058554882092e-13,0.0,0.46346346332950805,1.6723978710789757e-07,2.684626798745961e-06,3.347079852888984e-06,1.8785353931603957e-06
2.6548538509654423e-10,0.13078747353048623,0.46346346346346345,0.0,0.0,0.0,0.07306837129474889,0.0,1.6009618128903671e-06,9.471436082797114e-11,5.591371437338373e-12,3.560145947707738e-08,4.6533646755490515e-11,1.0257240038421923e-06,5.612829214035361e-13,0.0,0.4634634633167478,1.8109795410059137e-07,2.7789689793518264e-06,3.493207669396247e-06,1.9245577942913715e-06
2.7590779466072575e-10,0.13078751304391378,0.46346346346346345,0.0,0.0,0.0,0.07306818671878823,0.0,1.716062286594056e-06,1.0250585224454959e-10,5.980120398567133e-12,3.8046279078549417e-08,5.181039494180783e-11,1.0961603033487903e-06,6.026077338034732e-13,0.0,0.46346346330331334,1.9550404787991856e-07,2.8722250050418364e-06,3.63993015354242e-06,1.9688887675383914e-06
2.863302042249073e-10,0.13078755297511746,0.46346346346346345,0.0,0.0,0.0,0.07306800214329422,0.0,1.8343029211419666e-06,1.1061936089608051e-10,6.378198702827352e-12,4.054573910630232e-08,5.7441449736262936e-11,1.1681705775141145e-06,6.451594124891399e-13,0.0,0.4634634632891955,2.104579603330832e-07,2.9644073769853437e-06,3.7872328349263866e-06,2.011590465983694e-06
2.967526137890888e-10,0.13078759331490217,0.46346346346346345,0.0,0.0,0.0,0.07306781756826684,0.0,1.955615418188032e-06,1.1905622920738836e-10,6.785332786420937e-12,4.309783138779747e-08,6.343449545037083e-11,1.2416969578609014e-06,6.889176477469678e-13,0.0,0.4634634632743858,2.2595961148416992e-07,3.055528452468716e-06,3.935101435214673e-06,2.0527227588358276e-06
3.0717502335327033e-10,0.1307876340543728,0.46346346346346345,0.0,0.0,0.0,0.07306763299370608,0.0,2.0799337002444017e-06,1.2781777157494304e-10,7.201260462306521e-12,4.570062154256571e-08,6.979693385415986e-11,1.3166837023394232e-06,7.338626813465707e-13,0.0,0.46346346325887594,2.4200894732945466e-07,3.1456004465513703e-06,4.0835218658454346e-06,2.0923433153531153e-06
3.1759743291745185e-10,0.1307876751849236,0.46346346346346345,0.0,0.0,0.0,0.07306744841961199,0.0,2.2071938315494e-06,1.3690527476568712e-10,7.625730480717988e-12,4.835224627066267e-08,7.653589455829098e-11,1.3930771171901758e-06,7.799752882154541e-13,0.0,0.4634634632426577,2.586059377681445e-07,3.2346354337027362e-06,4.2324802257591536e-06,2.1305076856826154e-06
3.280198424816334e-10,0.13078771669822817,0.46346346346346345,0.0,0.0,0.0,0.07306726384598457,0.0,2.3373339418176212e-06,1.4631999831003236e-10,8.058502107180112e-12,5.105091074076188e-08,8.365824501468036e-11,1.4708254816777961e-06,8.272367587657961e-13,0.0,0.46346346322572346,2.757505746248259e-07,3.322645349420392e-06,4.38196279915573e-06,2.167269378728574e-06
3.384422520458149e-10,0.130787758586229,0.46346346346346345,0.0,0.0,0.0,0.07306707927282378,0.0,2.470294152766219e-06,1.5606317488920534e-10,8.499344717212129e-12,5.379488607421386e-08,9.117060014968557e-11,1.5498789755903926e-06,8.756288818495079e-13,0.0,0.4634634632080659,2.9344286976005255e-07,3.409641991829573e-06,4.5319560532776825e-06,2.2026799371598627e-06
3.4886466160999643e-10,0.13078780084112826,0.46346346346346345,0.0,0.0,0.0,0.0730668947001297,0.0,2.6060165073158382e-06,1.66136010717108e-10,8.948037407043016e-12,5.6582506921550776e-08,9.907933164333334e-11,1.6301896094028495e-06,9.251339283187702e-13,0.0,0.4634634631896777,3.116828532656487e-07,3.495637023264264e-06,4.682446636219143e-06,2.236789009661322e-06
3.5928707117417795e-10,0.13078784345537844,0.46346346346346345,0.0,0.0,0.0,0.07306671012790227,0.0,2.7444449013684344e-06,1.7653968591684778e-10,9.404368619690979e-12,5.941216912804817e-08,1.0739057686756224e-10,1.7117111570064478e-06,9.757346351700844e-13,0.0,0.46346346317055176,3.304705717414422e-07,3.5806419718301067e-06,4.833421374760351e-06,2.2696444205300635e-06
3.697094807383595e-10,0.13078788642167355,0.46346346346346345,0.0,0.0,0.0,0.07306652555614154,0.0,2.8855250180675696e-06,1.8727535489207975e-10,9.868135785785045e-12,6.228232748507153e-08,1.1611024749600971e-10,1.7943990909105193e-06,1.0274141902506362e-12,0.0,0.46346346315068165,3.498060866502464e-07,3.6646682329493026e-06,4.984867272227344e-06,2.3012922367142725e-06
3.80131890302541e-10,0.1307879297329404,0.46346346346346345,0.0,0.0,0.0,0.07306634098484753,0.0,3.0292042644501116e-06,1.9834414669329627e-10,1.0339144978531654e-11,6.519149356405144e-08,1.2524403779742765e-10,1.8782105198251713e-06,1.0801562175065045e-12,0.0,0.46346346313006065,3.69689472748038e-07,3.747727070887751e-06,5.136771506376594e-06,2.331776832388601e-06
3.9055429986672253e-10,0.13078797338233047,0.46346346346346345,0.0,0.0,0.0,0.0730661564140202,0.0,3.17543171040169e-06,2.097471653791876e-10,1.0817210582254367e-11,6.813823363004879e-08,1.3479743262435922e-10,1.9631041285375314e-06,1.1339447627530323e-12,0.0,0.46346346310868264,3.9012081658637904e-07,3.829829620264593e-06,5.2891214273042295e-06,2.3611409511567525e-06
4.0097670943090405e-10,0.130788017363212,0.46346346346346345,0.0,0.0,0.0,0.07306597184365961,0.0,3.3241580298315475e-06,2.2148549037318928e-10,1.1302154973958958e-11,7.112116663198764e-08,1.447757151082694e-10,2.04904011999728e-06,1.1887642799483985e-12,0.0,0.46346346308654174,4.1110021508425935e-07,3.910986887544397e-06,5.441904555379633e-06,2.3894257659683866e-06
4.218215285592671e-10,0.13078810629396043,0.46346346346346345,0.0,0.0,0.0,0.07306560270433857,0.0,3.628917672168843e-06,2.459722558973811e-10,1.2292007800387412e-11,7.719033929909235e-08,1.6602711046192427e-10,2.2238873264263184e-06,1.3014360089648684e-12,0.0,0.4634634630399475,4.5470360763329644e-07,4.070508969686993e-06,5.748721353649296e-06,2.442914660912829e-06
4.4058186577479385e-10,0.13078818740297507,0.46346346346346345,0.0,0.0,0.0,0.07306527048054585,0.0,3.911283540933203e-06,2.6916742916451526e-10,1.3204771978862342e-11,8.276353163197506e-08,1.866556083775493e-10,2.3844446735776406e-06,1.4062184298935053e-12,0.0,0.4634634629953471,4.958221457000083e-07,4.210953823581392e-06,6.0262162594441364e-06,2.4877463293835252e-06
4.593422029903206e-10,0.13078826949199499,0.46346346346346345,0.0,0.0,0.0,0.07306493825826542,0.0,4.201046175773508e-06,2.9346469280638445e-10,1.4137395256930295e-11,8.843472169397277e-08,2.087344409261359e-10,2.5478241223132222e-06,1.5141167313086494e-12,0.0,0.46346346294819013,5.387182247560769e-07,4.3485014327786605e-06,6.304928242221297e-06,2.5296554668893356e-06
4.781025402058473e-10,0.13078835252925589,0.46346346346346345,0.0,0.0,0.0,0.07306460603749729,0.0,4.497968896365209e-06,3.188694965707546e-10,1.5089093096704202e-11,9.41975209537461e-08,2.3228804130579304e-10,2.7138415774959625e-06,1.6250533660867686e-12,0.0,0.46346346289844864,5.833926197817341e-07,4.4832115436069615e-06,6.584790413884689e-06,2.568832533137519e-06
4.96862877421374e-10,0.1307884364846749,0.46346346346346345,0.0,0.0,0.0,0.0730642738182415,0.0,4.801827854162483e-06,3.4538705847459765e-10,1.6059143441484307e-11,1.0004595729818322e-07,2.573392482883271e-10,2.8823249436850352e-06,1.7389541323375064e-12,0.0,0.46346346284609646,6.298461219330045e-07,4.615142670300008e-06,6.8657375171002826e-06,2.6054555732421226e-06
5.156232146369008e-10,0.13078852132983498,0.46346346346346345,0.0,0.0,0.0,0.0730639416004981,0.0,5.112411233463876e-06,3.7302237080512346e-10,1.7046882500497936e-11,1.0597444784831119e-07,2.83909410303604e-10,3.053113341786139e-06,1.85574798503377e-12,0.0,0.4634634627911089,6.780795211952749e-07,4.744352120416561e-06,7.14770589013865e-06,2.6396910281587306e-06
5.343835518524275e-10,0.1307886070378175,0.46346346346346345,0.0,0.0,0.0,0.07306360938426709,0.0,5.4295185044819165e-06,4.0178020598381586e-10,1.805170082802518e-11,1.1197777356903384e-07,3.1201848265559245e-10,3.2260563773936378e-06,1.9753668594793053e-12,0.0,0.4634634627334631,7.280935906111697e-07,4.870896019728208e-06,7.430633432462241e-06,2.6716944916400217e-06
5.531438890679543e-10,0.13078869358314604,0.46346346346346345,0.0,0.0,0.0,0.07306327716954855,0.0,5.752959724113173e-06,4.3166512230031064e-10,1.9073039670034005e-11,1.180510555237954e-07,3.4168511844020993e-10,3.401013456533713e-06,2.0977455056423167e-12,0.0,0.46346346267313765,7.79889071943338e-07,4.9948293365976035e-06,7.714459571026138e-06,2.7016114181513735e-06
5.71904226283481e-10,0.13078878094167964,0.46346346346346345,0.0,0.0,0.0,0.07306294495634248,0.0,6.082554882803062e-06,4.626814695155914e-10,2.011038756862873e-11,1.2418973271838753e-07,3.729267533785478e-10,3.577853147201127e-06,2.222821332996681e-12,0.0,0.4634634626101122,8.334666627156372e-07,5.116205905844739e-06,7.999125227295756e-06,2.729577783409531e-06
5.906645634990078e-10,0.13078886909053763,0.46346346346346345,0.0,0.0,0.0,0.07306261274464892,0.0,6.41813329340109e-06,4.948333943401892e-10,2.1163277199414242e-11,1.3038954139185808e-07,4.0575968510933404e-10,3.7564525825963884e-06,2.3505342649449404e-12,0.0,0.4634634625443682,8.888270044990738e-07,5.235078452120756e-06,8.284572784954021e-06,2.755720701779013e-06
6.094249007145345e-10,0.1307889580080189,0.46346346346346345,0.0,0.0,0.0,0.07306228053446791,0.0,6.759533019044766e-06,5.281248457904255e-10,2.223128242414502e-11,1.3664649565195487e-07,4.401991473333415e-10,3.936696903107745e-06,2.4808266021560476e-12,0.0,0.4634634624758884,9.459706723447998e-07,5.351498612800399e-06,8.570746058282499e-06,2.7801590035840675e-06
6.281852379300612e-10,0.1307890476735311,0.46346346346346345,0.0,0.0,0.0,0.07306194832579949,0.0,7.1066003373872e-06,5.625595804257911e-10,2.3314015542510165e-11,1.4295686936215587e-07,4.762593791656341e-10,4.118478734359491e-06,2.6136428942127353e-12,0.0,0.46346346240465597,1.0048981652761888e-06,5.4655169604045126e-06,8.857590261200404e-06,2.8030037751072805e-06
6.46945575145588e-10,0.13078913806752246,0.46346346346346345,0.0,0.0,0.0,0.07306161611864365,0.0,7.459189239104889e-06,5.981411674693244e-10,2.4411124730842417e-11,1.4931717920882224e-07,5.13953689969268e-10,4.301697699267296e-06,2.7489298191038287e-12,0.0,0.463463462330656,1.0656098977718668e-06,5.577183024560176e-06,9.14505197695082e-06,2.824358863405343e-06
6.657059123611147e-10,0.13078922917141828,0.46346346346346345,0.0,0.0,0.0,0.07306128391300043,0.0,7.817160958585253e-06,6.348729938131634e-10,2.5522291655359034e-11,1.5572416887575766e-07,5.53294519948876e-10,4.486259962005104e-06,2.8866360700881515e-12,0.0,0.46346346225387425,1.1281061921708295e-06,5.686545313507292e-06,9.433079128421778e-06,2.8443213481098623e-06
6.844662495766415e-10,0.13078932096756146,0.46346346346346345,0.0,0.0,0.0,0.07306095170886989,0.0,8.180383534690016e-06,6.727582689115502e-10,2.6647229247665113e-11,1.6217479425334766e-07,5.942934967829704e-10,4.672077801784972e-06,3.026712249455661e-12,0.0,0.46346346217429757,1.1923872719308832e-06,5.793651335161004e-06,9.721620949088945e-06,2.862981982384428e-06
7.032265867921682e-10,0.13078941343915704,0.46346346346346345,0.0,0.0,0.0,0.07306061950625202,0.0,8.548731399541804e-06,7.118000295636877e-10,2.7785679630582243e-11,1.6866620961124243e-07,6.369614885669622e-10,4.859069214402856e-06,3.169110768722735e-12,0.0,0.4634634620919137,1.2584532556736392e-06,5.898547617739804e-06,1.0010627954566129e-05,2.8804256051556944e-06
7.21986924007695e-10,0.1307895065702201,0.46346346346346345,0.0,0.0,0.0,0.07306028730514685,0.0,8.922084993479296e-06,7.520011445886464e-10,2.8937412183593594e-11,1.7519575467040316e-07,6.813086533126228e-10,5.047157539700902e-06,3.3137857548430978e-12,0.0,0.4634634620067111,1.3263041519558507e-06,6.00127972996858e-06,1.0300051914750574e-05,2.8967315265318697e-06
7.407472612232217e-10,0.13078960034552697,0.46346346346346345,0.0,0.0,0.0,0.07305995510555442,0.0,9.300330404509876e-06,7.93364319394335e-10,3.0102221738319146e-11,1.8176094251669585e-07,7.273444852253692e-10,5.236271113280138e-06,3.460692962057175e-12,0.0,0.4634634619186795,1.395939854712991e-06,6.101892300865225e-06,1.0589845826550933e-05,2.9119738881323192e-06
7.595075984387485e-10,0.13078969475056976,0.46346346346346345,0.0,0.0,0.0,0.07305962290747471,0.0,9.683359030712174e-06,8.358921004424715e-10,3.127992689521723e-11,1.8835944830248919e-07,7.750778579643742e-10,5.426342940920688e-06,3.609789689030394e-12,0.0,0.4634634618278088,1.4673601393251082e-06,6.20042903911916e-06,1.087996388718621e-05,2.92622199992451e-06
7.782679356542752e-10,0.1307897897715135,0.46346346346346345,0.0,0.0,0.0,0.07305929071090779,0.0,1.0071067264113332e-05,8.795868796114788e-10,3.2470368453173346e-11,1.9498909868523222e-07,8.245170650808757e-10,5.61731039423913e-06,3.761034700947177e-12,0.0,0.46346346173409014,1.5405646592574982e-06,6.296932752070104e-06,1.1170361468043875e-05,2.939540655089523e-06
7.970282728698019e-10,0.13078988539515607,0.46346346346346345,0.0,0.0,0.0,0.07305895851585362,0.0,1.0463356194639315e-05,9.244508984592533e-10,3.3673407944096014e-11,2.0164786195453507e-07,8.756698578202897e-10,5.809114926186084e-06,3.9143881562438274e-12,0.0,0.46346346163751523,1.6155529432312723e-06,6.391445364295427e-06,1.1460995089085559e-05,2.9519904243613293e-06
8.157886100853287e-10,0.13078998160889097,0.46346346346346345,0.0,0.0,0.0,0.07305862632231229,0.0,1.0860131332827649e-05,9.704862523877036e-10,3.4888926265191444e-11,2.0833383880243437e-07,9.285434804616502e-10,6.001701805078108e-06,4.069811537683924e-12,0.0,0.4634634615380764,1.6923243928819617e-06,6.48400793581423e-06,1.1751822393788817e-05,2.9636279311909277e-06
8.345489473008554e-10,0.13079007840067203,0.46346346346346345,0.0,0.0,0.0,0.07305829413028374,0.0,1.1261302350089206e-05,1.0176948947109209e-09,3.6116822402175086e-11,2.1504525369489214e-07,9.831447033550016e-10,6.1950198659550105e-06,4.2272675875017394e-12,0.0,0.4634634614357663,1.7708782808675731e-06,6.574660679916061e-06,1.2042802124613812e-05,2.9745061089860084e-06
8.533092845163822e-10,0.1307901757589804,0.46346346346346345,0.0,0.0,0.0,0.07305796193976806,0.0,1.1666782835391413e-05,1.066078640628795e-09,3.735701223719771e-11,2.217804468055551e-07,1.0394798538059624e-09,6.389021278139522e-06,4.386720246358414e-12,0.0,0.46346346133057864,1.851213749390389e-06,6.663442980621993e-06,1.2333894098984158e-05,2.9846744415880644e-06
8.720696217319089e-10,0.13079027367279422,0.46346346346346345,0.0,0.0,0.0,0.07305762975076521,0.0,1.2076490067307003e-05,1.1156391711078592e-09,3.8609427435694913e-11,2.285378664752791e-07,1.0975548449472052e-09,6.583661327947651e-06,4.548134595871774e-12,0.0,0.4634634612225076,1.933329809099203e-06,6.750393409785603e-06,1.2625059185771261e-05,2.9941791880749484e-06
8.908299589474357e-10,0.1307903721315593,0.46346346346346345,0.0,0.0,0.0,0.07305729756327523,0.0,1.2490344800435984e-05,1.166378036671145e-09,3.9874014406748893e-11,2.3531606216313563e-07,1.1573752027281086e-09,6.778898215561816e-06,4.7114768044949295e-12,0.0,0.4634634611115477,2.017225338340841e-06,6.8355497438412805e-06,1.2916259282271725e-05,3.0030635929109866e-06
9.095902961629624e-10,0.13079047112516218,0.46346346346346345,0.0,0.0,0.0,0.07305696537729814,0.0,1.2908271065271192e-05,1.2182966610988e-09,4.1150733331919654e-11,2.4211367785678435e-07,1.2189460911455595e-09,6.974692865141268e-06,4.876714076532881e-12,0.0,0.46346346099769387,2.1028990827319268e-06,6.918948980207156e-06,1.3207457291667617e-05,3.011368082402083e-06
9.283506333784892e-10,0.13079057064390506,0.46346346346346345,0.0,0.0,0.0,0.07305663319283393,0.0,1.3330195980639446e-05,1.2713963450412063e-09,4.243955725786324e-11,2.489294459122337e-07,1.2822723358306785e-09,7.171008747305961e-06,5.043814604100195e-12,0.0,0.4634634608809419,2.1903496550239014e-06,7.000627353349783e-06,1.3498617100959563e-05,3.019130448349573e-06
