Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182),C6H10(185),C6H10(188)
5.17140875357701e-08,0.1312903146417811,0.46346346346346345,0.0,0.0,0.0,0.07173696400769364,6.434465991098276e-07,0.0024063725645770773,3.548825198667658e-06,3.879384088478437e-07,0.00028105560622486333,3.16214600974649e-05,0.000861323149849994,5.898430052833236e-09,0.0,0.4638730912868351,0.000834345823412306,9.946521186539379e-06,7.751177068682181e-05,4.792926950224599e-06,4.338215680674948e-06,1.207481841412789e-06,0.00014227712273437074,2.0332726870270717e-09,4.321970803347209e-05,2.239186175629261e-10,2.3185546592494086e-09,1.0874931305028898e-05,1.9164700580206953e-09,5.912216761729924e-07,4.89984708584266e-05,7.020589439482656e-10,1.4445684371207104e-05,5.361042180021892e-12,4.704756294280288e-08,1.1072667893178349e-10,3.160405742520704e-15,4.36472312206676e-12,1.9706939802533063e-11,2.686373175584117e-16,1.8841381453799007e-16,4.406990162381677e-12,3.8607152696226235e-12,1.5534169458391974e-15
5.334639866584305e-08,0.13130883234205634,0.46346346346346345,0.0,0.0,0.0,0.07168326847402753,7.06444590835518e-07,0.002490842563136111,3.8251337685167745e-06,4.157624922802563e-07,0.0002962973280753588,3.439672104537977e-05,0.0008971420875085934,6.448843997914468e-09,0.0,0.4638972625357047,0.0008521131089463321,9.93913968643918e-06,7.774559767080775e-05,4.832042265132343e-06,4.429463632431522e-06,1.2325882988333953e-06,0.0001494099012999266,2.1354110512827976e-09,4.680455925140598e-05,2.424915122650297e-10,2.444292412152328e-09,1.1833875596009662e-05,2.0854715514765827e-09,6.00852955991401e-07,5.079299077840077e-05,7.278619144779764e-10,1.5250244472753768e-05,5.6553424398165094e-12,4.9862914376655905e-08,1.3445399632231893e-10,3.837740627775506e-15,4.792066163291707e-12,2.4560997883370763e-11,3.3491360272119383e-16,2.348980655955015e-16,5.628535923178256e-12,4.960478442270176e-12,1.9842907626355358e-15
5.4978709795916006e-08,0.13132743955947485,0.46346346346346345,0.0,0.0,0.0,0.07162908439177995,7.731002233638223e-07,0.002575552681722629,4.117218049323244e-06,4.4462651465107774e-07,0.0003118127656093412,3.7320084040168605e-05,0.0009332386844516427,7.034075626278402e-09,0.0,0.46392190369749947,0.0008693666736512211,9.931690026010635e-06,7.798089483255358e-05,4.869894800844545e-06,4.517885104766792e-06,1.2569161469071063e-06,0.000156589595261564,2.238238446548142e-09,5.053254234402914e-05,2.618059646332742e-10,2.5722882517259354e-09,1.2838514161514207e-05,2.2625265263997474e-09,6.105303611206258e-07,5.259712171205851e-05,7.53806501940856e-10,1.6069502416872325e-05,5.9554150016592226e-12,5.273254998754153e-08,1.621262088283522e-10,4.62771263176286e-15,5.2442209339257915e-12,3.037127254529887e-11,4.142734471470804e-16,2.90559872045294e-16,7.125572331811447e-12,6.3171670885664755e-12,2.5124044302023925e-15
5.661102092598896e-08,0.1313461326943526,0.46346346346346345,0.0,0.0,0.0,0.07157442783748032,8.434776956257426e-07,0.0026604950589660735,4.425696645591626e-06,4.745333628523334e-07,0.0003275933460061288,4.039405800961938e-05,0.0009695946338304643,7.655128938184329e-09,0.0,0.4639469987070921,0.0008861188510626909,9.92417443412673e-06,7.821750220422283e-05,4.906515380653071e-06,4.603548277182445e-06,1.280484165722001e-06,0.00016381040549319514,2.341671987693206e-09,5.440182520745805e-05,2.8185248265130835e-10,2.702471454462088e-09,1.3888988943063921e-05,2.4476600095701366e-09,6.202532491857034e-07,5.4410523742464155e-05,7.798877202052611e-10,1.6903006668390873e-05,6.26111128462142e-12,5.5654420379136094e-08,1.9421274105372584e-10,5.543729631337141e-15,5.721622939168225e-12,3.728037420010841e-11,5.086738774163208e-16,3.567725527014586e-16,8.946441454149291e-12,7.978102031712375e-12,3.1548333184601777e-15
5.8243332056061915e-08,0.13136490822897598,0.46346346346346345,0.0,0.0,0.0,0.07151931449784454,9.176383747507902e-07,0.0027456619972673875,4.7511931582433664e-06,5.054855336244684e-07,0.0003436307106332002,4.362102634746927e-05,0.0010061920938227533,8.312984974269477e-09,0.0,0.46397253190282783,0.000902381672887544,9.916595085399665e-06,7.845526656994801e-05,4.941934090445981e-06,4.686519756014642e-06,1.3033107034457647e-06,0.0001710668811895842,2.4456337327798734e-09,5.841044106448201e-05,3.026208765679228e-10,2.8347730640474767e-09,1.4985399763527008e-05,2.6408896038768643e-09,6.300207385472001e-07,5.6232865844504404e-05,8.061007137938649e-10,1.775031817094122e-05,6.57228538212562e-12,5.8626521691891606e-08,2.3121596911492736e-10,6.6001413825877515e-15,6.22468847431736e-12,4.544537792238078e-11,6.202713510933944e-16,4.350495398288709e-16,1.1145569075354982e-11,9.997018648827774e-12,3.930803355512124e-15
5.987564318613487e-08,0.13138376272661947,0.46346346346346345,0.0,0.0,0.0,0.07146375967935994,9.956408662767151e-07,0.002831045960061875,5.094335266559015e-06,5.374851509335116e-07,0.0003599167096973097,4.700324726043693e-05,0.0010430136803175189,9.008600910085505e-09,0.0,0.4639984880164334,0.0009181668812256121,9.908954101550442e-06,7.869404136335407e-05,4.976180306527745e-06,4.76686463163343e-06,1.3254136920643541e-06,0.0001783538980476522,2.5500503743725955e-09,6.255630352498397e-05,3.241003369246389e-10,2.969125846472752e-09,1.6127806992684252e-05,2.8422259581330478e-09,6.398317316178914e-07,5.8063825776779086e-05,8.324407562047592e-10,1.8611009958727794e-05,6.8887944106920925e-12,6.164689516511168e-08,2.7367169246406163e-10,7.812253095701784e-15,6.753815101040587e-12,5.5038588294954464e-11,7.514324115698538e-16,5.270518982391084e-16,1.3783924863666654e-11,1.2434623173900452e-11,4.8618538498516516e-15
6.150795431620782e-08,0.13140269283071757,0.46346346346346345,0.0,0.0,0.0,0.07140777831666646,1.0775410791332123e-06,0.0029166395696619152,5.455753892739119e-06,5.705339806954688e-07,0.0003764433975319504,5.0542854556392004e-05,0.0010800424601280177,9.742909338040092e-09,0.0,0.4640248521641837,0.0009334859390366889,9.90125355260583e-06,7.89336862259115e-05,5.009282719696055e-06,4.844646527339916e-06,1.3468106604478683e-06,0.00018566664032173112,2.6548529856375872e-09,6.683721873904199e-05,3.4627949751900706e-10,3.105464253298258e-09,1.731623379170895e-05,3.051673162732786e-09,6.496849365769391e-07,5.9903089974436876e-05,8.589032483119795e-10,1.9484666824163383e-05,7.210497259039068e-12,6.471362672271363e-08,3.221493983186383e-10,9.196333086524265e-15,7.309382088209179e-12,6.624824286306509e-11,9.04743506564773e-16,6.345952627944944e-16,1.692946946398509e-11,1.53591475185527e-11,5.9719957066377155e-15
6.314026544628078e-08,0.13142169526368616,0.46346346346346345,0.0,0.0,0.0,0.07135138497994611,1.163392286544604e-06,0.0030024356052919653,5.8360824355094495e-06,6.046334428980823e-07,0.0003932030284061377,5.424185888594846e-05,0.0011172619445561076,1.0516817725608376e-08,0.0,0.46405160983910726,0.0009483500387775821,9.893495457952302e-06,7.917406657198235e-05,5.0412693549829605e-06,4.919927639060644e-06,1.3675187454909606e-06,0.00019300058613451847,2.7599768124328758e-09,7.125089509774638e-05,3.69146485667383e-10,3.243724381047962e-09,1.8550668009284722e-05,3.26922908372833e-09,6.595788874241324e-07,6.175035344126295e-05,8.85483716636669e-10,2.037088503179684e-05,7.537257882281343e-12,6.782484635541288e-08,3.7725232905834876e-10,1.0769614800786336e-14,7.891750825004553e-12,7.92791597842823e-11,1.0830200483332882e-15,7.596562502213602e-16,2.065759215804507e-11,1.8846908589405384e-11,7.287866325024454e-15
6.477257657635374e-08,0.1314407668254725,0.46346346346346345,0.0,0.0,0.0,0.07129459388283635,1.253245190238952e-06,0.0030884270005539995,6.23595596869088e-06,6.397846244102514e-07,0.00041018805204843405,5.810214903028976e-05,0.001154656082503955,1.1331207847486411e-08,0.0,0.4640787469026425,0.000962770111241766,9.88568178746287e-06,7.941505358427215e-05,5.072167591694191e-06,4.992768775956379e-06,1.3875547026032214e-06,0.00020035149150290834,2.865361047333774e-09,7.57949538416996e-05,3.926889771573324e-10,3.383843951244031e-09,1.983106422816366e-05,3.494885723920646e-09,6.695119629246467e-07,6.360531963571559e-05,9.121778119025973e-10,2.1269272010319944e-05,7.868935823154002e-12,7.097872748399242e-08,4.3961754445423606e-10,1.2550298694405822e-14,8.50126525658177e-12,9.435340278629081e-11,1.289315718795805e-15,9.043790479624802e-16,2.5051563753580955e-11,2.2982893755370583e-11,8.838889887698774e-15
6.64048877064267e-08,0.13145990439240915,0.46346346346346345,0.0,0.0,0.0,0.07123741889139565,1.3471479904201072e-06,0.003174606840491891,6.6560103702231115e-06,6.759882942621558e-07,0.000427391108613148,6.212549298259369e-05,0.0011922092529491886,1.2186935097483334e-08,0.0,0.4641062495751957,0.0009767568358581584,9.87781446277267e-06,7.965652434597685e-05,5.102004186758853e-06,5.063229408718562e-06,1.4069349200499968e-06,0.00020771537147578142,2.970948562492192e-09,8.046694176454472e-05,4.1689426209096426e-10,3.525762221184335e-09,2.1157346128280183e-05,3.728629638358103e-09,6.794824048995361e-07,6.546770035004975e-05,9.389813064137672e-10,2.217944599915294e-05,8.205412712686866e-12,7.417348665031938e-08,5.099160675719533e-10,1.455755650499939e-14,9.138252358466279e-12,1.1171099172014314e-10,1.5269324048788873e-15,1.0710824483967222e-15,3.020301062897633e-11,2.786137380015273e-11,1.065744513082278e-14
6.803719883649966e-08,0.1314791049165146,0.46346346346346345,0.0,0.0,0.0,0.07117987353251419,1.445146453778404e-06,0.0032609683592413528,7.096881494430153e-06,7.132449182412085e-07,0.00044480502394827543,6.631353917148304e-05,0.0012299062577106605,1.3084827878732244e-08,0.0,0.46413410442727415,0.000990320650563608,9.869895358475089e-06,7.989836148053463e-05,5.13080529756848e-06,5.131367716658769e-06,1.4256754299122948e-06,0.00021508848315483968,3.076685670024962e-09,8.526434249174233e-05,4.417493032432404e-10,3.6694200790384616e-09,2.252940863567119e-05,3.970442315969413e-09,6.894883354141536e-07,6.733721558999784e-05,9.658900944491554e-10,2.3101035721601273e-05,8.546517417604988e-12,7.740738333630665e-08,5.888529225866433e-10,1.6811532441551338e-14,9.803022598655642e-12,1.3161058035492795e-10,1.7994296864458087e-15,1.2622665726103316e-15,3.6212380370031015e-11,3.358651492294036e-11,1.2779030147871555e-14
6.966950996657262e-08,0.13149836542461363,0.46346346346346345,0.0,0.0,0.0,0.0711219710003242,1.5472839723997761e-06,0.0033475049384321933,7.559204489623699e-06,7.515546689329522e-07,0.00046242280592999227,7.066781829196688e-05,0.0012677323151894732,1.4025687286589469e-08,0.0,0.46416229837271444,0.0010034717586668096,9.86192630303126e-06,8.014045247213675e-05,5.158596498097425e-06,5.197240620011753e-06,1.4437919200433575e-06,0.00022246731485076304,3.1825219666015555e-09,9.018458319451074e-05,4.672407710617746e-10,3.814759636373129e-09,2.39471193961411e-05,4.220300431289197e-09,6.995277721296689e-07,6.92135934591213e-05,9.929001842968364e-10,2.403368014862491e-05,8.89223670093942e-12,8.067871937458773e-08,6.771668607079476e-10,1.9333335447751663e-14,1.0495870335138783e-11,1.5433002189114688e-10,2.1106327863002507e-15,1.4806185211692014e-15,4.318937300206848e-11,4.0272969572157923e-11,1.524241504566496e-14
7.130182109664558e-08,0.13151768301675432,0.46346346346346345,0.0,0.0,0.0,0.0710637241617852,1.6536016184443402e-06,0.0034342101051603085,8.043613186888271e-06,7.909174328139171e-07,0.00048023764122868387,7.518974559961447e-05,0.001305673054305861,1.5010286973716292e-08,0.0,0.4641908186627772,0.0010162201334916266,9.853909079558305e-06,8.038268960566218e-05,5.1854027895264346e-06,5.260903800552794e-06,1.4612997349503322e-06,0.00022984857785608202,3.2884102208417063e-09,9.522503935361284e-05,4.933550678995759e-10,3.961724985723994e-09,2.541031997309716e-05,4.4781760722128405e-09,7.09598641953936e-07,7.109657004253589e-05,1.0200077095293787e-09,2.4977028300214753e-05,9.242276720109611e-12,8.39858380283997e-08,7.756298880752932e-10,2.2145025841854806e-14,1.1217074191176153e-11,1.8016686212609882e-10,2.464639532114878e-15,1.7290173393397417e-15,5.1253353711106966e-11,4.804646556473932e-11,1.80897880706266e-14
7.293413222671854e-08,0.13153705486466175,0.46346346346346345,0.0,0.0,0.0,0.07100514556487857,1.7641382112826922e-06,0.0035210775289914367,8.550739315381247e-06,8.313328233522112e-07,0.0004982428906892802,7.988062255091951e-05,0.001343714506989304,1.6039372682122076e-08,0.0,0.4642196528775161,0.001028575526801449,9.845845426991812e-06,8.06249702716605e-05,5.211248619215599e-06,5.3224117407417864e-06,1.4782138906603688e-06,0.00023722919055828482,3.3943061440419087e-09,0.00010038304516010271,5.200783824063643e-10,4.110261278223171e-09,2.691882788243599e-05,4.744037079946298e-09,7.196987954002834e-07,7.298588927824603e-05,1.0472089124065383e-09,2.593073893123532e-05,9.596557626419547e-12,8.732712386110072e-08,8.850471173427303e-10,2.5269611155430574e-14,1.1966897505807056e-11,2.0943895224980755e-10,2.8658289603484916e-15,2.0105401343044433e-15,6.053380649451283e-11,5.7044434335441654e-11,2.136691619190476e-14
7.45664433567915e-08,0.13155647821147998,0.46346346346346345,0.0,0.0,0.0,0.07094624744673192,1.878930385440903e-06,0.0036081010194368816,9.081211731163267e-06,8.728001946309021e-07,0.0005164320847588497,8.474163843766272e-05,0.0013818431007119865,1.71136617892352e-08,0.0,0.464248788917219,0.0010405474775931716,9.837737041236571e-06,8.086719677524816e-05,5.236157901003384e-06,5.3818177661989995e-06,1.4945490859806299e-06,0.00024460626304646256,3.50016817315372e-09,0.00010565590351127096,5.473967412198854e-10,4.260314856343541e-09,2.8472438561436178e-05,5.017847399679267e-09,7.298260198760603e-07,7.488130282721512e-05,1.0745001447399242e-09,2.6894480222543033e-05,9.955118423482837e-12,9.070100264733137e-08,1.006256570735972e-09,2.8731040617842655e-14,1.2745588795707436e-11,2.424850487943111e-10,3.3188697446122495e-15,2.3284680726250996e-15,7.117078440549058e-11,6.741664303232488e-11,2.5123304482980177e-14
7.619875448686447e-08,0.131575950370306,0.46346346346346345,0.0,0.0,0.0,0.07088704173978683,1.9980126497627237e-06,0.003695274524173753,9.635655794468947e-06,9.153186505653867e-07,0.0005347989199611471,8.977387258327057e-05,0.001420045651999332,1.8233843140665997e-08,0.0,0.4642782149958938,0.0010521453179883756,9.829585576035329e-06,8.110927582160968e-05,5.260154029303534e-06,5.439174074289965e-06,1.510319707568688e-06,0.000251977087739624,3.6059573422146983e-09,0.00011104089152917475,5.752960370825135e-10,4.411834051573752e-09,3.0070926671141583e-05,5.2995673275094725e-09,7.399780511778337e-07,7.678256994883166e-05,1.101877879809706e-09,2.786792956069261e-05,1.0317653214113077e-11,9.410594074094434e-08,1.140128663330407e-09,3.255419052340549e-14,1.3553382161124327e-11,2.796652951021329e-10,3.82872699897238e-15,2.6862912439411367e-15,8.331532069805264e-11,7.932580164527689e-11,2.941234169392314e-14
7.783106561693743e-08,0.13159546872303118,0.46346346346346345,0.0,0.0,0.0,0.07082754007727544,2.121417442740408e-06,0.003782592127149904,1.0214692809701898e-05,9.588870520918663e-07,0.0005533372557410624,9.497829681479514e-05,0.0014583093601929456,1.9400577012660122e-08,0.0,0.4643079196354828,0.0010633781776245635,9.821392643738918e-06,8.135111827694084e-05,5.2832598894754374e-06,5.494531754382049e-06,1.5255398372038385e-06,0.0002593391321133169,3.7116371743064522e-09,0.00011653526452068457,6.037620499275126e-10,4.564768166825175e-09,3.171404716833655e-05,5.589153678584279e-09,7.501525841989454e-07,7.868945737677342e-05,1.1293386940220864e-09,2.8850773348685803e-05,1.0684067569730576e-11,9.75404443610476e-08,1.2875655497796426e-09,3.676484564066611e-14,1.4390497655700807e-11,3.2136164141576256e-10,4.400668238432481e-15,3.0877129379762843e-15,9.712981848608589e-11,9.294815783564367e-11,3.42914382324611e-14
7.946337674701039e-08,0.13161503071921163,0.46346346346346345,0.0,0.0,0.0,0.07076775379953022,2.249175191381644e-06,0.0038700480461997273,1.0818939421793338e-05,1.0035040260666253e-06,0.0005720411108678311,0.00010035577777224213,0.001496621800690505,2.061449499226247e-08,0.0,0.4643378916592097,0.0010742549890114053,9.81315981619572e-06,8.159263922910834e-05,5.305497869987421e-06,5.547940812701383e-06,1.540223259315535e-06,0.0002666900289974398,3.817173544771569e-09,0.0001221362617266063,6.327804765943823e-10,4.719067569800654e-09,3.34015366408812e-05,5.886560025055824e-09,7.603472832677461e-07,8.060173919030893e-05,1.156879267048245e-09,2.9842706779993143e-05,1.1054409548208625e-11,1.010030592387996e-07,1.4495005588104022e-09,4.1389683160702927e-14,1.5257141686490133e-11,3.679782837815288e-10,5.040269595728356e-15,3.5366541029954946e-15,1.1278844442146468e-10,1.0847409887869639e-10,3.9822165561613456e-14
8.109568787708335e-08,0.13163463387500138,0.46346346346346345,0.0,0.0,0.0,0.07070769396070575,2.3813143722786074e-06,0.003957636630629359,1.1449006995425208e-05,1.0491679752696432e-06,0.0005909046596241712,0.00010590707911446253,0.00153497091793905,2.187619981672744e-08,0.0,0.4643681201844961,0.001084784493599553,9.804888625698126e-06,8.183375797014754e-05,5.326889876424086e-06,5.59945020156437e-06,1.5543834674062082e-06,0.0002740275657696591,3.922534533505836e-09,0.0001278411128707466,6.62336964152575e-10,4.87468471314599e-09,3.51331147571482e-05,6.191736973429312e-09,7.705597916839083e-07,8.251919668295485e-05,1.1844963974646392e-09,3.0843433595200735e-05,1.1428277769435651e-11,1.0449237034818554e-07,1.6268976603319322e-09,4.6456257604207055e-14,1.6153507434080742e-11,4.199421080664694e-10,5.7534221064743786e-15,4.0372578538506376e-15,1.3047752182277777e-10,1.261087562771986e-10,4.6070395400220904e-14
8.272799900715631e-08,0.1316542757719315,0.46346346346346345,0.0,0.0,0.0,0.07064737133522968,2.5178615719742007e-06,0.004045352359088576,1.210550103490241e-05,1.0958770880572957e-06,0.0006099222281520985,0.00011163286380167208,0.0015733450185205823,2.3186265274430213e-08,0.0,0.46439859461616545,0.0010949752476179099,9.796580565888632e-06,8.207439772291562e-05,5.347457345510466e-06,5.649107847988819e-06,1.5680336731655983e-06,0.00028134967459242355,4.027690277325245e-09,0.00013364704390074334,6.924171407138122e-10,5.031572254191505e-09,3.690848558681743e-05,6.504632359049956e-09,7.807877408794634e-07,8.444161822963087e-05,1.2121869697778202e-09,3.185266585253344e-05,1.180586425428001e-11,1.0800700149185791e-07,1.820750844326061e-09,5.199298311854195e-14,1.7079775251788357e-11,4.777030900004798e-10,6.546337387488775e-15,4.593893559363819e-15,1.5039590462017316e-10,1.4607260042496246e-10,5.310643214002033e-14
8.419707902422197e-08,0.13167198465592383,0.46346346346346345,0.0,0.0,0.0,0.0705928649737207,2.6445434023877784e-06,0.00412440076212516,1.2719435623923811e-05,1.1388072401237644e-06,0.000627165157169628,0.00011693572208018019,0.0016078936919191563,2.4407123465991342e-08,0.0,0.46442622332471456,0.001103864220323082,9.789072992758475e-06,8.229050350710346e-05,5.3652804357977445e-06,5.692255291687671e-06,1.5798935023721224e-06,0.0002879247837217832,4.122131866598161e-09,0.00013895651225074527,7.199251744107929e-10,5.173819594235313e-09,3.8543505749550536e-05,6.792792291997539e-09,7.900041359752397e-07,8.617587258403471e-05,1.2371687930995853e-09,3.276801560740512e-05,1.2148747460805924e-11,1.1119071151254803e-07,2.010133780936038e-09,5.740217513378496e-14,1.793912158836967e-11,5.350353245934479e-10,7.333554392088665e-15,5.146569403568762e-15,1.7040323393669814e-10,1.6622655015125981e-10,6.017421725391446e-14
8.566615904128763e-08,0.131689721340333,0.46346346346346345,0.0,0.0,0.0,0.07053816173189734,2.7748326094329263e-06,0.004203543935736941,1.3355693080596317e-05,1.1825807314806086e-06,0.0006445244381029476,0.00012238071608232267,0.0016424453907177008,2.5667972741745187e-08,0.0,0.46445403553259673,0.0011124915739998788,9.78153777064165e-06,8.25061113551148e-05,5.382467629579767e-06,5.733974365867384e-06,1.591359950796584e-06,0.0002944845154270516,4.216365550836433e-09,0.00014434358795241994,7.478352871557923e-10,5.3170268506492375e-09,4.021351082840706e-05,7.087118303815557e-09,7.992293885365082e-07,8.791383747256583e-05,1.262205551455033e-09,3.3689829549835144e-05,1.2494350640116886e-11,1.143928971994663e-07,2.2144402842824696e-09,6.323776320373216e-14,1.8822938797382632e-11,5.978079556990711e-10,8.195663855418741e-15,5.7518674669057615e-15,1.925511383243e-10,1.8864212373483802e-10,6.799851329323208e-14
8.713523905835329e-08,0.1317074841936529,0.46346346346346345,0.0,0.0,0.0,0.07048326890500146,2.908744867377856e-06,0.0042827781154534195,1.4014700665391189e-05,1.2271958246980582e-06,0.0006619962377226157,0.0001279681301127403,0.0016769923170802416,2.696917147283906e-08,0.0,0.464482024089998,0.0011208631776664206,9.773975911162857e-06,8.272117292283254e-05,5.39903361861422e-06,5.774297957711891e-06,1.6024420843438648e-06,0.0003010276356252066,4.310373459115354e-09,0.0001498062552924313,7.761370354706476e-10,5.461162722470807e-09,4.1918256670808875e-05,7.387567371649792e-09,8.084617772031599e-07,8.965537281630453e-05,1.2872951931370822e-09,3.461791430792372e-05,1.2842414776072278e-11,1.1761263376865282e-07,2.4344542389120903e-09,6.952215899017874e-14,1.9731333211189815e-11,6.663982777514766e-10,9.137878533460406e-15,6.413456450353798e-15,2.170119844868026e-10,2.1351418567318554e-10,7.664026619416693e-14
8.860431907541895e-08,0.13172527162445374,0.46346346346346345,0.0,0.0,0.0,0.07042819361886493,3.046294749414987e-06,0.004362099616401999,1.4696880566680454e-05,1.2726506606970955e-06,0.0006795768143947341,0.00013369818871577084,0.001711526894331594,2.8311059169667406e-08,0.0,0.4645101820207938,0.001128984789618922,9.766388402565018e-06,8.293564216089342e-05,5.414992812594403e-06,5.813258334054492e-06,1.613148798041447e-06,0.00030755298692365966,4.404138808417738e-09,0.00015534250591267443,8.048200146436233e-10,5.606195539152898e-09,4.365749149123115e-05,7.6940951045583e-09,8.176995909332203e-07,9.140034285470066e-05,1.3124357104110074e-09,3.55520814836643e-05,1.3193322707332475e-11,1.2084902074717824e-07,2.6709772951178805e-09,7.627828321990681e-14,2.066440368655063e-11,7.41199505060246e-10,1.0165632541860965e-14,7.13516150536953e-15,2.4396719201520634e-10,2.410490696756739e-10,8.616362468588839e-14
9.007339909248461e-08,0.13174308208089744,0.46346346346346345,0.0,0.0,0.0,0.07037294283316604,3.18749576024481e-06,0.004441504832150276,1.5402649637055266e-05,1.3189432631471153e-06,0.0006972625162326167,0.00013957105817583463,0.0017460417630849434,2.96939565459307e-08,0.0,0.46453850251911916,0.0011368620599192356,9.758776210164348e-06,8.314947516341449e-05,5.43035934508408e-06,5.850887153790734e-06,1.6234888193349213e-06,0.0003140594846629919,4.497645861246998e-09,0.0001609503408436821,8.338738676997812e-10,5.752095908055582e-09,4.5430956433396787e-05,8.006655895929558e-09,8.269411324612774e-07,9.314861606727198e-05,1.337625183728232e-09,3.6492147543207106e-05,1.354658067067373e-11,1.241011816328994e-07,2.924828376695709e-09,8.352955175407533e-14,2.1622241840538946e-11,8.226209211260708e-10,1.1284583505686007e-14,7.920965807465387e-15,2.736074113168314e-10,2.7146489603927303e-10,9.66360033162751e-14
9.13955711078437e-08,0.13175912992729621,0.46346346346346345,0.0,0.0,0.0,0.07032307269449349,3.317708709769848e-06,0.004513038184038296,1.605835058175843e-05,1.3613211705180783e-06,0.0007132665826268724,0.0001449788357183495,0.0017770823838430246,3.097387747212935e-08,0.0,0.46456412447258055,0.001143747275075615,9.751904912030937e-06,8.334134629051443e-05,5.44369396113495e-06,5.883640294002617e-06,1.632488396545838e-06,0.00031989837261350146,4.58156915664286e-09,0.0001660569533336419,8.603309176987389e-10,5.884123471276327e-09,4.7056122354148445e-05,8.29308022259395e-09,8.352603177525158e-07,9.472478082713735e-05,1.360336015554338e-09,3.734310269646912e-05,1.3866585586379135e-11,1.2704090771465058e-07,3.1688001447525938e-09,9.049878179301231e-14,2.250554258353433e-11,9.019117786889394e-10,1.2374470357051897e-14,8.686415039893578e-15,3.0274443829106596e-10,3.0149236392673264e-10,1.0693095341615146e-13
9.258552592166689e-08,0.13177358699689623,0.46346346346346345,0.0,0.0,0.0,0.07027807674139441,3.4374445454580606e-06,0.004577471648593479,1.6665347578981083e-05,1.4000387150480239e-06,0.0007277384788448402,0.000149944850893698,0.0018049961542154847,3.215458853537955e-08,0.0,0.46458728830931223,0.0011497818719500047,9.745704857797879e-06,8.351353669832669e-05,5.455302473369502e-06,5.912235851992171e-06,1.6403450627169928e-06,0.00032513903697148957,4.656902662972042e-09,0.00017069991196003203,8.84385805250127e-10,6.003511073650366e-09,4.8542130565976295e-05,8.554979115361782e-09,8.427480005267298e-07,9.614545402980495e-05,1.3808072720861182e-09,3.811281865751373e-05,1.4156321830143147e-11,1.2969649363573106e-07,3.40146638214418e-09,9.714520224676309e-14,2.3317771878256443e-11,9.784183136797057e-10,1.3426270068696526e-14,9.425164076689026e-15,3.3109157582673365e-10,3.3081720559355106e-10,1.1694711614840888e-13
9.377548073549008e-08,0.13178805654048217,0.46346346346346345,0.0,0.0,0.0,0.0702329774877452,3.55959655009304e-06,0.00464195387717308,1.7288543918646835e-05,1.4393020380536705e-06,0.0007422731402416502,0.0001550046769675601,0.0018328846021495545,3.3362715233966174e-08,0.0,0.4646105472480435,0.0011556658568428232,9.739490251794721e-06,8.368523848551524e-05,5.466546387930371e-06,5.940012119700702e-06,1.6479761229480481e-06,0.0003303656256747695,4.7320418902901444e-09,0.00017538632077658472,9.086658056352822e-10,6.123416509787676e-09,5.005011609666582e-05,8.820751510932391e-09,8.502351717405195e-07,9.756807410911309e-05,1.4013074079116244e-09,3.88860940060729e-05,1.444756548223714e-11,1.3236094730024424e-07,3.6470114990964237e-09,1.0415966604559054e-13,2.4146391422130632e-11,1.060049376876763e-09,1.4548705332799743e-14,1.0213575591288001e-14,3.615704411183257e-10,3.624602671213992e-10,1.2771680283096545e-13
9.496543554931326e-08,0.13180253780627904,0.46346346346346345,0.0,0.0,0.0,0.07018777832626018,3.6841699830040017e-06,0.004706483098533906,1.7928149865611916e-05,1.4791098804917816e-06,0.0007568687909327339,0.00016015829729379593,0.0018607442173863376,3.459839240019369e-08,0.0,0.4646338979849992,0.0011614020331406406,9.733261564830204e-06,8.385643226756883e-05,5.477432706408009e-06,5.966984796909505e-06,1.6553859051718014e-06,0.00033557768774203497,4.806980263629932e-09,0.0001801151421326896,9.331655428803136e-10,6.243825072735507e-09,5.1579929904182724e-05,9.090371140425001e-09,8.577209688858964e-07,9.899257897382017e-05,1.4218355092910998e-09,3.966284011389651e-05,1.4740311368084507e-11,1.3503384761153475e-07,3.905901529113124e-09,1.1155550121300915e-13,2.4991436893235364e-11,1.1470538467937074e-09,1.5745219483911212e-14,1.1054075372074782e-14,3.943007906535441e-10,3.965614356014242e-10,1.3928236359475485e-13
