Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182),C6H10(185),C6H10(188)
3.9968666381936017e-10,0.13078802212056573,0.46346346346346345,0.0,0.0,0.0,0.0730659703001466,3.832328530552058e-15,3.2388842040820816e-06,2.435017772788045e-10,2.5108354669070387e-11,1.173926505499118e-07,2.3658610544446097e-10,1.987347165481981e-06,1.1691023391874316e-12,0.0,0.46346346444211384,5.412553251593544e-07,3.84187137301411e-06,5.4144560383840434e-06,2.289741309229809e-06,9.941731900998478e-09,4.011442488412924e-09,6.070256930891161e-09,8.64832109676387e-14,1.797062070459028e-11,9.309997629822674e-17,9.651919053048271e-13,6.5050106869841175e-12,1.1301143591695617e-15,1.1396033555036509e-07,6.902939722014652e-08,9.823756771656762e-13,1.841891733154976e-10,1.2662054161218352e-14,4.731324032777228e-14,4.398666004518368e-25,1.2540517499347045e-29,2.5849169326710797e-20,8.99442336892566e-28,1.2101228148422067e-32,8.50827037199083e-33,2.1686547346856454e-30,1.528434438465192e-30,4.820678156531181e-34
4.122290554766711e-10,0.13078807588980823,0.46346346346346345,0.0,0.0,0.0,0.07306574732949712,4.332447351532905e-15,3.4156019341674474e-06,2.595638770288389e-10,2.6440971811715356e-11,1.2460075642220572e-07,2.570869189123811e-10,2.0879709278718902e-06,1.2351454109635074e-12,0.0,0.4634634645437232,5.750961039092097e-07,3.935247080857933e-06,5.5980327330865546e-06,2.3192400589999076e-06,1.0196513339627266e-08,4.069082087545892e-09,6.365047866469125e-09,9.068331826449113e-14,1.9475310518075926e-11,1.0089545437212082e-16,1.0245718143386823e-12,7.076563818078801e-12,1.2299723874304567e-15,1.1839508742925023e-07,7.307945728257288e-08,1.040016850596077e-12,2.0132457945537618e-10,1.3049787804330737e-14,5.1852450277000046e-14,5.3751316289825605e-25,1.5324489748523054e-29,2.922756991238638e-20,1.1346809037777108e-27,1.5266318327316815e-32,1.0733633710635527e-32,2.8241463892685142e-30,1.9905645693250578e-30,6.35387937295472e-34
4.2477144713398205e-10,0.13078813012580834,0.46346346346346345,0.0,0.0,0.0,0.07306552435112561,4.879772415779834e-15,3.5956060276519857e-06,2.761653481005852e-10,2.779591888539436e-11,1.319911576651062e-07,2.786079692291233e-10,2.1898519632774472e-06,1.302586824987556e-12,0.0,0.46346346465216587,6.099442107384324e-07,4.027235014933419e-06,5.782158839120162e-06,2.347354528157719e-06,1.0449880541636253e-08,4.126390007594752e-09,6.6639707094953724e-09,9.494230421078055e-14,2.1051734530275965e-11,1.0906257982463882e-16,1.0854571420958254e-12,7.678039814908923e-12,1.3350875733053625e-15,1.2278827102579195e-07,7.722514515457544e-08,1.0990192509309929e-12,2.1944580187038563e-10,1.343710785137534e-14,5.6670526984922665e-14,6.527420851864823e-25,1.8609763007719707e-29,3.2925324416089746e-20,1.421154030068621e-27,1.9120798299770802e-32,1.344370636137508e-32,3.647853620403117e-30,2.5713371303477782e-30,8.301630246474836e-34
4.37313838791293e-10,0.130788184818014,0.46346346346346345,0.0,0.0,0.0,0.07306530136479507,5.477158879394408e-15,3.778820632158867e-06,2.933080254394836e-10,2.917262549767002e-11,1.3956047567395224e-07,3.0116178299179284e-10,2.2929314049981425e-06,1.3714017543612193e-12,0.0,0.4634634647676658,6.457968141112009e-07,4.117855793803273e-06,5.966812991863118e-06,2.374150285696351e-06,1.0701981675404338e-08,4.1835052123823394e-09,6.96700509312222e-09,9.925987865982059e-14,2.2700879695912394e-11,1.176064660252161e-16,1.147820016794923e-12,8.309996371813322e-12,1.4455584023275677e-15,1.27136473697303e-07,8.14650065613386e-08,1.1593621894758906e-12,2.3857543588884124e-10,1.3824010462295117e-14,6.177560841248635e-14,7.880259331031308e-25,2.2466836284213708e-29,3.6961775490846116e-20,1.767914646833619e-27,2.3786488464398088e-32,1.6724140075609619e-32,4.6757402589710126e-30,3.296130869075971e-30,1.075745362045574e-33
4.498562304486039e-10,0.1307882399562681,0.46346346346346345,0.0,0.0,0.0,0.07306507837026943,6.127544045606368e-15,3.965172881597971e-06,3.1099368872930554e-10,3.057055195552692e-11,1.4730533377576727e-07,3.247603161608944e-10,2.3971531832512806e-06,1.4415661530683167e-12,0.0,0.4634634648904465,6.826510173876154e-07,4.207129729693469e-06,6.151974198301935e-06,2.39968978340474e-06,1.095296133924207e-08,4.240555347895434e-09,7.2741404355156005e-09,1.0363589088288782e-13,2.442372906019455e-11,1.2653220608069773e-16,1.2116325801388709e-12,8.972985064603035e-12,1.5614822646365198e-15,1.3143661777285759e-07,8.57976098989705e-08,1.2210253000542373e-12,2.587357183357256e-10,1.4210490835321279e-14,6.717583793776234e-14,9.460932132742235e-25,2.6973506339343354e-29,4.1356823024369075e-20,2.1852648572706194e-27,2.940202009456476e-32,2.0672406212350108e-32,5.9500096064490836e-30,4.1947307680829834e-30,1.3832024350575753e-33
4.6239862210591486e-10,0.1307882955307914,0.46346346346346345,0.0,0.0,0.0,0.07306485536731347,6.8339474316642585e-15,4.154592760953574e-06,3.292240633949614e-10,3.198918787648714e-11,1.5522236234259542e-07,3.4941498146932655e-10,2.502463891884277e-06,1.5130567240340737e-12,0.0,0.46346346502073127,7.205038652151951e-07,4.295076833044604e-06,6.337621831221295e-06,2.4240325045535286e-06,1.1202960626783548e-08,4.297657634170685e-09,7.5853751394979e-09,1.0807031816595415e-13,2.622126403425158e-11,1.3584488462484372e-16,1.276867029691697e-12,9.667551895957225e-12,1.6829555523308685e-15,1.3568593906597855e-07,9.022154582586726e-08,1.2839885331938726e-12,2.799485331171264e-10,1.4596543322997554e-14,7.287936677647541e-14,1.1299459658837673e-24,3.221536933655167e-29,4.613092458522636e-20,2.6848827281231205e-27,3.612454185849779e-32,2.539899555414324e-32,7.519949794160579e-30,5.301925663800441e-30,1.7655630847321973e-33
4.749410137632258e-10,0.13078835153216617,0.46346346346346345,0.0,0.0,0.0,0.07306463235569283,7.599470860101647e-15,4.3470129774284945e-06,3.48000821588283e-10,3.342805086449591e-11,1.63308203495125e-07,3.7513667452201517e-10,2.6088126614678866e-06,1.5858508886347414e-12,0.0,0.4634634651587432,7.593523494885145e-07,4.381716816995608e-06,6.52373562348692e-06,2.4472351054745183e-06,1.1452117192305293e-08,4.354919687058151e-09,7.900715855247998e-09,1.1256325530483932e-13,2.8094466483896432e-11,1.455495886406667e-16,1.3434956578649054e-12,1.0394237801574281e-11,1.8100737498061054e-15,1.3988196658943807e-07,9.473542686575664e-08,1.3482321504795713e-12,3.0223541670491295e-10,1.498216153988882e-14,7.88943563920371e-14,1.3428780094008184e-24,3.828634108218929e-29,5.130509603439283e-20,3.279957610137751e-27,4.4131541158464616e-32,3.1028698845297144e-32,9.44286335660551e-30,6.658165502736076e-30,2.2380896909664088e-33
4.874834054205367e-10,0.13078840795132046,0.46346346346346345,0.0,0.0,0.0,0.07306440933517411,8.427298574256484e-15,4.542368837641918e-06,3.673255831571723e-10,3.488668524745394e-11,1.7155951542147766e-07,4.019357986490988e-10,2.7161510384630754e-06,1.6599267575893322e-12,0.0,0.4634634653047049,7.991934149022879e-07,4.467069101800861e-06,6.710295662419692e-06,2.4693515503742423e-06,1.170056531586584e-08,4.412440275386248e-09,8.220176801095048e-09,1.1711490492806759e-13,3.004432064644809e-11,1.5565141739190236e-16,1.4114908877176472e-12,1.1153579120097307e-11,1.9429315176289803e-15,1.4402250340900186e-07,9.933788702180631e-08,1.4137367190630567e-12,3.256175635244459e-10,1.5367338462596764e-14,8.522898089199335e-14,1.5884938460236747e-24,4.5289196107031197e-29,5.690091230136956e-20,3.985334294955691e-27,5.362278442920834e-32,3.770197096268514e-32,1.1785086571129422e-29,8.310282179969692e-30,2.8185782083549556e-33
5.000257970778476e-10,0.13078846477951317,0.46346346346346345,0.0,0.0,0.0,0.07306418630552482,9.320697377891901e-15,4.740598130594062e-06,3.8719991659848833e-10,3.636466087343988e-11,1.7997297633455444e-07,4.2982228857221573e-10,2.8244328701707174e-06,1.7352631031687918e-12,0.0,0.46346346545883843,8.40023964121726e-07,4.5511528191816875e-06,6.897282384259138e-06,2.4904332397041392e-06,1.1948435968170736e-08,4.470310018578969e-09,8.543779137866824e-09,1.2172556858275227e-13,3.2071814889081245e-11,1.6615549153340326e-16,1.4808253057636212e-12,1.1946108029576334e-11,2.0816227704329584e-15,1.4810560857647532e-07,1.0402758140122977e-07,1.4804831063223605e-12,3.5011583124795675e-10,1.575206652253344e-14,9.189142940797402e-14,1.8707282369294697e-24,5.333612584823947e-29,6.294050832384602e-20,4.817666319847502e-27,6.482238059003872e-32,4.557638166748186e-32,1.462310431144717e-29,1.031227804471469e-29,3.527687945379152e-33
5.125681887351585e-10,0.13078852200831997,0.46346346346346345,0.0,0.0,0.0,0.07306396326651324,1.028301679873849e-14,4.941641016124279e-06,4.0762533999501985e-10,3.7861571962807906e-11,1.8854528809007678e-07,4.5880563294064245e-10,2.9336141951870216e-06,1.8118393326609317e-12,0.0,0.4634634656213657,8.818408625927084e-07,4.6339868166131736e-06,7.084676568714627e-06,2.5105291323947374e-06,1.219585687507679e-08,4.52861202938946e-09,8.87155039260046e-09,1.2639563852378129e-13,3.4177943321142934e-11,1.770669614649061e-16,1.5514716919700404e-12,1.2772352953019601e-11,2.2262407492847378e-15,1.5212958008536862e-07,1.0880318584986161e-07,1.5484524746630381e-12,3.757507459960965e-10,1.6136337691733196e-14,9.888990845638313e-14,2.1938664567431328e-24,6.254931620020804e-29,6.944658014969655e-20,5.7955787358089046e-27,7.798097190050124e-32,5.48281559251235e-32,1.8044766360260606e-29,1.2726186299454085e-29,4.389303046089848e-33
5.251105803924693e-10,0.13078857962961957,0.46346346346346345,0.0,0.0,0.0,0.0730637402179087,1.131768927575062e-14,5.145439918601281e-06,4.28603321936877e-10,3.93770360134719e-11,1.9727317948632977e-07,4.888948957915071e-10,3.0436531390999526e-06,1.8896354630321403e-12,0.0,0.46346346579250824,9.246409430131906e-07,4.715589661547327e-06,7.272459333602583e-06,2.5296858622476354e-06,1.2442952581657588e-08,4.587422506072649e-09,9.203523927729827e-09,1.311255901509416e-13,3.6363707271967775e-11,1.8839101498791618e-16,1.6234030471215337e-12,1.363283893540079e-11,2.3768780889555707e-15,1.560929387951659e-07,1.136633965962088e-07,1.6176262764542309e-12,4.025425074500492e-10,1.6520143562264486e-14,1.0623264427721146e-13,2.562565236930569e-24,7.306154471043169e-29,7.644238619991218e-20,6.939840658729495e-27,9.33780565260293e-32,6.565380682053917e-32,2.21506113264268e-29,1.5623007662726357e-29,5.4309277025632666e-33
5.376529720497802e-10,0.1307886376355807,0.46346346346346345,0.0,0.0,0.0,0.07306351715948131,1.2428230369843279e-14,5.351939425596131e-06,4.5013528242761853e-10,4.091069275681481e-11,2.061534092654923e-07,5.200987369857826e-10,3.154509815174244e-06,1.9686320967296016e-12,0.0,0.46346346597248667,9.684210094861186e-07,4.79597964557345e-06,7.460612129568128e-06,2.5479478487655045e-06,1.268984451576007e-08,4.646811277989e-09,9.539738452160525e-09,1.3591597504284523e-13,3.86301166448424e-11,2.0013288432089953e-16,1.69659261771205e-12,1.4528087994309405e-11,2.533626880488157e-15,1.5999441327284007e-07,1.186069299045175e-07,1.6879862490929866e-12,4.305109938764907e-10,1.6903475419672615e-14,1.1392788514850777e-13,2.981874408109793e-24,8.501679770607004e-29,8.395174869088878e-20,8.273547927686574e-27,1.113244471785308e-31,7.827186413683777e-32,2.7055304514968734e-29,1.9083727811134693e-29,6.684117196387708e-33
5.501953637070911e-10,0.13078869601864995,0.46346346346346345,0.0,0.0,0.0,0.07306329409100218,1.3618238997851876e-14,5.561086191300892e-06,4.72222593775417e-10,4.2462203161788346e-11,2.1518276883531902e-07,5.524254316692186e-10,3.26614622978508e-06,2.0488103985704734e-12,0.0,0.4634634661615217,1.0131778413730082e-06,4.875174788516745e-06,7.649116734889549e-06,2.5653574026866387e-06,1.2936651050989598e-08,4.706842308309185e-09,9.880237570932596e-09,1.4076741454064057e-13,4.0978191156912175e-11,2.122978525235182e-16,1.7710139185222862e-12,1.5458619446256462e-11,2.696578729409661e-15,1.638329255029251e-07,1.2363252173642804e-07,1.7595144101907686e-12,4.596757670675616e-10,1.728632431060787e-14,1.21983903674199e-13,3.457259251569534e-24,9.857090764476676e-29,9.199905521433255e-20,9.822316198922208e-27,1.3216487025778927e-31,9.292470170833904e-32,3.288919630371667e-29,2.320042026361438e-29,8.184946938283395e-33
5.62737755364402e-10,0.13078875477153978,0.46346346346346345,0.0,0.0,0.0,0.07306307101224324,1.4891397689434913e-14,5.772828844467481e-06,4.948665814695496e-10,4.403124848489169e-11,2.2435808472886562e-07,5.858828888049298e-10,3.378526192372435e-06,2.1301520736671024e-12,0.0,0.46346346635983304,1.0589081968662475e-06,4.953192842475984e-06,7.837955250364093e-06,2.581954826477355e-06,1.3183487569067966e-08,4.767574157190671e-09,1.0225069370439544e-08,1.4568059383832143e-13,4.3408961474027434e-11,2.2489125937652168e-16,1.846640753028881e-12,1.642495021048495e-11,2.865824809925773e-15,1.6760757742001648e-07,1.2873892742082068e-07,1.8321930528765386e-12,4.900560771979191e-10,1.766868110513553e-14,1.3040899904310183e-13,3.994623570577982e-24,1.1389221099060264e-28,1.0060926047289333e-19,1.1614484808721425e-26,1.5628070998229113e-31,1.098804667029993e-31,3.980000778862499e-29,2.807743952048848e-29,9.974521746704143e-33
5.752801470217129e-10,0.13078881388721725,0.46346346346346345,0.0,0.0,0.0,0.07306284792297729,1.6251472866618546e-14,5.987117900652195e-06,5.180685250424864e-10,4.5617529363831284e-11,2.336762208189582e-07,6.204786688220816e-10,3.491615229699228e-06,2.2126393463398063e-12,0.0,0.4634634665676404,1.1056088162971928e-06,5.030051295801217e-06,8.027110094273658e-06,2.5977785100233295e-06,1.3430466521515007e-08,4.829060408529678e-09,1.0574286036412248e-08,1.5065625653986102e-13,4.592347024881331e-11,2.3791850676022532e-16,1.9234472317813432e-12,1.742759509198916e-11,3.041455915405731e-15,1.7131763821995022e-07,1.3392492133148312e-07,1.9060047412111027e-12,5.216708676008382e-10,1.8050536554168854e-14,1.3921149925710677e-13,4.600333492344142e-24,1.311622269257285e-28,1.0980788816948478e-19,1.368133174319789e-26,1.8409290206263538e-31,1.2943511403466301e-31,4.7954650670918564e-29,3.3832709421437927e-29,1.2099527678958146e-32
5.878225386790238e-10,0.1307888733588934,0.46346346346346345,0.0,0.0,0.0,0.07306262482297814,1.7702315145662528e-14,6.203905678561425e-06,5.418296589178447e-10,4.722076495277068e-11,2.431340803031853e-07,6.562200004230059e-10,3.6053805042067436e-06,2.2962549399709994e-12,0.0,0.46346346678516254,1.1532764251961938e-06,5.105767377012378e-06,8.216563997428879e-06,2.612865021749527e-06,1.3677697490610188e-08,4.891350063151365e-09,1.092794350209246e-08,1.5569519964647413e-13,4.852277306960658e-11,2.5138506357117034e-16,2.001407788879278e-12,1.846706704531596e-11,3.2235625054331188e-15,1.7496253240811688e-07,1.391892965722537e-07,1.9809323057078094e-12,5.545387794652423e-10,1.8431881342055887e-14,1.4839976332665304e-13,5.281242011759431e-24,1.5057635721540213e-28,1.196210330481246e-19,1.6057300057897418e-26,2.1606498153703586e-31,1.5191454915204713e-31,5.75411885732746e-29,4.059911184027297e-29,1.4612828802053673e-32
6.003649303363347e-10,0.1307889331800127,0.46346346346346345,0.0,0.0,0.0,0.07306240171202034,1.9247859660908314e-14,6.423146220303782e-06,5.66151173244456e-10,4.8840692097179926e-11,2.527286074743168e-07,6.931137965890713e-10,3.719790736270588e-06,2.3809820577566453e-12,0.0,0.463463467012618,1.2019077371197913e-06,5.180358058659651e-06,8.40629999829025e-06,2.6272491953875505e-06,1.3925287249595832e-08,4.954487901079046e-09,1.1286101124220191e-08,1.6079826894016793e-13,5.1207939327310175e-11,2.6529647021349637e-16,2.080497196674076e-12,1.954387742060029e-11,3.4122347496804007e-15,1.7854182854546608e-07,1.445308646693188e-07,2.056958838955076e-12,5.886781564554712e-10,1.881270613473884e-14,1.579821834317402e-13,6.044714288302823e-24,1.723446075497594e-28,1.300753630840041e-19,1.8780236095149345e-26,2.5270628945599273e-31,1.7767688249893177e-31,6.877094718930966e-29,4.852598099036895e-29,1.7574111365150863e-32
6.129073219936455e-10,0.13078899334424351,0.46346346346346345,0.0,0.0,0.0,0.0730621785898794,2.089212641025351e-14,6.644795215363103e-06,5.910342147167968e-10,5.047706454639186e-11,2.6245678929021867e-07,7.311666698236859e-10,3.8348161301699715e-06,2.4668043643130495e-12,0.0,0.4634634672502246,1.2514994562595099e-06,5.253840061126512e-06,8.596301438164992e-06,2.6409642125987464e-06,1.4173339822088457e-08,5.0185148153152426e-09,1.1648821384645857e-08,1.6596635473238688e-13,5.3980053006662225e-11,2.7965834269869207e-16,2.160690578808751e-12,2.065853619317373e-11,3.607562568852497e-15,1.8205522865477675e-07,1.4994845527036325e-07,2.1340676913364082e-12,6.241070492555121e-10,1.9193001623974544e-14,1.679671870468553e-13,6.898653707743965e-24,1.9669233069493183e-28,1.4119812182037213e-19,2.1891639852233594e-26,2.9457534317240207e-31,2.0711479898872522e-31,8.188078089078679e-29,5.7780708772871e-29,2.1050577911207914e-32
6.254497136509564e-10,0.1307890538454686,0.46346346346346345,0.0,0.0,0.0,0.07306195545633172,2.2639220621880553e-14,6.868809928115726e-06,6.164798873820118e-10,5.212965220206538e-11,2.7231565675653257e-07,7.703849466689635e-10,3.950428303592134e-06,2.553705968099071e-12,0.0,0.46346346749819967,1.3020482798458292e-06,5.32622985637623e-06,8.786551956478245e-06,2.654041681651375e-06,1.4421956540669254e-08,5.083468119374115e-09,1.2016169615551921e-08,1.7120038794903337e-13,5.6840213407900306e-11,2.944763763847134e-16,2.241963421707067e-12,2.1811552177979855e-11,3.809635672918196e-15,1.8550255825170058e-07,1.5544091585029202e-07,2.2122424668438684e-12,6.608432200393485e-10,1.9572758567535046e-14,1.7836323902831833e-13,7.851528720525899e-24,2.2386099179315385e-28,1.5301713084971486e-19,2.5436927858687642e-26,3.4228337506454852e-31,2.4065804588638004e-31,9.713550364025233e-29,6.855046676032811e-29,2.511769394217395e-32
6.379921053082673e-10,0.13078911467777615,0.46346346346346345,0.0,0.0,0.0,0.07306173231115454,2.4493333141853486e-14,7.095149128723937e-06,6.424892534337625e-10,5.3798240400845e-11,2.8230228613463034e-07,8.10774681530809e-10,4.066600220502404e-06,2.6416714046156795e-12,0.0,0.46346346775676,1.3535509003601832e-06,5.397543671642752e-06,8.97703548611737e-06,2.6665117123405953e-06,1.4671236104628807e-08,5.149381830627522e-09,1.2388213746427927e-08,1.7650133652542927e-13,5.978953580432889e-11,3.0975634938299224e-16,2.324291584617374e-12,2.300343322993351e-11,4.018543596828312e-15,1.8888375696691942e-07,1.6100711142326195e-07,2.291467018981384e-12,6.989041468690184e-10,1.995196782570269e-14,1.891788436626682e-13,8.912400468951092e-24,2.5410895615583065e-28,1.6556079243662112e-19,2.946570892644728e-26,3.964980445917155e-31,2.787760425415222e-31,1.1483049228333465e-28,8.104405057134382e-29,2.9859989829930276e-32
6.505344969655782e-10,0.1307891758354512,0.46346346346346345,0.0,0.0,0.0,0.07306150915412594,2.6458740842183208e-14,7.323773027245466e-06,6.690633339931155e-10,5.548262922958944e-11,2.9241379998664814e-07,8.523416698455092e-10,4.183306127218532e-06,2.7306856203466424e-12,0.0,0.46346346802612165,1.4060040075670943e-06,5.467797493066704e-06,9.16773624884812e-06,2.678402987330974e-06,1.4921274636845043e-08,5.216286931364861e-09,1.2765024071088582e-08,1.81870202086847e-13,6.282915204086535e-11,3.255041256596523e-16,2.4076513083059553e-12,2.4234686431272527e-11,4.234375733911414e-15,1.9219886972748826e-07,1.6664592426077655e-07,2.3717254467543176e-12,7.38307028021906e-10,2.033062039463193e-14,2.0042254667482883e-13,1.0090951215530351e-23,2.8771229990281772e-28,1.7885809227962265e-19,3.4032073141993384e-26,4.579473286558268e-31,3.219806154685718e-31,1.3529447052475305e-28,9.549385255717755e-29,3.537192074414432e-32
6.630768886228891e-10,0.13078923731296763,0.46346346346346345,0.0,0.0,0.0,0.07306128598502498,2.8539807048949356e-14,7.554643210806543e-06,6.962031098766914e-10,5.718263287162127e-11,3.02647368068727e-07,8.950914606193351e-10,4.300521491535668e-06,2.8207339574057925e-12,0.0,0.46346346830650037,1.4594042903778847e-06,5.537007069277402e-06,9.358638750801435e-06,2.6897428300926637e-06,1.5172165739776664e-08,5.2842116093180415e-09,1.3146673033158263e-08,1.873080168921366e-13,6.59602110782427e-11,3.417256578551629e-16,2.4920192224922865e-12,2.5505818266869462e-11,4.457221367121903e-15,1.954480384670747e-07,1.7235625361561373e-07,2.4530020907419476e-12,7.790687862487368e-10,2.0708707436404694e-14,2.121029371949055e-13,1.1397513585084603e-23,3.249656438083737e-28,1.9293860240921627e-19,3.9194894475260004e-26,5.27423595318212e-31,3.7082886232254165e-31,1.5889248212526792e-28,1.1215796888904651e-28,4.175878744830079e-32
6.756192802802e-10,0.13078929910498024,0.46346346346346345,0.0,0.0,0.0,0.07306106280363146,3.074098199005614e-14,7.78772258369332e-06,7.239095223522719e-10,5.889807898252617e-11,3.1300020808295075e-07,9.390293683711435e-10,4.418222944755773e-06,2.911802138857985e-12,0.0,0.46346346859811116,1.5137484385567575e-06,5.605187914921628e-06,9.549727778029642e-06,2.700557269594209e-06,1.542400055055768e-08,5.353181479265394e-09,1.3533235028568999e-08,1.9281584101976132e-13,6.918387948717933e-11,3.584269898447496e-16,2.577372352115883e-12,2.681733478839576e-11,4.68716969829612e-15,1.986314943363668e-07,1.7813701545137142e-07,2.535281529249951e-12,8.212060729636898e-10,2.1086220305951328e-14,2.2422864968256805e-13,1.284310063341579e-23,3.661830107169547e-28,2.0783248421921027e-19,4.501814738574604e-26,6.057878659971755e-31,4.259261483730863e-31,1.8602906209340956e-28,1.3132244730521075e-28,4.913772089643815e-32
6.881616719375109e-10,0.1307893612063173,0.46346346346346345,0.0,0.0,0.0,0.07306083960972615,3.3066803262189123e-14,8.022975310223365e-06,7.521834738820771e-10,6.06288080941013e-11,3.234695862978691e-07,9.841604845065266e-10,4.536388226482253e-06,3.00387625468243e-12,0.0,0.46346346890116824,1.5690331442794214e-06,5.672355314139984e-06,9.740988392131007e-06,2.7108711019071035e-06,1.567686779518136e-08,5.423219787201214e-09,1.3924786223733218e-08,1.9839475977716752e-13,7.250134189648754e-11,3.7561425906016076e-16,2.6636881225139774e-12,2.8169741768161483e-11,4.924309875563742e-15,2.0174955038640632e-07,1.8398714217742784e-07,2.618548574539963e-12,8.647352723679924e-10,2.1463150575526494e-14,2.368083658080835e-13,1.443943675558635e-23,4.116987069012768e-28,2.2357049162845965e-19,5.157123781206115e-26,6.939742713497761e-31,4.879292391342317e-31,2.171516148859179e-28,1.5330368194981336e-28,5.763873364556595e-32
7.132464552521327e-10,0.13078948631710388,0.46346346346346345,0.0,0.0,0.0,0.07306039318350703,3.811097500868407e-14,8.49986346358335e-06,8.104374142703566e-10,6.413553850149933e-11,3.4474726783179387e-07,1.0780216551789866e-09,4.774026468705355e-06,3.1909884054348095e-12,0.0,0.46346346954247636,1.6824110171918164e-06,5.803709777700101e-06,1.0123965979457898e-05,2.7300903069605435e-06,1.6186042750552814e-08,5.566583934141059e-09,1.4723168773421108e-08,2.097703349072777e-13,7.94224798201719e-11,4.1147163858586064e-16,2.8391193106883914e-12,3.099924962957346e-11,5.420522241078468e-15,2.0779108499371166e-07,1.958913006256435e-07,2.7879858823664926e-12,9.560336341106626e-10,2.2215230812469887e-14,2.633647825693163e-13,1.813500408800349e-23,5.170692496230119e-28,2.577048817161558e-19,6.717384058004898e-26,9.039442061508847e-31,6.355570407127683e-31,2.9338097112866924e-28,2.0714958866709157e-28,7.859844243478992e-32
7.358227602352924e-10,0.13078959992612593,0.46346346346346345,0.0,0.0,0.0,0.07305999135493678,4.312434760842468e-14,8.936160094891127e-06,8.648152287514108e-10,6.734250801152954e-11,3.642693266064917e-07,1.1666243620588503e-09,4.989284751781994e-06,3.362697141846947e-12,0.0,0.4634634701609392,1.7876347223349062e-06,5.918611539108726e-06,1.0469088263884775e-05,2.7459010391610327e-06,1.664867372909719e-08,5.699456760858408e-09,1.5459570850394506e-08,2.2026282026889275e-13,8.598454686217195e-11,4.454687416709268e-16,3.000081467358919e-12,3.3690725169784935e-11,5.89260359279829e-15,2.1300938247981834e-07,2.0683188872694093e-07,2.9437093722138528e-12,1.0431215384350777e-09,2.289003115229907e-14,2.889063751469811e-13,2.2109902632952747e-23,6.304046613306018e-28,2.916335163245372e-19,8.453228859719077e-26,1.137546200606919e-30,7.997999878890234e-31,3.811178418361149e-28,2.691334394250748e-28,1.0290906718300925e-31
7.58399065218452e-10,0.13078971446412735,0.46346346346346345,0.0,0.0,0.0,0.07305958948245639,4.8616189564341704e-14,9.37899316817214e-06,9.210442072613687e-10,7.059704538252992e-11,3.8412871505656304e-07,1.2591631398896197e-09,5.205745003201043e-06,3.53746418847266e-12,0.0,0.46346347081979494,1.8958546378710476e-06,6.030457254308174e-06,1.0814546313250516e-05,2.76042499373402e-06,1.7115924988913687e-08,5.836062966566812e-09,1.6213387048893093e-08,2.31003451135056e-13,9.286979410231774e-11,4.811402084889795e-16,3.163830144053704e-12,3.65225531471115e-11,6.389373059251197e-15,2.1802371380630142e-07,2.1798134062734025e-07,3.1024068181654994e-12,1.1349622561529307e-09,2.3562824783692423e-14,3.160563039417858e-13,2.6791531127354024e-23,7.638913200728973e-28,3.2880284548610147e-19,1.0562129602933748e-25,1.4213557660907483e-30,9.9934292405356e-31,4.910920086210778e-28,3.4683858173180897e-28,1.3359270227052236e-31
7.809753702016117e-10,0.13078982990638177,0.46346346346346345,0.0,0.0,0.0,0.07305918756481725,5.461619143383409e-14,9.828192629128709e-06,9.79128303432951e-10,7.389861681853267e-11,4.043112874467164e-07,1.3556609279324373e-09,5.423311100856997e-06,3.715220049390555e-12,0.0,0.46346347152027223,2.0070517190892367e-06,6.139328165353315e-06,1.1160262417413572e-05,2.773769313519818e-06,1.7588233600015108e-08,5.976474093702161e-09,1.698510637545174e-08,2.419991955049639e-13,1.0008582837319474e-10,5.185254492041477e-16,3.3302485100495277e-12,3.9497690229443084e-11,6.91135165728227e-15,2.2283805351414022e-07,2.2933399168451231e-07,3.263997633819638e-12,1.2316421982027855e-09,2.4233572757485306e-14,3.448671389467924e-13,3.227837985331421e-23,9.203375765428166e-28,3.6941411257858754e-19,1.310912677045896e-25,1.7641271152538946e-30,1.240340656255171e-30,6.279921513768474e-28,4.435829152264687e-28,1.7203917512851397e-31
