Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78)
2.0102923780260425e-11,0.1307866927784501,0.46346346346346345,0.0,0.0,0.0,0.07307271588458733,0.0,1.1185336578385653e-08,5.688723750987669e-13,9.12829839027478e-14,2.784536675172458e-10,4.1760246279491516e-14,7.731913831983486e-09,3.758709801594958e-15,0.0,0.4634634634632221,2.20896567928406e-09,2.4029018939659437e-07,2.4488580225972877e-07,2.1814599248285264e-07,6.394869758665026e-10,4.736998500721153e-10,2.8409385775504623e-11,4.1004397369588728e-16
2.293408785130797e-11,0.13078669980575322,0.46346346346346345,0.0,0.0,0.0,0.07307266558054018,0.0,1.4521361191342953e-08,7.409301872127739e-13,1.1841417397488344e-13,3.612240211950629e-10,6.184975289975129e-14,1.0029435753807402e-08,4.882361470731045e-15,0.0,0.4634634634631691,2.6894102210758293e-09,2.7370202490844554e-07,2.7967515815266566e-07,2.476238472834153e-07,7.278361030296185e-10,5.360998412069208e-10,3.677745753297612e-11,5.308913671568485e-16
2.5765251922355517e-11,0.1307867068901156,0.46346346346346345,0.0,0.0,0.0,0.07307261527649528,0.0,1.8282238983691282e-08,9.358366397291167e-13,1.4896422029431603e-13,4.544270052972694e-10,8.747955283332054e-14,1.2616237075355333e-08,6.150130901586085e-15,0.0,0.4634634634631167,3.2115503425277742e-09,3.070089345686386e-07,3.1453767822261535e-07,2.7680384086925004e-07,8.157718797917862e-10,5.974918106327945e-10,4.617117908958144e-11,6.665582716221672e-16
2.8596415993403063e-11,0.13078671403110612,0.46346346346346345,0.0,0.0,0.0,0.07307256497245015,0.0,2.2464794198129305e-08,1.1536401078363145e-12,1.8289923550089358e-13,5.579595283498007e-10,1.193025369772599e-13,1.5489387864233323e-08,7.56117537810338e-15,0.0,0.46346346346306666,3.775349593568407e-09,3.4021124780992345e-07,3.494729665875696e-07,3.05688985090875e-07,9.032973522791303e-10,6.578936902996312e-10,5.657399554177923e-11,8.168054854927127e-16
3.4258744135498154e-11,0.1307867284812682,0.46346346346346345,0.0,0.0,0.0,0.07307246436434964,0.0,3.208238425669375e-08,1.6581303541282493e-12,2.607904714145672e-13,7.956060017871803e-10,2.041066463140085e-13,2.2083166637472423e-08,1.0809754244130784e-14,0.0,0.4634634634629807,5.027782978993409e-09,4.063033975978946e-07,4.195602716415763e-07,3.625866207920859e-07,1.077129502871718e-09,7.757974091296085e-10,8.034216287601327e-11,1.160105265696287e-15
3.9921072277593246e-11,0.13078674315287345,0.46346346346346345,0.0,0.0,0.0,0.07307236375621931,0.0,4.33493224346664e-08,2.2547829943333434e-12,3.518241185729086e-13,1.073359261054693e-09,3.213543052997762e-13,2.9787922218172632e-08,1.4621497890933373e-14,0.0,0.46346346346292533,6.446431822145368e-09,4.7198108910794154e-07,4.899339340589504e-07,4.1834024555200096e-07,1.24935665993676e-09,8.899485317074733e-10,1.0795532469492987e-10,1.5589609621786816e-15
4.558340041968834e-11,0.13078675804261894,0.46346346346346345,0.0,0.0,0.0,0.07307226314804001,0.0,5.624126757051276e-08,2.9439761866041044e-12,4.557421542462451e-13,1.3904312222745347e-09,4.760352458175547e-13,3.8581266405325156e-08,1.8989917124258513e-14,0.0,0.4634634634629148,8.031027704059629e-09,5.372469207824041e-07,5.605908366741646e-07,4.729728778288006e-07,1.420002718333049e-09,1.0004800202667442e-09,1.3929132745258925e-10,2.0116075792770315e-15
5.124572856178343e-11,0.1307867731472651,0.46346346346346345,0.0,0.0,0.0,0.07307216253979255,0.0,7.073433706857838e-08,3.726084213022536e-12,5.722921774307563e-13,1.7460495787984041e-09,6.73038773540289e-13,4.8441263359037094e-08,2.390863164054887e-14,0.0,0.4634634634629631,9.781312064530792e-09,6.021034747720197e-07,6.315278842705545e-07,5.265070728323024e-07,1.5890913634868601e-09,1.1075204164248641e-09,1.7423235073767528e-10,2.5163427304979843e-15
5.690805670387852e-11,0.130786788463633,0.46346346346346345,0.0,0.0,0.0,0.0730720619314578,0.0,8.680509783693561e-08,4.60147751338196e-12,7.012272921400077e-13,2.139457486825164e-09,9.171558014526056e-13,5.934642045506042e-08,2.937136796538479e-14,0.0,0.46346346346308454,1.1697035929770419e-08,6.665533170381793e-07,7.02742003438196e-07,5.789649318341325e-07,1.7566460722864775e-09,1.2111939877942007e-09,2.1266476357918159e-10,3.071524562288248e-15
6.257038484597361e-11,0.1307868039886044,0.46346346346346345,0.0,0.0,0.0,0.07307196132301676,0.0,1.0443055736832825e-07,5.570522718614405e-12,8.42305992651164e-13,2.569913255983411e-09,1.2130808507197982e-12,7.127567928652479e-08,3.5371957423692566e-14,0.0,0.46346346346329337,1.3777959644967636e-08,7.305989974550692e-07,7.742301424319639e-07,6.303681113298791e-07,1.922690114019025e-09,1.3116208703944204e-09,2.5447898487245367e-10,3.6755697373398844e-15
6.82327129880687e-11,0.1307868197191197,0.46346346346346345,0.0,0.0,0.0,0.0730718607144504,0.0,1.2358815500426453e-07,6.633582683635566e-12,9.952920512047583e-13,3.0366900462617944e-09,1.5654140100360965e-12,8.420840685277281e-08,4.190433415104215e-14,0.0,0.46346346346360384,1.6023852612796813e-08,7.942430499107512e-07,8.459892710310412e-07,6.807378320124474e-07,2.087246551337632e-09,1.4089172063950831e-09,2.995693483867706e-10,4.326951484093954e-15
7.389504113016378e-11,0.13078683565217722,0.46346346346346345,0.0,0.0,0.0,0.0730717601057399,0.0,1.4425575339623513e-07,7.791016519585937e-12,1.15995440834042e-12,3.5390755717739203e-09,1.97866285029044e-12,9.812438694950725e-08,4.896253314916315e-14,0.0,0.46346346346403017,1.8434493038338134e-08,8.574879924071668e-07,9.180163803999166e-07,7.300948875421532e-07,2.250338241258968e-09,1.5031952769527322e-09,3.478339725854175e-10,5.024197715779504e-15
7.955736927225887e-11,0.13078685178483176,0.46346346346346345,0.0,0.0,0.0,0.07307165949686634,0.0,1.6641163014569152e-07,9.043179625592411e-12,1.3360670656363687e-12,4.076371810725248e-09,2.457244298623864e-12,1.1300381174189309e-07,5.654068838140103e-14,0.0,0.4634634634645867,2.10096676799424e-08,9.203363271595299e-07,9.90308482950243e-07,7.784596531322331e-07,2.4119878361949294e-09,1.594563630451732e-09,3.9917463495500003e-10,5.765889214606302e-15
9.088202555644905e-11,0.13078688463742769,0.46346346346346345,0.0,0.0,0.0,0.07307145827855487,0.0,2.1510335523846734e-07,1.1833096870930717e-11,1.7217639692257736e-12,5.2529739749799114e-09,3.6276304068166526e-12,1.45575756922968e-07,7.323388712288862e-14,0.0,0.4634634634661481,2.6652807967449945e-08,1.0448531039516383e-06,1.135675822654626e-06,8.722917730476307e-07,2.7310503342338136e-09,1.768987445867309e-09,5.107087640245399e-10,7.37718515289276e-15
9.999999999999999e-11,0.13078691485896005,0.46346346346346345,0.0,0.0,0.0,0.07307129626829034,0.0,2.584587849363673e-07,1.4357643802146053e-11,2.0637851801686224e-12,6.296192831303687e-09,4.795255782049848e-12,1.744427240759433e-07,8.813837833940471e-14,0.0,0.4634634634679038,3.167297115229179e-08,1.1439747444203495e-06,1.2534631128214373e-06,9.451189513289496e-07,2.9839351783987644e-09,1.90181242232861e-09,6.086894410286348e-10,8.792696863114933e-15
1.0107421621222021e-10,0.13078691485896005,0.46346346346346345,0.0,0.0,0.0,0.07307127718132884,0.0,2.6380611018169074e-07,1.467148695764768e-11,2.105883946211022e-12,6.424590121839457e-09,4.946934327902004e-12,1.779948488484915e-07,8.997912912872149e-14,0.0,0.4634634634681431,3.229236862748431e-08,1.1555865870667493e-06,1.2673831637594438e-06,9.535431801053152e-07,3.013497715747341e-09,1.917034475560211e-09,6.206948681188432e-10,8.966138339136927e-15
1.1126640686799138e-10,0.13078694568385402,0.46346346346346345,0.0,0.0,0.0,0.07307109608328366,0.0,3.1701117591359055e-07,1.7822160657603765e-11,2.5238086029540154e-12,7.699083809415685e-09,6.5426554385756556e-12,2.1324525875504682e-07,1.0832213006249999e-13,0.0,0.46346346347078454,3.846206953997642e-08,1.2650732644033048e-06,1.3999035764569613e-06,1.0318781903093194e-06,3.291615763793584e-09,2.0571842480871935e-09,7.392745822336356e-10,1.0679259252121182e-14
1.2145859752376254e-10,0.13078697709683948,0.46346346346346345,0.0,0.0,0.0,0.07307091498431126,0.0,3.7460582765903017e-07,2.128706047405263e-11,2.974389560059642e-12,9.07286373353965e-09,8.43750951450272e-12,2.5122518218862084e-07,1.2823201947535357e-13,0.0,0.4634634634741569,4.516094545252732e-08,1.373327170962808e-06,1.5332203874635118e-06,1.107401573020977e-06,3.5655293356382164e-09,2.189950279248874e-09,8.659922551959637e-10,1.2509964176075542e-14
1.316507881795337e-10,0.13078700908315258,0.46346346346346345,0.0,0.0,0.0,0.07307073388430398,0.0,4.364810845867326e-07,2.5068092335087293e-11,3.4565237460969023e-12,1.0542467095734547e-08,1.0653397834105166e-11,2.918364854610728e-07,1.496788261166708e-13,0.0,0.46346346347834555,5.238810284920765e-08,1.4803621837573556e-06,1.667317135795002e-06,1.180214333152459e-06,3.835361232445404e-09,2.315815764095172e-09,1.0004219613781925e-09,1.4452098897622337e-14
1.4184297883530487e-10,0.13078704162852514,0.46346346346346345,0.0,0.0,0.0,0.07307055278315462,0.0,5.025315778411584e-07,2.916712612736805e-11,3.969151718529169e-12,1.2104555025007174e-08,1.3211436692598749e-11,3.349845729822969e-07,1.7263344776573023e-13,0.0,0.46346346348343564,6.014271610364323e-08,1.586192023588123e-06,1.802177570296525e-06,1.2504138465561815e-06,4.10123222280385e-09,2.4352353706743063e-09,1.1421657434488357e-09,1.6499913315400694e-14
1.5203516949107603e-10,0.1307870747191615,0.46346346346346345,0.0,0.0,0.0,0.0730703716807565,0.0,5.726554233398737e-07,3.358599621832156e-11,4.511256047990349e-12,1.3755908165038531e-08,1.613198583675319e-11,3.805782594520165e-07,1.9706762213166697e-13,0.0,0.46346346348951295,6.84240237891471e-08,1.6908302568039205e-06,1.9377856471999405e-06,1.318093990496003e-06,4.363261066794857e-09,2.548636926752207e-09,1.2908519600704423e-09,1.8648037566063956e-14
1.622273601468472e-10,0.13078710834172522,0.46346346346346345,0.0,0.0,0.0,0.07307019057700334,0.0,6.46754099078641e-07,3.832650196765183e-11,5.0818597623023626e-12,1.5493422417836496e-08,1.943467587932671e-11,4.285296466455353e-07,2.2295389876467626e-13,0.0,0.4634634634966634,7.723132513711122e-08,1.794290297040165e-06,2.074125527708914e-06,1.383345269466727e-06,4.621564540514008e-09,2.656423007678877e-09,1.446133730517933e-09,2.0891459550674224e-14
1.7241955080261836e-10,0.1307871424833214,0.46346346346346345,0.0,0.0,0.0,0.07307000947178914,0.0,7.247323269090042e-07,4.339040822832749e-11,5.680024849697337e-12,1.7314104842638655e-08,2.3138434701525368e-11,4.787540047553497e-07,2.502656119709161e-13,0.0,0.4634634635049734,8.656397664231723e-08,1.896585406938001e-06,2.2111815756117957e-06,1.4462549363985523e-06,4.8762574609956965e-09,2.7589724281510784e-09,1.6076874735138977e-09,2.3225503822431188e-14
1.8261174145838952e-10,0.1307871771314814,0.46346346346346345,0.0,0.0,0.0,0.07306982836500846,0.0,8.064979585478925e-07,4.8779445837769805e-11,6.3048508179255295e-12,1.9215069701730526e-08,2.726151289845522e-11,5.311696580406694e-07,2.789768546777452e-13,0.0,0.4634634635145296,9.642138880698686e-08,1.997728699843953e-06,2.3489383549217786e-06,1.5069071094950687e-06,5.1274527114551914e-09,2.856641645651454e-09,1.7752115326429356e-09,2.564581172537581e-14
1.9280393211416069e-10,0.13078721227414772,0.46346346346346345,0.0,0.0,0.0,0.07306964725655606,0.0,8.919618656526002e-07,5.4495312099752e-11,6.95547330695018e-12,2.1193534647406328e-08,3.1821508305685685e-11,5.856978746127801e-07,3.090624532123116e-13,0.0,0.46346346352541873,1.0680302301790879e-07,2.0977331414904296e-06,2.487380627543908e-06,1.565382884877028e-06,5.37526126678311e-09,2.949766081244509e-09,1.9484248827676036e-09,2.8148322703480865e-14
2.0299612276993185e-10,0.13078724789965956,0.46346346346346345,0.0,0.0,0.0,0.07306946614632709,0.0,9.810378337987581e-07,6.053967125750289e-11,7.63106275298342e-12,2.3246817044445322e-08,3.683538964403149e-11,6.422627601888741e-07,3.404979429574336e-13,0.0,0.46346346353772827,1.1770838855113286e-07,2.1966115516573814e-06,2.6264933509685127e-06,1.621760445199733e-06,5.619792219235231e-09,3.038661362964908e-09,2.1270659123063627e-09,3.07292567058662e-14
2.1318831342570301e-10,0.13078728399673878,0.46346346346346345,0.0,0.0,0.0,0.07306928503421703,0.0,1.073642460240947e-06,6.691415495836388e-11,8.330823102193624e-12,2.5372330423933955e-08,4.231951931008288e-11,7.007911556901311e-07,3.732595448580815e-13,0.0,0.46346346355154555,1.291370397001205e-07,2.2943766058152973e-06,2.7662616759907923e-06,1.6761151643684533e-06,5.861152804271785e-09,3.123624495812977e-09,2.3108912774318887e-09,3.338509763118656e-14
2.2338050408147418e-10,0.13078732055447656,0.46346346346346345,0.0,0.0,0.0,0.07306910392012168,0.0,1.1696950553291989e-06,7.362036271034407e-11,9.05399057233267e-12,2.7567581064040258e-08,4.828967534145731e-11,7.612125385533584e-07,4.0732414275032597e-13,0.0,0.4634634635669585,1.4108857302301837e-07,2.391040836749688e-06,2.906670944456362e-06,1.728519708482938e-06,6.099448426500885e-09,3.2049349624365153e-09,2.4996748241855363e-09,3.611257775333548e-14
2.335726947372453e-10,0.1307873575623203,0.46346346346346345,0.0,0.0,0.0,0.07306892280393715,0.0,1.2691175474506784e-06,8.06598623309108e-11,9.799832460487007e-12,2.983016469321033e-08,5.476107258662183e-11,8.234589276215433e-07,4.4266926148371865e-13,0.0,0.4634634635840551,1.5356262470459604e-07,2.4866166361672575e-06,3.04770668703246e-06,1.7790441331461502e-06,6.3347826856818555e-09,3.2828557586008998e-09,2.69320657448165e-09,3.890866307028906e-14
2.437648853930165e-10,0.1307873950100609,0.46346346346346345,0.0,0.0,0.0,0.0730687416855597,0.0,1.3718343913631402e-06,8.803419038835228e-11,1.0567645995125036e-11,3.2157763311161355e-08,6.174838310972691e-11,8.874647914760317e-07,4.792730458074363e-13,0.0,0.46346346360292373,1.6655886802830816e-07,2.5811162562839854e-06,3.189354621004526e-06,1.8277559772751309e-06,6.567257402746699e-09,3.357634367491662e-09,2.891291772032537e-09,4.177053951873956e-14
2.539570760487877e-10,0.13078743288782102,0.46346346346346345,0.0,0.0,0.0,0.073068560564886,0.0,1.4777724797952207e-06,9.574485263601618e-11,1.1356757230732287e-11,3.4548142123339834e-08,6.926575585893846e-11,9.531669600818909e-07,5.171142399923885e-13,0.0,0.46346346362365304,1.8007701095423438e-07,2.6745518113953306e-06,3.331600648097814e-06,1.8747203535431214e-06,6.7969726458026415e-09,3.42950367654271e-09,3.093749984569769e-09,4.469560000215087e-14
2.641492667045589e-10,0.1307874711860433,0.46346346346346345,0.0,0.0,0.0,0.07306837944181287,0.0,1.5868610581973828e-06,1.0379332443969648e-10,1.2166519983447317e-11,3.699914658481566e-08,7.732683562475058e-11,1.020504539627058e-06,5.561721681634277e-13,0.0,0.46346346364633184,1.941167937989472e-07,2.7669352794287858e-06,3.47443085232378e-06,1.920000035573044e-06,7.024026756082985e-09,3.4986828401436523e-09,3.3004142590712107e-09,4.7681432184689894e-14
2.7434145736033007e-10,0.1307875098954791,0.46346346346346345,0.0,0.0,0.0,0.07306819831623741,0.0,1.6990316425330653e-06,1.1218105119841376e-10,1.2996314806193197e-11,3.950869954978212e-08,8.594478131343706e-11,1.0894188304418728e-06,5.964267153170666e-13,0.0,0.4634634636710493,2.0867798701355212e-07,2.8582785034789407e-06,3.6178314978509476e-06,1.9636555419965e-06,7.248516373816536e-09,3.5653780913461842e-09,3.5111303269325195e-09,5.072580700680282e-14
2.8453364801610126e-10,0.13078754900717757,0.46346346346346345,0.0,0.0,0.0,0.07306801718805693,0.0,1.8142179400019484e-06,1.2090944875881963e-10,1.3845548001835048e-11,4.207479852291235e-08,9.513228356025515e-11,1.1598532478880459e-06,6.378583090006192e-13,0.0,0.46346346369789504,2.23760389056225e-07,2.9485931933252664e-06,3.7617890269000076e-06,2.0057452174900112e-06,7.47053646398791e-09,3.6297835055562087e-09,3.725755856152935e-09,5.3826667880097216e-14
2.9472583867187245e-10,0.13078758851247554,0.46346346346346345,0.0,0.0,0.0,0.07306783605716893,0.0,1.9323557725895082e-06,1.299799038234445e-10,1.4713650672928686e-11,4.46955130089016e-08,1.0490158170648016e-10,1.2317532461085424e-06,6.804479016291764e-13,0.0,0.46346346372695846,2.3936382435565473e-07,3.0378909269328248e-06,3.906290057662868e-06,2.046325310897874e-06,7.69018034196326e-09,3.6920817190670293e-09,3.94415974773428e-09,5.698212052105809e-14
3.0491802932764364e-10,0.13078762840298694,0.46346346346346345,0.0,0.0,0.0,0.07306765492347116,0.0,2.0533830033406296e-06,1.3939377435299133e-10,1.560007780667669e-11,4.7368981956648284e-08,1.1526448016352663e-10,1.3050662445335898e-06,7.241769534176144e-13,0.0,0.46346346375832953,2.554881413619209e-07,3.1261831519360606e-06,4.051321382245369e-06,2.085450050547303e-06,7.907539698958256e-09,3.752444605123844e-09,4.166221473654295e-09,6.019042338546879e-14
3.1511021998341483e-10,0.13078766867059383,0.46346346346346345,0.0,0.0,0.0,0.0730674737868615,0.0,2.1772394652594013e-06,1.4915238996286455e-10,1.6504307393770163e-11,5.009341129467816e-08,1.2623236418639952e-10,1.379741557042574e-06,7.690274159057973e-13,0.0,0.4634634637920985,2.721332106814894e-07,3.2134811871059103e-06,4.196869964633423e-06,2.1231717168569985e-06,8.122704627327641e-09,3.8110339100292955e-09,4.391830453952782e-09,6.344997866797026e-14
3.25302410639186e-10,0.13078770930743613,0.46346346346346345,0.0,0.0,0.0,0.07306729264723802,0.0,2.303866892741313e-06,1.5925705231410677e-10,1.7425839579851855e-11,5.286707155455714e-08,1.3781621507778782e-10,1.4557303236858217e-06,8.149817160560336e-13,0.0,0.46346346382835574,2.892989232931463e-07,3.2997962238003937e-06,4.342922938682277e-06,2.1595407123360634e-06,8.335763645657812e-09,3.868001851637431e-09,4.6208854706285225e-09,6.675932383349643e-14
3.354946012949572e-10,0.13078775030590356,0.46346346346346345,0.0,0.0,0.0,0.07306711150449902,0.0,2.4332088554473625e-06,1.697090354989033e-10,1.8364195848383685e-11,5.568829557915276e-08,1.5002662484334461e-10,1.5329854448737188e-06,8.620227409025863e-13,0.0,0.4634634638671918,3.0698518884180663e-07,3.385139327398867e-06,4.489467606128666e-06,2.1946056290667827e-06,8.546803723645723e-09,3.923491682447505e-09,4.853294116178448e-09,7.011712364925395e-14
3.456867919507284e-10,0.13078779165862608,0.46346346346346345,0.0,0.0,0.0,0.07306693035854285,0.0,2.5652106945325843e-06,1.8050958642080607e-10,1.931891823374385e-11,5.855547631270705e-08,1.6287381031801883e-10,1.6114615179436792e-06,9.10133822733677e-13,0.0,0.46346346390869747,3.251919340072344e-07,3.469521438720144e-06,4.636491434625598e-06,2.228413313761684e-06,8.755910306748934e-09,3.977638219387729e-09,5.088972274729791e-09,7.352216268763497e-14
3.558789826064996e-10,0.13078783335846625,0.46346346346346345,0.0,0.0,0.0,0.07306674920926814,0.0,2.6998194611444426e-06,1.91659925169817e-10,2.0289568563421115e-11,6.14670646697864e-08,1.7636762678261736e-10,1.6911147760186034e-06,9.592987247870955e-13,0.0,0.46346346395296406,3.4391910094481654e-07,3.552953375424642e-06,4.783982055799494e-06,2.261008930482243e-06,8.963167340593448e-09,4.0305683422600854e-09,5.327843633832712e-09,7.697333827214145e-14
3.660711732622708e-10,0.1307878753985105,0.46346346346346345,0.0,0.0,0.0,0.07306656805657356,0.0,2.8369838571096525e-06,2.0316124539246097e-10,2.127572772821702e-11,6.44215674802811e-08,1.9051758108906794e-10,1.771903029073635e-06,1.0095016274411938e-12,0.0,0.4634634640000827,3.6316664579563525e-07,3.6354458334007504e-06,4.931927263329452e-06,2.2924360211033943e-06,9.168657295127252e-09,4.0824014626991e-09,5.5698392250971135e-09,8.046965384007738e-14
3.7626336391804197e-10,0.13078791777206167,0.46346346346346345,0.0,0.0,0.0,0.07306638690035801,0.0,2.9766541777310173e-06,2.1501471465697164e-10,2.227699497940987e-11,6.741754550773231e-08,2.0533284431215477e-10,1.8537856071311964e-06,1.0607271148837328e-12,0.0,0.46346346405014477,3.829345372631937e-07,3.7170093881355912e-06,5.080315011048386e-06,2.3227365636048565e-06,9.372461188509139e-09,4.133249965384848e-09,5.8148969919678865e-09,8.401021269736234e-14
3.8645555457381316e-10,0.13078796047263153,0.46346346346346345,0.0,0.0,0.0,0.0730662057405204,0.0,3.118782256618744e-06,2.272214748137039e-10,2.3292987251873937e-11,7.045361153836368e-08,2.2082226394484285e-10,1.9367233055072497e-06,1.1129601622416709e-12,0.0,0.46346346410324213,4.0322275525424315e-07,3.7976544960703497e-06,5.229133411065759e-06,2.351951028267328e-06,9.574658610723505e-09,4.183219623146863e-09,6.0629613830345905e-09,8.759421214228994e-14
3.9664774522958435e-10,0.1307880034939336,0.46346346346346345,0.0,0.0,0.0,0.07306602457695992,0.0,3.263321412483362e-06,2.397826423508783e-10,2.4323338512185428e-11,7.352842853828704e-08,2.3699437565369264e-10,2.020678332034477e-06,1.1661861231555806e-12,0.0,0.46346346415946665,4.240312895812549e-07,3.87739149594035e-06,5.378370731911724e-06,2.3801184318488472e-06,9.775327746913082e-09,4.232409987500347e-09,6.313982969365143e-09,9.122093793640848e-14
4.0683993588535554e-10,0.13078804682987563,0.46346346346346345,0.0,0.0,0.0,0.07306584340957574,0.0,3.4102263978199575e-06,2.526993087457594e-10,2.53676991307821e-11,7.66407078764413e-08,2.538574146102783e-10,2.1056142561907644e-06,1.2203907177829528e-12,0.0,0.4634634642189105,4.45360138724169e-07,3.95623061010004e-06,5.528015396702361e-06,2.4072763898139292e-06,9.974545400422665e-09,4.280914756066354e-09,6.5679180844411024e-09,9.488975910197013e-14
4.170321265411267e-10,0.13078809047455348,0.46346346346346345,0.0,0.0,0.0,0.07306566223826723,0.0,3.5594533494159453e-06,2.6597254081136053e-10,2.64257352772791e-11,7.978920761091096e-08,2.7141932641394363e-10,2.191495960063952e-06,1.2755600212152047e-12,0.0,0.4634634642816658,4.672093086491358e-07,4.0341819458330665e-06,5.6780559813258555e-06,2.4334611666855013e-06,1.0172387015547858e-08,4.328822118242289e-09,6.8247284853560405e-09,9.860012302660834e-14
4.272243171968979e-10,0.13078813442224427,0.46346346346346345,0.0,0.0,0.0,0.0730654810629338,0.0,3.7109597406170573e-06,2.796033810387631e-10,2.7497128338077012e-11,8.297273083635437e-08,2.896877776206729e-10,2.2782895910863663e-06,1.331680452293747e-12,0.0,0.4634634643478252,4.895788116820548e-07,4.1112554966476035e-06,5.82848121264928e-06,2.458707724587119e-06,1.0368926699983832e-08,4.37621508040781e-09,7.084381034018115e-09,1.0235155085705626e-13
4.374165078526691e-10,0.13078817866740036,0.46346346346346345,0.0,0.0,0.0,0.07306529988347504,0.0,3.864704335288571e-06,2.935928479351354e-10,2.858157435543133e-11,8.619012409035556e-08,3.0867016589231306e-10,2.3659625164750324e-06,1.3887387628109998e-12,0.0,0.46346346441748115,5.12468665434792e-07,4.187461143557095e-06,5.979279966745866e-06,2.4830497700405285e-06,1.0564237246970007e-08,4.423171771875216e-09,7.346847397172687e-09,1.0614363316479376e-13
4.5780088916421143e-10,0.13078826802875745,0.46346346346346345,0.0,0.0,0.0,0.07306493751178013,0.0,4.178749382196205e-06,3.226516178320647e-10,3.0788479536296965e-11,9.272211501985917e-08,3.48805057271437e-10,2.5438215601972316e-06,1.5056176327750466e-12,0.0,0.46346346456765486,5.598095160085888e-07,4.337307694788942e-06,6.2819542831368835e-06,2.5291491366949787e-06,1.095145565920368e-08,4.516066142092146e-09,7.880130622667434e-09,1.1384844699114615e-13
4.761468323445995e-10,0.1307883494190307,0.46346346346346345,0.0,0.0,0.0,0.07306461136214029,0.0,4.468655786714077e-06,3.5004075226493606e-10,3.2816567412313616e-11,9.870600715607558e-08,3.8743717031004277e-10,2.706597970733315e-06,1.6138897135789623e-12,0.0,0.4634634647157028,6.04196130792355e-07,4.469298227064633e-06,6.555530013923064e-06,2.5678591296715378e-06,1.1296452694359455e-08,4.5988727736467126e-09,8.36951329032578e-09,1.2091899282337364e-13
4.944927755249876e-10,0.13078843169419108,0.46346346346346345,0.0,0.0,0.0,0.07306428519757631,0.0,4.765227120552419e-06,3.786066155808311e-10,3.4882834534113444e-11,1.0478352837975441e-07,4.284861953026369e-10,2.8717670639242496e-06,1.7250086404377424e-12,0.0,0.46346346487652895,6.502690943257702e-07,4.5986254109394315e-06,6.830149595570685e-06,2.6041099180891442e-06,1.1638541601987861e-08,4.6812867213435886e-09,8.867763558348837e-09,1.281176584129549e-13
5.128387187053757e-10,0.13078851482748652,0.46346346346346345,0.0,0.0,0.0,0.0730639590175056,0.0,5.068264059048833e-06,4.083543235357938e-10,3.698597140366428e-11,1.1094933226908751e-07,4.719867629112831e-10,3.0391771983202353e-06,1.8389078948753373e-12,0.0,0.46346346505067915,6.980285764939994e-07,4.725342968467444e-06,7.105753322012534e-06,2.6380582600768496e-06,1.1978102188931734e-08,4.763621496166194e-09,9.374856361889531e-09,1.3544408134668235e-13
5.311846618857639e-10,0.13078859879353608,0.46346346346346345,0.0,0.0,0.0,0.07306363282134634,0.0,5.3775776774994346e-06,4.392887656631994e-10,3.9124784246005206e-11,1.1719841957619695e-07,5.179713731806413e-10,3.2086864306951036e-06,1.955523711574617e-12,0.0,0.4634634652387017,7.47474733180098e-07,4.849503538064494e-06,7.3822829189081215e-06,2.6698509258101144e-06,1.2315502121841983e-08,4.84615828028853e-09,9.890798555904923e-09,1.4289836041823862e-13
5.49530605066152e-10,0.13078868356831364,0.46346346346346345,0.0,0.0,0.0,0.07306330660851737,0.0,5.692988821042e-06,4.714146109905455e-10,4.129818742437708e-11,1.235261164501608e-07,5.664705336945193e-10,3.3801618960037393e-06,2.0747949289030625e-12,0.0,0.46346346544114536,7.986076933122615e-07,4.971158696375251e-06,7.659681513414235e-06,2.6996253351485218e-06,1.2651097292721684e-08,4.929149282670448e-09,1.0415625616232829e-08,1.5048100796228137e-13
5.678765482465401e-10,0.13078876912901805,0.46346346346346345,0.0,0.0,0.0,0.07306298037843828,0.0,6.014327514611404e-06,5.047363136297765e-10,4.3505196355393594e-11,1.299280540530046e-07,6.175128887889064e-10,3.553479227497e-06,2.196662848583421e-12,0.0,0.46346346565856084,8.514275471125894e-07,5.090358979692885e-06,7.937893604582061e-06,2.727510154099192e-06,1.2985232173777448e-08,5.012820741499783e-09,1.0949398685416272e-08,1.581929071697662e-13
5.862224914269282e-10,0.1307888554540268,0.46346346346346345,0.0,0.0,0.0,0.07306265413052933,0.0,6.341432409673104e-06,5.392581182470055e-10,4.57449208813381e-11,1.3640014945412908e-07,6.711253405617702e-10,3.7285220136695843e-06,2.321071103765356e-12,0.0,0.46346346589149984,9.059343354409172e-07,5.207153904949988e-06,8.216865034354603e-06,2.7536258535024433e-06,1.3318240161957882e-08,5.097375615086434e-09,1.1492201922614573e-08,1.6603527379700943e-13
