Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145)
9.941750803953065e-09,0.13086052507036958,0.46346346346346345,0.0,0.0,0.0,0.0728845959435133,2.0949571865477415e-09,0.00035831711420286334,1.4706371684283294e-07,9.277274647404344e-09,1.6405302003526292e-05,4.67463485949801e-07,0.0001075768432581818,1.661474197579649e-10,0.0,0.46347501123570367,0.00016106877040651403,1.0103803638035902e-05,6.928571773466659e-05,3.255828576005472e-06,8.063021106464901e-07,2.3455686458934084e-07,5.2180019573638295e-06,7.438208033333334e-11,2.8089515981735153e-07,1.4552969908383957e-12,1.353227631207372e-10,6.960407297364368e-08,1.225903674510602e-11,3.541408104787008e-07,7.607981899609331e-06,1.0847062046877788e-10,6.104309211655734e-07,3.3404537973391257e-13,1.0514673436715495e-09,1.0543584217614605e-15,3.048783907487977e-20
9.999999999999999e-09,0.13086245168583815,0.46346346346346345,0.0,0.0,0.0,0.07288338862542285,2.1446363815591678e-09,0.00036092582964704123,1.4859919167659173e-07,9.402639186194676e-09,1.6558604555380142e-05,4.738859931564097e-07,0.00010830926395772468,1.6760894315870964e-10,0.0,0.46347518042517366,0.00016231847616783392,1.0103643533252635e-05,6.935372198454162e-05,3.2586974909981528e-06,8.12867807302772e-07,2.3637922436296587e-07,5.291383831662876e-06,7.54283832033825e-11,2.865849971249764e-07,1.4847756411774392e-12,1.3658738229834762e-10,7.094878813289445e-08,1.2495926090792649e-11,3.544657431939126e-07,7.657893234819233e-06,1.0918336707140651e-10,6.178846400436779e-07,3.369118436194271e-13,1.0691190624203696e-09,1.101637985664988e-15,3.185497687380396e-20
1.0159770260362052e-08,0.13086245168583815,0.46346346346346345,0.0,0.0,0.0,0.07288007027912488,2.2851869562674833e-09,0.000368090429356116,1.5284408106033674e-07,9.7513806868817e-09,1.698278768200957e-05,4.917813924732575e-07,0.00011032407999019833,1.716508125403827e-10,0.0,0.46347565123138323,0.00016574601615835347,1.0103201871130348e-05,6.953424392783522e-05,3.266570087638151e-06,8.308814866561889e-07,2.413776261547817e-07,5.4953594704411116e-06,7.833676304560637e-11,3.0259515542328637e-07,1.567723156868564e-12,1.4008654650783874e-10,7.47293106852432e-08,1.3161918890531232e-11,3.553584195328702e-07,7.79491794300859e-06,1.1114018058476973e-10,6.385465586328737e-07,3.4484346493566265e-13,1.1183709187508922e-09,1.240893118982023e-15,3.5881684293267603e-20
1.0377789716771038e-08,0.13086438404215006,0.46346346346346345,0.0,0.0,0.0,0.0728755259959614,2.4873466802410315e-09,0.000377888257909382,1.5871504545526822e-07,1.0238844262034501e-08,1.757035594251192e-05,5.16867870560717e-07,0.0001130873535906111,1.772456733491064e-10,0.0,0.4634763096187686,0.00017042193881228637,1.0102593824744608e-05,6.976703421860131e-05,3.2773191649099323e-06,8.55469748448687e-07,2.4819710362896287e-07,5.780060848192164e-06,8.23962362106426e-11,3.254127239172625e-07,1.6859393956006125e-12,1.449335102452658e-10,8.010969836916402e-08,1.410975976818992e-11,3.5657968727494113e-07,7.982194208889251e-06,1.138147774917447e-10,6.672537045676598e-07,3.5583050800260185e-13,1.187554390219219e-09,1.4554305339805834e-15,4.2085258188091674e-20
1.0595809173180025e-08,0.13086632199880016,0.46346346346346345,0.0,0.0,0.0,0.07287096310456088,2.7018356816695694e-09,0.0003877095287387321,1.6467627805440544e-07,1.0739721745039163e-08,1.8168009446873076e-05,5.427340366743841e-07,0.00011586665355839277,1.8293402079831281e-10,0.0,0.4634769863868363,0.00017509546830266588,1.0101980353942066e-05,6.998516710121083e-05,3.2880724384825522e-06,8.800599794663144e-07,2.5501364635324794e-07,6.072069618306539e-06,8.655998389611008e-11,3.4937533099748323e-07,1.8100880052587558e-12,1.49863669394676e-10,8.57516087881894e-08,1.5103682617025088e-11,3.578042286384127e-07,8.169812912158997e-06,1.1649444128539497e-10,6.965497153647589e-07,3.670063926585925e-13,1.2590169846656846e-09,1.7014376342468638e-15,4.9198811963363567e-20
1.0813828629589012e-08,0.13086826542387064,0.46346346346346345,0.0,0.0,0.0,0.07286638161959684,2.9290530283816567e-09,0.0003975532414602977,1.7072749122895512e-07,1.125406825594087e-08,1.8775748062576716e-05,5.693910296787483e-07,0.00011866196486583937,1.887179108979429e-10,0.0,0.46347768152037533,0.000179765611471729,1.010136211767281e-05,7.018964794635129e-05,3.29882677800465e-06,9.0464575495027e-07,2.618257219184109e-07,6.371347550799403e-06,9.082746556684052e-11,3.7451020214184507e-07,1.940310039407259e-12,1.5487702783527533e-10,9.166138282488552e-08,1.614480505987492e-11,3.590316877896459e-07,8.357776031672862e-06,1.1917919971580698e-10,7.264319744308391e-07,3.783713223588317e-13,1.3327569732486017e-09,1.9827199931102924e-15,5.733238799740603e-20
1.1031848085997998e-08,0.13087021419344724,0.46346346346346345,0.0,0.0,0.0,0.07286178155958024,3.1693973719257467e-09,0.0004074184616151685,1.76868439928416e-07,1.1781937775555783e-08,1.9393569061579257e-05,5.968500089472487e-07,0.0001214732682807715,1.945994350209345e-10,0.0,0.46347839500028915,0.00018443144683643557,1.0100739624112358e-05,7.038141392330769e-05,3.3095792759184725e-06,9.292211085697067e-07,2.6863190812003466e-07,6.677854811505849e-06,9.519811769943399e-11,4.008443162609625e-07,2.0767452741810836e-12,1.599735668294744e-10,9.784532796505448e-08,1.7234238835948865e-11,3.602617361198441e-07,8.54608532424698e-06,1.2186907716569373e-10,7.568978910375483e-07,3.899253813329891e-13,1.4087717584595908e-09,2.3034458955378437e-15,6.66065168903576e-20
1.1249867542406985e-08,0.13087216819107733,0.46346346346346345,0.0,0.0,0.0,0.07285716294658148,3.423266801356063e-09,0.00041730431618484574,1.8309891999903752e-07,1.2323383247337889e-08,2.0021467305664844e-05,6.251221525857641e-07,0.00012430054066689243,2.005807180076494e-10,0.0,0.4634791268038783,0.00018909211970818282,1.0100113265793098e-05,7.056133859765125e-05,3.3203272323447842e-06,9.53780501283578e-07,2.754308854559972e-07,6.991550104900985e-06,9.967135542983806e-11,4.2840439999303964e-07,2.2195321788038983e-12,1.651532344997008e-10,1.0430971690964941e-07,1.837308955595684e-11,3.6149407036907066e-07,8.734742338225622e-06,1.2456409404170162e-10,7.879448992406211e-07,4.016682270292078e-13,1.4870579548487686e-09,2.6681714879608244e-15,7.715294470108045e-20
1.1467886998815971e-08,0.13087412730726306,0.46346346346346345,0.0,0.0,0.0,0.0728525258059718,3.6910587106858677e-09,0.00042720998941467086,1.894187665818885e-07,1.287845666918358e-08,2.0659435419172797e-05,6.542186557637063e-07,0.0001271437552637446,2.0666391639698874e-10,0.0,0.4634798769051016,0.0001937468376422949,1.0099483346311823e-05,7.073023622457135e-05,3.331068140977641e-06,9.78318792291924e-07,2.822214301306484e-07,7.312390806952694e-06,1.0424657552510176e-10,4.572169225962109e-07,2.368807888911001e-12,1.7041597484694817e-10,1.1106078630649521e-07,1.956245647840104e-11,3.627284108744951e-07,8.923748426550004e-06,1.2726426924328784e-10,8.195704568618588e-07,4.1359993916562524e-13,1.567611463980777e-09,3.0818669832574594e-15,8.911539069523644e-20
1.1685906455224958e-08,0.1308760914389905,0.46346346346346345,0.0,0.0,0.0,0.07284787016618191,3.973169679024513e-09,0.0004371347189236214,1.958278525860161e-07,1.3447209176076033e-08,2.1307463950017243e-05,6.841507291441155e-07,0.000130002881947626,2.1285121677581394e-10,0.0,0.463480645274822,0.0001983948661954506,1.0098850100603215e-05,7.088886575655463e-05,3.341799675925063e-06,1.002831211941881e-06,2.8900240753226407e-07,7.640333088681252e-06,1.0892315755353076e-10,4.873080913963365e-07,2.524708183082523e-12,1.7576171688500804e-10,1.1810473559361176e-07,2.0803432305524674e-11,3.6396449993591227e-07,9.113104759268449e-06,1.2996961907449393e-10,8.517720445315213e-07,4.257205731335587e-13,1.650427543899351e-09,3.5499439309860437e-15,1.0265033589630469e-19
1.1903925911633944e-08,0.13087806048929088,0.46346346346346345,0.0,0.0,0.0,0.07284319605847736,4.269995362457602e-09,0.00044707779208007025,2.0232608723251563e-07,1.4029691114407583e-08,2.196554151976169e-05,7.149295974047522e-07,0.00013287788747475817,2.1914483423708645e-10,0.0,0.4634814318810337,0.0002030355249703563,1.0098213710584457e-05,7.103793458321409e-05,3.3525196794347464e-06,1.0273133364605703e-06,2.957727661520821e-07,7.975332031059676e-06,1.1370046477958313e-10,5.187038477504442e-07,2.6873674620766255e-12,1.8119035423334132e-10,1.254477259463715e-07,2.2097102997560184e-11,3.65202100291404e-07,9.302812335426458e-06,1.3268015586364327e-10,8.845471647885769e-07,4.3802957077471525e-13,1.7355008733823163e-09,4.0782835619831614e-15,1.1792784270320623e-19
1.2121945368042931e-08,0.13088003436683163,0.46346346346346345,0.0,0.0,0.0,0.07283850351674905,4.581930396777958e-09,0.00045703854262476,2.0891341466565604e-07,1.4625952108746428e-08,2.2633654963424118e-05,7.465664978428272e-07,0.00013576873570791373,2.25547010937649e-10,0.0,0.4634822366890751,0.00020766818392824516,1.009757431738994e-05,7.117810202045804e-05,3.3632261504466994e-06,1.0517610643936476e-06,3.0253153191513126e-07,8.317341731846004e-06,1.185778471369285e-10,5.514298634886865e-07,2.8569187301068192e-12,1.8670178212107726e-10,1.33095879321236e-07,2.3444547604055835e-11,3.664409936958104e-07,9.492871994310541e-06,1.3539589119744918e-10,9.178933412358585e-07,4.505268927125527e-13,1.822825611271133e-09,4.6732662155959436e-15,1.3513240581369909e-19
1.2339964824451918e-08,0.1308820129855356,0.46346346346346345,0.0,0.0,0.0,0.07283379257731804,4.909368310227295e-09,0.0004670163475239352,2.1558981262755318e-07,1.523604112173958e-08,2.33117894598086e-05,7.790726790566576e-07,0.00013867538782762467,2.3206001474994804e-10,0.0,0.46348305966182585,0.0002122922599511446,1.0096932030889615e-05,7.130998256542716e-05,3.3739172339179014e-06,1.076170594635651e-06,3.092778028951074e-07,8.666315404900964e-06,1.2355464212228325e-10,5.855115378006027e-07,3.033493578814524e-12,1.9229588988672947e-10,1.410552775893637e-07,2.4846838111027087e-11,3.676809795950516e-07,9.683284426065555e-06,1.3811683494275e-10,9.518081177470719e-07,4.632126358317558e-13,1.9123954511574465e-09,5.341801857061985e-15,1.544638346706245e-19
1.2557984280860904e-08,0.13088399626422634,0.46346346346346345,0.0,0.0,0.0,0.072829063278754,5.252701445459687e-09,0.0004770106240369172,2.223552911932092e-07,1.586000650777786e-08,2.3999928652985638e-05,8.124593996981299e-07,0.00014159780252901024,2.386861380005879e-10,0.0,0.46348390075989204,0.00021690721363713754,1.0096286936977936e-05,7.143414893262034e-05,3.3845912108677093e-06,1.1005384059459873e-06,3.160107443875262e-07,9.022205472499078e-06,1.2863017484575695e-10,6.209739945339312e-07,3.217222173524533e-12,1.9797252679179841e-10,1.4933196175386638e-07,2.6305039302832392e-11,3.689218738900383e-07,9.874050181703945e-06,1.408429927363252e-10,9.86289057722504e-07,4.760860333171231e-13,2.004203671704072e-09,6.091361691786425e-15,1.7613816762629307e-19
1.277600373726989e-08,0.130885984126297,0.46346346346346345,0.0,0.0,0.0,0.07282431566170565,5.612320889986063e-09,0.0004870208269834371,2.292098915630039e-07,1.6497896060994465e-08,2.4698054765410034e-05,8.467379272903371e-07,0.00014453593620519632,2.454276962879791e-10,0.0,0.46348475994177774,0.00022151254631296103,1.0095639103113455e-05,7.155113488557449e-05,3.3952464890962446e-06,1.1248612378515217e-06,3.227295843170943e-07,9.384963651104851e-06,1.338037611344264e-10,6.578420798762989e-07,3.4082332408594343e-12,2.0373154757871388e-10,1.5793193124490396e-07,2.7820208637835656e-11,3.7016350778441973e-07,1.0065169682516818e-05,1.4357437011112213e-10,1.0213337433904224e-06,4.891469097760644e-13,2.0982431828706737e-09,6.930010882470557e-15,2.003886179973005e-19
1.2994023193678877e-08,0.13088797649940226,0.46346346346346345,0.0,0.0,0.0,0.07281954976874293,5.988616414404598e-09,0.0004970464461969663,2.3615368490993004e-07,1.714975705812208e-08,2.54061487033656e-05,8.819195371052012e-07,0.0001474897431182337,2.5228702737530346e-10,0.0,0.4634856371640446,0.00022610779724928278,1.0094988582565325e-05,7.166143787754242e-05,3.405881594531009e-06,1.1491360728430783e-06,3.294336089567744e-07,9.754541031064459e-06,1.390747083633511e-10,6.961403603921438e-07,3.606654058631193e-12,2.0957281267765983e-10,1.6686114328718212e-07,2.9393396136817693e-11,3.714057267106956e-07,1.025664322891434e-05,1.463109719396298e-10,1.0569397751516354e-06,5.023954821252195e-13,2.19450656830628e-09,7.86644237425021e-15,2.2746655215867977e-19
1.3212042650087864e-08,0.13088997331517108,0.46346346346346345,0.0,0.0,0.0,0.07281476564421016,6.381976417766277e-09,0.0005070870041512463,2.4318677127903926e-07,1.7815636296689587e-08,2.6124190155268043e-05,9.180155110963024e-07,0.00015045917555836546,2.5926649015328996e-10,0.0,0.4634865323814616,0.0002306925410649416,1.0094335417711501e-05,7.17655215138302e-05,3.4164951631597006e-06,1.1733601197789026e-06,3.361221589374566e-07,1.0130888150628357e-05,1.4444231450552207e-10,7.3589312138899e-07,3.812610447774055e-12,2.1549613548309788e-10,1.7612551233477254e-07,3.102564428321178e-11,3.7264838932943173e-07,1.0448471008715345e-05,1.4905279833549095e-10,1.093104770964583e-06,5.158307839994674e-13,2.2929861241619647e-09,8.910011832238485e-15,2.576424998045756e-19
1.343006210649685e-08,0.13089197450893889,0.46346346346346345,0.0,0.0,0.0,0.07280996333408904,6.792787879468685e-09,0.000517142053748159,2.503092785367216e-07,1.849558012899686e-08,2.6852157683150394e-05,9.550371368825401e-07,0.0001534441839924352,2.6636846366552365e-10,0.0,0.4634874455471431,0.00023526638530735311,1.0093679642604106e-05,7.186381784771579e-05,3.4270859335097803e-06,1.1975307984136997e-06,3.427946255285595e-07,1.0513955064686397e-05,1.499058714558505e-10,7.771243655889132e-07,4.026226764994345e-12,2.2150133596342684e-10,1.8573090956851859e-07,3.271798793444956e-11,3.738913665966176e-07,1.0640653104900564e-05,1.5179984974808508e-10,1.1298263657682263e-06,5.294524600047003e-13,2.3936738945671196e-09,1.0070773695138731e-14,2.912071964816461e-19
1.3648081562905837e-08,0.1308939800194983,0.46346346346346345,0.0,0.0,0.0,0.07280514288587105,7.221436317113165e-09,0.000527211176255948,2.575213613675924e-07,1.918963449226624e-08,2.7590028807936605e-05,9.929957067786087e-07,0.00015644471720217316,2.7359534619421054e-10,0.0,0.46348837661267894,0.00023982896819716205,1.0093021284943e-05,7.195672952111257e-05,3.4376527396379745e-06,1.2216457249772792e-06,3.4945044717122843e-07,1.0903691408582331e-05,1.55464666086273e-10,8.19857812082909e-07,4.2476258973265105e-12,2.27588254973469e-10,1.956831624516276e-07,3.4471454243560505e-11,3.751345408945721e-07,1.0833189502872629e-05,1.545521273216068e-10,1.1671022109404804e-06,5.432609357027216e-13,2.4965617040019503e-09,1.1359518347886664e-14,3.2847265848042105e-19
1.3866101019314823e-08,0.13089598978886624,0.46346346346346345,0.0,0.0,0.0,0.0728003043484387,7.668305749800516e-09,0.0005372939793875584,2.64823200316894e-07,1.9897844935334402e-08,2.8337780088979537e-05,1.0319025168686118e-06,0.00015946072241304634,2.809495544026274e-10,0.0,0.46348932552825417,0.00024437995652603207,1.0092360367578764e-05,7.204463176039324e-05,3.4481945045953518e-06,1.2457026987319864e-06,3.560891062470409e-07,1.1300046457344606e-05,1.6111797807519115e-10,8.641168955473378e-07,4.476929258671478e-12,2.3375667750752513e-10,2.0598805433934976e-07,3.6287062590233545e-11,3.7637780522216776e-07,1.1026080097252674e-05,1.573096266379186e-10,1.204929973789927e-06,5.572550646292688e-13,2.601641186787529e-09,1.2787810415585031e-14,3.6977329015014766e-19
1.408412047572381e-08,0.13089800376206748,0.46346346346346345,0.0,0.0,0.0,0.0727954477719549,8.133778666378211e-09,0.0005473900955095366,2.722150008764318e-07,2.062025664221658e-08,2.90953871980246e-05,1.0717688661194301e-06,0.00016249214541431473,2.884335225268828e-10,0.0,0.4634902922427621,0.0002489190436972089,1.0091696909659447e-05,7.21278742370898e-05,3.45871023433595e-06,1.2696996894428516e-06,3.627101260662776e-07,1.1702969180637807e-05,1.6686508347798655e-10,9.09924765702899e-07,4.71425678643759e-12,2.400063920429178e-10,2.1665132413891175e-07,3.8165824520825984e-11,3.77621062440387e-07,1.1219324698221042e-05,1.600723437462372e-10,1.2433073370784086e-06,5.714342330526462e-13,2.7089038139034023e-09,1.436802818031038e-14,4.1546702368312673e-19
1.4302139932132797e-08,0.13090002188693248,0.46346346346346345,0.0,0.0,0.0,0.07279057320775975,8.618235998187702e-09,0.0005574991799726003,2.796969926121704e-07,2.135691445284701e-08,2.9862824988131825e-05,1.1126060555307394e-06,0.00016553893067088992,2.9604970161618724e-10,0.0,0.46349127670390844,0.0002534459478991831,1.0091030927514241e-05,7.220678280255194e-05,3.4691990120389914e-06,1.2936348256987548e-06,3.693130680608769e-07,1.2112408293734812e-05,1.72705256399776e-10,9.573042869981358e-07,4.959726939716e-12,2.463372279815022e-10,2.276786660161389e-07,4.010874369662021e-11,3.7886422456944867e-07,1.1412923037443381e-05,1.628402771799711e-10,1.2822319985727167e-06,5.857991738002979e-13,2.8183409173315976e-09,1.611340412170578e-14,4.659364913945448e-19
1.4520159388541783e-08,0.13090204411390904,0.46346346346346345,0.0,0.0,0.0,0.07278568070827461,9.12205709589419e-09,0.0005676209095555785,2.872694283316945e-07,2.2107862881272525e-08,3.0640067558025395e-05,1.1544253873188315e-06,0.0001686010214275542,3.038005588196887e-10,0.0,0.4634922788583081,0.00025796041040342777,1.0090362435337842e-05,7.228166110506018e-05,3.4796599928167477e-06,1.3175063840269902e-06,3.7589752916819153e-07,1.2528312304785371e-05,1.7863776532464995e-10,1.0062780385006424e-06,5.213456699579554e-12,2.527489490216664e-10,2.3907572914544155e-07,4.2116815849616176e-11,3.801072121340216e-07,1.160687477361444e-05,1.656134188623588e-10,1.3217016706235786e-06,6.003486016322034e-13,2.929943712114744e-09,1.8038066581628997e-14,5.215902305056078e-19
1.473817884495077e-08,0.13090407039588697,0.46346346346346345,0.0,0.0,0.0,0.07278077032691276,9.645619710013374e-09,0.0005777549810150258,2.9493258328982917e-07,2.2873146131551942e-08,3.1427088311871036e-05,1.1972381641316244e-06,0.00017167835980605952,3.116885767118753e-10,0.0,0.46349329865157685,0.0002624621939777987,1.0089691445716978e-05,7.235279209733292e-05,3.4900923987819033e-06,1.3413127787474716e-06,3.8246313939260306e-07,1.2950629558622698e-05,1.8466187685630177e-10,1.0568683139801077e-06,5.475561568890327e-12,2.5924131306989847e-10,2.508481175000597e-07,4.419102874551554e-11,3.813499535532526e-07,1.1801179497617608e-05,1.683917608414781e-10,1.3617140797697731e-06,6.150815229270263e-13,3.043703316304975e-09,2.0157082552499956e-14,5.828639204201844e-19
1.4956198301359756e-08,0.13090610068803415,0.46346346346346345,0.0,0.0,0.0,0.07277584211799604,1.018929997477967e-08,0.0005879011097333221,3.0268675443078264e-07,2.3652808111590968e-08,3.2223860014939797e-05,1.2410556882924693e-06,0.0001747708868955907,3.197162526566786e-10,0.0,0.46349433602841494,0.0002669510814077536,1.0089017970031309e-05,7.242043944183325e-05,3.50049551445011e-06,1.3650525525164573e-06,3.8900955953292793e-07,1.3379308277352705e-05,1.9077685854734075e-10,1.1090971221686881e-06,5.7461555732054374e-12,2.658141450337874e-10,2.630013896796792e-07,4.633236215334522e-11,3.8259238457255606e-07,1.1995836737341437e-05,1.7117530003212387e-10,1.4022669663659474e-06,6.299990831943919e-13,3.159610768969471e-09,2.2486501588383114e-14,6.502216524665553e-19
1.5252068806895168e-08,0.13090886230074705,0.46346346346346345,0.0,0.0,0.0,0.07276912571510578,1.0959964988794555e-08,0.0006016890573232649,3.133559501192025e-07,2.4733949222758146e-08,3.3320690954817104e-05,1.3021469046365254e-06,0.0001789918881695806,3.308383388556064e-10,0.0,0.46349577185711416,0.00027302189598412535,1.0088100050064098e-05,7.250710782156955e-05,3.5145653922245667e-06,1.3971604683304268e-06,3.9786235160723966e-07,1.3971142454204144e-05,1.992194133177398e-10,1.1826354213579934e-06,6.127152651604607e-12,2.748622759075071e-10,2.80113426413027e-07,4.934741841186158e-11,3.8427786837407484e-07,1.2260565622636627e-05,1.749610870163749e-10,1.4581610109086983e-06,6.505365065627985e-13,3.32032587123153e-09,2.601496544914546e-14,7.522511024098425e-19
1.554793931243058e-08,0.13091163111948276,0.46346346346346345,0.0,0.0,0.0,0.07276237672138428,1.1769300837773156e-08,0.0006154980995900763,3.241942100379387e-07,2.5841759802313128e-08,3.443535756046515e-05,1.3651375912470426e-06,0.00018324059961625022,3.4222857396333184e-10,0.0,0.46349723982302055,0.00027906815084790735,1.0087177595053933e-05,7.258837596503306e-05,3.5285786378591285e-06,1.4291402212271705e-06,4.066785350487531e-07,1.4574467101789715e-05,2.0782611707660113e-10,1.259284795327008e-06,6.524268015040846e-12,2.840574063065685e-10,2.979507190497364e-07,5.2490282411273566e-11,3.8596255026532215e-07,1.2525941258700061e-05,1.7875638995071633e-10,1.5150407285395058e-06,6.71405724542797e-13,3.484957297450781e-09,3.000838201443788e-14,8.67725186567293e-19
1.584380981796599e-08,0.13091440704949175,0.46346346346346345,0.0,0.0,0.0,0.07275559527914542,1.2618233093152325e-08,0.0006293276656681042,3.352024539068413e-07,2.6976347187364205e-08,3.5567787111445005e-05,1.4300559788215138e-06,0.0001875168664868109,3.5389331875747495e-10,0.0,0.4634987397813381,0.00028508945363412623,1.008625062780713e-05,7.266475744953439e-05,3.542533932596183e-06,1.4609891343111987e-06,4.154574936902403e-07,1.5189152442020646e-05,2.1659514064638956e-10,1.3390977430485303e-06,6.937773655225023e-12,2.9339919841853375e-10,3.1652675703556986e-07,5.5763331833089384e-11,3.876463242742363e-07,1.2791961995058733e-05,1.8256120950610457e-10,1.572900587051354e-06,6.926147499186661e-13,3.653482254848517e-09,3.451648072443841e-14,9.980818891957672e-19
1.6139680323501402e-08,0.1309171900015304,0.46346346346346345,0.0,0.0,0.0,0.07274878153269022,1.3507681706108663e-08,0.000643177230040805,3.4638166438826297e-07,2.8137817859088163e-08,3.6717905454195326e-05,1.4969302859481408e-06,0.0001918205317213184,3.6583897550585815e-10,0.0,0.4635002715852766,0.00029108546037917343,1.0085319170208526e-05,7.273671895771227e-05,3.5564301087303308e-06,1.4927048413238948e-06,4.241986858582081e-07,1.5815068805915443e-05,2.2552464338548481e-10,1.4221258075592802e-06,7.367936613796386e-12,3.0288707572285057e-10,3.358548745878605e-07,5.916891700018371e-11,3.8932910180007003e-07,1.305862603131537e-05,1.8637551664874364e-10,1.6317350960630176e-06,7.14162175501871e-13,3.825877897382349e-09,3.9593075869700215e-14,1.1448773128213953e-18
1.6435550829036814e-08,0.13091997989124698,0.46346346346346345,0.0,0.0,0.0,0.07274193562807267,1.443856100506589e-08,0.0006570463087082238,3.5773288454652513e-07,2.9326277460442246e-08,3.78856371593471e-05,1.5657887163262888e-06,0.00019615143620404306,3.78071985978206e-10,0.0,0.46350183508628867,0.0002970558713318408,1.008438324345013e-05,7.280468426307334e-05,3.5702661365852086e-06,1.5242852598546062e-06,4.329016379340187e-07,1.64520867425418e-05,2.3461276759196077e-10,1.508419581304127e-06,7.815019011407534e-12,3.125199501385216e-10,3.5594825079365315e-07,6.270936089364093e-11,3.910108100128007e-07,1.332593143087897e-05,1.9019923821138858e-10,1.6915388058846548e-06,7.360310316973375e-13,4.002121365609448e-09,4.529630346797065e-14,1.3097925278190363e-18
1.6731421334572225e-08,0.130922776639425,0.46346346346346345,0.0,0.0,0.0,0.072735057712853,1.5411779686676433e-08,0.0006709344551511542,3.6925721527745747e-07,3.054183082223813e-08,3.90709056857194e-05,1.6366594558856165e-06,0.0002005094190325842,3.905988293411974e-10,0.0,0.46350343013432027,0.000303000426541619,1.00834428683903e-05,7.286903842671776e-05,3.5840411107990953e-06,1.5557285631353516e-06,4.415659375781528e-07,1.710007713451923e-05,2.438577084016024e-10,1.5980287111258747e-06,8.279278059984212e-12,3.222976854749583e-10,3.768199096315911e-07,6.638695915715545e-11,3.926913901643529e-07,1.359387613526031e-05,1.9403240202788778e-10,1.752306306331969e-06,7.58240176414509e-13,4.182189826775193e-09,5.1688855223720116e-14,1.4946403376377555e-18
1.7027291840107637e-08,0.13092558017049952,0.46346346346346345,0.0,0.0,0.0,0.07272814793589397,1.642824082377425e-08,0.0006848412569851894,3.809558130294313e-07,3.178458197710239e-08,4.027363351867297e-05,1.7095706701132665e-06,0.00020489431774052547,4.0342602037804023e-10,0.0,0.46350505657801616,0.00030891890220275157,1.0082498065720216e-05,7.293013127685841e-05,3.597754238959534e-06,1.5870331566645238e-06,4.5019122811359447e-07,1.775891129126944e-05,2.5325763189191845e-10,1.6910019043888816e-06,8.760966111086338e-12,3.322195993780342e-10,3.984827202448079e-07,7.020398014459096e-11,3.9437079619286366e-07,1.386245797622071e-05,1.9787495911237301e-10,1.8140322257128894e-06,7.807834723854269e-13,4.366060504728814e-09,5.883822557646766e-14,1.7013724224969105e-18
1.7293575295089506e-08,0.13092810908872288,0.46346346346346345,0.0,0.0,0.0,0.0727219020187863,1.7380770018207094e-08,0.0006973730133292252,3.916345481991118e-07,3.292639747401111e-08,4.1370951520485605e-05,1.7769586290557801e-06,0.00020886360427101031,4.1523270142999764e-10,0.0,0.46350654709463684,0.00031422307388194747,1.0081643974738422e-05,7.298258959074762e-05,3.6100426040806004e-06,1.6150875469903197e-06,4.579203829459235e-07,1.836102749607617e-05,2.6184854675198085e-10,1.777593557456512e-06,9.20959183129537e-12,3.4127159201623196e-10,4.186661964639594e-07,7.376035832239227e-11,3.9588122892351375e-07,1.4104724512709427e-05,2.0134121557740933e-10,1.8704005919308757e-06,8.013401438700889e-13,4.5347762512262195e-09,6.597959481492208e-14,1.907873160572534e-18
1.7559858750071376e-08,0.13093064339355112,0.46346346346346345,0.0,0.0,0.0,0.0727156305251519,1.836970300519303e-08,0.0007099193132565885,4.0245633665224455e-07,3.4090401534450435e-08,4.2482290445246844e-05,1.8460426665677903e-06,0.00021285443971316,4.272927646392272e-10,0.0,0.4635080628064398,0.0003195058477542947,1.0080786329076737e-05,7.303287514783593e-05,3.6222798765921153e-06,1.6430275854272409e-06,4.6561750094434866e-07,1.897173026962724e-05,2.705622110621392e-10,1.866982997556407e-06,9.672712710078765e-12,3.5043942597422965e-10,4.395099689129543e-07,7.743309956858517e-11,3.97390664394502e-07,1.434750357911226e-05,2.048150447792723e-10,1.927537093241558e-06,8.221706911597104e-13,4.706536936362293e-09,7.384925155745305e-14,2.1354331670538837e-18
1.7826142205053246e-08,0.13093318303744614,0.46346346346346345,0.0,0.0,0.0,0.07270933356552507,1.9395686515936172e-08,0.000722479915641013,4.1342212860738593e-07,3.527666836226696e-08,4.360759222642688e-05,1.9168432627876047e-06,0.0002168667031377961,4.396110267938922e-10,0.0,0.4635096036010878,0.00032476712329079283,1.007992514375957e-05,7.308118164563155e-05,3.6344656747246095e-06,1.6708525124091297e-06,4.732824185781132e-07,1.9590926992500004e-05,2.79397308505128e-10,1.959203807788552e-06,1.0150502739885073e-11,3.597226963635113e-10,4.610230992661557e-07,8.122380112475333e-11,3.988990906347577e-07,1.4590793407458938e-05,2.0829641645915603e-10,1.9854378900738707e-06,8.432736970110234e-13,4.8813261664868815e-09,8.25074054087039e-14,2.3857934729501226e-18
