Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145)
9.0340887489851e-11,0.13078688350541226,0.46346346346346345,0.0,0.0,0.0,0.07307146789108132,1.0258998387952604e-17,2.1136210639947363e-07,1.1691689361138229e-11,1.709455208404224e-12,5.975448415753134e-09,3.543191847500352e-12,1.427741914002357e-07,7.236757614759212e-14,0.0,0.46346346346859396,3.108411962729313e-08,1.0351300461687459e-06,1.1286313745210265e-06,8.574755870531676e-07,2.717021455220937e-09,1.7164787806612962e-09,4.961117218304901e-10,7.066771035670551e-15,3.01979794704925e-13,1.5641522374699469e-18,4.853160486545574e-14,9.775895721141218e-14,1.6110669569031382e-17,1.0791113048129615e-08,3.989724036112976e-09,5.676614414570733e-14,2.3405401669722046e-12,2.9412180315034786e-15,5.6348599997661e-16,2.144094358113167e-29,6.195053646942776e-34
9.675091984789342e-11,0.13078690248139682,0.46346346346346345,0.0,0.0,0.0,0.07307135399564729,1.3488131373479429e-17,2.4103159087056805e-07,1.3430164898551452e-11,1.9474505268566308e-12,6.8655101501610134e-09,4.326665088496892e-12,1.6248178094362293e-07,8.262943993067856e-14,0.0,0.4634634634703588,3.528667563301893e-08,1.104421925832394e-06,1.2113193349102695e-06,9.076794119449967e-07,2.8955745884316583e-09,1.8056537997591166e-09,5.621156303825289e-10,8.007073927641445e-15,3.674912687965079e-13,1.9035117689553684e-18,5.5818130658646404e-14,1.1926075577691733e-13,1.9743123305813594e-17,1.2211414717557937e-08,4.5637495399517804e-09,6.493446747426184e-14,2.869061541496529e-12,3.1473057931019315e-15,6.916708711344325e-16,3.4218998223006696e-29,9.887612850915821e-34
9.999999999999999e-11,0.13078692170173903,0.46346346346346345,0.0,0.0,0.0,0.07307129626483916,1.538904296917871e-17,2.567464732527618e-07,1.4358367441419399e-11,2.0733644593236565e-12,7.340597637159596e-09,4.7631834444034526e-12,1.7289539166638629e-07,8.807241149765368e-14,0.0,0.4634634634713784,3.7519050393781345e-08,1.1393422262167e-06,1.2533545508304898e-06,9.326553117725286e-07,2.9854291501692803e-09,1.8495730580683906e-09,5.968289549224422e-10,8.501608668270601e-15,4.038720132031583e-13,2.0919711458117216e-18,5.970894232192675e-14,1.312324183644e-13,2.176999971366836e-17,1.295684714330457e-08,4.8688152801945634e-09,6.927554942381388e-14,3.1646403471123924e-12,3.2516427487511e-15,7.634562707707316e-16,4.285415949014257e-29,1.2383051289711655e-33
1.0316095220593583e-10,0.13078692170173903,0.46346346346346345,0.0,0.0,0.0,0.07307124009981797,1.742434400302299e-17,2.724666792102888e-07,1.529182719537921e-11,2.1992255144885127e-12,7.818262411651097e-09,5.2142286006360555e-12,1.8329600840482214e-07,9.35222982191156e-14,0.0,0.46346346347245565,3.975693144237311e-08,1.1731856179899575e-06,1.2943281725769622e-06,9.566546102932212e-07,3.0724328681884208e-09,1.8914994430438107e-09,6.313921940032837e-10,8.994006979060024e-15,4.41381852195015e-13,2.286280411320018e-18,6.362177867322113e-14,1.4359710200242446e-13,2.3866222649474883e-17,1.3697986720682705e-08,5.174665276628305e-09,7.362780883814735e-14,3.470823579674967e-12,3.3530720871616243e-15,8.378846638223041e-16,5.296641389684689e-29,1.5305406359141494e-33
1.0957098456397824e-10,0.13078694116245437,0.46346346346346345,0.0,0.0,0.0,0.0730711262035596,2.216363141128888e-17,3.0563727899699415e-07,1.7277162187792993e-11,2.4644990282631828e-12,8.833746622783119e-09,6.211499688614686e-12,2.0518974337843208e-07,1.0503789888580123e-13,0.0,0.4634634634749127,4.449529650435777e-08,1.241425147904855e-06,1.377653470963131e-06,1.0044314049425078e-06,3.2476305483893148e-09,1.974169068253414e-09,7.038189189681283e-10,1.0025824925917553e-14,5.240488313251363e-13,2.7145165774418866e-18,7.194291511775089e-14,1.7091880475136634e-13,2.850676181593313e-17,1.524753093333376e-08,5.822174239769709e-09,8.28419429517285e-14,4.150360319601231e-12,3.558530218095717e-15,1.0032956744107995e-15,7.980823572999163e-29,2.3062680536184105e-33
1.1598101692202066e-10,0.1307869608596455,0.46346346346346345,0.0,0.0,0.0,0.07307101230683842,2.7808005905281495e-17,3.405139815102184e-07,1.9386649736598046e-11,2.7429969378764025e-12,9.911977581207008e-09,7.32395838943797e-12,2.2813652544197456e-07,1.1716815417258904e-13,0.0,0.4634634634777578,4.950214620135326e-08,1.3091445101643155e-06,1.461290851741332e-06,1.0510392730886192e-06,3.4212015730833446e-09,2.0538097098908652e-09,7.792789636743218e-10,1.1100863034267367e-14,6.158746254614553e-13,3.190201649969456e-18,8.078168553426705e-14,2.013731043378486e-13,3.369089753250576e-17,1.685685803659816e-08,6.505982205415899e-09,9.257268411466183e-14,4.91216827821717e-12,3.763692868988358e-15,1.1890690547226055e-15,1.174193480092838e-28,3.393263220920952e-33
1.2239104928006307e-10,0.1307869807894999,0.46346346346346345,0.0,0.0,0.0,0.07307089840962071,3.44654808290289e-17,3.7706804520201993e-07,2.1620763688469768e-11,3.0344519567702267e-12,1.1052944542458688e-08,8.556950878905558e-12,2.5211054753061063e-07,1.2990513690321965e-13,0.0,0.46346346348101936,5.477782300354598e-08,1.3763476689131885e-06,1.5452359744932138e-06,1.0965069647185983e-06,3.5931795752757953e-09,2.1305623390314755e-09,8.576609054277944e-10,1.2217533777471128e-14,7.172274743125149e-13,3.7152435438357606e-18,9.013802380843348e-14,2.3510381687991625e-13,3.944417456465025e-17,1.852288437665525e-08,7.225797689970597e-09,1.0281588561358306e-13,5.7607068008679e-12,3.9685721235251016e-15,1.3963668452772558e-15,1.691192067189116e-28,4.887479763876603e-33
1.2880108163810548e-10,0.1307870009482882,0.46346346346346345,0.0,0.0,0.0,0.0730707845118727,4.225005460915291e-17,4.152713795809591e-07,2.397997193622885e-11,3.3386034773143168e-12,1.2256612268530123e-08,9.915692792114671e-12,2.770866397332161e-07,1.4324107678917346e-13,0.0,0.46346346348472583,6.032263758840463e-08,1.4430385580859155e-06,1.629484536391518e-06,1.1408625205871759e-06,3.763597875939169e-09,2.204562112304191e-09,9.388585169394508e-10,1.3374323651783503e-14,8.284620968485219e-13,4.2914801197798745e-18,1.0001166084268387e-13,2.7225147275594414e-13,4.579155051347156e-17,2.0242628910992655e-08,7.981331909346288e-09,1.1356743914078338e-13,6.700398405545086e-12,4.173179487221055e-15,1.626348011222723e-15,2.389754434329708e-28,6.906500667611781e-33
1.352111139961479e-10,0.13078702133236186,0.46346346346346345,0.0,0.0,0.0,0.07307067061356066,5.128169499374454e-17,4.5509652949132856e-07,2.646473647820845e-11,3.655197409985108e-12,1.3522922043717896e-08,1.1405272461615028e-11,3.030402534919334e-07,1.571683568245442e-13,0.0,0.46346346348890555,6.613686992673852e-08,1.5092210816367378e-06,1.7140322718853786e-06,1.1841332897489395e-06,3.932489483217607e-09,2.2759386106530493e-09,1.0227705519876074e-09,1.4569790122533198e-14,9.499203229811248e-13,4.92068245720945e-18,1.1040213294758859e-13,3.1295344949375564e-13,5.2757419711501033e-17,2.2013210237298035e-08,8.772298739238398e-09,1.2482327422895555e-13,7.735629122079754e-12,4.3775259079502095e-15,1.880168480832748e-15,3.3191648925409207e-28,9.592794511212678e-33
1.416211463541903e-10,0.13078704193815152,0.46346346346346345,0.0,0.0,0.0,0.0730705567146509,6.168632349554242e-17,4.965166597750961e-07,2.9075513476752993e-11,3.983986026420988e-12,1.4851792658879786e-08,1.3030654075844452e-11,3.2994744619224605e-07,1.7167950976712574e-13,0.0,0.46346346349358714,7.222077033648505e-08,1.5748991137681733e-06,1.798874952388803e-06,1.2263459466603778e-06,4.099887091814665e-09,2.3448160683635967e-09,1.1093005398122716e-09,1.5802558694712688e-14,1.0819316993800948e-12,5.604557993061294e-18,1.213087899994815e-13,3.573440993555592e-13,6.036563597457535e-17,2.3831843702304832e-08,9.598414676478237e-09,1.3657935770129088e-13,8.870748826473022e-12,4.5816217958944635e-15,2.158981186471052e-15,4.538533452838981e-28,1.311723618005723e-32
1.4803117871223273e-10,0.13078706276216504,0.46346346346346345,0.0,0.0,0.0,0.07307044281510974,7.359580005162495e-17,5.395055403095759e-07,3.181275331587123e-11,4.3247278062868835e-12,1.6243121364803757e-08,1.4796680759320356e-11,3.5778486613627647e-07,1.867672147041645e-13,0.0,0.46346346349879913,7.857456050493276e-08,1.6400764991577732e-06,1.8840083859723181e-06,1.2675265078596947e-06,4.265823082556481e-09,2.411313592700011e-09,1.1983565879316507e-09,1.7071320103565483e-14,1.2248140703428763e-12,6.344753531405762e-18,1.3273080333739956e-13,4.0555487180531544e-13,6.863953439487732e-17,2.569583858899385e-08,1.045939880143115e-08,1.488316931364506e-13,1.0110071570459621e-11,4.785477042886693e-15,2.463936107943818e-15,6.118106151565763e-28,1.768289539701193e-32
1.5444121107027514e-10,0.13078708380098583,0.46346346346346345,0.0,0.0,0.0,0.0730703289149035,8.714790791258997e-17,5.840375314139802e-07,3.4676900658063753e-11,4.677187287882661e-12,1.7696784795379307e-08,1.670807757603298e-11,3.8652973789215604e-07,2.0242429370125836e-13,0.0,0.4634634635045706,8.519843448007103e-08,1.7047570531831301e-06,1.9694284170577543e-06,1.307700348232115e-06,4.430329522122681e-09,2.4755453744837987e-09,1.2898511930845037e-09,1.8374827620947917e-14,1.3788741345942338e-12,7.142858128340073e-18,1.4466717339971572e-13,4.577144310371762e-13,7.760195236902303e-17,2.7602595380584227e-08,1.135497274140788e-08,1.6157632034795502e-13,1.1457875906391146e-11,4.989101041154225e-15,2.7961803181609167e-15,8.140669054774379e-28,2.3529096133647994e-32
1.6085124342831755e-10,0.13078710505127072,0.46346346346346345,0.0,0.0,0.0,0.07307021501399852,1.0248633877342886e-16,6.300875696155063e-07,3.76683945003516e-11,5.041134922404305e-12,1.9212639861444143e-08,1.8769454458003554e-11,4.161598480097917e-07,2.1864370853231708e-13,0.0,0.46346346351093015,9.209255963194813e-08,1.7689445621451677e-06,2.0551309261161047e-06,1.3468922168712258e-06,4.593438162936722e-09,2.537620889991676e-09,1.3837010599600687e-09,1.9711894472646076e-14,1.5444079790174104e-12,8.000405857359098e-18,1.5711673712407307e-13,5.139487687696032e-13,8.727524979981794e-17,2.9549603099250956e-08,1.2284860635051195e-08,1.748093148774514e-13,1.2918405207564774e-11,5.192502701493111e-15,3.156858031017712e-15,1.0703046871366688e-27,3.093574959036339e-32
1.7367130814440238e-10,0.13078714817321913,0.46346346346346345,0.0,0.0,0.0,0.0730699872099579,1.3912639175552183e-16,7.266443323782409e-07,4.4035149674726245e-11,5.802605178886949e-12,2.243025902155408e-08,2.336002936584227e-11,4.779896571179703e-07,2.527420724627301e-13,0.0,0.46346346352552975,1.0669210504863283e-07,1.895855446023069e-06,2.2273670784972573e-06,1.422425997800358e-06,4.915587487485952e-09,2.655718587626181e-09,1.5781534200381623e-09,2.2482244356869534e-14,1.911031290927219e-12,9.899707606301947e-18,1.8355001798510633e-13,6.391330182635238e-13,1.0884164828482933e-16,3.3554754822771236e-08,1.4246487189740148e-08,2.0272488378321183e-13,1.6194438183566462e-11,5.598672348177958e-15,3.968076832065868e-15,1.7914650005708452e-27,5.17816509630193e-32
1.8520936638887873e-10,0.13078718767409053,0.46346346346346345,0.0,0.0,0.0,0.07306978218359467,1.797736403078137e-16,8.184970173456206e-07,5.020504432004102e-11,6.525031172026111e-12,2.5537002358176616e-08,2.8048467585585725e-11,5.364521766645266e-07,2.8528593038662187e-13,0.0,0.46346346354097245,1.2075712012635422e-07,2.008426424037409e-06,2.383305090766977e-06,1.4872840659330344e-06,5.201053518584804e-09,2.755640493273802e-09,1.7604600871526712e-09,2.5079568651877097e-14,2.2830032980559868e-12,1.1826730103949817e-17,2.0908032596163307e-13,7.669475492571317e-13,1.308978190338946e-16,3.727358223369649e-08,1.612658758115857e-08,2.294804562088046e-13,1.957024756875984e-11,5.963544781487678e-15,4.806838361643556e-15,2.7568589342962975e-27,7.968807106117975e-32
1.967474246333551e-10,0.13078722781130128,0.46346346346346345,0.0,0.0,0.0,0.07306957715444554,2.2871180145017734e-16,9.149032917192218e-07,5.679411572715061e-11,7.281364423812852e-12,2.884220841154658e-08,3.328956716033984e-11,5.974616546676499e-07,3.195483540879264e-13,0.0,0.46346346355877366,1.3569922821867165e-07,2.119457514880572e-06,2.5400958810895236e-06,1.5493184364238465e-06,5.482470151467809e-09,2.8500828292001806e-09,1.9492770868484375e-09,2.7769657469027696e-14,2.696321968382499e-12,1.3967962115065718e-17,2.362485540964637e-13,9.098126326448962e-13,1.5558511900796183e-16,4.108755239203091e-08,1.8113686196455146e-08,2.577588877176683e-13,2.337570385150476e-11,6.3278152222244635e-15,5.755394081614936e-15,4.129797763244698e-27,1.1937611349569654e-31
2.0828548287783144e-10,0.13078726856780348,0.46346346346346345,0.0,0.0,0.0,0.0730693721223153,2.869906628238934e-16,1.015736067508158e-06,6.380472638681478e-11,8.070462054975011e-12,3.234443735634224e-08,3.9106410527579346e-11,6.60907105679262e-07,3.5549294511933396e-13,0.0,0.46346346357910445,1.5151855728347763e-07,2.2289697777085402e-06,2.6977166891047825e-06,1.60865277020051e-06,5.760011240471098e-09,2.9395373339909784e-09,2.1442494743796465e-09,3.054745362882437e-14,3.152393099337412e-12,1.6330687269326438e-17,2.6504290021432905e-13,1.0683797214132253e-12,1.8301906100281375e-16,4.498489751154547e-08,2.020626064937177e-08,2.875385205820176e-13,2.7634323028831988e-11,6.691520430053976e-15,6.820320720779708e-15,6.040784921259048e-27,1.7461871991315515e-31
2.198235411223078e-10,0.13078730992718737,0.46346346346346345,0.0,0.0,0.0,0.0730691670870092,3.5572094611088617e-16,1.1208732850622244e-06,7.123918353534502e-11,8.891232803119589e-12,3.6042104353009504e-08,4.5521081211539866e-11,7.266824212871632e-07,3.930845367270097e-13,0.0,0.46346346360213686,1.68215022419093e-07,2.3369839836743435e-06,2.8561451097870767e-06,1.6654052949807527e-06,6.033847379386938e-09,3.024459725319063e-09,2.345054382650625e-09,3.3408356987697006e-14,3.6525466612755606e-12,1.892179631581448e-17,2.954503593429323e-13,1.2432797732320626e-12,2.1331149555065946e-16,4.895459074390355e-08,2.2402812375729123e-08,3.187980359806966e-13,3.236927590654271e-11,7.054693378783957e-15,8.008169497285926e-15,8.650385974351914e-27,2.5005800316749887e-31
2.3136159936678415e-10,0.13078735187366838,0.46346346346346345,0.0,0.0,0.0,0.07306896204833284,4.3607407562993714e-16,1.2301976976881966e-06,7.909974009764763e-11,9.742634815288008e-12,3.9933492148589275e-08,5.255470802164191e-11,7.946861546977989e-07,4.322891441548116e-13,0.0,0.463463463628043,1.85788339635146e-07,2.443520619867903e-06,3.0153590882131e-06,1.7196890448095834e-06,6.304145920311008e-09,3.105272323467066e-09,2.551398666157887e-09,3.634819086957443e-14,4.198043715138201e-12,2.1747822964852367e-17,3.2745682804480325e-13,1.4351247310000038e-12,2.465708752616044e-16,5.2986306939301504e-08,2.4701866097378814e-08,3.515164463721283e-13,3.760339347678695e-11,7.417363515639546e-15,9.325467332070533e-15,1.2153714299211281e-26,3.513349474737178e-31
2.428996576112605e-10,0.13078739439205164,0.46346346346346345,0.0,0.0,0.0,0.07306875700609229,5.292819586044165e-16,1.343596665805303e-06,8.738859560999794e-11,1.0623673538133788e-11,4.401676293077151e-08,6.022750727017347e-11,8.648213150015403e-07,4.730739171046858e-13,0.0,0.463463463656996,2.042380388564962e-07,2.5485998932011957e-06,3.1753369144190918e-06,1.7716120888876642e-06,6.571070995659769e-09,3.1823664817526345e-09,2.7630167182619998e-09,3.936317096700893e-14,4.790082816530828e-12,2.4814977068851456e-17,3.61047202570876e-13,1.6445088977151361e-12,2.8290250039002502e-16,5.7070385355696525e-08,2.7101969309009183e-08,3.8567308819247303e-13,4.335917217517337e-11,7.779557005856709e-15,1.0778718111182086e-14,1.678526150997157e-26,4.852290772956023e-31
2.544377158557368e-10,0.13078743746771263,0.46346346346346345,0.0,0.0,0.0,0.07306855196009407,6.366367772702069e-16,1.460961960032477e-06,9.610789712399073e-11,1.1533399699461183e-11,4.828996948784401e-08,6.85588231361542e-11,9.36995170498504e-07,5.154070942169117e-13,0.0,0.4634634636891691,2.2356347621372003e-07,2.6522417342406876e-06,3.3360572183430294e-06,1.8212777503742367e-06,6.834783543000682e-09,3.256104841195859e-09,2.9796684462394767e-09,4.244987649030291e-14,5.429805952278764e-12,2.8129175380833e-17,3.9620547126172463e-13,1.8720102150982142e-12,3.224087473756706e-16,6.11977941869616e-08,2.9601691785964625e-08,4.2124761485280967e-13,4.965877902471959e-11,8.141296963626317e-15,1.2374403994044363e-14,2.2824066726676874e-26,6.5980792421524455e-31
2.6597577410021314e-10,0.13078748108657143,0.46346346346346345,0.0,0.0,0.0,0.07306834691014512,7.59490793440789e-16,1.5821895730680596e-06,1.0525974009188135e-10,1.2470907379777706e-11,5.275106568991028e-08,7.756716620489913e-11,1.0111190609388414e-06,5.592579595393644e-13,0.0,0.46346346372473585,2.437638456354418e-07,2.7544658009864436e-06,3.4974989648518437e-06,1.8687848153223755e-06,7.0954413325155385e-09,3.326823416527596e-09,3.2011373977548775e-09,4.560522347402707e-14,6.118304028295999e-12,3.1696069988211375e-17,4.3291480133548715e-13,2.1181914498000645e-12,3.6518928070518836e-16,6.536009687663175e-08,3.2199625112422355e-08,4.58219990026009e-13,5.6524056668031125e-11,8.502603669663847e-15,1.4118986764317021e-14,3.0599234118174366e-26,8.845865645795235e-31
2.7751383234468947e-10,0.13078752523507095,0.46346346346346345,0.0,0.0,0.0,0.07306814185605297,8.992561657833101e-16,1.7071795397937604e-06,1.1484616923452646e-10,1.3435332168075827e-11,5.739791634116767e-08,8.727025030201821e-11,1.0871082180952144e-06,6.045968008582319e-13,0.0,0.4634634637638704,2.6483818979304596e-07,2.8552914825995323e-06,3.659641448849906e-06,1.914227732386073e-06,7.353198996749148e-09,3.394833530138483e-09,3.4272290238671717e-09,4.8826440028839135e-14,6.856621952863828e-12,3.552107465031339e-17,4.71157620475953e-13,2.383601296213826e-12,4.113412498030972e-16,6.954942009537735e-08,3.489438222818099e-08,4.965704811984503e-13,6.397652829444429e-11,8.86349477637747e-15,1.6018909218683904e-14,4.0495795452397364e-26,1.1706971333771565e-30
2.890518905891658e-10,0.13078756990015503,0.46346346346346345,0.0,0.0,0.0,0.07306793679762558,1.057404780153611e-15,1.8358357652113069e-06,1.248691793926862e-10,1.4425849397878804e-11,6.222830643852386e-08,9.768502770377172e-11,1.1648815942654163e-06,6.513948698023903e-13,0.0,0.46346346380674697,2.867854104334687e-07,2.9547379030785037e-06,3.8224642904665535e-06,1.9576968037401855e-06,7.608208062379933e-09,3.460423606047479e-09,3.657769067739277e-09,5.211104338428231e-14,7.64576334740695e-12,3.960938920588591e-17,5.109156934991033e-13,2.668775402448995e-12,4.609594723570918e-16,7.375842329716734e-08,3.768459699281837e-08,5.362796534688991e-13,7.203740246657539e-11,9.223985501336977e-15,1.8080596589378613e-14,5.296091946278757e-26,1.5310683666717607e-30
3.005899488336421e-10,0.13078761506924796,0.46346346346346345,0.0,0.0,0.0,0.07306773173467146,1.2354680932605097e-15,1.9680658598391854e-06,1.3533071636242095e-10,1.5441672459728702e-11,6.723994986967444e-08,1.0882772280167378e-10,1.2443616983232933e-06,6.996243436378577e-13,0.0,0.46346346385354015,3.0960427813362133e-07,3.0528239248858006e-06,3.985947430320456e-06,1.9992783676327663e-06,7.860616983780163e-09,3.523860834657373e-09,3.892602069393565e-09,5.54568185849739e-14,8.486694913381895e-12,4.396602219885129e-17,5.521701943811429e-13,2.9742373253171888e-12,5.141366049400229e-16,7.798026977368848e-08,4.056892376610014e-08,5.773283635786368e-13,8.07275778504132e-11,9.584088809662725e-15,2.0310457997186717e-14,6.851046905203612e-26,1.9806152021870105e-30
3.1212800707811845e-10,0.13078766073023473,0.46346346346346345,0.0,0.0,0.0,0.07306752666699971,1.435036989948558e-15,2.10378098228661e-06,1.4623267771508777e-10,1.648205118721081e-11,7.243049757619609e-08,1.2071386428051147e-10,1.325474439027898e-06,7.492582886889105e-13,0.0,0.46346346390442444,3.3329344150227934e-07,3.1495681525245785e-06,4.150071124859384e-06,2.039054972888449e-06,8.110571178182898e-09,3.5853927165453545e-09,4.131589979115161e-09,5.886179873477663e-14,9.380350477202567e-12,4.859581183590758e-17,5.949017738668275e-13,3.3004994188086904e-12,5.709633016209339e-16,8.220859914550616e-08,4.3546037003794456e-08,6.196977541608149e-13,9.006764785192569e-11,9.943815585831451e-15,2.271488793203648e-14,8.7735909559788e-26,2.536438531240429e-30
3.236660653225948e-10,0.13078770687144212,0.46346346346346345,0.0,0.0,0.0,0.0730673215944199,1.657761654344994e-15,2.2428956887067217e-06,1.575769136024608e-10,1.754627031344957e-11,7.779754520820877e-08,1.3335831587205406e-10,1.4081489752857167e-06,8.002706253189987e-13,0.0,0.46346346395957483,3.5785143585631496e-07,3.2449889360665424e-06,4.314815941773733e-06,2.0771055456984596e-06,8.358213062274151e-09,3.6452484936004605e-09,4.374610872046887e-09,6.232424668271582e-14,1.0327634735300906e-11,5.350344539046793e-17,6.390906228626542e-13,3.648063660575976e-12,6.315283615700722e-16,8.643750122556516e-08,4.6614630868032355e-08,6.633692481967856e-13,1.0007790516332101e-10,1.0303174795441438e-14,2.5300267758234753e-14,1.1131157065472156e-25,3.21803517607318e-30
3.352041235670711e-10,0.13078775348162044,0.46346346346346345,0.0,0.0,0.0,0.07306711651674229,1.9053514550882584e-15,2.3853277888247817e-06,1.6936522754749466e-10,1.863364799495367e-11,8.333864029753154e-08,1.4677530574800098e-10,1.4923175730546065e-06,8.526360944031547e-13,0.0,0.4634634640191661,3.8327669139854265e-07,3.339104374631465e-06,4.4801627554821155e-06,2.1135055490398384e-06,8.603682090031225e-09,3.7036404757886873e-09,4.621557756546957e-09,6.584263804480241e-14,1.1329426721340386e-11,5.869347716701676e-17,6.847165318417325e-13,4.017422420925335e-12,6.959188664620148e-16,9.066149118947847e-08,4.9773418851352186e-08,7.083245436671612e-13,1.1077834622216788e-10,1.0662173637434574e-14,2.8072967241206518e-14,1.400022643267317e-25,4.047518164269446e-30
3.4674218181154744e-10,0.13078780054992659,0.46346346346346345,0.0,0.0,0.0,0.0730669114337776,2.1795748448183517e-15,2.5309982082366016e-06,1.815993772212474e-10,1.974353439967825e-11,8.905128897607588e-08,1.6097845461578576e-10,1.577915468577862e-06,9.063302252234376e-13,0.0,0.4634634640833734,4.0956754092428034e-07,3.4319323198191365e-06,4.646092742687261e-06,2.1483271350669373e-06,8.847114791635525e-09,3.760765271557199e-09,4.872337469121462e-09,6.941564545934919e-14,1.2386583016887933e-11,6.417034513627201e-17,7.317589464944762e-13,4.409059178673494e-12,7.64220308294228e-16,9.487548598718952e-08,5.302113341358886e-08,7.545456083856484e-13,1.221886755865683e-10,1.1020817687287629e-14,3.103934609267765e-14,1.7467126126882185e-25,5.0498473663423996e-30
3.5828024005602377e-10,0.1307878480659069,0.46346346346346345,0.0,0.0,0.0,0.07306670634533713,2.482259274084443e-15,2.679830856695491e-06,1.9428107520641988e-10,2.087531035640196e-11,9.493296226411148e-08,1.759808025760238e-10,1.6648807376605794e-06,9.61329304724121e-13,0.0,0.46346346415237155,4.3672222708159764e-07,3.5234903790943986e-06,4.8125873780006285e-06,2.1816392907923625e-06,9.088644813306471e-09,3.816804929047301e-09,5.126869649497932e-09,7.304212398411056e-14,1.3499940724616194e-11,6.993838633996901e-17,7.80197019814751e-13,4.823449187769463e-12,8.365167083904101e-16,9.907478193562844e-08,5.635652563085503e-08,8.020146750049378e-13,1.3432831022927018e-10,1.1379111031689384e-14,3.420575553146487e-14,2.162886283666403e-25,6.253070575062283e-30
3.698182983005001e-10,0.13078789601948188,0.46346346346346345,0.0,0.0,0.0,0.07306650125123293,2.8152911198019e-15,2.8317525021276335e-06,2.0741198974792362e-10,2.202838606273325e-11,1.0098110195105293e-07,1.9179483479585707e-10,1.753154170722787e-06,1.0176103480681645e-12,0.0,0.4634634642263355,4.647389092082102e-07,3.613795919125906e-06,4.979628429634284e-06,2.2135079773501246e-06,9.328402957920158e-09,3.871927994509239e-09,5.385085790102405e-09,7.672109755350246e-14,1.4670320221047262e-11,7.600185115340294e-17,8.30009660806396e-13,5.2610600981606325e-12,9.128907283096371e-16,1.0325503343672171e-07,5.977836485594064e-08,8.507142361850837e-13,1.4721638375332661e-10,1.1737056395119217e-14,3.757853985725538e-14,2.6593993039570812e-25,7.688575116326414e-30
3.813563565449764e-10,0.13078794440093058,0.46346346346346345,0.0,0.0,0.0,0.07306629615127753,3.1806156283691105e-15,2.9866926501297883e-06,2.209937454908475e-10,2.3202199849203603e-11,1.0719312609009808e-07,2.0843250604950649e-10,1.842679153378281e-06,1.0751510704396488e-12,0.0,0.46346346430544033,4.936156697666454e-07,3.702866069079227e-06,5.147197955158641e-06,2.2439962631180083e-06,9.566517226287918e-09,3.9262904937897255e-09,5.646928354670341e-09,8.045174642082364e-14,1.5898527704462776e-11,8.236491648668737e-17,8.811755800035396e-13,5.722352534099316e-12,9.934237731290746e-16,1.0741223276821512e-07,6.328543838951052e-08,9.006270399155289e-13,1.6087175053173137e-10,1.2094655258722375e-14,4.116403803485736e-14,3.2483529931415732e-25,9.391350089381925e-30
3.9289441478945275e-10,0.13078799320087625,0.46346346346346345,0.0,0.0,0.0,0.07306609104528414,3.580236873530823e-15,3.144583428710027e-06,2.350279242061811e-10,2.4396216996976427e-11,1.1356643412733753e-07,2.2590526417590464e-10,1.933401552295183e-06,1.1339298600383534e-12,0.0,0.4634634643898605,5.233505203985976e-07,3.7907177238648876e-06,5.315278297324751e-06,2.273164450968491e-06,9.803112858977742e-09,3.980036842449462e-09,5.912349961002733e-09,8.423339551439474e-14,1.718535755277333e-11,8.903169800137294e-17,9.336733319648277e-13,6.207780632916284e-12,1.0781960876063731e-15,1.1154269089635277e-07,6.687655116150939e-08,9.517360849823695e-13,1.7531298977337817e-10,1.2451907971931683e-14,4.496858528645105e-14,3.943188746698874e-25,1.1400259338093086e-29
4.044324730339291e-10,0.13078804241027225,0.46346346346346345,0.0,0.0,0.0,0.07306588593306644,4.016217729051095e-15,3.3053594780394195e-06,2.495160655046322e-10,2.5609928606775304e-11,1.2009841168521758e-07,2.4422407250175787e-10,2.0252696061017354e-06,1.1939257522142669e-12,0.0,0.46346346447977116,5.539414076186504e-07,3.877367547341997e-06,5.483852079949756e-06,2.301070199909382e-06,1.0038312378569129e-08,4.033300689753301e-09,6.181312623160803e-09,8.806550364056133e-14,1.8531594505304485e-11,9.60062614147417e-17,9.874813548964307e-13,6.7177925471174194e-12,1.1672868458320886e-15,1.1564301926111718e-07,7.055052542221472e-08,1.0040246165729095e-12,1.9055840951760823e-10,1.2808813857202972e-14,4.8998514689438514e-14,4.758786187836092e-25,1.3758325259357857e-29
