Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157)
3.8621175493830537e-10,0.13078796488625324,0.46346346346346345,0.0,0.0,0.0,0.07306620984016046,3.3444627641619424e-15,3.0527798520851137e-06,2.2684432675956443e-10,2.3702229134806962e-11,1.0985561113374059e-07,2.1568290884952604e-10,1.8807137003593656e-06,1.0997364676562549e-12,0.0,0.4634634643403078,5.060241136643017e-07,3.7399829672976964e-06,5.217867594664996e-06,2.2564281855829126e-06,9.666258366601244e-09,3.9489749283736505e-09,5.75818824488083e-09,8.203694379479237e-14,1.6432856614215085e-11,8.513315585359981e-17,9.031064065193741e-13,5.923661098552396e-12,1.0285760977277784e-15,1.0915385656859782e-07,6.478646268442191e-08,9.219897315959588e-13,1.6685202053533222e-10,1.2245035079981295e-14,4.273799207185739e-14,3.520058022939143e-25,1.0035557742981989e-29,2.255399964639858e-20,6.9754654557695385e-28
3.980024098527986e-10,0.13078801493630401,0.46346346346346345,0.0,0.0,0.0,0.07306600024116561,3.768614052586055e-15,3.2154081999275175e-06,2.4138585563292683e-10,2.4931137108935682e-11,1.1643877740889339e-07,2.3391015264526137e-10,1.9739339718400703e-06,1.1603416251113707e-12,0.0,0.4634634644289771,5.36787886748894e-07,3.829225602987965e-06,5.389847473909465e-06,2.2856709633326745e-06,9.907402708985354e-09,4.003669134952219e-09,6.030987114840867e-09,8.592370510803245e-14,1.7773973228407673e-11,9.208118810559797e-17,9.573342425683783e-13,6.430508157066171e-12,1.1170999322442087e-15,1.1336184827917192e-07,6.849289790644887e-08,9.74740141150113e-13,1.8196198567062992e-10,1.2609956054891341e-14,4.6724490259601756e-14,4.2796908907588995e-25,1.2201312610984202e-29,2.5418798167389108e-20,8.748926406245961e-28
4.0979306476729186e-10,0.13078806540985455,0.46346346346346345,0.0,0.0,0.0,0.07306579063558515,4.2317076255293635e-15,3.3810201347147093e-06,2.5640213913706413e-10,2.618038444710501e-11,1.2318642453507194e-07,2.530258073328261e-10,2.0683274513027265e-06,1.2222082786052614e-12,0.0,0.46346346452346043,5.684446184159347e-07,3.917220835940196e-06,5.562334695977436e-06,2.3136212178528728e-06,1.0147144878045878e-08,4.057917856636259e-09,6.307469194561367e-09,8.986295114574267e-14,1.917748665943835e-11,9.93524916680241e-17,1.0129203506986084e-12,6.963232509738927e-12,1.2101696278865673e-15,1.175369065437655e-07,7.228532369782585e-08,1.0287145824027878e-12,1.9792010124635277e-10,1.297451421756224e-14,5.094927449725407e-14,5.172447693814254e-25,1.474662321371796e-29,2.8547018518644865e-20,1.0898391756001334e-27
4.215837196817851e-10,0.13078811629773796,0.46346346346346345,0.0,0.0,0.0,0.07306558102322133,4.736036006278219e-15,3.549549606280147e-06,2.7189475616703704e-10,2.7449466090038343e-11,1.3009574961464503e-07,2.730408612069908e-10,2.163842384626459e-06,1.2853150131142783e-12,0.0,0.46346346462394417,6.009920264319793e-07,4.003986096192608e-06,5.73531114657687e-06,2.3403365977599465e-06,1.0385611485927078e-08,4.111848490199752e-09,6.587607197813806e-09,9.385429316630019e-14,2.0644223179522347e-11,1.0695134742923241e-16,1.0698416110090976e-12,7.52230399189647e-12,1.3078681703809776e-15,1.2167584870479977e-07,7.616250954956002e-08,1.0838955499808752e-12,2.1474549106934932e-10,1.3338707437502745e-14,5.5419102704862456e-14,6.216568975285381e-25,1.7723497687385834e-29,3.1954191017270743e-20,1.3488631457155346e-27
4.3337437459627834e-10,0.13078816759111261,0.46346346346346345,0.0,0.0,0.0,0.07306537140387712,5.283955834242295e-15,3.7209330294908375e-06,2.8786524150772594e-10,2.8737902317719207e-11,1.3716394604826313e-07,2.9396582996272864e-10,2.2604293330688413e-06,1.3496410547832178e-12,0.0,0.46346346473061406,6.344277712945506e-07,4.089538570231837e-06,5.908759007142541e-06,2.365872171030402e-06,1.0622926295749964e-08,4.165578684584844e-09,6.871382295975473e-09,9.789746293267254e-14,2.21750036799599e-11,1.1488200839277537e-16,1.1280748709494038e-12,8.108187108737658e-12,1.4102775915025145e-15,1.257757750286238e-07,8.01232430514089e-08,1.1402657959855888e-12,2.324569936566915e-10,1.3702532716114512e-14,6.014073476852226e-14,7.432136489618387e-25,2.1189194080217977e-29,3.5656280911104557e-20,1.65931424554439e-27
4.451650295107716e-10,0.130788219281449,0.46346346346346345,0.0,0.0,0.0,0.07306516177735614,5.877887892069112e-15,3.8951091789514275e-06,3.0431508658576755e-10,3.0045237668261425e-11,1.4438820768324676e-07,3.1581077806017174e-10,2.3580410693561163e-06,1.4151662461010426e-12,0.0,0.46346346484365625,6.687494613392539e-07,4.173895204396106e-06,6.082660750484987e-06,2.390280540901854e-06,1.0859210269568008e-08,4.219217064716626e-09,7.1587834683714385e-09,1.0199230345627144e-13,2.3770645525442796e-11,1.2314870928496329e-16,1.1875969796994503e-12,8.721341474293513e-12,1.5174790474222916e-15,1.298340517839183e-07,8.416632958071806e-08,1.1978083255655647e-12,2.5107316642812937e-10,1.4065986279764457e-14,6.512093432358154e-14,8.841196581892572e-25,2.520657216205445e-29,3.966968855705947e-20,2.029501525861706e-27
4.5695568442526483e-10,0.1307882713605167,0.46346346346346345,0.0,0.0,0.0,0.07306495214346277,6.520317149655279e-15,4.07201908837244e-06,3.212457402093769e-10,3.137103990434048e-11,1.5176573265625682e-07,3.385853391282979e-10,2.4566324784587024e-06,1.4818710221400655e-12,0.0,0.46346346496325613,7.039546575254927e-07,4.25707270823085e-06,6.2569991365053126e-06,2.4136119565577714e-06,1.1094581616375592e-08,4.272863901663665e-09,7.449806900860451e-09,1.0613876042817128e-13,2.543196426551343e-11,1.317556754223007e-16,1.2483848200185802e-12,9.362222220428735e-12,1.6295528917038152e-15,1.3384829520776192e-07,8.829059199989978e-08,1.2565063926129225e-12,2.706122898271154e-10,1.4429063666765536e-14,7.036647053346725e-14,1.0467887994918895e-24,2.984445786021352e-29,4.401124971409834e-20,2.46878576560965e-27
4.687463393397581e-10,0.1307883238203724,0.46346346346346345,0.0,0.0,0.0,0.07306474250200201,7.21379282500287e-15,4.2516059543943145e-06,3.38658609296326e-10,3.2714899025035436e-11,1.5929372694751624e-07,3.6229873545065134e-10,2.5561604628404127e-06,1.549736387811645e-12,0.0,0.46346346508959924,7.400408779183531e-07,4.339087557797453e-06,6.431757207974667e-06,2.4359144188302594e-06,1.1329155840091221e-08,4.3266117331072935e-09,7.74445542910435e-09,1.1033687428696475e-13,2.715977521373947e-11,1.4070713089352993e-16,1.3104153376976581e-12,1.0031280378050212e-11,1.7465787433636872e-15,1.3781635631573128e-07,9.24948703621158e-08,1.3163434955760432e-12,2.9109237137233517e-10,1.4791759808470632e-14,7.588411986198528e-14,1.233857415794088e-24,3.51780204751682e-29,4.8698235950499226e-20,2.9876777612493606e-27
4.805369942542513e-10,0.13078837665334792,0.46346346346346345,0.0,0.0,0.0,0.0730645328527796,7.960928461849478e-15,4.433815044667518e-06,3.565550595903427e-10,3.407642632102166e-11,1.669694076630344e-07,3.8695979657459283e-10,2.6565838519787005e-06,1.6187438960933666e-12,0.0,0.4634634652228704,7.770056018833846e-07,4.41995599893573e-06,6.606918286377081e-06,2.4572337811454826e-06,1.1563045787444127e-08,4.380545937808982e-09,8.042738023206119e-09,1.145867728760279e-13,2.895489490443941e-11,1.500073061072423e-16,1.3736655687665907e-12,1.0728963232538644e-11,1.868635550312276e-15,1.4173630651432896e-07,9.677802162475469e-08,1.3773033733832742e-12,3.125311496415919e-10,1.515406910493436e-14,8.168066783704171e-14,1.4481980012802048e-24,4.128916283502558e-29,5.374835516493389e-20,3.597942738208039e-27
4.923276491687446e-10,0.13078842985203934,0.46346346346346345,0.0,0.0,0.0,0.07306432319560201,8.764402023981067e-15,4.618593609997699e-06,3.749364163661761e-10,3.5455253471144886e-11,1.7479000606046467e-07,4.1257697708375803e-10,2.7578633159621213e-06,1.6888756271846348e-12,0.0,0.4634634653632546,8.148462740102002e-07,4.499694050480849e-06,6.782465967814575e-06,2.477613845926574e-06,1.1796361695699084e-08,4.434745267498987e-09,8.344669310640408e-09,1.1888866464636407e-13,3.081814243608628e-11,1.5966044475234578e-16,1.4381126645835461e-12,1.1455714655274851e-11,1.9958016485059664e-15,1.4560642397595336e-07,1.0113891937032112e-07,1.4393700014720945e-12,3.34946098189805e-10,1.551598549548186e-14,8.776291080383524e-14,1.692933343542923e-24,4.826692455424773e-29,5.917975222074682e-20,4.312711091672688e-27
5.041183040832378e-10,0.13078848340929605,0.46346346346346345,0.0,0.0,0.0,0.07306411353027632,9.626956006118905e-15,4.805890800373577e-06,3.938039651235613e-10,3.685103167849897e-11,1.827527703334068e-07,4.3915837357156787e-10,2.8599612829802294e-06,1.7601141685495541e-12,0.0,0.4634634655109364,8.535603077799717e-07,4.5783175074352885e-06,6.958384118973334e-06,2.4970964566589866e-06,1.2029211240160453e-08,4.489282339349307e-09,8.650269134633754e-09,1.2324283236452397e-13,3.2750340709825034e-11,1.6967081021509186e-16,1.5037339149136853e-12,1.2211975412991242e-11,2.1281548171582158e-15,1.494251807385647e-07,1.055764535343802e-07,1.5025275879186446e-12,3.583544294027991e-10,1.5877502524288405e-14,9.413765766567341e-14,1.9714511312512204e-24,5.620789856733452e-29,6.501100969270407e-20,5.146595666627996e-27
5.15908958997731e-10,0.13078853731821052,0.46346346346346345,0.0,0.0,0.0,0.0730639038566104,1.0551397561254613e-14,4.995657584703768e-06,4.1315895227030785e-10,3.8263430844218706e-11,1.908549681681767e-07,4.667117408518559e-10,2.9628418605298115e-06,1.832442595807893e-12,0.0,0.46346346566609964,8.931450889911132e-07,4.655841944096462e-06,7.134656873149917e-06,2.5157215858136604e-06,1.2261699581402054e-08,4.544224091951304e-09,8.959562145369505e-09,1.2764962728820433e-13,3.475231757089329e-11,1.8004269149302948e-16,1.570506769128222e-12,1.2998183456546863e-11,2.2657723302800907e-15,1.5319123049407074e-07,1.1008953014022497e-07,1.5667605696629376e-12,3.827730982884722e-10,1.623861340137693e-14,1.008117316106679e-13,2.287419033526995e-24,6.521666111346524e-29,7.126114872536512e-20,6.115815789782844e-27
5.276996139122243e-10,0.1307885915721087,0.46346346346346345,0.0,0.0,0.0,0.07306369417441275,1.1540598644291607e-14,5.187846674096689e-06,4.330025857947202e-10,3.969213877728166e-11,1.9909388908633287e-07,4.952445074410251e-10,3.066470760169459e-06,1.9058444544366866e-12,0.0,0.46346346582892844,9.335979789566984e-07,4.732282717140674e-06,7.31126862633637e-06,2.5335274188145066e-06,1.2493929412174687e-08,4.599632207499896e-09,9.272577421588452e-09,1.3210946377491446e-13,3.6824906860153496e-11,1.9078040864322676e-16,1.63840885563785e-12,1.381477419060601e-11,2.408731004790313e-15,1.5690339703119392e-07,1.1467707103995712e-07,1.6320536088253264e-12,4.0821880620686206e-10,1.659931105939026e-14,1.0779197182265903e-13,2.6448002574110477e-24,7.540621535463063e-29,7.794963000211785e-20,7.23832826886479e-27
5.394902688267175e-10,0.13078864616454036,0.46346346346346345,0.0,0.0,0.0,0.07306348448349266,1.259749617183583e-14,5.38241244852495e-06,4.533360359275541e-10,4.1136860438690316e-11,2.074668465855676e-07,5.247637903446091e-10,3.170815225662015e-06,1.9803037422466835e-12,0.0,0.463463465999606,9.749163174864758e-07,4.807654968663941e-06,7.488204033363253e-06,2.55055043422837e-06,1.2726001003947746e-08,4.655563502688486e-09,9.589348120333688e-09,1.366228142916322e-13,3.896894938241847e-11,2.0188831779937754e-16,1.7074179996461049e-12,1.4662180725592758e-11,2.5571072454635587e-15,1.6056066330020113e-07,1.1933801366169126e-07,1.69839158911007e-12,4.3470800454055845e-10,1.6959588206141607e-14,1.1508523517480966e-13,3.047869589980443e-24,8.689844881446666e-29,8.509635482381734e-20,8.533965577676962e-27
5.512809237412108e-10,0.13078870108927027,0.46346346346346345,0.0,0.0,0.0,0.07306327478366002,1.3725092197964375e-14,5.579310886722799e-06,4.741604357936984e-10,4.2597317218480187e-11,2.159711800909213e-07,5.552764091796387e-10,3.2758439643516363e-06,2.0558048925994317e-12,0.0,0.4634634661783155,1.0170974256656868e-06,4.881973629180351e-06,7.665448004099562e-06,2.566825480347753e-06,1.2958012253045738e-08,4.712070290635583e-09,9.909911152752653e-09,1.4119020479571773e-13,4.1185293797764104e-11,2.1337081578989503e-16,1.7775122393319886e-12,1.5540834113194114e-11,2.710977086953757e-15,1.641621610684231e-07,1.2407131076261136e-07,1.765759612292186e-12,4.622568983068478e-10,1.7319437373289762e-14,1.2269839790439924e-13,3.501229931853887e-24,9.982460482915532e-29,9.272166629587235e-20,1.0024581448304325e-26
5.63071578655704e-10,0.13078875634026946,0.46346346346346345,0.0,0.0,0.0,0.07306306507472547,1.4926454105787033e-14,5.778499499171861e-06,4.954768820537713e-10,4.407324624407033e-11,2.2460425672765574e-07,5.867888996627953e-10,3.381527081629146e-06,2.1323327583323212e-12,0.0,0.46346346636523955,1.060138608442262e-06,4.955253420578517e-06,7.842985699708563e-06,2.5823858483288635e-06,1.319005872634449e-08,4.769200715991737e-09,1.0234306884024042e-08,1.4581221045954993e-13,4.347479744156392e-11,2.252323443866981e-16,1.8486698405674195e-12,1.6451163566591046e-11,2.8704162330795648e-15,1.6770716113697815e-07,1.288759301876257e-07,1.8341429947839774e-12,4.908814497129166e-10,1.7678850961543815e-14,1.3063835726743727e-13,4.00982932899251e-24,1.143257682080392e-28,1.0084635062252658e-19,1.1734204094927687e-26
5.748622335701973e-10,0.13078881191170724,0.46346346346346345,0.0,0.0,0.0,0.07306285535650038,1.620471481460307e-14,5.979937264037095e-06,5.172864355358022e-10,4.55643997185419e-11,2.333634729265216e-07,6.193075264929658e-10,3.4878360183460734e-06,2.2098725963603605e-12,0.0,0.46346346656056053,1.1040371570333716e-06,5.027508859036726e-06,8.020802528958601e-06,2.5972633420402115e-06,1.3422233706495802e-08,4.826999065214575e-09,1.0562578855621697e-08,1.5048945171341175e-13,4.583832707855189e-11,2.3747739421217723e-16,1.920869310238237e-12,1.7393596666508768e-11,3.035500093570133e-15,1.7119506409054945e-07,1.3375085463338285e-07,1.9035272642777966e-12,5.20597381655383e-10,1.8037821282310106e-14,1.389120331718002e-13,4.578978509870818e-24,1.305533653059918e-28,1.0949163850699705e-19,1.3689197296853376e-26
5.866528884846905e-10,0.13078886779794294,0.46346346346346345,0.0,0.0,0.0,0.07306264562879673,1.7563073002443644e-14,6.183584565921e-06,5.395901218571764e-10,4.707054428749556e-11,2.422462558715897e-07,6.528382956555048e-10,3.594743491044134e-06,2.288410052924875e-12,0.0,0.4634634667644603,1.1487903511617242e-06,5.098754257897334e-06,8.19888414458795e-06,2.6114883447699127e-06,1.3654628236652589e-08,4.885506053851397e-09,1.0894773528260753e-08,1.552225905830535e-13,4.827675959582439e-11,2.501105083298e-16,1.9940894082562033e-12,1.836855955409724e-11,3.206303818469751e-15,1.74625391553426e-07,1.386950814174273e-07,1.9738981564619564e-12,5.514201811653699e-10,1.839634059604217e-14,1.4752636978768205e-13,5.214368935255604e-24,1.486696787128816e-28,1.186792066560554e-19,1.591842957159191e-26
5.984435433991838e-10,0.13078892399351874,0.46346346346346345,0.0,0.0,0.0,0.07306243589142722,1.9004793343779322e-14,6.389403137310187e-06,5.62388932036999e-10,4.859146043320104e-11,2.5125006480027884e-07,6.873869661742785e-10,3.702223434872952e-06,2.367931149460666e-12,0.0,0.46346346697712043,1.1943954611314738e-06,5.169003730501028e-06,8.377216439722815e-06,2.625089882933195e-06,1.3887331164669831e-08,4.944759092532406e-09,1.1230940043993835e-08,1.60012327300099e-13,5.079098263932863e-11,2.6313628554190844e-16,2.0683091583604364e-12,1.9376477111578523e-11,3.382902330358012e-15,1.77997777926307e-07,1.437076222522859e-07,2.0452416118068247e-12,5.833651028002904e-10,1.87544011477765e-14,1.5648833713422754e-13,5.9220913679886516e-24,1.6884837677176357e-28,1.284311793875567e-19,1.8453451672116844e-26
6.10234198313677e-10,0.13078898049315224,0.46346346346346345,0.0,0.0,0.0,0.0730622261442053,2.0533206762161626e-14,6.597356002593892e-06,5.856838230990422e-10,5.012694189481088e-11,2.603723921647032e-07,7.229590613363847e-10,3.810250949074588e-06,2.4484222690543916e-12,0.0,0.4634634671987218,1.2408497497530845e-06,5.238271192981458e-06,8.55578554434758e-06,2.6380956869152284e-06,1.4120429186759685e-08,5.004792533251855e-09,1.1571130006038076e-08,1.6485939716507326e-13,5.338189519804958e-11,2.765593834165223e-16,2.143507857765697e-12,2.0417773131528993e-11,3.565370354530779e-15,1.813119625795978e-07,1.4878750302428977e-07,2.117543772418246e-12,6.164471719834605e-10,1.9111995199692563e-14,1.6580493264129492e-13,6.708654970322635e-24,1.9127505814171018e-28,1.387701303393508e-19,2.1328682645802873e-26
6.220248532281702e-10,0.13078903729172947,0.46346346346346345,0.0,0.0,0.0,0.07306201638694503,2.2151710697557977e-14,6.80740742453961e-06,6.094757186654259e-10,5.167679511346747e-11,2.696107646629796e-07,7.595598794133195e-10,3.9188022449189305e-06,2.5298701434681914e-12,0.0,0.46346346742944505,1.2881504741259971e-06,5.306570367020829e-06,8.734577821826515e-06,2.650532249178341e-06,1.4354006890581762e-08,5.065637897397608e-09,1.1915397275018765e-08,1.6976456764433264e-13,5.60504081397957e-11,2.9038452106337387e-16,2.219665085723388e-12,2.1492870475600968e-11,3.753782447298984e-15,1.845677824800941e-07,1.539337635769501e-07,2.1907909789557626e-12,6.506811882926217e-10,1.9469115060837887e-14,1.7548318268537235e-13,7.58100693650957e-24,2.1614781162338363e-28,1.497190842779495e-19,2.458160469597818e-26
6.338155081426635e-10,0.1307890943842985,0.46346346346346345,0.0,0.0,0.0,0.07306180661946118,2.386376938813059e-14,7.01952285311601e-06,6.337655095411804e-10,5.324083870118605e-11,2.7896274414867287e-07,7.971945039012789e-10,4.027854595979282e-06,2.612261840703718e-12,0.0,0.4634634676694705,1.3362948872874908e-06,5.373914782566993e-06,8.91357986547602e-06,2.662424879756823e-06,1.4588146797752047e-08,5.127324086881083e-09,1.2263797780412666e-08,1.7472863568355545e-13,5.879744470219432e-11,3.0461648167787875e-16,2.2967607110864744e-12,2.2602191223429028e-11,3.948213022540488e-15,1.8776516522907106e-07,1.5914545749871426e-07,2.264969767613224e-12,6.860817286984056e-10,1.9825753114605842e-14,1.8553014409874453e-13,8.546552668488143e-24,2.4367779147181618e-28,1.6130151900526038e-19,2.8252967090529475e-26
6.5739681797165e-10,0.13078920943237665,0.46346346346346345,0.0,0.0,0.0,0.07306138705308529,2.7582743803065118e-14,7.449813179929111e-06,6.838421797780102e-10,5.6410829311764375e-11,2.979979516731086e-07,8.755844893711659e-10,4.247376592083204e-06,2.7798265870568876e-12,0.0,0.46346346817814627,1.4351037805394376e-06,5.505792515242541e-06,9.27216075421719e-06,2.684673983523045e-06,1.505843322772255e-08,5.253322574502437e-09,1.2973231561130491e-08,1.8483678535242765e-13,6.453084605214621e-11,3.3432033830249584e-16,2.453688114069281e-12,2.4925188147895873e-11,4.355426707998824e-15,1.9398474471678776e-07,1.6976142729413126e-07,2.416069196181034e-12,7.604395956143977e-10,2.0537553847403834e-14,2.0675858943015312e-13,1.0789264388770723e-23,3.07622976401785e-28,1.8646301956060653e-19,3.7031658270506456e-26
6.786199968177378e-10,0.1307893139345169,0.46346346346346345,0.0,0.0,0.0,0.07306100940653812,3.1285909705561816e-14,7.843809394864462e-06,7.306222697501791e-10,5.931076393080565e-11,3.1549446044493927e-07,9.49718030672512e-10,4.446452123615906e-06,2.9337394727277176e-12,0.0,0.4634634686695663,1.5268896106969613e-06,5.621349101289754e-06,9.59547104832065e-06,2.703069452990203e-06,1.5484400774209713e-08,5.36983974674405e-09,1.3626455187297613e-08,1.9414406434882608e-13,6.996898830135397e-11,3.6249451901268075e-16,2.597936284345675e-12,2.7137152471078425e-11,4.7432466869632615e-15,1.9938341633646225e-07,1.7953036198524562e-07,2.5551135239218977e-12,8.314929783747904e-10,2.1176452672226882e-14,2.2719665255380124e-13,1.3210845722502225e-23,3.76668424426716e-28,2.1151975223289376e-19,4.684699219755209e-26
6.998431756638257e-10,0.13078941931892457,0.46346346346346345,0.0,0.0,0.0,0.07306063172401689,3.5349154673578814e-14,8.244004980354205e-06,7.790279543169012e-10,6.225435918424865e-11,3.3332281773128984e-07,1.0272713353141152e-09,4.646841387051292e-06,3.0905233852156575e-12,0.0,0.46346346919390646,1.6213662349417824e-06,5.734014203512072e-06,9.91926264222814e-06,2.72004751736045e-06,1.5913383171298502e-08,5.48943014256991e-09,1.4294017752445446e-08,2.036556689823179e-13,7.567651426702089e-11,3.9206434949407072e-16,2.7449256276972898e-12,2.946654297403929e-11,5.151719803329475e-15,2.0459511178052365e-07,1.894971888525131e-07,2.696975418800374e-12,9.065427579785883e-10,2.1813677795828625e-14,2.489406338986315e-13,1.6072738961405145e-23,4.582685557651294e-28,2.3901501754215762e-19,5.882472639284188e-26
7.210663545099135e-10,0.13078952556182213,0.46346346346346345,0.0,0.0,0.0,0.07306025400446559,3.979513965133721e-14,8.650235394587146e-06,8.29063315872558e-10,6.524093511093568e-11,3.5147015705396563e-07,1.1082674760267602e-09,4.848444467944963e-06,3.2501136019423314e-12,0.0,0.4634634697522014,1.7185176609968983e-06,5.843860140253741e-06,1.0243465228889592e-05,2.7357194861003824e-06,1.6345792360116166e-08,5.61219024916411e-09,1.4976300049721004e-08,2.1337702524670984e-13,8.16593065496307e-11,4.230603068515883e-16,2.8945498905772524e-12,3.19158095377992e-11,5.581277845235352e-15,2.0962190167942186e-07,1.9965685891556012e-07,2.841583053066769e-12,9.856663075638709e-10,2.2449190291373688e-14,2.720329786156807e-13,1.9437565462667746e-23,5.542089441176484e-28,2.6910240468126425e-19,7.335104812853791e-26
7.422895333560014e-10,0.13078963264064328,0.46346346346346345,0.0,0.0,0.0,0.07305987624683534,4.464725400807451e-14,9.062345183019743e-06,8.807321359292069e-10,6.826990430571711e-11,3.6992401908950564e-07,1.1927279431570413e-09,5.051169340610921e-06,3.412448101166036e-12,0.0,0.4634634703454799,1.818327947108211e-06,5.950957421072732e-06,1.0568010658453167e-05,2.75018789711498e-06,1.678202177027434e-08,5.7382012639035035e-09,1.5673693715441022e-08,2.2331371365605938e-13,8.792340451443675e-11,4.555136803706178e-16,3.046706177381406e-12,3.4487402986406594e-11,6.03235273651135e-15,2.144663741459948e-07,2.1000445190980764e-07,2.9888664300671177e-12,1.0689389054356272e-09,2.308295347229019e-14,2.9651656185140883e-13,2.337456465274006e-23,6.664638744794058e-28,3.0194044282363827e-19,9.086614522437439e-26
7.635127122020893e-10,0.1307897405340349,0.46346346346346345,0.0,0.0,0.0,0.0730594984500838,4.99296230731873e-14,9.480187329121611e-06,9.340379047325792e-10,7.134076510155262e-11,3.886723539693471e-07,1.2806727731998492e-09,5.254931244555786e-06,3.577467400448122e-12,0.0,0.4634634709747664,1.9207812164600566e-06,6.055374792003979e-06,1.0892832881407363e-05,2.7635472124342014e-06,1.7222447016841676e-08,5.867531106258414e-09,1.6386599444016065e-08,2.3347144381123236e-13,9.447500834622228e-11,4.894565925258648e-16,3.201294970021024e-12,3.718377672752213e-11,6.5053768288405525e-15,2.1913155712962247e-07,2.205351728994065e-07,3.1387573360585662e-12,1.1564337885600597e-09,2.371493309535364e-14,3.224347121722488e-13,2.7960074441371946e-23,7.9721004237897315e-28,3.376926521649394e-19,1.1186981323024985e-25
7.847358910481771e-10,0.13078984922171558,0.46346346346346345,0.0,0.0,0.0,0.07305912061317561,5.566711606728644e-14,9.903622655582559e-06,9.889838306089972e-10,7.445309526409378e-11,4.0770352153642156e-07,1.3721206670395972e-09,5.459652110939805e-06,3.745114406845251e-12,0.0,0.4634634716410796,2.025861669201696e-06,6.157179279674346e-06,1.1217867893206043e-05,2.775884458008217e-06,1.7667426575116557e-08,6.0002361667829205e-09,1.7115425439000965e-08,2.438560323307176e-13,1.0132048241382303e-10,5.249220164139402e-16,3.3582201305789332e-12,4.0007388231759455e-11,7.0007831651524075e-15,2.236208489742306e-07,2.312443489970195e-07,3.2911892935447595e-12,1.2482222046369778e-09,2.4345097519634913e-14,3.4983123386226034e-13,3.327803346397019e-23,9.488408755908102e-28,3.765275976539713e-19,1.3692747043632576e-25
8.05959069894265e-10,0.130789958684439,0.46346346346346345,0.0,0.0,0.0,0.073058742735082,6.1885354401672e-14,1.0332519271146763e-05,1.0455728490560482e-09,7.760654614859271e-11,4.270062898451356e-07,1.4670890988944016e-09,5.665260034227769e-06,3.915334277723439e-12,0.0,0.46346347234543345,2.133553592389171e-06,6.2564362343226305e-06,1.154305368030491e-05,2.7872798130126546e-06,1.8117302433853806e-08,6.1363628295652724e-09,1.7860586067516272e-08,2.5447338367904733e-13,1.084663580412235e-10,5.619437901113158e-16,3.517388889348789e-12,4.2960700371458175e-11,7.519005717936974e-15,2.2793795629241895e-07,2.4212742618309913e-07,3.446097516026882e-12,1.344373462823397e-09,2.4973417825950258e-14,3.787504281272679e-13,3.942050527880913e-23,1.1239814819275668e-27,4.1861894522622666e-19,1.6667658929680589e-25
8.271822487403528e-10,0.1307900689039084,0.46346346346346345,0.0,0.0,0.0,0.07305836481478085,6.86107203374074e-14,1.0766752060961682e-05,1.1038076315769995e-09,8.080083729902336e-11,4.465698320662657e-07,1.5655944163994284e-09,5.871688786898833e-06,4.088074291719051e-12,0.0,0.4634634730888363,2.243841368005197e-06,6.353209371724458e-06,1.1868330167607417e-05,2.7978071510427395e-06,1.8572400726647064e-08,6.2759487882566985e-09,1.8622500699897422e-08,2.6532947363425866e-13,1.1591933573913504e-10,6.005566282369035e-16,3.678711819685308e-12,4.604618262986339e-11,8.060479604416286e-15,2.320868387274533e-07,2.531799662226827e-07,3.6034188641420635e-12,1.4449549831141403e-09,2.5599867901680057e-14,4.09237113163393e-13,4.6488225517309907e-23,1.3255042515886397e-27,4.641455204803571e-19,2.018335698563019e-25
8.484054275864407e-10,0.13079017986272143,0.46346346346346345,0.0,0.0,0.0,0.07305798685125652,7.587036597793292e-14,1.1206202215926838e-05,1.1636905942699403e-09,8.40357514437169e-11,4.6638372206947653e-07,1.6676519327576895e-09,6.078877372695184e-06,4.2632837288168946e-12,0.0,0.46346347387229164,2.3567094793450478e-06,6.44756081406799e-06,1.2193639167258214e-05,2.807534538243789e-06,1.9033032341997268e-08,6.4190241902574086e-09,1.9401592703428718e-08,2.764303349506998e-13,1.2368628698913258e-10,6.4079613119632e-16,3.842102801931066e-12,4.92663122002875e-11,8.62564128209221e-15,2.3607165976873818e-07,2.643976436730548e-07,3.7630918030943806e-12,1.5500323444433028e-09,2.622442449618391e-14,4.4133664310292357e-13,5.459117232439857e-23,1.5565451236715074e-27,5.132913696207531e-19,2.4320106947419423e-25
