Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182)
6.529161093867468e-10,0.13078918748467608,0.46346346346346345,0.0,0.0,0.0,0.07306146677858977,2.6844873788131255e-14,7.367440194232899e-06,6.741732318261985e-10,5.580423887883976e-11,2.943476993335578e-07,8.603680759508464e-10,4.205525111499116e-06,2.7477053528659687e-12,0.0,0.46346346807850713,1.4160711716502695e-06,5.481019196538489e-06,9.203970727492063e-06,2.6805978583026426e-06,1.4968846713414854e-08,5.229105594026462e-09,1.2837119074434644e-08,1.8289742631621759e-13,6.341662472530241e-11,3.2854773031875498e-16,2.4235946754622034e-12,2.447297266727975e-11,4.2761486250109345e-15,1.928209039297852e-07,1.6772476297108512e-07,2.3870808229712043e-12,7.459420469336874e-10,2.0402457230674203e-14,2.0260662774384637e-13,1.0328875064324314e-23,2.9449611051832446e-28,1.814706181862776e-19,3.5062622678065494e-26,4.718153637994671e-31,3.51571792206082e-31,1.399394549237195e-28
6.651633446019411e-10,0.1307892475705466,0.46346346346346345,0.0,0.0,0.0,0.07306124885914023,2.88975280592522e-14,7.593264300033677e-06,7.007728207776313e-10,5.7466934965683266e-11,3.0436139121091493e-07,9.02318110641169e-10,4.3200683071905365e-06,2.8358130240776455e-12,0.0,0.46346346835422564,1.4683792077272147e-06,5.5484200282529295e-06,9.390414326681349e-06,2.6915775881364115e-06,1.5213991188443602e-08,5.295611797301317e-09,1.3210635802354736e-08,1.8821937261615693e-13,6.649002264377355e-11,3.4447053004446134e-16,2.506150214013857e-12,2.5721178200574187e-11,4.494978905770161e-15,1.9598216231445e-07,1.7331304198726076e-07,2.466620345257295e-12,7.859825982251036e-10,2.0771547624610253e-14,2.1408896579402215e-13,1.1628042852623412e-23,3.3153863266010206e-28,1.9535901351542478e-19,4.0230560653911976e-26,5.413605716459433e-31,4.033918897504438e-31,1.6364609841910432e-28
6.896578150323297e-10,0.13078936863460652,0.46346346346346345,0.0,0.0,0.0,0.0730608129847702,3.335278168769019e-14,8.051181327125166e-06,7.555941150693624e-10,6.08362746460084e-11,3.2472609863003973e-07,9.896239236387067e-10,4.550513754320054e-06,3.0149260032408485e-12,0.0,0.4634634689380928,1.5756905196027434e-06,5.6803005619466486e-06,9.76381403944159e-06,2.712069109594663e-06,1.5707104565917105e-08,5.4316467615649744e-09,1.3971829894463501e-08,1.9906505018027903e-13,7.290338972468272e-11,3.7769720815406086e-16,2.674047676759839e-12,2.8333819817222303e-11,4.953081908673881e-15,2.021171458033261e-07,1.8468956662101476e-07,2.628546465864132e-12,8.700214202720561e-10,2.1508074135820777e-14,2.3833968085704785e-13,1.4640503870837773e-23,4.174316841807384e-28,2.255056545017053e-19,5.256044618481802e-26,7.0728621742884245e-31,5.2702700234820555e-31,2.2184987061316036e-28
7.117028384196795e-10,0.13078947858386064,0.46346346346346345,0.0,0.0,0.0,0.07306042065628669,3.778494054632762e-14,8.470275640076431e-06,8.067869283111799e-10,6.391802024155099e-11,3.4342516656315386e-07,1.0721067430957976e-09,4.7593550428468185e-06,3.179361623296163e-12,0.0,0.4634634695016341,1.675326438496207e-06,5.795739855264739e-06,1.0100383095817466e-05,2.728959383374036e-06,1.6154568453425312e-08,5.5576331933783304e-09,1.4673442479416001e-08,2.090618200898642e-13,7.898542576791924e-11,4.0920732642745075e-16,2.8282185918297802e-12,3.0820276381820083e-11,5.389133075896203e-15,2.0742675369006752e-07,1.951510305941603e-07,2.777449244725264e-12,9.502505120779475e-10,2.2169020218884416e-14,2.6167585004084293e-13,1.7886749216817294e-23,5.099908572669746e-28,2.5549848933346077e-19,6.631077178405016e-26,8.923293648895284e-31,6.649059381693111e-31,2.8902601991435646e-28
7.337478618070293e-10,0.13078958944560964,0.46346346346346345,0.0,0.0,0.0,0.07306002828721639,4.264406557533465e-14,8.895786393560619e-06,8.597403944392589e-10,6.704577442259794e-11,3.6246083556288557e-07,1.1583173479376166e-09,4.969449546400453e-06,3.346787375646828e-12,0.0,0.4634634701024316,1.7778387084353882e-06,5.908180153927141e-06,1.0437354234873044e-05,2.7445033225405664e-06,1.6605969159822197e-08,5.6870902821393844e-09,1.5391171797914404e-08,2.1928824835725148e-13,8.536808083665075e-11,4.4227492135700133e-16,2.985169981414389e-12,3.343755031442132e-11,5.848194144287206e-15,2.1253835975111152e-07,2.0581757971132012e-07,2.9292721020379506e-12,1.034920634438305e-09,2.2828096044855803e-14,2.8649262699504294e-13,2.1716516648456886e-23,6.191881588448946e-28,2.8838304318161493e-19,8.305188174439924e-26,1.1176232835794343e-30,8.327751712759048e-31,3.7343678334084295e-28
7.55792885194379e-10,0.13078970119538763,0.46346346346346345,0.0,0.0,0.0,0.0730596358763881,4.795684578694519e-14,9.327544906626827e-06,9.144585615962203e-10,7.02189352011112e-11,3.8181940750607665e-07,1.2482788663957144e-09,5.180698907414524e-06,3.5171354146544394e-12,0.0,0.46346347074163546,1.8832095037243882e-06,6.017699331749663e-06,1.0774652447042135e-05,2.75881053254703e-06,1.70617359845104e-08,5.820100221290019e-09,1.612546281688666e-08,2.2975067542650076e-13,9.205822724740186e-11,4.769355976573198e-16,3.144788716623039e-12,3.618838982058925e-11,6.33074942894147e-15,2.1745515798966887e-07,2.1668378131167865e-07,3.0839377516720872e-12,1.1241148246285234e-09,2.3485262063798123e-14,3.1283835409469985e-13,2.621194162202558e-23,7.4736559249695565e-28,3.2434021146299926e-19,1.0331130183160552e-25,1.390268165303628e-30,1.0359246284912977e-30,4.787595111580518e-28
7.778379085817288e-10,0.1307898138099867,0.46346346346346345,0.0,0.0,0.0,0.07305924342263845,5.3750832427849106e-14,9.765391901075486e-06,9.709451453790316e-10,7.343699597609061e-11,4.014876612193103e-07,1.3420128172231985e-09,5.3930128233762845e-06,3.690340745691641e-12,0.0,0.4634634714203901,1.9914210827733975e-06,6.124373240371114e-06,1.1112205129172672e-05,2.7719816665678328e-06,1.752227796005047e-08,5.956730976705454e-09,1.6876769958929188e-08,2.4045557649774206e-13,9.906292690509946e-11,5.132259422818148e-16,3.306965603199543e-12,3.907554715125728e-11,6.837283927788367e-15,2.221808055754333e-07,2.2774434634283147e-07,3.241370950453058e-12,1.2179137798905374e-09,2.4140481682884114e-14,3.407619171761524e-13,3.146377032411419e-23,8.971106936979701e-28,3.6355673692595646e-19,1.276894535343409e-25,1.7183454518441702e-30,1.2803752374748725e-30,6.093083134492357e-28
7.998829319690786e-10,0.13078992726746275,0.46346346346346345,0.0,0.0,0.0,0.07305885092481192,6.005444884210755e-14,1.020917681130619e-05,1.029203539952837e-09,7.669953825206267e-11,4.2145285147113743e-07,1.4395392457622114e-09,5.606308386892743e-06,3.866341051885741e-12,0.0,0.4634634721398336,2.102455801081548e-06,6.228275761791504e-06,1.1449942018606105e-05,2.784109161610561e-06,1.7987984652284224e-08,6.0970382319124755e-09,1.7645555381640143e-08,2.5140953701139694e-13,1.0638943492683026e-10,5.511835431985292e-16,3.4715953737813792e-12,4.210178028649416e-11,7.368283621352855e-15,2.2671934432646265e-07,2.3899412546784396e-07,3.4014984427803304e-12,1.3163959194055274e-09,2.4793721429479126e-14,3.7031277170579406e-13,3.75719830044713e-23,1.0712743044967639e-27,4.0622527647401044e-19,1.5686714403984197e-25,2.1110186753543067e-30,1.5729540380377687e-30,7.701202534015868e-28
8.219279553564284e-10,0.13079004154698196,0.46346346346346345,0.0,0.0,0.0,0.0730584583817607,6.689700079179449e-14,1.0658757149604858e-05,1.0892368288409216e-09,8.000622492152235e-11,4.4170270591727036e-07,1.5408768487207592e-09,5.8205094806224245e-06,4.045076533785985e-12,0.0,0.46346347290109796,2.216296121759437e-06,6.329478859526528e-06,1.1787795129037953e-05,2.7952779133234027e-06,1.8459226932851026e-08,6.241067069874284e-09,1.84322874933574e-08,2.6261923150063104e-13,1.1404520257688844e-10,5.908470045976286e-16,3.638576663190297e-12,4.5269854454094105e-11,7.924235743024225e-15,2.3107513098313777e-07,2.5042810529578804e-07,3.5642489070026736e-12,1.4196374445688509e-09,2.5444951069149703e-14,4.01540967510279e-13,4.4646445935014354e-23,1.2729891645255489e-27,4.525444710990656e-19,1.9161359704886574e-25,2.5786415824336145e-30,1.9213747172272005e-30,9.670503820858832e-28
8.439729787437781e-10,0.13079015662878327,0.46346346346346345,0.0,0.0,0.0,0.07305806579234468,7.430868720052697e-14,1.1113997921420867e-05,1.1510477954064806e-09,8.335679405483176e-11,4.622254203079187e-07,1.6460430887784744e-09,6.035546221627384e-06,4.226489760708132e-12,0.0,0.4634634737053093,2.3329246239216784e-06,6.428052628443804e-06,1.2125698688072604e-05,2.8055658955816206e-06,1.893635772508512e-08,6.388853428740089e-09,1.9237439671621526e-08,2.7409140533212886e-13,1.220378796125252e-10,6.322559590455443e-16,3.807811969315423e-12,4.858254350441721e-11,8.505629023661127e-15,2.3525277528927853e-07,2.620414047274467e-07,3.729552903433022e-12,1.5277123976549095e-09,2.6094143683616294e-14,4.3449717211813824e-13,5.2807592191998986e-23,1.5056893239523464e-27,5.027190186876727e-19,2.327950358696993e-25,3.1328736961254882e-30,2.33432368290438e-30,1.2068760236278526e-27
8.660180021311279e-10,0.1307902724940873,0.46346346346346345,0.0,0.0,0.0,0.07305767315543117,8.232061130698193e-14,1.1574771088200579e-05,1.2146389330264086e-09,8.67510531745337e-11,4.830096521368828e-07,1.7550542995234058e-09,6.251354452692904e-06,4.410525533208901e-12,0.0,0.4634634745535876,2.452324009130755e-06,6.524065343281846e-06,1.2463589076468702e-05,2.8150447275925833e-06,1.941971272307045e-08,6.540425352503464e-09,2.006148916547086e-08,2.8583285906609695e-13,1.3037531609650184e-10,6.754510768765746e-16,3.9792076010797496e-12,5.204263115291992e-11,9.112953912619504e-15,2.392570853940445e-07,2.738292714140474e-07,3.897342823970302e-12,1.6406927188792457e-09,2.6741275713939613e-14,4.692326926684944e-13,6.218713259194071e-23,1.7731304163325317e-27,5.569597496129497e-19,2.8138385278053207e-25,3.7868037737571745e-30,2.8215520166782918e-30,1.4974110849891901e-27
8.880630255184777e-10,0.13079038912503785,0.46346346346346345,0.0,0.0,0.0,0.0730572804698951,9.096479219510847e-14,1.2040955072682424e-05,1.2800124549706008e-09,9.018887396257099e-11,5.040445130267576e-07,1.867925781766401e-09,6.4678752755202296e-06,4.597130755526533e-12,0.0,0.4634634754470468,2.5744771062050614e-06,6.617583505908373e-06,1.2801404768999666e-05,2.823780194210549e-06,1.9909611084686175e-08,6.695804072201208e-09,2.090491614947872e-08,2.9785043497826e-13,1.3906556377120258e-10,7.20474073312862e-16,4.152673615922338e-12,5.56529121106891e-11,9.74670277880251e-15,2.430930196477666e-07,2.857870783215163e-07,4.067552843222081e-12,1.7586483019346038e-09,2.73863269746916e-14,5.057994964129897e-13,7.292879725365614e-23,2.079410804825782e-27,6.154837048862526e-19,3.384683836916283e-25,4.5550814171389645e-30,3.393973497053939e-30,1.8476309666070995e-27
9.101080489058275e-10,0.13079050650463703,0.46346346346346345,0.0,0.0,0.0,0.07305688773461862,1.0027417667485674e-13,1.2512434302907324e-05,1.347170303995014e-09,9.367018736347882e-11,5.253195600725523e-07,1.9846718920025334e-09,6.685054622042948e-06,4.786254317133719e-12,0.0,0.46346347638679447,2.6993668746252173e-06,6.708671891352834e-06,1.3139086276882203e-05,2.8318327236507817e-06,2.0406356099174236e-08,6.855004943200044e-09,2.1768202906514885e-08,3.10151005415823e-13,1.4811687706230586e-10,7.673677136649316e-16,4.3281237486362995e-12,5.941619311745541e-11,1.0407370094296979e-14,2.4676564410345523e-07,2.979103203952689e-07,4.240118871059124e-12,1.881647048049361e-09,2.8029280641694134e-14,5.442502298127283e-13,8.51891086321727e-23,2.4289936258913792e-27,6.785142166910268e-19,4.0526331435692463e-25,5.454057188857935e-30,4.063768956040815e-30,2.2678087786513696e-27
9.321530722931773e-10,0.13079062461669055,0.46346346346346345,0.0,0.0,0.0,0.07305649494849127,1.1028265148727573e-13,1.2989098791635224e-05,1.4161141616569682e-09,9.719497905028352e-11,5.468247863281883e-07,2.105306123698923e-09,6.902842860560117e-06,4.9778469826473055e-12,0.0,0.4634634773739323,2.8269764067349357e-06,6.7973935926489255e-06,1.3476576091725357e-05,2.8392578262996982e-06,2.091023582990258e-08,7.01803825852181e-09,2.265183312125823e-08,3.227414627314282e-13,1.5753771376500175e-10,8.161758168875013e-16,4.505475333095886e-12,6.33352938885189e-11,1.109545260268142e-14,2.502800951291237e-07,3.101946113210464e-07,4.4149785065352565e-12,2.009754918616055e-09,2.86701232190937e-14,5.84638236250694e-13,9.913818681764214e-23,2.8267297530949222e-27,7.462809911213704e-19,4.83120743163905e-25,6.501931571967924e-30,4.844497220224916e-30,2.7696635606343146e-27
9.54198095680527e-10,0.13079074344575445,0.46346346346346345,0.0,0.0,0.0,0.07305610211040975,1.2102505581143372e-13,1.3470843748625738e-05,1.4868454573587661e-09,1.007632852279374e-10,5.685506105757905e-07,2.2298411819305466e-09,7.121194434146053e-06,5.1718612895147855e-12,0.0,0.46346347840955576,2.957288928884932e-06,6.8838100645128185e-06,1.3813818630965907e-05,2.84610649746157e-06,2.142152373287752e-08,7.184909952322981e-09,2.3556291271741867e-08,3.356287106138857e-13,1.6733673545021365e-10,8.669432576846363e-16,4.684649218026731e-12,6.741304798367876e-11,1.181144947344265e-14,2.5364154667577515e-07,3.226356803785898e-07,4.5920709931269955e-12,2.143035986424255e-09,2.930884448896323e-14,6.270175723723313e-13,1.149605880493499e-22,3.2778817081166294e-27,8.190201929723304e-19,5.735419286098196e-25,7.718913151858617e-30,5.751212918187283e-30,3.366521264536927e-27
9.762431190678768e-10,0.13079086297708648,0.46346346346346345,0.0,0.0,0.0,0.07305570921927791,1.3253719404980398e-13,1.3957569223262694e-05,1.5593653771263893e-09,1.043751887491846e-10,5.904878665112234e-07,2.358289051880916e-09,7.340067528820539e-06,5.368251452901737e-12,0.0,0.46346347949475414,3.090287801662688e-06,6.967981165885483e-06,1.415076018475248e-05,2.8524255868555167e-06,2.1940479251633776e-08,7.355622207120165e-09,2.448206210669033e-08,3.488196566411596e-13,1.77522807626831e-10,9.197159673505953e-16,4.865569677921667e-12,7.165230360601157e-11,1.2555862443866006e-14,2.5685518175566485e-07,3.3522936938480707e-07,4.7713371752486644e-12,2.2815524855350684e-09,2.99454374434013e-14,6.714430230740642e-13,1.3285617735715146e-22,3.788148544968208e-27,8.969745324234474e-19,6.7818974933013905e-25,9.127386395841877e-30,6.800591433723534e-30,4.0734892769917225e-27
9.982881424552266e-10,0.13079098319660112,0.46346346346346345,0.0,0.0,0.0,0.07305531627400659,1.448558488682938e-13,1.4449179775042634e-05,1.6336748721302756e-09,1.0803081551829407e-10,6.126277914742121e-07,2.4906610617159923e-09,7.559423769004445e-06,5.566973277212975e-12,0.0,0.4634634806306108,3.225956519346031e-06,7.049965201368701e-06,1.448734886423958e-05,2.858258137630372e-06,2.2467348389163458e-08,7.530173978008862e-09,2.542963019672288e-08,3.6232120588582506e-13,1.8810499969500498e-10,9.745409335282051e-16,5.048164320172486e-12,7.605592433816842e-11,1.3329195949801144e-14,2.5992616769585397e-07,3.47971629723042e-07,4.952719455991296e-12,2.4253648598357527e-09,3.0579898203954e-14,7.179701151607727e-13,1.5304103624622925e-22,4.36369173355626e-27,9.803933534538654e-19,7.989019052051721e-25,1.0752089414895041e-29,8.011061290938252e-30,4.9076452882360604e-27
9.999999999999999e-10,0.13079110409082792,0.46346346346346345,0.0,0.0,0.0,0.07305528575841379,1.4584726044321461e-13,1.4487556433134544e-05,1.6395201124102583e-09,1.0831651911997994e-10,6.143552532115296e-07,2.501104623494363e-09,7.576476567818966e-06,5.582500894221636e-12,0.0,0.46346348072096416,3.2366028082669163e-06,7.056241636109537e-06,1.451346968521634e-05,2.8586918620823775e-06,2.2508599202512615e-08,7.543888966433342e-09,2.550413755909007e-08,3.633828348367862e-13,1.8894357796868042e-10,9.788854993801587e-16,5.062411328274848e-12,7.640483836460554e-11,1.3390472207629114e-14,2.601588186792669e-07,3.489672032745059e-07,4.966891201399051e-12,2.436755590892607e-09,3.062907659322114e-14,7.216726349562513e-13,1.5471087317759176e-22,4.4113048610584754e-27,9.871070738019523e-19,8.090050978796406e-25,1.088807222538972e-29,8.112373577049828e-30,4.978284053292317e-27
1.0203331658425764e-09,0.13079110409082792,0.46346346346346345,0.0,0.0,0.0,0.07305492327351366,1.580187944668772e-13,1.4945584169554865e-05,1.7097746669554616e-09,1.1173033115906365e-10,6.349620148411505e-07,2.6269679403174066e-09,7.779227937895014e-06,5.767984073704125e-12,0.0,0.46346348181820307,3.3642787087084672e-06,7.129818961585197e-06,1.4823534551251359e-05,2.863643697542854e-06,2.3002364257590075e-08,7.708561445948352e-09,2.6399479548558784e-08,3.7614025541821865e-13,1.990925847223937e-10,1.0314661990500005e-15,5.232363989392362e-12,8.062678982323414e-11,1.4131957246574734e-14,2.6285963475612996e-07,3.6085851945510524e-07,5.136161756037172e-12,2.5745318103136704e-09,3.121222593199165e-14,7.666551296983002e-13,1.757484063357172e-22,5.011162068557008e-27,1.0695327238258332e-18,9.377048884164396e-25,1.2620302096675224e-29,9.4029442607547e-30,5.88824134181999e-27
1.0423781892299262e-09,0.13079122564687276,0.46346346346346345,0.0,0.0,0.0,0.07305453021672381,1.7206481005763466e-13,1.5446695097849275e-05,1.7876652676279056e-09,1.1547393792617187e-10,6.574825461804874e-07,2.76721987030577e-09,7.999447720664515e-06,5.971242583701296e-12,0.0,0.4634634830586018,3.50523812728533e-06,7.20759776249154e-06,1.5159268849277877e-05,2.8686186046437083e-06,2.3545747606292075e-08,7.890778409941103e-09,2.7392093273384067e-08,3.902836895811564e-13,2.1049503906924244e-10,1.0905408599959547e-15,5.418102669750884e-12,8.536779639593627e-11,1.496465652104321e-14,2.656606577521632e-07,3.7388620051308174e-07,5.3216094737123796e-12,2.7291103410859584e-09,3.184242272834344e-14,8.17555113088994e-13,2.012296698957907e-22,5.7377276305226545e-27,1.1646555264791977e-18,1.0968287542994763e-24,1.4762045012068585e-29,1.0998603488158819e-29,7.036923934249323e-27
1.064423212617276e-09,0.13079134785238206,0.46346346346346345,0.0,0.0,0.0,0.07305413710256865,1.8703369352791819e-13,1.5952428917333876e-05,1.86734696940344e-09,1.1926187184137494e-10,6.801817632541998e-07,2.911426536734253e-09,8.220053468632709e-06,6.176708907002357e-12,0.0,0.46346348435287227,3.6488186611928202e-06,7.283355483670695e-06,1.5494505035768713e-05,2.8732162495407978e-06,2.4097707329172734e-08,8.076816626026227e-09,2.8407953302261332e-08,4.047583759349468e-13,2.2232204188308375e-10,1.15181506307574e-15,5.605317386022099e-12,9.028185766892274e-11,1.5827806995641973e-14,2.683342403719317e-07,3.8705093596823623e-07,5.509009446135265e-12,2.8891558042187616e-09,3.2470493526076613e-14,8.707278869001881e-13,2.2975536825795115e-22,6.551102827039824e-27,1.2660315521856217e-18,1.2787227227419992e-24,1.721028950969907e-29,1.2822599948545118e-29,8.377971067882017e-27
1.0864682360046257e-09,0.13079147069550964,0.46346346346346345,0.0,0.0,0.0,0.07305374392998643,2.0296627526703274e-13,1.6462705412512416e-05,1.948819864325559e-09,1.2309440003774238e-10,7.030523999376814e-07,3.059597171797987e-09,8.441017982732136e-06,6.3843444350714954e-12,0.0,0.4634634857020733,3.7950043225804622e-06,7.357144605630115e-06,1.5829198015690356e-05,2.8774673161195786e-06,2.4658440951764987e-08,8.266666099881386e-09,2.9447540142480083e-08,4.1957116178581356e-13,2.345834744808325e-10,1.2153400024277348e-15,5.793948103943584e-12,9.537190507819566e-11,1.672192502519065e-14,2.708853019056605e-07,4.003490873745232e-07,5.69830991142331e-12,3.0547219433682963e-09,3.3096445980411216e-14,9.262320564764447e-13,2.616162590971857e-22,7.459578542422421e-27,1.3739375933158187e-18,1.4860716417455822e-24,2.0001179424545758e-29,1.4901857550248688e-29,9.93854719531734e-27
1.1085132593919755e-09,0.13079159416488564,0.46346346346346345,0.0,0.0,0.0,0.07305335069792213,2.1990443213522662e-13,1.6977447573977534e-05,2.0320838485582203e-09,1.2697181829616215e-10,7.260875341230195e-07,3.2117405958831797e-09,8.662316314691045e-06,6.5941117886624754e-12,0.0,0.4634634871072579,3.94377924679e-06,7.429016246131006e-06,1.6163304276314127e-05,2.8814000024830822e-06,2.5228135098858935e-08,8.460315339212818e-09,3.051133266930189e-08,4.347288712184726e-13,2.472894196344006e-10,1.2811679159178961e-15,5.9839376304162105e-12,1.0064088839144924e-10,1.7647530187089735e-14,2.7331866613011124e-07,4.1377711218428673e-07,5.889460471930942e-12,3.225860936275597e-09,3.372029035224471e-14,9.84127018367729e-13,2.9712441359867656e-22,8.472053424791398e-27,1.4886575385758864e-18,1.7218133455103602e-24,2.3174264836825329e-29,1.726583720778284e-29,1.1748977027595261e-26
1.1305582827793253e-09,0.1307917182495882,0.46346346346346345,0.0,0.0,0.0,0.0730529574053274,2.3789110155421904e-13,1.7496581394178477e-05,2.117138629499747e-09,1.3089444875935827e-10,7.492805756635023e-07,3.367865255258476e-09,8.883925584462612e-06,6.805974759529418e-12,0.0,0.4634634885694733,4.095127689286531e-06,7.499020195574142e-06,1.6496781843201823e-05,2.88504022375717e-06,2.580696594333724e-08,8.657751571487729e-09,3.1599807948119996e-08,4.5023830256206476e-13,2.6045016077428066e-10,1.349352081013634e-15,6.17523151403298e-12,1.060917761827125e-10,1.8605145365509378e-14,2.7563905210817696e-07,4.273315612338146e-07,6.082412058480787e-12,3.4026234361462234e-09,3.4342039388229136e-14,1.044472966607005e-12,3.366143545367702e-22,9.598066339877102e-27,1.6104824685717233e-18,1.9891569401723093e-24,2.677274832767608e-29,1.9946720218023933e-29,1.3843039213743258e-26
1.152603306166675e-09,0.13079184293911644,0.46346346346346345,0.0,0.0,0.0,0.07305256405116035,2.5697029569907616e-13,1.8020035678604087e-05,2.2039837326838433e-09,1.3486263780983854e-10,7.726252544092502e-07,3.5279792566861557e-09,9.105824812551063e-06,7.0198982559114065e-12,0.0,0.4634634900897602,4.2490340224194095e-06,7.567204951466871e-06,1.6829590237357153e-05,2.8884117982705846e-06,2.6395099636896257e-08,8.8589609317911e-09,3.2713441082750594e-08,4.661062262285646e-13,2.7407618112348647e-10,1.4199468102971315e-15,6.367777946352393e-12,1.1172755627626719e-10,1.9595296830137125e-14,2.7785106668789173e-07,4.4100907629653865e-07,6.27711689555267e-12,3.58505861194527e-09,3.496170820271887e-14,1.1073308978719426e-12,3.8044423631275115e-22,1.0847830021399226e-26,1.7397107520644115e-18,2.291602051148846e-24,3.084374418932663e-29,2.2979601279870782e-29,1.6258280935665766e-26
1.1746483295540248e-09,0.1307919682233662,0.46346346346346345,0.0,0.0,0.0,0.07305217063438565,2.7718711577193897e-13,1.85477418711466e-05,2.292618508473478e-09,1.3887675409941503e-10,7.961156083759888e-07,3.692090399204995e-09,9.32799476601071e-06,7.235848251505705e-12,0.0,0.46346349166915385,4.405482732062396e-06,7.633617751995275e-06,1.7161690433512263e-05,2.891536618478933e-06,2.699269272331762e-08,9.063928624825338e-09,3.3852705086262134e-08,4.823393828721281e-13,2.881781627722006e-10,1.4930074466711447e-15,6.561527664252862e-12,1.175512361623812e-10,2.06185143099195e-14,2.7995919850847486e-07,4.5480638770179994e-07,6.47352846741027e-12,3.773214187636812e-09,3.557931415644894e-14,1.1727626155661415e-12,4.289970680197363e-22,1.2232265948451312e-26,1.8766481427842596e-18,2.6329590669281812e-24,3.5438551059306606e-29,2.6402691506727996e-29,1.9036354500148238e-26
1.1966933529413746e-09,0.13079209409260675,0.46346346346346345,0.0,0.0,0.0,0.07305177715397441,2.9858776633878817e-13,1.9079633892521232e-05,2.3830421385532893e-09,1.429371867190111e-10,8.197459720823449e-07,3.860206203314239e-09,9.550417817002936e-06,7.453791737669072e-12,0.0,0.4634634933086834,4.564458414175479e-06,7.698304608724583e-06,1.7493044819519376e-05,2.8944348078798067e-06,2.759989253494009e-08,9.272639064477222e-09,3.50180707712855e-08,4.989444818259828e-13,3.027669857018988e-10,1.5685903583029906e-15,6.75643385366969e-12,1.2356584338706335e-10,2.167533106216748e-14,2.819678133412361e-07,4.6872031201721377e-07,6.671601485133261e-12,3.967136480395894e-09,3.6194876733425574e-14,1.2408307328557002e-12,4.826819806242406e-22,1.3763040480992382e-26,2.0216078766757673e-18,3.0173704150267153e-24,4.0612938460235937e-29,3.02575317900765e-29,2.2223377048364995e-26
1.2187383763287244e-09,0.13079222053745956,0.46346346346346345,0.0,0.0,0.0,0.0730513836089041,3.212195697110646e-13,1.961564799070543e-05,2.4752536422259887e-09,1.470443434983467e-10,8.435109650857384e-07,4.032333937769789e-09,9.773077812885747e-06,7.67369667860694e-12,0.0,0.46346349500937184,4.725945771325419e-06,7.761310338450437e-06,1.7823617156818775e-05,2.8971248650660187e-06,2.8216837572966154e-08,9.485075993950267e-09,3.621000665713317e-08,5.159281997790421e-13,3.1785372676658864e-10,1.6467529333467456e-15,6.9524520549703565e-12,1.297744259178039e-10,2.2766283937409864e-14,2.838811506096281e-07,4.827477497927475e-07,6.87129185452068e-12,4.16687043782035e-09,3.6808417423300254e-14,1.3115986746971798e-12,5.419355393736519e-22,1.5452602285100933e-26,2.174910769449994e-18,3.449332906725126e-24,4.642744773868606e-29,3.458921688128346e-29,2.587031454266361e-26
1.2407833997160742e-09,0.13079234754887847,0.46346346346346345,0.0,0.0,0.0,0.07305098999815851,3.4513098035457913e-13,2.0155722602440835e-05,2.5692518825181604e-09,1.511986494258593e-10,8.674054807423691e-07,4.20848064418749e-09,9.99595995688915e-06,7.895531969328132e-12,0.0,0.46346349677223686,4.889929609197186e-06,7.822678594223022e-06,1.815337254195464e-05,2.899623795975696e-06,2.8843657872223492e-08,9.701222589108994e-09,3.742897889137267e-08,5.332971796582538e-13,3.334496586378666e-10,1.7275535744776267e-15,7.149540070165047e-12,1.36180052487066e-10,2.3891913440309608e-14,2.8570332094709877e-07,4.968856833647025e-07,7.072556644852134e-12,4.372459674169074e-09,3.741995960273826e-14,1.3851306788932332e-12,6.072231025577712e-22,1.7314221080109158e-26,2.3368853143250958e-18,3.933721188085287e-24,5.294770790864591e-29,3.944663056774476e-29,3.003339123062655e-26
1.262828423103424e-09,0.13079247511813105,0.46346346346346345,0.0,0.0,0.0,0.07305059632072776,3.7037159930877365e-13,2.0699798224916686e-05,2.665035572100704e-09,1.5540054517995423e-10,8.914246752125093e-07,4.3886531596329135e-09,1.0219050698505645e-05,8.11926739616003e-12,0.0,0.46346349859828956,5.056394833124089e-06,7.88245189556564e-06,1.8482277369111244e-05,2.901947235313131e-06,2.9480475350985114e-08,9.921061547340345e-09,3.8675451183808415e-08,5.510580296876598e-13,3.4956624871959406e-10,1.8110516932687964e-15,7.347657872134134e-12,1.4278581291509964e-10,2.5052763786890478e-14,2.874383046651229e-07,5.111311747178536e-07,7.2753540584790395e-12,4.583946505652526e-09,3.8029528415139155e-14,1.4614917962122797e-12,6.790402277719282e-22,1.9362027740373763e-26,2.507867779840085e-18,4.475812335661048e-24,6.024476691740055e-29,4.48826923285871e-29,3.4774525827646465e-26
