Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182)
5.568883263216413e-08,0.1313355614963088,0.46346346346346345,0.0,0.0,0.0,0.07160536366086524,8.032562827882526e-07,0.0026124780422724665,4.2493678506503735e-06,4.5750891793596374e-07,0.0003186458838524,3.863873923733789e-05,0.0009490242130212202,7.2997995027503315e-09,0.0,0.4639327662217612,0.0008767154626021269,9.92842840589866e-06,7.808367675831014e-05,4.885975871924134e-06,4.555487131659145e-06,1.2672614933767637e-06,0.0001597262266564703,2.2831665866478063e-09,5.219858473725323e-05,2.704376284196675e-10,2.628658620159564e-09,1.3289874071069514e-05,2.3420732014862175e-09,6.147546760365734e-07,5.338490689496493e-05,7.651364079050059e-10,1.6430386649432723e-05,6.0877230635507645e-12,5.399738402367465e-08,1.75886023487463e-10,5.021355434916719e-15,5.448782989288628e-12,3.852834789066772e-11,5.2563385306490785e-16,3.8638995959507574e-16,9.159930619518214e-12
5.7480640560064135e-08,0.13135612539254826,0.46346346346346345,0.0,0.0,0.0,0.07154512187707238,8.825124000058381e-07,0.0027058405855984896,4.596948269303473e-06,4.90892990314274e-07,0.0003361058731637269,4.209404954836576e-05,0.0009890631189442525,8.000962499962975e-09,0.0,0.46396054805216475,0.0008948430784805818,9.920144307878269e-06,7.834403737339749e-05,4.925532523417566e-06,4.6480824592322814e-06,1.2927362189804997e-06,0.00016767221919860412,2.3969970902821777e-09,5.652021316520299e-05,2.9282772125216816e-10,2.7726962691514106e-09,1.4467383171655674e-05,2.5495951801202816e-09,6.254514272606155e-07,5.538029102123143e-05,7.938366889901786e-10,1.735272392274609e-05,6.42621779019707e-12,5.723169157870638e-08,2.1376981926732144e-10,6.103119662912153e-15,5.986413009194035e-12,4.823196252268148e-11,6.582431971874009e-16,4.837048156653386e-16,1.1751317782007978e-11
5.927244848796414e-08,0.13137678636165753,0.46346346346346345,0.0,0.0,0.0,0.07148433955478888,9.663651534888624e-07,0.0027994688597955037,4.9654372436941795e-06,5.255380591103328e-07,0.00035387002160127887,4.5735179493833095e-05,0.0010293818196532912,8.747089293262957e-09,0.0,0.46398884803238827,0.0009123886098322927,9.911784753508189e-06,7.860569725520893e-05,4.96365990500022e-06,4.7374763523282944e-06,1.3173290459364823e-06,0.0001756578556973017,2.511416403580077e-09,6.1008410254082824e-05,3.16080796347645e-10,2.9192431562485212e-09,1.5700287785160315e-05,2.766880484072139e-09,6.362012438920846e-07,5.73862396901751e-05,8.226927048738226e-10,1.829142289533936e-05,6.77122098200472e-12,6.052526281391259e-08,2.579479012560585e-10,7.364670189404929e-15,6.555224494425101e-12,5.988965553411998e-11,8.176155205494808e-16,6.00616588267929e-16,1.4938600570604695e-11
6.106425641586414e-08,0.1313975399196408,0.46346346346346345,0.0,0.0,0.0,0.0714230366523627,1.0548899755508459e-06,0.0028933530189912396,5.355667657800072e-06,5.614466551364014e-07,0.0003719277072893508,4.956502036289087e-05,0.0010699576690732166,9.539427206137985e-09,0.0,0.4640176462644865,0.0009293673712574968,9.903352509208641e-06,7.886846717218506e-05,5.000396341050037e-06,4.823753768313541e-06,1.3410633802993733e-06,0.0001836765995923651,2.6263309891130014e-09,6.566033079809519e-05,3.401821128697221e-10,3.068211653841177e-09,1.6988638659946465e-05,2.9939380688391666e-09,6.470025218196764e-07,5.9402333360419914e-05,8.516983019895231e-10,1.9245927929035662e-05,7.122545390532036e-12,6.387554124582938e-08,3.0916097293904295e-10,8.827174817013583e-15,7.15572915435522e-12,7.379939474255759e-11,1.0078441556247923e-15,7.401135161228517e-16,1.8828286665263003e-11
6.285606434376414e-08,0.13141838169761266,0.46346346346346345,0.0,0.0,0.0,0.07136123259536842,1.1481584406572686e-06,0.0029874834458540065,5.768476376338727e-06,5.986208009791997e-07,0.0003902686006996833,5.3586283904609896e-05,0.0011107686697267689,1.0379187332255064e-08,0.0,0.4640469234013414,0.0009457942802517504,9.894850267359169e-06,7.913216677352194e-05,5.0357791791468375e-06,4.906997571864245e-06,1.3639620532278704e-06,0.00019172234778385113,2.741653463960855e-09,7.047298326280836e-05,3.6511617186176237e-10,3.219516546105044e-09,1.83324343807784e-05,3.2307676954680744e-09,6.578533934399086e-07,6.142816498803855e-05,8.808475101553131e-10,2.0215700179528295e-05,7.48000756412099e-12,6.728003465469982e-08,3.681996997598292e-10,1.0513230873417885e-14,7.788412528123046e-12,9.029005836240795e-11,1.2334491023497336e-15,9.054938300987308e-16,2.3540505674618142e-11
6.464787227166414e-08,0.1314393074399883,0.46346346346346345,0.0,0.0,0.0,0.07129894628963768,1.2462383695428316e-06,0.0030818507478245433,6.204702936785384e-06,6.370620330140202e-07,0.00040888265730276425,5.7801504097933654e-05,0.0011517934616936355,1.1267543533348776e-08,0.0,0.46407666063292635,0.0009616838725174364,9.886280648155558e-06,7.939662422008983e-05,5.069844825078609e-06,4.987288606260421e-06,1.3860473404234419e-06,0.00019978940378607383,2.857302219818299e-09,7.544324773813005e-05,3.9086680926017465e-10,3.3730749683762894e-09,1.9731624772587704e-05,3.4773605305004643e-09,6.687517589490202e-07,6.346333984629722e-05,9.101345398403589e-10,2.1200217086119118e-05,7.84342775845013e-12,7.0736314323371e-08,4.359050048853658e-10,1.244687389756013e-14,8.453734690922048e-12,1.0972302950485407e-10,1.4993992845806652e-15,1.1003817440385955e-15,2.921002398649952e-11
6.643968019956413e-08,0.13146031300273658,0.46346346346346345,0.0,0.0,0.0,0.07123619613385686,1.3491939323236618e-06,0.003176445753379307,6.665188277308389e-06,6.767714222845152e-07,0.00042776011044807035,6.221303923306922e-05,0.0011930113116051374,1.2205631546544315e-08,0.0,0.46410683967302335,0.0009770503163062177,9.877646201402621e-06,7.966167584064587e-05,5.1026287756443955e-06,5.064705760302422e-06,1.407340980421396e-06,0.000207872452596851,2.9732010673465163e-09,8.056789255834603e-05,4.1741728200185936e-10,3.5288063484154483e-09,2.118611412038425e-05,3.7336997135125495e-09,6.796953151554426e-07,6.550747534140673e-05,9.395537793820922e-10,2.219897188356148e-05,8.212629859192138e-12,7.424201429337268e-08,5.131682108760033e-10,1.4653581926364736e-14,9.152130953472298e-12,1.3249375549698128e-10,1.8111343390802816e-15,1.328743092767127e-15,3.598726704487543e-11
6.823148812746413e-08,0.13148139435162542,0.46346346346346345,0.0,0.0,0.0,0.07117300003176025,1.4570857505807624e-06,0.0032712595083174735,7.150773502275005e-06,7.177495943369517e-07,0.0004468914644599748,6.682307427581425e-05,0.0012344021016718455,1.319454819660657e-08,0.0,0.46413744274636326,0.0009919074258544303,9.868949408246967e-06,7.992716581827928e-05,5.13416564946726e-06,5.139326031109752e-06,1.4278641917029568e-06,0.00021596653715879376,3.0892789030290092e-09,8.584358968662409e-05,4.4475034773042567e-10,3.6866323494504535e-09,2.2695764216030717e-05,3.999760894137862e-09,6.906815823026957e-07,6.756020082457844e-05,9.690997921575346e-10,2.3211473134537264e-05,8.587441308997194e-12,7.779483063959337e-08,6.009310339374871e-10,1.7160275571497124e-14,9.884012554513615e-12,1.5903326652515102e-10,2.1745858596065947e-15,1.5949005621717797e-15,4.403934463777966e-11
7.002329605536413e-08,0.13150254756044885,0.46346346346346345,0.0,0.0,0.0,0.07110937540394514,1.5699709983888362e-06,0.0033662832720839104,7.66229868671939e-06,7.59996748090099e-07,0.0004662674879369447,7.163362348679596e-05,0.001275946318743216,1.4235350708396144e-08,0.0,0.4641684525761635,0.0010062686739905674,9.860192682853687e-06,8.019294589181081e-05,5.164489215988394e-06,5.211224583142739e-06,1.4476376887729337e-06,0.00022406703630077266,3.2054693969505196e-09,9.126692895200426e-05,4.728483385572061e-10,3.846476814896759e-09,2.4260397241634797e-05,4.275512740292064e-09,7.017079292135307e-07,6.96211574006403e-05,9.98767313712046e-10,2.423724428142789e-05,8.967693037565356e-12,8.139252075966974e-08,7.001854373479393e-10,1.999531407341099e-14,1.0649767346144629e-11,1.8980964888412467e-10,2.596198029275984e-15,1.9035484640372286e-15,5.355107497140774e-11
7.181510398326413e-08,0.13152376880924807,0.46346346346346345,0.0,0.0,0.0,0.07104533919932925,1.6879035022627172e-06,0.0034615085141357508,8.200601720983452e-06,8.035126738043082e-07,0.00048587920724506376,7.664653327340419e-05,0.0013176250433992313,1.532905611590893e-08,0.0,0.4641998523720419,0.001020147203974308,9.85137837403002e-06,8.045887506239313e-05,5.1936324227153e-06,5.280474803762075e-06,1.466681697362055e-06,0.00023216964407368672,3.3217107002853553e-09,9.683443120657576e-05,5.016932292278196e-10,4.008265714680673e-09,2.5879798497017548e-05,4.5609174189151684e-09,7.127715965179598e-07,7.168999773344343e-05,1.0285512488484206e-09,2.5275823216350174e-05,9.353219403042101e-12,8.503290267173333e-08,8.119733504851501e-10,2.3188487515252545e-14,1.1449760471819466e-11,2.253294687560597e-10,3.0829475833449743e-15,2.2597670147571876e-15,6.472600371889935e-11
7.360691191116413e-08,0.13154505438252317,0.46346346346346345,0.0,0.0,0.0,0.07098090790626961,1.8109338399919026e-06,0.003556926910347068,8.766517196493063e-06,8.482967702113442e-07,0.0005057179001968973,8.186348525192214e-05,0.0013594199390754302,1.6476640763958845e-08,0.0,0.4642316258182871,0.0010335558406128844,9.842508766798833e-06,8.072481930911785e-05,5.221627420872194e-06,5.347148355572207e-06,1.4850159687162073e-06,0.00024027035039403223,3.43794517127234e-09,0.00010254256047148211,5.312667000499148e-10,4.171927093091665e-09,2.7553718978984224e-05,4.855931050592527e-09,7.238697180509459e-07,7.376638584837046e-05,1.058446668680373e-09,2.632676186840636e-05,9.743858135828625e-12,8.871385431495028e-08,9.373862605228872e-10,2.6771005397582433e-14,1.2284335036801771e-11,2.661391427711881e-10,3.6423630490215085e-15,2.6690360803339595e-15,7.77874143045662e-11
7.539871983906413e-08,0.13156640066744646,0.46346346346346345,0.0,0.0,0.0,0.07091609756336206,1.939109438331625e-06,0.003652530339443212,9.360875333444088e-06,8.943480608634398e-07,0.0005257750899064727,8.72859994978266e-05,0.0014013132412227397,1.767903989846822e-08,0.0,0.46426375706246514,0.0010465071006967642,9.833586083924704e-06,8.099065132052438e-05,5.248505589584293e-06,5.411315225708225e-06,1.502659793009893e-06,0.000248365422908714,3.554119118453369e-09,0.00010838773514042675,5.615501949378808e-10,4.3373910180875845e-09,2.9281877820253152e-05,5.160504139438845e-09,7.349993407956758e-07,7.584999693226058e-05,1.0884488076546232e-09,2.7389625807095335e-05,1.0139450281440113e-11,9.243331285110549e-08,1.0775646844776349e-09,3.0775481792401694e-14,1.3153812770862093e-11,3.128262519070009e-10,4.28254321308513e-15,3.137248353134943e-15,9.297932576627202e-11
7.719052776696412e-08,0.13158780415207383,0.46346346346346345,0.0,0.0,0.0,0.07085092376994095,2.0724746695182215e-06,0.0037483108794626654,9.984500951001014e-06,9.416652097561881e-07,0.0005460425388114509,9.291543796258581e-05,0.0014432877465036828,1.8937147341211847e-08,0.0,0.4642962307043446,0.0010590132028027038,9.824612487395377e-06,8.125625024256026e-05,5.274297558643728e-06,5.473043772266962e-06,1.5196320120501354e-06,0.00025645138999648724,3.6701825599797143e-09,0.00011436633830760339,5.92524974921248e-10,4.5045895319792495e-09,3.106396459579455e-05,5.474581979612526e-09,7.461574433748482e-07,7.794051713103982e-05,1.1185530605453085e-09,2.8463993860857675e-05,1.0539840154724527e-11,9.618927396567855e-08,1.2336975295195155e-09,3.5235917301656604e-14,1.4058494682999913e-11,3.6602079568038115e-10,5.0121747735483605e-15,3.670721929862975e-15,1.1056747466879827e-10
7.898233569486412e-08,0.13160926142355373,0.46346346346346345,0.0,0.0,0.0,0.07078540169629599,2.2110709465769867e-06,0.003844260804249241,1.0638212480459499e-05,9.902465362743609e-07,0.0005665122428543145,9.875300803691095e-05,0.0014853268020269513,2.0251815245046253e-08,0.0,0.4643290317851201,0.0010710860765132612,9.815590079861331e-06,8.15215014385467e-05,5.2990332299573e-06,5.532400768141335e-06,1.5359510312755262e-06,0.00026452502482971586,3.786088997907208e-09,0.00012047472728046794,6.241721674298054e-10,4.673456603426826e-09,3.2899641503640706e-05,5.79810503970446e-09,7.573409529935663e-07,8.003764334533972e-05,1.1487549794244077e-09,2.9549457749826004e-05,1.0944875295715603e-11,9.99797911654649e-08,1.407021349386347e-09,4.018767804333095e-14,1.4998661707974376e-11,4.263963840603437e-10,5.8405491381455166e-15,4.276212264943125e-15,1.3084027777740343e-10
8.077414362276412e-08,0.13163076916633368,0.46346346346346345,0.0,0.0,0.0,0.07071954609362165,2.3549368173897242e-06,0.003940372579976618,1.1322821021669353e-05,1.0400900295058728e-06,0.0005871764258150044,0.00010479976624194741,0.0015274142946229677,2.1623853925821674e-08,0.0,0.46436214577691953,0.0010827373710963904,9.806520906035622e-06,8.178629625775867e-05,5.322741797833912e-06,5.589451442480916e-06,1.5516348310447864e-06,0.0002725833304279164,3.901795206512078e-09,0.0001267092423317065,6.56472811637038e-10,4.843928080685599e-09,3.478854542658782e-05,6.131009326132308e-09,7.685467610528159e-07,8.214108302438641e-05,1.1790502706119988e-09,3.064562173194419e-05,1.1354406420044986e-11,1.0380297506950496e-07,1.5988195046141397e-09,4.5667471884728795e-14,1.5974575344421407e-11,4.946713649688071e-10,6.777578338553106e-15,4.9609234779388724e-15,1.5410977245482714e-10
8.256595155066412e-08,0.13165232416036665,0.46346346346346345,0.0,0.0,0.0,0.07065337130371324,2.5041080574879716e-06,0.004036638861704172,1.2039129442863984e-05,1.0911933619655455e-06,0.0006080275337882069,0.00011105662203112075,0.001569534640163556,2.3054031767284023e-08,0.0,0.4643955585725825,0.0010939784636823375,9.79740695405609e-06,8.205053181261969e-05,5.3454517681842215e-06,5.644259519932891e-06,1.5667009773647991e-06,0.00028062352563973744,4.017261033732185e-09,0.00013306621474066196,6.894079001222877e-10,5.015941646045169e-09,3.673028988080132e-05,6.473226726601086e-09,7.797717376040035e-07,8.425055395843167e-05,1.2094347916099165e-09,3.1752102261682294e-05,1.1768287381367432e-11,1.0765699269156254e-07,1.8104212342574423e-09,5.1713322141475334e-14,1.698647828432662e-11,5.716098856080443e-10,7.83381003442406e-15,5.732518997333492e-15,1.8071253197676812e-10
8.435775947856412e-08,0.1316739232793207,0.46346346346346345,0.0,0.0,0.0,0.07058689126842208,2.658617761537976e-06,0.004133052489962104,1.2787931523901794e-05,1.1435539027663448e-06,0.000629058229799052,0.00011752434168618699,0.0016116727729292436,2.454307519530779e-08,0.0,0.46442925647569283,0.001104820466972256,9.788250156811923e-06,8.231411076568247e-05,5.367190976665765e-06,5.696887257814139e-06,1.5811666320904715e-06,0.0002886430319932367,4.132449214883327e-09,0.0001395419741720669,7.229584170995362e-10,5.189436771410474e-09,3.872446685712252e-05,6.824685334651581e-09,7.91012744577509e-07,8.63657840700076e-05,1.2399045480225309e-09,3.286852766061159e-05,1.2186375136020636e-11,1.1154006671343698e-07,2.0432006467454053e-09,5.836453896001686e-14,1.803459503362339e-11,6.580228861816545e-10,9.02044158589683e-15,6.5991315263038255e-15,2.110105531668982e-10
8.614956740646412e-08,0.13169556348879163,0.46346346346346345,0.0,0.0,0.0,0.07052011953888303,2.8184964334849914e-06,0.004229606487365128,1.3570011142799855e-05,1.1971687302721373e-06,0.0006502613885511285,0.00012420355229185223,0.0016538141350278025,2.6091668717842817e-08,0.0,0.4644632261908555,0.0011152742365124414,9.779052393236367e-06,8.257694112627986e-05,5.387986605874964e-06,5.747395481385206e-06,1.5950485625442548e-06,0.00029663946135745795,4.247325197845401e-09,0.000146132855437502,7.571053734481325e-10,5.364354674974303e-09,4.077064856064891e-05,7.185309756277751e-09,8.022666478324365e-07,8.848651120428427e-05,1.270455690468478e-09,3.3994537799143354e-05,1.2608529697041057e-11,1.1545047474814433e-07,2.298575637417069e-09,6.566168859854325e-14,1.9119132523696502e-11,7.547690248993566e-10,1.0349333177756576e-14,7.569372319357593e-15,2.4539211396001537e-10
8.794137533436412e-08,0.13171724184451897,0.46346346346346345,0.0,0.0,0.0,0.07045306928452473,2.9837720753257335e-06,0.004326294055255312,1.4386141505326644e-05,1.2520346442633973e-06,0.0006716300913009619,0.00013109474577423152,0.0016959446658676891,2.770045502703034e-08,0.0,0.46449745481420557,0.0011253503775671813,9.769815489567375e-06,8.283893605544749e-05,5.407865201684219e-06,5.795843617382282e-06,1.6083631506750466e-06,0.0003046106043619431,4.36185697896449e-09,0.00015283520468200275,7.918298387652391e-10,5.540638278933273e-09,4.2868389053859106e-05,7.555021399543624e-09,8.135303282088979e-07,9.06124829187835e-05,1.301084511486707e-09,3.5129783788782136e-05,1.3034614101146466e-11,1.1938654859153608e-07,2.5780067400836365e-09,7.364656081573199e-14,2.02402807135801e-11,8.627555334793184e-10,1.1833019982952048e-14,8.65233976194865e-15,2.842725987230653e-10
8.973318326226411e-08,0.13173895549060705,0.46346346346346345,0.0,0.0,0.0,0.07038575330187394,3.1544702744783432e-06,0.0044231085703747485,1.5237084417314891e-05,1.3081481776450725e-06,0.0006931576208537212,0.00013819828298938645,0.0017380507916903633,2.9370035160039483e-08,0.0,0.4645319298241382,0.001135059251620882,9.760541220577693e-06,8.31000136778767e-05,5.426852688763612e-06,5.8422897259408705e-06,1.62112640183544e-06,0.00031255441952493155,4.476014948974251e-09,0.00015964538503504807,8.271129706432713e-10,5.718232168203815e-09,4.5017225808221086e-05,7.933738748070014e-09,8.248006916193987e-07,9.274345627269716e-05,1.331787442440106e-09,3.627392768429495e-05,1.3464494380290657e-11,1.2334667346129444e-07,2.8829959197259295e-09,8.236213456991304e-14,2.1398213182641445e-11,9.829390026692651e-10,1.3484723357490616e-14,9.857627248268968e-15,3.280952893924963e-10
9.152499119016411e-08,0.13176070165775217,0.46346346346346345,0.0,0.0,0.0,0.07031818402316252,3.330614289719754e-06,0.0045200435815679636,1.6123589599256707e-05,1.365505607723557e-06,0.0007148374566753836,0.00014551439784909722,0.0017801194151657906,3.1100968715268957e-08,0.0,0.46456663907224854,0.0011444109825372545,9.75123131077586e-06,8.33600969005117e-05,5.4449743853435296e-06,5.88679053104013e-06,1.6333539531063783e-06,0.0003204690230447549,4.589771748294038e-09,0.00016655978176233747,8.629360413609649e-10,5.897082550098836e-09,4.72166811689307e-05,8.32137761920853e-09,8.360746781571457e-07,9.487919761606842e-05,1.3625610504202955e-09,3.7426642195242395e-05,1.3898039516326483e-11,1.2732928722298394e-07,3.2150853131901758e-09,9.18525422243201e-14,2.2593087713546722e-11,1.1163260975868058e-09,1.5318361062667094e-14,1.1195330355215857e-14,3.7733212071008835e-10
9.331679911806411e-08,0.1317824776614769,0.46346346346346345,0.0,0.0,0.0,0.07025037352474656,3.5122251356618087e-06,0.004617092806513696,1.7046394042651616e-05,1.424102967077391e-06,0.0007366632701168033,0.00015304320147185169,0.001822137905055373,3.289377412064125e-08,0.0,0.46460157077447584,0.00115341546240101,9.74188743557946e-06,8.361911323777857e-05,5.4622550172996514e-06,5.92940144958926e-06,1.6450610812350386e-06,0.000328352679211811,4.703102131101949e-09,0.00017357480695242585,8.992804621645521e-10,6.0771372149277376e-09,4.946626373718899e-05,8.71785140768167e-09,8.473492703257466e-07,9.701948237907246e-05,1.393402035156796e-09,3.858761040635601e-05,1.4335121409441765e-11,1.3133287960311751e-07,3.5758559244981516e-09,1.0216303244710049e-13,2.3825046865314666e-11,1.263974202932114e-09,1.734855651415074e-14,1.2676053313067392e-14,4.324843980524909e-10
9.510860704596411e-08,0.13180428090037308,0.46346346346346345,0.0,0.0,0.0,0.07018233353534549,3.6993216657394153e-06,0.004714250128486025,1.8006221407495402e-05,1.4839360540438952e-06,0.0007586289197454253,0.00016078468634780132,0.0018640940859465716,3.474892895079518e-08,0.0,0.46463671350243907,0.0011620823570661883,9.732511222461822e-06,8.387699464318846e-05,5.4787187316067255e-06,5.970176619263147e-06,1.6562627102969886e-06,0.00033620379140111265,4.8159828376166466e-09,0.00018068690377019307,9.361278053047377e-10,6.258345497484422e-09,5.176546967421374e-05,9.123071315428736e-09,8.586215004879258e-07,9.916409486162007e-05,1.424307225933457e-09,3.975652550628017e-05,1.4775614855823345e-11,1.3535599138908573e-07,3.966926281123286e-09,1.1333993198722722e-13,2.5094218536276183e-11,1.4269919983598533e-09,1.9590647060761776e-14,1.431091477574309e-14,4.940834765540961e-10
9.690041497386411e-08,0.13182610885435403,0.46346346346346345,0.0,0.0,0.0,0.07011407544410797,3.891920653685829e-06,0.004811509593145168,1.9003781460223982e-05,1.5450004428419579e-06,0.000780728446780753,0.00016873873050717757,0.0019059762280636725,3.666687029006473e-08,0.0,0.4646720561749607,0.0011704211114340636,9.723104252073372e-06,8.413367734677898e-05,5.494389109196055e-06,6.009168925189132e-06,1.6669734190198194e-06,0.0003440208936081512,4.928392474061639e-09,0.00018789255030708733,9.734598239845965e-10,6.440658239391071e-09,5.411378393096915e-05,9.536946568357356e-09,8.69888457528933e-07,0.00010131282802351355,1.4552735785153916e-09,4.093309052422984e-05,1.5219397500917303e-11,1.3939721361583244e-07,4.389951057296981e-09,1.2543060649930907e-13,2.6400716516771333e-11,1.606539964515807e-09,2.20606912988665e-14,1.6111552895718983e-14,5.626914004218728e-10
9.86922229017641e-08,0.13184795908291713,0.46346346346346345,0.0,0.0,0.0,0.07004561030851236,4.090036873471743e-06,0.004908865405358362,2.0039769551360535e-05,1.6072914933497964e-06,0.000802956070629923,0.00017690510168239833,0.0019477730371590546,3.8647995138221084e-08,0.0,0.4647075880497671,0.0011784409544819613,9.713668059338575e-06,8.43891016978709e-05,5.509289177276692e-06,6.04643002558335e-06,1.6772074477777643e-06,0.0003518026424933067,5.040311399821507e-09,0.00019518826305606887,1.0112584703630505e-09,6.624027752268021e-09,5.651068140738437e-05,9.959384620667338e-09,8.811472927669765e-07,0.00010346548327536868,1.4862981720893534e-09,4.211701807414846e-05,1.566634980643636e-11,1.434551867394184e-07,4.846619670107356e-09,1.3848342058173332e-13,2.7744641031425922e-11,1.8038308204456002e-09,2.47754754311909e-14,1.8090129710691338e-14,6.389015015346574e-10
9.999999999999998e-08,0.1318698292234176,0.46346346346346345,0.0,0.0,0.0,0.06999551550714701,4.238125272569569e-06,0.00497997953938377,2.082055099301798e-05,1.6535271189892733e-06,0.0008192568634735212,0.0001829992946769571,0.0019782189177106426,4.0134041454595446e-08,0.0,0.4647336349527009,0.0011840982185043379,9.70676332690488e-06,8.457470036511259e-05,5.519690862372604e-06,6.072561730580237e-06,1.6843839849170814e-06,0.0003574592374724925,5.121676882355941e-09,0.00020056802359982734,1.039130684340649e-09,6.758503157459777e-09,5.8290455232698894e-05,1.0273058722086863e-08,8.893579900999508e-07,0.00010503899633954225,1.5089770766219415e-09,4.2985612596458196e-05,1.5994498239517368e-11,1.464267771273608e-07,5.202153055803228e-09,1.4864588673437803e-13,2.8749201227207158e-11,1.959752017661635e-09,2.692143552200484e-14,1.9653821395453908e-14,6.996815561912438e-10
1.004840308296641e-07,0.1318698292234176,0.46346346346346345,0.0,0.0,0.0,0.06997694886210742,4.2936831776864875e-06,0.005006311926051034,2.1114866132054107e-05,1.6708043605551927e-06,0.0008253061845199521,0.00018528346145480344,0.0019894736444892296,4.0692660856044415e-08,0.0,0.46474329871536396,0.0011861509040625624,9.704204134529554e-06,8.464321201282105e-05,5.523441421169054e-06,6.082010376425414e-06,1.6869787053837149e-06,0.00035954780990234906,5.151721621330296e-09,0.0002025706000372889,1.0495059117488242e-09,6.808407781701156e-09,5.895562804463026e-05,1.0390291347376804e-08,8.923952252035669e-07,0.00010562187027049587,1.5173782062199886e-09,4.330803010598113e-05,1.6116355034305533e-11,1.4752859979785326e-07,5.338654853846907e-09,1.525476971838548e-13,2.912607927085974e-11,2.0201298932659728e-09,2.775251868146318e-14,2.0259334850919003e-14,7.233389566059126e-10
1.022758387575641e-07,0.1318917169893552,0.46346346346346345,0.0,0.0,0.0,0.06990810152209893,4.502870574341665e-06,0.005103843669088469,2.2229736308644464e-05,1.735534003694183e-06,0.0008477733512235258,0.00019387336937763759,0.0020310675968800286,4.280118564788314e-08,0.0,0.46477917808307545,0.0011935597714918102,9.694713924317217e-06,8.489595642759753e-05,5.536867795678038e-06,6.115959255251048e-06,1.6963007756450811e-06,0.00036725527583290185,5.262606692266513e-09,0.00021003616359881294,1.088184545110842e-09,6.993753471980696e-09,6.144808185383817e-05,1.082957122564376e-08,9.036295461511621e-07,0.00010778180669794011,1.5485109978248467e-09,4.4505857663705974e-05,1.656929919733392e-11,1.5161618955970015e-07,5.867811217760924e-09,1.6767367652929376e-13,3.054510591269296e-11,2.2567554211534006e-09,3.101007777864668e-14,2.263238857782289e-14,8.166613023661271e-10
1.040676466854641e-07,0.13191362016867314,0.46346346346346345,0.0,0.0,0.0,0.06983907839678763,4.717608302079729e-06,0.005201455298188251,2.3385029434341453e-05,1.8014751950926884e-06,0.0008703522988754373,0.00020267428706754163,0.002072544846885225,4.49738490784489e-08,0.0,0.46481521637924555,0.001200676165942322,9.685198832800686e-06,8.514728675497681e-05,5.549589736044606e-06,6.148324784136696e-06,1.705186923640542e-06,0.00037492402181874386,5.372951619658445e-09,0.0002175816029151286,1.1272770100228502e-09,7.180021331588111e-09,6.398749388447535e-05,1.1277127505451802e-08,9.14847623243898e-07,0.00010994511807687038,1.5796939781708074e-09,4.571024064979279e-05,1.7025071021787145e-11,1.5571673966101678e-07,6.435873792044177e-09,1.8391247469377895e-13,3.200178363173318e-11,2.5150787908523134e-09,3.4567150526641325e-14,2.5223044165899458e-14,9.195589083882821e-10
1.058594546133641e-07,0.13193553662207264,0.46346346346346345,0.0,0.0,0.0,0.06976988929286318,4.937903903772046e-06,0.005299141623863821,2.4581378737066344e-05,1.8686225287244126e-06,0.0008930379168769355,0.00021168558225742595,0.002113895743042654,4.7210892621185155e-08,0.0,0.46485140413759557,0.0012075084986580204,9.67566022251582e-06,8.53971583460857e-05,5.561628168518062e-06,6.179153951944911e-06,1.7136501018360257e-06,0.0003825531247055336,5.4827427755252296e-09,0.0002252036162047061,1.1667662001524615e-09,7.367169199408379e-09,6.657330913543081e-05,1.173286237020028e-08,9.260469038873725e-07,0.00011211163755248347,1.610924689893941e-09,4.692092759578191e-05,1.7483561938598553e-11,1.5982907973124888e-07,7.0446565666287664e-09,2.0131604196727026e-13,3.34961635992372e-11,2.796524711037365e-09,3.8443478477235254e-14,2.8045589641331127e-14,1.032755407337709e-09
1.076512625412641e-07,0.13195746428134122,0.46346346346346345,0.0,0.0,0.0,0.06970054372255852,5.163763298493149e-06,0.0053968976003995655,2.581940098246778e-05,1.93697042849734e-06,0.0009158252518854234,0.0002209065328041859,0.0021551110202318313,4.951252023563827e-08,0.0,0.46488773219173124,0.001214064987004559,9.666099415423507e-06,8.564552995603211e-05,5.573003520574184e-06,6.208492635895098e-06,1.7217029560501015e-06,0.0003901417507933962,5.591967813706475e-09,0.00023289895268648877,1.2066352733976296e-09,7.555156211645876e-09,6.920496741171265e-05,1.2196677087705522e-08,9.372249182053009e-07,0.00011428120569358833,1.6422007840452148e-09,4.813767543869894e-05,1.7944666031230114e-11,1.6395208450878752e-07,7.69600102700326e-09,2.1993712112148014e-13,3.502828597115656e-11,3.1025713229818935e-09,4.2659548725789284e-14,3.1114848891856665e-14,1.1570080825765334e-09
