Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20)
9.742061447218485e-11,0.13078690356127598,0.46346346346346345,0.0,0.0,0.0,0.0730713445445616,0.0,2.458239818272511e-07,1.2958277513256198e-11,1.428876985232426e-12,5.992570474933783e-09,3.5326923135821902e-12,1.6546328547836885e-07,8.379110707463858e-14,0.0,0.46346346345640593,2.7788636829585562e-08,1.1160359958758653e-06,1.2200762484612999e-06,9.247583274266089e-07,2.912804311080958e-09
9.999999999999999e-11,0.13078693204177644,0.46346346346346345,0.0,0.0,0.0,0.07307129877870254,0.0,2.5845885634927703e-07,1.3661891018154308e-11,1.5013314186868342e-12,6.296184040654524e-09,3.812428462892858e-12,1.7383507175013514e-07,8.813838904444164e-14,0.0,0.46346346345616,2.9188267214233987e-08,1.1439747643829924e-06,1.2534638224510618e-06,9.451194567917314e-07,2.9840142528459244e-09
1.069249137460597e-10,0.13078693204177644,0.46346346346346345,0.0,0.0,0.0,0.07307117591038462,0.0,2.9380475711460255e-07,1.5645051150176215e-11,1.7036543092567355e-12,7.1438456776740724e-09,4.6333004144132626e-12,1.9720387680932526e-07,1.003153685809263e-13,0.0,0.46346346345552203,3.311398811958842e-08,1.2185875753123553e-06,1.3433573036953733e-06,9.988607175032314e-07,3.173834472803475e-09
1.1642921301993455e-10,0.1307869610383141,0.46346346346346345,0.0,0.0,0.0,0.07307100727603925,0.0,3.456439062169766e-07,1.8591152519958476e-11,1.9994665490441474e-12,8.382774649704066e-09,5.9341446700908275e-12,2.313480634887878e-07,1.1821348011048146e-13,0.0,0.46346346345471584,3.8900371369563645e-08,1.3200619929252097e-06,1.4673370482587741e-06,1.070479840914118e-06,3.43119650821366e-09
1.259335122938094e-10,0.130786990538777,0.46346346346346345,0.0,0.0,0.0,0.07307083864148176,0.0,4.0125167866423e-07,2.1798066467872596e-11,2.315662701782491e-12,9.706502684633053e-09,7.44959373628542e-12,2.678152780657412e-07,1.3746080682466595e-13,0.0,0.46346346345401607,4.514707599819076e-08,1.4204705600211874e-06,1.5920020554183114e-06,1.139698988188494e-06,3.684993140168057e-09
1.3543781156768424e-10,0.13078702053142977,0.46346346346346345,0.0,0.0,0.0,0.07307067000666853,0.0,4.605411037667318e-07,2.5267251809391114e-11,2.651616652762573e-12,1.1112270505817418e-08,9.193536428650058e-12,3.0652765534037865e-07,1.5803338210457182e-13,0.0,0.4634634634534518,5.185344410645129e-08,1.519824469126847e-06,1.717339058020299e-06,1.2065986559471903e-06,3.9353252571146496e-09
1.449421108415591e-10,0.13078705100490054,0.46346346346346345,0.0,0.0,0.0,0.07307050137155621,0.0,5.234278992438747e-07,2.9000141685670008e-11,3.0067263061477682e-12,1.2597411092011626e-08,1.1179397902213731e-11,3.474099417387575e-07,1.7990788665582162e-13,0.0,0.46346346345305217,5.901886782495818e-08,1.6181347952355617e-06,1.8433349467585071e-06,1.2712566406278177e-06,4.182291950987114e-09
1.5444641011543394e-10,0.13078708194816924,0.46346346346346345,0.0,0.0,0.0,0.07307033273610146,0.0,5.898303828967708e-07,3.299814391194529e-11,3.3804127463563677e-12,1.4159346609013259e-08,1.3420155287384114e-11,3.903894077244959e-07,2.0306162829600952e-13,0.0,0.4634634634528466,6.66427867613183e-08,1.7154124970416677e-06,1.969976768460184e-06,1.333748129068643e-06,4.4259905541369715e-09
1.6395070938930878e-10,0.13078711335055593,0.46346346346346345,0.0,0.0,0.0,0.07307016410026125,0.0,6.596693872164572e-07,3.726264131919291e-11,3.772119428891242e-12,1.5795585443515826e-08,1.5928352802067628e-11,4.353957631388464e-07,2.274725224007697e-13,0.0,0.4634634634528653,7.47246855437917e-08,1.8116684181617714e-06,2.097251724390069e-06,1.3941457860635628e-06,4.6665166753329955e-09
1.7345500866318363e-10,0.13078714520170967,0.46346346346346345,0.0,0.0,0.0,0.07306999546399257,0.0,7.32868176824284e-07,4.1794992089380114e-11,4.181311399502214e-12,1.7503719335568873e-08,1.871611635846073e-11,4.823610753658162e-07,2.5311907298563503e-13,0.0,0.4634634634531382,8.326409145769576e-08,1.9069132883432985e-06,2.225147168572317e-06,1.4525198389950609e-06,4.903964234855893e-09
1.8295930793705848e-10,0.13078717749159763,0.46346346346346345,0.0,0.0,0.0,0.07306982682725262,0.0,8.093523686676729e-07,4.6596530084546434e-11,4.607474540849591e-12,1.9281420606969017e-08,2.179516767830913e-11,5.312196902455104e-07,2.7998035440672846e-13,0.0,0.46346346345369577,9.226057217189862e-08,2.001157724660258e-06,2.353650606130317e-06,1.508938159624612e-06,5.138425498708639e-09
1.9246360721093333e-10,0.1307872102104948,0.46346346346346345,0.0,0.0,0.0,0.0730696581899987,0.0,8.890498548834259e-07,5.16685651699869e-11,5.050114845733111e-12,2.112643948252345e-08,2.5176837932379656e-11,5.819081556479521e-07,3.080359936608045e-13,0.0,0.46346346345456857,1.0171373355242232e-07,2.094412232696406e-06,2.4827496916441892e-06,1.5634663431312977e-06,5.369991111967243e-09
2.0196790648480817e-10,0.13078724334897393,0.46346346346346345,0.0,0.0,0.0,0.07306948955218824,0.0,9.718907282367743e-07,5.701238353180882e-11,5.5087577159158096e-12,2.3036601500988772e-08,2.8872080920593365e-11,6.343651476156711e-07,3.3726615326425e-13,0.0,0.46346346345578776,1.1162321756004822e-07,2.1866872077159733e-06,2.6124322275257143e-06,1.6161677844934866e-06,5.598750131298159e-09
2.1147220575868302e-10,0.13078727689789554,0.46346346346346345,0.0,0.0,0.0,0.07306932091377878,0.0,1.0578072100440154e-06,6.262924798912198e-11,5.982947285570062e-12,2.500980501247558e-08,3.289148580933348e-11,6.885313989829899e-07,3.6765151469057375e-13,0.0,0.4634634634573844,1.2198870022879934e-07,2.2779929358221314e-06,2.742686162410445e-06,1.6671037523088275e-06,5.824790056668449e-09
2.2097650503255787e-10,0.1307873108483987,0.46346346346346345,0.0,0.0,0.0,0.07306915227472796,0.0,1.1467335804941808e-06,6.852039830108871e-11,6.4722457684527075e-12,2.704401875937358e-08,3.724528944108255e-11,7.443496303874997e-07,3.9917326234761315e-13,0.0,0.4634634634593899,1.328098897224201e-07,2.368339595103314e-06,2.8734995895668554e-06,1.7163334601399504e-06,6.04819686227242e-09
2.3048080430643272e-10,0.13078734519189175,0.46346346346346345,0.0,0.0,0.0,0.07306898363499359,0.0,1.2386061112910953e-06,7.468705146903541e-11,6.97623282797987e-12,2.9137279538057746e-08,4.194338823048304e-11,8.01764483595138e-07,4.318130680769921e-13,0.0,0.46346346346183614,1.4408652446617364e-07,2.4577372567674985e-06,3.0048607453223587e-06,1.763914135467184e-06,6.269055026696671e-09
2.3998510358030756e-10,0.13078737992004366,0.46346346346346345,0.0,0.0,0.0,0.07306881499453349,0.0,1.3333630005400852e-06,8.113040203381418e-11,7.494504969405904e-12,3.128768993873741e-08,4.6995349660389985e-11,8.607224570631786e-07,4.655530761589932e-13,0.0,0.46346346346475487,1.5581837135138195e-07,2.5461958862645546e-06,3.136758007506052e-06,1.80990108632656e-06,6.48744756234498e-09
2.494894028541824e-10,0.13078741502477548,0.46346346346346345,0.0,0.0,0.0,0.07306864635330566,0.0,1.4309443098043965e-06,8.785162236859497e-11,8.026674953322652e-12,3.3493416160838263e-08,5.241042339133617e-11,9.211718436662631e-07,5.003758888061704e-13,0.0,0.46346346346817835,1.6800522401016635e-07,2.6337253443968187e-06,3.269179893907967e-06,1.8543477657105674e-06,6.703456044144238e-09
2.5899370212805726e-10,0.130787450498252,0.46346346346346345,0.0,0.0,0.0,0.07306847771126812,0.0,1.5312919032578637e-06,9.485186296725952e-11,8.572371229712883e-12,3.5752685901358436e-08,5.819755199756367e-11,9.830626705120732e-07,5.362645521293481e-13,0.0,0.4634634634721391,1.806469011578992e-07,2.72033538841799e-06,3.402115060754686e-06,1.8973058338075683e-06,6.917160637552431e-09
2.684980014019321e-10,0.1307874863328737,0.46346346346346345,0.0,0.0,0.0,0.07306830906837904,0.0,1.6343493888630018e-06,1.0213225272855465e-10,9.131237391820948e-12,3.8063786313732276e-08,6.43653813423002e-11,1.046346640775892e-06,5.732025425602411e-13,0.0,0.4634634634766695,1.9374324500096258e-07,2.8060356731205053e-06,3.5355523012011133e-06,1.9388252181530595e-06,7.128640125888794e-09
2.7800230067580695e-10,0.13078752252126963,0.46346346346346345,0.0,0.0,0.0,0.07306814042459663,0.0,1.7400620615067762e-06,1.0969389923615082e-10,9.702931649137033e-12,4.0425062034841376e-08,7.09222706044105e-11,1.1109770774863432e-06,6.111737537155967e-13,0.0,0.46346346348180256,2.072941197075183e-07,2.8908357519114927e-06,3.6694805438382505e-06,1.9789541717628225e-06,7.337971937005434e-09
2.875065999496818e-10,0.130787559056289,0.46346346346346345,0.0,0.0,0.0,0.07306797177987916,0.0,1.8483768480288415e-06,1.1753788903473968e-10,1.0287126318819903e-11,4.2834913277902386e-08,7.787630196809048e-11,1.1769088691971857e-06,6.501624836883329e-13,0.0,0.4634634634875713,2.2129940993907812e-07,2.974745077877419e-06,3.8038888512168083e-06,2.017739329315321e-06,7.545232169319082e-09
2.9701089922355665e-10,0.13078759593099498,0.46346346346346345,0.0,0.0,0.0,0.07306780313418505,0.0,1.9592422540791086e-06,1.256652879022973e-10,1.0883507334905955e-11,4.529179398903165e-08,8.523528998690504e-11,1.2440984174820542e-06,6.901534227515908e-13,0.0,0.4634634634940089,2.3575901944073602e-07,3.057773004837567e-06,3.938766418386495e-06,2.0552257614486242e-06,7.750495617221049e-09
3.065151984974315e-10,0.13078763313865704,0.46346346346346345,0.0,0.0,0.0,0.07306763448747271,0.0,2.072608312743332e-06,1.3407714111863061e-10,1.1491773774673431e-11,4.7794210065352e-08,9.300679063313614e-11,1.3125035861909176e-06,7.311316414620246e-13,0.0,0.4634634635011489,2.506728696879886e-07,3.139928788386438e-06,4.074102571450799e-06,2.091457027235178e-06,7.953835795883046e-09
3.1601949777130634e-10,0.13078767067274463,0.46346346346346345,0.0,0.0,0.0,0.07306746583970068,0.0,2.1884265348774173e-06,1.4277447373031841e-10,1.2111637401552435e-11,5.034071763257567e-08,1.0119811004304964e-10,1.3820836524090058e-06,7.730825791490944e-13,0.0,0.46346346350902484,2.660408985881374e-07,3.221221586925219e-06,4.209886766137123e-06,2.1264752248957367e-06,8.155324965475917e-09
3.3502809631905604e-10,0.13078774669503518,0.46346346346346345,0.0,0.0,0.0,0.07306712854081182,0.0,2.4272326193367634e-06,1.6102957771648983e-10,1.338506410844801e-11,5.556047309057405e-08,1.1886823023249183e-10,1.5246123730862513e-06,8.598461470744377e-13,0.0,0.46346346352712015,2.9813931883751305e-07,3.381254382696784e-06,4.482757742969619e-06,2.193033792774725e-06,8.553033183078467e-09
3.5213583501203076e-10,0.13078781616982343,0.46346346346346345,0.0,0.0,0.0,0.07306682496777273,0.0,2.6500866453509524e-06,1.7844538900854665e-10,1.4568163419361084e-11,6.039553171343088e-08,1.3627559104480068e-10,1.656525133340213e-06,9.411211490352636e-13,0.0,0.46346346354626444,3.2858085863874806e-07,3.5224224131114613e-06,4.7297707486088195e-06,2.2491819268128834e-06,8.905340170428771e-09
3.692435737050055e-10,0.13078788660912816,0.46346346346346345,0.0,0.0,0.0,0.07306652139065763,0.0,2.880194211416153e-06,1.9680119757599538e-10,1.5784889765352627e-11,6.53531171667917e-08,1.551462345074129e-10,1.7916709874567058e-06,1.025337028283229e-12,0.0,0.463463463568325,3.6049359623044287e-07,3.6609324680385366e-06,4.97807720114015e-06,2.3019926717858174e-06,9.252718759845258e-09
3.863513123979802e-10,0.13078795798130088,0.46346346346346345,0.0,0.0,0.0,0.07306621780922663,0.0,3.117319993702488e-06,2.1610228357324365e-10,1.7033966178683914e-11,7.042641802930815e-08,1.7551478632270974e-10,1.929857650866655e-06,1.1124208145760003e-12,0.0,0.4634634635935044,3.9387761082434214e-07,3.796834576963332e-06,5.227620110370168e-06,2.351664812085214e-06,9.59554798505813e-09
4.0345905109095494e-10,0.13078803025628827,0.46346346346346345,0.0,0.0,0.0,0.07306591422324023,0.0,3.361240752843499e-06,2.363537347404764e-10,1.8314217535501817e-11,7.560903132209226e-08,1.9741385227731235e-10,2.070904293724837e-06,1.2023026113037643e-12,0.0,0.46346346362200713,4.2873306746358686e-07,3.930177827683726e-06,5.478343737928143e-06,2.398385292750886e-06,9.934195450852367e-09
4.2056678978392967e-10,0.1307881034056081,0.46346346346346345,0.0,0.0,0.0,0.07306561063245938,0.0,3.611744640042094e-06,2.575604508733978e-10,1.962456426445076e-11,8.089493847444925e-08,2.208741400027698e-10,2.214640857808324e-06,1.2949154333446765e-12,0.0,0.463463463654039,4.6506020021616037e-07,4.0610103840418935e-06,5.730193572711513e-06,2.442329925831454e-06,1.0269017704305991e-08
4.376745284769044e-10,0.13078817740221058,0.46346346346346345,0.0,0.0,0.0,0.07306530703664543,0.0,3.86863054459575e-06,2.7972714819574077e-10,2.0964016448690342e-11,8.627848273091895e-08,2.4592457337845673e-10,2.3609074146385834e-06,1.3901950543164434e-12,0.0,0.46346346368980745,5.028592966604063e-07,4.189379503317459e-06,5.983116306805695e-06,2.4836640541086734e-06,1.0600360590900436e-08
4.547822671698791e-10,0.1307882522204247,0.46346346346346345,0.0,0.0,0.0,0.07306500343556015,0.0,4.131707479589747e-06,3.0285836364021633e-10,2.2331668288582835e-11,9.175434788641755e-08,2.7259240015688264e-10,2.5095535615836223e-06,1.48807986249321e-12,0.0,0.46346346372952135,5.421306835557636e-07,4.3153315532957725e-06,6.237059811858973e-06,2.522543175540331e-06,1.0928559596536168e-08
4.718900058628538e-10,0.13078832783586578,0.46346346346346345,0.0,0.0,0.0,0.0730646998289655,0.0,4.400794004619416e-06,3.269584590379958e-10,2.372669291373124e-11,9.731753830977967e-08,3.00903293015154e-10,2.6604378547998382e-06,1.588510725134238e-12,0.0,0.4634634637733911,5.828747136584846e-07,4.438912029009495e-06,6.4919731159150106e-06,2.5591135296013396e-06,1.1253940175736536e-08
4.889977445558286e-10,0.13078840422536783,0.46346346346346345,0.0,0.0,0.0,0.07306439621662392,0.0,4.675717682539441e-06,3.520316252212045e-10,2.5148337514699263e-11,1.0296336015116402e-07,3.3088144456801927e-10,2.8134272760178884e-06,1.6914308605496189e-12,0.0,0.46346346382162823,6.250917535831547e-07,4.560165569164952e-06,6.747806380686884e-06,2.593512648621524e-06,1.1576818066979565e-08
5.061054832488033e-10,0.1307884813669116,0.46346346346346345,0.0,0.0,0.0,0.073064092598298,0.0,4.956314568070615e-06,3.780818860409288e-10,2.6595918773111344e-11,1.0868740365775834e-07,3.6254965672947705e-10,2.968396731006395e-06,1.7967857174158912e-12,0.0,0.46346346387444565,6.687821726375193e-07,4.679135972259556e-06,7.00451087926381e-06,2.6258698763607455e-06,1.1897499595814957e-08
5.23213221941778e-10,0.13078855923956104,0.46346346346346345,0.0,0.0,0.0,0.07306378897375075,0.0,5.2424287262498055e-06,4.0511310230325155e-10,2.806881857024383e-11,1.1448552652763401e-07,3.9592942478223164e-10,3.125228577702867e-06,1.9045228608889253e-12,0.0,0.4634634639320572,7.139463325636855e-07,4.795866212397098e-06,7.262038974240965e-06,2.6563068559009803e-06,1.2216281966388e-08
5.403209606347527e-10,0.1307886378234012,0.46346346346346345,0.0,0.0,0.0,0.07306348534274527,0.0,5.533911779155788e-06,4.3312897562487216e-10,2.9566479958718005e-11,1.203538382471594e-07,4.310410164345251e-10,3.2838121824469345e-06,2.0145918651619783e-12,0.0,0.4634634639946781,7.605845781332944e-07,4.910398454805356e-06,7.520344096266203e-06,2.684937988474044e-06,1.2533453541846173e-08
5.574286993277275e-10,0.13078871709948076,0.46346346346346345,0.0,0.0,0.0,0.07306318170504497,0.0,5.8306224793164156e-06,4.6213305221002836e-10,3.1088403381699393e-11,1.262886853564363e-07,4.679035461486547e-10,3.444043502724099e-06,2.126944212110397e-12,0.0,0.4634634640625245,8.086972285436205e-07,5.022774071061266e-06,7.779380722996245e-06,2.7118708648714076e-06,1.2849294114120343e-08
5.745364380207022e-10,0.13078879704975765,0.46346346346346345,0.0,0.0,0.0,0.07306287806041349,0.0,6.132426308204849e-06,4.921287265504367e-10,3.263414312413611e-11,1.322866375873053e-07,5.065350450249428e-10,3.6058246948308007e-06,2.2415331956647746e-12,0.0,0.4634634641358137,8.582845695617575e-07,5.133033654029114e-06,8.039104358454694e-06,2.737206671079882e-06,1.3164075163575888e-08
5.916441767136769e-10,0.13078887765704794,0.46346346346346345,0.0,0.0,0.0,0.07306257440861465,0.0,6.439195098264892e-06,5.231192450500181e-10,3.4203303980914924e-11,1.3834447481959158e-07,5.469525265191371e-10,3.7690637449039525e-06,2.358313831561384e-12,0.0,0.46346346421476364,9.093468463653048e-07,5.241217032517602e-06,8.29947151278367e-06,2.761040569753471e-06,1.3478060109024305e-08
6.087519154066516e-10,0.13078895890497744,0.46346346346346345,0.0,0.0,0.0,0.07306227074941252,0.0,6.750806677041874e-06,5.55107709575987e-10,3.579553812817821e-11,1.4445917480601514e-07,5.891720482468333e-10,3.933674121894424e-06,2.477242772149342e-12,0.0,0.46346346429959356,9.61884257032535e-07,5.347363285661179e-06,8.560439682381421e-06,2.7834620589906947e-06,1.3791504548545441e-08
6.258596540996264e-10,0.13078904077793677,0.46346346346346345,0.0,0.0,0.0,0.07306196708257137,0.0,7.067144532123435e-06,5.880970809377303e-10,3.741054218531718e-11,1.5062790162064119e-07,6.33208770105695e-10,4.099574451191598e-06,2.598278225962567e-12,0.0,0.4634634643905231,1.0158969466393242e-06,5.451510757030811e-06,8.821967330418734e-06,2.8045553097546197e-06,1.4104656491532969e-08
6.429673927926011e-10,0.13078912326103845,0.46346346346346345,0.0,0.0,0.0,0.07306166340785562,0.0,7.388097495682816e-06,6.220901822948029e-10,3.9048054456057434e-11,1.5684799478882384e-07,6.790770089304556e-10,4.266688207694396e-06,2.7213798817843894e-12,0.0,0.4634634644877729,1.0713850019231218e-06,5.553697068479113e-06,9.08401386772714e-06,2.8243994831815864e-06,1.4417756582350114e-08
6.600751314855758e-10,0.13078920634007685,0.46346346346346345,0.0,0.0,0.0,0.07306135972502996,0.0,7.71355944747025e-06,6.570897024953456e-10,4.070785233760321e-11,1.6311695905843913e-07,7.267902898862154e-10,4.434943427177037e-06,2.8465088369444673e-12,0.0,0.4634634645915645,1.1283484464760546e-06,5.653959133724821e-06,9.346539634051992e-06,2.8430690289698542e-06,1.4731038315968887e-08
6.771828701785506e-10,0.13078929000149003,0.46346346346346345,0.0,0.0,0.0,0.07306105603385918,0.0,8.043429035151074e-06,6.930981993462073e-10,4.2389749887349626e-11,1.6943245477405323e-07,7.763613947960434e-10,4.6042724348509995e-06,2.9736275295995373e-12,0.0,0.46346346470211974,1.186787236431119e-06,5.752333171681525e-06,9.609505879663428e-06,2.860633965984472e-06,1.5044728245951666e-08
6.942906088715253e-10,0.13078937423232462,0.46346346346346345,0.0,0.0,0.0,0.07306075233410829,0.0,8.37760941095431e-06,7.301181028160124e-10,4.4093595537321476e-11,1.7579228881793898e-07,8.278024075872819e-10,4.774611590089514e-06,3.1026996747640656e-12,0.0,0.46346346481966133,1.2467012566076106e-06,5.8488547195355575e-06,9.872874747318408e-06,2.8771601461474187e-06,1.5359046185115927e-08
7.113983475645e-10,0.13078945902020175,0.46346346346346345,0.0,0.0,0.0,0.07306044862554255,0.0,8.71600798366508e-06,7.681517181723668e-10,4.581926994719005e-11,1.821944060842811e-07,8.811247570284945e-10,4.945901046350764e-06,3.2336902038725408e-12,0.0,0.4634634649444125,1.3080903170843168e-06,5.943558645577744e-06,1.0136609254567152e-05,2.892709502610021e-06,1.5674205399202546e-08
7.285060862574747e-10,0.13078954435328588,0.46346346346346345,0.0,0.0,0.0,0.07306014490792735,0.0,9.058536185056861e-06,8.072012290543534e-10,4.756668398734091e-11,1.8863688145508625e-07,9.363392569178573e-10,5.118084525398175e-06,3.3665652076690987e-12,0.0,0.4634634650765973,1.3709541501711076e-06,6.036479161793631e-06,1.040067327639756e-05,2.907340283140105e-06,1.5990412793850348e-08
7.456138249504495e-10,0.13078963022025483,0.46346346346346345,0.0,0.0,0.0,0.07305984118102836,0.0,9.405109249912003e-06,8.472687004814338e-10,4.933577684399039e-11,1.9511791224815017e-07,9.934561438743797e-10,5.291109104968975e-06,3.5012918822320383e-12,0.0,0.4634634652164398,1.43529240775135e-06,6.127649836216734e-06,1.0665031528211157e-05,2.921107269601887e-06,1.6307869095164242e-08
7.627215636434242e-10,0.13078971661027164,0.46346346346346345,0.0,0.0,0.0,0.07305953744461134,0.0,9.755646008826554e-06,8.88356081799861e-10,5.112651423881933e-11,2.0163581110908307e-07,1.0524851128748814e-09,5.4649250190894376e-06,3.6378384779513583e-12,0.0,0.4634634653641648,1.501104658969184e-06,6.21710360504925e-06,1.0929649549124384e-05,2.934061984357655e-06,1.6626769024151073e-08
7.798293023363989e-10,0.13078980351295857,0.46346346346346345,0.0,0.0,0.0,0.07305923369844239,0.0,1.0110068693041726e-05,9.30465209567688e-10,5.2938886756049345e-11,2.081889993210122e-07,1.1134353506713811e-09,5.639485470281668e-06,3.776174251287905e-12,0.0,0.4634634655199976,1.568390388237277e-06,6.3048727845546456e-06,1.1194493685589005e-05,2.946252884372296e-06,1.6947301465283684e-08
7.969370410293736e-10,0.1307898909183717,0.46346346346346345,0.0,0.0,0.0,0.07305892994228766,0.0,1.046830275059021e-05,9.73597810379433e-10,5.4772908270336945e-11,2.1477600050717817e-07,1.1763155672153577e-09,5.814746452952566e-06,3.91626941915296e-12,0.0,0.46346346568416374,1.63714899354222e-06,6.390989082726364e-06,1.1459531075325618e-05,2.9577255437543515e-06,1.726964962944067e-08
8.140447797223484e-10,0.13078997881697785,0.46346346346346345,0.0,0.0,0.0,0.07305862617591372,0.0,1.0830276673089051e-05,1.0177555036314464e-09,5.662861446928575e-11,2.2139543470315637e-07,1.2411340252075877e-09,5.990666587299108e-06,4.058095115756945e-12,0.0,0.46346346585688913,1.7073797850262148e-06,6.47548361073695e-06,1.1724729631564388e-05,2.9685228254223075e-06,1.7593991211456378e-08
8.311525184153231e-10,0.13079006719963276,0.46346346346346345,0.0,0.0,0.0,0.07305832239908719,0.0,1.1195921832550954e-05,1.0629398042290045e-09,5.850606146476837e-11,2.280460127768321e-07,1.307898567885126e-09,6.16720696310406e-06,4.201623351784831e-12,0.0,0.4634634660384001,1.7790819838250304e-06,6.5583868941716375e-06,1.1990058027587117e-05,2.9786850425434416e-06,1.792049854250398e-08
8.482602571082978e-10,0.1307901560575594,0.46346346346346345,0.0,0.0,0.0,0.07305801861157507,0.0,1.1565172327622578e-05,1.10915212523615e-09,6.040532448760767e-11,2.3472653117554022e-07,1.3766166451504091e-09,6.344330992833134e-06,4.346826975764215e-12,0.0,0.4634634662289232,1.8522547211434787e-06,6.639728884050508e-06,1.2255485681565019e-05,2.9882501103544307e-06,1.8249338737523745e-08
8.653679958012725e-10,0.13079024538232933,0.46346346346346345,0.0,0.0,0.0,0.07305771481314446,0.0,1.1937964838693311e-05,1.1563937804692693e-09,6.232649666050354e-11,2.4143586698099143e-07,1.4472953381412758e-09,6.522004273479224e-06,4.493679637499735e-12,0.0,0.4634634664286851,1.9268970375508186e-06,6.7195389676431845e-06,1.2520982741686589e-05,2.997253688937083e-06,1.8580673837898105e-08
8.824757344942473e-10,0.13079033516584376,0.46346346346346345,0.0,0.0,0.0,0.07305741100356286,0.0,1.2314238491350857e-05,1.204665987035407e-09,6.426968784440942e-11,2.481729732537576e-07,1.5199413823348283e-09,6.700194456632377e-06,4.642155753455033e-12,0.0,0.4634634666379126,2.0030078824795995e-06,6.797845979079959e-06,1.2786520071570086e-05,3.0057293174883783e-06,1.8914660949565616e-08
8.99583473187222e-10,0.13079042540031618,0.46346346346346345,0.0,0.0,0.0,0.07305710718259795,0.0,1.2693934727691458e-05,1.2539698678162814e-09,6.623502355386397e-11,2.5493687465017886e-07,1.5945611892724397e-09,6.878871126285428e-06,4.792230473970397e-12,0.0,0.4634634668568332,2.0805861139125445e-06,6.8746782097632e-06,1.3052069235955207e-05,3.013708540591705e-06,1.9251452376756255e-08
9.166912118801967e-10,0.13079051607825604,0.46346346346346345,0.0,0.0,0.0,0.07305680335001766,0.0,1.3076997185021737e-05,1.3043064538989827e-09,6.822264393706423e-11,2.6172666329557767e-07,1.6711608669880296e-09,7.058005683914567e-06,4.943879652210932e-12,0.0,0.46346346708567393,2.159630498243008e-06,6.950063418582797e-06,1.331760248666874e-05,3.0212210269658156e-06,1.9591195751521736e-08
9.337989505731715e-10,0.13079060719245325,0.46346346346346345,0.0,0.0,0.0,0.07305649950559029,0.0,1.3463371581516873e-05,1.3556766869542895e-09,7.023270281672934e-11,2.6854149489862505e-07,1.749746239216794e-09,7.23757124040152e-06,5.097079814746216e-12,0.0,0.46346346732466237,2.2401397102955215e-06,7.024028841939307e-06,1.3583092748858934e-05,3.0282946811396355e-06,1.9934034159226384e-08
9.509066892661464e-10,0.13079069873596358,0.46346346346346345,0.0,0.0,0.0,0.07305619564908433,0.0,1.3853005608425336e-05,1.4080814215635617e-09,7.226536678804816e-11,2.753805850925969e-07,1.830322863457014e-09,7.417542514389783e-06,5.251808133668217e-12,0.0,0.4634634675740258,2.3221123334937502e-06,7.096601203578467e-06,1.3848513607493604e-05,3.034955748474468e-06,2.0280106260155914e-08
9.680144279591212e-10,0.13079079070209498,0.46346346346346345,0.0,0.0,0.0,0.07305589178026868,0.0,1.4245848828434907e-05,1.461521427495133e-09,7.432081437023552e-11,2.822432059901104e-07,1.9128960479532254e-09,7.597895736691598e-06,5.408042400159777e-12,0.0,0.4634634678339919,2.4055468601640494e-06,7.1678067242405705e-06,1.4113839294116858e-05,3.041228913930023e-06,2.0629546407394327e-08
9.85122166652096e-10,0.13079088308439454,0.46346346346346345,0.0,0.0,0.0,0.07305558789891246,0.0,1.4641852579837414e-05,1.5159973919311343e-09,7.639923520843648e-11,2.891286829387225e-07,1.9974708676649743e-09,7.778608560385179e-06,5.5657609994309915e-12,0.0,0.4634634681047882,2.4904416919635237e-06,7.23767113112825e-06,1.4379044673859673e-05,3.047137394947092e-06,2.0982484761111905e-08
9.999999999999999e-10,0.13079097587663632,0.46346346346346345,0.0,0.0,0.0,0.07305532361654644,0.0,1.4988772157257846e-05,1.5642153808274e-09,7.822557667133874e-11,2.951347681656764e-07,2.072652863350835e-09,7.93604237896211e-06,5.704112144180423e-12,0.0,0.4634634683492692,2.5654568057196703e-06,7.297358420452988e-06,1.4609565016893636e-05,3.051996270827098e-06,2.129236153420024e-08
1.0022299053450709e-09,0.13079097587663632,0.46346346346346345,0.0,0.0,0.0,0.07305528400478517,0.0,1.504096988615137e-05,1.5715099216456532e-09,7.850082932292162e-11,2.960363914655252e-07,2.0840521792815257e-09,7.959659976263269e-06,5.724942886945839e-12,0.0,0.4634634683866422,2.5767951404222482e-06,7.3062196671960135e-06,1.4644105232699418e-05,3.052703028797413e-06,2.1339047399400633e-08
1.0364453827310203e-09,0.13079116266711158,0.46346346346346345,0.0,0.0,0.0,0.07305467617729697,0.0,1.5848365189167095e-05,1.6856467145848077e-09,8.277438524437056e-11,3.0991623957874217e-07,2.263252695393625e-09,8.322700775730336e-06,6.047615068505474e-12,0.0,0.4634634689844334,2.753870687014779e-06,7.439467731535248e-06,1.51736968616755e-05,3.062886679032921e-06,2.2063530065542563e-08
