Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40)
7.3840435899570116e-09,0.13083855869618075,0.46346346346346345,0.0,0.0,0.0,0.07293681780756636,0.0,0.00025819886691973783,8.735106160164608e-08,4.756657005114288e-09,5.039523446187732e-06,2.4908272128762923e-07,8.157966010970504e-05,1.110834620999281e-10,0.0,0.46346834028750084,9.897442986105496e-05,1.0861439889931059e-05,6.667010180957809e-05,3.3436178813183485e-06,4.85642015692726e-07,1.5961049102510308e-07,2.561597532098178e-06,3.650983459726902e-11,1.0016669696395873e-07,5.189556812502797e-13,4.156715745173346e-11
7.512620265069869e-09,0.13083965283358165,0.46346346346346345,0.0,0.0,0.0,0.07293429705863502,0.0,0.00026400483534434115,9.013823756537265e-08,4.9517951557064174e-09,5.19995223054115e-06,2.5902097055738164e-07,8.318492416417398e-05,1.1382684262046237e-10,0.0,0.4634685703806848,0.00010156221705058435,1.086146771356199e-05,6.700867340426996e-05,3.3498458750210096e-06,4.990621591463258e-07,1.6378205964808196e-07,2.6769505384445414e-06,3.815419764868444e-11,1.0649458641051851e-07,5.517400088881352e-13,4.289050173333999e-11
7.641196940182725e-09,0.13084074990751604,0.46346346346346345,0.0,0.0,0.0,0.07293177020893905,0.0,0.00026982722721969905,9.2960392224811e-08,5.151529135154543e-09,5.36344362746482e-06,2.691910000242956e-07,8.479587590855274e-05,1.1659411767130416e-10,0.0,0.46346880648086664,0.00010415763873649742,1.0861441803696082e-05,6.733352168934579e-05,3.3561044184606102e-06,5.125379236349645e-07,1.679671382551505e-07,2.795168982596026e-06,3.9839425264696134e-11,1.1310132613851365e-07,5.859690409598936e-13,4.4239109790327264e-11
7.769773615295582e-09,0.13084184984846411,0.46346346346346345,0.0,0.0,0.0,0.0729292372416851,0.0,0.000275665490950473,9.581729845244123e-08,5.355877193546263e-09,5.530009954219073e-06,2.7959505229375657e-07,8.641253587593172e-05,1.1938554307940637e-10,0.0,0.4634690486048673,0.00010676011915207184,1.0861369190890446e-05,6.764519734011949e-05,3.362391584548984e-06,5.260656279773609e-07,1.7216474020948993e-07,2.9162560262066564e-06,4.1565563446206544e-11,1.199935418696083e-07,6.216771049317874e-13,4.56130833869703e-11
7.898350290408439e-09,0.13084295258963327,0.46346346346346345,0.0,0.0,0.0,0.07292669814141411,0.0,0.00028151909734478304,9.87087388079717e-08,5.564856996947704e-09,5.69966270339356e-06,2.9023537757408865e-07,8.80349230198698e-05,1.222013851439195e-10,0.0,0.46346929676815535,0.00010936910616756193,1.0861255969726728e-05,6.794422964785152e-05,3.36870552319615e-06,5.396417394779185e-07,1.76373919236107e-07,3.0402141085536305e-06,4.3332647903102497e-11,1.2717785447095546e-07,6.588985031198815e-13,4.701252066224308e-11
8.026926965521295e-09,0.13084405806684116,0.46346346346346345,0.0,0.0,0.0,0.07292415289394645,0.0,0.00028738753865563106,1.0163450527056439e-07,5.778485660004936e-09,5.872412576221356e-06,3.011142332918108e-07,8.966305477828442e-05,1.2504192020409093e-10,0.0,0.4634695509849017,0.00011198407036775056,1.0861107423382725e-05,6.823112726326722e-05,3.3750444585388976e-06,5.532628684101237e-07,1.805937678596207e-07,3.167044978068998e-06,4.514070449551303e-11,1.3466087820871739e-07,6.976675036407731e-13,4.8437506620499744e-11
8.284080315747008e-09,0.13084627698504994,0.46346346346346345,0.0,0.0,0.0,0.07291904390679012,0.0,0.0002991669969366356,1.0758823001765606e-07,6.219755444904088e-09,6.227242729085444e-06,3.23596599689729e-07,9.293661467284213e-05,1.3079822249488153e-10,0.0,0.46347007762928505,0.00011722992100643275,1.0860722029107275e-05,6.877045414045097e-05,3.387790570996837e-06,5.806273029015843e-07,1.890620291240032e-07,3.4293287957071123e-06,4.8879790857956796e-11,1.50549473422323e-07,7.799851627402032e-13,5.1364448972277055e-11
8.51551833095015e-09,0.1308482827744244,0.46346346346346345,0.0,0.0,0.0,0.07291442467706184,0.0,0.00030981455881809737,1.1306207466385812e-07,6.632958804970004e-09,6.5572742885683996e-06,3.4466928519731694e-07,9.59026111877743e-05,1.360663084333758e-10,0.0,0.4634705724295165,0.00012196675176930401,1.0860294269141172e-05,6.921905329935975e-05,3.3993311710853368e-06,6.05377989067722e-07,1.9671159270414862e-07,3.675213604216798e-06,5.2385166096254265e-11,1.659369631308978e-07,8.59706636915672e-13,5.4086839051153284e-11
8.746956346153293e-09,0.13085029653827168,0.46346346346346345,0.0,0.0,0.0,0.07290978536301027,0.0,0.00032050317741986594,1.1864430501745666e-07,7.061468507388842e-09,6.897474047387692e-06,3.665502095567946e-07,9.88874284322027e-05,1.4141911524149352e-10,0.0,0.46347108700950496,0.00012671566261262008,1.0859807153024943e-05,6.963537859003154e-05,3.4109282562831917e-06,6.302277995482959e-07,2.0438323211208637e-07,3.930404937337234e-06,5.6023287211425376e-11,1.8239467210735758e-07,9.44972845999267e-13,5.6893109807516424e-11
8.978394361356436e-09,0.13085231798362035,0.46346346346346345,0.0,0.0,0.0,0.07290512592171403,0.0,0.00033123055607967017,1.2433401663501373e-07,7.505368101467554e-09,7.247879754223629e-06,3.8925275421294255e-07,0.00010189112088199626,1.4685856844616677e-10,0.0,0.4634716214115815,0.0001314742772669678,1.0859273487794127e-05,7.002174241659169e-05,3.4225738136066664e-06,6.551614656631729e-07,2.1207287098812712e-07,4.194891737333139e-06,5.979400216803316e-11,1.9996073356749896e-07,1.035981355916358e-12,5.9783578186254e-11
9.209832376559578e-09,0.13085434683632377,0.46346346346346345,0.0,0.0,0.0,0.0729004463199936,0.0,0.00034199456078667256,1.3013038573544587e-07,7.964737384380184e-09,7.6085231033112005e-06,4.1279035102235424e-07,0.00010491373142176186,1.5238667152539287e-10,0.0,0.4634721756682038,0.00013624039506542437,1.085870315364666e-05,7.038029410789877e-05,3.43426041271175e-06,6.801648345064653e-07,2.1977673340426525e-07,4.468657812320453e-06,6.369708574284684e-11,2.1867309757044826e-07,1.1329287836712114e-12,6.275850428478017e-11
9.44127039176272e-09,0.13085638284133194,0.46346346346346345,0.0,0.0,0.0,0.0728957465336883,0.0,0.0003527932082327727,1.3603266554518454e-07,8.439652768224396e-09,7.97943017819672e-06,4.371764773622695e-07,0.00010795529219520223,1.5800550076849907e-10,0.0,0.4634727498026902,0.0001410119784957419,1.085810377803262e-05,7.071303097525288e-05,3.4459811658164503e-06,7.052247913110503e-07,2.2749132263116063e-07,4.751682250881738e-06,6.77322454380135e-11,2.385695095528774e-07,1.236010686134507e-12,6.581809688454594e-11
9.672708406965863e-09,0.13085842576012574,0.46346346346346345,0.0,0.0,0.0,0.07289102654698555,0.0,0.00036362465479324664,1.4204018286259532e-07,8.930187609781052e-09,8.360621864164751e-06,4.62424651607488e-07,0.00011101582539537673,1.637172005623344e-10,0.0,0.4634733438298998,0.00014578714161299092,1.0857481257480362e-05,7.102180871338799e-05,3.45772969011517e-06,7.303291868491483e-07,2.3521340135803617e-07,5.043939806664575e-06,7.189912698563346e-11,2.5968749074070423e-07,1.345421458560041e-12,6.896253574576709e-11
9.904146422169005e-09,0.13086047537018322,0.46346346346346345,0.0,0.0,0.0,0.07288628635179718,0.0,0.0003744871863433701,1.4815233481804188e-07,9.43641250758555e-09,8.7521142320433e-06,4.885484289353171e-07,0.00011409534399997464,1.695239790551208e-10,0.0,0.4634739577568651,0.0001505641392424807,1.0856840157464274e-05,7.130835118014215e-05,3.4695000725297156e-06,7.554667695146418e-07,2.429399732492701e-07,5.345401255581001e-06,7.619731939568761e-11,2.820643202686787e-07,1.4613542419433685e-12,7.219195442616402e-11
9.999999999999999e-09,0.13086253146349996,0.46346346346346345,0.0,0.0,0.0,0.07288431720929611,0.0,0.00037899479281185226,1.507142892969595e-07,9.650684204302552e-09,8.917276183811877e-06,4.996276097382284e-07,0.00011537633470140282,1.7195732098045632e-10,0.0,0.4634742178518768,0.00015254275804230943,1.0856570056371164e-05,7.142089688388314e-05,3.4743800518953997e-06,7.658851186658025e-07,2.461407057643448e-07,5.472943827458687e-06,7.801582805742032e-11,2.917094111332e-07,1.5113247826921973e-12,7.355437562745765e-11
1.0135584437372148e-08,0.13086253146349996,0.46346346346346345,0.0,0.0,0.0,0.07288152594718122,0.0,0.0003853792088676523,1.5436858582242677e-07,9.958395568112e-09,9.153918894341052e-06,5.155613974423456e-07,0.00011719385245355467,1.754281041739055e-10,0.0,0.463474591583379,0.00015534135694762267,1.0856184011126746e-05,7.157425955753768e-05,3.4812868367677622e-06,7.806271219904764e-07,2.506682657969804e-07,5.656033726644965e-06,8.062635967001716e-11,3.0573701893771245e-07,1.5840008388693607e-12,7.550643941178727e-11
1.036702245257529e-08,0.13086459384566718,0.46346346346346345,0.0,0.0,0.0,0.07287674533880546,0.0,0.000396299239772212,1.6068846468439694e-07,1.0496202644901114e-08,9.566043336130008e-06,5.434771745390517e-07,0.00012031134730143177,1.8143189994923313e-10,0.0,0.4634752453025388,0.00016011730169912216,1.0855515549272434e-05,7.182102092131643e-05,3.493084912560786e-06,8.058006021958811e-07,2.583957143654987e-07,5.975801008864906e-06,8.518573721655289e-11,3.307423344521495e-07,1.7135516370315284e-12,7.890606085807905e-11
1.0598460467778433e-08,0.1308666623348378,0.46346346346346345,0.0,0.0,0.0,0.07287194453844889,0.0,0.00040724589983707723,1.671115618826713e-07,1.1049897553412157e-08,9.988491222572603e-06,5.723094035966117e-07,0.00012344781777871085,1.8753774311486918e-10,0.0,0.46347591890125217,0.00016489059319727562,1.0854836881525264e-05,7.205001624419042e-05,3.504889606971025e-06,8.309782882669601e-07,2.661199473484123e-07,6.304663835981202e-06,8.987489785740517e-11,3.5711672802064987e-07,1.8501955398073163e-12,8.23908524745358e-11
1.0829898482981575e-08,0.13086873676085234,0.46346346346346345,0.0,0.0,0.0,0.07286712356353864,0.0,0.0004182179057556837,1.736375269807636e-07,1.1619542264095404e-08,1.0421262684742145e-05,6.020717508230242e-07,0.0001266032463577543,1.9374805995728842e-10,0.0,0.46347661236070703,0.00016965995580078453,1.0854149639348458e-05,7.22625278658684e-05,3.516696577638272e-06,8.561519273053099e-07,2.7383877235991326e-07,6.642580150699533e-06,9.469324758398209e-11,3.84896362215102e-07,1.9941199033546907e-12,8.596080200776707e-11
1.1061336498184718e-08,0.130870816964387,0.46346346346346345,0.0,0.0,0.0,0.0728622824367203,0.0,0.0004292140632225288,1.8026606617538437e-07,1.2205197075579705e-08,1.0864354585050905e-05,6.327779023506945e-07,0.00012977760925668346,2.0006532339685087e-10,0.0,0.4634773256568072,0.00017442421102470887,1.0853455086190353e-05,7.245974645975762e-05,3.528501807854462e-06,8.813138876712548e-07,2.815501633969697e-07,6.9895053497147565e-06,9.964015611118082e-11,4.1411709000529627e-07,2.1455104798076526e-12,8.961589257386059e-11
1.129277451338786e-08,0.130872902796181,0.46346346346346345,0.0,0.0,0.0,0.07285742118545871,0.0,0.0004402332605293366,1.8699693997011063e-07,1.2806920769788593e-08,1.131776076374796e-05,6.644415615184546e-07,0.00013297087691150326,2.0649205028228884e-10,0.0,0.46347805876057796,0.0001791822705704799,1.0852754200911299e-05,7.264277752505068e-05,3.5403015833576547e-06,9.064571146031754e-07,2.89252248909564e-07,7.345392510817968e-06,1.0471496005724108e-10,4.4481444488713027e-07,2.304551366125748e-12,9.335608104478514e-11
1.1524212528591003e-08,0.13087499411631268,0.46346346346346345,0.0,0.0,0.0,0.07285253984166805,0.0,0.00045127446262995484,1.9382996096641694e-07,1.34247707507287e-08,1.1781472267751032e-05,6.970764463314795e-07,0.00013618301441439484,2.1303079887993604e-10,0.0,0.4634788116385405,0.0001839331298516348,1.0852047741466403e-05,7.281264743137356e-05,3.5520924707415403e-06,9.315750889518939e-07,2.9694330071779787e-07,7.71019260336143e-06,1.0991696591509584e-10,4.770236320230715e-07,2.471424958190379e-12,9.718127538522067e-11
1.1755650543794145e-08,0.13087709079353338,0.46346346346346345,0.0,0.0,0.0,0.07284763844136803,0.0,0.00046233670563611295,2.0076499176432945e-07,1.405880316860029e-08,1.2255477563024967e-05,7.306962870834159e-07,0.00013941398192065553,2.1968416654030026e-10,0.0,0.46347958425306196,0.00018867586197975,1.085133629463049e-05,7.297030904361073e-05,3.563871297375975e-06,9.566617888205093e-07,3.0462172371587793e-07,8.08385468331795e-06,1.1524545292233356e-10,5.107795203162973e-07,2.64631190975027e-12,1.0109138900711797e-10
1.1987088558997288e-08,0.13087919270464793,0.46346346346346345,0.0,0.0,0.0,0.07284271702436508,0.0,0.00047341909171107877,2.0780194296589983e-07,1.4709073030687254e-08,1.2739762731835701e-05,7.653148241267e-07,0.00014266373502654336,2.26454787527282e-10,0.0,0.4634803765626777,0.00019340961217788306,1.0850620315158477e-05,7.311664695428479e-05,3.575635132737284e-06,9.817116539106588e-07,3.122860463073952e-07,8.466326074055342e-06,1.2069967557684795e-10,5.461166353477251e-07,2.8293910958230317e-12,1.0508632103866634e-10
1.221852657420043e-08,0.1308812997339411,0.46346346346346345,0.0,0.0,0.0,0.07283777563395627,0.0,0.0004845207843324127,2.1494077127558996e-07,1.5375634300298006e-08,1.3234311655894004e-05,8.009458057786715e-07,0.0001459322251200714,2.333453309975207e-10,0.0,0.4634811885223923,0.00019813359259172788,1.084990015621788e-05,7.3252482349719e-05,3.5873812710529257e-06,1.0067195523898522e-06,3.199349115210312e-07,8.857552533835485e-06,1.2627886596758432e-10,5.830691531124099e-07,3.020839580238018e-12,1.0916591472210951e-10
1.2449964589403572e-08,0.13088341177264373,0.46346346346346345,0.0,0.0,0.0,0.07283281431665461,0.0,0.0004956410038974179,2.221814776923737e-07,1.6058539984894306e-08,1.3739106186238667e-05,8.376029863522818e-07,0.00014921939970663397,2.403584991184827e-10,0.0,0.4634820200839583,0.00020284707747101374,1.0849176092620709e-05,7.337857753433317e-05,3.5991072151720875e-06,1.0316807501085126e-06,3.2756706875980567e-07,9.257478410966815e-06,1.3198223611018404e-10,6.216708944968946e-07,3.220832587035949e-12,1.1333002670886667e-10
1.2681402604606715e-08,0.13088552871843842,0.46346346346346345,0.0,0.0,0.0,0.07282783312193424,0.0,0.0005067790236461855,2.2952410578874837e-07,1.6757842214456086e-08,1.4254126300978574e-05,8.75300124301021e-07,0.00015252520271124154,2.4749702531445013e-10,0.0,0.4634828711961344,0.00020754939869526288,1.0848448338530118e-05,7.349564013577788e-05,3.610810661579562e-06,1.0565908820060266e-06,3.3518136613974476e-07,9.666046787488374e-06,1.3780897993645727e-10,6.619553204423169e-07,3.429543475404013e-12,1.1757851467447966e-10
1.2912840619809857e-08,0.1308876504750007,0.46346346346346345,0.0,0.0,0.0,0.07282283210199389,0.0,0.0005179341658785938,2.3696874007213499e-07,1.74735923110506e-08,1.4779350251742059e-05,9.140509804684354e-07,0.00015584957475904,2.54763672630253e-10,0.0,0.4634837418049257,0.00021223994161946694,1.0847717061160384e-05,7.36043270124077e-05,3.6224894864746246e-06,1.0814459255538894e-06,3.42776743376291e-07,1.0083199612212945e-05,1.437582750911179e-10,7.039555277412446e-07,3.64714371788945e-12,1.2191116937286866e-10
1.3144278635013e-08,0.13088977695157308,0.46346346346346345,0.0,0.0,0.0,0.07281781131153729,0.0,0.0005291057984435359,2.4451550442444786e-07,1.8205840850486082e-08,1.531475469944062e-05,9.538693164334299e-07,0.0001591924534356761,2.621612322035355e-10,0.0,0.4634846318538064,0.00021691814121684003,1.0846982391508668e-05,7.370524788357822e-05,3.634141732840752e-06,1.1062421760927518e-06,3.503522251794183e-07,1.0508877823899443e-05,1.49829284852418e-10,7.477042454199158e-07,3.873802881672154e-12,1.2632779966547385e-10
1.3375716650216142e-08,0.13089190806257034,0.46346346346346345,0.0,0.0,0.0,0.0728127708075699,0.0,0.0005402933314806191,2.521645606159552e-07,1.8954637716839606e-08,1.586031484033449e-05,9.947688929433925e-07,0.00016255377352895244,2.696925218372934e-10,0.0,0.46348554128392566,0.00022158347849749962,1.0846244432723236e-05,7.37989687020928e-05,3.6457655984366305e-06,1.130976223929666e-06,3.5790691512127054e-07,1.0943021465264614e-05,1.560211597125608e-10,7.932338316614761e-07,4.109688612620412e-12,1.3082823592391977e-10
1.3607154665419285e-08,0.1308940437272126,0.46346346346346345,0.0,0.0,0.0,0.07280771064920963,0.0,0.0005514962143961807,2.5991610688986044e-07,1.9720032150569236e-08,1.641600452312092e-05,1.0367634684278893e-06,0.00016593346725310264,2.7736038466515235e-10,0.0,0.4634864700343003,0.00022623547718351151,1.0845503266534825e-05,7.388601478681331e-05,3.657359424643785e-06,1.155644933071465e-06,3.65439989942843e-07,1.1385569788489344e-05,1.6233303871973585e-10,8.40576271229232e-07,4.354966621924751e-12,1.354122267730208e-10
1.3838592680622427e-08,0.13089618386918495,0.46346346346346345,0.0,0.0,0.0,0.07280263089751178,0.0,0.0005627139330567348,2.677703766142843e-07,2.0502072790855165e-08,1.698179635738279e-05,1.0798667975863217e-06,0.000169331464456927,2.8516768790240217e-10,0.0,0.4634874180419919,0.00023087370062211188,1.0844758958164354e-05,7.3966873732164e-05,3.6689216861107163e-06,1.1802454214789864e-06,3.7295069426858763e-07,1.1836461352828307e-05,1.6876405107994405e-10,8.897631733518499e-07,4.6098006751614904e-12,1.4007953852035293e-10
1.407003069582557e-08,0.1308983284163215,0.46346346346346345,0.0,0.0,0.0,0.07279753161530646,0.0,0.0005739460071840872,2.7572763699850843e-07,2.1300807712757977e-08,1.7557661814271362e-05,1.124092630043464e-06,0.00017274769281694257,2.931173216762908e-10,0.0,0.4634883852422716,0.00023549774892014084,1.0844011560096523e-05,7.404199811013032e-05,3.6804509811375295e-06,1.2047750427346209e-06,3.804383356999034e-07,1.2295634114891813e-05,1.7531331743171638e-10,9.408257700350037e-07,4.874352583545191e-12,1.448299867177885e-10
1.4301468711028712e-08,0.13090047730031246,0.46346346346346345,0.0,0.0,0.0,0.07279241286704764,0.0,0.000585191987937498,2.8378818787050954e-07,2.211628445972952e-08,1.8143571320097746e-05,1.1694547090673327e-06,0.00017618207801662415,3.012121979295868e-10,0.0,0.46348937156877384,0.0002401072562838757,1.0843261115015797e-05,7.411180797936054e-05,3.691946022748624e-06,1.229231369022782e-06,3.879022802604437e-07,1.2763025512128878e-05,1.81979950787585e-10,9.937949147664705e-07,5.148782197195138e-12,1.496632873434449e-10
1.4532906726231855e-08,0.13090263045643158,0.46346346346346345,0.0,0.0,0.0,0.07278727471867336,0.0,0.0005964514556693905,2.919523605129629e-07,2.294855007196071e-08,1.8739494342916528e-05,1.2159667703443225e-06,0.00017963454391273418,3.09455249391924e-10,0.0,0.4634903769536374,0.0002447018885495729,1.0842507658094052e-05,7.417669321503105e-05,3.7034056304045513e-06,1.2536121753297272e-06,3.953419481680765e-07,1.3238572540001355e-05,1.8876305789112201e-10,1.0487010815840856e-06,5.433247400330935e-12,1.5457916573181473e-10
1.4764344741434997e-08,0.13090478782328377,0.46346346346346345,0.0,0.0,0.0,0.07278211723747595,0.0,0.0006077240178421285,3.002205165550482e-07,2.3797651111003847e-08,1.9345399472874778e-05,1.263642540806998e-06,0.00018310501268966781,3.1784942861388475e-10,0.0,0.46349140132763755,0.00024928134089109087,1.0841751218755426e-05,7.423701567219885e-05,3.7148287223075447e-06,1.2779154247757756e-06,4.0275680991015554e-07,1.3722211823304472e-05,1.9566174028268698e-10,1.105574364478259e-06,5.727904108182944e-12,1.59577433656139e-10
1.4995782756638138e-08,0.13090694934257052,0.46346346346346345,0.0,0.0,0.0,0.07277694049198162,0.0,0.0006190093070942954,3.085930469175221e-07,2.466363368106525e-08,1.9961254497025515e-05,1.3124957375103334e-06,0.00018659340500267051,3.263977070591678e-10,0.0,0.4634924446203081,0.00025384533569194353,1.0840991822025269e-05,7.429311119446001e-05,3.726214308258456e-06,1.302139254999216e-06,4.101463826004316e-07,1.4213879682055753e-05,2.0267509487377592e-10,1.1644444771028208e-06,6.032906265458182e-12,1.646577841429397e-10
1.522722077184128e-08,0.13090911495887228,0.46346346346346345,0.0,0.0,0.0,0.07277174455183892,0.0,0.0006303069794457197,3.170703708086435e-07,2.5546543447327324e-08,2.058702646842724e-05,1.362540066552566e-06,0.00019009964011072774,3.351030742505273e-10,0.0,0.4634935067600543,0.00025839362057003334,1.084022948956253e-05,7.434529147889735e-05,3.737561483025845e-06,1.3262819655168858e-06,4.175102265974661e-07,1.4713512192343163e-05,2.0980221511164806e-10,1.2253407527698189e-06,6.34840584634135e-12,1.698198994517915e-10
1.545865878704442e-08,0.13091128461944626,0.46346346346346345,0.0,0.0,0.0,0.0727665294877151,0.0,0.0006416167126312663,3.256529347686379e-07,2.6446425651625696e-08,2.1222681770192152e-05,1.4137892220371468e-06,0.0001936236359998663,3.4396853696549714e-10,0.0,0.46349458767425855,0.0002629259665441317,1.0839464240456748e-05,7.43938458075391e-05,3.7488694201907004e-06,1.3503420059916577e-06,4.248479423658261e-07,1.5221045242497402e-05,2.1704219193269457e-10,1.2882921447056558e-06,6.674552855838246e-12,1.7506359708910665e-10
1.569009680224756e-08,0.1309134582740388,0.46346346346346345,0.0,0.0,0.0,0.0727612953712002,0.0,0.0006529382045541301,3.3434121176048737e-07,2.7363325125776163e-08,2.1868186175298514e-05,1.4662568850726052e-06,0.00019716530949755794,3.529971184782225e-10,0.0,0.46349568728937635,0.00026744216633195944,1.083869609184598e-05,7.44390426548458e-05,3.7601373664327907e-06,1.3743179653419626e-06,4.321591675626669e-07,1.5736414584927074e-05,2.2439411398595938e-10,1.3533272265475974e-06,7.011495332297627e-12,1.8038855828007782e-10
1.59215348174507e-08,0.1309156358747115,0.46346346346346345,0.0,0.0,0.0,0.07275604227471798,0.0,0.0006642711718500593,3.4313570030492144e-07,2.829728630281757e-08,2.2523504901723845e-05,1.5199567228074066e-06,0.00020072457637886266,3.621918578440035e-10,0.0,0.46349680553102846,0.0002719420327704376,1.0837925059393095e-05,7.448113118007656e-05,3.771364636227067e-06,1.398208561633069e-06,4.394435743335492e-07,1.6259555883928923e-05,2.3185706863395999e-10,1.4204741930611838e-06,7.359379351157607e-12,1.8579441636627894e-10
1.6152972832653842e-08,0.13091781737567934,0.46346346346346345,0.0,0.0,0.0,0.07275077027144349,0.0,0.0006756153485545381,3.5203692365757426e-07,2.924835322641102e-08,2.318860266341194e-05,1.5749023874971537e-06,0.00020430135146490554,3.7155580922341974e-10,0.0,0.463497942324083,0.00027642539734935954,1.0837151157649377e-05,7.452034261275614e-05,3.782550606920775e-06,1.4220126326941547e-06,4.467008668024994e-07,1.6790404759765117e-05,2.394301428968361e-10,1.4897608610605327e-06,7.718349029746352e-12,1.9128100208832607e-10
1.6384410847856983e-08,0.13092000273316065,0.46346346346346345,0.0,0.0,0.0,0.07274547943522643,0.0,0.0006869704848655503,3.6104542902635364e-07,3.021656955861235e-08,2.3863443718108346e-05,1.631107515601726e-06,0.0002078955487142373,3.8109204124313305e-10,0.0,0.46349909759273367,0.00028089210885036306,1.0836374400331068e-05,7.455689153887842e-05,3.793694714164045e-06,1.4457291274092093e-06,4.539307787423932e-07,1.7328896829278803e-05,2.471124233289481e-10,1.5612146705148303e-06,8.088546532946338e-12,1.968479989165068e-10
1.6615848863060123e-08,0.13092219190523782,0.46346346346346345,0.0,0.0,0.0,0.07274016984052029,0.0,0.0006983363459950544,3.701617868271475e-07,3.1201978586213977e-08,2.45479919113583e-05,1.6885857269101406e-06,0.00021150708130758983,3.9080363639069135e-10,0.0,0.463500271260572,0.00028534203208365486,1.0835594800530456e-05,7.459097709493943e-05,3.8047964476686392e-06,1.4693570976335006e-06,4.611330714127333e-07,1.7874967743296863e-05,2.549029968561482e-10,1.6348626858254828e-06,8.470112079838433e-12,2.0249498170986638e-10
1.6847286878263264e-08,0.130924384851728,0.46346346346346345,0.0,0.0,0.0,0.07273484156231663,0.0,0.0007097127111028106,3.793865899760654e-07,3.220462322583263e-08,2.524221071695506e-05,1.7473506236911496e-06,0.0002151358617265013,4.0069369044085194e-10,0.0,0.4635014632506535,0.0002897750467154822,1.0834812370877744e-05,7.462278407639128e-05,3.815855347271368e-06,1.4928956906907803e-06,4.683075315528182e-07,1.8428553221053603e-05,2.6280095182669604e-10,1.7107315972595615e-06,8.863183951185327e-12,2.082217989411189e-10
1.7078724893466405e-08,0.13092658153406295,0.46346346346346345,0.0,0.0,0.0,0.07272949467608399,0.0,0.0007210993723066461,3.887204532164821e-07,3.322454602790224e-08,2.5946063275212485e-05,1.8074157898677393e-06,0.0002187818018262512,4.107653119111377e-10,0.0,0.4635026734855594,0.0002941910461798465,1.0834027123664544e-05,7.465248396664168e-05,3.826870999280321e-06,1.5163441424095824e-06,4.7545396951915426e-07,1.8989589081853183e-05,2.708053775388034e-10,1.7888477225262453e-06,9.26789849750963e-12,2.1402815493146194e-10
1.7310162908669546e-08,0.13092878191517776,0.46346346346346345,0.0,0.0,0.0,0.07272412925771163,0.0,0.0007324961337636764,3.981640124792207e-07,3.426178917971499e-08,2.6659512428114837e-05,1.8687947902138866e-06,0.00022244481290351417,4.2102162154450796e-10,0.0,0.4635039018874546,0.0002985899366684203,1.0833239070937229e-05,7.468023589228633e-05,3.8378430330836585e-06,1.53970177065997e-06,4.825722175567659e-07,1.955801127416894e-05,2.7891536487873603e-10,1.8692370084838748e-06,9.68439014795629e-12,2.1991355302873863e-10
1.7541600923872687e-08,0.13093098595940708,0.46346346346346345,0.0,0.0,0.0,0.07271874538345705,0.0,0.0007439028108173984,4.0771792427427603e-07,3.5316394507638945e-08,2.7382520751282617e-05,1.931501169572059e-06,0.00022612480575911223,4.314657518171882e-10,0.0,0.46350514837813983,0.0003029716361930586,1.0832448224566762e-05,7.470618750985606e-05,3.8487711180021235e-06,1.5629679693548332e-06,4.896621281947952e-07,2.013375590236627e-05,2.871300076129537e-10,1.9519250329661762e-06,1.0112791419845501e-11,2.2587785928395744e-10
1.7773038939075827e-08,0.13093319363238937,0.46346346346346345,0.0,0.0,0.0,0.07271334312989748,0.0,0.0007553192292059238,4.1738286511254644e-07,3.638840347862793e-08,2.8115050584601494e-05,1.9955484520901e-06,0.00022982169075621737,4.421008464698499e-10,0.0,0.46350641287910155,0.0003073360737157016,1.0831654596300792e-05,7.473047582898125e-05,3.8596549603678e-06,1.586142202882427e-06,4.967235727574723e-07,2.071675925122463e-05,2.954484015677282e-10,2.036937006717094e-06,1.0553232928584595e-11,2.3192082390341722e-10
1.8004476954278968e-08,0.1309354049009775,0.46346346346346345,0.0,0.0,0.0,0.07270792257388516,0.0,0.0007667452243269727,4.2715953095609835e-07,3.747785720112647e-08,2.8857064060382875e-05,2.0609501404762458e-06,0.0002335353778743319,4.529300600604673e-10,0.0,0.4635076953115569,0.0003116831883408361,1.083085819780242e-05,7.475322797652864e-05,3.8704943008129e-06,1.6092240009392035e-06,5.037564399821837e-07,2.1306957808415987e-05,3.038696449857606e-10,2.1242977754243506e-06,1.1005843398202489e-11,2.3804186295121e-10
1.823591496948211e-08,0.13093761973315615,0.46346346346346345,0.0,0.0,0.0,0.07270248379250546,0.0,0.0007781806405555541,4.370486366955532e-07,3.858479642546309e-08,2.960852312846235e-05,2.1277197152711594e-06,0.00023726577675934943,4.6395655753730376e-10,0.0,0.4635089955964964,0.0003160129285660274,1.0830059040678814e-05,7.477456190593849e-05,3.8812889117534965e-06,1.6322129537342324e-06,5.107606347369438e-07,2.1904288285088166e-05,3.123928402165809e-10,2.2140318218426305e-06,1.1470749672488556e-11,2.442408527778569e-10
