Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40)
4.769226322406586e-10,0.13078835288049726,0.46346346346346345,0.0,0.0,0.0,0.07306459756983685,0.0,4.481063457609523e-06,3.5122485970850563e-10,3.290318074912101e-11,9.89603373161699e-08,3.891238289171987e-10,2.7135351724300023e-06,1.618531460467786e-12,0.0,0.4634634647222414,6.061102817811189e-07,4.474820670733166e-06,6.56712221452624e-06,2.5694407353617974e-06,1.1310974874656916e-08,4.602363459491047e-09,8.360733697784124e-09,1.191172238146534e-13,2.967198032577151e-11,1.537222347212844e-16,8.144979652873658e-13
4.8917082945839e-10,0.13078840773760442,0.46346346346346345,0.0,0.0,0.0,0.07306437981571731,0.0,4.678520820473336e-06,3.701985181564177e-10,3.427958210886966e-11,1.0301034122877977e-07,4.1632740906923393e-10,2.8236161303587424e-06,1.6924851443407304e-12,0.0,0.4634634648285276,6.367302089058548e-07,4.561380157346118e-06,6.750381676645778e-06,2.593837815976927e-06,1.153958248741558e-08,4.657400847927315e-09,8.690631948462249e-09,1.2381758678523537e-13,3.168602290560359e-11,1.641566116863946e-16,8.478898542375089e-13
5.014190266761214e-10,0.13078846298056168,0.46346346346346345,0.0,0.0,0.0,0.07306416205476138,0.0,4.878885110914887e-06,3.8969830471056636e-10,3.567257855232558e-11,1.0710036197371204e-07,4.446193638110506e-10,2.9347149157348706e-06,1.7676864956232597e-12,0.0,0.4634634649406821,6.681018334178588e-07,4.6467696020127925e-06,6.9340874178830435e-06,2.617189057628567e-06,1.1767014879785888e-08,4.712364648708553e-09,9.024394298847471e-09,1.2857301361555857e-13,3.377831346320854e-11,1.7499638373982312e-16,8.816126094052005e-13
5.136672238938527e-10,0.1307885186016357,0.46346346346346345,0.0,0.0,0.0,0.07306394428679576,0.0,5.0820987354960794e-06,4.097257047557005e-10,3.7081799586430665e-11,1.1122886608451127e-07,4.740096453148118e-10,3.046788010336695e-06,1.8441161745128563e-12,0.0,0.46346346505886743,7.002252044002711e-07,4.731004814465385e-06,7.11822190462136e-06,2.6395394532033736e-06,1.1993383087087438e-08,4.767342715366579e-09,9.362017758567711e-09,1.3338346175606275e-13,3.594975340316146e-11,1.862462210072321e-16,9.15653541137001e-13
5.259154211115841e-10,0.1307885745933664,0.46346346346346345,0.0,0.0,0.0,0.0730637265116474,0.0,5.288106117620045e-06,4.3028215916811846e-10,3.8506897114214647e-11,1.1539438736235557e-07,5.045077932844805e-10,3.1597937741200994e-06,1.921755376496457e-12,0.0,0.46346346518324694,7.331003671211233e-07,4.814101390812832e-06,7.302767885385743e-06,2.6609320612203005e-06,1.2218795760677109e-08,4.822416749903765e-09,9.70350541236657e-09,1.3824897521568967e-13,3.820124399565587e-11,1.9791079291331896e-16,9.50000524160906e-13
5.381636183293154e-10,0.130788630948556,0.46346346346346345,0.0,0.0,0.0,0.07306350872914333,0.0,5.496853615279251e-06,4.5136906506996804e-10,3.994754444535747e-11,1.195955240337083e-07,5.361229529845114e-10,3.2736923643071163e-06,2.0005858128265995e-12,0.0,0.4634634653139839,7.667273613554386e-07,4.89607471642733e-06,7.487708386852799e-06,2.681408089042983e-06,1.2443359216110512e-08,4.877662735323632e-09,1.0048865993407516e-08,1.431696784825024e-13,4.053368776430155e-11,2.0999477537224693e-16,9.846419689956719e-13
5.504118155470468e-10,0.1307886876602582,0.46346346346346345,0.0,0.0,0.0,0.07306329093911072,0.0,5.708289442288599e-06,4.729877765725381e-10,4.140343535019833e-11,1.2383093602911707e-07,5.688638924908081e-10,3.3884456579667216e-06,2.080589691792924e-12,0.0,0.463463465451242,8.011062198117849e-07,4.976939968791827e-06,7.673026709915246e-06,2.701006972511404e-06,1.2667177480370528e-08,4.933151337534868e-09,1.0398113486572966e-08,1.481457708716598e-13,4.2947989776216315e-11,2.2250285747184313e-16,1.0195667878618887e-12
5.626600127647781e-10,0.13078874472176777,0.46346346346346345,0.0,0.0,0.0,0.07306307314137694,0.0,5.922363592854249e-06,4.951396055087177e-10,4.28742831552609e-11,1.2809934237794137e-07,6.027390191975417e-10,3.5040171779368055e-06,2.1617497007554614e-12,0.0,0.46346346559518514,8.362369666583261e-07,5.056712120309057e-06,7.858706425800306e-06,2.719766452146859e-06,1.2890352338170099e-08,4.988948278793067e-09,1.0751266759635224e-08,1.5317752127049404e-13,4.544505884127483e-11,2.354397476871237e-16,1.054764385934368e-12
5.749082099825095e-10,0.1307888021266111,0.46346346346346345,0.0,0.0,0.0,0.07306285533576945,0.0,6.139027769335302e-06,5.178258221547783e-10,4.4359819878449365e-11,1.323995187140794e-07,6.377563956119864e-10,3.620372021942729e-06,2.244048988907549e-12,0.0,0.4634634657459775,8.721196161436255e-07,5.135405941072604e-06,8.044731372241228e-06,2.737722646077765e-06,1.311298337733749e-08,5.045114684693577e-09,1.1108349220324527e-08,1.5826526325256223e-13,4.802580862689817e-11,2.4881017965621877e-16,1.090224639985998e-12
5.871564072002409e-10,0.13078885986853636,0.46346346346346345,0.0,0.0,0.0,0.07306263752211582,0.0,6.358235313061567e-06,5.410476559416412e-10,4.585979540215278e-11,1.3673029488793377e-07,6.739237544681389e-10,3.7374767947741683e-06,2.327471150737567e-12,0.0,0.46346346590378334,9.087541713076753e-07,5.213036001600523e-06,8.231085649701246e-06,2.75491011982747e-06,1.3335168033293512e-08,5.101707406586908e-09,1.1469388497459189e-08,1.6340939053452493e-13,5.0691158694315086e-11,2.626189175494296e-16,1.1259378692152698e-12
5.994046044179722e-10,0.1307889179415049,0.46346346346346345,0.0,0.0,0.0,0.07306241970024377,0.0,6.579941138076587e-06,5.648062961557781e-10,4.737397668257441e-11,1.4109055268004124e-07,7.112485131885452e-10,3.855299543387963e-06,2.412000210160046e-12,0.0,0.4634634660687675,9.461406227788193e-07,5.289616675532044e-06,8.417753617649245e-06,2.7713619530991094e-06,1.3557001632630888e-08,5.158779321155177e-09,1.1834416144433415e-08,1.68610352751565e-13,5.344203546180325e-11,2.768707610599559e-16,1.1618948240918053e-12
6.116528016357036e-10,0.13078897633968223,0.46346346346346345,0.0,0.0,0.0,0.07306220186998118,0.0,6.804101667680717e-06,5.891028926298895e-10,4.890214699367894e-11,1.4547922361203521e-07,7.497377877224777e-10,3.973809694810462e-06,2.497620605287906e-12,0.0,0.4634634662410945,9.842789476524348e-07,5.365162142287807e-06,8.604719890886424e-06,2.7871098036867507e-06,1.3778577435806963e-08,5.216379608765013e-09,1.2203467363479419e-08,1.7386865152879199e-13,5.62793731000274e-11,2.915705500428034e-16,1.1980866696864663e-12
6.361491960711663e-10,0.1307890940893001,0.46346346346346345,0.0,0.0,0.0,0.07306176618359633,0.0,7.259619724572068e-06,6.393143604682849e-10,5.1999665166932274e-11,1.543377674284403e-07,8.302369180874775e-10,4.212776467099307e-06,2.672075140506529e-12,0.0,0.46346346660843785,1.062811052324775e-06,5.513203216481323e-06,8.979487067533331e-06,2.8166134360828465e-06,1.42213186126663e-08,5.333345030098389e-09,1.2953798095601123e-08,1.845595041943709e-13,6.221721121908594e-11,3.223335494506579e-16,1.2711416336839179e-12
6.581959510630827e-10,0.13078920112154005,0.46346346346346345,0.0,0.0,0.0,0.07306137403542975,0.0,7.677572712703796e-06,6.863552431041007e-10,5.483340904190243e-11,1.6239785710369947e-07,9.067344498366523e-10,4.4299169832708125e-06,2.8326684501799156e-12,0.0,0.4634634669658172,1.1360608114372935e-06,5.643038138152271e-06,9.317648487071446e-06,2.84104966729729e-06,1.4619798754319445e-08,5.44084739017806e-09,1.364327554922727e-08,1.9438333574972408e-13,6.786652018070915e-11,3.516017440026577e-16,1.337613591373204e-12
6.802427060549992e-10,0.13078930912521242,0.46346346346346345,0.0,0.0,0.0,0.07306098185740603,0.0,8.102864062209616e-06,7.351552538621247e-10,5.7709779523289663e-11,1.7053544953347803e-07,9.87103241491134e-10,4.6488662755601186e-06,2.996573116589883e-12,0.0,0.46346346734955934,1.211745562992799e-06,5.769730903737562e-06,9.656548437477658e-06,2.8636385393543055e-06,1.501880391862294e-08,5.550683062450082e-09,1.4346478333155255e-08,2.0440275507657124e-13,7.381092689616461e-11,3.8239881169810147e-16,1.404726198902584e-12
7.022894610469156e-10,0.1307894180727031,0.46346346346346345,0.0,0.0,0.0,0.07306058964852558,0.0,8.535286767110462e-06,7.857197593942123e-10,6.062801443048523e-11,1.7874585553357266e-07,1.0713755105917544e-09,4.869488682517709e-06,3.1637115646114433e-12,0.0,0.4634634677606317,1.289864562922971e-06,5.893357522708178e-06,9.996105958589939e-06,2.8845207416231925e-06,1.54188086059334e-08,5.663035345577568e-09,1.5063713756130552e-08,2.1462214114060272e-13,8.005625675405324e-11,4.1475493328792594e-16,1.4724406622231121e-12
7.24336216038832e-10,0.13078952793790746,0.46346346346346345,0.0,0.0,0.0,0.07306019740779,0.0,8.974645451367928e-06,8.38053763878137e-10,6.358747300631824e-11,1.870247629472024e-07,1.1595812250892853e-09,5.091658923557687e-06,3.3340095471630617e-12,0.0,0.46346346820000284,1.3704168599638156e-06,6.013992165803936e-06,1.0336242494552374e-05,2.9038262650742784e-06,1.582026873886995e-08,5.778065059582091e-09,1.57953111900232e-08,2.2504618728331198e-13,8.660846907995342e-11,4.487009834253349e-16,1.5407213173856689e-12
7.463829710307485e-10,0.1307896386962343,0.46346346346346345,0.0,0.0,0.0,0.07305980513420235,0.0,9.420755552322588e-06,8.921619204491171e-10,6.658762632359334e-11,1.9536820857502424e-07,1.2517482797974933e-09,5.315261307162641e-06,3.5073959453625414e-12,0.0,0.4634634686686425,1.4534012853024603e-06,6.131707209536169e-06,1.0676881832472748e-05,2.921675217865021e-06,1.6223622330016476e-08,5.895913282474563e-09,1.654161932853644e-08,2.356798621652588e-13,9.347366594457228e-11,4.842685763024453e-16,1.6095353879821914e-12
7.684297260226649e-10,0.13078975032442114,0.46346346346346345,0.0,0.0,0.0,0.07305941282676678,0.0,9.873442565528296e-06,9.480485423230317e-10,6.962804843922763e-11,2.037725522383328e-07,1.347902659228956e-09,5.5401890001752645e-06,3.6838025828553e-12,0.0,0.46346346916752157,1.5388164438924657e-06,6.246573279598458e-06,1.1017950042607785e-05,2.938178578102803e-06,1.66292901239107e-08,6.01670374479454e-09,1.730300378067579e-08,2.4652837547885713e-13,1.0065809986313881e-10,5.214901055422624e-16,1.6788527526872972e-12
7.904764810145814e-10,0.13078986280048693,0.46346346346346345,0.0,0.0,0.0,0.07305902048448899,0.0,1.0332541345292385e-05,1.005717613625057e-09,7.270840822357222e-11,2.122344527774571e-07,1.4480685880856643e-09,5.766343352470365e-06,3.863164053021457e-12,0.0,0.46346346969761126,1.6266607072611599e-06,6.358659293235036e-06,1.1359375420006603e-05,2.9534388896401133e-06,1.703767621477782e-08,6.140544927790401e-09,1.8079844954279065e-08,2.575971477938147e-13,1.0816818053105751e-10,5.603987790973512e-16,1.7486457743533617e-12
8.125232360064978e-10,0.13078997610362147,0.46346346346346345,0.0,0.0,0.0,0.073058628106376,0.0,1.0797895458512506e-05,1.0651727999226863e-09,7.582846183520532e-11,2.2075084590153095e-07,1.5522686699454273e-09,5.993633274572387e-06,4.045417558522071e-12,0.0,0.46346347025988366,1.716932207724866e-06,6.468032500565565e-06,1.170108842761396e-05,2.9675509033955e-06,1.7449168640239452e-08,6.267531890165131e-09,1.8872536205266474e-08,2.6889178418845234e-13,1.160104806738917e-10,6.010286495596953e-16,1.8188891138120765e-12
8.345699909984142e-10,0.1307900902141133,0.46346346346346345,0.0,0.0,0.0,0.0730582356914362,0.0,1.1269356586434737e-05,1.126417458474998e-09,7.898804577388997e-11,2.293189237026265e-07,1.660524015345523e-09,6.221974662824938e-06,4.230502761963673e-12,0.0,0.46346347085531103,1.8096288338438251e-06,6.574758524909639e-06,1.2043021640772527e-05,2.9806021697343047e-06,1.786413995232043e-08,6.3977478672984455e-09,1.9681482209696817e-08,2.804180510554703e-13,1.2419174115077368e-10,6.434146406024314e-16,1.8895595322214435e-12
8.566167459903307e-10,0.13079020511327083,0.46346346346346345,0.0,0.0,0.0,0.07305784323867964,0.0,1.174678397040259e-05,1.189454648204964e-09,8.218707046307541e-11,2.37936115697398e-07,1.77285436014206e-09,6.451289868165779e-06,4.418361646790223e-12,0.0,0.46346347148486616,1.904748226991455e-06,6.6789014021370155e-06,1.2385109693087617e-05,2.9926735859590018e-06,1.828294776666692e-08,6.531265674623199e-09,2.0507097527695753e-08,2.9218185564140856e-13,1.3271887541127527e-10,6.875925700717518e-16,1.96063576221708e-12
8.786635009822471e-10,0.13079032078335442,0.46346346346346345,0.0,0.0,0.0,0.0730574507471178,0.0,1.223004389809604e-05,1.2542871394019572e-09,8.542551431830993e-11,2.4660007127447906e-07,1.8892781749270296e-09,6.681507204996953e-06,4.608938387607705e-12,0.0,0.46346347214952144,2.0022877789277834e-06,6.780523619070294e-06,1.2727289223616909e-05,3.0038399025142333e-06,1.8705935290900434e-08,6.668148940416339e-09,2.1349805334611194e-08,3.0418922796869805e-13,1.415989733855418e-10,7.335991701424433e-16,2.032098370202115e-12
9.007102559741636e-10,0.13079043720751143,0.46346346346346345,0.0,0.0,0.0,0.07305705821576383,0.0,1.2719009227569441e-05,1.3209174231593497e-09,8.870341826833597e-11,2.5530864345397713e-07,2.0098127661039593e-09,6.912560497451745e-06,4.802179229330886e-12,0.0,0.46346347285024936,2.1022446302916045e-06,6.879686150958677e-06,1.3069498825358906e-05,3.0141701906790082e-06,1.9133431832830036e-08,6.80845318616244e-09,2.221003630170205e-08,3.1644630488820703e-13,1.5083930486490801e-10,7.81472104833534e-16,2.1039295839491366e-12
9.2275701096608e-10,0.1307905543697164,0.46346346346346345,0.0,0.0,0.0,0.07305666564363256,0.0,1.3213558946394401e-05,1.3893477205528573e-09,9.202088069561144e-11,2.640598738651884e-07,2.1344743692233744e-09,7.144388660359445e-06,4.998032374540295e-12,0.0,0.46346347358802215,2.204615669926815e-06,6.976448498043852e-06,1.3411678995010596e-05,3.023728274519804e-06,1.9565753289287512e-08,6.952226772077299e-09,2.3088227609222092e-08,3.289593160180694e-13,1.604473224285153e-10,8.312499851716933e-16,2.1761131931169125e-12
9.448037659579965e-10,0.1307906722547156,0.46346346346346345,0.0,0.0,0.0,0.07305627302974058,0.0,1.3713577763238794e-05,1.4595799915656134e-09,9.537805276350135e-11,2.728519788497053e-07,2.263278235173429e-09,7.3769353122348e-06,5.196447878442783e-12,0.0,0.4634634743638115,2.3093975349596803e-06,7.070868721239977e-06,1.3753772083963422e-05,3.032573129851869e-06,2.0003202616364887e-08,7.0995117249715815e-09,2.398482207515661e-08,3.4173457133029486e-13,1.7043066397022762e-10,8.829723822837064e-16,2.2486344558097063e-12
9.66850520949913e-10,0.130790790847976,0.46346346346346345,0.0,0.0,0.0,0.07305588037310624,0.0,1.4218955729310666e-05,1.5316159437662572e-09,9.877513409859843e-11,2.816833366004951e-07,2.396238709798981e-09,7.610148417718788e-06,5.397377550850561e-12,0.0,0.46346347517858855,2.416586611547528e-06,7.16300347695066e-06,1.4095722250505439e-05,3.040759252854289e-06,2.0446070281843026e-08,7.250344464257291e-09,2.4900267384215475e-08,3.5477845016580533e-13,1.8079715487585278e-10,9.366798386771364e-16,2.3214799455690664e-12
9.888972759418294e-10,0.13079091013563737,0.46346346346346345,0.0,0.0,0.0,0.07305548767274996,0.0,1.4729587887371644e-05,1.6054570407459835e-09,1.0221236880010081e-10,2.905524752569136e-07,2.5333693074606e-09,7.843979957174687e-06,5.600774864655934e-12,0.0,0.4634634760333233,2.5261790362283417e-06,7.252908051044333e-06,1.443747541319956e-05,3.048337000700172e-06,2.089463470055389e-08,7.404756439179582e-09,2.5835015404347146e-08,3.6809739149639517e-13,1.9155480989208938e-10,9.924138779237613e-16,2.3946374692707768e-12
9.999999999999999e-10,0.13079103010446858,0.46346346346346345,0.0,0.0,0.0,0.07305528989237565,0.0,1.4988699142324452e-05,1.6433271790000813e-09,1.0395864760242438e-10,2.9503284249358855e-07,2.6040110294043777e-09,7.961957295214274e-06,5.704125552050122e-12,0.0,0.46346347647920144,2.5822783046274607e-06,7.2973566438634325e-06,1.4609490770264492e-05,3.051937656649221e-06,2.1122772857640927e-08,7.483881976208418e-09,2.631320547544038e-08,3.7491098617668957e-13,1.9712303635459636e-10,1.0212621537877229e-15,2.4315941394441726e-12
1.0109440309337459e-09,0.13079103010446858,0.46346346346346345,0.0,0.0,0.0,0.07305509492769394,0.0,1.5245373946277847e-05,1.6811045103201761e-09,1.0569004175134537e-10,2.994580618846228e-07,2.6746827789882453e-09,8.078385621398725e-06,5.8065948703363115e-12,0.0,0.46346347692898526,2.638170697808976e-06,7.340636392008141e-06,1.4778979205409633e-05,3.0553529063017077e-06,2.1349162653372913e-08,7.56277468800729e-09,2.6789521580333695e-08,3.816978852849164e-13,2.027118347212173e-10,1.0502170129220332e-15,2.468096014440215e-12
1.0329907859256623e-09,0.13079115074182635,0.46346346346346345,0.0,0.0,0.0,0.07305470213696252,0.0,1.576621797917902e-05,1.7585593525001042e-09,1.0920847521078714e-10,3.0839889227544954e-07,2.8201911744456727e-09,8.313324529578025e-06,6.014794116062991e-12,0.0,0.4634634778665427,2.7525572397353793e-06,7.426241143299727e-06,1.5120182930947177e-05,3.0618499690918022e-06,2.180990969050463e-08,7.724422328488455e-09,2.7764244395419654e-08,3.9558646481481003e-13,2.1427662737107222e-10,1.1101327528916472e-15,2.541845612957989e-12
1.0550375409175787e-09,0.13079127203561774,0.46346346346346345,0.0,0.0,0.0,0.07305430929958219,0.0,1.6292028143612453e-05,1.8378223472401598e-09,1.1276802566106424e-10,3.1737388150566277e-07,2.9699059010978627e-09,8.548758968735358e-06,6.225330573011031e-12,0.0,0.46346347884696293,2.8693340628918595e-06,7.509773674916165e-06,1.5461037520811656e-05,3.067867923654488e-06,2.2277120519706855e-08,7.889718988070077e-09,2.8759644892712527e-08,4.0976969987118925e-13,2.2625777928733912e-10,1.1722056092402599e-15,2.6158772647751276e-12
1.0770842959094952e-09,0.13079139397426473,0.46346346346346345,0.0,0.0,0.0,0.0730539164145816,0.0,1.6822716421833827e-05,1.9188940619661244e-09,1.1636908089610989e-10,3.263820551949586e-07,3.1238377769501705e-09,8.784654153006246e-06,6.438163565491286e-12,0.0,0.46346347987121134,2.9884963287800094e-06,7.591284114199125e-06,1.580149549099755e-05,3.0734434879072544e-06,2.2751029380080302e-08,8.058681181569497e-09,2.9776186248883e-08,4.242541906670683e-13,2.3866407629267577e-10,1.236481100429352e-15,2.6901829227247608e-12
1.0991310509014116e-09,0.1307915165466714,0.46346346346346345,0.0,0.0,0.0,0.07305352348099167,0.0,1.7358198379852735e-05,2.001774858889879e-09,1.200120573278351e-10,3.354225414129897e-07,3.281997080199678e-09,9.020978001220724e-06,6.6532537055540205e-12,0.0,0.46346348094025247,3.1100389630320787e-06,7.670821375894933e-06,1.6141510901341957e-05,3.0786105924085332e-06,2.3231860402026005e-08,8.23132264299693e-09,3.0814333393655946e-08,4.3904656242204647e-13,2.515044993540875e-10,1.3030057559502613e-15,2.764755373852126e-12
1.121177805893328e-09,0.1307916397421943,0.46346346346346345,0.0,0.0,0.0,0.0730531304978457,0.0,1.789839294377241e-05,2.086464902115815e-09,1.236973974955352e-10,3.4449456318454563e-07,3.444393594909904e-09,9.257700931393823e-06,6.8705628317432206e-12,0.0,0.46346348205504884,3.233956659217912e-06,7.74843319148755e-06,1.6481039315387514e-05,3.083400592228084e-06,2.3719827953944468e-08,8.407654617244786e-09,3.18745526695417e-08,4.541534605142588e-13,2.64788225196893e-10,1.3718271195053704e-15,2.839588157994061e-12
1.1432245608852445e-09,0.13079176355061364,0.46346346346346345,0.0,0.0,0.0,0.07305273746417947,0.0,1.8443222192147493e-05,2.1729641645441355e-09,1.2742556776260076e-10,3.5359743154856547e-07,3.6110366531942896e-09,9.494795670844408e-06,7.090053951706701e-12,0.0,0.46346348321656144,3.3602438829083134e-06,7.824166137822012e-06,1.682003776123586e-05,3.0878424626994667e-06,2.4215136976223705e-08,8.58768611657555e-09,3.295731152702026e-08,4.695815461374316e-13,2.7852462678117376e-10,1.4429937514767842e-15,2.9146755857377888e-12
1.165271315877161e-09,0.1307918879621077,0.46346346346346345,0.0,0.0,0.0,0.07305234437903114,0.0,1.8992611163169122e-05,2.2612724345760867e-09,1.3119705618629054e-10,3.627305391297446e-07,3.781935174172723e-09,9.732237080756996e-06,7.311691188388461e-12,0.0,0.4634634844257494,3.4888948759608283e-06,7.898065665035429e-06,1.7158464693367726e-05,3.0919629802759775e-06,2.4717983303039852e-08,8.771424146260204e-09,3.4063078250953975e-08,4.853374924029451e-13,2.927232736547942e-10,1.5165552307555325e-15,2.990012641607357e-12
1.1873180708690774e-09,0.13079201296722828,0.46346346346346345,0.0,0.0,0.0,0.0730519512414416,0.0,1.9546487675570068e-05,2.351389322626139e-09,1.3501237054735905e-10,3.718933541840979e-07,3.957097699946565e-09,9.970001994085603e-06,7.535439729548843e-12,0.0,0.4634634856835697,3.6199036609966816e-06,7.970176123812285e-06,1.749627995540615e-05,3.0957868896246676e-06,2.522855397247265e-08,8.95887390323466e-09,3.519232171447456e-08,5.014279808332647e-13,3.0739393219557727e-10,1.5925621559964688e-15,3.0655948877187825e-12
1.2093648258609938e-09,0.1307921385568784,0.46346346346346345,0.0,0.0,0.0,0.07305155805045431,0.0,2.010478216222452e-05,2.443314267446033e-09,1.3887203652733063e-10,3.81085415082644e-07,4.13653242881948e-09,1.0208069065780197e-05,7.76126578037631e-12,0.0,0.46346348699097756,3.753264046040314e-06,8.040540791980437e-06,1.7833444743799714e-05,3.099337058009192e-06,2.5747027525416768e-08,9.150038951175241e-09,3.634551115704246e-08,5.178596981997383e-13,3.2254656575377054e-10,1.6710661463565239e-15,3.141418508472876e-12
1.2314115808529103e-09,0.1307922647222911,0.46346346346346345,0.0,0.0,0.0,0.07305116480511549,0.0,2.0667427515495926e-05,2.5370465422655016e-09,1.4277659602217725e-10,3.9030632520053427e-07,4.320247245973694e-09,1.0446418634395852e-05,7.989136518972708e-12,0.0,0.46346348834892565,3.888969629295479e-06,8.109201900463756e-06,1.8169921572403525e-05,3.1026346179304295e-06,2.627357429374867e-08,9.344921374948384e-09,3.7523115983809754e-08,5.346393336640248e-13,3.38191334704549e-10,1.7521198417668958e-15,3.2174802428628388e-12
1.2534583358448267e-09,0.1307923914550105,0.46346346346346345,0.0,0.0,0.0,0.07305077150447416,0.0,2.123435894346048e-05,2.6325852607544093e-09,1.467266055820624e-10,3.995557481812057e-07,4.508249751794807e-09,1.068503259421859e-05,8.219020054510487e-12,0.0,0.4634634897583647,4.027013804034308e-06,8.17620065860698e-06,1.8505674237935933e-05,3.105699098917796e-06,2.680835667818725e-08,9.543521916999131e-09,3.8725605583796053e-08,5.517735761874839e-13,3.5433859641908907e-10,1.8357769027833385e-15,3.2937772654534065e-12
1.2755050908367432e-09,0.13079251874687312,0.46346346346346345,0.0,0.0,0.0,0.07305037814758221,0.0,2.1805513836199957e-05,2.7299293828109206e-09,1.5072263496762038e-10,4.0883340354727656e-07,4.7005472880235e-09,1.0923894277108427e-05,8.450885387875472e-12,0.0,0.4634634912202427,4.16738976357785e-06,8.241577278887962e-06,1.8840667786289864e-05,3.1085485492956427e-06,2.735152941626716e-08,9.745840097920265e-09,3.995344916469963e-08,5.692691121775118e-13,3.709989051617406e-10,1.9220920100535164e-15,3.3703072483284486e-12
1.2975518458286596e-09,0.13079264658999137,0.46346346346346345,0.0,0.0,0.0,0.07304998473349453,0.0,2.2380831641417745e-05,2.82907772018024e-09,1.5476526581397036e-10,4.1813906263250025e-07,4.897146961899091e-09,1.1162988343320306e-05,8.684702374622336e-12,0.0,0.4634634927355055,4.310090506348548e-06,8.305371001032087e-06,1.9174868479677805e-05,3.1111996486873303e-06,2.7903239840824658e-08,9.951874323173169e-09,4.1207115602427176e-08,5.871326233437274e-13,3.8818301191999194e-10,2.0111208634361914e-15,3.4470683321079343e-12
1.319598600820576e-09,0.130792774976738,0.46346346346346345,0.0,0.0,0.0,0.07304959126126895,0.0,2.296025374868751e-05,2.9300289419083796e-09,1.5885509039433546e-10,4.274725448107837e-07,5.098055668447488e-09,1.1402300680618911e-05,8.920441690082497e-12,0.0,0.463463494305096,4.455108840976873e-06,8.367620115543403e-06,1.9508243764590212e-05,3.113667811962291e-06,2.8463628129378257e-08,1.0161621977691298e-08,4.2487073303658534e-08,6.053707847398043e-13,4.059018641731703e-10,2.1029201808030094e-15,3.524058979754547e-12
1.3416453558124925e-09,0.13079290389973136,0.46346346346346345,0.0,0.0,0.0,0.07304919772996643,0.0,2.3543723381695905e-05,3.0327815796352935e-09,1.6299271047576492e-10,4.368337139997305e-07,5.303280111054541e-09,1.1641818311055838e-05,9.158074796476056e-12,0.0,0.4634634959299547,4.602437391446029e-06,8.428361986666471e-06,1.9840762240547573e-05,3.1159672852777465e-06,2.9032827544769035e-08,1.0375079509878657e-08,4.379379007997275e-08,6.239902629699007e-13,4.2416660560514643e-10,2.197547696550096e-15,3.6012780425295657e-12
1.363692110804409e-09,0.13079303335182182,0.46346346346346345,0.0,0.0,0.0,0.07304880413865107,0.0,2.4131185497889296e-05,3.137334032731653e-09,1.6717873626004165e-10,4.462224754184548e-07,5.512826820454908e-09,1.1881529304825769e-05,9.39757391189033e-12,0.0,0.4634634976110191,4.752068602260117e-06,8.48763307479283e-06,2.017239362962668e-05,3.1181112348167152e-06,2.961096466740919e-08,1.0592242506321621e-08,4.512773303224996e-08,6.429977145416934e-13,4.429885757657095e-10,2.2950621598437526e-15,3.678724780477075e-12
1.3857388657963254e-09,0.13079316332607918,0.46346346346346345,0.0,0.0,0.0,0.07304841048639024,0.0,2.4722586694979377e-05,3.2436845732834297e-09,1.714137854033933e-10,4.556387725808548e-07,5.7267021722566625e-09,1.2121422700663298e-05,9.63891198099771e-12,0.0,0.4634634993492241,4.903994743622648e-06,8.545468958325376e-06,2.0503108746742358e-05,3.120111828777907e-06,3.01981596194714e-08,1.0813105758364677e-08,4.648936844422459e-08,6.623997843497379e-13,4.6237930968475344e-10,2.3955233326217186e-15,3.756398689240308e-12
1.4298323757801582e-09,0.13079342481440423,0.46346346346346345,0.0,0.0,0.0,0.0730476229953177,0.0,2.5917000421713543e-05,3.461772397187613e-09,1.800334564531303e-10,4.7455392363342655e-07,6.167463622535824e-09,1.260171727427869e-05,1.0127000231220553e-11,0.0,0.46346350300077954,5.214700058318383e-06,8.656973141480047e-06,2.116167871756749e-05,3.1237270672938517e-06,3.140017248199986e-08,1.1265908553417865e-08,4.929757713217794e-08,7.02414292146226e-13,5.029141836023711e-10,2.6055299041673506e-15,3.912427542211983e-12
1.469516534765608e-09,0.13079366187427735,0.46346346346346345,0.0,0.0,0.0,0.07304691403563011,0.0,2.700493933023591e-05,3.6641811251017705e-09,1.8796513860668e-10,4.916718549488117e-07,6.579014213594024e-09,1.3034513591948348e-05,1.057231139015155e-11,0.0,0.4634635064919153,5.502102572656376e-06,8.752758113888628e-06,2.175098662285656e-05,3.126594698431012e-06,3.251404216134887e-08,1.168601937861408e-08,5.1924330871265456e-08,7.398433200336837e-13,5.414604478903767e-10,2.805233749491125e-15,4.053631355300403e-12
