Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133)
1.7582697343885274e-08,0.13093086100496476,0.46346346346346345,0.0,0.0,0.0,0.0727150914444727,1.8456112618790214e-08,0.0007109960529327677,4.0339119098773453e-07,3.4191271385417e-08,4.2578258720480584e-05,1.852047500626168e-06,0.00021319772508065135,4.2833908548969185e-10,0.0,0.46350819397550874,0.00031995794048467224,1.0080712605563642e-05,7.303709364661765e-05,3.6233270497507396e-06,1.6454185936434697e-06,4.662761693968716e-07,1.902450583103187e-05,2.713152402525458e-10,1.874781110972443e-06,9.713114228462378e-12,3.512311448157304e-10,4.413287358693263e-07,7.775357308229772e-11,3.975200786002187e-07,1.4368350057918188e-05,2.0511334641910014e-10,1.9324732168893384e-06,8.239713286739538e-13,4.721409719802586e-09,7.456003925978862e-14,2.1559863963599288e-18,1.251836629639179e-13
1.7760768893020925e-08,0.13093255905593854,0.46346346346346345,0.0,0.0,0.0,0.0727108818387513,1.914020861707609e-08,0.0007193949410919712,4.1071660730489056e-07,3.4983370777806945e-08,4.333003757649271e-05,1.8993014350155996e-06,0.00021587970359239776,4.365626848959171e-10,0.0,0.4635092230148765,0.00032347746135874235,1.008013689414665e-05,7.306949605126658e-05,3.6314788130129465e-06,1.6640321129708142e-06,4.714036500222764e-07,1.9438130853219566e-05,2.7721708797500175e-10,1.9362993221151934e-06,1.003183608719841e-11,3.5743290051372535e-10,4.5567908712850055e-07,8.028216275276012e-11,3.9852886164652776e-07,1.4531017887641325e-05,2.0744102290061558e-10,1.9711525084124296e-06,8.38064714661157e-13,4.838135297161534e-09,8.030536885679609e-14,2.3221190953973122e-18,1.2982391522913986e-13
1.7938840442156576e-08,0.13093425947906237,0.46346346346346345,0.0,0.0,0.0,0.07270666088208358,1.984109066555515e-08,0.0007278001482256334,4.181067511185856e-07,3.578545095171926e-08,4.408804091463636e-05,1.9473299173541644e-06,0.00021857122371320704,4.449033811739474e-10,0.0,0.463510263233241,0.0003269873387620644,1.0079559604887854e-05,7.310107436475379e-05,3.639607442211858e-06,1.6825939271561398e-06,4.76516682411329e-07,1.98555232369008e-05,2.8317279416809614e-10,1.999094885111731e-06,1.0357175826552115e-11,3.636860037964979e-10,4.703318043439929e-07,8.286403819382315e-11,3.9953719083841673e-07,1.4693913519883164e-05,2.0977205528127645e-10,2.0101723028875884e-06,8.522748860598243e-13,4.956209729594252e-09,8.642467404705431e-14,2.499065728619259e-18,1.3457803274660635e-13
1.8116911991292228e-08,0.1309359622609522,0.46346346346346345,0.0,0.0,0.0,0.07270242860772826,2.0558950445045424e-08,0.0007362116095100868,4.255619214661659e-07,3.659753385601255e-08,4.4852251202937476e-05,1.9961390628572624e-06,0.00022127224901368807,4.533626239649297e-10,0.0,0.4635113145968075,0.00033048755023529864,1.0078980742299658e-05,7.313187901861217e-05,3.647712846999858e-06,1.7011038580313617e-06,4.816152293844968e-07,2.0276655506576167e-05,2.891819686874536e-10,2.063177559166493e-06,1.0689184008510302e-11,3.699901551442044e-10,4.852895498141007e-07,8.549966867154735e-11,4.0054506515590776e-07,1.4857036403690982e-05,2.1210643429946102e-10,2.0495314630049373e-06,8.666011382426262e-13,5.075628156557866e-09,9.293778621604377e-14,2.6873997437288684e-18,1.3944731581363698e-13
1.829498354042788e-08,0.13093766738870385,0.46346346346346345,0.0,0.0,0.0,0.07269818504901124,2.1293978914534076e-08,0.0007446292628858968,4.3308242339694596e-07,3.74196413366316e-08,4.562265085091869e-05,2.045734982427339e-06,0.00022398274297294208,4.61941866571368e-10,0.0,0.463512377071716,0.00033397807618966137,1.0078400310903287e-05,7.31619576045404e-05,3.65579494602979e-06,1.7195617459336235e-06,4.866992581893104e-07,2.0701500288145953e-05,2.9524422255384175e-10,2.12855698510847e-06,1.1027910582031091e-11,3.7634547590642395e-10,5.005549658879808e-07,8.818951993613098e-11,4.015524845320684e-07,1.5020385979839333e-05,2.1444414769889734e-10,2.0892288559539243e-06,8.810473829136311e-13,5.196385737354829e-09,9.986534530317487e-14,2.887717968728687e-18,1.4443305983089713e-13
1.847305508956353e-08,0.1309393748496417,0.46346346346346345,0.0,0.0,0.0,0.07269393023931692,2.204636631356253e-08,0.0007530530489118693,4.4066856786264057e-07,3.8251795137423083e-08,4.639922221617159e-05,2.096123782476195e-06,0.00022670266898821385,4.706425658655844e-10,0.0,0.46351345062404986,0.00033745889974768045,1.007781831522909e-05,7.319135502621372e-05,3.6638536664601825e-06,1.737967448688405e-06,4.917687402564907e-07,2.1130030312523426e-05,3.01359168997487e-10,2.195242685998168e-06,1.1373404885160014e-11,3.8275184552217037e-10,5.161306750216109e-07,9.093405423148484e-11,4.02559449792146e-07,1.518396168134173e-05,2.1678519091785898e-10,2.129263353372895e-06,8.956111405958608e-13,5.318477651259833e-09,1.0722882108188714e-13,3.100641227260929e-18,1.4953655531857816e-13
1.8651126638699182e-08,0.13094108463146503,0.46346346346346345,0.0,0.0,0.0,0.07268966421207868,2.281630216536341e-08,0.0007614829106066425,4.4832067157914775e-07,3.9094016898934075e-08,4.7181947610852275e-05,2.1473115647395222e-06,0.00022943199038533165,4.794661821829556e-10,0.0,0.4635145352198449,0.0003409300065704741,1.0077234759816245e-05,7.322011366401694e-05,3.6718889434179436e-06,1.7563208405039327e-06,4.968236509342677e-07,2.1562218419470137e-05,3.0752642266639194e-10,2.263244067849111e-06,1.1725715649657316e-11,3.892087844588844e-10,5.320192798467199e-07,9.373373030712529e-11,4.035659625887801e-07,1.5347762934025533e-05,2.1912955814115172e-10,2.1696338312935744e-06,9.102881723677925e-13,5.4418990987188214e-09,1.150505380432945e-13,3.3268150581481012e-18,1.547590879376751e-13
1.8829198187834833e-08,0.13094279672212322,0.46346346346346345,0.0,0.0,0.0,0.07268538700077148,2.3603975279445112e-08,0.0007699187933249333,4.5603905692850234e-07,3.9946328158885935e-08,4.797080930581065e-05,2.199304426109442e-06,0.00023217067042686593,4.884141792293205e-10,0.0,0.46351563082509795,0.0003443913847228569,1.0076649649212382e-05,7.32482735037232e-05,3.679900719579219e-06,1.7746218111096575e-06,5.01863969281722e-07,2.1998037560516812e-05,3.137455989610861e-10,2.3325704202501663e-06,1.2084891004947858e-11,3.957162916257414e-10,5.48223363232263e-07,9.658900342945845e-11,4.0457202535057314e-07,1.5511789156982e-05,2.2147723461671543e-10,2.210339170096653e-06,9.25082897664959e-13,5.566645301338464e-09,1.2335369696494815e-13,3.566910339079661e-18,1.6010193850751682e-13
1.9007269736970484e-08,0.13094451110986952,0.46346346346346345,0.0,0.0,0.0,0.07268109863890426,2.4409573754653576e-08,0.0007783606446275847,4.638240518436599e-07,4.0808750351333674e-08,4.876578953612504e-05,2.2521084584642016e-06,0.00023491867232067594,4.974880239953557e-10,0.0,0.46351673740577337,0.00034784302453172243,1.0076062987972978e-05,7.32758722716305e-05,3.687888944728947e-06,1.7928702648502162e-06,5.068896778510659e-07,2.2437460801977676e-05,3.200163154755231e-10,2.403230917055523e-06,1.245097848023645e-11,4.022745373472252e-10,5.64745488353803e-07,9.950032539405917e-11,4.055776412288069e-07,1.5676039763015844e-05,2.2382821156600743e-10,2.2513782544641997e-06,9.399972447073322e-13,5.692711502546267e-09,1.3216239869179903e-13,3.82162397426793e-18,1.65566383026533e-13
1.9185341286106136e-08,0.13094622778320283,0.46346346346346345,0.0,0.0,0.0,0.07267679916001293,2.523328498196985e-08,0.0007868084141649533,4.7167598971095277e-07,4.168130480677728e-08,4.956687050660669e-05,2.3057297485002692e-06,0.00023767595922758017,5.066891866739999e-10,0.0,0.4635178549278112,0.0003512849184589982,1.007547478066085e-05,7.330294555581257e-05,3.6958535753660867e-06,1.8110661198735511e-06,5.119007624926086e-07,2.2880461327599752e-05,3.2633819213398203e-10,2.4752346170478092e-06,1.2824025007854734e-11,4.088830384313602e-10,5.815881987615368e-07,1.0246814453710412e-10,4.065828140494618e-07,1.5840514159060723e-05,2.2618248742696608e-10,2.292749973336327e-06,9.55024192076575e-13,5.820092967655057e-09,1.4150166713623568e-13,4.091679559522252e-18,1.7115369269123428e-13
1.9363412835241787e-08,0.13094794673087135,0.46346346346346345,0.0,0.0,0.0,0.07267248859765449,2.607529564704918e-08,0.0007952620535794027,4.795952092835475e-07,4.256401275174582e-08,5.037403439483205e-05,2.3601743775925563e-06,0.00024044249426775926,5.160191405795591e-10,0.0,0.4635189833571326,0.00035471706099543635,1.007488503184561e-05,7.332952690750804e-05,3.7037945743733755e-06,1.8292093074516924e-06,5.168972121916495e-07,2.3327012440747528e-05,3.32710849344065e-10,2.548590464516219e-06,1.3204076928209195e-11,4.1554150941843263e-10,5.987540184402901e-07,1.0549290574616748e-10,4.0758754827330673e-07,1.6005211746547366e-05,2.2854004773224626e-10,2.334453219874847e-06,9.701658638253824e-13,5.948784984130177e-09,1.5139746934248207e-13,4.377827962434597e-18,1.7686513391343494e-13
1.954148438437744e-08,0.13094966794188903,0.46346346346346345,0.0,0.0,0.0,0.07266816698539798,2.6935791734534038e-08,0.0008037215163476287,4.875820545382287e-07,4.3456895307932084e-08,5.118726335711418e-05,2.4154484215598862e-06,0.0002432182405310983,5.254793620328306e-10,0.0,0.46352012265964876,0.00035813944848891587,1.0074293746102699e-05,7.335564800507047e-05,3.71171191048353e-06,1.8472997708822292e-06,5.218790188042286e-07,2.3777087567853176e-05,3.391339097467322e-10,2.623307290250034e-06,1.3591179993139877e-11,4.2225019639002465e-10,6.162454519142533e-07,1.0857505047921843e-10,4.0859184893161677e-07,1.6170131921948957e-05,2.3090088309353588e-10,2.3764868914027396e-06,9.854249917516842e-13,6.0787828620981605e-09,1.6187674996996505e-13,4.6808483195092365e-18,1.8270196834950523e-13
1.971955593351309e-08,0.1309513914054731,0.46346346346346345,0.0,0.0,0.0,0.07266383435681933,2.7814958530815535e-08,0.0008121867576955126,4.956368745945348e-07,4.435997349162066e-08,5.200653953289874e-05,2.4715579505227577e-06,0.00024600316108275234,5.350713302948418e-10,0.0,0.4635212728012667,0.0003615520790518018,1.0073700928012709e-05,7.338133874249855e-05,3.719605557991051e-06,1.8653374648956756e-06,5.268461769149896e-07,2.4230660260154998e-05,3.4560699803049365e-10,2.6993938121694688e-06,1.3985379369428437e-11,4.290088674879271e-10,6.340649843159047e-07,1.1171501677606171e-10,4.095957215914057e-07,1.633527407708694e-05,2.332649871991607e-10,2.4188498893699476e-06,1.0007990282133656e-12,6.21008193450389e-09,1.7296745322286776e-13,5.0015486702820275e-18,1.8866545291910737e-13
1.989762748264874e-08,0.13095311711102106,0.46346346346346345,0.0,0.0,0.0,0.07265949074549763,2.871298062604219e-08,0.000820657734535161,5.037600236630085e-07,4.527326821427303e-08,5.283184504707175e-05,2.5285090287892557e-06,0.0002487972189672703,5.447965275108913e-10,0.0,0.4635224337478926,0.00036495495249244095,1.0073106582160823e-05,7.340662729488957e-05,3.727475496539397e-06,1.8833223552187892e-06,5.317986837329805e-07,2.4687704194979495e-05,3.5212974029915766e-10,2.7768586357960327e-06,1.4386719641913238e-11,4.358169998314933e-10,6.52215081437536e-07,1.1491323926740935e-10,4.1059917232920274e-07,1.650063759936271e-05,2.3563234986799057e-10,2.4615411193280832e-06,1.0162856941447369e-12,6.342677556586713e-09,1.8469853949349596e-13,5.3407664385829934e-18,1.947568398188235e-13
2.0075699031784392e-08,0.13095484504818602,0.46346346346346345,0.0,0.0,0.0,0.07265513618500886,2.963004191780583e-08,0.0008291344053556834,5.119518609363711e-07,4.619680028130885e-08,5.366316201329245e-05,2.586307714671675e-06,0.0002516003772157231,5.546564386184278e-10,0.0,0.4635236054654386,0.000368348070196356,1.007251071313595e-05,7.343154023200327e-05,3.7353217107514697e-06,1.901254417813662e-06,5.367365389082447e-07,2.5148193177925124e-05,3.587017643982317e-10,2.8557102550959613e-06,1.4795244817531193e-11,4.4267476952136495e-10,6.706981898242665e-07,1.1817014919196478e-10,4.1160220768710653e-07,1.6666221872144422e-05,2.380029599615764e-10,2.504559490885866e-06,1.0318882282970851e-12,6.47656510635797e-09,1.9710001491025584e-13,5.699369286952896e-18,2.0097737654715419e-13
2.0253770580920044e-08,0.13095657520677198,0.46346346346346345,0.0,0.0,0.0,0.07265077070892088,3.056632561409907e-08,0.0008376167301371679,5.202127505110735e-07,4.713059039216648e-08,5.450047253815287e-05,2.6449600603272724e-06,0.0002544125988513204,5.646525512770017e-10,0.0,0.4635247879198273,0.0003717314350326996,1.0071913325529954e-05,7.34561026076934e-05,3.743144189938948e-06,1.9191336382800056e-06,5.416597443882792e-07,2.5612101144534674e-05,3.653227004556161e-10,2.9359570531811442e-06,1.5210998328421954e-11,4.495823037508203e-10,6.895167368521665e-07,1.2148617440982057e-10,4.1260483463761516e-07,1.6832026275068453e-05,2.4037681104806985e-10,2.547903917673309e-06,1.047606603819928e-12,6.611739984324469e-09,2.1020295621348245e-13,6.078255835958228e-18,2.0732830592458356e-13
2.0431842130055695e-08,0.13095830757679144,0.46346346346346345,0.0,0.0,0.0,0.07264639435078801,3.15220142367629e-08,0.0008461046702601641,5.285430612939169e-07,4.8074659139228115e-08,5.534375872550286e-05,2.7044721115911636e-06,0.0002572338468952988,5.747863557899404e-10,0.0,0.4635259810769978,0.0003751050512558702,1.0071314423936834e-05,7.348033805401866e-05,3.750942927796147e-06,1.9369600112251025e-06,5.465683042666494e-07,2.6079402161981372e-05,3.7199218027461225e-10,3.017607303101374e-06,1.56340230367082e-11,4.565389241717416e-10,7.086731308177e-07,1.248617394176161e-10,4.136070605473678e-07,1.6998050184368514e-05,2.4275389488042215e-10,2.5915733173032373e-06,1.0634361108300962e-12,6.7481976137732185e-09,2.240395388148817e-13,6.47835647556333e-18,2.1381086611696796e-13
2.0603558789806894e-08,0.13095998020848407,0.46346346346346345,0.0,0.0,0.0,0.07264216389791399,3.2462145627841526e-08,0.0008542949823018321,5.366421848141196e-07,4.8994790768438595e-08,5.61625931573771e-05,2.7626802237407856e-06,0.00025996292662816003,5.846903182147704e-10,0.0,0.46352714175844306,0.00037834904452325205,1.0070735465907646e-05,7.350341982445271e-05,3.7584408623178373e-06,1.954100160096125e-06,5.512878257788785e-07,2.6533215909310834e-05,3.784692772894466e-10,3.0976805358081916e-06,1.6048877323662985e-11,4.63293710378043e-10,7.274680981349632e-07,1.2817362432645027e-10,4.1457314714711757e-07,1.715835646087889e-05,2.450491961032568e-10,2.6339910492187858e-06,1.0788087220397025e-12,6.880996080656082e-09,2.3810831723831044e-13,6.885171335705387e-18,2.201879041034808e-13
2.0775275449558092e-08,0.1309616548787981,0.46346346346346345,0.0,0.0,0.0,0.07263792338707648,3.3420653194457705e-08,0.0008624904490209484,5.448065496326573e-07,4.992451781543766e-08,5.698695166201833e-05,2.821698801062881e-06,0.0002627003324752943,5.947250492499321e-10,0.0,0.463528312330237,0.00038158398379169715,1.0070155108417979e-05,7.35262371833617e-05,3.7659167192305984e-06,1.9711911787608116e-06,5.559937411960346e-07,2.699013784232012e-05,3.849908472591024e-10,3.179073653834569e-06,1.647056985535137e-11,4.700942554917171e-10,7.465815767547489e-07,1.315416415846101e-10,4.155388752331456e-07,1.731886570852207e-05,2.473474839340736e-10,2.6767090066044626e-06,1.094288467964313e-12,7.014979077854178e-09,2.5292114014279556e-13,7.313501107681074e-18,2.2668959460169133e-13
2.094699210930929e-08,0.13096333157915294,0.46346346346346345,0.0,0.0,0.0,0.0726336728483072,3.4397698808972016e-08,0.0008706910391155821,5.530364988926558e-07,5.086385846150904e-08,5.781681819659717e-05,2.8815332474513e-06,0.0002654460312962521,6.048918918965764e-10,0.0,0.46352949276190086,0.00038480987613268193,1.0069573355589328e-05,7.354880795159836e-05,3.773370503204755e-06,1.9882330836029758e-06,5.606860592404451e-07,2.7450145060836762e-05,3.9155656533922376e-10,3.261793788613915e-06,1.6899137578916195e-11,4.769402343285817e-10,7.660156762414255e-07,1.349661630335394e-10,4.165042523017359e-07,1.7479577360284754e-05,2.496487541894386e-10,2.7197262292261414e-06,1.10987108771513e-12,7.150142560387636e-09,2.685098948722622e-13,7.764267851694641e-18,2.333170356984001e-13
2.111870876906049e-08,0.13096501030117655,0.46346346346346345,0.0,0.0,0.0,0.07262941231161259,3.539344376104191e-08,0.0008788967222528425,5.61332379644252e-07,5.181283079351804e-08,5.865217672469588e-05,2.942188960810001e-06,0.00026819998996454827,6.151921912028241e-10,0.0,0.4635306830229837,0.0003880267295528683,1.0068990211542617e-05,7.357114897209032e-05,3.780802221883323e-06,2.0052258971148535e-06,5.653647900866231e-07,2.791321478248191e-05,3.981661075787673e-10,3.3458479789285056e-06,1.733461696228902e-11,4.838312849882133e-10,7.857724899535449e-07,1.3844755765809743e-10,4.174692860926214e-07,1.7640490847080023e-05,2.519529944693721e-10,2.7630417601833944e-06,1.125557105499308e-12,7.28648250265244e-09,2.8490750992747024e-13,8.238423734248215e-18,2.400713215275391e-13
2.1290425428811687e-08,0.13096669103655523,0.46346346346346345,0.0,0.0,0.0,0.07262514180697133,3.640804875937153e-08,0.0008871074690316936,5.696945428130837e-07,5.2771452804770286e-08,5.949301121710439e-05,3.0036713329519942e-06,0.00027096217537006957,6.256272942222234e-10,0.0,0.463531883083065,0.00039123455295378683,1.0068405680397792e-05,7.359327614848059e-05,3.788211885756976e-06,2.022169647640573e-06,5.700299452999507e-07,2.8379324343192116e-05,4.04819151747837e-10,3.4312431713641724e-06,1.777704399567403e-11,4.907676537744654e-10,8.058540950977871e-07,1.4198619159661958e-10,4.184339845734929e-07,1.7801605597871436e-05,2.5426019272099514e-10,2.806654645891185e-06,1.1413512538252736e-12,7.423994897655658e-09,3.021479720147661e-13,8.736951521128726e-18,2.469535422820416e-13
2.1462142088562886e-08,0.13096837377713594,0.46346346346346345,0.0,0.0,0.0,0.07262086136433117,3.7441673934913175e-08,0.0008953232509214949,5.781233431248923e-07,5.3739742393552836e-08,6.033930565508099e-05,3.0659857494557095e-06,0.00027373255442302144,6.361985499559888e-10,0.0,0.4635330929117575,0.0003944333560652217,1.0067819766273218e-05,7.361520450901548e-05,3.795599507956473e-06,2.039064368948608e-06,5.746815377337942e-07,2.8848451198070417e-05,4.1151537828150895e-10,3.517986221066952e-06,1.8226454194509698e-11,4.977493212817467e-10,8.262625528188072e-07,1.45582428156437e-10,4.1939835591599247e-07,1.7962921039881656e-05,2.5657034734659266e-10,2.8505639360495903e-06,1.1572498604268982e-12,7.562675757386119e-09,3.202663538395167e-13,9.260865381089272e-18,2.5396478423555993e-13
2.1633858748314084e-08,0.1309700585148615,0.46346346346346345,0.0,0.0,0.0,0.07261657101360233,3.84944787671454e-08,0.0009035440403352717,5.866191395620637e-07,5.471771735069161e-08,6.119104403370645e-05,3.1291375887416593e-06,0.00027651109405922586,6.469073095593543e-10,0.0,0.4635343124787144,0.0003976231495095256,1.006723247328501e-05,7.363694813422624e-05,3.8029651044614008e-06,2.0559101006594125e-06,5.793195816299494e-07,2.932057293754156e-05,4.1825446878003633e-10,3.606083880290755e-06,1.868288254195396e-11,5.047755522437345e-10,8.46999906157305e-07,1.4923662745334954e-10,4.203624085094468e-07,1.8124436598529226e-05,2.588834489490681e-10,2.894768684054484e-06,1.1732487689322925e-12,7.702521114844935e-09,3.392989761464178e-13,9.811215571443533e-18,2.61106129242363e-13
2.1805575408065283e-08,0.1309717452416773,0.46346346346346345,0.0,0.0,0.0,0.07261227078466195,3.956662223226454e-08,0.0009117698103498496,5.951822943586077e-07,5.570539538516491e-08,6.204821035997049e-05,3.193132223448394e-06,0.00027929776123899184,6.577549257741996e-10,0.0,0.4635355417536245,0.0004008039445272164,1.006664380554676e-05,7.365852044045249e-05,3.810308693230836e-06,2.072706886461613e-06,5.839440921958359e-07,2.979566725818352e-05,4.2503610615330167e-10,3.6955428221943586e-06,1.9146363611557944e-11,5.118466093357477e-10,8.680681841809026e-07,1.5294914714081176e-10,4.2132615088290065e-07,1.8286151698076525e-05,2.611994858417175e-10,2.939267946141558e-06,1.1893526170015868e-12,7.843527017681656e-09,3.5928316738387433e-13,1.0389081488465372e-17,2.6837865574262097e-13
2.197729206781648e-08,0.13097343394990715,0.46346346346346345,0.0,0.0,0.0,0.07260796070735272,4.0658262784745556e-08,0.0009200005347272364,6.038131730726329e-07,5.670279411568549e-08,6.29107886546772e-05,3.257975020215902e-06,0.00028209252294824955,6.687427529921741e-10,0.0,0.46353678070621324,0.00040397575299642844,1.0066053767169436e-05,7.367993415862926e-05,3.817630294264729e-06,2.0894547742340065e-06,5.885550856299534e-07,3.027371196671177e-05,4.318599752404303e-10,3.7863696379532756e-06,1.9616931551738498e-11,5.189624791058606e-10,8.894694014699614e-07,1.5672034231870724e-10,4.2228959170554806e-07,1.8448065761592376e-05,2.635184503415994e-10,2.984060781490798e-06,1.2055614867938854e-12,7.9856895320886e-09,3.8025731109013547e-13,1.0995573037610097e-17,2.757834386373114e-13
2.214900872756768e-08,0.13097512463168381,0.46346346346346345,0.0,0.0,0.0,0.07260364081147636,4.176955829330152e-08,0.0009282361879653642,6.12512144999613e-07,5.7709931063275426e-08,6.377876295562324e-05,3.323671338787447e-06,0.00028489534620412794,6.798721474113223e-10,0.0,0.46353802930625004,0.00040713858747466085,1.0065462362260635e-05,7.370120128489498e-05,3.824929929741705e-06,2.1061538163328823e-06,5.93152579192475e-07,3.075468499428182e-05,4.387257626732931e-10,3.878570826935332e-06,2.0094620035234882e-11,5.261227827208975e-10,9.112055563490464e-07,1.6055056522150906e-10,4.232527397896768e-07,1.8610178210933586e-05,2.6584033518891257e-10,3.029146252579749e-06,1.2218724798040266e-12,8.129004742287368e-09,4.022609997909413e-13,1.1631835083664227e-17,2.833215488537978e-13
2.2320725387318878e-08,0.1309768172793482,0.46346346346346345,0.0,0.0,0.0,0.07259931112679192,4.2900666047951476e-08,0.0009364767452547096,6.212795830906786e-07,5.872682365089812e-08,6.465211731823868e-05,3.390226531951128e-06,0.00028770619805709507,6.911444669713999e-10,0.0,0.4635392875235495,0.0004102924611528129,1.0064869594924218e-05,7.372233312543929e-05,3.832207623875433e-06,2.1228040692955955e-06,5.977365911335169e-07,3.1238564395829654e-05,4.456331566472398e-10,3.972152798038178e-06,2.0579462266255876e-11,5.333274173091588e-10,9.332786310904296e-07,1.6444016525444896e-10,4.242156040762501e-07,1.8772488466890396e-05,2.6816513105431715e-10,3.0745234251364626e-06,1.2382860448663672e-12,8.273468750614649e-09,4.253350497907779e-13,1.2299047878451123e-17,2.909940533937734e-13
2.2492442047070077e-08,0.13097851188529966,0.46346346346346345,0.0,0.0,0.0,0.07259497168301403,4.405174276560914e-08,0.0009447221824357537,6.301158638897107e-07,5.975348920421514e-08,6.553083581714666e-05,3.457645945449244e-06,0.0002905250455932449,7.025610712941242e-10,0.0,0.46354055532797345,0.00041343738780984826,1.0064275469259891e-05,7.374334034053928e-05,3.8394634027735785e-06,2.139405593549857e-06,6.023071406229382e-07,3.172532834969621e-05,4.5258184715150794e-10,4.067121870841715e-06,2.1071490986207764e-11,5.405763631716997e-10,9.556905920822661e-07,1.683894890231064e-10,4.2517819362044884e-07,1.89349959493277e-05,2.7049282909339403e-10,3.1201913680995283e-06,1.2548029271407632e-12,8.419077676875244e-09,4.495215199650702e-13,1.2998427604225501e-17,2.988020153711751e-13
2.2664158706821275e-08,0.13098020844209982,0.46346346346346345,0.0,0.0,0.0,0.07259062250981932,4.5222944695090936e-08,0.0009529724758561008,6.390213668424771e-07,6.078994496763669e-08,6.641490254391793e-05,3.5259349191585634e-06,0.00029335185592951543,7.14123321344785e-10,0.0,0.46354183268942406,0.0004165733816790427,1.0063679989363696e-05,7.376423308772002e-05,3.846697294009669e-06,2.1559584525333866e-06,6.068642475408201e-07,3.2214955135563435e-05,4.59571525684747e-10,4.1634842921594245e-06,2.1570738559422144e-11,5.478694281809746e-10,9.784433927469265e-07,1.7239888084765638e-10,4.26140517558307e-07,1.9097700077442835e-05,2.728234213042169e-10,3.1661491530245173e-06,1.271422043237699e-12,8.565827655920887e-09,4.748635089806964e-13,1.3731220510051998e-17,3.067464947245206e-13
2.2835875366572474e-08,0.13098190694213596,0.46346346346346345,0.0,0.0,0.0,0.07258626363682642,4.6414427396192456e-08,0.0009612276025745268,6.479964756660205e-07,6.183620806913623e-08,6.730430161630667e-05,3.595098784135268e-06,0.0002961865962308423,7.258325800143933e-10,0.0,0.4635431195778648,0.0004197004576237765,1.0063083159325824e-05,7.378502082124586e-05,3.853909327195836e-06,2.172462713872564e-06,6.114079327573242e-07,3.2707423183033155e-05,4.666018858113212e-10,4.261246202022457e-06,2.207723679705456e-11,5.552064402403468e-10,1.001538967438844e-06,1.7646868168738786e-10,4.2710258513467375e-07,1.9260600269584332e-05,2.7515689908537115e-10,3.2123958553103375e-06,1.2881428410748107e-12,8.713714842022093e-09,5.014056773898034e-13,1.4498718008805732e-17,3.1482854671824413e-13
2.3007592026323672e-08,0.1309836073782491,0.46346346346346345,0.0,0.0,0.0,0.0725818950936067,4.762634589072728e-08,0.0009694875401766071,6.570415773545201e-07,6.289229554112568e-08,6.819901717362658e-05,3.6651428644279794e-06,0.00029902923370172336,7.376902116631052e-10,0.0,0.4635444159633091,0.0004228186309682782,1.0062484983231561e-05,7.380571247601906e-05,3.861099533438609e-06,2.188918448259413e-06,6.159382178632555e-07,3.3202711039389536e-05,4.736726227063914e-10,4.36041365733865e-06,2.259101707965731e-11,5.625873563286673e-10,1.0249792356376135e-06,1.8059922987982046e-10,4.280644056690693e-07,1.9423695943544472e-05,2.7749325322396755e-10,3.2589305533505658e-06,1.3049661193723129e-12,8.862735406876177e-09,5.291939375222021e-13,1.5302247710019575e-17,3.230492229672844e-13
2.317930868607487e-08,0.13098530974300637,0.46346346346346345,0.0,0.0,0.0,0.0725775169096776,4.8858854609844856e-08,0.0009777522667914606,6.661570625066602e-07,6.39582243151866e-08,6.909903338057644e-05,3.7360724762005353e-06,0.00030187973559263055,7.496975822134312e-10,0.0,0.4635457218158272,0.00042592791750467016,1.006188546516037e-05,7.382631645300628e-05,3.868267945368397e-06,2.2053257295132502e-06,6.204551251851548e-07,3.370079738175759e-05,4.807834334758591e-10,4.460992624154657e-06,2.3112110316939846e-11,5.700120391349891e-10,1.0487661005193723e-06,1.8479086088881704e-10,4.2902598855463096e-07,1.9586986516633413e-05,2.798324755248489e-10,3.305752328816447e-06,1.3218913044578065e-12,9.012885538110288e-09,5.58275607372956e-13,1.6143177869721745e-17,3.314095710797165e-13
2.335102534582607e-08,0.13098701402932145,0.46346346346346345,0.0,0.0,0.0,0.07257312911450842,5.0112107478907985e-08,0.0009860217609860712,6.753433247430596e-07,6.503401123103238e-08,7.000433442484191e-05,3.807892928717227e-06,0.0003047380691954888,7.618560588860634e-10,0.0,0.46354703710554,0.0004290283333955769,1.0061284609186388e-05,7.384684072478539e-05,3.8754145968249425e-06,2.2216846339339083e-06,6.24958677631713e-07,3.420166099906123e-05,4.87934016827085e-10,4.562988990963655e-06,2.3640547016793095e-11,5.774802410895564e-10,1.0729014513093134e-06,1.890439077192172e-10,4.2998734323120346e-07,1.9750471405852934e-05,2.8217455802699196e-10,3.352860266181154e-06,1.3389168454505508e-12,9.16416143963921e-09,5.886992491635443e-13,1.7022912722247212e-17,3.3991063523252515e-13
