Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133)
2.1668079028450344e-09,0.13079810708428327,0.46346346346346345,0.0,0.0,0.0,0.0730343840672542,3.3351931700596616e-12,4.590417924341946e-05,8.099938469786666e-09,3.751426477432084e-10,1.9488634547917593e-06,1.5316656657602612e-08,1.9470755920069942e-05,1.8645636110547276e-11,0.0,0.4634636396133161,1.384340154176987e-05,9.361414970709705e-06,3.096044568625545e-05,2.9389797250497265e-06,6.49258948899218e-08,2.1882488916634687e-08,1.1883906441425608e-07,1.693337102235822e-12,1.6254560814083825e-09,8.421298225462833e-15,1.607036410924353e-11,6.272975399445267e-10,1.1025754455725586e-13,3.169642445425384e-07,1.1603041465907988e-06,1.6518412511807298e-11,1.8717283483740767e-08,6.176297252163643e-14,7.936410499162873e-12,2.1953792321123032e-20,6.348011890905208e-25,2.2599673919138357e-17
2.2045036193549774e-09,0.1307983563346913,0.46346346346346345,0.0,0.0,0.0,0.07303370462155723,3.5827466629107177e-12,4.7059470389551574e-05,8.388730496547423e-09,3.866096028002376e-10,1.9952578718121694e-06,1.5925463495289106e-08,1.985971284904991e-05,1.913251373484154e-11,0.0,0.46346364877014207,1.4285721532236927e-05,9.394885812915808e-06,3.1430782166250675e-05,2.939819173427344e-06,6.680695639346152e-08,2.24960702502071e-08,1.236291153738096e-07,1.7615939042337034e-12,1.7129511051390385e-09,8.874600984535184e-15,1.645307710647357e-11,6.58483193484488e-10,1.1574371604353218e-13,3.173376631765836e-07,1.1892420665857683e-06,1.6930503673265235e-11,1.9549811666312568e-08,6.271983559507074e-14,8.391348014356866e-12,2.457391049499745e-20,7.105631249235604e-25,2.4277546354098185e-17
2.2421993358649203e-09,0.13079860657354592,0.46346346346346345,0.0,0.0,0.0,0.07303302486828421,3.8443786476059566e-12,4.8221913730811e-05,8.682333332303236e-09,3.982844389285001e-10,2.041811372040956e-06,1.654678038568823e-08,2.0248903390054708e-05,1.962264355896142e-11,0.0,0.46346365822505214,1.4733552597066355e-05,9.42688006808269e-06,3.189682324395682e-05,2.9406574158430585e-06,6.871954247467257e-08,2.3118028542604116e-08,1.2855125420070998e-07,1.8317330820054113e-12,1.8039393108680341e-09,9.34600160803036e-15,1.6837102539567572e-11,6.907166079824946e-10,1.2141434800576145e-13,3.1768471025196796e-07,1.2182765844992431e-06,1.7343976164104507e-11,2.0402439098853983e-08,6.36757121296395e-14,8.864883029942916e-12,2.745851789842802e-20,7.939729232761233e-25,2.605086302364238e-17
2.2798950523748633e-09,0.13079885778576164,0.46346346346346345,0.0,0.0,0.0,0.0730323448036443,4.1206601791291645e-12,4.939139666284033e-05,8.98072637102432e-09,4.10169725927038e-10,2.0885237046122214e-06,1.7180638218772107e-08,2.0638329313608366e-05,2.0115974056090397e-11,0.0,0.46346366798187366,1.518683196486021e-05,9.457462691324514e-06,3.235856082355846e-05,2.941496325749024e-06,7.066346624940323e-08,2.374827224557067e-08,1.3360720419641192e-07,1.9037792015124304e-12,1.8985157652155246e-09,9.835992629088598e-15,1.722243830574899e-11,7.240186743437227e-10,1.2727312035588395e-13,3.180078563583414e-07,1.2474033534910325e-06,1.7758768138125638e-11,2.1275210467230958e-08,6.463077239550841e-14,9.357479026919387e-12,3.0629777731984395e-20,8.856714488142857e-25,2.7923496269822113e-17
2.3175907688848062e-09,0.13079910995667052,0.46346346346346345,0.0,0.0,0.0,0.07303166442389031,4.412176409811591e-12,5.056780938730472e-05,9.283888922715463e-09,4.222680059498974e-10,2.13539482858475e-06,1.782706821223346e-08,2.1027992598220774e-05,2.06124555323839e-11,0.0,0.4634636780443901,1.5645497246110223e-05,9.486695780278836e-06,3.281598954849172e-05,2.9423375271165535e-06,7.263853163137305e-08,2.4386710224230607e-08,1.3879866705597245e-07,1.977756521058605e-12,1.996776733149943e-09,1.0345072789437766e-14,1.7609084034254285e-11,7.584104920996548e-10,1.3332374978553424e-13,3.1830935841963605e-07,1.276618225772863e-06,1.8174820580856728e-11,2.2168167313592668e-08,6.558518284567634e-14,9.86960215858828e-12,3.4111361075382174e-20,9.863431677617926e-25,2.9899414056737473e-17
2.355286485394749e-09,0.1307993630720031,0.46346346346346345,0.0,0.0,0.0,0.07303098372531829,4.719526667293763e-12,5.175104479667967e-05,9.591800231094925e-09,4.3458179298827974e-10,2.182424892731338e-06,1.848610191354124e-08,2.1417895399973406e-05,2.1112040054349595e-11,0.0,0.46346368841634183,1.6109486436893862e-05,9.514638700810274e-06,3.3269106652163734e-05,2.94318242636805e-06,7.464453406280037e-08,2.503325176743478e-08,1.441273229799347e-07,2.053688992876272e-12,2.09881966165589e-09,1.0873746954783229e-14,1.799704092666356e-11,7.939133683734082e-10,1.3956998958452877e-13,3.1859127733532623e-07,1.3059172437575755e-06,1.8592077183583584e-11,2.308134818173766e-08,6.653910614837515e-14,1.0401721049475901e-11,3.7928527979106736e-20,1.0967184927384617e-24,3.198268050002838e-17
2.392982201904692e-09,0.13079961711787094,0.46346346346346345,0.0,0.0,0.0,0.07303030270426736,5.043324526416742e-12,5.294099836631289e-05,9.904439490203253e-09,4.4711357244840855e-10,2.22961421704833e-06,1.915777120117839e-08,2.1808040026002378e-05,2.1614681379824068e-11,0.0,0.46346369910142615,1.657873792285721e-05,9.541348207184585e-06,3.371791181558602e-05,2.944032240135203e-06,7.668126119868957e-08,2.5687806598383318e-08,1.495948307884111e-07,2.131600264759145e-12,2.2047431634929174e-09,1.142252603065232e-14,1.8386311599348964e-11,8.305488167649211e-10,1.460156294451269e-13,3.188554942724007e-07,1.3352966315984367e-06,1.9010484223081214e-11,2.401478875600873e-08,6.749270107755315e-14,1.0954306596231108e-11,4.210821187463234e-20,1.2175762235605377e-24,3.417745635517879e-17
2.430677918414635e-09,0.13079987208075006,0.46346346346346345,0.0,0.0,0.0,0.07302962135711935,5.384197875106612e-12,5.4137568053109895e-05,1.0221785859997853e-08,4.5986580081523736e-10,2.2769632758462095e-06,1.9842108285171355e-08,2.2198428911372652e-05,2.2120334892316006e-11,0.0,0.4634637101032979,1.705319048341336e-05,9.566878556956306e-06,3.416240703161363e-05,2.9448880193958285e-06,7.874849354789274e-08,2.6350284885453146e-08,1.5520282803742374e-07,2.2115136817145633e-12,2.314647001046753e-09,1.1991926878731983e-14,1.877689993954711e-11,8.683385561606313e-10,1.5266449525295688e-13,3.1910372569515264e-07,1.364752787101425e-06,1.9429990446542482e-11,2.4968521994001653e-08,6.84461225137483e-14,1.1527831770749118e-11,4.667910739825155e-20,1.3497460867467644e-24,3.648799946506668e-17
2.468373634924578e-09,0.1308001279474656,0.46346346346346345,0.0,0.0,0.0,0.07302893968029862,5.742788974323188e-12,5.534065420026613e-05,1.054381848098648e-08,4.728409053931641e-10,2.324472682292533e-06,2.0539145707006605e-08,2.258906459890463e-05,2.2628957538506327e-11,0.0,0.4634637214255688,1.7532783296092384e-05,9.591281620802343e-06,3.4602596475495425e-05,2.9457506704672067e-06,8.08460050738304e-08,2.702059725316339e-08,1.6095293113754268e-07,2.293452287642251e-12,2.428632070274595e-09,1.258247223369973e-14,1.916881098703607e-11,9.073045094721058e-10,1.595204488654183e-13,3.19337537216907e-07,1.3942822739941193e-06,1.9850546961500895e-11,2.5942578253360472e-08,6.939952155800655e-14,1.2122771425744177e-11,5.167176172489116e-20,1.4941113765197996e-24,3.8918665167240816e-17
2.506069351434521e-09,0.13080038470517705,0.46346346346346345,0.0,0.0,0.0,0.0730282576702716,6.119754512150294e-12,5.65501594475309e-05,1.087051648795007e-08,4.860412841157934e-10,2.3721431742882197e-06,2.1248916339017817e-08,2.297994972157003e-05,2.314050776871287e-11,0.0,0.4634637330718086,1.8017455940985694e-05,9.614606987523735e-06,3.503848638145416e-05,2.9466209732725757e-06,8.297356375754875e-08,2.7698654793217117e-08,1.6684673547484175e-07,2.3774388270679064e-12,2.546800384746072e-09,1.3194690620527022e-14,1.9562050813708712e-11,9.474688023079047e-10,1.665873878782244e-13,3.195583563541152e-07,1.423881814535513e-06,2.0272107130813948e-11,2.693698541291996e-08,7.035304544617725e-14,1.2739602102971697e-11,5.711866950962683e-20,1.6516117001302135e-24,4.147390666144773e-17
2.543765067944464e-09,0.13080064234136496,0.46346346346346345,0.0,0.0,0.0,0.07302757532354674,6.515765652110685e-12,5.776598864654218e-05,1.1201859022803002e-08,4.994693054175585e-10,2.419975601567213e-06,2.197145338331674e-08,2.3371086987122997e-05,2.3654945480142672e-11,0.0,0.4634637450455453,1.850714840523385e-05,9.636902064428224e-06,3.547008492502667e-05,2.9474995972433605e-06,8.513093212559908e-08,2.8384369075560116e-08,1.7288581553417711e-07,2.463495746896106e-12,2.669255059781569e-09,1.3829116272302534e-14,1.995662640939884e-11,9.888537615827865e-10,1.738692453808569e-13,3.197674842595188e-07,1.45354828245177e-06,2.0694626472172388e-11,2.7951768988444797e-08,7.130683755662704e-14,1.3378801844279665e-11,6.305437153592632e-20,1.8232458303614473e-24,4.4158275337972536e-17
2.581460784454407e-09,0.13080090084381762,0.46346346346346345,0.0,0.0,0.0,0.07302689263667399,6.9315080757938845e-12,5.8988048780822255e-05,1.1537825246636394e-08,5.131273081607498e-10,2.4679709139179514e-06,2.27067903703313e-08,2.376247916467674e-05,2.4172231962769197e-11,0.0,0.46346375735026457,1.9001801087512884e-05,9.658212173296935e-06,3.589740211090699e-05,2.94838711517071e-06,8.731786774504561e-08,2.9077652159397696e-08,1.7907172502478372e-07,2.551645198183129e-12,2.796100296689518e-09,1.4486289048581503e-14,2.035254559582482e-11,1.031481914068196e-09,1.8136998970169158e-13,3.1996610650742984e-07,1.4832786961835843e-06,2.111806256189371e-11,2.89869522432039e-08,7.226103760166422e-14,1.4040850005649403e-11,6.951555717095822e-20,2.010074668120011e-24,4.697642106739144e-17
2.61915650096435e-09,0.13080116020061955,0.46346346346346345,0.0,0.0,0.0,0.07302620960624473,7.367682019889752e-12,6.021624889006829e-05,1.1878394350987794e-08,5.270176016121347e-10,2.5161301504330717e-06,2.3454961157006075e-08,2.4154129072975824e-05,2.4692329847685158e-11,0.0,0.4634637699894114,1.9501354802479113e-05,9.678580642129378e-06,3.632044966604621e-05,2.9492840152765796e-06,8.953412368774084e-08,2.9778416604111416e-08,1.8540599700817138e-07,2.6419090379723482e-12,2.9274413671043063e-09,1.5166754354224213e-14,2.0749816936258167e-11,1.0753759848878143e-09,1.890936241433632e-13,3.201553030004611e-07,1.513070212431451e-06,2.1542374943235333e-11,3.004255629360778e-08,7.321578155771096e-14,1.472622707436747e-11,7.654117072959653e-20,2.2132243180531396e-24,4.993309245236547e-17
2.6945479339842362e-09,0.1308016814310215,0.46346346346346345,0.0,0.0,0.0,0.07302484250128669,8.304198361853728e-12,6.269071505548654e-05,1.2573258180445851e-08,5.555041499914047e-10,2.6129449430021486e-06,2.4989941176309086e-08,2.4938213547926023e-05,2.5740816766218716e-11,0.0,0.46346379628455964,2.05149306948275e-05,9.716656515530158e-06,3.7153790808701836e-05,2.9511075505501967e-06,9.405358887349523e-08,3.120204237843147e-08,1.9852565824953036e-07,2.828865852380161e-12,3.204037353628798e-09,1.6599771417791284e-14,2.1548453533529664e-11,1.167053764284287e-09,2.0522574979916545e-13,3.2050926191669005e-07,1.5728258345094782e-06,2.2393476075414017e-11,3.221510110242824e-08,7.512742665343059e-14,1.6168894473850875e-11,9.245341018015438e-20,2.673336055231155e-24,5.628150141845081e-17
2.7624002237021337e-09,0.1308021533463854,0.46346346346346345,0.0,0.0,0.0,0.07302361089850072,9.224262645420993e-12,6.493786044668377e-05,1.3214169708681995e-08,5.819590399501352e-10,2.7006508012984313e-06,2.6415661047630308e-08,2.564479997297261e-05,2.669372086723322e-11,0.0,0.4634638211276515,2.144332545105009e-05,9.74810125414579e-06,3.788934511001792e-05,2.9527843297246936e-06,9.821882864128581e-08,3.2508025241556386e-08,2.1085571466778152e-07,3.0045715102540476e-12,3.4694269435807645e-09,1.797472942560709e-14,2.2271949097334625e-11,1.254125189978948e-09,2.2054781444942277e-13,3.208045642051038e-07,1.6267889596151178e-06,2.316209540259289e-11,3.4240401904866093e-08,7.685105724299077e-14,1.7551917134903233e-11,1.0914562386767992e-19,3.156001451499705e-24,6.251849345843518e-17
2.8302525134200312e-09,0.1308026278568827,0.46346346346346345,0.0,0.0,0.0,0.07302237813143694,1.0222083145792089e-11,6.720357151065273e-05,1.3869673390584987e-08,6.092011190055379e-10,2.7889070657318075e-06,2.7883503651947072e-08,2.6352266593840554e-05,2.7655209062296434e-11,0.0,0.4634638471059931,2.238669856371203e-05,9.777086660283423e-06,3.861131663034839e-05,2.9544962162351474e-06,1.0247506385831647e-07,3.383691181127336e-08,2.2368937801837946e-07,3.1874544685668902e-12,3.751067504555953e-09,1.9433882351631802e-14,2.2999984646639938e-11,1.34566050861307e-09,2.3665587116558303e-13,3.210821769556739e-07,1.6809115331715448e-06,2.3933005753631058e-11,3.6332106563983466e-08,7.857840104393415e-14,1.9018031083847324e-11,1.283874331887637e-19,3.7123901954229964e-24,6.928269028174553e-17
2.8981048031379287e-09,0.1308031049024045,0.46346346346346345,0.0,0.0,0.0,0.07302114418167054,1.1302272854679745e-11,6.948738345253728e-05,1.4539650208374829e-08,6.372427956713823e-10,2.8777219160669748e-06,2.9393677924841852e-08,2.7060630555281114e-05,2.8625105896231263e-11,0.0,0.46346387423821117,2.334472044976842e-05,9.803804032610076e-06,3.9319823673902285e-05,2.956244114704651e-06,1.0682074344627867e-07,3.5188211580819824e-08,2.3703486019004693e-07,3.3776318177434804e-12,4.04960965586813e-09,2.0980601009280748e-14,2.3732627607620776e-11,1.4417992098218895e-09,2.535744939174178e-13,3.2134561467783587e-07,1.7351812196873948e-06,2.4706031598376252e-11,3.849027290149686e-08,8.031012470909435e-14,2.0570056570095702e-11,1.5050303652042516e-19,4.351876741183087e-24,7.660537562798241e-17
2.965957092855826e-09,0.13080358442506887,0.46346346346346345,0.0,0.0,0.0,0.07301990903118637,1.2469598679921465e-11,7.178884820378149e-05,1.5223982136389423e-08,6.660961781792931e-10,2.967103884796652e-06,3.094639601239283e-08,2.7769908979955404e-05,2.960324659547036e-11,0.0,0.4634639025425211,2.4317066201920286e-05,9.828429784385276e-06,4.001499567950155e-05,2.9580285975200754e-06,1.1125429747076829e-07,3.656144008036187e-08,2.5090016727216924e-07,3.5752177175487587e-12,4.3657140399064145e-09,2.2618308141125046e-14,2.4469948357344868e-11,1.5426827301102397e-09,2.713285999956931e-13,3.215978335287957e-07,1.7895867100805353e-06,2.548101200820921e-11,4.071494313984909e-08,8.204686176500607e-14,2.2210812334636014e-11,1.758502688154753e-19,5.0848081742923216e-24,8.451887734326217e-17
3.0338093825737237e-09,0.13080406636928224,0.46346346346346345,0.0,0.0,0.0,0.07301867266237286,1.3728981287148507e-11,7.410753350077192e-05,1.5922552253959902e-08,6.957730789508527e-10,3.0570617682157284e-06,3.2541873209827846e-08,2.848011890019265e-05,3.058947641299483e-11,0.0,0.46346393203673164,2.5303415644765318e-05,9.851126603745992e-06,4.069697191163165e-05,2.9598499747855407e-06,1.1577414212608308e-07,3.795611903228456e-08,2.6529310231460084e-07,3.780323436414015e-12,4.700051044528297e-09,2.4350476980574727e-14,2.521201945811274e-11,1.6484544178928513e-09,2.8994344385547976e-13,3.2184131717511733e-07,1.8441176401707865e-06,2.6257799497009e-11,4.300614522841442e-08,8.378921362461259e-14,2.3943112760509774e-11,2.0482336482653395e-19,5.9225841128961704e-24,9.305656631510792e-17
3.101661672291621e-09,0.13080455068146565,0.46346346346346345,0.0,0.0,0.0,0.0730174350580162,1.5085494787159882e-11,7.64430220355003e-05,1.6635244843303387e-08,7.262850195853222e-10,3.1476045515944967e-06,3.4180327898335265e-08,2.9191277204457612e-05,3.158365002258423e-11,0.0,0.46346396273825075,2.6303453383095602e-05,9.872044522650538e-06,4.1365900264158944e-05,2.961708349568774e-06,1.2037868417703056e-07,3.937177649197306e-08,2.802212681424376e-07,3.9930573915318294e-12,5.053300529430811e-09,2.618062983418988e-14,2.5958914993322446e-11,1.7592594977027466e-09,3.0944461081199334e-13,3.220781497221019e-07,1.898764515618858e-06,2.7036258953710346e-11,4.536389406309786e-08,8.553775062854168e-14,2.5769765153285833e-11,2.378558958488818e-19,6.877741626546352e-24,1.0225285436026081e-16
3.1695139620095187e-09,0.13080503731001691,0.46346346346346345,0.0,0.0,0.0,0.07301619620129424,1.6544366279492146e-11,7.879491067023126e-05,1.7361945474123575e-08,7.576432362399171e-10,3.2387413462594808e-06,3.586198148064549e-08,2.9903400595766423e-05,3.258563095749514e-11,0.0,0.4634639946640921,2.7316868842450267e-05,9.891321903166248e-06,4.2021936165809596e-05,2.9636036612769717e-06,1.2506632492171799e-07,4.080794697412584e-08,2.956920702185233e-07,4.213525189509652e-12,5.426151556471215e-09,2.8112336684579525e-14,2.671071012813963e-11,1.875245033716101e-09,3.2985801061554007e-13,3.223100776846342e-07,1.953518642698394e-06,2.7816266656515074e-11,4.778819260950559e-08,8.729301454668999e-14,2.7693567149706518e-11,2.7542388387517417e-19,7.96404528503121e-24,1.1214319113658288e-16
3.237366251727416e-09,0.13080552620516173,0.46346346346346345,0.0,0.0,0.0,0.07301495607577027,1.8110975255168927e-11,8.116280971211891e-05,1.8102541075759397e-08,7.898586853423632e-10,3.330481337313896e-06,3.758705831583322e-08,3.061650556019481e-05,3.3595291091342526e-11,0.0,0.46346402783088086,2.8343356301741813e-05,9.90908634487165e-06,4.2665241582594836e-05,2.965535719096703e-06,1.29835463707891e-07,4.2264171564179025e-08,3.117127195495005e-07,4.441829667782661e-12,5.819302124072266e-09,3.0149213814317553e-14,2.7467480657374633e-11,1.9965598926868275e-09,3.5120987092155555e-13,3.225385621150128e-07,2.0083720646347915e-06,2.859770936773327e-11,5.027903293412247e-08,8.905551963170137e-14,2.9717304256164216e-11,3.180491031273728e-19,9.196582625425704e-24,1.2276406009928823e-16
3.3052185414453137e-09,0.13080601731886812,0.46346346346346345,0.0,0.0,0.0,0.07301371466538716,1.9790852868366715e-11,8.354634223995642e-05,1.885691999848715e-08,8.229420495261243e-10,3.42283373990705e-06,3.935578565398728e-08,3.1330608342555855e-05,3.461251015655287e-11,0.0,0.46346406225485937,2.9382614918027976e-05,9.925455521482912e-06,4.3295984106985164e-05,2.967504228527631e-06,1.346845010634819e-07,4.373999801487964e-08,3.2829023562840224e-07,4.678070936562287e-12,6.233458905711093e-09,3.229492245100304e-14,2.8229302567506898e-11,2.123354706434401e-09,3.7352673068113133e-13,3.2276482273647035e-07,2.063317502938238e-06,2.9380483499892e-11,5.283639715300278e-08,9.082575324568354e-14,3.1843747514817963e-11,3.6630257442008057e-19,1.0591865195053773e-23,1.3415297356755667e-16
3.373070831163211e-09,0.13080651060474674,0.46346346346346345,0.0,0.0,0.0,0.07301247195446096,2.1589681084230115e-11,8.594514347765999e-05,1.962497206516136e-08,8.569037437190999e-10,3.515807762571673e-06,4.1168393571159516e-08,3.2045724927424346e-05,3.563717529706132e-11,0.0,0.4634640979518933,3.0434348743560896e-05,9.940537952667607e-06,4.3914336126315265e-05,2.9695088128765397e-06,1.3961184148513457e-07,4.523498082813184e-08,3.4543144940770973e-07,4.9223464210364444e-12,6.6693369925342945e-09,3.455316743388759e-14,2.8996251829814056e-11,2.255781833998773e-09,3.96835433472675e-13,3.2298987541953757e-07,2.1183483033098744e-06,3.016449434492974e-11,5.546025830496896e-08,9.26041785606679e-14,3.4075651295681555e-11,4.2080825979564945e-19,1.2167935385528118e-23,1.463484669506022e-16
3.4409231208811086e-09,0.13080700601796766,0.46346346346346345,0.0,0.0,0.0,0.07301122792767502,2.3513291710143982e-11,8.835886021024883e-05,2.040658861422165e-08,8.917539213318419e-10,3.609412576516543e-06,4.302511490482615e-08,3.2761871024469944e-05,3.666918065241171e-11,0.0,0.46346413493747807,3.149826673542444e-05,9.954433716362433e-06,4.452047406372789e-05,2.9715490307367595e-06,1.4461589592068807e-07,4.674868132256453e-08,3.631430062968395e-07,5.1747509040806945e-12,7.127659640121492e-09,3.6927695901824435e-14,2.9768404146572024e-11,2.3939953235607437e-09,4.2116312079161163e-13,3.23214564041799e-07,2.173458385745555e-06,3.0949655364773184e-11,5.815058115555343e-08,9.43912356289773e-14,3.6415751212429143e-11,4.822469646097734e-19,1.3944479265456614e-23,1.5939009218277681e-16
3.508775410599006e-09,0.13080750351517914,0.46346346346346345,0.0,0.0,0.0,0.07300998257007354,2.5567665316525135e-11,9.078715023930484e-05,2.120166253484843e-08,9.27502480511509e-10,3.703657290115418e-06,4.492618518998849e-08,3.347906205754557e-05,3.7708426971119546e-11,0.0,0.4634641732267446,3.2574082758107066e-05,9.967235105698805e-06,4.511457768648518e-05,2.9736243899759866e-06,1.496950839720375e-07,4.828066768736517e-08,3.8143136917869085e-07,5.435376569305634e-12,7.609158019431857e-09,3.9422296002826186e-14,3.054583462546363e-11,2.5381508742070488e-09,4.465372253119568e-13,3.2343958745612775e-07,2.228642198547269e-06,3.1735887538272354e-11,6.090732293649762e-08,9.618734136899355e-14,3.886676215977086e-11,5.513604550472835e-19,1.5942945642527927e-23,1.733184104088379e-16
3.5766277003169036e-09,0.1308080030544337,0.46346346346346345,0.0,0.0,0.0,0.0730087358670557,2.7758930053467048e-11,9.322968187482707e-05,2.2010088295037674e-08,9.641590704277435e-10,3.798550927867254e-06,4.687184259604889e-08,3.419731315690512e-05,3.875482125114698e-11,0.0,0.4634642128344658,3.3661515579377845e-05,9.979027234620404e-06,4.569682947650817e-05,2.975734358839409e-06,1.5484783584433e-07,4.983051502299515e-08,4.0030282144000727e-07,5.704313044040025e-12,8.114570971953172e-09,4.2040795625667153e-14,3.132861771421286e-11,2.6884057976161554e-09,4.729854641338986e-13,3.236655222473664e-07,2.2838946759536936e-06,3.2523118756821856e-11,6.373043402559813e-08,9.79928924204855e-14,4.1431376469838554e-11,6.289557988427952e-19,1.8186671579809436e-23,1.8817498396235371e-16
3.644479990034801e-09,0.1308085045951185,0.46346346346346345,0.0,0.0,0.0,0.07300748780436926,3.009336036965725e-11,9.568613346036302e-05,2.2831761963346614e-08,1.0017330975582188e-09,3.894102413121198e-06,4.886232786460771e-08,3.49166391538612e-05,3.9808276405353535e-11,0.0,0.4634642537750621,3.4760288859831385e-05,9.9898885962199e-06,4.626741405808139e-05,2.9778783748487562e-06,1.6007259406704405e-07,5.139780536941622e-08,4.1976347001046947e-07,5.981647442617988e-12,8.644644769064729e-09,4.478706115312754e-14,3.211682709189222e-11,2.844918979738118e-09,5.005358320299398e-13,3.238928419309814e-07,2.3392111991053743e-06,3.331128326923246e-11,6.661985857162218e-08,9.980826635051887e-14,4.411226218469654e-11,7.159099369855063e-19,2.0701014591222668e-23,2.0400236768080606e-16
3.7123322797526986e-09,0.13080900809789134,0.46346346346346345,0.0,0.0,0.0,0.07300623836810462,3.2577375640036106e-11,9.815619292849465e-05,2.3666581225022566e-08,1.0402337319448134e-09,3.9903205539312255e-06,5.089788424829934e-08,3.563705457729977e-05,4.0868710949883514e-11,0.0,0.4634642960626081,3.5870131136490515e-05,9.999891577663122e-06,4.682651767786466e-05,2.980055852066365e-06,1.6536781501087672e-07,5.298212772250165e-08,4.398192484056129e-07,6.267464409865425e-12,9.200132875615335e-09,4.766499623693004e-14,3.2910535390341223e-11,3.007850842537076e-09,5.29216594701293e-13,3.2412193318419276e-07,2.394587560071257e-06,3.4100321171795586e-11,6.957553506882623e-08,1.016338207964714e-13,4.69120614418152e-11,8.131744941539624e-19,2.3513491740134295e-23,2.208440996012767e-16
3.7801845694705965e-09,0.13080951352462092,0.46346346346346345,0.0,0.0,0.0,0.07300498754468866,3.521753870836357e-11,0.00010063955738421993,2.4514445393136648e-08,1.0796699133985653e-09,4.087214031539756e-06,5.297875745073693e-08,3.6358573651681536e-05,4.193604871369813e-11,0.0,0.4634643397108385,3.699077580087619e-05,1.000910293515115e-05,4.737432773288237e-05,2.9822661870705452e-06,1.7073197022084803e-07,5.458307803934868e-08,4.6047591976897476e-07,6.561846164215223e-12,9.781795717713418e-09,5.0678540594874887e-14,3.370981421121301e-11,3.1773633058567064e-09,5.590562820560407e-13,3.243531095830311e-07,2.450019928692789e-06,3.489017793459576e-11,7.259739688512278e-08,1.0346989643332293e-13,4.983338896922381e-11,9.217808357867352e-19,2.6653925869691727e-23,2.387446910785608e-16
3.848036859188494e-09,0.1308100208383308,0.46346346346346345,0.0,0.0,0.0,0.07300373532087855,3.8020554350556945e-11,0.00010313593271414075,2.5375255415262755e-08,1.120050357637318e-09,4.18479139110325e-06,5.510519556760163e-08,3.7081210296300427e-05,4.3010218567684973e-11,0.0,0.4634643847331538,3.812196107196155e-05,1.0017584231986266e-05,4.791103234264646e-05,2.9845087638431337e-06,1.7616354758297483e-07,5.62002592332332e-08,4.817390799092216e-07,6.864872540930138e-12,1.0390400454721838e-08,5.383166882956789e-14,3.4514734135762664e-11,3.3536197494612595e-09,5.900836815181127e-13,3.245866232166903e-07,2.505504822028951e-06,3.5680803966585114e-11,7.568537274748797e-08,1.0531681853954579e-13,5.2878830686983695e-11,1.0428453798272962e-18,3.0154599197371825e-23,2.5774961636549453e-16
3.915889148906392e-09,0.13081053000314735,0.46346346346346345,0.0,0.0,0.0,0.07300248168375602,4.099326766443541e-11,0.00010564503321955965,2.6248913876186337e-08,1.1613835623432905e-09,4.283061034335632e-06,5.727744902890192e-08,3.780497812560487e-05,4.409115417191174e-11,0.0,0.46346443114262703,3.92634299644171e-05,1.0025392242542765e-05,4.843681996190499e-05,2.9867829577395867e-06,1.8166105233999567e-07,5.783328115894325e-08,5.036141603283336e-07,7.176621035464852e-12,1.1026720755445121e-08,5.712838926859756e-14,3.5325364448380096e-11,3.536784975299179e-09,6.223278313746569e-13,3.248226744886898e-07,2.561039076204301e-06,3.647215421780201e-11,7.883938718789164e-08,1.071748950973726e-13,5.605094241155481e-11,1.177575171272956e-18,3.405041450877272e-23,2.7790530169373177e-16
3.98374143862429e-09,0.1308110409842507,0.46346346346346345,0.0,0.0,0.0,0.07300122662072098,4.414266239136948e-11,0.00010816658127167972,2.7135324997092294e-08,1.2036778131292155e-09,4.382031213775739e-06,5.94957705424282e-08,3.852989045037964e-05,4.517879373966582e-11,0.0,0.46346447895200926,4.041493025253785e-05,1.0032579324777708e-05,4.895187903071873e-05,2.989088138723006e-06,1.8722300797056718e-07,5.948176058920701e-08,5.261064312372019e-07,7.49716684616909e-12,1.1691536578491406e-08,6.057274282684241e-14,3.614177319008712e-11,3.727025170032267e-09,6.55818014170326e-13,3.250614203810441e-07,2.6166198204738366e-06,3.726418780805866e-11,8.205936095283726e-08,1.0904441978738285e-13,5.935224865956098e-11,1.3272737276956918e-18,3.8379064186846114e-23,2.9925911389227946e-16
