Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80)
3.2335296185187313e-09,0.13080549849356632,0.46346346346346345,0.0,0.0,0.0,0.07301502623034282,0.0,8.10287980227241e-05,1.8060195011653824e-08,7.879942192636616e-10,3.324965517886872e-06,3.7486632167823986e-08,3.057584583562641e-05,3.317734929845694e-11,0.0,0.4634640258898955,2.8285053457591057e-05,9.90821994325908e-06,4.26293498990808e-05,2.9654259073714566e-06,1.295638991111976e-07,4.21813980242821e-08,3.1079271546424806e-07,4.4287189929940354e-12,5.796526451147155e-09,3.0031215129854445e-14,2.742198076129385e-11,2.0027859903086397e-09,3.523035246854564e-13,3.22525751588155e-07,2.0554071494750612e-06,2.9662875692580507e-11
3.298985658670814e-09,0.13080597210630004,0.46346346346346345,0.0,0.0,0.0,0.07301382875365443,0.0,8.332706220041262e-05,1.8786943781982478e-08,8.198458373390512e-10,3.414004204097495e-06,3.9189643707819923e-08,3.1264649848781175e-05,3.4144003865504254e-11,0.0,0.4634640590047776,2.928671123315395e-05,9.924107589863874e-06,4.3238714497086186e-05,2.9673223113904882e-06,1.3423604504453256e-07,4.360372362577926e-08,3.267447302169626e-07,4.656046349919041e-12,6.194528619581685e-09,3.209322816749477e-14,2.8156467603183045e-11,2.125676095334297e-09,3.7393305588229727e-13,3.227441430501518e-07,2.1108677251726784e-06,3.046326529717496e-11
3.3644416988228965e-09,0.1308064477443939,0.46346346346346345,0.0,0.0,0.0,0.07301263006797894,0.0,8.563956667290501e-05,1.9526426105731165e-08,8.525139427998621e-10,3.5036205945098805e-06,4.093346578061548e-08,3.195439600093585e-05,3.511732910705126e-11,0.0,0.4634640933028652,3.0300003875486606e-05,9.93878883754322e-06,4.3836533331151525e-05,2.96925232268928e-06,1.389811979169652e-07,4.50439144412463e-08,3.432207584257928e-07,4.890842308942073e-12,6.612683553175735e-09,3.425965107024223e-14,2.8895719573299423e-11,2.2538422641102066e-09,3.9649169412411084e-13,3.229613314757876e-07,2.1664701266083668e-06,3.1265701700637436e-11
3.429897738974979e-09,0.13080692536745184,0.46346346346346345,0.0,0.0,0.0,0.07301143015952985,0.0,8.796599323712955e-05,2.0278544276767284e-08,8.860076761648409e-10,3.593822928734007e-06,4.2718307000006235e-08,3.264509842537094e-05,3.609722812481088e-11,0.0,0.46346412879809784,3.132466961911805e-05,9.95235432864109e-06,4.442296442311886e-05,2.971215550727662e-06,1.437979304129079e-07,4.6501575972479846e-08,3.602267842049789e-07,5.133192220799222e-12,7.051639769181423e-09,3.6533843762279656e-14,2.963980464778519e-11,2.3874238187689824e-09,4.2000398639200995e-13,3.231780899474255e-07,2.2222088091704715e-06,3.207010488330969e-11
3.4953537791270616e-09,0.1308074049363665,0.46346346346346345,0.0,0.0,0.0,0.07301022901483385,0.0,9.030603328887002e-05,2.1043201928615425e-08,9.203359561963966e-10,3.684619394421439e-06,4.4544378322045414e-08,3.333677100879597e-05,3.708360972466638e-11,0.0,0.4634641655040992,3.236045094868791e-05,9.964887894187102e-06,4.499816876357133e-05,2.9732115596430317e-06,1.4868482248407123e-07,4.797631966627007e-08,3.777686332599388e-07,5.383179180121739e-12,7.512052667250573e-09,3.891920182553434e-14,3.038879037651176e-11,2.526561514736462e-09,4.444947324645796e-13,3.23395063244152e-07,2.2780786840384113e-06,3.287640140389318e-11
3.560809819279144e-09,0.13080788641325677,0.46346346346346345,0.0,0.0,0.0,0.0730090266207259,0.0,9.265938739420722e-05,2.18203040586872e-08,9.555074851531262e-10,3.7760181092477837e-06,4.6411892992198616e-08,3.402942738459663e-05,3.8076388116212816e-11,0.0,0.46346420343418143,3.340709459629428e-05,9.976467065640247e-06,4.556230977895003e-05,2.975239877750425e-06,1.53640463005624e-07,4.946776294997885e-08,3.9585197541772256e-07,5.640884061378671e-12,7.994584324365306e-09,4.1419155437350667e-14,3.114274373644738e-11,2.6713975086085953e-09,4.699889792562791e-13,3.2361278727789893e-07,2.334075082951852e-06,3.368452389111922e-11
3.6262658594312268e-09,0.13080836976140864,0.46346346346346345,0.0,0.0,0.0,0.07300782296434398,0.0,9.502576488793846e-05,2.2609757047351535e-08,9.915307540426494e-10,3.868027105956595e-06,4.83210664932503e-08,3.4723080928005846e-05,3.907548263242233e-11,0.0,0.46346424260135066,3.4464351533677094e-05,9.987163548192927e-06,4.611555284516393e-05,2.97730000531818e-06,1.5866345124683376e-07,5.097552925694706e-08,4.144823271650926e-07,5.9063855558463224e-12,8.49990329316147e-09,4.4037168324339997e-14,3.1901731001582944e-11,2.822075326027457e-09,4.965120151557526e-13,3.238317056290898e-07,2.3901937256463886e-06,3.449441057214334e-11
3.6917218995833094e-09,0.13080885494522154,0.46346346346346345,0.0,0.0,0.0,0.07300661803312396,0.0,9.740488349681561e-05,2.3411468672387595e-08,1.0284140478535894e-09,3.960654319993122e-06,5.0272116494037895e-08,3.54177447528225e-05,4.008081746790029e-11,0.0,0.4634642830183123,3.553197695954765e-05,9.997043658585945e-06,4.665806484398629e-05,2.9793914209780935e-06,1.6375239817422648e-07,5.249924804226264e-08,4.3366505419040003e-07,6.1797602070673056e-12,9.028684403648248e-09,4.677673673619777e-14,3.2665817644052135e-11,2.9787398296083232e-09,5.240893643725898e-13,3.240521836264802e-07,2.4464306897507023e-06,3.530600483957665e-11
3.7571779397353915e-09,0.13080934193015673,0.46346346346346345,0.0,0.0,0.0,0.07300541181479453,0.0,9.979646898576978e-05,2.4225348119294342e-08,1.0661654507507703e-09,4.053907579357965e-06,5.226526279905774e-08,3.6113431709438405e-05,4.109232143438548e-11,0.0,0.46346432469747517,3.660973028238876e-05,1.0006168730065849e-05,4.719001375893497e-05,2.981513586986651e-06,1.689059276026611e-07,5.4038554789455646e-08,4.534053739256711e-07,6.46108244672955e-12,9.581608568323651e-09,4.9641388436495255e-14,3.343506825475456e-11,3.141537186963444e-09,5.527467813007039e-13,3.242745203251109e-07,2.502782382962369e-06,3.611925485049177e-11
3.822633979887474e-09,0.13080983068269017,0.46346346346346345,0.0,0.0,0.0,0.07300420429737212,0.0,0.00010220025482545978,2.5051305987883067e-08,1.1047928512207667e-09,4.147794596368953e-06,5.4300727298975955e-08,3.6810154383972066e-05,4.210992773226227e-11,0.0,0.46346436765095783,3.769737509904735e-05,1.0014595486895833e-05,4.7711568307612556e-05,2.9836659535185396e-06,1.7412267720807414e-07,5.559309100869423e-08,4.7370835808556007e-07,6.7504246320067276e-12,1.0159362590681638e-08,5.2634681708749615e-14,3.4209546466992654e-11,3.31061483886355e-09,5.825102449062127e-13,3.24498958679516e-07,2.5592455173347756e-06,3.6934113152981766e-11
3.888090020039556e-09,0.13081032117026767,0.46346346346346345,0.0,0.0,0.0,0.07300299546915584,0.0,0.0001046159818795597,2.5889254295550137e-08,1.1443039471563051e-09,4.242322961049699e-06,5.6378733922075986e-08,3.750792509830583e-05,4.313357373691969e-11,0.0,0.4634644118905928,3.8794679169432684e-05,1.0022376390693444e-05,4.822289760765815e-05,2.9858479621796874e-06,1.7940129941471943e-07,5.7162504227048645e-08,4.945789352000502e-07,7.047857080819336e-12,1.0762638977102146e-08,5.5760204383034835e-14,3.498931490422175e-11,3.4861214675748124e-09,6.134059531458415e-13,3.2472569417746316e-07,2.6158170855171683e-06,3.775053634488764e-11
3.953546060191638e-09,0.13081081336126335,0.46346346346346345,0.0,0.0,0.0,0.07300178531872248,0.0,0.00010704339811030126,2.67391064775975e-08,1.184706250869384e-09,4.33750013589394e-06,5.8499508586668965e-08,3.820675591084223e-05,4.416320079886152e-11,0.0,0.46346445742793174,3.990141438762523e-05,1.0029559960732388e-05,4.8724170873635455e-05,2.988059048908833e-06,1.847404621687764e-07,5.87464479713788e-08,5.16021893137977e-07,7.353448107081368e-12,1.1392135752110958e-08,5.902157287989329e-14,3.577443514427944e-11,3.6682069654057992e-09,6.454603174218053e-13,3.2495488216992464e-07,2.6724943387993355e-06,3.8568484758220206e-11
4.01900210034372e-09,0.13081130722494005,0.46346346346346345,0.0,0.0,0.0,0.0730005738349215,0.0,0.00010948225830092596,2.7600777384935084e-08,1.2260070940248874e-09,4.433333451793131e-06,6.066327915448151e-08,3.890665861784063e-05,4.5198754056559994e-11,0.0,0.4634645042742508,4.101735674969489e-05,1.0036191070185029e-05,4.92155571423859e-05,2.990298646391364e-06,1.901388496090375e-07,6.034458174439275e-08,5.380418816186665e-07,7.667264058100457e-12,1.2048556276992655e-08,6.242243126808597e-14,3.656496767569377e-11,3.8570224034954534e-09,6.786999570795294e-13,3.2518664409796414e-07,2.7292747668235807e-06,3.9387922163116044e-11
4.084458140495802e-09,0.1308118027314131,0.46346346346346345,0.0,0.0,0.0,0.07299936100687014,0.0,0.00011193232379384265,2.8474183279464303e-08,1.268213632488449e-09,4.52983010495287e-06,6.287027538502629e-08,3.960764475523583e-05,4.6240182261135893e-11,0.0,0.46346455244055507,4.2142286318519475e-05,1.0042311220114947e-05,4.969722502458681e-05,2.99256618606758e-06,1.955951626442016e-07,6.195657099441114e-08,5.606434147091928e-07,7.989369349347397e-12,1.2732609071737105e-08,6.596645034328364e-14,3.7360971872641495e-11,4.052720000869599e-09,7.131516939524844e-13,3.2542107278231654e-07,2.7861560788382435e-06,4.0208815498923186e-11
4.1499141806478845e-09,0.1308122998516152,0.46346346346346345,0.0,0.0,0.0,0.07299814682394846,0.0,0.00011439336224339443,2.9359241827412004e-08,1.3113328510838793e-09,4.626997154652545e-06,6.51207288909541e-08,4.03097256008616e-05,4.728743761202408e-11,0.0,0.46346460193758365,4.327598718588216e-05,1.0047958792882147e-05,5.016934248044092e-05,2.9948610997980045e-06,2.0110811944533079e-07,6.358208707935627e-08,5.838308733049794e-07,8.319826498533412e-12,1.3445007640296745e-08,6.965732672462524e-14,3.816250598785752e-11,4.255453093790403e-09,7.488425469579853e-13,3.2565823691380606e-07,2.8431361863772512e-06,4.1031134626605975e-11
4.215370220799967e-09,0.13081279855726405,0.46346346346346345,0.0,0.0,0.0,0.0729969312757946,0.0,0.00011686514738221739,3.025587209085959e-08,1.3553715682564751e-09,4.724841521722385e-06,6.741487309438456e-08,4.101291217700843e-05,4.834047560284369e-11,0.0,0.46346465277581467,4.441824743211334e-05,1.0053169286501489e-05,5.0632076617577895e-05,2.997182821243559e-06,2.066764558612787e-07,6.522080722546184e-08,6.076085075916445e-07,8.658696162838038e-12,1.4186470299129362e-08,7.349878196310327e-14,3.8969627128619496e-11,4.465376105420485e-09,7.857997267488716e-13,3.2589818486306723e-07,2.900213187258657e-06,4.185485209348333e-11
4.280826260952049e-09,0.13081329882083198,0.46346346346346345,0.0,0.0,0.0,0.07299571435229987,0.0,0.00011934745880024493,3.11639945176905e-08,1.4003364406392677e-09,4.823369987627891e-06,6.975294318421054e-08,4.171721525325141e-05,4.93992548767471e-11,0.0,0.4634647049654703,4.5568859083527286e-05,1.0057975531386447e-05,5.108559350938585e-05,2.9995307870135112e-06,2.1229892576425407e-07,6.687241448117467e-08,6.319804394862102e-07,9.00603717303902e-12,1.495772000899847e-08,7.749456167106397e-14,3.978239124626172e-11,4.682644515821075e-09,8.240506304240876e-13,3.2614094791245404e-07,2.9573853508026415e-06,4.267994292125485e-11
4.411738341256214e-09,0.13081430391521948,0.46346346346346345,0.0,0.0,0.0,0.07299327634009094,0.0,0.00012434280690307961,3.3014404509616536e-08,1.4930704949663428e-09,5.022505644066619e-06,7.456181036548989e-08,4.31292127396257e-05,5.153388680756429e-11,0.0,0.4634648134386892,4.789432416385661e-05,1.0066494408837199e-05,5.196563376215317e-05,3.0043032179066644e-06,2.23701373130595e-07,7.021305130987285e-08,6.825230568524289e-07,9.726359620457043e-12,1.659249466782368e-08,8.596419219247353e-14,4.142506649803614e-11,5.139844561061154e-09,9.045440989119592e-13,3.266349740154977e-07,3.0720090223736062e-06,4.433415600195148e-11
4.5295592135299625e-09,0.1308152135665488,0.46346346346346345,0.0,0.0,0.0,0.07299107732904507,0.0,0.00012887252168143382,3.471830657946778e-08,1.5797622167120279e-09,5.2041325258090156e-06,7.904241149461656e-08,4.440393188508992e-05,5.3474335700270484e-11,0.0,0.4634649157839244,5.001379733028533e-05,1.0073060367756609e-05,5.2727786495231394e-05,3.008682600350902e-06,2.3413658890241266e-07,7.326063605113732e-08,7.300827201220961e-07,1.040417581503244e-11,1.8173005645363387e-08,9.41526881467693e-14,4.2923310993867985e-11,5.5780262408964436e-09,9.816912379230834e-13,3.2708927749512085e-07,3.1754814719964023e-06,4.5827438135920715e-11
4.647380085803711e-09,0.13081612786895336,0.46346346346346345,0.0,0.0,0.0,0.07298887371576329,0.0,0.000133433160501152,3.645826807987712e-08,1.6695512709987823e-09,5.388074982286068e-06,8.36690665946047e-08,4.5682424767161305e-05,5.543287359355554e-11,0.0,0.4634650226555314,5.21572701168064e-05,1.0078724875702357e-05,5.3462595383384254e-05,3.013138473413637e-06,2.4472866523776175e-07,7.634530617771086e-08,7.796264021633815e-07,1.1110274203699073e-11,1.9861465323689367e-08,1.0290045832839301e-13,4.444065642116731e-11,6.042470250283793e-09,1.063464097986134e-12,3.2755265738773504e-07,3.2792418340875898e-06,4.732487533869838e-11
4.7652009580774596e-09,0.13081704668585734,0.46346346346346345,0.0,0.0,0.0,0.07298666544983651,0.0,0.00013802362452523394,3.823387342578845e-08,1.7624711935179933e-09,5.574367555966781e-06,8.844320589025531e-08,4.696474549082785e-05,5.7409357041162836e-11,0.0,0.463465134104474,5.432366607809333e-05,1.008360612716117e-05,5.417097378445637e-05,3.017667752972525e-06,2.5547101153190393e-07,7.946541628239602e-08,8.311738168812236e-07,1.1844936279815151e-11,2.1662236934906228e-08,1.1223010837345063e-13,4.597738783602883e-11,6.534117745399126e-09,1.1500285271358234e-12,3.2802495741892246e-07,3.3832846407143593e-06,4.882638870561983e-11
4.883021830351208e-09,0.13081796988638614,0.46346346346346345,0.0,0.0,0.0,0.07298445248315137,0.0,0.00014264286231264965,4.004472042105167e-08,1.8585541505467962e-09,5.7630433815739905e-06,9.336627507274411e-08,4.8250945784078e-05,5.940366675031587e-11,0.0,0.46346525017939083,5.6511946270808986e-05,1.008780679155699e-05,5.485381518378273e-05,3.0222674301064535e-06,2.6635723596170664e-07,8.261937718613623e-08,8.847435176151837e-07,1.2608427014343362e-11,2.3579720142235367e-08,1.2216443265547875e-13,4.75337786406935e-11,7.053918715443099e-09,1.2415519318120125e-12,3.2850597591140177e-07,3.4876053779154184e-06,5.033191308542519e-11
5.000842702624957e-09,0.13081889734553773,0.46346346346346345,0.0,0.0,0.0,0.07298223476980986,0.0,0.00014728986717393904,4.189041993575394e-08,1.957831008235001e-09,5.954134216196288e-06,9.843973464676977e-08,4.954107506830177e-05,6.141570598013715e-11,0.0,0.4634653709266772,5.8721108249069826e-05,1.009141605924451e-05,5.5511992065801685e-05,3.0269345751289145e-06,2.7738114461650063e-07,8.580565458325168e-08,9.403529386495987e-07,1.3400995439410522e-11,2.561834838379455e-08,1.327264005350154e-13,4.9110090867814955e-11,7.602831482665487e-09,1.3382031886938976e-12,3.2899548035653825e-07,3.5922003480506717e-06,5.184139510852255e-11
5.118663574898705e-09,0.13081982894348665,0.46346346346346345,0.0,0.0,0.0,0.07298001226605097,0.0,0.00015196367474276895,4.377059557562743e-08,2.0603313985544416e-09,6.147670472710356e-06,1.0366505930612e-07,5.0835180529008094e-05,6.344539909575166e-11,0.0,0.46346549639056356,6.095018504725628e-05,1.0094511416927018e-05,5.6146355074581636e-05,3.0316663401755743e-06,2.8853673978245276e-07,8.902276764276374e-08,9.980184356383574e-07,1.4222875215108364e-11,2.778258631542618e-08,1.4393914312435073e-13,5.0706575512017954e-11,8.181822217139048e-09,1.4401525591329308e-12,3.294932182527862e-07,3.6970665508051587e-06,5.3354791486836414e-11
5.236484447172454e-09,0.13082076456549985,0.46346346346346345,0.0,0.0,0.0,0.07297778493017477,0.0,0.00015666336073756894,4.568488334681411e-08,2.1660837821190894e-09,6.343681255625447e-06,1.0904373733576899e-07,5.213330718645317e-05,6.549269025816056e-11,0.0,0.46346562661319207,6.319824415651633e-05,1.0097160190349338e-05,5.6757732418271566e-05,3.0364599606131994e-06,2.998182175324523e-07,9.226928757888022e-08,1.0577553249517264e-06,1.507428520764399e-11,3.007692734773074e-08,1.5582594049978918e-13,5.232347272759167e-11,8.791864465988863e-09,1.5475716061358678e-12,3.299989249874561e-07,3.8022015802230577e-06,5.4872067492452146e-11
5.354305319446202e-09,0.13082170410156274,0.46346346346346345,0.0,0.0,0.0,0.07297555272246867,0.0,0.00016138803889997636,4.7632931318780315e-08,2.275115507889551e-09,6.542194398659237e-06,1.1457727004024261e-07,5.3435497965796384e-05,6.755754223935066e-11,0.0,0.4634657616346917,6.546438649965183e-05,1.0099420875308952e-05,5.7346929491221576e-05,3.041312755495482e-06,3.112199647160934e-07,9.554383619959868e-08,1.1195779219106457e-06,1.595543002717489e-11,3.2505891277053275e-08,1.68410209437845e-13,5.396101216305013e-11,9.433938697392904e-09,1.660633113949376e-12,3.3051232934252127e-07,3.90760353630883e-06,5.639319569494132e-11
5.472126191719951e-09,0.13082264744616884,0.46346346346346345,0.0,0.0,0.0,0.07297331560513584,0.0,0.0001661368590855569,4.961439928905147e-08,2.3874528699392314e-09,6.743236503033624e-06,1.2026717119669697e-07,5.474179376629505e-05,6.963993534377744e-11,0.0,0.4634659014932503,6.774774541045949e-05,1.0101344292993321e-05,5.791472867078987e-05,3.0462221274090187e-06,3.227365554974865e-07,9.884508444581718e-08,1.183499577910484e-06,1.6866500541022137e-11,3.507402200617016e-08,1.8171549162958768e-13,5.5619413370559086e-11,1.0109031859144282e-08,1.7795110102100968e-12,3.310331575230413e-07,4.0132709486985526e-06,5.7918154889973844e-11
5.589947063993699e-09,0.13082359449807104,0.46346346346346345,0.0,0.0,0.0,0.07297107354222601,0.0,0.00017090900548935218,5.162895845225308e-08,2.503121161394507e-09,6.946832975890857e-06,1.261149665316524e-07,5.605223352924266e-05,7.173986642273267e-11,0.0,0.4634660462251843,7.004748562216262e-05,1.0102974595533144e-05,5.8461889257801315e-05,3.0511855618952847e-06,3.3436274754641227e-07,1.021717509303451e-07,1.2495327164309201e-06,1.7807674409501536e-11,3.7785885351871335e-08,1.9576544228673075e-13,5.729888600337752e-11,1.08181369516745e-08,1.9043802906473093e-12,3.3156113621953535e-07,4.119202710605744e-06,5.944692910039968e-11
5.707767936267448e-09,0.1308245451600772,0.46346346346346345,0.0,0.0,0.0,0.07296882649956823,0.0,0.00017570369499223667,5.3676291074951716e-08,2.622144725685173e-09,7.153008068550045e-06,1.32122193220252e-07,5.7366854304519426e-05,7.38573479708218e-11,0.0,0.4634661958650074,7.236280226835216e-05,1.0104350142136798e-05,5.898914753662892e-05,3.056200626523627e-06,3.46093477961173e-07,1.0552260048395441e-07,1.3176888679407394e-06,1.8779116578931974e-11,4.064606693647873e-08,2.1058381922372032e-13,5.899963013403124e-11,1.1562252615310656e-08,2.0354169462933666e-12,3.320959949253526e-07,4.225398021630102e-06,6.097950675895075e-11
5.8255888085411965e-09,0.1308254993388464,0.46346346346346345,0.0,0.0,0.0,0.07296657444470611,0.0,0.00018052017561804608,5.5756090177123955e-08,2.7445470052120963e-09,7.361784914482804e-06,1.3829039940716243e-07,5.868569131569104e-05,7.5992407296846e-11,0.0,0.46346635044549567,7.469291989884858e-05,1.0105504260296126e-05,5.949721693789313e-05,3.061264969649186e-06,3.5792385897742354e-07,1.0889644271355591e-07,1.3879787037063336e-06,1.9780979738634367e-11,4.365917016100956e-08,2.2619447239384982e-13,6.072183670934217e-11,1.2342382731569433e-08,2.1727978931663186e-12,3.3263746758930503e-07,4.33185633842514e-06,6.251588004423344e-11
5.943409680814945e-09,0.13082645694470538,0.46346346346346345,0.0,0.0,0.0,0.07296431734683463,0.0,0.00018535772509163992,5.7868059221045074e-08,2.8703505875485697e-09,7.57318556684422e-06,1.446211437481999e-07,6.000877802357093e-05,7.814508576160124e-11,0.0,0.4634665099977514,7.703709151260071e-05,1.0106465906015983e-05,5.998678828754873e-05,3.0663763189188104e-06,3.698491735149296e-07,1.122921305770521e-07,1.4604120685171356e-06,2.081340481577316e-11,4.682981425749082e-08,2.426213337545322e-13,6.246568772062292e-11,1.315953603824166e-08,2.316700904388086e-12,3.3318529373430324e-07,4.438577332258628e-06,6.405604421116652e-11
6.0612305530886936e-09,0.1308274178914741,0.46346346346346345,0.0,0.0,0.0,0.0729620551767398,0.0,0.00019021564948823208,6.00119118083802e-08,2.999577249289421e-09,7.78723103536121e-06,1.5111599497177143e-07,6.133614618815083e-05,8.031543807526986e-11,0.0,0.46346667455126445,7.939459760956575e-05,1.0107260236656063e-05,6.04585301266251e-05,3.071532479602634e-06,3.818648706128313e-07,1.1570855897909667e-07,1.5349980123435255e-06,2.1876521427568532e-11,5.016263241785245e-08,2.5988840757096296e-13,6.423135647129345e-11,1.4014725757999635e-08,2.4673045446859854e-12,3.337392192107435e-07,4.545560852524839e-06,6.559999706184889e-11
6.179051425362442e-09,0.13082838209630493,0.46346346346346345,0.0,0.0,0.0,0.0729597879067397,0.0,0.0001950932819650247,6.218737138609314e-08,3.132247997664856e-09,8.003941322423956e-06,1.5777653145921255e-07,6.266782592883412e-05,8.250353164765241e-11,0.0,0.46346684413397193,8.176474526320728e-05,1.010790910879658e-05,6.091308908739983e-05,3.0767313328107345e-06,3.939665607983552e-07,1.1914466339142122e-07,1.6117448209460828e-06,2.297044828037115e-11,5.366226999674832e-08,2.78019761160888e-13,6.60190080780973e-11,1.4908969240223657e-08,2.624788107221072e-12,3.34298996718368e-07,4.6528068953497914e-06,6.714773856483918e-11
6.296872297636191e-09,0.13082934947953126,0.46346346346346345,0.0,0.0,0.0,0.07295751551062782,0.0,0.00019998998156765322,6.4394170961487e-08,3.2683831100299884e-09,8.223335458307493e-06,1.646043408431535e-07,6.400384578294885e-05,8.470944598563667e-11,0.0,0.46346701877231555,8.414686721480228e-05,1.0108431511284053e-05,6.135109031455263e-05,3.0819708336252148e-06,4.0615001142398934e-07,1.225994185005234e-07,1.6906600454570926e-06,2.409529362527366e-11,5.733338278577112e-08,2.970395159011284e-13,6.782879961026785e-11,1.5843287615728506e-08,2.7893315526958304e-12,3.34864386159564e-07,4.760315576587439e-06,6.86992703973501e-11
6.414693169909939e-09,0.13083031996452502,0.46346346346346345,0.0,0.0,0.0,0.07295523796361829,0.0,0.00020490513210520757,6.66320528264619e-08,3.40800217133534e-09,8.445431535497655e-06,1.7160101962310046e-07,6.534423276254314e-05,8.693327213328622e-11,0.0,0.463467198491297,8.654032099035895e-05,1.0108843941685338e-05,6.177313792220277e-05,3.0872490091647382e-06,4.1841114199995533e-07,1.2607183688474005e-07,1.7717505309571231e-06,2.5251155676152536e-11,6.11806353566485e-08,3.1697183862679823e-13,6.96608802732081e-11,1.681870546406059e-08,2.961115450678814e-12,3.3543515484709726e-07,4.868087108638345e-06,7.025459558912111e-11
6.532514042183688e-09,0.13083129347756306,0.46346346346346345,0.0,0.0,0.0,0.07295295524229306,0.0,0.0002098381410883365,6.890076829097074e-08,3.551124109677767e-09,8.670246742100721e-06,1.787681727974624e-07,6.668901240946726e-05,8.917511215052026e-11,0.0,0.46346738331453163,8.89444880406945e-05,1.0109160733227288e-05,6.217981547913432e-05,3.0925639566006124e-06,4.3074601954424887e-07,1.295609677222305e-07,1.8550224440703488e-06,2.6438122949515458e-11,6.520869947108781e-08,3.3784093347344653e-13,7.151539196249748e-11,1.7836250493032384e-08,3.140320923081273e-12,3.3601107758947055e-07,4.976121780602288e-06,7.18137183405606e-11
6.650334914457436e-09,0.13083226994770114,0.46346346346346345,0.0,0.0,0.0,0.07295066732455069,0.0,0.00021478843872534657,7.120007742562214e-08,3.697767230027698e-09,8.897797394309722e-06,1.861074135112809e-07,6.803820884874838e-05,9.143507862668032e-11,0.0,0.4634675732643002,9.13587729050655e-05,1.0109394338661874e-05,6.257168651529576e-05,3.097913841146945e-06,4.431508539700541e-07,1.330658955310841e-07,1.9404812996029023e-06,2.7656274682393867e-11,6.942225255496594e-08,3.5967103391328657e-13,7.339246938398002e-11,1.8896953230155976e-08,3.327129589737056e-12,3.3659193668804005e-07,5.084419941321036e-06,7.337664370152946e-11
6.768155786731185e-09,0.13083324930665474,0.46346346346346345,0.0,0.0,0.0,0.07294837418955741,0.0,0.00021975547697162162,7.352974881333785e-08,3.847949246225245e-09,9.128098967905026e-06,1.9362036271894653e-07,6.939184484026838e-05,9.371329422560902e-11,0.0,0.4634677683615987,9.378260239860161e-05,1.0109555576852301e-05,6.294929504345085e-05,3.1032968940441558e-06,4.556219935277186e-07,1.365857389424855e-07,2.028131986249472e-06,2.8905681225380598e-11,7.382597623459948e-08,3.824863951306218e-13,7.529224012031626e-11,2.000184672563353e-08,3.521723516022749e-12,3.3717752187776294e-07,5.1929819849116505e-06,7.49433773098181e-11
6.885976659004933e-09,0.1308342314886864,0.46346346346346345,0.0,0.0,0.0,0.07294607581769923,0.0,0.00022473872862820876,7.588955930990486e-08,4.0016873113339754e-09,9.361166128783269e-06,2.0130864886121245e-07,7.074994182876715e-05,9.600989125927207e-11,0.0,0.46346796862618655,9.62154248236338e-05,1.0109653847086841e-05,6.331316609081587e-05,3.1087114105482756e-06,4.6815592031517747e-07,1.4011964950755811e-07,2.1179787913938662e-06,3.0186404321962624e-11,7.84245549328889e-08,4.063112868606921e-13,7.721482524709279e-11,2.1151966266560027e-08,3.724285162447101e-12,3.377676302300866e-07,5.301808338445569e-06,7.651392535885707e-11
7.003797531278682e-09,0.13083521643049925,0.46346346346346345,0.0,0.0,0.0,0.07294377219053655,0.0,0.0002297376864859366,7.82792938131957e-08,4.158998046436639e-09,9.597012762524563e-06,2.091739075558505e-07,7.211251999220162e-05,9.83250112873605e-11,0.0,0.463468174076633,9.865670920485958e-05,1.0109697315346208e-05,6.366380623646019e-05,3.1141557479338435e-06,4.807492458675508e-07,1.4366681053820445e-07,2.2100254250292987e-06,3.1498497488696664e-11,8.322267452319932e-08,4.3116998635537824e-13,7.916033945948725e-11,2.2348349101994835e-08,3.934997336161792e-12,3.383620660254563e-07,5.410899451483443e-06,7.808829436804868e-11
7.1216184035524305e-09,0.1308362040711362,0.46346346346346345,0.0,0.0,0.0,0.07294146329075957,0.0,0.00023475186251184266,8.069874504079227e-08,4.319897567952556e-09,9.835652003011285e-06,2.1721778130132798e-07,7.347959828849315e-05,1.0065880474062998e-10,0.0,0.4634683847303617,0.00010110594454817184,1.0109693076137796e-05,6.400170415097921e-05,3.119628323517302e-06,4.933987068342606e-07,1.4722643598202434e-07,2.3042750428244633e-06,3.284200639505241e-11,8.822502103891682e-08,4.570867716193322e-13,8.112889098219236e-11,2.3592034178561723e-08,4.154043144333878e-12,3.389606406004227e-07,5.520255787217565e-06,7.966649095418317e-11
