Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80)
3.027331759890658e-10,0.13078762351330267,0.46346346346346345,0.0,0.0,0.0,0.07306769364313069,0.0,1.993015099245291e-06,1.3732225152916167e-10,1.5632970705235793e-11,6.818413095659958e-08,1.1097829260041887e-10,1.2593008698891936e-06,7.051964263604021e-13,0.0,0.4634634638626763,3.139388011960031e-07,3.0709010863613053e-06,4.016386678157109e-06,2.0068011442215647e-06,7.90722788348067e-09,3.53542748876506e-09,3.936684686633678e-09,5.608488505993525e-14,8.648679956258047e-12,4.48052226367059e-17,5.599430384395967e-13,3.0307409572343756e-12,5.239726223584793e-16,7.876538776000443e-08,4.119740929024632e-08,5.945098963445171e-13
3.139567768381883e-10,0.13078766801102637,0.46346346346346345,0.0,0.0,0.0,0.07306749416355009,0.0,2.1256067560440677e-06,1.480009946835736e-10,1.6649025798150193e-11,7.326247950934929e-08,1.2266633437126272e-10,1.3384689883815724e-06,7.53445296167475e-13,0.0,0.4634634639128754,3.3712792362737034e-07,3.164786137844542e-06,4.1761428065133945e-06,2.0451991411713476e-06,8.149972571704184e-09,3.5949858342606403e-09,4.169842820147309e-09,5.940680679517205e-14,9.526895355808775e-12,4.935502225375041e-17,6.017516368703788e-13,3.3516014091759795e-12,5.798623990704316e-16,8.287898508281705e-08,4.411799554067201e-08,6.366577271809777e-13
3.251803776873108e-10,0.13078771296143524,0.46346346346346345,0.0,0.0,0.0,0.07306729467929683,0.0,2.261402680880832e-06,1.5909850594192226e-10,1.7687534514708212e-11,7.850746002630575e-08,1.3507408504495065e-10,1.419104554398978e-06,8.029851769075812e-13,0.0,0.4634634639671375,3.6113893621554127e-07,3.2574216401508478e-06,4.336483778099592e-06,2.081975452959729e-06,8.390550384226472e-09,3.652991140445509e-09,4.406800081875928e-09,6.278286405289588e-14,1.0455989584851052e-11,5.416841908544133e-17,6.449360361935348e-13,3.692712897547476e-12,6.393061253837001e-16,8.699227369166671e-08,4.712558721582722e-08,6.800612091414939e-13
3.364039785364333e-10,0.13078775835422984,0.46346346346346345,0.0,0.0,0.0,0.07306709519019632,0.0,2.4003276462022925e-06,1.7061643916602295e-10,1.8747873612682088e-11,8.391680939790077e-08,1.4821455781318039e-10,1.5011456271573037e-06,8.537929354093805e-13,0.0,0.4634634640256234,3.859703806097753e-07,3.348824219030833e-06,4.497392029520834e-06,2.117199088235121e-06,8.629089288621041e-09,3.709636657799916e-09,4.647459903741129e-09,6.621168096125673e-14,1.1436768555627478e-11,5.924958859040766e-17,6.894775867940596e-13,4.054529537485576e-12,7.023841114111207e-16,9.110026013925934e-08,5.021902107952279e-08,7.247035545350642e-13
3.476275793855558e-10,0.13078780417947264,0.46346346346346345,0.0,0.0,0.0,0.07306689569607439,0.0,2.5423091984528855e-06,1.8255640725484462e-10,1.9829448349611665e-11,8.948822820793708e-08,1.6210022519026044e-10,1.584532909633114e-06,9.058461405635068e-13,0.0,0.46346346408849426,4.1162071212347243e-07,3.4390102790223694e-06,4.65885026751339e-06,2.150936108776152e-06,8.865714639241637e-09,3.7651017175389706e-09,4.8917379737767575e-09,6.969205627249854e-14,1.2470018440759515e-11,6.460260394791214e-17,7.353573366555813e-13,4.437497624204992e-12,7.69175268981968e-16,9.51983080093835e-08,5.339715057501758e-08,7.705682163874214e-13
3.588511802346783e-10,0.1307878504275737,0.46346346346346345,0.0,0.0,0.0,0.07306669619675744,0.0,2.6872775439561296e-06,1.9491998280813267e-10,2.0931691312545405e-11,9.521938616773154e-08,1.7674304228134958e-10,1.669209635311888e-06,9.591230367181348e-13,0.0,0.46346346415591116,4.3808830601319574e-07,3.5279960063939305e-06,4.820841465140917e-06,2.183249755703801e-06,9.100549212002164e-09,3.819552716813506e-09,5.13956135132168e-09,7.322295075647852e-14,1.3556508239490725e-11,7.023144935409492e-17,7.825560763669109e-13,4.842056207956834e-12,8.39757214361785e-16,9.92821185187047e-08,5.665884552423168e-08,8.176388841000422e-13
3.700747810838008e-10,0.13078789708927666,0.46346346346346345,0.0,0.0,0.0,0.07306649669207248,0.0,2.8351654396313657e-06,2.0770869877906839e-10,2.205406129727164e-11,1.0110792720659869e-07,1.9215446905122667e-10,1.7551214598122459e-06,1.01360251816996e-12,0.0,0.46346346422803497,4.6537146340060424e-07,3.6157973720487844e-06,4.98334885804762e-06,2.2142005702763594e-06,9.333713239812156e-09,3.873144034182304e-09,5.3908676448719534e-09,7.680347548693786e-14,1.4696992158270464e-11,7.614003235627808e-17,8.310543812965334e-13,5.268637630458773e-12,9.142063640694577e-16,1.0334771206814942e-07,6.00029918365235e-08,8.658994792471849e-13
3.8129838193292333e-10,0.13078794415564543,0.46346346346346345,0.0,0.0,0.0,0.07306629718184694,0.0,2.9859080883404126e-06,2.2092404911627663e-10,2.3196042234918833e-11,1.0715147423646753e-07,2.0834549163642733e-10,1.842216357176538e-06,1.0692641047045812e-12,0.0,0.4634634643050268,4.934684168553386e-07,3.702430134390512e-06,5.146355940767126e-06,2.243846509498488e-06,9.565324448563892e-09,3.9260188802614276e-09,5.6456042481890925e-09,8.04328809577914e-14,1.5892211818733935e-11,8.23321952929744e-17,8.808326510602441e-13,5.7176680254677305e-12,9.92598024218967e-16,1.0739141070003177e-07,6.34284912265134e-08,9.153341515034859e-13
3.9252198278204584e-10,0.13078799161805224,0.46346346346346345,0.0,0.0,0.0,0.07306609766590891,0.0,3.1394430386646367e-06,2.3456748939547964e-10,2.4357142163865266e-11,1.133476336078112e-07,2.2532664274232548e-10,1.930444520624393e-06,1.1260879181415807e-12,0.0,0.4634634643870476,5.223773356562871e-07,3.7879098421504133e-06,5.309846463085951e-06,2.272243056768894e-06,9.79549809357364e-09,3.978310088186613e-09,5.9037276305029314e-09,8.411054697013884e-14,1.7142898305418557e-11,8.8811725903537e-17,9.318711464280542e-13,6.189567786019758e-12,1.0750064739499989e-15,1.114098214184515e-07,6.693426094046349e-08,9.65927274695047e-13
4.0374558363116834e-10,0.1307880394681646,0.46346346346346345,0.0,0.0,0.0,0.07306589814408697,0.0,3.295710088921361e-06,2.4864043744107555e-10,2.553689224498415e-11,1.1969399927325173e-07,2.431080211649644e-10,2.0197582675745327e-06,1.1840546598414826e-12,0.0,0.46346346447425807,5.52096330747838e-07,3.872251837177285e-06,5.47380442646049e-06,2.299443327781673e-06,1.0024346996387097e-08,4.030140848195481e-09,6.165202676942551e-09,8.783597323490947e-14,1.8449774064682852e-11,9.558236716686108e-17,9.841500238258119e-13,6.684752000683575e-12,1.161505043357879e-15,1.153998203323856e-07,7.051923349075494e-08,1.0176634429673935e-12
4.1496918448029085e-10,0.1307880876979344,0.46346346346346345,0.0,0.0,0.0,0.07306569861621028,0.0,3.454651195238195e-06,2.631442739379011e-10,2.6734845818349635e-11,1.261881566742894e-07,2.6169931047541183e-10,2.110111948750145e-06,1.2431455891339152e-12,0.0,0.4634634645668189,5.826234594068005e-07,3.9554712571900826e-06,5.6382140804864204e-06,2.325498171885423e-06,1.0251981581867113e-08,4.0816253902887485e-09,6.4300020756403335e-09,9.160877064049498e-14,1.9813554665371005e-11,1.0264782642375979e-16,1.0376493675397667e-12,7.20363086098587e-12,1.2521661862209887e-15,1.1935853758304062e-07,7.418235639803955e-08,1.0705274670641789e-12
4.2619278532941336e-10,0.13078813629958622,0.46346346346346345,0.0,0.0,0.0,0.07306549908210853,0.0,3.6162103835126018e-06,2.780803430334196e-10,2.7950577499618387e-11,1.3282768636578208e-07,2.811097969025871e-10,2.2014618611920707e-06,1.3033425026282462e-12,0.0,0.46346346466489086,6.13956729634846e-07,4.037583038493965e-06,5.8030599194195985e-06,2.3504562690944762e-06,1.0478509915488656e-08,4.13286961862447e-09,6.69810574822783e-09,9.542865313861474e-14,2.1234950430955834e-11,1.1001178383344287e-16,1.092349219739194e-12,7.746610042000839e-12,1.3470615479269924e-15,1.2328334301896664e-07,7.792259194067338e-08,1.1245043707109922e-12
4.3741638617853587e-10,0.13078818526560704,0.46346346346346345,0.0,0.0,0.0,0.07306529954161207,0.0,3.780333665091221e-06,2.934499529305584e-10,2.918368231437711e-11,1.3961016739210853e-07,3.013483864489843e-10,2.2937661650115403e-06,1.364627714369565e-12,0.0,0.46346346476863415,6.46094104290627e-07,4.1186019186601896e-06,5.968326678747416e-06,2.374364222938368e-06,1.070403774077194e-08,4.183971701046868e-09,6.9695003206684006e-09,9.92954302048846e-14,2.271466795222207e-11,1.176779002110534e-16,1.1482296084575278e-12,8.314091057959564e-12,1.446262028980548e-15,1.2717183258404893e-07,8.173891691106434e-08,1.1795793870989636e-12
4.4863998702765837e-10,0.1307882345887357,0.46346346346346345,0.0,0.0,0.0,0.07306509999455171,0.0,3.946968956010006e-06,3.092543764714147e-10,3.0433774868813995e-11,1.46533180428322e-07,3.224236212723565e-10,2.3869848037208884e-06,1.4269840368043419e-12,0.0,0.4634634648782091,6.790335049750946e-07,4.1985424391703544e-06,6.133999331809701e-06,2.3972666493283874e-06,1.0928668516789943e-08,4.2350226169270346e-09,7.244178631572765e-09,1.032089998334355e-13,2.4253411488955964e-11,1.2564982429012169e-16,1.205270573628927e-12,8.90647159461337e-12,1.5498378443435675e-15,1.3102181538494882e-07,8.563032237858865e-08,1.2357379554631483e-12
4.598635878767809e-10,0.13078828426195344,0.46346346346346345,0.0,0.0,0.0,0.07306490044075885,0.0,4.116065999642757e-06,3.2549485171202763e-10,3.170048855514111e-11,1.53594310698977e-07,3.4434369536504033e-10,2.481079427987433e-06,1.4903947625215501e-12,0.0,0.4634634649937757,7.127728156829093e-07,4.277418948025465e-06,6.3000630864682874e-06,2.4192062616126147e-06,1.1152503455691625e-08,4.286106666274256e-09,7.522139275339515e-09,1.0716934202770707e-13,2.5851884268526368e-11,1.339311994507905e-16,1.2634521912690102e-12,9.524145819966643e-12,1.6578585788810526e-15,1.3483130140602948e-07,8.959581345875314e-08,1.2929657177510688e-12
4.710871887259034e-10,0.130788334278474,0.46346346346346345,0.0,0.0,0.0,0.07306470088006554,0.0,4.2875762926123474e-06,3.421725824884121e-10,3.298347479026313e-11,1.607911506866804e-07,3.671164695612083e-10,2.5760133226625664e-06,1.554843646736518e-12,0.0,0.4634634651154937,7.473098862322065e-07,4.355245602320262e-06,6.466503381824309e-06,2.44022395198335e-06,1.1375641560187187e-08,4.337301942862393e-09,7.803386177654931e-09,1.1117651275228258e-13,2.751078968867258e-11,1.4252566995172128e-16,1.322754595925847e-12,1.0167504674878337e-11,1.7703932392348013e-15,1.3859848984128091e-07,9.363440908830082e-08,1.3512485153770437e-12
4.823107895750259e-10,0.13078838463173512,0.46346346346346345,0.0,0.0,0.0,0.07306450131230431,0.0,4.461453013825382e-06,3.592887389740341e-10,3.428240228625672e-11,1.6812130264181064e-07,3.9074948590097645e-10,2.6717513369447637e-06,1.6203148904862411e-12,0.0,0.4634634652435228,7.826425354843545e-07,4.4320363707833205e-06,6.633305884982433e-06,2.460358869393522e-06,1.159817966094645e-08,4.3886807739149955e-09,8.087928201066414e-09,1.152306383132089e-13,2.9230832431280657e-11,1.5143688670081085e-16,1.3831580014925826e-12,1.0836936144922359e-11,1.8875103023624303e-15,1.423217580141932e-07,9.774514180597814e-08,1.4105723860582004e-12
4.935343904241484e-10,0.1307884353153892,0.46346346346346345,0.0,0.0,0.0,0.07306430173730834,0.0,4.637650956497049e-06,3.7684445822889927e-10,3.55969563512868e-11,1.7558238090428257e-07,4.152499813790296e-10,2.768259817541404e-06,1.6867931245062022e-12,0.0,0.46346346537802224,8.187685543647888e-07,4.507805036283349e-06,6.800456487861163e-06,2.4796484941318927e-06,1.1820212453865574e-08,4.440310128711227e-09,8.375778778506854e-09,1.1933191013655382e-13,3.101271949344672e-11,1.6066851259735126e-16,1.4446427204466213e-12,1.1532825514798635e-11,2.0092777609333595e-15,1.45999650857859e-07,1.019270575387006e-07,1.470923560728407e-12
5.047579912732709e-10,0.13078848632329584,0.46346346346346345,0.0,0.0,0.0,0.07306410215491131,0.0,4.8161264630386335e-06,3.9484084474041717e-10,3.692683821964598e-11,1.8317201404770955e-07,4.406249011042499e-10,2.8655065447000824e-06,1.7542633937600318e-12,0.0,0.4634634655191511,8.556857086954569e-07,4.582565198302131e-06,6.9679413040484475e-06,2.4981287092004835e-06,1.2041832537161373e-08,4.492251998309753e-09,8.666955572795206e-09,1.234805799170578e-13,3.285716114168709e-11,1.7022422747600476e-16,1.5071891816238777e-12,1.225555560649688e-11,2.1357631658225248e-15,1.4963087092883614e-07,1.0617921539286946e-07,1.5322884605265783e-12
5.159815921223934e-10,0.13078853764951312,0.46346346346346345,0.0,0.0,0.0,0.07306390256494753,0.0,4.9968373626854495e-06,4.132789709561995e-10,3.827176440965943e-11,1.908878468558076e-07,4.668809108957009e-10,2.9634606709856142e-06,1.822711142594528e-12,0.0,0.4634634656670682,8.933917418489126e-07,4.656330275374559e-06,7.135746665701795e-06,2.5158338686315907e-06,1.2263130448255957e-08,4.544563748434207e-09,8.961480160276209e-09,1.276769551107191e-13,3.476487179474633e-11,1.8010773268082782e-16,1.5707779466182778e-12,1.300550700233172e-11,2.2670336659221005e-15,1.5321426892948798e-07,1.1050068745060786e-07,1.5946536938559344e-12
5.272051929715159e-10,0.1307885892882903,0.46346346346346345,0.0,0.0,0.0,0.07306370296725191,0.0,5.179742911748288e-06,4.3215987780893827e-10,3.9631466108252916e-11,1.9872754214040477e-07,4.940244093392292e-10,3.0620926626843176e-06,1.892122200493731e-12,0.0,0.4634634658219321,9.318843772336034e-07,4.729113507496225e-06,7.303859120492158e-06,2.532796862875869e-06,1.2484194700417988e-08,4.597298447419258e-09,9.259377736892151e-09,1.3192139474698652e-13,3.673657084006973e-11,1.9032275529558993e-16,1.6353897248532968e-12,1.378305825388942e-11,2.403156045427271e-15,1.5674883471467272e-07,1.1489055857070002e-07,1.6580060535111402e-12
5.384287938206384e-10,0.13078864123406064,0.46346346346346345,0.0,0.0,0.0,0.07306350336165984,0.0,5.364803736376415e-06,4.5148457523350754e-10,4.10056885810339e-11,2.066887824099488e-07,5.220615393278855e-10,3.161374243722283e-06,1.9624827684068676e-12,0.0,0.46346346598390104,9.711613206194233e-07,4.800927958498949e-06,7.4722654285908495e-06,2.5490491813872483e-06,1.2705111819129895e-08,4.650505170980609e-09,9.560676845101184e-09,1.362143055379578e-13,3.877298338864504e-11,2.0087305205478169e-16,1.7010053874136887e-12,1.4588586077852523e-11,2.544196758765245e-15,1.6023368875976257e-07,1.1934792619402953e-07,1.7223325138704355e-12
5.496523946697609e-10,0.13078869348143402,0.46346346346346345,0.0,0.0,0.0,0.0730633037480074,0.0,5.551981777725106e-06,4.71254042676425e-10,4.239419060678727e-11,2.1476927139696462e-07,5.509981991083647e-10,3.261278341989322e-06,2.033779405626067e-12,0.0,0.4634634661531328,1.0112202623121579e-06,4.871786518394723e-06,7.640952559698786e-06,2.564620972525036e-06,1.2925966378153437e-08,4.704229285446851e-09,9.865409120169347e-09,1.4055613826361597e-13,4.087484097258485e-11,2.1176241295794672e-16,1.7676059797283167e-12,1.5422465539600647e-11,2.6902219633536767e-15,1.6366807406803118e-07,1.2387190015332688e-07,1.787620228149883e-12
5.608759955188834e-10,0.1307887460251903,0.46346346346346345,0.0,0.0,0.0,0.07306310412613111,0.0,5.741240239425138e-06,4.914692295978028e-10,4.379674393533434e-11,2.2296673545249078e-07,5.808400528546983e-10,3.3617790379649355e-06,2.1059990171907647e-12,0.0,0.46346346632978513,1.0520588791850228e-06,4.941701905688454e-06,7.809907690117353e-06,2.5795411008883657e-06,1.314684103526874e-08,4.758512710975139e-09,1.0173609054467544e-08,1.4494738441359944e-13,4.30428821895117e-11,2.229946646083804e-16,1.8351727331391007e-12,1.6285070225422537e-11,2.8412975503293773e-15,1.6705134849645146e-07,1.2846160248704698e-07,1.853856525717235e-12
5.72099596368006e-10,0.13078879886027311,0.46346346346346345,0.0,0.0,0.0,0.07306290449586818,0.0,5.932543537256197e-06,5.121310559659149e-10,4.52131327677506e-11,2.3127892481512496e-07,6.115925407895271e-10,3.4628515155471455e-06,2.1791288417967077e-12,0.0,0.4634634665140153,1.093674836575093e-06,5.010686669659943e-06,7.979118199860235e-06,2.593837202193247e-06,1.3367816567664375e-08,4.813394166165472e-09,1.0485313778501027e-08,1.4938857306735924e-13,4.527785329752241e-11,2.3457367329577913e-16,1.9036870754214637e-12,1.717677240411624e-11,2.997489173369031e-15,1.703829774799055e-07,1.3311616725720913e-07,1.921028909463054e-12
5.833231972171285e-10,0.13078885198178336,0.46346346346346345,0.0,0.0,0.0,0.07306270485705632,0.0,6.125857250930233e-06,5.332404127444997e-10,4.6643153257981384e-11,2.397036147619263e-07,6.43260888872398e-10,3.564472014989297e-06,2.2531564401883875e-12,0.0,0.46346346670598026,1.1360657900520305e-06,5.07875319261548e-06,8.148571669805532e-06,2.6075357357977184e-06,1.3588971906958488e-08,4.868909395388271e-09,1.0800562857488622e-08,1.5388026799587164e-13,4.758050876424188e-11,2.4650334784101846e-16,1.9731306403475265e-12,1.8097943178699766e-11,3.1588622757451862e-15,1.7366252713472159e-07,1.3783474037104172e-07,1.989125053226668e-12
5.94546798066251e-10,0.13078890538497334,0.46346346346346345,0.0,0.0,0.0,0.07306250520953389,0.0,6.321148077894876e-06,5.54798162372918e-10,4.808661303493665e-11,2.482386066480578e-07,6.758501180736909e-10,3.6666177878540574e-06,2.3280696840146483e-12,0.0,0.4634634669058367,1.179229387066159e-06,5.145913692109528e-06,8.318255878887568e-06,2.620662034976063e-06,1.3810384173833171e-08,4.9250913800469276e-09,1.1119398102392787e-08,1.584230649692492e-13,4.995161177322802e-11,2.587876422199452e-16,2.0434852763225482e-12,1.9048952628903882e-11,3.325482115745215e-15,1.768896577233323e-07,1.4261647940628335e-07,2.058132799274887e-12
6.057703989153735e-10,0.13078895906524116,0.46346346346346345,0.0,0.0,0.0,0.07306230555313971,0.0,6.518383789070899e-06,5.768051392392754e-10,4.9543330744187023e-11,2.568817288417041e-07,7.093650532519816e-10,3.7692670538977773e-06,2.4038567451280705e-12,0.0,0.46346346711374065,1.2231632684825775e-06,5.212180223136787e-06,8.488158801327705e-06,2.633240355038738e-06,1.403212871226624e-08,4.9819705349102736e-09,1.1441863394379169e-08,1.6301758925567708e-13,5.239193469075834e-11,2.7143055798191163e-16,2.1147330541363146e-12,2.0030169945071668e-11,3.497413790550012e-15,1.800641174626842e-07,1.4746055344000163e-07,2.1280401558315877e-12
6.282176006136185e-10,0.13078906723929856,0.46346346346346345,0.0,0.0,0.0,0.07306190621309439,0.0,6.918566066844665e-06,6.221699747552111e-10,5.249586705082647e-11,2.744838173843883e-07,7.791904101307884e-10,3.975993544091453e-06,2.558006447418956e-12,0.0,0.4634634675543151,1.3133324232608033e-06,5.3420787998474284e-06,8.828573643351339e-06,2.6568449586832044e-06,1.4476907297575811e-08,5.097930230922598e-09,1.2097869057367736e-08,1.7236445496767763e-13,5.7483378090859984e-11,2.9780851046939913e-16,2.259837469420026e-12,2.2084701218980347e-11,3.8574723577701146e-15,1.8625442293631053e-07,1.5733243931244398e-07,2.2705065487864184e-12
6.48420082142039e-10,0.1307891655001833,0.46346346346346345,0.0,0.0,0.0,0.07306154677510732,0.0,7.285078816844682e-06,6.645424964543209e-10,5.519688292072533e-11,2.9067429754565795e-07,8.452438259563716e-10,4.163569235398915e-06,2.6996167667601873e-12,0.0,0.4634634679799157,1.3970952817695462e-06,5.456047829960131e-06,9.135578260918751e-06,2.6764378571541036e-06,1.4879065052804249e-08,5.2049370223974155e-09,1.2701166002574084e-08,1.8096033959525822e-13,6.231036009126017e-11,3.228163453612649e-16,2.393310904780843e-12,2.4040780064073604e-11,4.200342064357134e-15,1.9164463795617812e-07,1.6642221605438335e-07,2.4016859821709125e-12
6.686225636704594e-10,0.13078926459332516,0.46346346346346345,0.0,0.0,0.0,0.07306118730589563,0.0,7.657436529728524e-06,7.083822572744398e-10,5.793849299226731e-11,3.071826602231816e-07,9.143634625126301e-10,4.352477591278263e-06,2.8438869798852513e-12,0.0,0.4634634684340046,1.483317011827766e-06,5.567300677248311e-06,9.443113125870236e-06,2.694587916700242e-06,1.528339344041014e-08,5.3145763198661856e-09,1.3316985304784914e-08,1.897346643629119e-13,6.737408810818721e-11,3.49050737466075e-16,2.52941010491346e-12,2.6100445937679067e-11,4.561429380119333e-15,1.9686371602384746e-07,1.75701543862719e-07,2.535600991565488e-12
6.888250451988799e-10,0.13078936449650108,0.46346346346346345,0.0,0.0,0.0,0.07306082780453967,0.0,8.035484865846067e-06,7.536931689564625e-10,6.071998402030403e-11,3.2399730722149214e-07,9.865714063999637e-10,4.542621552192499e-06,2.9907576964862696e-12,0.0,0.4634634689174802,1.5719837825890843e-06,5.67590204698874e-06,9.751114813910278e-06,2.7114032477959404e-06,1.5690271977800726e-08,5.426953959974622e-09,1.394563874740592e-08,1.9869187191859233e-13,7.267944790877183e-11,3.765369994085096e-16,2.6680392964047225e-12,2.8265834770938288e-11,4.941110795616084e-15,2.019126650248435e-07,1.851659712099621e-07,2.672187333084606e-12
7.090275267273004e-10,0.13078946518859572,0.46346346346346345,0.0,0.0,0.0,0.07306046827012579,0.0,8.419077809916349e-06,8.004788841859461e-10,6.354072778770266e-11,3.411069684731034e-07,1.0618882735873792e-09,4.733911367299743e-06,3.1401719589406494e-12,0.0,0.46346346943123656,1.6630817833897551e-06,5.781915103004561e-06,1.0059521742786319e-05,2.726983831077705e-06,1.610006410960165e-08,5.5421603590912864e-09,1.4587449564927429e-08,2.0783656808679226e-13,7.823144792869307e-11,4.0530107934271074e-16,2.8091054111866485e-12,3.0539081432551326e-11,5.339762585049849e-15,2.0679302455051035e-07,1.9481115471714999e-07,2.811382323629457e-12
7.292300082557208e-10,0.13078956664959798,0.46346346346346345,0.0,0.0,0.0,0.0730601087017459,0.0,8.808077099191744e-06,8.487428044284865e-10,6.640017512426264e-11,3.585007066168151e-07,1.1403333230174056e-09,4.926264043166438e-06,3.292075101052158e-12,0.0,0.4634634699761636,1.7565972382083637e-06,5.88540150440453e-06,1.0368274126084443e-05,2.741422132484032e-06,1.6513117777887866e-08,5.660272446439611e-09,1.5242750723660004e-08,2.1717349737278653e-13,8.40352233908165e-11,4.353695822920743e-16,2.952518124873749e-12,3.2922321218355497e-11,5.757761071648527e-15,2.115067945509865e-07,2.04632856418496e-07,2.953124801411703e-12
7.494324897841413e-10,0.13078966886048018,0.46346346346346345,0.0,0.0,0.0,0.07305974909849755,0.0,9.202351694138853e-06,8.984880875567267e-10,6.929785035698425e-11,3.761679197190017e-07,1.221924561529204e-09,5.119602834696241e-06,3.4464146166351634e-12,0.0,0.46346347055314724,1.8525164179994821e-06,5.9864214414344645e-06,1.0677313928175665e-05,2.7548036712375493e-06,1.692976597593451e-08,5.781355355982631e-09,1.591188341926372e-08,2.267075215556953e-13,9.00960397884241e-11,4.667697881968634e-16,3.09818987969831e-12,3.5417691195764316e-11,6.195482867133519e-15,2.1605637105093496e-07,2.1462694111128857e-07,3.0973550877074422e-12
7.696349713125618e-10,0.13078977180316367,0.46346346346346345,0.0,0.0,0.0,0.0730593894594839,0.0,9.601777287696908e-06,9.497176552787759e-10,7.223334615080253e-11,3.940983423806914e-07,1.3066788409106416e-09,5.313856774329275e-06,3.6031400370454016e-12,0.0,0.4634634711630693,1.950825651157386e-06,6.085033670481143e-06,1.0986584820258334e-05,2.7672075450734764e-06,1.7350327285856287e-08,5.9054639093244435e-09,1.659519576201626e-08,2.3644360095647283e-13,9.641929581899264e-11,4.995296671148929e-16,3.246035894073351e-12,3.802733142128717e-11,6.65330508854817e-15,2.2044448819483752e-07,2.247893737850757e-07,3.2440149497552624e-12
7.898374528409823e-10,0.13078987546044413,0.46346346346346345,0.0,0.0,0.0,0.07305902978381368,0.0,1.0006235851444486e-05,1.0024342003678351e-09,7.520631872379409e-11,4.1228204536253284e-07,1.3946119474244141e-09,5.508960237825648e-06,3.762202817283583e-12,0.0,0.46346347180680697,2.051511332242592e-06,6.181295548227665e-06,1.1296032137496118e-05,2.7787069145954104e-06,1.777510639981516e-08,6.032643907181314e-09,1.729304163399453e-08,2.4638677815518637e-13,1.0301052581556303e-10,5.336778918192285e-16,3.3959741598908455e-12,4.075338604069225e-11,7.131605554132796e-15,2.2467416627858354e-07,2.3511621712847207e-07,3.393047564774834e-12
8.100399343694027e-10,0.1307899798159421,0.46346346346346345,0.0,0.0,0.0,0.07305867007060102,0.0,1.041561521500152e-05,1.0566401937013448e-09,7.82164833996283e-11,4.3070943395799244e-07,1.4857386845640275e-09,5.7048525429522304e-06,3.9235562298368075e-12,0.0,0.4634634724852337,2.1545599292131223e-06,6.275263064994699e-06,1.1605602837204534e-05,2.789369450867244e-06,1.8204394625073236e-08,6.1629332600231325e-09,1.800577969061152e-08,2.565421637650145e-13,1.0987540175725539e-10,5.692438482153862e-16,3.547925429428369e-12,4.359800428903269e-11,7.630762961318054e-15,2.2874866507926117e-07,2.456036291081932e-07,3.5443974850278087e-12
8.302424158978232e-10,0.1307900848540482,0.46346346346346345,0.0,0.0,0.0,0.07305831031896552,0.0,1.0829808675971719e-05,1.1123378911145829e-09,8.126361047053143e-11,4.493712452888372e-07,1.580072949594218e-09,5.9014775783694105e-06,4.0871552656465735e-12,0.0,0.4634634731992182,2.2599579893417773e-06,6.3669908772882885e-06,1.1915245458057588e-05,2.7992577492594576e-06,1.8638470373024246e-08,6.296362980039607e-09,1.8733772486547988e-08,2.669149239787021e-13,1.1701973491803479e-10,6.062576438840775e-16,3.701813193318189e-12,4.65633414029391e-11,8.151157049077396e-15,2.3267144197256645e-07,2.562478606166976e-07,3.6980106038686085e-12
8.504448974262437e-10,0.13079019055987665,0.46346346346346345,0.0,0.0,0.0,0.07305795052803213,0.0,1.124871463801062e-05,1.1695293400738287e-09,8.434752134641414e-11,4.682585446714283e-07,1.6776278043724708e-09,6.098783460299157e-06,4.252956541654662e-12,0.0,0.4634634739496254,2.3676921439752295e-06,6.456532339575638e-06,1.2224910080285316e-05,2.808429712251589e-06,1.9077599632457242e-08,6.432958052206726e-09,1.9477385710062168e-08,2.775102696590566e-13,1.244494772011002e-10,6.447501149952131e-16,3.857563650835048e-12,4.96515594552057e-11,8.693168746418276e-15,2.364461143884893e-07,2.6704525318520374e-07,3.853834122739049e-12
8.706473789546641e-10,0.1307902969192197,0.46346346346346345,0.0,0.0,0.0,0.07305759069693107,0.0,1.167223627515372e-05,1.2282163861726648e-09,8.746808497159894e-11,4.87362721168253e-07,1.778415540835181e-09,6.296722215105741e-06,4.4209182145034e-12,0.0,0.4634634747373154,2.477749112254603e-06,6.543939535304007e-06,1.2534548286841771e-05,2.8169389032791777e-06,1.952203642726309e-08,6.5727381973015545e-09,2.023698751409612e-08,2.88333446808533e-13,1.3217072219313994e-10,6.847528317705606e-16,4.015105673412208e-12,5.2864828118911576e-11,9.257180308289795e-15,2.4007642625838536e-07,2.779922367597682e-07,4.0118165190730475e-12
