Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37)
3.018321450690835e-09,0.1308039139092438,0.46346346346346345,0.0,0.0,0.0,0.07301903039845717,0.0,7.692680420704738e-05,1.5895029191858753e-08,6.652763724216818e-10,1.2469997495396076e-06,3.39984497672758e-08,3.015932755946892e-05,3.1343700138502626e-11,0.0,0.4634638476335813,2.184537875940432e-05,1.0495585935673757e-05,4.1407942310238836e-05,3.1702483313877203e-06,1.0176502477979186e-07,3.657757565856145e-08,2.539550997940997e-07,3.6187652928992725e-12,4.5282473938658366e-09,2.346038136610473e-14,1.0284102741347488e-11,9.340110133288255e-10
3.0901456394157554e-09,0.1308044272115407,0.46346346346346345,0.0,0.0,0.0,0.07301772489188685,0.0,7.952046330427611e-05,1.6655458019651416e-08,6.970536137710675e-10,1.2872492630323683e-06,3.582589794293863e-08,3.096387196246138e-05,3.243255795649721e-11,0.0,0.4634638754675415,2.2813440794523803e-05,1.05246011929747e-05,4.214872716742138e-05,3.172117114284765e-06,1.0616188331921045e-07,3.808541476948242e-08,2.692152933764322e-07,3.836230395300009e-12,4.886818376027062e-09,2.531810432038254e-14,1.061610209227724e-11,1.0081322708227075e-09
3.161969828140676e-09,0.13080494323398242,0.46346346346346345,0.0,0.0,0.0,0.07301641809920688,0.0,8.21337457809738e-05,1.7431915751453792e-08,7.298196265869696e-10,1.328062674310243e-06,3.7704497173938845e-08,3.176947471070208e-05,3.3530445131646206e-11,0.0,0.463463904552329,2.3797186994836122e-05,1.0551376710754233e-05,4.28747812527245e-05,3.174030703983145e-06,1.1065390055328186e-07,3.961992561759715e-08,2.850893316616789e-07,4.06244409296125e-12,5.266642496024233e-09,2.728593803462886e-14,1.0952752498896049e-11,1.086662830630213e-09
3.2337940168655967e-09,0.1308054619143099,0.46346346346346345,0.0,0.0,0.0,0.07301511000000811,0.0,8.476615270722627e-05,1.822426665340843e-08,7.635888692209687e-10,1.3694519900455955e-06,3.963451345728243e-08,3.257615777344822e-05,3.463718765068925e-11,0.0,0.46346393490857013,2.4796258429830037e-05,1.0576084211125859e-05,4.358627150414052e-05,3.175989130210848e-06,1.1523938747931287e-07,4.118052044304086e-08,3.0158729006481735e-07,4.29755005335792e-12,5.668557799500938e-09,2.936822436545616e-14,1.1294153019311845e-11,1.1697779747199016e-09
3.3056182055905174e-09,0.13080598319244427,0.46346346346346345,0.0,0.0,0.0,0.07301380057435398,0.0,8.741720226103238e-05,1.9032376595757045e-08,7.983754097014915e-10,1.4114290068130395e-06,4.161621683861721e-08,3.338394285276807e-05,3.575262217092694e-11,0.0,0.46346396655641464,2.5810300601319727e-05,1.0598882248577888e-05,4.428337407046017e-05,3.1779922310421807e-06,1.1991663298761174e-07,4.276661691933232e-08,3.187189822478086e-07,4.54168821656215e-12,6.093415303121573e-09,3.156937237176187e-14,1.164040078475992e-11,1.257655807266389e-09
3.377442394315438e-09,0.1308065070103727,0.46346346346346345,0.0,0.0,0.0,0.07301248980277436,0.0,9.008642887405636e-05,1.9856113139049133e-08,8.341929351270799e-10,1.4540053072161826e-06,4.364988131800152e-08,3.419285134307723e-05,3.6876595407185885e-11,0.0,0.46346399951554174,2.6838963634940536e-05,1.0619917220029947e-05,4.496627310231949e-05,3.1800396949462436e-06,1.2468390938507488e-07,4.43776386516157e-08,3.364939629572109e-07,4.794994835712265e-12,6.542078620230452e-09,3.3893856375304445e-14,1.1991591568289585e-11,1.3504771812231287e-09
3.4492665830403587e-09,0.13080703331204485,0.46346346346346345,0.0,0.0,0.0,0.07301117766625932,0.0,9.277338243823242e-05,2.0695345606933966e-08,8.710547611420762e-10,1.4971922570089913e-06,4.573578475555464e-08,3.500290430077866e-05,3.8008963562489016e-11,0.0,0.4634640338051665,2.788190244491452e-05,1.0639324297132823e-05,4.563515964782765e-05,3.1821310932357107e-06,1.2953947736375138e-07,4.601301561577882e-08,3.549215310545879e-07,5.057602520021998e-12,7.015423590948908e-09,3.6346214044237784e-14,1.234781920043589e-11,1.4484256257172648e-09
3.5210907717652793e-09,0.1308075620432758,0.46346346346346345,0.0,0.0,0.0,0.07300986414625264,0.0,9.547762756711811e-05,2.1549945146926494e-08,9.089738414395812e-10,1.5410010030599651e-06,4.787420877755546e-08,3.581412242155447e-05,3.914959179880428e-11,0.0,0.463464069444046,2.8938776874376667e-05,1.0657228286826634e-05,4.629023064442029e-05,3.184265905361495e-06,1.3448159046574855e-07,4.767218454342894e-08,3.740107327153621e-07,5.32964028029557e-12,7.514337916960553e-09,3.893104450095128e-14,1.2709175366459895e-11,1.5516872743181424e-09
3.5929149604902e-09,0.13080809315165645,0.46346346346346345,0.0,0.0,0.0,0.07300854922464509,0.0,9.819874290642892e-05,2.2419784780463856e-08,9.479627772406629e-10,1.5854424720256981e-06,5.0065438683458966e-08,3.6626526023262246e-05,4.02983537444497e-11,0.0,0.46346410645048614,3.0009251813466014e-05,1.0673744425941198e-05,4.693168799891304e-05,3.1864435390850232e-06,1.3950849909307004e-07,4.9354589257481465e-08,3.937703647730177e-07,5.611233576664414e-12,8.039720801205826e-09,4.165300645537031e-14,1.3075750440635266e-11,1.660450794225271e-09
3.6647391492151206e-09,0.1308086265864694,0.46346346346346345,0.0,0.0,0.0,0.07300723288376788,0.0,0.00010093632048937253,2.330473944340326e-08,9.880338267128461e-10,1.630527369639564e-06,5.2309763354109076e-08,3.7440135033205375e-05,4.145513103522835e-11,0.0,0.4634641448423478,3.109299729716625e-05,1.0688979115005763e-05,4.755973774859135e-05,3.188663346725471e-06,1.4461845410471104e-07,5.1059680962605755e-08,4.142089781881592e-07,5.90250436782706e-12,8.592482592671402e-09,4.451681636460693e-14,1.3447632900828743e-11,1.774907316414333e-09
3.736563337940041e-09,0.130809162298611,0.46346346346346345,0.0,0.0,0.0,0.0730059151063855,0.0,0.00010368996513327617,2.420468601796148e-08,1.0291989143015522e-09,1.676266180542744e-06,5.460747516129971e-08,3.8254968979080245e-05,4.261981288677372e-11,0.0,0.4634641846370546,3.218968858466968e-05,1.0703030595866266e-05,4.8174589296966446e-05,3.1909246381368492e-06,1.4980971003773537e-07,5.278691849433367e-08,4.353348816243339e-07,6.20357116189917e-12,9.173544436427312e-09,4.752724661981208e-14,1.3824908867454153e-11,1.8952503667731604e-09
3.808387526664962e-09,0.13080970024051722,0.46346346346346345,0.0,0.0,0.0,0.0730045958756889,0.0,0.00010645929387434537,2.5119503356991796e-08,1.0714696399539356e-09,1.7226691685933538e-06,5.695886987880404e-08,3.907104698301366e-05,4.37922956958092e-11,0.0,0.46346422585159863,3.329900622188348e-05,1.0715989577316297e-05,4.877645471837629e-05,3.193226690962128e-06,1.5508052798541427e-07,5.45357685303399e-08,4.571561451142197e-07,6.514549068803365e-12,9.783837929039965e-09,5.068912376092288e-14,1.4207663233570634e-11,2.0216757982546434e-09
3.8802117153898826e-09,0.1308102403660953,0.46346346346346345,0.0,0.0,0.0,0.07300327517528848,0.0,0.00010924393543749085,2.604907230142917e-08,1.1148572882161397e-09,1.7697463775954523e-06,5.936424659499734e-08,3.9888387758057944e-05,4.4972482668138795e-11,0.0,0.4634642685025488,3.442063608859481e-05,1.0727939812702373e-05,4.936554812595467e-05,3.1955687587630483e-06,1.6042917816330035e-07,5.6305705767199394e-08,4.796806038009386e-07,6.835549853374672e-12,1.0424304779470033e-08,5.400732671976764e-14,1.459597915045203e-11,2.1543817240696392e-09
3.952035904114803e-09,0.13081078263065873,0.46346346346346345,0.0,0.0,0.0,0.07300195298920673,0.0,0.00011204352973836184,2.6993275691670204e-08,1.1593728371866975e-09,1.8175076323900152e-06,6.182390762718273e-08,4.070700960656863e-05,4.6160283471320586e-11,0.0,0.46346431260605686,3.555426943171288e-05,1.0738958633221797e-05,4.9942085097832315e-05,3.1979500775690005e-06,1.658539421919067e-07,5.80962130657082e-08,5.029158617403863e-07,7.166681989378056e-12,1.10958964755454e-08,5.74867850920606e-14,1.4989937183887307e-11,2.2935684519392537e-09
4.023860092839723e-09,0.13081132699086706,0.46346346346346345,0.0,0.0,0.0,0.07300062930187143,0.0,0.00011485772741506032,2.7951998373581506e-08,1.205026967312025e-09,1.8659625402578155e-06,6.433815843768785e-08,4.152693042005655e-05,4.7355613910157064e-11,0.0,0.46346435817786513,3.669960288589675e-05,1.0749117440346144e-05,5.050628215683346e-05,3.20036987122039e-06,1.7135311512203061e-07,5.990678156760455e-08,5.268692957517481e-07,7.50805071460714e-12,1.1799573956080405e-08,6.113247743871612e-14,1.538961675542576e-11,2.439438419421983e-09
4.095684281564643e-09,0.1308118734046689,0.46346346346346345,0.0,0.0,0.0,0.07299930409810822,0.0,0.00011768618938733941,2.8925127199754966e-08,1.2518300700138357e-09,1.9151204925994993e-06,6.690730755176314e-08,4.2348167680257505e-05,4.855839562331975e-11,0.0,0.46346440523331334,3.7856338482762386e-05,1.0758482160506885e-05,5.1058356299345196e-05,3.202827355729989e-06,1.7692500722608435e-07,6.173691078627945e-08,5.515480593046577e-07,7.859758086067059e-12,1.2536307288694445e-08,6.494942961661869e-14,1.5795095818590606e-11,2.5921961303275823e-09
4.1675084702895635e-09,0.13081242183124792,0.46346346346346345,0.0,0.0,0.0,0.07299797736313353,0.0,0.00012052858644130948,2.9912551026563916e-08,1.2997922561412544e-09,1.9649906668585327e-06,6.953166647729561e-08,4.3170738461227336e-05,4.97685557995722e-11,0.0,0.4634644537873462,3.902418364975998e-05,1.0767113664920204e-05,5.159852456940002e-05,3.2053217428231715e-06,1.825679455765293e-07,6.358610867385278e-08,5.769590864325919e-07,8.22190303548159e-12,1.3307075353367151e-08,6.894271313910361e-14,1.6206449488095566e-11,2.7520480922262766e-09
4.239332659014484e-09,0.13081297223097302,0.46346346346346345,0.0,0.0,0.0,0.07299664908254752,0.0,0.00012338459883781206,3.0914160707521234e-08,1.3489233642421042e-09,2.0155820286519395e-06,7.221154962634598e-08,4.3994659432278455e-05,5.098602691216614e-11,0.0,0.46346450385452004,4.020285119972613e-05,1.077506815721247e-05,5.2127003674313536e-05,3.207852242812625e-06,1.8828027543070348e-07,6.545389166680746e-08,6.031090956630416e-07,8.594581425626688e-12,1.411286553175385e-08,7.311744356637957e-14,1.6623751775153405e-11,2.919202755059251e-09
4.311156847739404e-09,0.13081352456535023,0.46346346346346345,0.0,0.0,0.0,0.07299531924232686,0.0,0.00012625391594274773,3.192984908339503e-08,1.3992329686488089e-09,2.0669033340851756e-06,7.49472742385138e-08,4.481994686158575e-05,5.221074647008481e-11,0.0,0.46346455544901044,4.1392059312037465e-05,1.0782397531317029e-05,5.264400963848539e-05,3.2104180669540885e-06,1.940603614397538e-07,6.733978471220651e-08,6.300045939558555e-07,8.977886106265908e-12,1.49546734022729e-08,7.747877892577084e-14,1.704707563325189e-11,3.093870450853888e-09
4.382981036464324e-09,0.1308140787969779,0.46346346346346345,0.0,0.0,0.0,0.07299398782881754,0.0,0.00012913623587778905,3.2959510969493663e-08,1.4507303873754445e-09,2.1189631322262887e-06,7.773916030612688e-08,4.5646616620324235e-05,5.3442656784909654e-11,0.0,0.4634646085846191,4.259153150622061e-05,1.0789149701928875e-05,5.3149757492229765e-05,3.2130184293965883e-06,1.99906588697862e-07,6.924332127635594e-08,6.576518806419627e-07,9.37190696988127e-12,1.5833502440965278e-08,8.203191816182773e-14,1.7476490902635763e-11,3.276263334544959e-09
4.4548052251892444e-09,0.13081463488950457,0.46346346346346345,0.0,0.0,0.0,0.07299265482872803,0.0,0.00013203126519005582,3.40030431404906e-08,1.503424689823807e-09,2.171769767711323e-06,8.058753050123872e-08,4.6474684187240414e-05,5.46817047521857e-11,0.0,0.46346466327478075,4.380099660880107e-05,1.0795368909624644e-05,5.3644460992751185e-05,3.215652548802507e-06,2.0581736364647991e-07,7.116404333762192e-08,6.860570513554561e-07,9.776731008148512e-12,1.6750363728116355e-08,8.678209961643027e-14,1.7912066268151133e-11,3.466595325900874e-09
4.526629413914165e-09,0.13081519280758852,0.46346346346346345,0.0,0.0,0.0,0.0729913202291221,0.0,0.0001349387185394553,3.506034431312035e-08,1.5573247042976363e-09,2.225331383466912e-06,8.349271010441391e-08,4.730416465358415e-05,5.5927841646251334e-11,0.0,0.46346471953257107,4.502018871410863e-05,1.0801096002588851e-05,5.4128332374614106e-05,3.218319649689992e-06,2.117911148469471e-07,7.310150136496928e-08,7.152260019527427e-07,1.0192442367662408e-11,1.7706275660620297e-08,9.173459953855258e-14,1.835386992397422e-11,3.6650820525521766e-09
4.670277791364006e-09,0.13081631398389332,0.46346346346346345,0.0,0.0,0.0,0.07298864618135117,0.0,0.00014078979482964283,3.7215858120817446e-08,1.6687760203337014e-09,2.3347511361764097e-06,8.947481128919517e-08,4.896742274425397e-05,5.844120809065003e-11,0.0,0.46346483680158135,4.748671636517243e-05,1.0811221766323447e-05,5.506441885889102e-05,3.223749729260157e-06,2.2392137439073152e-07,7.702486940094682e-08,7.758778506540043e-07,1.105684974136818e-11,1.9739359960750066e-08,1.0226784065612497e-13,1.9256420227349164e-11,4.08739043016967e-09
4.799561331068863e-09,0.13081732895080606,0.46346346346346345,0.0,0.0,0.0,0.07298623394526599,0.0,0.00014609554713047618,3.9201933514719586e-08,1.7732896237785004e-09,2.435888607592681e-06,9.505630473657888e-08,5.046933079311817e-05,6.072707629691944e-11,0.0,0.46346494782903314,4.973729621269898e-05,1.0819001020470767e-05,5.587194147707522e-05,3.2287419731841697e-06,2.350386957636586e-07,8.060880032459832e-08,8.331318359213389e-07,1.1872838873704957e-11,2.1713045557805916e-08,1.1249334328903006e-13,2.0090654943042432e-11,4.497553357444139e-09
4.9288448707737204e-09,0.13081834932517838,0.46346346346346345,0.0,0.0,0.0,0.07298381634107666,0.0,0.00015143745675912697,4.123113190934904e-08,1.881836766223182e-09,2.5395899408229375e-06,1.0082703149503161e-07,5.197603419890097e-05,6.303533579754088e-11,0.0,0.4634650641232415,5.201549176677769e-05,1.08256915167946e-05,5.66475780950013e-05,3.233829383897789e-06,2.463366903754255e-07,8.424034796698809e-08,8.92943438917438e-07,1.2725287359376867e-11,2.3829398565206046e-08,1.234579952665477e-13,2.0946040265946378e-11,4.937563336312259e-09
5.058128410478578e-09,0.13081937493304213,0.46346346346346345,0.0,0.0,0.0,0.07298139330528752,0.0,0.00015681411725077327,4.33029300145332e-08,1.99446113743589e-09,2.6458957196646724e-06,1.0678897416490824e-07,5.348760769520332e-05,6.536583787294842e-11,0.0,0.46346518574836343,5.431993588529652e-05,1.0831438824072964e-05,5.739248736111002e-05,3.2390077600959545e-06,2.578070567297398e-07,8.791719075897753e-08,9.553403280847325e-07,1.3614590285184798e-11,2.6094586989037584e-08,1.3519375263844054e-13,2.1822906931167332e-11,5.4087325495983415e-09
5.187411950183435e-09,0.13082040560811994,0.46346346346346345,0.0,0.0,0.0,0.07297896477759795,0.0,0.00016222418731692096,4.5416823088706586e-08,2.1112044300355195e-09,2.7548446513103903e-06,1.1294413763907804e-07,5.500412240777487e-05,6.771846713660474e-11,0.0,0.4634653127653189,5.6649312140016185e-05,1.0836369011335485e-05,5.8107799879805e-05,3.244273012938959e-06,2.6944175326613417e-07,9.163709099366126e-08,1.0203483775058293e-06,1.4541117183024773e-11,2.8514834649079012e-08,1.4773286062355765e-13,2.2721577000070416e-11,5.912386939343192e-09
5.316695489888292e-09,0.13082144119200292,0.46346346346346345,0.0,0.0,0.0,0.0729765307007829,0.0,0.00016766638708414112,4.757232444791529e-08,2.232106450245533e-09,2.8664736258213373e-06,1.1929454803497226e-07,5.652564596959464e-05,7.009313926364085e-11,0.0,0.46346544523191274,5.900235350638074e-05,1.0840591268841394e-05,5.8794616781829074e-05,3.2496211706621533e-06,2.812329990218173e-07,9.539789299793748e-08,1.087991735087184e-06,1.550521299895306e-11,3.1096416678587736e-08,1.6110783029416621e-13,2.3642358112295025e-11,6.4498653102976806e-09
5.4459790295931494e-09,0.130822481533251,0.46346346346346345,0.0,0.0,0.0,0.07297409102057678,0.0,0.00017313949463707105,4.976896496837422e-08,2.3572052227574138e-09,2.980817775606692e-06,1.2584225167722058e-07,5.805224263608152e-05,7.248979894014321e-11,0.0,0.46346558320295134,6.137784100578051e-05,1.0844200175676534e-05,5.9454008698818186e-05,3.2550483814297102e-06,2.931732727035533e-07,9.919752116507413e-08,1.158292889061231e-06,1.6507199037870815e-11,3.384565520302141e-08,1.7535141618725203e-13,2.458553411987525e-11,7.0225184679600124e-09
5.575262569298007e-09,0.13082352648725687,0.46346346346346345,0.0,0.0,0.0,0.07297164568556054,0.0,0.00017864234282968797,5.2006292586690704e-08,2.486537090123347e-09,3.0979105345845903e-06,1.325893141272809e-07,5.958397339983283e-05,7.490841800486439e-11,0.0,0.46346572673035685,6.377460231498526e-05,1.0847277664116881e-05,6.0087015077159243e-05,3.26055091474231e-06,3.052553104551257e-07,1.0303397788184888e-07,1.2312727327759747e-06,1.7547373890255902e-11,3.676891518902696e-08,1.9049659479903508e-13,2.555138270918646e-11,7.631708389503872e-09
5.704546109002864e-09,0.13082457591574895,0.46346346346346345,0.0,0.0,0.0,0.07296919464705214,0.0,0.00018417381634653157,5.4283871801596327e-08,2.6201368067313996e-09,3.2177836968274945e-06,1.3953781925946736e-07,6.112089610431056e-05,7.73489937684539e-11,0.0,0.4634658758632781,6.61915103531015e-05,1.0849894708831483e-05,6.0694643792835725e-05,3.266125161678221e-06,3.17472102497049e-07,1.0690534137269232e-07,1.3069506276829496e-06,1.862601432753197e-11,3.987260046329125e-08,2.0657654395858392e-13,2.6540171637982998e-11,8.278807427536584e-09
5.833829648707721e-09,0.13082562968649997,0.46346346346346345,0.0,0.0,0.0,0.0729667378590004,0.0,0.00018973284897976826,5.660128318205389e-08,2.758037627724457e-09,3.340467474386505e-06,1.4668986838039148e-07,6.266306555577442e-05,7.981154748348087e-11,0.0,0.46346603064819736,6.86274818603795e-05,1.0852112788690631e-05,6.127787100517451e-05,3.2717676343714213e-06,3.29816888915018e-07,1.1080976349333655e-07,1.3853444644834314e-06,1.9743376168935137e-11,4.3163149893648365e-08,2.2362462304168827e-13,2.7552142773327067e-11,8.965197545239933e-09
5.963113188412578e-09,0.13082668767298924,0.46346346346346345,0.0,0.0,0.0,0.07296427527788228,0.0,0.00019531842109788203,5.895812288494464e-08,2.900271393087531e-09,3.465990554032105e-06,1.5404757938979563e-07,6.42105336330332e-05,8.229612294618158e-11,0.0,0.46346619112903553,7.108147597931359e-05,1.0853985155429989e-05,6.183764120481523e-05,3.2774749649304998e-06,3.422831547937243e-07,1.1474546749752948e-07,1.466470722398519e-06,2.0899695130884532e-11,4.664703372733239e-08,2.4167435400042493e-13,2.8587533503294737e-11,9.692269581923592e-09
6.092396728117436e-09,0.13082774975412007,0.46346346346346345,0.0,0.0,0.0,0.07296180686260344,0.0,0.0002009295572865041,6.135400218406018e-08,3.0468686071617403e-09,3.5943801528359015e-06,1.6161308598063767e-07,6.576334939480809e-05,8.480278521472887e-11,0.0,0.4634663573472515,7.355249284548281e-05,1.0855557935926286e-05,6.237486742167562e-05,3.2832439038774934e-06,3.5486462484098014e-07,1.1871074579395131e-07,1.5503445265606333e-06,2.2095187643339622e-11,5.033075008086502e-08,2.607594031773005e-13,2.964657678636447e-11,1.0461422547939958e-08
6.221680267822293e-09,0.13082881581394074,0.46346346346346345,0.0,0.0,0.0,0.0729593325744023,0.0,0.00020656532414741163,6.378854701121521e-08,3.197858513783206e-09,3.7256620725113595e-06,1.6938853687676745e-07,6.732155918458636e-05,8.733161943317533e-11,0.0,0.46346652934193977,7.603957219319056e-05,1.0856871087015947e-05,6.289043156889563e-05,3.2890713181532786e-06,3.675552576012685e-07,1.2270395770506082e-07,1.6369797035319614e-06,2.3330051634397265e-11,5.422082157722072e-08,2.8091356388157847e-13,3.0729476683135576e-11,1.1274062948129175e-08
6.35096380752715e-09,0.13082988574139048,0.46346346346346345,0.0,0.0,0.0,0.07295685237675736,0.0,0.0002122248282419774,6.626139751028467e-08,3.353269167263835e-09,3.8598607523643445e-06,1.7737609510646443e-07,6.88852067328215e-05,8.988272975051516e-11,0.0,0.46346670714992466,7.85417919805206e-05,1.0857959221080601e-05,6.338518489987475e-05,3.294954188778603e-06,3.8034923935324554e-07,1.267235272387339e-07,1.7263888349635684e-06,2.4604467301115632e-11,5.832379212554828e-08,3.0217073970629313e-13,3.183643330970632e-11,1.2131604132892336e-08
6.480247347232007e-09,0.13083095943005912,0.46346346346346345,0.0,0.0,0.0,0.07295436623529758,0.0,0.00021790721416557477,6.877220760498899e-08,3.51312749942653e-09,3.996999320850751e-06,1.855779373101288e-07,7.045433325633128e-05,9.245623832453199e-11,0.0,0.46346689080585046,8.10582670381859e-05,1.0858852320156927e-05,6.385994855622045e-05,3.3008896082733172e-06,3.932409777832213e-07,1.3076794088307305e-07,1.818583309412723e-06,2.591859784786267e-11,6.264622383858819e-08,3.2456492855762783e-13,3.2967649715295966e-11,1.3035465675963553e-08
6.609530886936865e-09,0.13083203677796384,0.46346346346346345,0.0,0.0,0.0,0.07295187411771627,0.0,0.0002236116627404074,7.132064458102668e-08,3.677459382910759e-09,4.137099645712301e-06,1.939962530804045e-07,7.202897755479516e-05,9.505228440090763e-11,0.0,0.46346708034226924,8.358814774588156e-05,1.0859576354752819e-05,6.431551418665321e-05,3.306874777908858e-06,4.0622509551619093e-07,1.3483574543336872e-07,1.9135733723437604e-06,2.7272590189416772e-11,6.719469408277271e-08,3.481302073701478e-13,3.412329648362253e-11,1.3987072777921244e-08
6.738814426641722e-09,0.13083311768733893,0.46346346346346345,0.0,0.0,0.0,0.07294937599368788,0.0,0.0002293373893162685,7.390638868273795e-08,3.84628969095011e-09,4.280182382556735e-06,2.0263324433312111e-07,7.360917610431427e-05,9.767102345969442e-11,0.0,0.46346727578972435,8.613061873881796e-05,1.0860153820542572e-05,6.475264462095173e-05,3.3129070048337977e-06,4.192964235674196e-07,1.389255458579127e-07,2.01136817434488e-06,2.8666575645560814e-11,7.197579265618821e-08,3.7290071748728635e-13,3.530353886986597e-11,1.4987855694515042e-08
6.868097966346579e-09,0.13083420206443902,0.46346346346346345,0.0,0.0,0.0,0.07294687183478789,0.0,0.00023508364217046668,7.652913272417439e-08,4.019642353811023e-09,4.426267021943941e-06,2.1149112470754798e-07,7.519496314803335e-05,1.0031262642264683e-10,0.0,0.46346747717683284,8.868489764624498e-05,1.086060420355357e-05,6.517207458644194e-05,3.318983699099498e-06,4.324499947622695e-07,1.4303600320745771e-07,2.1119758175986936e-06,3.0100670605682696e-11,7.699611908978437e-08,3.989106506795256e-13,3.6508554645221626e-11,1.6039249188922754e-08
6.997381506051436e-09,0.1308352898193521,0.46346346346346345,0.0,0.0,0.0,0.07294436161441573,0.0,0.00024084970099917842,7.918858171433086e-08,4.197540412070642e-09,4.575371935034934e-06,2.2057211899454218e-07,7.678637078383096e-05,1.0297727891573233e-10,0.0,0.4634676845303623,9.12502338632825e-05,1.0860944382946674e-05,6.557451145653455e-05,3.3251023706171373e-06,4.456810371635126e-07,1.471658325720201e-07,2.2154034006470388e-06,3.1574977153462875e-11,8.226228006736695e-08,4.2619423577538345e-13,3.7738485368555034e-11,1.7142692007080823e-08
7.126665045756294e-09,0.13083638086582508,0.46346346346346345,0.0,0.0,0.0,0.07294184530772056,0.0,0.00024663487549303904,8.188445249627781e-08,4.380006066905139e-09,4.727514417666591e-06,2.2987846259122553e-07,7.838342904908928e-05,1.0566518058159456e-10,0.0,0.4634678978753068,9.382590735709432e-05,1.0861188979666425e-05,6.596063602191921e-05,3.331260626080028e-06,4.589849675409819e-07,1.5131380108811741e-07,2.321657061492193e-06,3.3089583689537614e-11,8.778088695997642e-08,4.547857258886231e-13,3.8993463017350606e-11,1.829962637524424e-08
7.255948585461151e-09,0.13083747512109728,0.46346346346346345,0.0,0.0,0.0,0.07293932289152975,0.0,0.00025243850399035705,8.461647339989462e-08,4.567060727553343e-09,4.882710732930489e-06,2.3941240098087513e-07,7.998616600256741e-05,1.0837654443720082e-10,0.0,0.46346811723495945,9.6411227508161e-05,1.0861350658398136e-05,6.63311032761412e-05,3.3374561658787564e-06,4.723573849137314e-07,1.5547872599891725e-07,2.4307420190783564e-06,3.464456552891644e-11,9.355855347033145e-08,4.847193862153538e-13,4.027364429524756e-11,1.9511497518945258e-08
7.385232125166008e-09,0.1308385725057444,0.46346346346346345,0.0,0.0,0.0,0.0729367943442802,0.0,0.0002582599522020506,8.738438390782688e-08,4.758725056112935e-09,5.040976152379774e-06,2.491761892367698e-07,8.15946078034195e-05,1.1111159627247695e-10,0.0,0.46346834263098163,9.900553198707167e-05,1.0861440389233549e-05,6.668654320865605e-05,3.3436867810272936e-06,4.85794064188946e-07,1.5965947276903014e-07,2.542662613198983e-06,3.623998545162349e-11,9.960189338312555e-08,5.160294823754963e-13,4.157914652661189e-11,2.0779753202542018e-08
7.514515664870865e-09,0.13083967294353013,0.46346346346346345,0.0,0.0,0.0,0.07293425964595228,0.0,0.0002640986120031267,9.01879343342144e-08,4.955019009817421e-09,5.2023249957042785e-06,2.591720915488015e-07,8.320877878741157e-05,1.1387057408630178e-10,0.0,0.4634685740834702,0.0001016081856669376,1.086146767442313e-05,6.702756159979807e-05,3.349950350112876e-06,4.992909499160842e-07,1.63854953254968e-07,2.657422342876685e-06,3.787589425824092e-11,1.0591751841710746e-07,5.487502692860028e-13,4.2910069121414745e-11,2.210584328857438e-08
7.643799204575721e-09,0.1308407763612655,0.46346346346346345,0.0,0.0,0.0,0.07293171877800637,0.0,0.0002699539002860876,9.302688551569676e-08,5.155961880933483e-09,5.36677066895158e-06,2.6940238077172533e-07,8.482870154039604e-05,1.16653727556683e-10,0.0,0.46346881161102177,0.0001042185795712956,1.086144074479687e-05,6.735474081312786e-05,3.35624483628145e-06,5.128441501704868e-07,1.6806412393176005e-07,2.775023903262953e-06,3.9552331307978487e-11,1.1251203617501468e-07,5.829159805416669e-13,4.4266551310933204e-11,2.3491219316170822e-08
7.773082744280577e-09,0.1308418826886759,0.46346346346346345,0.0,0.0,0.0,0.07292917172332164,0.0,0.0002758252578720689,9.590100851420094e-08,5.361572334410452e-09,5.534325701499519e-06,2.7986933799397904e-07,8.645439696910546e-05,1.1946131754226213e-10,0.0,0.46346905523079485,0.00010683612985721511,1.0861366729864058e-05,6.766864058135294e-05,3.3625682842701103e-06,5.264499305778147e-07,1.7228598417586236e-07,2.8954692211048924e-06,4.126932500017719e-11,1.1939204818755578e-07,6.185608182771801e-13,4.564869157909849e-11,2.49373340977742e-08
7.902366283985434e-09,0.13084299185827394,0.46346346346346345,0.0,0.0,0.0,0.07292661846613753,0.0,0.00028171214847586484,9.881008433102211e-08,5.571868443407e-09,5.705001781585168e-06,2.9057525212605055e-07,8.80858843693314e-05,1.2229361561257157e-10,0.0,0.4634693049585693,0.00010946027683319902,1.08612518051315e-05,6.796979878260802e-05,3.368918817495898e-06,5.401047084883488e-07,1.7651957460421334e-07,3.0187594888257934e-06,4.30268932672551e-11,1.2656414804775196e-07,6.557189435024989e-13,4.705655660525139e-11,2.6445641333476827e-08
