Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37)
3.9383209643234745e-10,0.13078799157785073,0.46346346346346345,0.0,0.0,0.0,0.07306607462476891,0.0,3.2231534010535504e-06,2.362771704343636e-10,2.4037283546572554e-11,7.26745776896555e-08,2.3245803629433453e-10,1.9973857217130776e-06,1.1513837709028434e-12,0.0,0.463463464143617,4.182309437756783e-07,3.855453904056443e-06,5.337105428719707e-06,2.3724395067462973e-06,9.720040241026678e-09,4.218893222623957e-09,6.222686102067435e-09,8.865472355119661e-14,1.799695055349362e-11,9.323627072441806e-17,5.978023118472196e-13,3.681807500087524e-12
4.0614762947845867e-10,0.1307880438769763,0.46346346346346345,0.0,0.0,0.0,0.07306585571552615,0.0,3.4001740093642993e-06,2.518107926877457e-10,2.5296324511243627e-11,7.642749607326368e-08,2.5268998004918514e-10,2.0998146527444717e-06,1.2166782190316665e-12,0.0,0.4634634642147696,4.438950597387041e-07,3.95090366530652e-06,5.517841928380473e-06,2.4054628757738914e-06,9.961058025560216e-09,4.2776398752833376e-09,6.527097013946316e-09,9.299188891713017e-14,1.9511864627087092e-11,1.0108471257184234e-16,6.287372378060443e-13,3.991986319805083e-12
4.184631625245699e-10,0.13078809662746463,0.46346346346346345,0.0,0.0,0.0,0.07306563680056356,0.0,3.580589196505974e-06,2.6786491807440143e-10,2.657536584841474e-11,8.023342154790783e-08,2.739415313991784e-10,2.2036279754980112e-06,1.283382586627135e-12,0.0,0.46346346429074814,4.70318877117584e-07,4.0450562113735594e-06,5.699157643689211e-06,2.43706173130693e-06,1.0200059215179657e-08,4.335505486334916e-09,6.835622307285602e-09,9.738768384846889e-14,2.1099503378866942e-11,1.0930993342657107e-16,6.601104659153275e-13,4.31708426814754e-12
4.307786955706811e-10,0.13078814981923018,0.46346346346346345,0.0,0.0,0.0,0.07306541787970379,0.0,3.7643240146684456e-06,2.84441384338872e-10,2.7873846345644295e-11,8.409024516912245e-08,2.962261995198666e-10,2.308766040768693e-06,1.3514729338433536e-12,0.0,0.46346346437171565,4.975024179749214e-07,4.1379291660765726e-06,5.881032695720752e-06,2.467297677868174e-06,1.0437174471092475e-08,4.39263620865495e-09,7.148202646930126e-09,1.0184126299999555e-13,2.276082693192687e-11,1.179169076753885e-16,6.919045582141867e-13,4.657300406972152e-12
4.4309422861679234e-10,0.13078820344255868,0.46346346346346345,0.0,0.0,0.0,0.07306519895276964,0.0,3.95130625391488e-06,3.0154197819759005e-10,2.919123587260699e-11,8.7995950144579e-08,3.195569232791079e-10,2.415171786579557e-06,1.4209260275054253e-12,0.0,0.4634634644578358,5.254457153378909e-07,4.229539913798906e-06,6.063447523097783e-06,2.4962296567558633e-06,1.0672531658902893e-08,4.449167883788547e-09,7.464788872427234e-09,1.063519259942483e-13,2.449678233957345e-11,1.2691054198334943e-16,7.241028171566146e-13,5.0128311406755476e-12
4.5540976166290357e-10,0.13078825748809197,0.46346346346346345,0.0,0.0,0.0,0.07306498001958414,0.0,4.141466328794322e-06,3.191684361960677e-10,3.0527034001953856e-11,9.19486079098671e-08,3.439460962154949e-10,2.5227906260577468e-06,1.4917193144746405e-12,0.0,0.4634634645492727,5.541488105934005e-07,4.31990560274119e-06,6.246382877489479e-06,2.5239140612348426e-06,1.0906255904667088e-08,4.50522677262776e-09,7.785341278614289e-09,1.1091910717162772e-13,2.6308305923944935e-11,1.362956874105854e-16,7.566893025996717e-13,5.383870692970944e-12
4.677252947090147e-10,0.1307883119468131,0.46346346346346345,0.0,0.0,0.0,0.07306476107997052,0.0,4.334737169797427e-06,3.3732244555324813e-10,3.1880768691269676e-11,9.594637437270045e-08,3.6940559043302447e-10,2.631570340179051e-06,1.5638308961146023e-12,0.0,0.4634634646461902,5.836117510326795e-07,4.409043148130094e-06,6.429819819172018e-06,2.550404846744978e-06,1.1138469649981207e-08,4.56093023414662e-09,8.109828947158893e-09,1.1554236606646308e-13,2.819632544910901e-11,1.4607715067151666e-16,7.896487688475689e-13,5.770611550023798e-12
4.800408277551259e-10,0.13078836681003228,0.46346346346346345,0.0,0.0,0.0,0.07306454213375219,0.0,4.531054119447023e-06,3.5600564499327593e-10,3.325199502339449e-11,9.998748631821089e-08,3.959467794590435e-10,2.741460975169326e-06,1.6372395038115335e-12,0.0,0.4634634647487532,6.138345875383063e-07,4.496969235383492e-06,6.613739712650098e-06,2.5757536363420225e-06,1.1369292706096243e-08,4.616387355869044e-09,8.438229125439147e-09,1.2022137855756404e-13,3.0161762140329625e-11,1.5625970459703728e-16,8.229666203050054e-13,6.173244872319598e-12
4.923563608012371e-10,0.13078842206937327,0.46346346346346345,0.0,0.0,0.0,0.0730643231807527,0.0,4.7303548328244656e-06,3.7521962556492435e-10,3.464029400250384e-11,1.0407025796838018e-07,4.235805601103945e-10,2.8524147443607303e-06,1.7119244755040745e-12,0.0,0.46346346485712664,6.448173724070177e-07,4.5837003232326175e-06,6.7981242223386516e-06,2.600009821576506e-06,1.1598842307056303e-08,4.6716995394815165e-09,8.770526649411261e-09,1.2495592864547662e-13,3.220553256034975e-11,1.6684809785587508e-16,8.566289194065049e-13,6.5919608774663854e-12
5.046718938473483e-10,0.13078847771676042,0.46346346346346345,0.0,0.0,0.0,0.07306410422079591,0.0,4.932579182340806e-06,3.9496593144890884e-10,3.604527140345302e-11,1.0819307768907677e-07,4.523173734108368e-10,2.9643859343089624e-06,1.7878657331796687e-12,0.0,0.4634634649714758,6.765601573019124e-07,4.669252646801813e-06,6.982955308303967e-06,2.6232206590078696e-06,1.1827233161859243e-08,4.726961044773401e-09,9.106713407337563e-09,1.2974590081190608e-13,3.432855035280597e-11,1.7784706398753746e-16,8.906223430622904e-13,7.026949195986274e-12
5.169874268934594e-10,0.1307885337444062,0.46346346346346345,0.0,0.0,0.0,0.07306388525370563,0.0,5.137669166569623e-06,4.15246060753297e-10,3.746655667199764e-11,1.1235440483827924e-07,4.82167224601048e-10,3.077330814985768e-06,1.8650437612963787e-12,0.0,0.4634634650919662,7.090629913279307e-07,4.7536422206464335e-06,7.16821522206334e-06,2.645431362542989e-06,1.2054577505640778e-08,4.782259494870946e-09,9.446787841461279e-09,1.345912729197928e-13,3.653172786219866e-11,1.892613297956684e-16,9.249341403597927e-13,7.478399202009711e-12
5.293029599395706e-10,0.13078859014479957,0.46346346346346345,0.0,0.0,0.0,0.07306366627930601,0.0,5.345568822966311e-06,4.3606146629722026e-10,3.890380187361138e-11,1.1655276674935559e-07,5.1313970228069e-10,3.191207553869121e-06,1.9434395860907583e-12,0.0,0.46346346521876375,7.423259192247708e-07,4.836884841749463e-06,7.353886502442529e-06,2.6666851917799843e-06,1.2280985149885093e-08,4.8376763455189065e-09,9.790754484923384e-09,1.3949210961549511e-13,3.8815977639165205e-11,2.0109562314714123e-16,9.595521329360765e-13,7.946500320648997e-12
5.416184929856818e-10,0.13078864691069456,0.46346346346346345,0.0,0.0,0.0,0.07306344729742122,0.0,5.556224144306461e-06,4.5741355638307777e-10,4.035668068872736e-11,1.2078675584365373e-07,5.452439967202519e-10,3.3059761337614842e-06,2.0230347557341255e-12,0.0,0.46346346535203464,7.763489796716662e-07,4.918996092477445e-06,7.539951971490181e-06,2.6870235365301627e-06,1.250656353166687e-08,4.893287320963285e-09,1.0138623531414313e-08,1.4444855619736892e-13,4.118221383916347e-11,2.133546802188905e-16,9.944646845253243e-13,8.431442313697711e-12
5.53934026031793e-10,0.130788704035099,0.46346346346346345,0.0,0.0,0.0,0.07306322830787565,0.0,5.769582998683252e-06,4.793036955574177e-10,4.182488745232937e-11,1.2505502686681558e-07,5.784889173787162e-10,3.421598274174077e-06,2.1038113213012494e-12,0.0,0.4634634654919453,8.111322036986973e-07,4.999991343496233e-06,7.726394730448474e-06,2.7064859976833224e-06,1.273141776193108e-08,4.949162818805761e-09,1.0490410435233052e-08,1.494608329175821e-13,4.363135352209083e-11,2.260432522314716e-16,1.0296606631405977e-12,8.933415545184373e-12
5.662495590779041e-10,0.13078876151126465,0.46346346346346345,0.0,0.0,0.0,0.07306300931049377,0.0,5.9855950529106826e-06,5.017332053606671e-10,4.330813623591175e-11,1.293562942434492e-07,6.128829096615315e-10,3.5380373561220903e-06,2.18575181851696e-12,0.0,0.46346346563866236,8.466756131995528e-07,5.079885756647134e-06,7.9131981557792e-06,2.725110464574599e-06,1.2955650672818253e-08,5.005368286034097e-09,1.0846135539590161e-08,1.5452922968632888e-13,4.616431785983265e-11,2.3916611170558897e-16,1.0651294358467836e-12,9.452611228201074e-12
5.785650921240153e-10,0.13078881933267691,0.46346346346346345,0.0,0.0,0.0,0.07306279030510025,0.0,6.20421169918597e-06,5.24703365065877e-10,4.480615996991487e-11,1.336893295451082e-07,6.484340709518984e-10,3.65525835018247e-06,2.268839250247672e-12,0.0,0.463463465792353,8.829792195408724e-07,5.158694287783987e-06,8.100345895244539e-06,2.742933189004241e-06,1.31793628640443e-08,5.061964568278319e-09,1.1205823731143012e-08,1.596541011497961e-13,4.878203325824317e-11,2.5272805827528074e-16,1.1008608468846121e-12,9.989221654327966e-12
5.908806251701265e-10,0.13078887749304544,0.46346346346346345,0.0,0.0,0.0,0.07306257129151991,0.0,6.425385984870765e-06,5.482154124066505e-10,4.6318709604828634e-11,1.3805295906669409e-07,6.851501659469361e-10,3.773227747672333e-06,2.3530570697062242e-12,0.0,0.463463465953184,9.200430222635259e-07,5.236431689571681e-06,8.287821864041792e-06,2.7599888560551927e-06,1.3402652748344766e-08,5.119008234197309e-09,1.1569504118894552e-08,1.6483586211525021e-13,5.148543239959831e-11,2.6673392408905536e-16,1.1368451851951404e-12,1.0543440406880455e-11
6.031961582162376e-10,0.13078893598629487,0.46346346346346345,0.0,0.0,0.0,0.07306235226957758,0.0,6.6490725452569485e-06,5.722705442943953e-10,4.784555330923779e-11,1.4244606150657773e-07,7.23038641328914e-10,3.89191349481235e-06,2.438389164339779e-12,0.0,0.46346346612132305,9.578670078713881e-07,5.3131125142466554e-06,8.475610240991293e-06,2.7763106518470475e-06,1.362561659599458e-08,5.176551876764448e-09,1.1937209735720596e-08,1.7007498329852248e-13,5.427545521112758e-11,2.8118857882803136e-16,1.173073175494573e-12,1.111546255911834e-11
6.155116912623488e-10,0.1307889948065561,0.46346346346346345,0.0,0.0,0.0,0.0730621332390983,0.0,6.875227539188598e-06,5.968699175250628e-10,4.938647570316136e-11,1.4686756574600624e-07,7.621066398004156e-10,4.011284929745334e-06,2.5248198403718576e-12,0.0,0.46346346629693774,9.964511487033672e-07,5.388751116339913e-06,8.66369546477685e-06,2.7919303283589016e-06,1.3848348578415036e-08,5.234644393095012e-09,1.2308977260914559e-08,1.7537198737094486e-13,5.715304976483136e-11,2.9609693436805194e-16,1.2095359618694216e-12,1.1705484858474432e-11
6.401427573545713e-10,0.13078911340562063,0.46346346346346345,0.0,0.0,0.0,0.07306169515182977,0.0,7.334774720221364e-06,6.477058187635714e-10,5.250977301339907e-11,1.557917336313854e-07,8.438083354227729e-10,4.251968822922511e-06,2.700916168543445e-12,0.0,0.4634634666712652,1.075899708544473e-06,5.536958098364263e-06,9.040695484843488e-06,2.821183523365823e-06,1.4293483392069859e-08,5.3526546502693606e-09,1.3064861502029476e-08,1.8614197350782856e-13,6.317479191668603e-11,3.2729463122933987e-16,1.283132451188501e-12,1.2940326243876355e-11
6.623107168375714e-10,0.13078922120821623,0.46346346346346345,0.0,0.0,0.0,0.07306130084233906,0.0,7.756398483176086e-06,6.95330243301882e-10,5.536704064596605e-11,1.6391082772903885e-07,9.214397241675985e-10,4.470648205232715e-06,2.8630106353104827e-12,0.0,0.4634634670354118,1.150002540324652e-06,5.666920031869006e-06,9.380859798545815e-06,2.8454014574072268e-06,1.4694214990409153e-08,5.461164683618448e-09,1.3759482943312427e-08,1.960391033666817e-13,6.890356129879746e-11,3.569745014641563e-16,1.3500913036097319e-12,1.411525783417534e-11
6.844786763205716e-10,0.13078932998762252,0.46346346346346345,0.0,0.0,0.0,0.07306090650247322,0.0,8.185401543286216e-06,7.447342393169393e-10,5.826725143111394e-11,1.7210736400583396e-07,1.002991316342064e-09,4.691129883690611e-06,3.0284380711186554e-12,0.0,0.4634634674263944,1.2265670943694536e-06,5.793719649733973e-06,9.721755377035149e-06,2.8677790608074216e-06,1.5095568390885452e-08,5.572070182366099e-09,1.4467976646007804e-08,2.061339148581629e-13,7.493126211671226e-11,3.882031068052997e-16,1.4176903012910205e-12,1.5351663105197813e-11
7.066466358035718e-10,0.13078943971607931,0.46346346346346345,0.0,0.0,0.0,0.07306051213121642,0.0,8.62157576577847e-06,7.959231921560574e-10,6.120965468989069e-11,1.803766503199208e-07,1.0884954168636736e-09,4.913278008432503e-06,3.1971202710359083e-12,0.0,0.46346346784519665,1.305592575608667e-06,5.91743386448985e-06,1.0063300386023459e-05,2.8884572317153633e-06,1.54980223350923e-08,5.685552937622658e-09,1.5190658288486148e-08,2.1643090620676354e-13,8.126381537656579e-11,4.2101112338591565e-16,1.4858906229108106e-12,1.6650769980758636e-11
7.28814595286572e-10,0.13078955036734732,0.46346346346346345,0.0,0.0,0.0,0.07306011772755387,0.0,9.06472473877747e-06,8.489021189285165e-10,6.419362191987021e-11,1.8871437424589063e-07,1.1779820668456886e-09,5.136967180600395e-06,3.3689823916697397e-12,0.0,0.4634634682928035,1.3870779750306176e-06,6.0381377179866165e-06,1.0405415436701956e-05,2.907566097499333e-06,1.590203670802346e-08,5.801772326454383e-09,1.5927865510198946e-08,2.2693488855951483e-13,8.790728029373118e-11,4.554299433758217e-16,1.5546566037689386e-12,1.8013834774301345e-11
7.509825547695721e-10,0.13078966191671282,0.46346346346346345,0.0,0.0,0.0,0.07305972329047236,0.0,9.51466294656285e-06,9.036756801935482e-10,6.721863708743696e-11,1.9711657465942277e-07,1.2714792221780686e-09,5.3620816509953755e-06,3.5439527486555617e-12,0.0,0.46346346877020095,1.4710220593835586e-06,6.155904426915482e-06,1.0748023522999859e-05,2.925225840193195e-06,1.6308053219186825e-08,5.9208680532311964e-09,1.6679955162224097e-08,2.3765094681294544e-13,9.486786310270762e-11,4.914917206271587e-16,1.6239554866773657e-12,1.9442144002301717e-11
7.731505142525723e-10,0.1307897743407999,0.46346346346346345,0.0,0.0,0.0,0.07305932881895989,0.0,9.971215005298938e-06,9.602481913311287e-10,7.028428768038156e-11,2.0557961549247125e-07,1.3690129182545397e-09,5.588514580878061e-06,3.721962628570509e-12,0.0,0.46346346927837606,1.557423362569781e-06,6.270805427207802e-06,1.1091049960414087e-05,2.9415474580255123e-06,1.6716496057330656e-08,6.042962546556485e-09,1.7447300895083697e-08,2.4858440524535376e-13,1.0215192474923832e-10,5.292294105286821e-16,1.6937571806499823e-12,2.093701596997227e-11
7.953184737355725e-10,0.13078988761752344,0.46346346346346345,0.0,0.0,0.0,0.07305893431200587,0.0,1.0434214955424417e-05,1.0186236336097541e-09,7.339025644686946e-11,2.1410016145673342e-07,1.4706074221450146e-09,5.816167359087807e-06,3.902946113951088e-12,0.0,0.4634634698183165,1.646280178552389e-06,6.382910417362155e-06,1.1434422326338146e-05,2.956633469012711e-06,1.7127772520288002e-08,6.168163058006377e-09,1.8230291038624572e-08,2.5974079731024227e-13,1.0976598761135447e-10,5.686768048287384e-16,1.7640340974726814e-12,2.2499802159110028e-11
8.174864332185726e-10,0.13079000172597666,0.46346346346346345,0.0,0.0,0.0,0.07305853976860116,0.0,1.090350560823201e-05,1.078805664950156e-09,7.653631379034742e-11,2.2267515564947769e-07,1.5762853727679775e-09,6.044948972984696e-06,4.086839920861292e-12,0.0,0.46346347039101043,1.7375905556885256e-06,6.49228740069838e-06,1.1778070401891732e-05,2.970578559172661e-06,1.7542273620185586e-08,6.296563487922203e-09,1.9029326749296065e-08,2.7112583923953583e-13,1.1771674132844972e-10,6.098685618368017e-16,1.8347609623622154e-12,2.4131888434164973e-11
8.396543927015728e-10,0.13079011664635865,0.46346346346346345,0.0,0.0,0.0,0.07305814518773814,0.0,1.137893794114835e-05,1.1407976303972078e-09,7.972231075168684e-11,2.3130179885074073e-07,1.6860679102896987e-09,6.274775427706785e-06,4.273583247764182e-12,0.0,0.4634634709974464,1.8313522923174632e-06,6.5990027265832675e-06,1.212192611518846e-05,2.9834701810100797e-06,1.7960374665383532e-08,6.428245982636369e-09,1.9844820381427326e-08,2.8274540683825325e-13,1.2601104787907077e-10,6.528402327324767e-16,1.9059146045771172e-12,2.583469609514536e-11
8.61822352184573e-10,0.1307902323598943,0.46346346346346345,0.0,0.0,0.0,0.07305775056841067,0.0,1.1860370537698972e-05,1.2046025723070425e-09,8.294817252892896e-11,2.3997753037206234e-07,1.799974795647567e-09,6.505569209711493e-06,4.463117634786739e-12,0.0,0.46346347163861307,1.927562933475637e-06,6.703121130654859e-06,1.2465923486003798e-05,2.995389106410694e-06,1.838243582009182e-08,6.5632823351342504e-09,2.067719405123522e-08,2.946055150250922e-13,1.3465594600855054e-10,6.976282845059196e-16,1.9774738369065244e-12,2.760968279792929e-11
8.839903116675732e-10,0.13079034884876625,0.46346346346346345,0.0,0.0,0.0,0.0730573559096143,0.0,1.2347669068584567e-05,1.270223240256784e-09,8.621389249011906e-11,2.4870001033248386e-07,1.918024520995758e-09,6.737258791018107e-06,4.655386832566447e-12,0.0,0.46346347231549945,2.0262197686262863e-06,6.8047057740728154e-06,1.2809998571804684e-05,3.0064099376242837e-06,1.88088026426184e-08,6.701735214633429e-09,2.1526878368688764e-08,3.067122997645795e-13,1.4365865508704453e-10,7.442701199470843e-16,2.0494193190784474e-12,2.945834335837558e-11
9.061582711505733e-10,0.13079046609604858,0.46346346346346345,0.0,0.0,0.0,0.07305696121034616,0.0,1.2840705811121514e-05,1.3376621006819738e-09,8.951952664533649e-11,2.5746710326622416e-07,2.0402344116864865e-09,6.969778171397608e-06,4.850336680056418e-12,0.0,0.46346347302909385,2.127319830316604e-06,6.903818281814251e-06,1.31540894151136e-05,3.0166015791662577e-06,1.923980660299538e-08,6.843659243376615e-09,2.239431131939184e-08,3.1907200213663546e-13,1.530265784556677e-10,7.928040949827341e-16,2.121733370637549e-12,3.138221045197721e-11
9.283262306335735e-10,0.1307905840856471,0.46346346346346345,0.0,0.0,0.0,0.0730565664696052,0.0,1.3339359204298656e-05,1.4069213462475375e-09,9.286518854401934e-11,2.6627686296622634e-07,2.166620720400112e-09,7.203066455756757e-06,5.047914990664674e-12,0.0,0.46346347378038444,2.2308598936762578e-06,7.000518780036721e-06,1.3498135992176596e-05,3.026027673467266e-06,1.9675765580772592e-08,6.989101938353977e-09,2.327993727921178e-08,3.31690954297398e-13,1.627673063167022e-10,8.432695336512019e-16,2.1943998792405543e-12,3.3382855220450075e-11
9.504941901165737e-10,0.13079070280224306,0.46346346346346345,0.0,0.0,0.0,0.07305617168639211,0.0,1.3843513436728393e-05,1.478002904958498e-09,9.625104456420165e-11,2.751275184689293e-07,2.2971987140311797e-09,7.437067463990771e-06,5.2480714461087925e-12,0.0,0.46346347457035886,2.3368364766725264e-06,7.09486593253109e-06,1.384208016290337e-05,3.0347470030724055e-06,2.0116984343782197e-08,7.138104535258508e-09,2.4184206144781687e-08,3.44575567090983e-13,1.7288861822260914e-10,8.957067409984884e-16,2.2674042137203578e-12,3.54618877963993e-11
9.72662149599574e-10,0.1307908222312418,0.46346346346346345,0.0,0.0,0.0,0.07305577685970953,0.0,1.435305806487122e-05,1.550908449016929e-09,9.967730956153302e-11,2.8401746108913103e-07,2.4319827539146833e-09,7.671729370681719e-06,5.45075749738934e-12,0.0,0.4634634754000042,2.4452458410411083e-06,7.186916976287907e-06,1.4185865622046234e-05,3.042813862086615e-06,2.0563755008687328e-08,7.290702710581295e-09,2.510757256437005e-08,3.577323190912689e-13,1.8339848521422745e-10,9.501570141567483e-16,2.34073305363198e-12,3.762095775632072e-11
9.948301090825742e-10,0.13079094235872446,0.46346346346346345,0.0,0.0,0.0,0.07305538198856201,0.0,1.4867887659194851e-05,1.6256394034313114e-09,1.0314424284949999e-10,2.9294523242335374e-07,2.570986369913661e-09,7.90700437230362e-06,5.655926272349386e-12,0.0,0.4634634762703066,2.5560839938209077e-06,7.276727756199385e-06,1.4529437851586915e-05,3.0502783992720326e-06,2.101635748407926e-08,7.446927215000188e-09,2.605049525630608e-08,3.71167746891072e-13,1.9430507164984677e-10,1.0066626518211377e-15,2.4143743124018357e-12,3.9861754510427904e-11
9.999999999999999e-10,0.13079106317140382,0.46346346346346345,0.0,0.0,0.0,0.07305528989236056,0.0,1.4988702528074591e-05,1.6433303791386361e-09,1.0395866167746302e-10,2.9503261459681965e-07,2.604012201077515e-09,7.96195730071344e-06,5.704126759309448e-12,0.0,0.4634634764792258,2.5822818796701655e-06,7.297356643800071e-06,1.4609527550399307e-05,3.0519376558623556e-06,2.1122778534283192e-08,7.483885422937362e-09,2.62732601963096e-08,3.7434186246471776e-13,1.9690658618408972e-10,1.020140769543701e-15,2.431592262573743e-12,4.039627771626634e-11
1.0169980685655745e-09,0.13079106317140382,0.46346346346346345,0.0,0.0,0.0,0.07305498707195618,0.0,1.5387901476188518e-05,1.7021969543841108e-09,1.0665214448550698e-10,3.019095132493866e-07,2.714222328831123e-09,8.142848379856385e-06,5.863532489345948e-12,0.0,0.4634634771822512,2.669346689429466e-06,7.36435275891779e-06,1.487274407430202e-05,3.057186934935437e-06,2.1475059896840064e-08,7.606804428840015e-09,2.701343640447155e-08,3.848884364893493e-13,2.056167367593509e-10,1.0652669623022065e-15,2.488317097492483e-12,4.218600763627225e-11
1.0391660280485748e-09,0.13079118465658293,0.46346346346346345,0.0,0.0,0.0,0.07305459210890076,0.0,1.5913003154329572e-05,1.780582057363242e-09,1.1020135183971924e-10,3.109091132559189e-07,2.861702697569777e-09,8.379220735028111e-06,6.073532376599158e-12,0.0,0.46346347813682204,2.78502943222155e-06,7.4498451458902214e-06,1.5215733208479056e-05,3.0635822535617638e-06,2.1940119002452638e-08,7.77035684894242e-09,2.799686112177611e-08,3.989010156470515e-13,2.173420359531116e-10,1.1260142703076224e-15,2.562551554932308e-12,4.459548716220387e-11
1.061333987531575e-09,0.13079130680211723,0.46346346346346345,0.0,0.0,0.0,0.07305419709840665,0.0,1.6443100432208077e-05,1.8607954450630945e-09,1.1379223642494659e-10,3.199429615396103e-07,3.0134389014386883e-09,8.61608394809465e-06,6.285883596809297e-12,0.0,0.46346347913500197,2.903127479477129e-06,7.533256785589671e-06,1.55583558237551e-05,3.069503874037501e-06,2.2411780579921605e-08,7.937603515470892e-09,2.900123697332355e-08,4.132121470933474e-13,2.2948972191278578e-10,1.1889499225939014e-15,2.6370687934678802e-12,4.7092003806208245e-11
1.0835019470145753e-09,0.1307914295963788,0.46346346346346345,0.0,0.0,0.0,0.0730538020394871,0.0,1.6978104887122885e-05,1.9428376350608005e-09,1.1742520096720104e-10,3.290100978108967e-07,3.1694417779818293e-09,8.853403455873854e-06,6.500545176656082e-12,0.0,0.46346348017777217,3.0236358447686114e-06,7.614638284962072e-06,1.5900564098050416e-05,3.0749882991962086e-06,2.289027981194916e-08,8.108560386358677e-09,3.002703355177315e-08,4.2782852247550633e-13,2.4206874548862853e-10,1.2541202926156536e-15,2.7118608891485663e-12,4.967740917513569e-11
1.1056699064975756e-09,0.1307915530282238,0.46346346346346345,0.0,0.0,0.0,0.07305340693115761,0.0,1.7517931692591667e-05,2.026708937273331e-09,1.211006766981565e-10,3.38109664254536e-07,3.3297216266746715e-09,9.091147398181461e-06,6.717477440823745e-12,0.0,0.46346348126611275,3.1465493016615216e-06,7.694039020108562e-06,1.624231177557006e-05,3.080069246285528e-06,2.337584165098457e-08,8.283240666110969e-09,3.1074722098371676e-08,4.427568569595571e-13,2.5508825642481615e-10,1.3215727842837427e-15,2.7869207475665688e-12,5.2353595928706486e-11
1.1278378659805759e-09,0.13079167708696177,0.46346346346346345,0.0,0.0,0.0,0.07305301177243616,0.0,1.8062499393351143e-05,2.1124094612008787e-09,1.248191208524022e-10,3.472408979951556e-07,3.4942882548049513e-09,9.329286411370376e-06,6.936641950225654e-12,0.0,0.46346348240100144,3.271862387707171e-06,7.77150716622162e-06,1.6583554125847282e-05,3.0847778598165884e-06,2.3868681171736513e-08,8.461655094681016e-09,3.214477516409832e-08,4.580038844023644e-13,2.6855760393116507e-10,1.3913558349275965e-15,2.862242015574052e-12,5.512249791204268e-11
1.1500058254635762e-09,0.13079180176232777,0.46346346346346345,0.0,0.0,0.0,0.07305261656234323,0.0,1.8611729696541602e-05,2.19993912296187e-09,1.2858101435383828e-10,3.564031241222572e-07,3.663151019827516e-09,9.567793437652868e-06,7.158001444128782e-12,0.0,0.4634634835834148,3.399569408689728e-06,7.847089726793115e-06,1.6924247903803347e-05,3.089142908135676e-06,2.4369003910709588e-08,8.643812201350888e-09,3.323766630613341e-08,4.735763530269626e-13,2.824863371171699e-10,1.4635189175441531e-15,2.9378191258299376e-12,5.798609025997541e-11
1.1721737849465764e-09,0.13079192704445558,0.46346346346346345,0.0,0.0,0.0,0.07305222129990194,0.0,1.916554727786624e-05,2.2892976521248285e-09,1.3238685967676345e-10,3.6559574923288104e-07,3.836318868461507e-09,9.806643549002463e-06,7.381519785900262e-12,0.0,0.46346348481432725,3.529664443093281e-06,7.920832562111953e-06,1.726435131079892e-05,3.093190964958108e-06,2.4877006193302216e-08,8.829718527965264e-09,3.435386981542716e-08,4.894810215411161e-13,2.968842053024681e-10,1.5381125424065864e-15,3.0136471836866483e-12,6.094638947600762e-11
1.1943417444295767e-09,0.13079205292385396,0.46346346346346345,0.0,0.0,0.0,0.07305182598413798,0.0,1.972387960160176e-05,2.3804845983422865e-09,1.3623717886825972e-10,3.7481825545267086e-07,4.013800372778992e-09,1.004581378451818e-05,7.607161912117572e-12,0.0,0.46346348609471116,3.6621413467572745e-06,7.992780417068543e-06,1.7603823956652972e-05,3.0969465770157593e-06,2.5392875448980866e-08,9.01937882538041e-09,3.5493860471616604e-08,5.057246556454116e-13,3.1176115821633175e-10,1.6151882580980556e-15,3.089721854265236e-12,6.400545348850451e-11
1.216509703912577e-09,0.13079217939138352,0.46346346346346345,0.0,0.0,0.0,0.07305143061407984,0.0,2.0286656753419736e-05,2.4734993377917915e-09,1.4013251171949537e-10,3.8407019489893816e-07,4.195603763515595e-09,1.0285283000217225e-05,7.834893784802705e-12,0.0,0.4634634874255367,3.7969937576914605e-06,8.062976948283075e-06,1.7942626822605192e-05,3.1004324188841076e-06,2.591679051502375e-08,9.212796226522275e-09,3.6658113321993734e-08,5.22314024883967e-13,3.2712734609733123e-10,1.6947986520282094e-15,3.1660394394410954e-12,6.716538168638773e-11
1.2386776633955773e-09,0.13079230643823597,0.46346346346346345,0.0,0.0,0.0,0.07305103518875887,0.0,2.085381128505887e-05,2.5683410794290234e-09,1.4407341407455544e-10,3.933511845526768e-07,4.381736960815692e-09,1.0525031730303052e-05,8.064682346558944e-12,0.0,0.4634634888077719,3.934215101024093e-06,8.131464750573955e-06,1.8280722225199067e-05,3.1036694359712256e-06,2.644892192930461e-08,9.409972399000128e-09,3.784710348166217e-08,5.392558997972062e-13,3.429931197029187e-10,1.7769973504830092e-15,3.2425968002016597e-12,7.042831493632537e-11
