Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182),C6H10(185),C6H10(188),C3H5(39),[CH2]C[CH]C(26)
9.215362142448477e-10,0.13079056764379549,0.46346346346346345,0.0,0.0,0.0,0.0730566841202541,1.1059228544036932e-13,1.2758896730844979e-05,1.382690404377201e-09,9.549201201102922e-11,5.364391365903723e-07,2.0467225945847915e-09,6.797882949099408e-06,4.894363428613742e-12,0.0,0.46346347689285305,2.7651819538027343e-06,6.754956027637881e-06,1.3314070092587769e-05,2.835756611278871e-06,2.0665658880653066e-08,6.939035586520048e-09,2.2223694634576328e-08,3.1664110345047824e-13,1.5295388625913315e-10,7.924276142250012e-16,4.419825473042903e-12,6.142386534916151e-11,1.0759856362082e-14,2.4860694339976284e-07,3.042568707978791e-07,4.3304596268052755e-12,1.9519574705709445e-09,2.8361744326591816e-14,5.649415933176025e-13,9.21869096311187e-23,2.628525253182741e-27,7.483481473644916e-19,4.465282585025562e-25,6.0094356130527416e-30,4.2251299366664716e-30,2.5311396225999295e-27,1.7892947215202235e-27,7.192563248087885e-31,2.5764683495368425e-15,5.156644538782087e-15
9.446315825518587e-10,0.13079069179255504,0.46346346346346345,0.0,0.0,0.0,0.07305627259028248,1.2207760388754933e-13,1.326117093815937e-05,1.455934510885148e-09,9.920945484971873e-11,5.590954374050673e-07,2.175318839867108e-09,7.0263732706923275e-06,5.097025295133267e-12,0.0,0.4634634779544574,2.9004090676568255e-06,6.846587743982992e-06,1.3667506209193835e-05,2.8432018854095757e-06,2.1197683701100493e-08,7.11201630012356e-09,2.3161195357088236e-08,3.299991505822789e-13,1.6303730228056203e-10,8.446684593215962e-16,4.6066716108684096e-12,6.56190445448466e-11,1.1496444047188345e-14,2.5220127680322527e-07,3.1721591039149563e-07,4.514924682443299e-12,2.0893703543916763e-09,2.903191529259971e-14,6.083781947336716e-13,1.07838324898555e-22,3.0748014352331718e-27,8.261156002226929e-19,5.354051207744121e-25,7.205626611239429e-30,5.0661410715602584e-30,3.1117400466272066e-27,2.2000162210458846e-27,8.886892792937689e-31,2.7948723348931705e-15,5.3562440555868964e-15
9.677269508588697e-10,0.13079081671903262,0.46346346346346345,0.0,0.0,0.0,0.0730558610026061,1.3443971530929488e-13,1.3768958583285368e-05,1.5311412142159307e-09,1.0297470331618173e-10,5.819881101493075e-07,2.3082040123210103e-09,7.25545545665694e-06,5.3023378330337915e-12,0.0,0.46346347906995705,3.0385925223488096e-06,6.935726716123796e-06,1.4020637325675537e-05,2.850044096690348e-06,2.173800186648478e-08,7.289211658363477e-09,2.4121857119456464e-08,3.4368723422039174e-13,1.7354128094369323e-10,8.990881962956436e-16,4.795470350436757e-12,6.999009505883904e-11,1.2263975914734331e-14,2.556309044172901e-07,3.303444207085548e-07,4.7018034027485955e-12,2.2325096737956135e-09,2.9699753209339346e-14,6.540343419839035e-13,1.2566763334411983e-22,3.583178016067379e-27,9.098234355081535e-19,6.39124996478871e-25,8.601604838151216e-30,6.0476149934153254e-30,3.806144183046418e-27,2.6913149398931277e-27,1.092226081135782e-30,3.0256085709874942e-15,5.559398666648134e-15
9.908223191658807e-10,0.13079094240672773,0.46346346346346345,0.0,0.0,0.0,0.07305544935596929,1.477231885386771e-13,1.428214783630556e-05,1.6083117178680456e-09,1.0678788231341565e-10,6.05106890075863e-07,2.445391439944261e-09,7.485083795800423e-06,5.510249862718314e-12,0.0,0.46346348024060047,3.179713275675681e-06,7.022440713769366e-06,1.4373402925007325e-05,2.8563344928044774e-06,2.2286902500874485e-08,7.470621918751503e-09,2.5106237244533564e-08,3.577132961324298e-13,1.8447615457236073e-10,9.557403558654317e-16,4.986136890487234e-12,7.454030110060138e-11,1.306303050141762e-14,2.5890177823189143e-07,3.436376950631083e-07,4.891028828975914e-12,2.3814459012290686e-09,3.0365252151130336e-14,7.019735312024791e-13,1.459154820133211e-22,4.160516936717982e-27,9.99773777356737e-19,7.597189578774343e-25,1.0224711347030332e-29,7.18877364941799e-30,4.6330704879817006e-27,3.2764596504094345e-27,1.3356262202273829e-30,3.2690269999770776e-15,5.7661002479581656e-15
9.999999999999999e-10,0.13079106883989966,0.46346346346346345,0.0,0.0,0.0,0.07305528575840842,1.53267740217295e-13,1.4487555863994184e-05,1.6395233356735728e-09,1.0831651543322947e-10,6.143544651278448e-07,2.5011045607861256e-09,7.576476181491035e-06,5.5935810728933845e-12,0.0,0.46346348072137916,3.2366034434049973e-06,7.056240685889178e-06,1.4513471077197324e-05,2.8586915135396246e-06,2.250746972295684e-08,7.543880699674483e-09,2.5504120974795625e-08,3.6338259854606417e-13,1.8894345068899258e-10,9.788848399713992e-16,5.062404838434364e-12,7.63989447879909e-11,1.3389441494388424e-14,2.601588013121247e-07,3.489649279080014e-07,4.9668606331656544e-12,2.4422551885265176e-09,3.0629059346846694e-14,7.216718343058933e-13,1.5469028880939927e-22,4.410718561731455e-27,1.0373202747060379e-18,8.128176692523195e-25,1.0939386566038019e-29,7.691239974554901e-30,5.003093275670206e-27,3.538319106480852e-27,1.4448431550629148e-30,3.369355712782216e-15,5.849222563538515e-15
1.0139176874728917e-09,0.13079106883989966,0.46346346346346345,0.0,0.0,0.0,0.07305503764912481,1.6197385712498182e-13,1.4800632072498493e-05,1.687446948564459e-09,1.1064916611051564e-10,6.284419901436475e-07,2.586893702572887e-09,7.715216509203947e-06,5.720712056489357e-12,0.0,0.463463481467629,3.32375244568065e-06,7.106795664178863e-06,1.4725744646440789e-05,2.8621199693318014e-06,2.2844658945806416e-08,7.656243795203147e-09,2.611489254722048e-08,3.720852708875591e-13,1.9585250096306935e-10,1.0146797405289908e-15,5.178590374317435e-12,7.927296589608073e-11,1.3894189681712082e-14,2.6201981512313474e-07,3.5709115661455193e-07,5.082535849539803e-12,2.5362473864401877e-09,3.102840989777723e-14,7.522601615449698e-13,1.6884274039619455e-22,4.8142567856668936e-27,1.0962773264082451e-18,8.99438613851772e-25,1.2105256338384647e-29,8.510926342279642e-30,5.613759861451126e-27,3.970510018817654e-27,1.625445843997699e-30,3.525476613957385e-15,5.9763398835186175e-15
1.0370130557799027e-09,0.13079119600351763,0.46346346346346345,0.0,0.0,0.0,0.07305462588083379,1.7723883603674372e-13,1.5324309507650016e-05,1.7685475664932722e-09,1.1455877433505949e-10,6.519840861692117e-07,2.732722700916591e-09,7.945815415867265e-06,5.933676839043654e-12,0.0,0.46346348275227633,3.4706913087022084e-06,7.188855702252904e-06,1.5077606223053219e-05,2.867443441757502e-06,2.3411529436682142e-08,7.846070980035365e-09,2.7148378891965554e-08,3.8681107955153164e-13,2.0768114297859522e-10,1.0759624224587792e-15,5.3727537673619934e-12,8.419141250639693e-11,1.4758038813227533e-14,2.649908723170662e-07,3.7070035478724964e-07,5.2762611490817635e-12,2.696980415116688e-09,3.16892278115136e-14,8.04959549749031e-13,1.9473172041273992e-22,5.5524475880572686e-27,1.1996534730689303e-18,1.06077429475697e-24,1.4276764038921733e-29,1.0037641872818688e-29,6.772245281113732e-27,4.7905084753547564e-27,1.9691251102909453e-30,3.795305401743719e-15,6.190107924515551e-15
1.0601084240869137e-09,0.13079132388321413,0.46346346346346345,0.0,0.0,0.0,0.0730542140498656,1.9356653861021913e-13,1.585308286282289e-05,1.8516139752309896e-09,1.1851696827271757e-10,6.757243017293768e-07,2.882889719666451e-09,8.176845627072046e-06,6.149098295051658e-12,0.0,0.4634634840957691,3.6205112967819696e-06,7.268683219261044e-06,1.5428933421030836e-05,2.872344185406998e-06,2.398775775122872e-08,8.040094591036572e-09,2.820725081660373e-08,4.018986243269859e-13,2.1997314795708693e-10,1.139645740440549e-15,5.568553732689265e-12,8.929898458438346e-11,1.56551668710046e-14,2.67820726581792e-07,3.8446096179359865e-07,5.472143159008203e-12,2.8637092659069814e-09,3.2347710704646303e-14,8.601379430302915e-13,2.2388744604524213e-22,6.3837870107105054e-27,1.310230412443729e-18,1.2464743111959736e-24,1.6776232046831642e-29,1.1794930850864406e-29,8.135643312142073e-27,5.7556877052557585e-27,2.3750827997033505e-30,4.078860307628389e-15,6.4073940447283544e-15
1.0832037923939247e-09,0.13079145246524232,0.46346346346346345,0.0,0.0,0.0,0.0730538021549977,2.1100669371452258e-13,1.6386859055968056e-05,1.9366463313577954e-09,1.225240474480344e-10,6.996541929312263e-07,3.037405485210221e-09,8.408275266859635e-06,6.366932083220461e-12,0.0,0.4634634854993267,3.773193994559964e-06,7.346338910244614e-06,1.5779673980635658e-05,2.876858146219678e-06,2.4573573831021118e-08,8.238303555066234e-09,2.929206121224101e-08,4.1735578399235676e-13,2.3273982696673025e-10,1.2057882960122284e-15,5.765920505385963e-12,9.459904707581249e-11,1.6586166571948694e-14,2.7051505671017707e-07,3.9836876925663613e-07,5.6701220094426755e-12,3.036496265873876e-09,3.300386670184958e-14,9.178625303572394e-13,2.566389739487862e-22,7.317658020912336e-27,1.4283452607429256e-18,1.4595653287687156e-24,1.9644405710227294e-29,1.3811438572814725e-29,9.73446875524867e-27,6.88769466691489e-27,2.8528186151295503e-30,4.376487201116466e-15,6.628187288283384e-15
1.1062991607009357e-09,0.1307915817364363,0.46346346346346345,0.0,0.0,0.0,0.0730533901950157,2.296103631056765e-13,1.6925548918068675e-05,2.023644553773707e-09,1.2658034646337836e-10,7.237657331458692e-07,3.1962802184272734e-09,8.640075216327492e-06,6.5871353563087335e-12,0.0,0.463463486964161,3.928721135765403e-06,7.421881820131793e-06,1.6129777558808072e-05,2.881018224929626e-06,2.5169194377042563e-08,8.440684937399085e-09,3.040336105091107e-08,4.331904100212568e-13,2.4599273393005406e-10,1.274449948927069e-15,5.964787766614567e-12,1.0009498687087524e-10,1.755163449042858e-14,2.730794289135744e-07,4.12419684928681e-07,5.8701394825469854e-12,3.2154018444265704e-09,3.365770709382976e-14,9.782014521503837e-13,2.9334076642011816e-22,8.364168038307365e-27,1.554344172974904e-18,1.7033739022906144e-24,2.2926068124985832e-29,1.611864887783272e-29,1.1602973748480654e-26,8.210832082348527e-27,3.4130236145962514e-30,4.688530856702523e-15,6.852476119762258e-15
1.1293945290079467e-09,0.13079171168417492,0.46346346346346345,0.0,0.0,0.0,0.0730529781687131,2.494299589429465e-13,1.7469066931789136e-05,2.112608332723963e-09,1.306862320758076e-10,7.480512977847093e-07,3.359523682977481e-09,8.87221887972964e-06,6.809666686626173e-12,0.0,0.46346348849147695,4.087074599392492e-06,7.495369388599574e-06,1.6479195673360364e-05,2.884854536907071e-06,2.577482342023214e-08,8.647224224142793e-09,3.1541699154433177e-08,4.494103232889456e-13,2.597436646369233e-10,1.3456918120401371e-15,6.165092518000143e-12,1.0579021341042288e-10,1.855217116583793e-14,2.7551928479974545e-07,4.266097295028478e-07,6.0721389671631005e-12,3.4004845857734998e-09,3.430924618728973e-14,1.0412238084523985e-12,3.3437411814842457e-22,9.534189620525984e-27,1.6885824617442413e-18,1.9815492143122132e-24,2.667034635626326e-29,1.8751099407342128e-29,1.377951269039605e-26,9.752318382770614e-27,4.067699241274639e-30,5.01533494279538e-15,7.080248472389835e-15
1.1524898973149577e-09,0.13079184229634727,0.46346346346346345,0.0,0.0,0.0,0.07305256607489138,2.705192614416678e-13,1.8017330990791674e-05,2.2035371385416765e-09,1.3484210049351683e-10,7.725036491850797e-07,3.5271452294591296e-09,9.104681970557797e-06,7.034485996593374e-12,0.0,0.4634634900824721,4.248236405638513e-06,7.566857493715901e-06,1.6827881648718207e-05,2.8883946497004265e-06,2.6390652867945783e-08,8.857905563975706e-09,3.270762199887765e-08,4.660233112862802e-13,2.740046556623783e-10,1.4195762457021006e-15,6.366774956912971e-12,1.1168815925086223e-10,1.958838120278831e-14,2.778399316438305e-07,4.4093503351447247e-07,6.27606541473128e-12,3.591801279936727e-09,3.49585011559192e-14,1.1069996656164208e-12,3.801486382062694e-22,1.0839402724132442e-26,1.8314247169800243e-18,2.2980870640602354e-24,3.093103450533301e-29,2.1746608704688867e-29,1.6306934405397385e-26,1.15425671306435e-26,4.830285432807702e-30,5.357242018929259e-15,7.311491786904797e-15
1.1755852656219687e-09,0.13079197356132186,0.46346346346346345,0.0,0.0,0.0,0.07305215391235986,2.9293343663729294e-13,1.8570262178003147e-05,2.29643023011576e-09,1.3904837487469793e-10,7.971159216643015e-07,3.6991538357863363e-09,9.337442315899387e-06,7.2615544939649234e-12,0.0,0.4634634917383368,4.4121887116734404e-06,7.636400494394912e-06,1.7175790563167638e-05,2.891663800184723e-06,2.701686302724672e-08,9.072711974879458e-09,3.390167354956332e-08,4.830371257684526e-13,2.8878798320394947e-10,1.4961668517353904e-15,6.569778353121286e-12,1.1779228059128267e-10,2.0660873364595412e-14,2.8004653468396883e-07,4.553918343295707e-07,6.4818652964496235e-12,3.789406972367959e-09,3.5605491886707706e-14,1.1756000615607895e-12,4.311037887598386e-22,1.2292338583046075e-26,1.9832449264228775e-18,2.657355154024006e-24,3.5766934258292425e-29,2.514651560229329e-29,1.923300302384148e-26,1.3615486977217809e-26,5.715798309947393e-30,5.714593540422966e-15,7.546193053349219e-15
1.1986806339289797e-09,0.13079210546791725,0.46346346346346345,0.0,0.0,0.0,0.07305174167993557,3.167290542359443e-13,1.9127784561231332e-05,2.3912866630920002e-09,1.4330550301278262e-10,8.218816067937432e-07,3.8755581441124e-09,9.570479677486337e-06,7.490834611345112e-12,0.0,0.46346349346025445,4.578913807302647e-06,7.704051271697806e-06,1.7522879197565624e-05,2.89468509309062e-06,2.765362310592959e-08,9.29162552095013e-09,3.5124395122045855e-08,5.004594807740758e-13,3.041061618515014e-10,1.5755284670608118e-15,6.7740489272412224e-12,1.2410605776606183e-10,2.1770260660647903e-14,2.8214411119533553e-07,4.6997647321753944e-07,6.689486561632317e-12,3.993355012205596e-09,3.62502408254586e-14,1.247097009639638e-12,4.877104820000249e-22,1.390642524728795e-26,2.144426596702917e-18,3.0641197225566922e-24,4.124221356863275e-29,2.899593135448268e-29,2.2610849103150404e-26,1.6008803253514634e-26,6.740977962961186e-30,6.0877298696839295e-15,7.784338853528443e-15
1.2217760022359906e-09,0.13079223800537534,0.46346346346346345,0.0,0.0,0.0,0.07305132937644322,3.4196410552748766e-13,1.968982500466757e-05,2.488105297814992e-09,1.476139551933573e-10,8.467945389360654e-07,4.056366494597282e-09,9.803775587985883e-06,7.722289949656819e-12,0.0,0.4634634952494011,4.7483941105756344e-06,7.769861269010944e-06,1.7869105985473647e-05,2.8974796825344075e-06,2.8301091692164126e-08,9.514627463628316e-09,3.637632526522689e-08,5.182980509596834e-13,3.1997194330068193e-10,1.6577271570324192e-15,6.979535731360127e-12,1.3063299570577906e-10,2.2917160428133366e-14,2.841375261218455e-07,4.846853925054472e-07,6.898878597224293e-12,4.2036970992110295e-09,3.689277282825274e-14,1.3215635011795849e-12,5.50472736823596e-22,1.5696034825675322e-26,2.315362874845758e-18,3.523573572088378e-24,4.742678414222846e-29,3.3344004985825806e-29,2.6499452571688873e-26,1.8764402333050018e-26,7.924446873381221e-30,6.476990293401392e-15,8.025915392224323e-15
1.2448713705430016e-09,0.13079237116333614,0.46346346346346345,0.0,0.0,0.0,0.07305091700071518,3.68698021337999e-13,2.0256312994953486e-05,2.586884807018393e-09,1.5197422220941231e-10,8.7184888108067e-07,4.24158695628851e-09,1.0037313201225589e-05,7.955885225256027e-12,0.0,0.46346349710694595,4.9206121633850715e-06,7.833880531131827e-06,1.821443096467498e-05,2.900066938011684e-06,2.895941721361854e-08,9.741698390955394e-09,3.765799966337541e-08,5.365604702034059e-13,3.3639831501910817e-10,1.742830208527026e-15,7.1861905321086315e-12,1.3737662436885104e-10,2.4102194408562806e-14,2.8603148907049334e-07,4.99515132811403e-07,7.109992188444704e-12,4.420483329420927e-09,3.75331150109195e-14,1.3990735067330474e-12,6.199293968254154e-22,1.7676532476935411e-26,2.496456670049601e-18,4.04136554385342e-24,5.439669841091503e-29,3.824420233715664e-29,3.096415913476123e-26,2.1928699946438242e-26,9.286879528473474e-30,6.882713044925367e-15,8.270908531160965e-15
1.2679667388500126e-09,0.13079250493181485,0.46346346346346345,0.0,0.0,0.0,0.07305050455159139,3.969916899993439e-13,2.082718048061109e-05,2.6876236832707467e-09,1.5638681352278304e-10,8.970391110055508e-07,4.431227355359809e-09,1.0271077155166567e-05,8.191586220412374e-12,0.0,0.4634634990340508,5.095550627093356e-06,7.896157742292414e-06,1.855881573003772e-05,2.9024645961811753e-06,2.962873837689675e-08,9.972818327903333e-09,3.8969951054358464e-08,5.552543304395778e-13,3.5339849887293356e-10,1.8309061228283463e-15,7.393967696408554e-12,1.4434049914598487e-10,2.532598881948925e-14,2.878305524952234e-07,5.144623303546261e-07,7.32277948052298e-12,4.643762239550873e-09,3.8171296598617717e-14,1.4797019760985936e-12,6.966559111936155e-22,1.9864327194671576e-26,2.6881207755821223e-18,4.6236314913535805e-24,6.223456669861447e-29,4.3754599303985215e-29,3.607723184096763e-26,2.555303467080708e-26,1.0851183806061918e-29,7.305235331177035e-15,8.519303827114044e-15
1.2910621071570236e-09,0.1307926393011802,0.46346346346346345,0.0,0.0,0.0,0.07305009202791923,4.2690747531438457e-13,2.140236172373514e-05,2.7903202461839015e-09,1.6085225556061309e-10,9.223600077883975e-07,4.625295300931358e-09,1.0505053446538053e-05,8.429359736898505e-12,0.0,0.46346350103187073,5.273192278218227e-06,7.956740263148719e-06,1.8902223387686773e-05,2.9046888996539776e-06,3.0309184588098134e-08,1.0207966830432814e-08,4.0312709161731725e-08,5.743871806911793e-13,3.7098594972041733e-10,1.922024608340847e-15,7.602824080109785e-12,1.5152820123931628e-10,2.6589174421727944e-14,2.8953911091491103e-07,5.29523714339925e-07,7.537193941487288e-12,4.873580850184844e-09,3.880734878521531e-14,1.5635248371584941e-12,7.812661801283883e-22,2.227692443242555e-26,2.890777990651239e-18,5.2770268060937715e-24,7.102999530171228e-29,4.993818977446018e-29,4.1918439567224616e-26,2.969408786063093e-26,1.264269472801876e-29,7.74489336348047e-15,8.771086556778996e-15
1.3141574754640346e-09,0.1307927742621346,0.46346346346346345,0.0,0.0,0.0,0.07304967942855359,4.585092344970945e-13,2.198179316293375e-05,2.894972649390966e-09,1.6537109013651917e-10,9.478066386852585e-07,4.823798208677745e-09,1.0739229316133689e-05,8.669173552450982e-12,0.0,0.4634635031015536,5.453520004204205e-06,8.015674166764683e-06,1.9244618510448733e-05,2.9067547239059374e-06,3.1000876355284735e-08,1.0447123065613307e-08,4.168680063863081e-08,5.939665262700767e-13,3.891743539782616e-10,2.0162565731619552e-15,7.812718919655862e-12,1.5894333801792161e-10,2.7892386582374296e-14,2.9116140102538443e-07,5.446961044143792e-07,7.753190325984393e-12,5.10998470778392e-09,3.944130459256592e-14,1.6506189935834e-12,8.744144664327544e-22,2.4932980615781974e-26,3.1048612421091025e-18,6.008760550450356e-24,8.088004622324442e-29,5.686320878657613e-29,4.8575684242124873e-26,3.441433133122749e-26,1.4689381201866356e-29,8.202022391748447e-15,9.026241743138206e-15
1.3372528437710456e-09,0.1307929098056954,0.46346346346346345,0.0,0.0,0.0,0.07304926675235665,4.918623360676524e-13,2.256541328658697e-05,3.0015788873004945e-09,1.6994387298694318e-10,9.7337434639082e-07,5.026743322412432e-09,1.097359314385341e-05,8.910996379884522e-12,0.0,0.4634635052442406,5.636516799302157e-06,8.073004273617764e-06,1.9585967094534693e-05,2.9086756933373245e-06,3.17039256736154e-08,1.0690265879824471e-08,4.309274902168716e-08,6.139998281199819e-13,4.0797762816567065e-10,2.113674117538529e-15,8.023613726879716e-12,1.6658954335120584e-10,2.9236265333916125e-14,2.927015025800339e-07,5.599764081940972e-07,7.97072464009975e-12,5.353017925546861e-09,4.0073198729034475e-14,1.7410623214536978e-12,9.767973749519572e-22,2.7852359589365967e-26,3.3308137058540043e-18,6.826631253883281e-24,9.188971931868085e-29,6.46034714371405e-29,5.614566869023929e-26,3.9782504151949683e-26,1.7022066391610204e-29,8.676956741498389e-15,9.284754190409788e-15
1.3603482120780566e-09,0.13079304592317784,0.46346346346346345,0.0,0.0,0.0,0.07304885399819802,5.270336776833939e-13,2.3153162515573834e-05,3.110136801633484e-09,1.7457117241396577e-10,9.99058736690398e-07,5.2341377338211115e-09,1.1208134352655573e-05,9.154797828659788e-12,0.0,0.46346350746106557,5.822165760574966e-06,8.128774185652852e-06,1.9926236517426916e-05,2.9104642874135847e-06,3.241843639388165e-08,1.0937373856756864e-08,4.453107469346326e-08,6.344945022813136e-13,4.2740991743029056e-10,2.2143505262304302e-15,8.235472187041488e-12,1.744704779215e-10,3.0621455429661835e-14,2.9416333992749533e-07,5.753616188590113e-07,8.18975410713697e-12,5.602723223154112e-09,4.070306746098433e-14,1.8349336648465985e-12,1.0891559015673423e-21,3.1056191047428756e-26,3.5690889278003104e-18,7.739064430087496e-24,1.0417245762976517e-28,7.323872808813605e-29,6.473460704452065e-26,4.5874119953089816e-26,1.9674662381158472e-29,9.170029853218765e-15,9.546608504027013e-15
1.3834435803850676e-09,0.13079318260617884,0.46346346346346345,0.0,0.0,0.0,0.07304844116495454,5.640917038873194e-13,2.3744983094692934e-05,3.220644087749545e-09,1.792535680265771e-10,1.0248556665102764e-06,5.445988400500963e-09,1.1442843320658035e-05,9.400548368721903e-12,0.0,0.46346350975315564,6.0104500840437375e-06,8.183026319410394e-06,2.0265395496936392e-05,2.91213193773791e-06,3.3144504575152356e-08,1.1188425366671729e-08,4.6002294852134824e-08,6.554579194589359e-13,4.474855940595243e-10,2.3183602607977206e-15,8.448260060157199e-12,1.8258982951704657e-10,3.204860639567746e-14,2.955506841075584e-07,5.908488128137412e-07,8.410237134341488e-12,5.859141965425879e-09,4.133094848596077e-14,1.9323128304372907e-12,1.2122775534801331e-21,3.456693099742839e-26,3.820150944292134e-18,8.755151874090113e-24,1.178506767019114e-28,8.285503642947163e-29,7.445897974011682e-26,5.277200619867024e-26,2.268441981647063e-29,9.681574323648578e-15,9.811789109368026e-15
1.4065389486920786e-09,0.13079331984656198,0.46346346346346345,0.0,0.0,0.0,0.07304802825151029,6.031064237566595e-13,2.4340818992067548e-05,3.3330983007684593e-09,1.8399164957305045e-10,1.0507612323701048e-06,5.6623021624493975e-09,1.1677711300692954e-05,9.648219296441958e-12,0.0,0.46346351212163095,6.201353060985621e-06,8.23580193825385e-06,2.060341405139912e-05,2.9136891168325695e-06,3.3882218822209755e-08,1.1443398608174657e-08,4.75069234873307e-08,6.768974046773696e-13,4.682192559801828e-10,2.4257789518268176e-15,8.661945085624085e-12,1.9095131330643503e-10,3.351837257944805e-14,2.968671554174887e-07,6.064351474126375e-07,8.632133280543334e-12,6.1223141999239765e-09,4.1956880802657355e-14,2.033280581161658e-12,1.3469985425498306e-21,3.8408424306964225e-26,4.08447440184199e-18,9.884692799730798e-24,1.3305631869996503e-28,9.354515097069331e-29,8.544633517059275e-26,6.056687692659282e-26,2.6092193235902875e-29,1.0211921948572437e-14,1.0080280284458926e-14
1.4296343169990896e-09,0.13079345763644373,0.46346346346346345,0.0,0.0,0.0,0.07304761525675657,6.44149428434792e-13,2.4940615805885327e-05,3.447496861493159e-09,1.8878601585764085e-10,1.0767717592386276e-06,5.883085757133704e-09,1.1912730346678777e-05,9.897782702507326e-12,0.0,0.46346351456760493,6.394858074391842e-06,8.287141183720987e-06,2.0940263460979954e-05,2.9151454193401413e-06,3.463166060843257e-08,1.1702271643590539e-08,4.904547136119225e-08,6.98820237011086e-13,4.896257252490103e-10,2.536683391110689e-15,8.87649689018357e-12,1.9955867209544596e-10,3.503141319543312e-14,2.981162263706653e-07,6.221178587471756e-07,8.855403224675697e-12,6.39227869352641e-09,4.258090459639612e-14,2.1379186289871914e-12,1.4942060534809726e-21,4.2605969385297423e-26,4.362544676080868e-18,1.1138236879412822e-23,1.4993143215669422e-28,1.0540893054797935e-28,9.783614015681094e-26,6.935794050806955e-26,2.994272282208638e-29,1.0761403766770401e-14,1.0352066176739826e-14
1.4758250536131114e-09,0.13079373483435888,0.46346346346346345,0.0,0.0,0.0,0.07304678901892131,7.326146709917085e-13,2.6151882228373e-05,3.682116071415383e-09,1.9854603735498516e-10,1.1290940750747963e-06,6.338088960419482e-09,1.2383193473101795e-05,1.0402479108038952e-11,0.0,0.46346351969646754,6.789608181478144e-06,8.385665691634998e-06,2.1610346053258997e-05,2.917789807340593e-06,3.616601884206361e-08,1.223162882743934e-08,5.2226351661767145e-08,7.441448285119059e-13,5.345174855916336e-10,2.769262440416658e-15,9.30808825960392e-12,2.1752612546645175e-10,3.8189979162366516e-14,3.004253389295775e-07,6.537617369689639e-07,9.305912642231031e-12,6.952733332181755e-09,4.3823392630284785e-14,2.3585371577691196e-12,1.8298985862358233e-21,5.217808519041696e-26,4.961921527502377e-18,1.406356269738412e-23,1.8931253360634383e-28,1.3309506653985185e-28,1.274461563159262e-25,9.037195341079857e-26,3.9172296729146286e-29,1.1919090625207007e-14,1.090545813443434e-14
1.517396716565731e-09,0.1307939861174143,0.46346346346346345,0.0,0.0,0.0,0.0730460451158139,8.199213292614725e-13,2.7255053032454343e-05,3.8998946034149826e-09,2.075287091369466e-10,1.1765105645579119e-06,6.762944623776739e-09,1.2807061358530147e-05,1.0862913390696362e-11,0.0,0.46346352458851786,7.153617303033273e-06,8.469806143019754e-06,2.2209158321693677e-05,2.919905528248636e-06,3.758773139784614e-08,1.2721165680632011e-08,5.5210205176436306e-08,7.866620846345673e-13,5.773743011118912e-10,2.9912987157844237e-15,9.699215751432713e-12,2.345758478221258e-10,4.118740142230004e-14,3.023049627327972e-07,6.825446455819328e-07,9.715696907560423e-12,7.480735957538706e-09,4.4935528228923667e-14,2.5704851121180973e-12,2.1847543470514967e-21,6.229665591359971e-26,5.5534679179693134e-18,1.724328438539272e-23,2.3211913676397004e-28,1.6318927468569979e-28,1.6056781670384984e-25,1.1388439310069143e-25,4.9532516243300294e-29,1.3029754816820591e-14,1.1414617722822124e-14
1.5589683795183506e-09,0.13079423906847806,0.46346346346346345,0.0,0.0,0.0,0.07304530093234467,9.149871476272161e-13,2.837027713201855e-05,4.123927157444397e-09,2.167033710631487e-10,1.2242193219980811e-06,7.202383975952489e-09,1.3231325184885434e-05,1.1329078529585082e-11,0.0,0.46346352974866584,7.52580244847116e-06,8.549868889262519e-06,2.2803789715604083e-05,2.9218107138399216e-06,3.904841358771756e-08,1.322299317744893e-08,5.831175170353627e-08,8.308564725667523e-13,6.226516082814327e-10,3.225875322112282e-15,1.0092756477548564e-11,2.5248170019418573e-10,4.4335511602186625e-14,3.040138302973094e-07,7.116002079178551e-07,1.0129368803509763e-11,8.031293529252336e-09,4.6042147873151946e-14,2.795638052996745e-12,2.596450243631921e-21,7.403602663057039e-26,6.197605303424686e-18,2.102812898854045e-23,2.830730213578451e-28,1.9901106033386885e-28,2.0104843739125037e-25,1.426280495961985e-25,6.223428226651446e-29,1.4207532287731442e-14,1.1934201518674768e-14
