Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18)
9.490647368126763e-10,0.13079069198554605,0.46346346346346345,0.0,0.0,0.0,0.07305619714842337,0.0,1.3810949633588313e-05,1.4733504775983691e-09,9.601989107783277e-11,2.7480950612600316e-07,2.281444678234823e-09,7.397744230143665e-06,5.2350977343029305e-12,0.0,0.4634634745214362,2.3299270796742043e-06,7.088852021976688e-06,1.381987356212233e-05,3.034336582966147e-06,2.0582680833305693e-08,3.071556596062891e-08
9.66594892513687e-10,0.13079078624064752,0.46346346346346345,0.0,0.0,0.0,0.07305588493030363,0.0,1.4213185913562839e-05,1.5307582834217809e-09,9.872313013256892e-11,2.81849924419612e-07,2.3871201134937464e-09,7.5824979995171855e-06,5.395045083012464e-12,0.0,0.4634634751722919,2.415330807678636e-06,7.16194807650745e-06,1.409175843348927e-05,3.0408061759715415e-06,2.0955330804941078e-08,3.153785493411827e-08
9.841250482146978e-10,0.13079088093337196,0.46346346346346345,0.0,0.0,0.0,0.07305557268455388,0.0,1.4618745179118316e-05,1.589307322240346e-09,1.014517140106238e-10,2.8891486226834313e-07,2.495421562450104e-09,7.767631008488507e-06,5.556552908325335e-12,0.0,0.46346347584840814,2.5022540729765676e-06,7.2336337457918365e-06,1.4363519108083294e-05,3.046891033605704e-06,2.1332006390353642e-08,3.23738124958264e-08
9.999999999999999e-10,0.1307909760570065,0.46346346346346345,0.0,0.0,0.0,0.07305528989691494,0.0,1.4988836177828924e-05,1.6433133525557009e-09,1.0394464864368069e-10,2.953333259655813e-07,2.595768193220247e-09,7.935591913600561e-06,5.704138557347201e-12,0.0,0.4634634764828881,2.58227939547593e-06,7.297356645808417e-06,1.4609490783748923e-05,3.0520891461818154e-06,2.1676705492204256e-08,3.314282437082611e-08
1.0016552039157086e-09,0.1307909760570065,0.46346346346346345,0.0,0.0,0.0,0.07305526041068257,0.0,1.502757677090531e-05,1.6489982226847821e-09,1.0420578245453629e-10,2.960036553624055e-07,2.606355300432724e-09,7.953120561863003e-06,5.719598526833777e-12,0.0,0.46346347655027237,2.590694823207783e-06,7.303936225718803e-06,1.4635129164190565e-05,3.0526147547954086e-06,2.171284624839945e-08,3.3223668524019415e-08
1.0191853596167193e-09,0.13079107160507683,0.46346346346346345,0.0,0.0,0.0,0.073054948108199,0.0,1.5439631798989064e-05,1.7098315216091966e-09,1.0698549039792472e-10,3.031156918079936e-07,2.7199273142156995e-09,8.138945356737703e-06,5.8841598603472545e-12,0.0,0.4634634772783716,2.680650907704842e-06,7.372882187767473e-06,1.4906562851595056e-05,3.057999502238953e-06,2.209798471441395e-08,3.4087652303870094e-08
1.03671551531773e-09,0.1307911675713341,0.46346346346346345,0.0,0.0,0.0,0.07305463577661325,0.0,1.585486305176826e-05,1.7718076665750821e-09,1.0979100693866126e-10,3.102504090589571e-07,2.83614332088563e-09,8.325085397768988e-06,6.050215411647754e-12,0.0,0.46346347803319266,2.772120078342372e-06,7.440497789119135e-06,1.5177795077719784e-05,3.0630660899326426e-06,2.2487551920327746e-08,3.4965992511316284e-08
1.0717758267197516e-09,0.13079136073447836,0.46346346346346345,0.0,0.0,0.0,0.07305401102418006,0.0,1.6694673279198923e-05,1.8991898527908394e-09,1.1548020744000537e-10,3.2458586581655364e-07,3.0765289352934513e-09,8.698237314240467e-06,6.38672594980848e-12,0.0,0.4634634796249432,2.9595882042665774e-06,7.5718400257982785e-06,1.571955798343596e-05,3.0723217741750434e-06,2.3280472747752175e-08,3.676665377065222e-08
1.1033301069815708e-09,0.13079153595305174,0.46346346346346345,0.0,0.0,0.0,0.07305344864256427,0.0,1.7460922982707806e-05,2.0177451002054114e-09,1.2069070684747443e-10,3.3756061386075807e-07,3.3019708787941623e-09,9.034975651226132e-06,6.694491106951686e-12,0.0,0.46346348115377733,3.133459759161463e-06,7.685750430523938e-06,1.6206216862583416e-05,3.0797477727597983e-06,2.4010471237049773e-08,3.8438628924870754e-08
1.13488438724339e-09,0.1307917124385185,0.46346346346346345,0.0,0.0,0.0,0.07305288615907968,0.0,1.823679756810481e-05,2.1400062990018775e-09,1.259880073136495e-10,3.5060206704561485e-07,3.536057706454309e-09,9.372476267231746e-06,7.006787450339401e-12,0.0,0.4634634827767315,3.312194405560943e-06,7.795734785013681e-06,1.6691861417064426e-05,3.0864131636471592e-06,2.4756662453907585e-08,4.016064574366836e-08
1.1664386675052092e-09,0.13079189016128645,0.46346346346346345,0.0,0.0,0.0,0.07305232357090277,0.0,1.9022072159097482e-05,2.2659731381679853e-09,1.3137349275846936e-10,3.637083861117973e-07,3.778815106951168e-09,9.710660399840306e-06,7.323507844851692e-12,0.0,0.4634634844966213,3.4957756528730435e-06,7.901928305088987e-06,1.717636735652829e-05,3.092400305532947e-06,2.5519667854909347e-08,4.19340137519523e-08
1.1979929477670284e-09,0.1307920690932497,0.46346346346346345,0.0,0.0,0.0,0.07305176087522088,0.0,1.9816533842942638e-05,2.395644548880375e-09,1.3684863278783697e-10,3.768780607642895e-07,4.030267091645244e-09,1.004945782556401e-05,7.64454970548938e-12,0.0,0.4634634863162543,3.6841860836664636e-06,8.004461549412272e-06,1.76596162793738e-05,3.0977827561219354e-06,2.6300073140878613e-08,4.3760034838445383e-08
1.2295472280288477e-09,0.1307922492078693,0.46346346346346345,0.0,0.0,0.0,0.07305119806923234,0.0,2.06199806540155e-05,2.5290187426961656e-09,1.4241497153839856e-10,3.901098760400344e-07,4.290436197688047e-09,1.038880594507434e-05,7.969814708618221e-12,0.0,0.4634634882384295,3.87740738127452e-06,8.103460580004101e-06,1.8141495453539596e-05,3.1026262165577805e-06,2.7098429974522182e-08,4.5640002979120924e-08
1.2611015082906669e-09,0.13079243047989456,0.46346346346346345,0.0,0.0,0.0,0.07305063515014731,0.0,2.1432220659574482e-05,2.6660932481463644e-09,1.480741177127767e-10,4.0340288219644796e-07,4.559343669025392e-09,1.0728648967258412e-05,8.299208528210924e-12,0.0,0.4634634902659365,4.0754203585832876e-06,8.19904711715468e-06,1.862189760511617e-05,3.106989373710026e-06,2.7915257606253874e-08,4.757520396905035e-08
1.292655788552486e-09,0.13079261288534105,0.46346346346346345,0.0,0.0,0.0,0.07305007211518799,0.0,2.2253071135644418e-05,2.8068649458245853e-09,1.5382773565724126e-10,4.167563677015151e-07,4.837009617957319e-09,1.1068937180207814e-05,8.632640594264332e-12,0.0,0.46346349240155443,4.278204987716869e-06,8.291338689039898e-06,1.9100720714345076e-05,3.110924652615481e-06,2.8751044415640197e-08,4.956691516293344e-08
1.3242100688143053e-09,0.1307927964013476,0.46346346346346345,0.0,0.0,0.0,0.07304950896158902,0.0,2.3082357826879923e-05,2.9513301019862348e-09,1.596775374124398e-10,4.30169835111296e-07,5.12345316861644e-09,1.1409626303024957e-05,8.9700238719984e-12,0.0,0.46346349464805253,4.485740430426138e-06,8.380448776085257e-06,1.9577867818943323e-05,3.1144788853979314e-06,2.9606249371160835e-08,5.161640522485446e-08
1.3557643490761245e-09,0.13079298100610307,0.46346346346346345,0.0,0.0,0.0,0.07304894568659788,0.0,2.3919914279030396e-05,3.0994844007416624e-09,1.6562527560098491e-10,4.43642979439646e-07,5.418692584871752e-09,1.1750676907231247e-05,9.31127465918391e-12,0.0,0.4634634970081881,4.6980050689036765e-06,8.466486950353207e-06,2.0053246824366856e-05,3.1176939082627167e-06,3.048130341514882e-08,5.3724933887574156e-08
1.3873186293379437e-09,0.13079316667875773,0.46346346346346345,0.0,0.0,0.0,0.07304838228747547,0.0,2.476558123568469e-05,3.251322974899189e-09,1.716727370555247e-10,4.571756687308758e-07,5.7227453844910675e-09,1.2092053899562138e-05,9.656312399664542e-12,0.0,0.4634634994847075,4.914976536814407e-06,8.549559010136936e-06,2.052677032075628e-05,3.1206070950600693e-06,3.1376610778801993e-08,5.589375172163986e-08
1.4188729095997629e-09,0.13079335339935336,0.46346346346346345,0.0,0.0,0.0,0.07304781876149634,0.0,2.561920609232944e-05,3.4068404355140532e-09,1.7782173710489984e-10,4.707679265933979e-07,6.03562844109504e-09,1.243372605928994e-05,1.0005059511444072e-11,0.0,0.46346350208034426,5.136631750377765e-06,8.629767109941624e-06,2.099835540631077e-05,3.1232518345091335e-06,3.229255023168972e-08,5.8124099914437725e-08
1.450427189861582e-09,0.13079354114875524,0.46346346346346345,0.0,0.0,0.0,0.07304725510594903,0.0,2.6480642402536738e-05,3.566030900186105e-09,1.8407411445844394e-10,4.844199165142479e-07,6.357358075042414e-09,1.2775665624970132e-05,1.0357441228125504e-11,0.0,0.46346350479781945,5.362946939380129e-06,8.707209885989692e-06,2.1467923516898432e-05,3.1256579563598195e-06,3.3229476269114066e-08,6.041721005926148e-08
1.4819814701234013e-09,0.13079372990859223,0.46346346346346345,0.0,0.0,0.0,0.0730466913181365,0.0,2.7349749431233626e-05,3.728888020152052e-09,1.9043172662948875e-10,4.981319277792238e-07,6.687950134355387e-09,1.311784792564963e-05,1.0713385452516311e-11,0.0,0.46346350763984084,5.593897678004936e-06,8.781982577395911e-06,2.1935400261698358e-05,3.1278521116221306e-06,3.418772024073136e-08,6.277430395442083e-08
1.5135357503852205e-09,0.13079391966120177,0.46346346346346345,0.0,0.0,0.0,0.07304612739537648,0.0,2.822639175012935e-05,3.895405006218922e-09,1.9689644584106003e-10,5.11904362827735e-07,7.0274200667654535e-09,1.3460251051701148e-05,1.107282262124037e-11,0.0,0.4634635106091027,5.829458915373747e-06,8.85417714316195e-06,2.2400715264664553e-05,3.129858111862529e-06,3.516759142382858e-08,6.519659341238392e-08
1.5450900306470397e-09,0.13079411038958066,0.46346346346346345,0.0,0.0,0.0,0.07304556333500178,0.0,2.9110438870696265e-05,4.065574653586077e-09,2.0347015536020184e-10,5.257377258826519e-07,7.3757829838889135e-09,1.380285556076914e-05,1.1435685579268268e-11,0.0,0.46346351370828504,6.069605005703476e-06,8.923882375142007e-06,2.2863802011598813e-05,3.131697232234377e-06,3.616937804455826e-08,6.768528007890206e-08
1.576644310908859e-09,0.13079430207734016,0.46346346346346345,0.0,0.0,0.0,0.07304499913436056,0.0,3.0001764910763885e-05,4.239389365600073e-09,2.1015474621526624e-10,5.396326127185285e-07,7.733053718394308e-09,1.4145644214970629e-05,1.1801909463430096e-11,0.0,0.46346351694005383,6.314309738003788e-06,8.991184007121249e-06,2.332459770263385e-05,3.1333884822295115e-06,3.7193348250103596e-08,7.024155526202197e-08
1.6081985911706781e-09,0.13079449470866486,0.46346346346346345,0.0,0.0,0.0,0.07304443479081667,0.0,3.0900248291374906e-05,4.4168411764839126e-09,2.169521142573926e-10,5.535897014520905e-07,8.099246874893751e-09,1.448860174607809e-05,1.2171431594110372e-11,0.0,0.4634635203070598,6.563546365255274e-06,9.056164820139678e-06,2.3783043109940543e-05,3.134948847533959e-06,3.8239751034442954e-08,7.286659977085505e-08
1.6397528714324973e-09,0.13079468826827587,0.46346346346346345,0.0,0.0,0.0,0.07304387030174996,0.0,3.180577146093474e-05,4.597921773080382e-09,2.2386415753199744e-10,5.676097442522016e-07,8.474376875205416e-09,1.4831714645791196e-05,1.2544191374412887e-11,0.0,0.4634635238119385,6.817287633019605e-06,9.118904744187965e-06,2.4239082440481785e-05,3.1363935059785304e-06,3.930881712018237e-08,7.556158376394895e-08
1.6713071516943165e-09,0.13079488274139706,0.46346346346346345,0.0,0.0,0.0,0.07304330566455638,0.0,3.271822064391809e-05,4.782622515648289e-09,2.3089277392878787e-10,5.816935598746033e-07,8.85845799858302e-09,1.517497097843411e-05,1.2920130196136084e-11,0.0,0.46346352745731045,7.075505807440052e-06,9.17948095639939e-06,2.4692663203638783e-05,3.137736020337009e-06,4.04007597988112e-08,7.832766660709006e-08
1.7028614319561357e-09,0.13079507811372362,0.46346346346346345,0.0,0.0,0.0,0.07304274087664857,0.0,3.363748561162306e-05,4.97093445774951e-09,2.3803985908142155e-10,5.958420269346523e-07,9.251504417457885e-09,1.5518360213641317e-05,1.3299191351951578e-11,0.0,0.4634635312457799,7.3381727025972715e-06,9.237967975859488e-06,2.5143736083539258e-05,3.1389885104908988e-06,4.1515775731620814e-08,8.1165996740349e-08
1.734415712217955e-09,0.13079527437139432,0.46346346346346345,0.0,0.0,0.0,0.07304217593545574,0.0,3.456345947273158e-05,5.162848365263491e-09,2.4530730449099626e-10,6.100560778406063e-07,9.653530229179836e-09,1.586187307686021e-05,1.3681319953240088e-11,0.0,0.46346353517993505,7.605259707193006e-06,9.29443775515071e-06,2.559225481592301e-05,3.140161807205284e-06,4.2654045713384466e-08,8.407771155416404e-08
1.7659699924797742e-09,0.13079547150096574,0.46346346346346345,0.0,0.0,0.0,0.07304161083842405,0.0,3.549603848170405e-05,5.358354734564181e-09,2.5269699585067866e-10,6.243366933193931e-07,1.006454948418382e-08,1.6205501415765436e-05,1.4066462853101168e-11,0.0,0.4634635392623479,7.876737810541458e-06,9.348959768744783e-06,2.603817606938687e-05,3.1412655894845256e-06,4.381573540074464e-08,8.706393727424612e-08
1.7975242727415934e-09,0.13079566948938848,0.46346346346346345,0.0,0.0,0.0,0.07304104558301688,0.0,3.643512186326085e-05,5.557443809892997e-09,2.602108115514005e-10,6.386848974746039e-07,1.0484576210959415e-08,1.6549238080901694e-05,1.4454568574105187e-11,0.0,0.46346354349557367,8.152577627854108e-06,9.40160109835087e-06,2.648145933085738e-05,3.1423085072472646e-06,4.50009960071224e-08,9.012578885507769e-08
1.8290785530034126e-09,0.13079586832398568,0.46346346346346345,0.0,0.0,0.0,0.073040480166715,0.0,3.738061165137818e-05,5.7601055999601734e-09,2.678506213505918e-10,6.531017533225515e-07,1.0913624438161935e-08,1.6893076819045068e-05,1.484558724039645e-11,0.0,0.4634635478821508,8.43274942480815e-06,9.452426515324107e-06,2.692206679514459e-05,3.1432982908811175e-06,4.620996496585617e-08,9.326436988177305e-08
1.8606328332652318e-09,0.13079606799243307,0.46346346346346345,0.0,0.0,0.0,0.0730399145870166,0.0,3.833241254137625e-05,5.966329893805747e-09,2.7561828518763024e-10,6.675883587574586e-07,1.1351708214170609e-08,1.7237012177920626e-05,1.5239470513791442e-11,0.0,0.46346355242460047,8.717223141392658e-06,9.501498560235762e-06,2.7359963258435117e-05,3.1442418490843856e-06,4.74427665631821e-08,9.648077248006267e-08
1.892187113527051e-09,0.1307962684827406,0.46346346346346345,0.0,0.0,0.0,0.07303934884143766,0.0,3.929043175382053e-05,6.176106275950272e-09,2.835156521313201e-10,6.821458429018241e-07,1.1798841624367827e-08,1.7581039421055894e-05,1.5636171533549348e-11,0.0,0.4634635571254266,9.00596841502996e-06,9.54887761970294e-06,2.779511601558707e-05,3.1451453562559386e-06,4.8699512542575904e-08,9.977607723416052e-08
1.92374139378887e-09,0.13079646978323584,0.46346346346346345,0.0,0.0,0.0,0.07303878292751206,0.0,4.025457890909426e-05,6.38942414086423e-09,2.915445594462699e-10,6.967753628027855e-07,1.2255038806383333e-08,1.792515445168436e-05,1.603564485952408e-11,0.0,0.4634635619871156,9.298954602973071e-06,9.594622000572264e-06,2.8227494761094516e-05,3.146014330554801e-06,4.998030268188425e-08,1.0315135311227122e-07
1.9552956740506894e-09,0.13079667188254832,0.46346346346346345,0.0,0.0,0.0,0.07303821684279173,0.0,4.122476591162344e-05,6.6062727067839595e-09,2.9970683176646093e-10,7.114781004395763e-07,1.2720313963520061e-08,1.8269353744734728e-05,1.6437846418435834e-11,0.0,0.4634635670121361,9.596150803982885e-06,9.638788001548756e-06,2.865707149359375e-05,3.1468537036257763e-06,5.128522534458818e-08,1.0660765739949311e-07
1.9868499543125086e-09,0.13079687476959506,0.46346346346346345,0.0,0.0,0.0,0.07303765058484663,0.0,4.220090684284124e-05,6.8266410289008405e-09,3.080042803655112e-10,7.262552600108499e-07,1.319468137655523e-08,1.8613634286045124e-05,1.684273345302525e-11,0.0,0.4634635722029391,9.897525879290989e-06,9.68142998235769e-06,2.9083820423788153e-05,3.147667882879999e-06,5.2614358006463416e-08,1.101460356378733e-07
2.018404234574328e-09,0.13079707843356753,0.46346346346346345,0.0,0.0,0.0,0.07303708415126514,0.0,4.318291786207022e-05,7.050518011949441e-09,3.164387025141898e-10,7.411080654738307e-07,1.3678155414090047e-08,1.8957993518031715e-05,1.7250264473874518e-11,0.0,0.4634635775619574,1.0203048472856045e-05,9.722600430524471e-06,2.9507717885672654e-05,3.148460807126433e-06,5.396776775883204e-08,1.1376752157337333e-07
2.049958514836147e-09,0.13079728286391892,0.46346346346346345,0.0,0.0,0.0,0.073036517539654,0.0,4.417071711458362e-05,7.2778924222194e-09,3.2501188091667194e-10,7.560377583101136e-07,1.4170750541603466e-08,1.930242929112172e-05,1.7660399213699796e-11,0.0,0.4634635830916056,1.0512687030923074e-05,9.762350025854545e-06,2.9928742250942823e-05,3.1492359962667633e-06,5.534551178953414e-08,1.1747313710950452e-07
2.1130670753597854e-09,0.1307976939828178,0.46346346346346345,0.0,0.0,0.0,0.07303538377286221,0.0,4.6163362338384975e-05,7.743087964261647e-09,3.425815617291625e-10,7.861328481099427e-07,1.518336245666334e-08,1.9991523657847508e-05,1.848832463876823e-11,0.0,0.463463594672359,1.114418494784868e-05,9.83778070467023e-06,3.076209488221301e-05,3.1507454042167444e-06,5.817418460775987e-08,1.2514078516757087e-07
2.1698647798310603e-09,0.13079806651001608,0.46346346346346345,0.0,0.0,0.0,0.07303436275025915,0.0,4.797575539843199e-05,8.17361001557047e-09,3.5888639063325617e-10,8.134941292270523e-07,1.6126054666465027e-08,2.0611955710014254e-05,1.9241981812412885e-11,0.0,0.4634636057024393,1.172628972864427e-05,9.901282560752952e-06,3.1502108153315945e-05,3.1520714214901566e-06,6.08036001297228e-08,1.3233939964796284e-07
2.2266624843023352e-09,0.13079844136707997,0.46346346346346345,0.0,0.0,0.0,0.07303334111447084,0.0,4.980571166304983e-05,8.615283852973266e-09,3.756678029783234e-10,8.411244376797074e-07,1.7098529334998584e-08,2.1232616840230207e-05,2.0003500285072224e-11,0.0,0.4634636173220712,1.232123239767186e-05,9.960892760543836e-06,3.22325609492111e-05,3.1533797954199075e-06,6.351234196240316e-08,1.398259418398419e-07
2.28346018877361e-09,0.13079881850071018,0.46346346346346345,0.0,0.0,0.0,0.07303231885221652,0.0,5.165281555801887e-05,9.06804034772148e-09,3.929356173504115e-10,8.690314184271723e-07,1.8100875154249455e-08,2.1853504497668764e-05,2.0772684148139306e-11,0.0,0.46346362954466636,1.2928824117912642e-05,1.001684922802199e-05,3.2953390604557184e-05,3.1546807756880985e-06,6.630044164680071e-08,1.4760593940660027e-07
2.340257893244885e-09,0.1307991978594823,0.46346346346346345,0.0,0.0,0.0,0.07303129595041417,0.0,5.3516666889016903e-05,9.531809700557857e-09,4.106994745633796e-10,8.97222779642468e-07,1.913318223557068e-08,2.2474617965113063e-05,2.1549347363355214e-11,0.0,0.4634636423834386,1.3548875308783684e-05,1.006937533847176e-05,3.3664550006852645e-05,3.155982712859132e-06,6.916785847574027e-08,1.556847940569164e-07
2.39705559771616e-09,0.13079957939397743,0.46346346346346345,0.0,0.0,0.0,0.07303027239618136,0.0,5.539687988212358e-05,1.0006521589461631e-08,4.2896883526121454e-10,9.257062740752224e-07,2.019554215184754e-08,2.309595801648549e-05,2.2333313196618474e-11,0.0,0.46346365585140276,1.4181195908937664e-05,1.0118680809289398e-05,3.4366006431746265e-05,3.1572924059428516e-06,7.21144856016085e-08,1.6406778160438592e-07
2.453853302187435e-09,0.13079996305648603,0.46346346346346345,0.0,0.0,0.0,0.07302924817683523,0.0,5.7293082320860816e-05,1.049210530460498e-08,4.477529785049833e-10,9.544896831524035e-07,2.1288047965842775e-08,2.371752663659468e-05,2.3124413694241232e-11,0.0,0.46346366996137467,1.4825595620096626e-05,1.0164962535625763e-05,3.505774045435602e-05,3.158615386173133e-06,7.514015567426385e-08,1.7276005217953999e-07
2.5106510066587098e-09,0.13080034880100697,0.46346346346346345,0.0,0.0,0.0,0.07302822327989288,0.0,5.920491476612527e-05,1.0988489871720724e-08,4.670610011582004e-10,9.835808033826263e-07,2.2410794247244734e-08,2.4339326792137742e-05,2.392248919695863e-11,0.0,0.4634636847259705,1.548188413330084e-05,1.0208405375283625e-05,3.573974493044247e-05,3.1599561482884096e-06,7.824464605407785e-08,1.8176663057982362e-07
2.5674487111299847e-09,0.1308007365831043,0.46346346346346345,0.0,0.0,0.0,0.07302719769307103,0.0,6.113202985125674e-05,1.1495604164375035e-08,4.869018179920919e-10,1.0129874348042415e-06,2.3563877079972168e-08,2.496136224713321e-05,2.472738788936759e-11,0.0,0.46346370015760663,1.6149871338005425e-05,1.0249182884460972e-05,3.641202404518681e-05,3.1613183363508065e-06,8.142768361973528e-08,1.9109241675120965e-07
2.6242464156012596e-09,0.13080112635984073,0.46346346346346345,0.0,0.0,0.0,0.07302617140428579,0.0,6.30740916388876e-05,1.2013377006255637e-08,5.072841623447788e-10,1.0427173710492541e-06,2.474739406222327e-08,2.5583637411903626e-05,2.553896538028741e-11,0.0,0.4634637162685003,1.6829367515282673e-05,1.0287458008426215e-05,3.707459242387606e-05,3.1627048953099657e-06,8.468894921288353e-08,2.0074218638792936e-07
2.6810441200725345e-09,0.13080151808969154,0.46346346346346345,0.0,0.0,0.0,0.07302514440165199,0.0,6.503077503051168e-05,1.2541737264287618e-08,5.282165872353374e-10,1.0727783907336403e-06,2.5961444300929974e-08,2.6206157218328955e-05,2.6357084310910768e-11,0.0,0.4634637330706693,1.7520183516073057e-05,1.0323383730086797e-05,3.7727474300357005e-05,3.164118195804416e-06,8.802808175022939e-08,2.1072059164003117e-07
2.7378418245438094e-09,0.13080191173247688,0.46346346346346345,0.0,0.0,0.0,0.07302411667348264,0.0,6.70017652222818e-05,1.3080613933316404e-08,5.497074668524884e-10,1.1031782499733885e-06,2.7206128401736606e-08,2.682892701653448e-05,2.7181613988273908e-11,0.0,0.4634637505759332,1.822213092541845e-05,1.0357103679190315e-05,3.837070273943483e-05,3.1655601371708118e-06,9.144468202993804e-08,2.2103216191922363e-07
2.7946395290150843e-09,0.13080230724929362,0.46346346346346345,0.0,0.0,0.0,0.07302308820828789,0.0,6.898675720278727e-05,1.3629936212931296e-08,5.717649983696968e-10,1.133924675898063e-06,2.848154845519279e-08,2.745195249004793e-05,2.8012430042301554e-11,0.0,0.46346376879591344,1.8935022213435993e-05,1.0388752704290033e-05,3.900431891023641e-05,3.1670322317031373e-06,9.493831625279101e-08,2.3168130479531932e-07
2.851437233486359e-09,0.13080270460245413,0.46346346346346345,0.0,0.0,0.0,0.07302205899477407,0.0,7.098545528855321e-05,1.4189633577003528e-08,5.943972040358074e-10,1.1650253610341361e-06,2.9787808019847696e-08,2.807523958647387e-05,2.8849414104668084e-11,0.0,0.4634637877420351,1.9658670873801218e-05,1.0418457409638572e-05,3.962837140751699e-05,3.168535673190453e-06,9.850851927851943e-08,2.426723069756191e-07
2.908234937957634e-09,0.13080310375542886,0.46346346346346345,0.0,0.0,0.0,0.07302102902184253,0.0,7.299757269295559e-05,1.4759635836504557e-08,6.176119334922064e-10,1.1964879584288823e-06,3.1125012102940205e-08,2.869879446068319e-05,2.9692453507706914e-11,0.0,0.463463807425527,2.0392891550502787e-05,1.0446336659167437e-05,4.024291561789901e-05,3.1700713928137004e-06,1.0215479763751206e-07,2.540093353596795e-07
2.965032642428909e-09,0.13080350467279334,0.46346346346346345,0.0,0.0,0.0,0.07301999827858834,0.0,7.502283112465796e-05,1.5339873196151188e-08,6.414168662709636e-10,1.2283200773998864e-06,3.2493267139292266e-08,2.9322623427900695e-05,3.054144100170966e-11,0.0,0.46346382785742346,2.1137500153623766e-05,1.0472502049662423e-05,4.084801312810013e-05,3.1716401050847e-06,1.0587663231726465e-07,2.6569643816212523e-07
3.021830346900184e-09,0.130803907320179,0.46346346346346345,0.0,0.0,0.0,0.07301896675429888,0.0,7.706096041253383e-05,1.5930276305369085e-08,6.658195144388449e-10,1.2605292798236606e-06,3.389268096884283e-08,2.9946732924819317e-05,3.139627448921848e-11,0.0,0.4634638490485655,2.1892313964853776e-05,1.0497058355056579e-05,4.1443731172471076e-05,3.1732423457418553e-06,1.0967348134074411e-07,2.77737546096806e-07
3.0786280513714588e-09,0.1308043116642266,0.46346346346346345,0.0,0.0,0.0,0.07301793443845231,0.0,7.911169815471028e-05,1.653077630401486e-08,6.9082722536015e-10,1.293123076898791e-06,3.532336281313068e-08,3.057112947743436e-05,3.225685677512997e-11,0.0,0.46346387100960257,2.2657151733384632e-05,1.0520103943586522e-05,4.203014211741033e-05,3.1748785029348898e-06,1.1354478215185463e-07,2.901364736162036e-07
3.1354257558427337e-09,0.1308047176725431,0.46346346346346345,0.0,0.0,0.0,0.07301690132071606,0.0,8.117478938967673e-05,1.7141304863260913e-08,7.164471845558878e-10,1.326108926328833e-06,3.67854232509783e-08,3.119581967452756e-05,3.312309533154373e-11,0.0,0.46346389375099306,2.343183376280076e-05,1.0541731169436018e-05,4.2607322980392784e-05,3.1765488427881145e-06,1.174899538218823e-07,3.0289692020045065e-07
3.1922234603140086e-09,0.13080512531366062,0.46346346346346345,0.0,0.0,0.0,0.07301586739094507,0.0,8.324998628751725e-05,1.776179422202436e-08,7.426864186384437e-10,1.3594942298735743e-06,3.8278974193611337e-08,3.1820810145801346e-05,3.399490207634036e-11,0.0,0.46346391728300734,2.4216181989547574e-05,1.0562026740417138e-05,4.3175354981453655e-05,3.1782535303596484e-06,1.2150839909000818e-07,3.1602247169062367e-07
3.2490211647852835e-09,0.13080553455699825,0.46346346346346345,0.0,0.0,0.0,0.07301483263917995,0.0,8.533704785948067e-05,1.8392177219298918e-08,7.695517983026535e-10,1.3932863312221538e-06,3.980412885942185e-08,3.244610754377549e-05,3.487219316453668e-11,0.0,0.46346394161572846,2.5010020053534225e-05,1.0581072063165745e-05,4.373432312507245e-05,3.1799926468991562e-06,1.255995062501891e-07,3.2951660166127365e-07
3.3058188692565584e-09,0.13080594537282653,0.46346346346346345,0.0,0.0,0.0,0.07301379705564535,0.0,8.74357396843415e-05,1.9032387322722427e-08,7.970500413568631e-10,1.427492514149098e-06,4.136100174853997e-08,3.307171852874405e-05,3.575488879155204e-11,0.0,0.46346396675905405,2.5813173361397244e-05,1.0598943567238131e-05,4.4284315810527535e-05,3.1817662041161227e-06,1.2976265089575486e-07,3.433826728274938e-07
3.3626165737278333e-09,0.13080635773223262,0.46346346346346345,0.0,0.0,0.0,0.07301276063074785,0.0,8.954583365024004e-05,1.9682358653685417e-08,8.251877157805501e-10,1.4621200009217466e-06,4.294970861733725e-08,3.3697649756268794e-05,3.664291300760781e-11,0.0,0.46346399272269884,2.6625469142917992e-05,1.0615713009400134e-05,4.482542446892609e-05,3.183574155986977e-06,1.3399719753208048e-07,3.576239384821797e-07
3.419414278199108e-09,0.13080677160708898,0.46346346346346345,0.0,0.0,0.0,0.07301172335507415,0.0,9.166710771085418e-05,2.034202600926136e-08,8.539712427973737e-10,1.4971759509324613e-06,4.457036645295838e-08,3.432390786679685e-05,3.7536193542550704e-11,0.0,0.46346401951619554,2.7446736501056744e-05,1.0631447759314019e-05,4.5357743225234835e-05,3.185416408515177e-06,1.3830250106684269e-07,3.7224354395946364e-07
