Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18)
5.978807291819349e-11,0.1307867963036476,0.46346346346346345,0.0,0.0,0.0,0.07307201075924726,0.0,9.557704114484994e-08,5.082634680541621e-12,7.714808933290205e-13,2.353825934951121e-09,1.0570730224317773e-12,6.505378633166396e-08,3.2356604580376573e-14,0.0,0.46346346346318074,1.2734820272134176e-08,6.991790615484235e-07,7.390687906378591e-07,6.052404682283413e-07,1.8416854696267488e-09,1.4957823679325094e-09
7.060915668424948e-11,0.13078682633985364,0.46346346346346345,0.0,0.0,0.0,0.07307181848962609,0.0,1.3207959810278112e-07,7.1078373257455084e-12,1.0629903274694497e-12,3.2432622589390796e-09,1.724955535268956e-12,8.961082922117049e-08,4.4802923320465945e-14,0.0,0.4634634634637706,1.7015530862203368e-08,8.20835013840469e-07,8.761861373849572e-07,7.015748321389239e-07,2.1565140597255e-09,1.767630702309614e-09
8.034813207369987e-11,0.13078685400035717,0.46346346346346345,0.0,0.0,0.0,0.07307164544649619,0.0,1.6962299385608583e-07,9.225606513911756e-12,1.361559155513326e-12,4.154179039265938e-09,2.520476723181079e-12,1.147507572836831e-07,5.76400502818325e-14,0.0,0.46346346346467976,2.1382376960422607e-08,9.29081884400563e-07,1.0004252325727667e-06,7.851361556669437e-07,2.435378449699975e-09,2.012720746179614e-09
9.008710746315026e-11,0.1307868822404691,0.46346346346346345,0.0,0.0,0.0,0.07307147240282101,0.0,2.1149752893197202e-07,1.1624792699010999e-11,1.6932590253479329e-12,5.166079873210701e-09,3.523083473022304e-12,1.4266687494567015e-07,7.19959624653067e-14,0.0,0.4634634634660229,2.623527278838999e-08,1.0361638576528e-06,1.125438260621049e-06,8.658290532020601e-07,2.710122631093889e-09,2.2582613559246977e-09
9.982608285260065e-11,0.13078691104595977,0.46346346346346345,0.0,0.0,0.0,0.07307129935850526,0.0,2.575977647715694e-07,1.4307157684920062e-11,2.0570019152066122e-12,6.275589191807419e-09,4.754072645235993e-12,1.7326385610105038e-07,8.784202811617314e-14,0.0,0.4634634634678734,3.157323645100091e-08,1.1420934666293172e-06,1.2512102874201217e-06,9.437520705526167e-07,2.9808650654212853e-09,2.5042971431106998e-09
9.999999999999999e-11,0.13078694040305078,0.46346346346346345,0.0,0.0,0.0,0.07307129626829968,0.0,2.58458791624292e-07,1.4357643212340881e-11,2.0637823383009835e-12,6.2962696456950656e-09,4.77825788807854e-12,1.7383404953094006e-07,8.813837654049748e-14,0.0,0.46346346346791156,3.167296378560384e-08,1.1439747444138684e-06,1.2534631128362394e-06,9.451190209686033e-07,2.9856642872851805e-09,2.5086955851363904e-09
1.0956505824205104e-10,0.13078694040305078,0.46346346346346345,0.0,0.0,0.0,0.0730711263134542,0.0,3.078216255966588e-07,1.727443182395847e-11,2.4517406523106598e-12,7.479447030668903e-09,6.234011468558045e-12,2.064496497733112e-07,1.0515042027453927e-13,0.0,0.4634634634703051,3.7395352951462387e-08,1.2468831095189548e-06,1.3777265601997121e-06,1.0190003674004692e-06,3.247721991306005e-09,2.750872533420021e-09
1.1930403363150144e-10,0.13078697029840633,0.46346346346346345,0.0,0.0,0.0,0.07307095326757343,0.0,3.620702848997662e-07,2.05283144630436e-11,2.8764674638472667e-12,8.774505084446948e-09,7.982762737774238e-12,2.421353674675346e-07,1.2389409086423554e-13,0.0,0.4634634634733916,4.37007708504136e-08,1.3505450511192731e-06,1.5049725055116637e-06,1.091665833797172e-06,3.5108074730990883e-09,2.9980317759830446e-09
1.2904300902095184e-10,0.1307870007191137,0.46346346346346345,0.0,0.0,0.0,0.07307078022076907,0.0,4.2024805588798943e-07,2.4070474379750877e-11,3.3302125806772064e-12,1.0157722898990274e-08,1.0019509127542692e-11,2.802351744670408e-07,1.4404674566755346e-13,0.0,0.4634634634772074,5.0488699055385105e-08,1.4530914242719422e-06,1.6329337272359052e-06,1.1618372025803413e-06,3.770233448184475e-09,3.2458189522691363e-09
1.3878198441040224e-10,0.13078703165267117,0.46346346346346345,0.0,0.0,0.0,0.07307060717294753,0.0,4.822622856595554e-07,2.790255020915637e-11,3.812042890703542e-12,1.1626164193508563e-08,1.2362776671775509e-11,3.2066618485424575e-07,1.655828201365898e-13,0.0,0.4634634634818267,5.775840373330668e-08,1.5545342312825097e-06,1.7615960046082983e-06,1.229600157938151e-06,4.0261097730448004e-09,3.4942779845629993e-09
1.4852095979985265e-10,0.13078706308697355,0.46346346346346345,0.0,0.0,0.0,0.07307043412401562,0.0,5.480232530762183e-07,3.202615086165732e-11,4.3210606413604735e-12,1.3176993311458037e-08,1.5030457416898018e-11,3.633483602188134e-07,1.884774560331731e-13,0.0,0.4634634634873243,6.550920534475356e-08,1.654885345324504e-06,1.8909452902704565e-06,1.295037440160152e-06,4.278544268095897e-09,3.743452644031584e-09
1.5825993518930305e-10,0.13078709501029886,0.46346346346346345,0.0,0.0,0.0,0.07307026107388052,0.0,6.174440701209454e-07,3.644285593251473e-11,4.856402188329224e-12,1.4807471792818284e-08,1.803983129614142e-11,4.08204411843002e-07,2.1270647885047715e-13,0.0,0.4634634634937752,7.374047579293001e-08,1.7541565118286635e-06,2.020967708340413e-06,1.3582289467917212e-06,4.527642761356843e-09,3.993386558406257e-09
1.6799891057875345e-10,0.1307871274112955,0.46346346346346345,0.0,0.0,0.0,0.07307008802244969,0.0,6.904405866133079e-07,4.115421610352231e-11,5.417236788703117e-12,1.651495506331386e-08,2.1407587253525084e-11,4.551597062366267e-07,2.38246375988117e-13,0.0,0.46346346350125456,8.245163568299568e-08,1.852359349857372e-06,2.151649552504058e-06,1.4192518303240946e-06,4.773509130991711e-09,4.244123219295982e-09
1.7773788596820386e-10,0.13078716027896967,0.46346346346346345,0.0,0.0,0.0,0.07306991496963097,0.0,7.669312981614495e-07,4.616175353718361e-11,6.002765436906798e-12,1.8296889236359445e-08,2.514984364473782e-11,5.041421739005162e-07,2.650742756539483e-13,0.0,0.46346346350983786,9.1642151687564e-08,1.9495053534643655e-06,2.2829772841272186e-06,1.478180592545265e-06,5.016245346757402e-09,4.4957059891464796e-09
1.8747686135765426e-10,0.13078719360267357,0.46346346346346345,0.0,0.0,0.0,0.07306974191533248,0.0,8.468372572603202e-07,5.146696226367316e-11,6.612219742102418e-12,2.0150808024580768e-08,2.928216793521339e-11,5.55082221228132e-07,2.931679264726227e-13,0.0,0.463463463519601,1.0131153401524576e-07,2.045605893039718e-06,2.414937530388361e-06,1.53508717564518e-06,5.255951510382658e-09,4.748178107856644e-09
1.9721583674710466e-10,0.13078722737209356,0.46346346346346345,0.0,0.0,0.0,0.07306956885946263,0.0,9.300819874334822e-07,5.707130856089753e-11,7.244860845659208e-12,2.2074329757334106e-08,3.381959571843802e-11,6.079126454427419e-07,3.225056777781123e-13,0.0,0.46346346353061973,1.1145933397874376e-07,2.1406722166403024e-06,2.547517082431677e-06,1.5900410501813689e-06,5.492725894908536e-09,5.001582699064841e-09
2.0695481213655507e-10,0.1307872615772391,0.46346346346346345,0.0,0.0,0.0,0.07306939580193011,0.0,1.0165914003113065e-06,6.297623132797017e-11,7.899978377209678e-12,2.406515450049093e-08,3.877664907852207e-11,6.625685524630773e-07,3.5306646056639303e-13,0.0,0.46346346354297036,1.2208514165886228e-07,2.234715451305924e-06,2.6807028935402294e-06,1.643109300015737e-06,5.726664983022323e-09,5.25596277611801e-09
2.1669378752600547e-10,0.13078729620843174,0.46346346346346345,0.0,0.0,0.0,0.07306922274264385,0.0,1.106293715538053e-06,6.918314245240125e-11,8.576889447812828e-12,2.6121061274742342e-08,4.4167354321144425e-11,7.189872775900573e-07,3.848297690844007e-13,0.0,0.4634634635567294,1.3318858366077658e-07,2.327746604361334e-06,2.8144820773289148e-06,1.6943567043336436e-06,5.957863504416776e-09,5.511361247736685e-09
2.2643276291545587e-10,0.13078733125629483,0.46346346346346345,0.0,0.0,0.0,0.07306904968151302,0.0,1.1991193834091754e-06,7.569342717126332e-11,9.274937678866039e-12,2.8239905368985885e-08,5.000525909499874e-11,7.77108308915977e-07,4.1777564303335097e-13,0.0,0.4634634635719737,1.4476932095919476e-07,2.419776564704246e-06,2.9488419059570302e-06,1.7438458168472325e-06,6.186414472203682e-09,5.767820923387905e-09
2.3617173830490625e-10,0.13078736671174318,0.46346346346346345,0.0,0.0,0.0,0.07306887661844705,0.0,1.2950010101471361e-06,8.250844442656604e-11,9.993492265504498e-12,3.0419615745599194e-08,5.630344892431085e-11,8.368732133645015e-07,4.5188465036604564e-13,0.0,0.4634634635887799,1.568270468292812e-07,2.5108161040795056e-06,3.0837698083602725e-06,1.7916370422778349e-06,6.412409218408592e-09,6.025384518377249e-09
2.4591071369435663e-10,0.1307874025659736,0.46346346346346345,0.0,0.0,0.0,0.07306870355335564,0.0,1.3938732857275057e-06,8.962952721505677e-11,1.073194707327873e-11,3.265819253452651e-08,6.307456317220883e-11,8.982255652733017e-07,4.871378706585499e-13,0.0,0.4634634636072254,1.693614848603349e-07,2.600875878339526e-06,3.2192533685019666e-06,1.8377887102086288e-06,6.6359374285728405e-09,6.284094658670706e-09
2.55649689083807e-10,0.13078743881045518,0.46346346346346345,0.0,0.0,0.0,0.0730685304861486,0.0,1.4956729141681483e-06,9.705798293265471e-11,1.1489719766918849e-11,3.49537046131404e-08,7.033081045449013e-11,9.611108774322017e-07,5.235168790368296e-13,0.0,0.46346346362738744,1.823723870492586e-07,2.6899664286911576e-06,3.355280323643314e-06,1.8823571463976658e-06,6.857087175488793e-09,6.543993885456952e-09
2.653886644732574e-10,0.1307874754369204,0.46346346346346345,0.0,0.0,0.0,0.07306835741673601,0.0,1.6003385461960905e-06,1.0479509371371561e-10,1.2266250970021306e-11,3.730428726890315e-08,7.808398352292493e-11,1.0254765344915196e-06,5.610037306393384e-13,0.0,0.46346346364934365,1.9585953197091713e-07,2.7780981829291516e-06,3.491838562632442e-06,1.92539674163953e-06,7.075944952093885e-09,6.805124659460351e-09
2.7512763986270776e-10,0.13078751243735623,0.46346346346346345,0.0,0.0,0.0,0.07306818434502814,0.0,1.707810714209811e-06,1.128421167653085e-10,1.3061003454538582e-11,3.970813994196185e-08,8.634547363653004e-11,1.0912717286583938e-06,5.995809455972239e-13,0.0,0.46346346367317204,2.0982272302258908e-07,2.8652814566563573e-06,3.6289161242120388e-06,1.96696001826064e-06,7.292595703548013e-09,7.067529365014645e-09
2.8486661525215814e-10,0.13078754980399543,0.46346346346346345,0.0,0.0,0.0,0.07306801127093539,0.0,1.8180317694582888e-06,1.2120028469667122e-10,1.3873461359003064e-11,4.2163524044936554e-08,9.512628443843979e-11,1.1584473976025035e-06,6.39231494514632e-13,0.0,0.4634634636989505,2.242617867398375e-07,2.951526454490783e-06,3.7665011953453993e-06,2.007097694329489e-06,7.507122858517825e-09,7.331250313906794e-09
2.946055906416085e-10,0.13078758752930872,0.46346346346346345,0.0,0.0,0.0,0.07306783819436843,0.0,1.9309458213611944e-06,1.2987080584399893e-10,1.4703129434460094e-11,4.466876085726704e-08,1.0443704535531084e-10,1.2269561644956416e-06,6.799387844322504e-13,0.0,0.4634634637267572,2.3917657118123297e-07,3.0368432712596794e-06,3.90458210956066e-06,2.045858745659964e-06,7.719608359690625e-09,7.596329749000116e-09
3.043445660310589e-10,0.13078762560599666,0.46346346346346345,0.0,0.0,0.0,0.07306766511523802,0.0,2.0464986788970535e-06,1.3885486459071034e-10,1.5549532317120182e-11,4.722222949156875e-08,1.1428802453565523e-10,1.296752280112014e-06,7.216866452577654e-13,0.0,0.46346346375667063,2.545669443794447e-07,3.1212418931807713e-06,4.04314734531305e-06,2.083290465683362e-06,7.930132693539931e-09,7.862809847645497e-09
3.1408354142050927e-10,0.13078766402698186,0.46346346346346345,0.0,0.0,0.0,0.07306749203345508,0.0,2.1646377939884e-06,1.4815362168332679e-10,1.641221382677246e-11,4.9822364929525034e-08,1.2468914134299375e-10,1.3677915669183734e-06,7.644593166474014e-13,0.0,0.46346346378876957,2.704327928562939e-07,3.204732199030774e-06,4.182185524364958e-06,2.1194385232624473e-06,8.138774919364198e-09,8.130732724889224e-09
3.2382251680995965e-10,0.1307877027854019,0.46346346346346345,0.0,0.0,0.0,0.0730673189489307,0.0,2.2853122068153183e-06,1.5776821454309097e-10,1.7290736290034882e-11,5.246765612492557e-08,1.356499784191941e-10,1.4400313650854372e-06,8.082414353232185e-13,0.0,0.4634634638231328,2.867740201994443e-07,3.287323961301352e-06,4.321685410183595e-06,2.1543470185184358e-06,8.345612697619453e-09,8.400140436485614e-09
3.3356149219941e-10,0.13078774187460188,0.46346346346346345,0.0,0.0,0.0,0.07306714586157614,0.0,2.408472492991209e-06,1.6769975757344248e-10,1.818467988755156e-11,5.515664417154574e-08,1.471797933328065e-10,1.5134304803545005e-06,8.530180228113985e-13,0.0,0.46346346385983944,3.0359054569848867e-07,3.3690268473426226e-06,4.461635906356113e-06,2.188058536739275e-06,8.55072231756604e-09,8.67107498172242e-09
3.5303944297831083e-10,0.13078782101971984,0.46346346346346345,0.0,0.0,0.0,0.07306679967802196,0.0,2.6620603649397904e-06,1.8851803847741138e-10,2.0017236777967162e-11,6.066012548830775e-08,1.7198182770999534e-10,1.6635489170253423e-06,9.454965445968908e-13,0.0,0.46346346394059973,3.3864923918536286e-07,3.5298041411744995e-06,4.742845035365065e-06,2.2520537151262205e-06,8.956055543207126e-09,9.217692303206757e-09
3.7056959867932154e-10,0.1307878933188435,0.46346346346346345,0.0,0.0,0.0,0.07306648810225604,0.0,2.89832498235282e-06,2.0834917993591514e-10,2.171541040759857e-11,6.574907246131024e-08,1.963361682505348e-10,1.8022353785957688e-06,1.0319855016350004e-12,0.0,0.46346346402209504,3.718270498326956e-07,3.6715586187918074e-06,4.9973658334917524e-06,2.3059537155985312e-06,9.315683343954032e-09,9.715289934082673e-09
3.8809975438033225e-10,0.1307879665949733,0.46346346346346345,0.0,0.0,0.0,0.07306617651594544,0.0,3.141940146714605e-06,2.2922355077433213e-10,2.3457771268171536e-11,7.09591106736999e-08,2.2266426159467703e-10,1.944099218274689e-06,1.1214799679590679e-12,0.0,0.4634634641124207,4.0654415659224695e-07,3.810578796803404e-06,5.253180278087967e-06,2.3565738764410858e-06,9.670838475365623e-09,1.0218485359758416e-08
4.0562991008134296e-10,0.13078804081596995,0.46346346346346345,0.0,0.0,0.0,0.07306586491857674,0.0,3.392666799232457e-06,2.5114685700624955e-10,2.5242438549522318e-11,7.628339746247249e-08,2.510097391796271e-10,2.088946937788753e-06,1.2139050289429765e-12,0.0,0.4634634642120438,4.4280049667062237e-07,3.9469173997292915e-06,5.510228518706387e-06,2.404114239681798e-06,1.0021919685525292e-08,1.072752178859412e-08
4.2316006578235367e-10,0.1307881159513398,0.46346346346346345,0.0,0.0,0.0,0.07306555330963767,0.0,3.650278365383336e-06,2.7412458621371744e-10,2.706767421106486e-11,8.171551154411482e-08,2.8141362001800473e-10,2.23659684248425e-06,1.3091889625784259e-12,0.0,0.46346346432143387,4.805960816706442e-07,4.080626135406411e-06,5.768452055234983e-06,2.4487626484112622e-06,1.0369313316029103e-08,1.1242642004496812e-08
4.406902214833644e-10,0.13078819197221173,0.46346346346346345,0.0,0.0,0.0,0.0730652416886167,0.0,3.9145600222445975e-06,2.981620127351592e-10,2.8931874035492708e-11,8.724942763815515e-08,3.139144716847468e-10,2.3868783205752803e-06,1.407263067918807e-12,0.0,0.46346346444106146,5.199309801920324e-07,4.211755714600834e-06,6.027793710744922e-06,2.490695492025763e-06,1.0713393723573843e-08,1.1764088394522303e-08
4.582203771843751e-10,0.13078826885118955,0.46346346346346345,0.0,0.0,0.0,0.07306493005500325,0.0,4.185308010577285e-06,3.232642027395741e-10,3.08335592494972e-11,9.287949264853522e-08,3.4854856134758883e-10,2.539631166924412e-06,1.508061503684137e-12,0.0,0.4634634645713991,5.608053018233364e-07,4.340355870236316e-06,6.288197604875895e-06,2.5300784054145024e-06,1.1054523683916473e-08,1.2292102972323198e-08
4.757505328853858e-10,0.130788346562296,0.46346346346346345,0.0,0.0,0.0,0.07306461840828764,0.0,4.462328988091503e-06,3.494360191933651e-10,3.2771368664212127e-11,9.860040327843814e-08,3.8534999763881094e-10,2.6947049477939634e-06,1.6115211362239116e-12,0.0,0.46346346471292055,6.032191824077843e-07,4.466475376254892e-06,6.54960912773685e-06,2.5670669257750065e-06,1.139305477941603e-08,1.2826927397834722e-08
4.932806885863965e-10,0.1307884250808755,0.46346346346346345,0.0,0.0,0.0,0.07306430674796079,0.0,4.745439422614893e-06,3.766821267197582e-10,3.47440513186291e-11,1.0440718503397965e-07,4.2435086365470045e-10,2.851958405287446e-06,1.7175813965529914e-12,0.0,0.4634634648661011,6.471727705378102e-07,4.590162066107657e-06,6.8119749143247436e-06,2.601807108381134e-06,1.172932777049395e-08,1.3368802993369089e-08
5.108108442874072e-10,0.13078850438352316,0.46346346346346345,0.0,0.0,0.0,0.07306399507351449,0.0,5.034465021863645e-06,4.050069963558327e-10,3.675045958288281e-11,1.1029517250179068e-07,4.6558134181983357e-10,3.0112588981877208e-06,1.8261841457181623e-12,0.0,0.4634634650314172,6.92666215169198e-07,4.71146285088881e-06,7.075242819442859e-06,2.6344361047100514e-06,1.2063672952115215e-08,1.391797075648617e-08
5.28340999988418e-10,0.1307885844480094,0.46346346346346345,0.0,0.0,0.0,0.07306368338444107,0.0,5.329240197425573e-06,4.344149102099427e-10,3.878954269035516e-11,1.1625999081720491e-07,5.090698311500975e-10,3.172481876805243e-06,1.9372735479583194e-12,0.0,0.463463465209347,7.396996542749414e-07,4.830423737120363e-06,7.339361893108425e-06,2.6650827053966244e-06,1.239641049606235e-08,1.4474671369915176e-08
5.458711556894288e-10,0.1307886652532132,0.46346346346346345,0.0,0.0,0.0,0.07306337168023348,0.0,5.6296075607430975e-06,4.649099660223462e-10,4.086034066973765e-11,1.2229753824598228e-07,5.548430574085319e-10,3.3355103896283633e-06,2.0507959511608113e-12,0.0,0.4634634654003693,7.882732044652962e-07,4.947089844195302e-06,7.604282356438488e-06,2.6938678502989707e-06,1.2727850779732014e-08,1.503914520877752e-08
5.634013113904395e-10,0.13078874677905764,0.46346346346346345,0.0,0.0,0.0,0.07306305996038535,0.0,5.9354174493748596e-06,4.964960816307918e-10,4.296197865469782e-11,1.2840396981959504e-07,6.029261765384078e-10,3.5002346200571575e-06,2.166699774227044e-12,0.0,0.4634634656049642,8.383869515164742e-07,5.06150542148439e-06,7.869955578006758e-06,2.720905107452611e-06,1.3058294702012821e-08,1.561163234530871e-08
5.809314670914503e-10,0.13078882900644964,0.46346346346346345,0.0,0.0,0.0,0.07306274822439086,0.0,6.246527481788248e-06,5.291769993430054e-10,4.5093661548515655e-11,1.3457568196318378e-07,6.533428717637651e-10,3.666551451476242e-06,2.2849354009541075e-12,0.0,0.4634634658236131,8.900409417498328e-07,5.173713865112706e-06,8.136334050662933e-06,2.7463011227175757e-06,1.338803398682179e-08,1.6192372551277077e-08
5.98461622792461e-10,0.13078891191722306,0.46346346346346345,0.0,0.0,0.0,0.07306243647174467,0.0,6.562802138939633e-06,5.629562902180513e-10,4.725466902123109e-11,1.4080929805544918e-07,7.061154447464826e-10,3.834364058926777e-06,2.4054550800400164e-12,0.0,0.46346346605679806,9.432351742037358e-07,5.2837577344122386e-06,8.403371368805515e-06,2.7701560419179146e-06,1.3717351474880577e-08,1.678160529829525e-08
6.159917784934718e-10,0.13078899549408618,0.46346346346346345,0.0,0.0,0.0,0.073062124701942,0.0,6.8841123709371205e-06,5.978373582585936e-10,4.944435081736865e-11,1.4710165486107427e-07,7.612649011803902e-10,4.00358152567609e-06,2.5282128308284784e-12,0.0,0.4634634663050021,9.979695935417141e-07,5.391678768057248e-06,8.671022206098756e-06,2.7925639072334823e-06,1.4046521404306719e-08,1.7379569756213958e-08
6.335219341944826e-10,0.13078907972057066,0.46346346346346345,0.0,0.0,0.0,0.07306181291447862,0.0,7.210335227232454e-06,6.338234445158973e-10,5.166212235430503e-11,1.5344978978155562e-07,8.188110311689972e-10,4.174118483134914e-06,2.6531643544431393e-12,0.0,0.4634634665687092,1.0542440836456519e-06,5.497517899888706e-06,8.939242293624875e-06,2.813613029447135e-06,1.4375809680547792e-08,1.7986504789769998e-08
6.510520898954933e-10,0.13078916458098555,0.46346346346346345,0.0,0.0,0.0,0.07306150110885079,0.0,7.541353508930577e-06,6.709176311092378e-10,5.390746059320764e-11,1.5985092887527167e-07,8.787724847016823e-10,4.34589477271403e-06,2.7802669499930886e-12,0.0,0.46346346684840417,1.1120584618475082e-06,5.601315274433716e-06,9.207988398463173e-06,2.8333863375038115e-06,1.4705474136142134e-08,1.8602648953643523e-08
6.685822455965041e-10,0.13078925006037237,0.46346346346346345,0.0,0.0,0.0,0.07306118928455531,0.0,7.877055441903687e-06,7.091228451612819e-10,5.617990016578542e-11,1.6630247560103388e-07,9.411668425212084e-10,4.518835128310141e-06,2.9094794355534145e-12,0.0,0.46346346714457226,1.1714124737564027e-06,5.70311026212564e-06,9.477218302688085e-06,2.8519617067365534e-06,1.5035764780759727e-08,1.9228240486068062e-08
6.861124012975148e-10,0.1307893361444637,0.46346346346346345,0.0,0.0,0.0,0.07306087744108941,0.0,8.217334369455612e-06,7.484418626509902e-10,5.847902974089454e-11,1.7280200024143124e-07,1.0060106826621744e-09,4.692868878170094e-06,3.040762073637804e-12,0.0,0.46346346745769956,1.2323057886399561e-06,5.8029414742306795e-06,9.746890782778069e-06,2.8694122670532124e-06,1.5366924041960656e-08,1.9863517301129087e-08
7.036425569985256e-10,0.13078942281964434,0.46346346346346345,0.0,0.0,0.0,0.07306056557795086,0.0,8.562088463341877e-06,7.888773121855673e-10,6.080448861583533e-11,1.7934722996434585e-07,1.0733196429267276e-09,4.867929664941794e-06,3.1740765008934396e-12,0.0,0.4634634677882725,1.2947379953208234e-06,5.900846777486573e-06,1.0016965589427334e-05,2.8858066923163364e-06,1.5699186997091547e-08,2.0508716979879365e-08
7.211727126995364e-10,0.1307895100729141,0.46346346346346345,0.0,0.0,0.0,0.07306025369463798,0.0,8.911220452022952e-06,8.304316786929552e-10,6.315596351812715e-11,1.8593603948353489e-07,1.1431084795476888e-09,5.043955182792483e-06,3.3093856617646617e-12,0.0,0.4634634681367784,1.3587085985518353e-06,5.996863308459059e-06,1.0287403427752503e-05,2.9012094720738718e-06,1.603278159671919e-08,2.11640767603907e-08
7.387028684005471e-10,0.1307895978918536,0.46346346346346345,0.0,0.0,0.0,0.07305994179064962,0.0,9.26463736510547e-06,8.731073070362946e-10,6.553318560456011e-11,1.9256644228186739e-07,1.2153911222719884e-09,5.2208869305521665e-06,3.446653745889173e-12,0.0,0.46346346850370485,1.4242170158357742e-06,6.091027487621529e-06,1.0558165937886602e-05,2.915681166718642e-06,1.6367928879976634e-08,2.182983352685205e-08
7.562330241015579e-10,0.13078968626459161,0.46346346346346345,0.0,0.0,0.0,0.07305962986548503,0.0,9.622250292995316e-06,9.169064055517555e-10,6.793592764522737e-11,1.9923658236321031e-07,1.2901807260818522e-09,5.39866997990902e-06,3.585846129006056e-12,0.0,0.4634634688895396,1.4912625746581552e-06,6.183375033163198e-06,1.082921567595287e-05,2.9292786470830514e-06,1.6704843182176176e-08,2.250622379781607e-08
7.737631798025687e-10,0.13078977517977441,0.46346346346346345,0.0,0.0,0.0,0.07305931791864416,0.0,9.983974160844647e-06,9.61831049511088e-10,7.036400138100784e-11,2.059447265009866e-07,1.367489719758175e-09,5.57725275774175e-06,3.7269293171679625e-12,0.0,0.463463469294771,1.559844510103368e-06,6.273940974531008e-06,1.1100516095411043e-05,2.9420553194153985e-06,1.7043732335025645e-08,2.3193483713689014e-08
7.912933355035794e-10,0.13078986462653724,0.46346346346346345,0.0,0.0,0.0,0.07305900594962739,0.0,1.0349727515927278e-05,1.007883184510242e-09,7.281725504365196e-11,2.126892569532523e-07,1.4473298514788144e-09,5.756586841726177e-06,3.869870894061556e-12,0.0,0.4634634697198876,1.6299619628263064e-06,6.362759665710395e-06,1.1372031528768956e-05,2.9540613366300567e-06,1.738479785976889e-08,2.3891849023552345e-08
8.088234912045902e-10,0.13078995459447698,0.46346346346346345,0.0,0.0,0.0,0.07305869395793568,0.0,1.071943232762791e-05,1.0550646297853694e-09,7.52955710282901e-11,2.1946866461591987e-07,1.5297122316331204e-09,5.9366267684044275e-06,4.014639471251728e-12,0.0,0.4634634701653782,1.701613977353366e-06,6.449864798249959e-06,1.1643727169652316e-05,2.9653437966709393e-06,1.7728235153555516e-08,2.4601555071398615e-08
8.263536469056009e-10,0.13079004507362688,0.46346346346346345,0.0,0.0,0.0,0.07305838194307065,0.0,1.1093013799281345e-05,1.1033770814575218e-09,7.779886370883636e-11,2.2628154258751766e-07,1.6146473730227163e-09,6.117329852955523e-06,4.161204641176551e-12,0.0,0.4634634706317315,1.7747995006883884e-06,6.535289414035e-06,1.1915569055225728e-05,2.975946928775482e-06,1.8074233669329328e-08,2.5322836781857784e-08
8.438838026066117e-10,0.13079013605443265,0.46346346346346345,0.0,0.0,0.0,0.07305806990453442,0.0,1.147040019114544e-05,1.1528221157072983e-09,8.032707738738049e-11,2.3312658012053743e-07,1.7021452286078918e-09,6.298656019953949e-06,4.309536932730571e-12,0.0,0.46346347111943664,1.8495173812007552e-06,6.6190659178147455e-06,1.2187524048958173e-05,2.985912268377001e-06,1.8422977089510083e-08,2.6055928645484815e-08
8.614139583076225e-10,0.13079022752772967,0.46346346346346345,0.0,0.0,0.0,0.0730577578418298,0.0,1.1851522653835625e-05,1.2034011918807305e-09,8.288018436922672e-11,2.4000255693595715e-07,1.7922152269491353e-09,6.480567644446691e-06,4.4596077692839644e-12,0.0,0.46346347162898266,1.9257663677743214e-06,6.701226089488022e-06,1.2459559823726261e-05,2.995278821337845e-06,1.8774643493729324e-08,2.6801064703673733e-08
8.789441140086332e-10,0.13079031948472208,0.46346346346346345,0.0,0.0,0.0,0.07305744575446017,0.0,1.2236315071589184e-05,1.2551156555276185e-09,8.54581831557598e-11,2.4690833787893e-07,1.8848663054843233e-09,6.663029402719493e-06,4.611389428994163e-12,0.0,0.46346347216085837,2.003545109197234e-06,6.781801096152005e-06,1.2731644845248739e-05,3.0040832181640886e-06,1.9129405520868318e-08,2.7558478533259046e-08
8.96474269709644e-10,0.13079041191696267,0.46346346346346345,0.0,0.0,0.0,0.07305713364192964,0.0,1.2624713914765442e-05,1.3079667413735646e-09,8.806109674780527e-11,2.5384286789495693e-07,1.980106941773605e-09,6.846008132161152e-06,4.76485500727512e-12,0.0,0.463463472715553,2.0828521537739734e-06,6.860821503918672e-06,1.3003748355845772e-05,3.0123598588132245e-06,1.9487430525634242e-08,2.832840323086052e-08
9.140044254106548e-10,0.13079050481633428,0.46346346346346345,0.0,0.0,0.0,0.0730568215037429,0.0,1.3016658101024048e-05,1.3619555762269108e-09,9.068897105261332e-11,2.6080516730711494e-07,2.077945182835958e-09,7.0294726996705735e-06,4.919978381297406e-12,0.0,0.46346347329355514,2.163685949142174e-06,6.9383172895033684e-06,1.3275840358516795e-05,3.0201410486690636e-06,1.9848880729898954e-08,2.9111071397023346e-08
9.315345811116655e-10,0.1307905981750319,0.46346346346346345,0.0,0.0,0.0,0.07305650933940545,0.0,1.3412088864657797e-05,1.4170831818217738e-09,9.334187338803059e-11,2.677943273761061e-07,2.1783886726937948e-09,7.213393878085492e-06,5.076734176400153e-12,0.0,0.4634634738953534,2.2460448422779043e-06,7.014317851589938e-06,1.3547891601330707e-05,3.027457126222805e-06,2.0213913369014132e-08,2.9906715120201535e-08
