Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175)
1.6174998839843809e-09,0.13079459796899442,0.46346346346346345,0.0,0.0,0.0,0.0730442526598309,1.0050475320426778e-12,2.9960395478515195e-05,4.449910232812142e-09,2.2995359996249584e-10,1.2918622181647301e-06,7.845893530989723e-09,1.3829299812450119e-05,1.1958006561311455e-11,0.0,0.4634635374782916,8.063505288680162e-06,8.656062880991683e-06,2.363367879042599e-05,2.9241990208888033e-06,4.1173940092402714e-08,1.3950154125300104e-08,6.288370214510052e-08,8.960030568055565e-13,6.906865872433739e-10,3.578356920536636e-15,1.0650733748054334e-11,2.792224245291295e-10,4.903720520599962e-14,3.0615984374636705e-07,7.529540686258588e-07,1.0718139181637404e-11,8.827613065030715e-09,4.759144620471619e-14,3.1360180726468068e-12,3.2874544022684358e-21,9.373987082751321e-26,6.807994429396605e-18,2.782934272821887e-23,3.8938968092495417e-28,2.7907339056011653e-28
1.6566940236897129e-09,0.1307948400533607,0.46346346346346345,0.0,0.0,0.0,0.07304355038460104,1.1077501268231871e-12,3.1037881879169504e-05,4.67508464375999e-09,2.3904831846820857e-10,1.3374462268091266e-06,8.293056680444365e-09,1.423010048818179e-05,1.2407520999383664e-11,0.0,0.46346354296809683,8.432391492581264e-06,8.723130206712392e-06,2.4184462444205265e-05,2.925638541095253e-06,4.263947732609944e-08,1.4450362531376426e-08,6.608266491585335e-08,9.415858141480251e-13,7.391654503892331e-10,3.829520521323754e-15,1.1026752220033255e-11,2.981150264825574e-10,5.2359203509146835e-14,3.074440484639691e-07,7.809099784838845e-07,1.1116168184240956e-11,9.396910701633095e-09,4.862341187783158e-14,3.3798625692971095e-12,3.8323582633711594e-21,1.0927771113444565e-25,7.50392133959125e-18,3.320231455608015e-23,4.645690914525578e-28,3.3295423821696735e-28
1.6958881633950448e-09,0.13079508351230296,0.46346346346346345,0.0,0.0,0.0,0.07304284784191085,1.2183505103860742e-12,3.2125322100395924e-05,4.90575765109755e-09,2.483248184351175e-10,1.3832523808262148e-06,8.753293076340262e-09,1.4631192694395695e-05,1.2861647547510433e-11,0.0,0.46346354871456347,8.808267832721605e-06,8.787128128178612e-06,2.473118855476755e-05,2.9269727006074325e-06,4.4140235989571694e-08,1.496110947293941e-08,6.939464529427631e-08,9.88779096313409e-13,7.900846200825866e-10,4.093327116525419e-15,1.1404604564580205e-11,3.17837989654266e-10,5.582736234296895e-14,3.086180851447716e-07,8.090702192797096e-07,1.1517111830158765e-11,9.986731145919748e-09,4.9651273064122874e-14,3.636994215855375e-12,4.4523749871027146e-21,1.2695741678828624e-25,8.25338186164963e-18,3.945435402600803e-23,5.520486231086595e-28,3.9565057333621433e-28
1.7350823031003768e-09,0.1307953283182889,0.46346346346346345,0.0,0.0,0.0,0.07304214502675405,1.3372747869289567e-12,3.322252075842903e-05,5.1419106518451805e-09,2.5778625935315317e-10,1.4292726574997889e-06,9.22663353662646e-09,1.5032565598367391e-05,1.3320285628545231e-11,0.0,0.4634635547227318,9.19105747597513e-06,8.848196913557114e-06,2.527377851085688e-05,2.9282177744819487e-06,4.567629376761675e-08,1.548228656207667e-08,7.282194559609646e-08,1.037615717175005e-12,8.435292822738505e-10,4.3702180476712824e-15,1.1784224450909938e-11,3.3841133481251447e-10,5.944520798730222e-14,3.096916405165457e-07,8.374252038452232e-07,1.1920833723446345e-11,1.059719984844992e-08,5.0675258986260965e-14,3.907864675283652e-12,5.1559239872174445e-21,1.4701907454666403e-25,9.05926509007593e-18,4.670513625848402e-23,6.535028083264574e-28,4.683625357879955e-28
1.7742764428057088e-09,0.13079557444489584,0.46346346346346345,0.0,0.0,0.0,0.07304144193417995,1.4649634065866738e-12,3.432928954808014e-05,5.383524454237267e-09,2.674358021474437e-10,1.4754999864756578e-06,9.713108957133303e-09,1.543421040225753e-05,1.3783338783660263e-11,0.0,0.46346356099758784,9.58068408893967e-06,8.906470420812773e-06,2.5812160612168946e-05,2.92938781532608e-06,4.7247695897502015e-08,1.6013785684585535e-08,7.636684126125163e-08,1.0881281079425778e-12,8.995863110027965e-10,4.660643402201948e-15,1.2165553417526914e-11,3.5985532950184595e-10,6.32163102054238e-14,3.106736198253228e-07,8.659657939709895e-07,1.2327203855003515e-11,1.1228435021124008e-08,5.169559920743026e-14,4.19293212147503e-12,5.952171678948216e-21,1.6972407307675547e-25,9.924557415712997e-18,5.508759292222699e-23,7.7079167041869675e-28,5.52423207413556e-28
1.8134705825110408e-09,0.13079582186672836,0.46346346346346345,0.0,0.0,0.0,0.07304073855929324,1.6018713672638162e-12,3.544544677423784e-05,5.6305793281783724e-09,2.772766041469565e-10,1.52192816675279e-06,1.0212750365626439e-08,1.5836120062438377e-05,1.4250714461226501e-11,0.0,0.4634635675440631,9.977071821257581e-06,8.962076390606941e-06,2.6346269711931264e-05,2.930494958679872e-06,4.8854457542986334e-08,1.6555499035617224e-08,8.003158094664967e-08,1.1403483184840058e-12,9.58344247150319e-10,4.965061903383531e-15,1.2548540186512194e-11,3.821904890020412e-10,6.714428241527109e-14,3.115722009536835e-07,8.946832797649715e-07,1.2736098308949502e-11,1.188054797795144e-08,5.2712522904193314e-14,4.49266101821449e-12,6.85108237865093e-21,1.9535655448523262e-25,1.0852343895581396e-17,6.47490754579685e-23,9.059769999475798e-28,6.493102773873801e-28
1.8526647222163728e-09,0.13079607055935472,0.46346346346346345,0.0,0.0,0.0,0.07304003489725346,1.748468409384435e-12,3.6570816929147915e-05,5.883055052835513e-09,2.873118146496441e-10,1.5685517901395946e-06,1.072558896789469e-08,1.6238289046598318e-05,1.4722323820593517e-11,0.0,0.46346357436703484,1.0380145291804758e-05,9.015136725888175e-06,2.6876046876241432e-05,2.931549686796843e-06,5.049656600283812e-08,1.7107319147093473e-08,8.381838662508246e-08,1.1943080187323348e-12,1.0198932772765951e-09,5.283940800669256e-15,1.2933140031150755e-11,4.0543757706681173e-10,7.123278182170511e-14,3.12394886216191e-07,9.235693599502054e-07,1.3147398982338599e-11,1.2553643460228704e-08,5.3726258199648667e-14,4.807521891281511e-12,7.863471781165581e-21,2.242249393617402e-25,1.1845809574693369e-17,7.585259662794342e-23,1.0613397270693552e-27,7.606584930720319e-28
1.8918588619217048e-09,0.13079632049924367,0.46346346346346345,0.0,0.0,0.0,0.07303933094327464,1.9052392033569033e-12,3.770523031073562e-05,6.140930961497569e-09,2.9754457102741646e-10,1.6153661707798185e-06,1.1251656186797203e-08,1.664071312420071e-05,1.519808154952681e-11,0.0,0.4634635814713267,1.0789829577505041e-05,9.06576775870826e-06,2.740143905948637e-05,2.932561055732889e-06,5.217398276478309e-08,1.7669138908350323e-08,8.772945368965563e-08,1.2500385001657887e-12,1.0843252125474178e-09,5.617755760517496e-15,1.3319314193601353e-11,4.2961760645218835e-10,7.548550951154358e-14,3.131485517210822e-07,9.526161230637845e-07,1.3560993317686961e-11,1.3247819946752317e-08,5.473703157329795e-14,5.137991094663192e-12,9.001063113225969e-21,2.566635281402007e-25,1.2908240758468277e-17,8.857815444878193e-23,1.2393984466310535e-27,8.88272937058607e-28
1.9310530016270365e-09,0.13079657166370895,0.46346346346346345,0.0,0.0,0.0,0.07303862669262504,2.0726835295890296e-12,3.8848522677382676e-05,6.404185983837386e-09,3.079779953140381e-10,1.6623672803519446e-06,1.1790983695163507e-08,1.7043389186035632e-05,1.5677905694086693e-11,0.0,0.46346358886170885,1.1206050204531813e-05,9.11408050481813e-06,2.792239879513793e-05,2.9335368904712245e-06,5.3886645415755065e-08,1.8240851581742698e-08,9.176695106279154e-08,1.3075706773613295e-12,1.1517334677514878e-09,5.96699075768211e-15,1.3707029349579144e-11,4.547518392451495e-10,7.990621051334673e-14,3.138394942073912e-07,9.818160295179415e-07,1.3976774047794388e-11,1.3963169949717387e-08,5.574506736877197e-14,5.484550571850724e-12,1.0276546059348306e-20,2.9303418152802286e-25,1.404302623462702e-17,1.031241426013046e-22,1.4429291532981191e-27,1.0341431714448874e-27
1.9702471413323683e-09,0.1307968240308579,0.46346346346346345,0.0,0.0,0.0,0.07303792214062682,2.251316450909921e-12,4.00005349346643e-05,6.67279868571276e-09,3.1861519122104593e-10,1.7095516885541952e-06,1.23436034434193e-08,1.744631508869972e-05,1.6161717499751195e-11,0.0,0.46346359654289776,1.162873314166843e-05,9.160180906604503e-06,2.8438883901212756e-05,2.934483952702906e-06,5.56344694191577e-08,1.8822350815212153e-08,9.593302130857799e-08,1.3669350895945724e-12,1.22221304041246e-09,6.332137966993116e-15,1.409625711666685e-11,4.808617870033408e-10,8.449867382381608e-14,3.1447347526954917e-07,1.0111618944835584e-06,1.4394638952248375e-11,1.4699780296959533e-08,5.6750587341415055e-14,5.84768761315322e-12,1.1703638557445356e-20,3.3372808277721503e-25,1.52536584435898e-17,1.1970885155144112e-22,1.6749862459605467e-27,1.2004582918144984e-27
2.0094412810377e-09,0.13079707757954506,0.46346346346346345,0.0,0.0,0.0,0.0730372172826556,2.4416684772861462e-12,4.116111284994311e-05,6.946747306641453e-09,3.2945924153012314e-10,1.7569165084907199e-06,1.2909547682730677e-08,1.784948952023036e-05,1.6649441262673432e-11,0.0,0.46346360451955726,1.2057804795601599e-05,9.204170064926238e-06,2.895085719968664e-05,2.9354080854463613e-06,5.7417349769440493e-08,1.9413530653422104e-08,1.0022978074753854e-07,1.4281619024652712e-12,1.2958604899988819e-09,6.713697655643818e-15,1.4486973602967248e-11,5.079692107165632e-10,8.92667324026145e-14,3.150557629247867e-07,1.0406468715565853e-06,1.4814490625044847e-11,1.5457732401195937e-08,5.775381025857461e-14,6.227894609933085e-12,1.3297151561781275e-20,3.791675845813103e-25,1.654373459661184e-17,1.385720647204461e-22,1.938924862119725e-27,1.38962293442289e-27
2.048635420743032e-09,0.1307973322893297,0.46346346346346345,0.0,0.0,0.0,0.07303651211414022,2.64428572274728e-12,4.2330106791483896e-05,7.226009795074939e-09,3.405132058189988e-10,1.8044593465949553e-06,1.3488848984305188e-08,1.825291188386366e-05,1.7141004190149717e-11,0.0,0.463463612796298,1.2493192007930172e-05,9.246144460368e-06,2.9458286249206502e-05,2.93631433785993e-06,5.923516253320803e-08,2.0014285548276358e-08,1.0465931957352646e-07,1.4912809095634995e-12,1.372773917233793e-09,7.112178075995682e-15,1.487915899340868e-11,5.360961205996714e-10,9.421426313743771e-14,3.155911705465092e-07,1.0702644371708425e-06,1.5236236252868473e-11,1.6237102516872393e-08,5.875495159316996e-14,6.625668806578416e-12,1.507305687381919e-20,4.29808143465629e-25,1.7916957741077285e-17,1.5997675421415166e-22,2.2384246053590626e-27,1.6042742818165753e-27
2.0878295604483637e-09,0.13079758814043635,0.46346346346346345,0.0,0.0,0.0,0.07303580663056233,2.8597300544624686e-12,4.350737148939995e-05,7.510563841585925e-09,3.5178011848514994e-10,1.8521782567500355e-06,1.408154025535824e-08,1.8656582197510283e-05,1.7636336269532972e-11,0.0,0.4634636213776784,1.2934822053684588e-05,9.286196164389928e-06,2.9961143090492173e-05,2.9372070729058457e-06,6.108776628506949e-08,2.062451036912946e-08,1.0922370197282216e-07,1.556321534167934e-12,1.453052943505059e-09,7.528095358904608e-15,1.5272797170735735e-11,5.652647757256855e-10,9.934518678087617e-14,3.160840932365405e-07,1.1000083757234636e-06,1.5659787403495285e-11,1.7037961985177868e-08,5.975422323938714e-14,7.041512050946559e-12,1.7048558144139458e-20,4.861403446142092e-25,1.93771377725539e-17,1.8421088078491654e-22,2.57751473129493e-27,1.8473001137558985e-27
2.1270237001536954e-09,0.1307978451137192,0.46346346346346345,0.0,0.0,0.0,0.07303510082745619,3.0885792339311916e-12,4.469276581611277e-05,7.80038691007782e-09,3.6326298703620864e-10,1.9000716982892637e-06,1.46876547521794e-08,1.9060501006898366e-05,1.8135370144917262e-11,0.0,0.4634636302682044,1.3382622641167505e-05,9.324413040825798e-06,3.045940400385405e-05,2.9380900601288026e-06,6.297500344572788e-08,2.1244100412907598e-08,1.1392496624553212e-07,1.6233128309635026e-12,1.5367986903777563e-09,7.961973407574658e-15,1.566787536834223e-11,5.954976835074759e-10,1.0466346786042382e-13,3.16538541727215e-07,1.1298727653810903e-06,1.6085059823843782e-11,1.786037746775685e-08,6.075183325454541e-14,7.475930543945773e-12,1.9242165150743073e-20,5.48692020136981e-25,2.0928192393357235e-17,2.1158930286267809e-22,2.96060085968162e-27,2.121857951943753e-27
2.1662178398590272e-09,0.13079810319062865,0.46346346346346345,0.0,0.0,0.0,0.07303439470040822,3.331427050270941e-12,4.588615258420041e-05,8.095456267120633e-09,3.7496479061837453e-10,1.9481384975780663e-06,1.530722609069401e-08,1.94646693105186e-05,1.86380410009678e-11,0.0,0.4634636394723303,1.3836521912940675e-05,9.360878938167997e-06,3.0953049278270104e-05,2.9389665556058967e-06,6.489670152936028e-08,2.1872951414420763e-08,1.1876512492928501e-07,1.692283487804143e-12,1.624113759210345e-09,8.4143437919514e-15,1.6064383852873205e-11,6.268175990362225e-10,1.1017311456319473e-13,3.1695817390701155e-07,1.1598519645359037e-06,1.651197324732462e-11,1.870441116963396e-08,6.174798569455241e-14,7.929434588876032e-12,2.1673771460525817e-20,6.18030463822319e-25,2.257414801750368e-17,2.424557996422161e-22,3.39249328245315e-27,2.4313953485740713e-27
2.205411979564359e-09,0.13079836235318062,0.46346346346346345,0.0,0.0,0.0,0.0730336882450567,3.5888834456028314e-12,4.708739835971215e-05,8.395749009513691e-09,3.8688847875649137e-10,1.996377812895621e-06,1.5940288254875438e-08,1.9869088494699875e-05,1.914428645332044e-11,0.0,0.46346364899445824,1.4296448447795515e-05,9.395673873063388e-06,3.1442062991484494e-05,2.9398393709102657e-06,6.685267430690431e-08,2.251095955710975e-08,1.23746164925209e-07,1.763261827512363e-12,1.7151022108765494e-09,8.885745643662556e-15,1.646231563417046e-11,6.592475242846088e-10,1.1587817859679498e-13,3.1734632406873077e-07,1.1899405988816056e-06,1.6940451210000003e-11,1.9570121051847818e-08,6.27428804593737e-14,8.402538341106574e-12,2.4364735582250466e-20,6.947647454653566e-25,2.4319140622058064e-17,2.7718521336857187e-22,3.87843693965095e-27,2.7796713702666144e-27
2.2446061192696908e-09,0.13079862258392816,0.46346346346346345,0.0,0.0,0.0,0.07303298145709151,3.861574632553918e-12,4.829637328928206e-05,8.701242090170714e-09,3.9903697028238457e-10,2.0447891023517283e-06,1.658687560331215e-08,2.0273760277388006e-05,1.965404644503845e-11,0.0,0.4634636588389393,1.4762331263556594e-05,9.428874205424913e-06,3.192643280061405e-05,2.9407109326590987e-06,6.884272289136067e-08,2.315802148432729e-08,1.2887004762626053e-07,1.836275809692965e-12,1.8098695455947247e-09,9.376725551513562e-15,1.686166620000851e-11,6.928107071823526e-10,1.217827550275395e-13,3.177060299901008e-07,1.2201335490807987e-06,1.737042087509935e-11,2.045756103426915e-08,6.373671313492404e-14,8.895759558620553e-12,2.7337965721128554e-20,7.795481279126108e-25,2.6167416545002595e-17,3.1618571612398246e-22,4.424143137445001e-27,3.170779330573401e-27
2.2838002589750225e-09,0.13079888386593536,0.46346346346346345,0.0,0.0,0.0,0.07303227433225373,4.150143203911315e-12,4.9512950939627663e-05,9.011912342417309e-09,4.114131524311311e-10,2.0933720945929785e-06,1.7247022874183608e-08,2.0678686659441374e-05,2.016726314867796e-11,0.0,0.4634636690100733,1.523409982057975e-05,9.460552805542513e-06,3.240614974277627e-05,2.941583333948892e-06,7.08666367506928e-08,2.3814034311124772e-08,1.3413870904804586e-07,1.911353032596095e-12,1.9085226828664198e-09,9.88783745755126e-15,1.726243327404285e-11,7.275306405712549e-10,1.2789098209736148e-13,3.180400579659721e-07,1.2504259389967439e-06,1.7801812865631174e-11,2.1366781189053044e-08,6.472967493347105e-14,9.409619353906788e-12,3.0618008247062283e-20,8.730805900179628e-25,2.812333322986211e-17,3.5990120658762115e-22,5.0358230848062904e-27,3.609170825926323e-27
2.3229943986803543e-09,0.13079914618275262,0.46346346346346345,0.0,0.0,0.0,0.0730315668663354,4.4552482344777856e-12,5.0737008148214795e-05,9.327736502785843e-09,4.2401988008746544e-10,2.1421267620704804e-06,1.792076518886027e-08,2.1083869882440498e-05,2.068388087356391e-11,0.0,0.463463679512109,1.5711684025819076e-05,9.49077921355759e-06,3.2881208045276826e-05,2.9424583787774392e-06,7.292419465344287e-08,2.4478895636473676e-08,1.3955405996227748e-07,1.9885207350279494e-12,2.011169941525928e-09,1.0419642553702619e-14,1.766461659510411e-11,7.63431061046631e-10,1.342070410207274e-13,3.183509259138911e-07,1.28081312446383e-06,1.8234561104661765e-11,2.2297827925152387e-08,6.57219526393999e-14,9.94464194763208e-12,3.4231139990461163e-20,9.761114587599212e-25,3.0191359917421214e-17,4.0881384240936134e-22,5.7202233277658325e-27,4.0996811315995116e-27
2.362188538385686e-09,0.13079940951839408,0.46346346346346345,0.0,0.0,0.0,0.07303085905517907,4.777565375191288e-12,5.196842488400706e-05,9.648691232388523e-09,4.368599751663952e-10,2.1910532966583022e-06,1.860813805431599e-08,2.1489312392136333e-05,2.1203845977914238e-11,0.0,0.4634636903492449,1.6195014237349164e-05,9.519619791648929e-06,3.3351604944915673e-05,2.943337620410672e-06,7.501516555179833e-08,2.5152503555862795e-08,1.4511798603296384e-07,2.067805798273639e-12,2.1179210199027836e-09,1.0972709178995743e-14,1.8068217715552476e-11,8.005359476917155e-10,1.4073515576255792e-13,3.18640924672199e-07,1.3112906825722317e-06,1.86686026628228e-11,2.325074416430074e-08,6.671372851667154e-14,1.0501354424486765e-11,3.820546448128119e-20,1.0894421538188779e-24,3.2376078284957997e-17,4.634467140094879e-22,6.48466316258386e-27,4.647556015972034e-27
2.401382678091018e-09,0.13079967385731628,0.46346346346346345,0.0,0.0,0.0,0.07303015089467757,5.117786939582647e-12,5.320708411733126e-05,9.974753136945594e-09,4.4993622611361825e-10,2.2401520874271173e-06,1.9309177364519346e-08,2.18950168067667e-05,2.1727106785480498e-11,0.0,0.4634637015256291,1.668402126924027e-05,9.547137869263235e-06,3.381734051598909e-05,2.944222394537019e-06,7.713930940650389e-08,2.583475667422062e-08,1.5083234795539628e-07,2.149234748073906e-12,2.2288869760992796e-09,1.1547612717379533e-14,1.8473239817559647e-11,8.388695207113928e-10,1.474795927982998e-13,3.189121376059539e-07,1.3418544014432766e-06,1.910387761288009e-11,2.4225569508855314e-08,6.770518032318154e-14,1.1080286491560342e-11,4.257101224859917e-20,1.2139290479591326e-24,3.4682183033494254e-17,5.243666657884413e-22,7.337074111562467e-27,5.2584800331030775e-27
2.4405768177963497e-09,0.13079993918439836,0.46346346346346345,0.0,0.0,0.0,0.07302944238077361,5.476621982656137e-12,5.4452871698001867e-05,1.0305898785541792e-08,4.632513875127789e-10,2.2894237003919963e-06,2.0023919400948298e-08,2.230098588957262e-05,2.2253613506402642e-11,0.0,0.46346371304535994,1.7178636396694075e-05,9.57339388170872e-06,3.4278417506584426e-05,2.9451138479386433e-06,7.929637795768904e-08,2.6525554119097417e-08,1.5669898159798488e-07,2.232833756661492e-12,2.3441802083851217e-09,1.214493549615112e-14,1.8879687546015325e-11,8.784562399713498e-10,1.5444466085738274e-13,3.1916645863292285e-07,1.3725002704730776e-06,1.95403288909897e-11,2.5222340401873652e-08,6.86964813360553e-14,1.168197023957e-11,4.735984529970666e-20,1.3504864466103794e-24,3.711448242363613e-17,5.921872709056809e-22,8.28604154768344e-27,5.9386063553868126e-27
2.4797709575016814e-09,0.1308002054849236,0.46346346346346345,0.0,0.0,0.0,0.07302873350945942,5.854796372287576e-12,5.570567624095409e-05,1.0642104728180352e-08,4.768081797880349e-10,2.3388688600670734e-06,2.07524008323522e-08,2.2707222524944893e-05,2.278331816200518e-11,0.0,0.4634637249124858,1.7678791361357357e-05,9.598445502415364e-06,3.473484118278251e-05,2.9460129633000504e-06,8.148611544536729e-08,2.722479555402049e-08,1.6271969814699117e-07,2.318628644802955e-12,2.463914435711327e-09,1.276526668499681e-14,1.9287566855934984e-11,9.193208034484718e-10,1.616347106509407e-13,3.1940560877899087e-07,1.4032244710230218e-06,1.9977902164187047e-11,2.6241090279780183e-08,6.968780029717179e-14,1.2306939907231719e-11,5.260616589939675e-20,1.5000896900911112e-24,3.967789876064839e-17,6.675719659649062e-22,9.340848556745173e-27,6.694588209840625e-27
2.5189650972070132e-09,0.13080047274456186,0.46346346346346345,0.0,0.0,0.0,0.07302802427677647,6.253052853243166e-12,5.696538901872856e-05,1.0983347512200302e-08,4.906092889917071e-10,2.3884884326730355e-06,2.1494658713867084e-08,2.3113729697715524e-05,2.331617451328693e-11,0.0,0.463463737131006,1.818441837674009e-05,9.622347769151195e-06,3.518661918040116e-05,2.946920580681587e-06,8.370825928306885e-08,2.793238119193e-08,1.6889628425419147e-07,2.406644883894199e-12,2.5882046783454816e-09,1.3409202195664941e-14,1.9696884873552256e-11,9.614881455980583e-10,1.690541345847321e-13,3.196311513683722e-07,1.4340233675367247e-06,2.041654570403281e-11,2.7281849717962057e-08,7.06793014750623e-14,1.2955731649032132e-11,5.834642977179069e-20,1.663778381961848e-24,4.23774688294599e-17,7.512373521237252e-22,1.0511522128204287e-26,7.533611983394306e-27
2.558159236912345e-09,0.13080074094935348,0.46346346346346345,0.0,0.0,0.0,0.0730273146788152,6.672151103930038e-12,5.823190386022458e-05,1.1329603697619176e-08,5.046573666678878e-10,2.438283410855744e-06,2.2250730485575883e-08,2.352051047517525e-05,2.3852137992878095e-11,0.0,0.4634637497048708,1.8695450133672845e-05,9.645153204470506e-06,3.5633761363930393e-05,2.9478374161118106e-06,8.596254068780747e-08,2.8648211808609717e-08,1.7523050218748075e-07,2.496907598130019e-12,2.7171672386305294e-09,1.4077344582280841e-14,2.010764977037284e-11,1.0049834356431866e-09,1.767073664584012e-13,3.198445059488415e-07,1.4648934990639937e-06,2.0856210266112048e-11,2.8344646569618033e-08,7.167114475693063e-14,1.3628883306630344e-11,6.461946384868656e-20,1.842659747045524e-24,4.521834428035151e-17,8.439566693289234e-22,1.1808881768488604e-26,8.463432064383589e-27
2.5973533766176768e-09,0.13080101008569378,0.46346346346346345,0.0,0.0,0.0,0.07302660471171439,7.112867785996225e-12,5.950511705520113e-05,1.1680849871460306e-08,5.189550297838024e-10,2.4882548997857204e-06,2.3020653970593746e-08,2.3927567991452997e-05,2.4391165640256473e-11,0.0,0.4634637626379817,1.9211819805746366e-05,9.666911930657616e-06,3.6076279692325396e-05,2.948764077692991e-06,8.824868526934529e-08,2.9372188756037922e-08,1.8172408998440284e-07,2.589441566669186e-12,2.8509196818692236e-09,1.477030294230693e-14,2.0519870648169283e-11,1.049832075791346e-09,1.8459888115187848e-13,3.2004696104655616e-07,1.4958315711732153e-06,2.1296848974886626e-11,2.942950609816957e-08,7.266348561112854e-14,1.4326934184092573e-11,7.146658869000652e-20,2.0379121226979676e-24,4.820579196612682e-17,9.46563450563624e-22,1.32445906331381e-26,9.492407489308e-27
2.6365475163230085e-09,0.1308012801403186,0.46346346346346345,0.0,0.0,0.0,0.07302589437166111,7.575996586903726e-12,6.0784927264059535e-05,1.203706266112069e-08,5.335048607215386e-10,2.5384041045187575e-06,2.380446737274813e-08,2.433490543394081e-05,2.4933216040030562e-11,0.0,0.463463775934192,1.973346105468339e-05,9.68767177941767e-06,3.6514188091338664e-05,2.949701079561328e-06,9.0566413581501e-08,3.010421397558982e-08,1.8837876160857486e-07,2.684271225846896e-12,2.9895808173364237e-09,1.5488692818168417e-14,2.0933557434271748e-11,1.0960596993832359e-09,1.9273319429965571e-13,3.2023968583956506e-07,1.526834448234428e-06,2.1738417213913063e-11,3.053645110352928e-08,7.365647517282892e-14,1.5050424827138276e-11,7.893174570348626e-20,2.250788586952605e-24,5.134519423160321e-17,1.0599553631800092e-21,1.4831209276753256e-26,1.0629540465792315e-26
2.6757416560283403e-09,0.13080155110029099,0.46346346346346345,0.0,0.0,0.0,0.07302518365489011,8.062348255603675e-12,6.207123543249216e-05,1.2398218746832594e-08,5.483094073235156e-10,2.588732318507697e-06,2.460220927391413e-08,2.4742526031491645e-05,2.547824926311296e-11,0.0,0.4634637895973071,2.026030803559908e-05,9.707478396554737e-06,3.6947502332087416e-05,2.9506488539955613e-06,9.291544163804413e-08,3.084419001102558e-08,1.951962071089608e-07,2.7814206714783158e-12,3.1332706794213123e-09,1.6233136099556144e-14,2.1348720787034035e-11,1.1436921689784077e-09,2.0111486195397983e-13,3.204237408339115e-07,1.5578991460561418e-06,2.218087252121298e-11,3.166550204250864e-08,7.4650260397011e-14,1.5799896806553854e-11,8.706162929229711e-20,2.4826207272109994e-24,5.4642049156295204e-17,1.1850982445809803e-21,1.6582252122384968e-26,1.1884516844593452e-26
2.714935795733672e-09,0.13080182295298806,0.46346346346346345,0.0,0.0,0.0,0.07302447255768371,8.57275063144717e-12,6.336394471062664e-05,1.2764294873269262e-08,5.633711829857483e-10,2.6392409131645744e-06,2.5413918631057064e-08,2.5150433044155773e-05,2.602622681062092e-11,0.0,0.4634638036310844,2.0792295402112633e-05,9.726375341866195e-06,3.7376239915566074e-05,2.9516077619256075e-06,9.52954813955296e-08,3.1592020021202805e-08,2.0217809278193705e-07,2.8809136611448118e-12,3.2821105089016182e-09,1.7004260926405393e-14,2.176537200951543e-11,1.1927555743822404e-09,2.09748480237722e-13,3.2060008762111443e-07,1.5890228248597407e-06,2.2624174489214897e-11,3.281667714363353e-08,7.564498402300599e-14,1.657589250590884e-11,9.590582406081547e-20,2.7348225531953303e-24,5.810197075119981e-17,1.3230303397061476e-21,1.8512246754685411e-26,1.3267748615420067e-26
2.793324075144336e-09,0.13080236928756608,0.46346346346346345,0.0,0.0,0.0,0.07302304920732877,9.669104424915742e-12,6.59681897720156e-05,1.3511114611356971e-08,5.942763037875232e-10,2.7408050660871606e-06,2.7079397396640146e-08,2.596711946147756e-05,2.7130867721784284e-11,0.0,0.46346383282542025,2.1871432427774884e-05,9.761604582905549e-06,3.8220063124067066e-05,2.953560115849528e-06,1.0014742616448459e-07,3.311085774965034e-08,2.1664173206616968e-07,3.087023625866941e-12,3.5957309540311756e-09,1.862909845200006e-14,2.260318605292592e-11,1.295280675726992e-09,2.27790151365718e-13,3.2093305913863063e-07,1.6514364492174227e-06,2.3513166492217973e-11,3.5185462244068635e-08,7.763779702440777e-14,1.8209627431205746e-11,1.1595080942828602e-19,3.306428306105555e-24,6.553405040953009e-17,1.6418046393117602e-21,2.2972651631316934e-26,1.6464532277832066e-26
