Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175)
2.8877431668095662e-08,0.13104284845691488,0.46346346346346345,0.0,0.0,0.0,0.07242695946158433,1.0243048684099604e-07,0.0012545951903755717,1.0113417843892994e-06,1.0501759885336202e-07,0.000101867225910076,6.6268575682809e-06,0.00040071439604002796,1.2422216406570843e-09,0.0,0.463594228160418,0.0005241857282880516,1.0041257091075194e-05,7.449556198569914e-05,4.0940510911494726e-06,2.7228974011417196e-06,7.62928637614123e-07,5.1681470654820735e-05,7.375583323935566e-10,8.63394678079186e-06,4.4731922788660816e-11,8.403322538819921e-10,2.046448074446575e-06,3.606030671452822e-10,4.6086256522685395e-07,2.511217141172604e-05,3.5902523741722464e-10,5.016338494097143e-06,1.9394301696938368e-12,1.4611525408505079e-08,2.36886425775517e-12,6.75961043161245e-17,6.947993669452338e-13,3.1496630977976653e-13,4.4072196152779255e-18,3.158701205407047e-18
2.9288876069066354e-08,0.1310470786270464,0.46346346346346345,0.0,0.0,0.0,0.07241570648092034,1.0732636611544656e-07,0.0012747715476066218,1.0397078256755254e-06,1.0841775709775741e-07,0.00010444353744944843,6.878640479547045e-06,0.0004081535450548324,1.2855755946228281e-09,0.0,0.4635981045544888,0.0005309212833029823,1.0039714432004646e-05,7.454441476760333e-05,4.1094697865538135e-06,2.758302780543052e-06,7.726741224367868e-07,5.3079022259474725e-05,7.575222768747363e-10,9.000400604680537e-06,4.663049709451167e-11,8.615854813635852e-10,2.134998289495278e-06,3.7620775216630547e-10,4.6316074428847515e-07,2.5518844885807677e-05,3.6485704635227067e-10,5.1511960783259e-06,1.988087661121601e-12,1.506024611953751e-08,2.611833564342201e-12,7.453012312283305e-17,7.280095401168019e-13,3.525035889726306e-13,4.9324665948033545e-18,3.5351513853074714e-18
2.9700320470037046e-08,0.13105131851637136,0.46346346346346345,0.0,0.0,0.0,0.07240440411029853,1.1237080572391471e-07,0.001294971944775568,1.0685717467215793e-06,1.1187758876824403e-07,0.0001070470778832497,7.136589489723222e-06,0.00041563118872492226,1.330079845256952e-09,0.0,0.4636020292662028,0.0005376099369449358,1.0038164894976269e-05,7.45934579217627e-05,4.124772945092556e-06,2.7934510888301444e-06,7.82348784785967e-07,5.448862808917024e-05,7.776592786353251e-10,9.37590545772507e-06,4.857596423409191e-11,8.830634145475657e-10,2.2258817431656073e-06,3.922236482344071e-10,4.65459460984348e-07,2.5926516207789325e-05,3.7070357254942137e-10,5.287520272490758e-06,2.037291031261872e-12,1.5514704723033582e-08,2.8752674443715714e-12,8.204827215882878e-17,7.622274660587908e-13,3.938237900905814e-13,5.510646797158055e-18,3.94953938549415e-18
3.011176487100774e-08,0.13105556804366686,0.46346346346346345,0.0,0.0,0.0,0.07239305272227513,1.1756565746263002e-07,0.0013151961972885638,1.0979404155164771e-06,1.1539727611535022e-07,0.00010967764682886617,7.400772813599086e-06,0.00042314690816594626,1.3757535610397436e-09,0.0,0.46360600191881646,0.0005442519760409125,1.0036608531752028e-05,7.464270113476527e-05,4.139961263151932e-06,2.8283438475604813e-06,7.919530464367669e-07,5.591005551111188e-05,7.979660033692773e-10,9.760504550683158e-06,5.0568548077911594e-11,9.047642937164157e-10,2.319117354797961e-06,4.0865409021451864e-10,4.677588232167774e-07,2.6335177657827263e-05,3.7656464120435127e-10,5.4252999101067e-06,2.0870103955508643e-12,1.597485526772226e-08,3.160511951217017e-12,9.018898247405766e-17,7.974657067260753e-13,4.3923871378258703e-13,6.1461231515290946e-18,4.404992165765298e-18
3.052320927197843e-08,0.13105982712831593,0.46346346346346345,0.0,0.0,0.0,0.07238165268716888,1.2291275702051633e-07,0.0013354441231301906,1.127820780946356e-06,1.1897699834668125e-07,0.00011233504511295496,7.671258299307814e-06,0.00043070028671764063,1.4226159119209549e-09,0.0,0.4636100221379141,0.0005508476869223233,1.0035045393785244e-05,7.469215232518644e-05,4.155035437360995e-06,2.86298257859715e-06,8.014873288417004e-07,5.7343075360571546e-05,8.184391968429681e-10,1.015423901652782e-05,5.2608461734083816e-11,9.266864491161379e-10,2.414723636951737e-06,4.255023412703694e-10,4.7005893615277247e-07,2.6744821550777945e-05,3.8244015282191314e-10,5.564523908644369e-06,2.137246732380229e-12,1.6440652106987332e-08,3.4689761288590066e-12,9.899248440210884e-17,8.337367148070501e-13,4.890800754931415e-13,6.843537248752429e-18,4.9048364058637115e-18
3.0934653672949125e-08,0.13106409569028024,0.46346346346346345,0.0,0.0,0.0,0.07237020437306442,1.2841392407761275e-07,0.0013557155426423056,1.1582198715975434e-06,1.2261693165183328e-07,0.00011501907477149977,7.94811342239364e-06,0.00043829090995004937,1.4706860669679172e-09,0.0,0.46361408955140415,0.0005573973552157402,1.0033475532220343e-05,7.474181786998767e-05,4.169996163919618e-06,2.8973688027258807e-06,8.109520528028172e-07,5.878746189496573e-05,8.390756758119049e-10,1.0557147949603973e-05,5.46959077502892e-11,9.488284035923367e-10,2.5127187008628214e-06,4.4277159382971654e-10,4.723599021943107e-07,2.7155440236939215e-05,3.883300566073043e-10,5.705181268719385e-06,2.1880251568671153e-12,1.6912049891217655e-08,3.802133663305048e-12,1.0850085478999073e-16,8.710528343909501e-13,5.43700393896764e-13,7.607821772911883e-18,5.4526074153462184e-18
3.134609807391982e-08,0.1310683736500763,0.46346346346346345,0.0,0.0,0.0,0.07235870814581744,1.3407096240132895e-07,0.001376010278330061,1.1891447945875597e-06,1.263172492281354e-07,0.00011772953904946901,8.23140528003265e-06,0.00044591836566797947,1.51998319208946e-09,0.0,0.4636182037895141,0.0005639012656629492,1.0031898997892923e-05,7.479170280265111e-05,4.184844138017452e-06,2.9315040384595347e-06,8.203476381888021e-07,6.024299274793382e-05,8.59872244769128e-10,1.0969268444198488e-05,5.683107830742701e-11,9.711884138786122e-10,2.6131202618415337e-06,4.604649705354651e-10,4.746618209593577e-07,2.75670261028525e-05,3.942341633414756e-10,5.847261073299672e-06,2.2393093982144904e-12,1.738900356072471e-08,4.161524532849963e-12,1.187580641980904e-16,9.094263016227816e-13,6.034738999802742e-13,8.444213221856552e-18,6.0520582505243555e-18
3.175754247489051e-08,0.131072660928754,0.46346346346346345,0.0,0.0,0.0,0.0723471643690609,1.3988565994071087e-07,0.0013963281546917291,1.2206027344206247e-06,1.3007812130710593e-07,0.00012046624239861589,8.5212005854054e-06,0.00045358224391391127,1.5705264477075558e-09,0.0,0.46362236448478267,0.0005703597019666174,1.0030315841330107e-05,7.484181098656817e-05,4.199580053332595e-06,2.9653898010064537e-06,8.296745036913869e-07,6.170944888327091e-05,8.808257869200608e-10,1.1390635632523435e-05,5.901415542359118e-11,9.937647940521177e-10,2.7159456446103966e-06,4.785855251828008e-10,4.769647892720397e-07,2.7979571571621346e-05,4.001523621569079e-10,5.990752486922001e-06,2.29109404279419e-12,1.7871468339187447e-08,4.548756656225285e-12,1.2981002404319655e-16,9.488692453413078e-13,6.687974666176483e-13,9.358264914465024e-18,6.707169036919851e-18
3.21689868758612e-08,0.131076957447878,0.46346346346346345,0.0,0.0,0.0,0.07233557340421248,1.4585978891887747e-07,0.001416668998069357,1.2526009518646083e-06,1.3389971518151686e-07,0.00012322899047466094,8.817565662219744e-06,0.00046128213696956365,1.6223349865021328e-09,0.0,0.4636265712720524,0.0005767729466583289,1.0028726112751118e-05,7.489214526676461e-05,4.214204601600075e-06,2.9990276013820344e-06,8.389330666161072e-07,6.318661454905089e-05,9.019332744805366e-10,1.1821282722119886e-05,6.124531114834679e-11,1.0165561583018014e-09,2.821211788581553e-06,4.971362436533155e-10,4.792689011603868e-07,2.8393069103353557e-05,4.0608463629259945e-10,6.135644754925372e-06,2.3434184820744546e-12,1.8359399727586304e-08,4.9655075377071475e-12,1.4170463365802562e-16,9.893936877051907e-13,7.400915584682932e-13,1.0355860282289337e-17,7.422156495538347e-18
3.2580431276831893e-08,0.13108126312951146,0.46346346346346345,0.0,0.0,0.0,0.0723239356104828,1.5199510592378074e-07,0.0014370326365176701,1.285146782846721e-06,1.3778219523296964e-07,0.00012601759013481872,9.120566439382423e-06,0.00046901763935628353,1.6754279512590467e-09,0.0,0.46363082378846054,0.0005831412809861638,1.0027129862068053e-05,7.494270760266021e-05,4.22871847224095e-06,3.0324189456454357e-06,8.48123742703068e-07,6.467427723206524e-05,9.231916450869976e-10,1.2261241032687553e-05,6.352470774426169e-11,1.0395607891978409e-09,2.9289352530737667e-06,5.161200448352085e-10,4.815742478611542e-07,2.880751119583031e-05,4.1203078222115167e-10,6.28192720270176e-06,2.396240422139471e-12,1.8852753498589723e-08,5.413525908273065e-12,1.5449182724126182e-16,1.0310115448114088e-12,8.178012020160253e-13,1.1443226443021989e-17,8.20148367112917e-18
3.2991875677802585e-08,0.1310855778962013,0.46346346346346345,0.0,0.0,0.0,0.07231225134488475,1.5829335199742558e-07,0.001457418899688944,1.3182476373655553e-06,1.417257229598915e-07,0.00012883184943356032,9.43026844581773e-06,0.00047678834783440995,1.7298244726353319e-09,0.0,0.46363512167342946,0.0005894649848193345,1.0025527138886816e-05,7.499349918422493e-05,4.243122352044554e-06,3.065565334245635e-06,8.572469459739153e-07,6.617222761227994e-05,9.445979087581083e-10,1.271054003234014e-05,6.585249788327819e-11,1.0627769594743693e-09,3.039132222468737e-06,5.355397815267369e-10,4.838809178306281e-07,2.9222890384587263e-05,4.179906668195563e-10,6.429589234952068e-06,2.4495430957158307e-12,1.9351485691358246e-08,5.894633361918689e-12,1.6822362067275285e-16,1.0737346272989649e-12,9.02396975552922e-13,1.2626948053045953e-17,9.049869860466994e-18
3.340332007877328e-08,0.13108990167096526,0.46346346346346345,0.0,0.0,0.0,0.07230052096224321,1.647562527236783e-07,0.0014778276187318664,1.3519109984173734e-06,1.457304570058722e-07,0.00013167157761780396,9.746736805431747e-06,0.00048459386140174536,1.7855436669849602e-09,0.0,0.46363946456865585,0.000595744336567715,1.0023917992508215e-05,7.504452053359898e-05,4.257416924897488e-06,3.098468261462987e-06,8.663030886016984e-07,6.768025951765353e-05,9.661491918648912e-10,1.3169207373295922e-05,6.822882483458548e-11,1.0862033872719526e-09,3.151818511306886e-06,5.553982413387981e-10,4.861889967599875e-07,2.963919924310947e-05,4.2396431812844603e-10,6.578620334956383e-06,2.5033845962782737e-12,1.985555260673339e-08,6.410725986266614e-12,1.8295415816909063e-16,1.1175746409427333e-12,9.943760188994755e-13,1.3913981436149097e-17,9.972300738563842e-18
3.381476447974397e-08,0.1310942343772811,0.46346346346346345,0.0,0.0,0.0,0.07228874481520554,1.7138551831477954e-07,0.0014982586262026428,1.386144420934786e-06,1.497965531882649e-07,0.000134536585123202,1.0070036232220405e-05,0.0004924337812912476,1.8426046343292484e-09,0.0,0.46364385211810005,0.0006019796131143609,1.0022302471929166e-05,7.509577159398722e-05,4.271602871552845e-06,3.131129214934154e-06,8.752925808007038e-07,6.919816987951665e-05,9.87842560859852e-10,1.363726892701154e-05,7.065382263328183e-11,1.1098383986184509e-09,3.267009569322964e-06,5.756981475847629e-10,4.88498567595295e-07,3.005643038347016e-05,4.2995152119688557e-10,6.729010063862649e-06,2.5577183206016044e-12,2.036491080278027e-08,6.963775986621318e-12,1.9873975875538592e-16,1.1625431872439951e-12,1.0942630626401986e-12,1.531166898531257e-17,1.0974038680596567e-17
3.422620888071466e-08,0.1310985759390758,0.46346346346346345,0.0,0.0,0.0,0.07227692325425235,1.7818284369666931e-07,0.0015187117559868233,1.4209555307361899e-06,1.5392416452698383e-07,0.0001374266835686676,1.0400231025519809e-05,0.0005003077109680433,1.9010264562119193e-09,0.0,0.4636482839679743,0.0006081710897593607,1.0020680625844007e-05,7.514725180741337e-05,4.285680869434749e-06,3.1635496752498524e-06,8.8421583073372e-07,7.072575868804361e-05,1.0096751399045006e-09,1.411474881875786e-05,7.312761626903763e-11,1.1336801914296365e-09,3.3847204864213836e-06,5.964421601499147e-10,4.908097105614515e-07,3.0474576456249502e-05,4.3595210475962204e-10,6.8807480599767755e-06,2.612509047589485e-12,2.0879517090655134e-08,7.555833302645556e-12,2.1563896252970786e-16,1.2086517640078997e-12,1.2026114766419423e-12,1.682775383431694e-17,1.2060633277215624e-17
3.4637653281685354e-08,0.13110292628071704,0.46346346346346345,0.0,0.0,0.0,0.07226505662770896,1.8514990859322106e-07,0.001539186843230525,1.4563520234845396e-06,1.581134412734371e-07,0.00014034168575010472,1.0737385065397085e-05,0.0005082152561258496,1.9608281935893664e-09,0.0,0.4636527597667308,0.0006143190401735587,1.0019052502645913e-05,7.519896018272236e-05,4.299651592474231e-06,3.195731115616094e-06,8.930732444345055e-07,7.226282894815885e-05,1.0316442088818395e-09,1.4601669461648662e-05,7.565032186937967e-11,1.1577275980584391e-09,3.5049659975916492e-06,6.176328763623481e-10,4.93122503188592e-07,3.089363015049247e-05,4.4196615387718577e-10,7.033824038064363e-06,2.6678384472683087e-12,2.1399328530771197e-08,8.18902721685479e-12,2.337125766972602e-16,1.2559117659117544e-12,1.3200043376107242e-12,1.8470394795748675e-17,1.323793204078626e-17
3.5049097682656046e-08,0.13110728532700527,0.46346346346346345,0.0,0.0,0.0,0.07225314528175704,1.9228837760947536e-07,0.0015596837242798636,1.4923416636541938e-06,1.6236453093953874e-07,0.0001432814056360576,1.1081561808180094e-05,0.0005161560246828842,2.022028884924305e-09,0.0,0.4636572791650495,0.0006204237363608843,1.001741815042839e-05,7.525089535504595e-05,4.313515710971693e-06,3.2276750015708306e-06,9.018652257435115e-07,7.380918663621986e-05,1.05374696092888e-09,1.5098051590133078e-05,7.822204685467566e-11,1.1819790176583791e-09,3.6277604877645554e-06,6.392728318536315e-10,4.954370203414547e-07,3.1313584194398894e-05,4.4799344969428427e-10,7.188227788673404e-06,2.723659494326694e-12,2.1924302429237545e-08,8.865567954148987e-12,2.5302372135194734e-16,1.3043344850743713e-12,1.4470555154318265e-12,2.0248181561835348e-17,1.4512091300002275e-17
3.546054208362674e-08,0.1311116530031665,0.46346346346346345,0.0,0.0,0.0,0.07224118956044644,1.9959990031395366e-07,0.0015802022366275936,1.5289322835047535e-06,1.6667757832674932e-07,0.00014624565836159973,1.1432824282124263e-05,0.0005241296267773255,2.0846475441318557e-09,0.0,0.4636618418158255,0.0006264854486281645,1.0015777616986814e-05,7.530305563779578e-05,4.3272738914826e-06,3.2593827907488886e-06,9.105921762551452e-07,7.536464065681096e-05,1.0759806191105028e-09,1.5603914292948757e-05,8.084289011855842e-11,1.2064325306173599e-09,3.7531179966091185e-06,6.613645013943127e-10,4.977533342515162e-07,3.173443135514786e-05,4.5403376052382994e-10,7.3439491774550076e-06,2.7799087292747685e-12,2.2454396334548326e-08,9.587748271622517e-12,2.736378749836605e-16,1.353931111613661e-12,1.5844107780272778e-12,2.2170150164389682e-17,1.5889587280205863e-17
3.587198648459743e-08,0.13111602923484583,0.46346346346346345,0.0,0.0,0.0,0.0722291898057074,2.07086111320127e-07,0.0016007422188660447,1.5661317820609396e-06,1.7105272555510013e-07,0.00014923426022088663,1.1791235083214845e-05,0.000532135674762386,2.148703158515661e-09,0.0,0.46366644737415597,0.0006325044455614533,1.0014130949820043e-05,7.535543906811523e-05,4.340926796724328e-06,3.2908559326889846e-06,9.192544952750912e-07,7.692900279995651e-05,1.0983426164706756e-09,1.6119275045546606e-05,8.351294220906895e-11,1.2310870878385618e-09,3.8810522232707355e-06,6.839102997330133e-10,5.000715145500397e-07,3.215616443859221e-05,4.6008724123385695e-10,7.5009781444921585e-06,2.8366962527440276e-12,2.2989568034500685e-08,1.0357945037914182e-11,2.9562291969023027e-16,1.404712734194314e-12,1.7327489144546434e-12,2.4245798689998905e-17,1.7377227366644896e-17
3.628343088556812e-08,0.13112041394810234,0.46346346346346345,0.0,0.0,0.0,0.07221714635736291,2.1474863036710672e-07,0.0016213035106455778,1.603948124097686e-06,1.7549011209216076e-07,0.00015224702866256144,1.2156856371102856e-05,0.000540173783201049,2.2142146869865702e-09,0.0,0.46367109549732816,0.0006384809940080208,1.001247819613205e-05,7.540804344660549e-05,4.354475085500432e-06,3.322095868677377e-06,9.278525797863827e-07,7.85020876993267e-05,1.120830274050476e-09,1.6644149742001966e-05,8.623228546917093e-11,1.2559412080874748e-09,4.011576531051477e-06,7.06912582429637e-10,5.023916283029222e-07,3.257877629006565e-05,4.661536838069464e-10,7.659304703653697e-06,2.8939818067917066e-12,2.352977555332201e-08,1.1178620801382266e-11,3.190491860735521e-16,1.4566903405810233e-12,1.8927828759612158e-12,2.6485103246458606e-17,1.8982161547800395e-17
3.6694875286538814e-08,0.1311248070694033,0.46346346346346345,0.0,0.0,0.0,0.07220505955314228,2.2258906240729343e-07,0.001641885952634314,1.6423893390327634e-06,1.7998987478469337e-07,0.00015528378228280707,1.2529749864788484e-05,0.0005482435688599854,2.2812010579106763e-09,0.0,0.46367578584480346,0.0006444153590619702,1.0010819402833794e-05,7.546086637541108e-05,4.367919412634053e-06,3.353104031611588e-06,9.363868244207081e-07,8.008371278652307e-05,1.1434409185282526e-09,1.7178552729422596e-05,8.900099422517934e-11,1.280992864194235e-09,4.144703952475997e-06,7.30373646734379e-10,5.047137400497275e-07,3.300225979413823e-05,4.72232821442717e-10,7.818918941880422e-06,2.9516834146238316e-12,2.4074977148765123e-08,1.2052325495023024e-11,3.439895020552258e-16,1.509874818233107e-12,2.065261045715873e-12,2.889853572975592e-17,2.071189514918799e-17
3.7106319687509506e-08,0.13112920852562263,0.46346346346346345,0.0,0.0,0.0,0.07219292972869147,2.3060899767004442e-07,0.0016624893864937002,1.6814635201164265e-06,1.8455214788160584e-07,0.0001583443408183512,1.2909976839611076e-05,0.0005563446507047676,2.3496811674974384e-09,0.0,0.46368051807820826,0.0006503078040588732,1.0009154616544579e-05,7.55139052808566e-05,4.381260428936262e-06,3.38388184593362e-06,9.44857621444981e-07,8.167369825798885e-05,1.1661720759270513e-09,1.772249683263104e-05,9.181913492830199e-11,1.3062410293874513e-09,4.2804471929479635e-06,7.542957322410381e-10,5.070379118350165e-07,3.3426607874227064e-05,4.783247448498799e-10,7.979811018668099e-06,3.009886564460789e-12,2.4625131310152118e-08,1.2981697674762562e-11,3.7051922833686604e-16,1.5642769547300679e-12,2.2509681937826458e-12,3.1497077186732823e-17,2.2574298410533066e-17
3.75177640884802e-08,0.13113361824402645,0.46346346346346345,0.0,0.0,0.0,0.07218075721758614,2.3881001174408577e-07,0.0016831136548470763,1.721178823384105e-06,1.8917706306419926e-07,0.00016142852514149968,1.329759812338026e-05,0.000564476649893649,2.41967387798883e-09,0.0,0.4636852918613192,0.0006561585905689917,1.0007483883593893e-05,7.556715744254455e-05,4.394498781165204e-06,3.4144307275445707e-06,9.532653607443904e-07,8.327186703276012e-05,1.1890212029431651e-09,1.8275993386057865e-05,9.468676629999517e-11,1.3316841359727338e-09,4.4188186354761374e-06,7.786810217185949e-10,5.093642032492013e-07,3.385181349321733e-05,4.844292995894889e-10,8.141971165414945e-06,3.0685662501152414e-12,2.5180196755772192e-08,1.396946612454318e-11,3.9871630436453233e-16,1.619907438337204e-12,2.4507267180648827e-12,3.429223517925165e-17,2.4577618930868584e-17
3.792920848945089e-08,0.13113803615228356,0.46346346346346345,0.0,0.0,0.0,0.0721685423513452,2.4719366566125955e-07,0.0017037586012511022,1.7615434665855707e-06,1.938647494765585e-07,0.0001645361572524267,1.369267409254565e-05,0.0005726391897709853,2.4911980156330506e-09,0.0,0.46369010686004897,0.0006619679783939165,1.0005807250023261e-05,7.56206200194042e-05,4.407635111994948e-06,3.444752083740828e-06,9.616104298108554e-07,8.487804470937631e-05,1.2119858058815552e-09,1.8839052265869344e-05,9.760393950746695e-11,1.357320644049039e-09,4.5598303454544326e-06,8.035316419523781e-10,5.116926714704499e-07,3.427786965320597e-05,4.905463599103185e-10,8.305389684749956e-06,3.1277084272976994e-12,2.5740132430479965e-08,1.501845148287619e-11,4.2866129491276644e-16,1.6767768585712344e-12,2.6653979323407073e-12,3.729606180729555e-17,2.6730494585899183e-17
3.834065289042158e-08,0.1311424621784548,0.46346346346346345,0.0,0.0,0.0,0.0721562854594438,2.5576150597536295e-07,0.0017244240701727242,1.8025657281705813e-06,1.9861533375402426e-07,0.00016766706027231286,1.4095264668715739e-05,0.0005808318958607504,2.564272368845208e-09,0.0,0.46369496274243344,0.0006677362255674181,1.0004124761588028e-05,7.567429007019118e-05,4.420670059999359e-06,3.474847313180228e-06,9.69893213738459e-07,8.64920595257338e-05,1.2350634481355797e-09,1.9411681919856575e-05,1.0057069831904228e-10,1.3831491488312954e-09,4.70349407513059e-06,8.288496645326682e-10,5.140233713026104e-07,3.470476939548366e-05,4.966758445064406e-10,8.470056949908902e-06,3.1873198704702137e-12,2.6304897503665884e-08,1.6131567768421805e-11,4.604374337826391e-16,1.7348957067346922e-12,2.8958833113307853e-12,4.0521171130834797e-17,2.904196601445405e-17
3.8752097291392274e-08,0.1311468962509904,0.46346346346346345,0.0,0.0,0.0,0.07214398686932581,2.645150648379134e-07,0.001745109906969965,1.8442539463099792e-06,2.034289400506149e-07,0.00017082105843700164,1.4505429315429587e-05,0.0005890543958600857,2.638915686478691e-09,0.0,0.4636998591786175,0.0006734635883592511,1.0002436463759135e-05,7.572816457013025e-05,4.433604259645876e-06,3.5047178058690602e-06,9.781140952235894e-07,8.811374232087868e-05,1.2582517167272813e-09,1.9993889395813748e-05,1.0358707924875746e-10,1.4091681819780678e-09,4.8498212678683645e-06,8.546371066056967e-10,5.163563552131696e-07,3.5132505800593346e-05,5.028176427763976e-10,8.635963404140661e-06,3.2473937085402627e-12,2.6874451367405303e-08,1.7311823839925684e-11,4.94130665624775e-16,1.7942743764307281e-12,3.1431257152685126e-12,4.3980756304876925e-17,3.1521488899375344e-17
3.9163541692362966e-08,0.1311513382987267,0.46346346346346345,0.0,0.0,0.0,0.07213164690641637,2.7345586007356717e-07,0.0017658159578746492,1.886616517918482e-06,2.0830569006638213e-07,0.00017399797709029716,1.4923227035043361e-05,0.0005973063196327339,2.7151466760947023e-09,0.0,0.46370479584084284,0.0006791503212807638,1.0000742401724854e-05,7.578224042555848e-05,4.446438341295206e-06,3.5343649431608803e-06,9.862734545677787e-07,8.974292649723616e-05,1.2815482387864528e-09,2.0585680369487634e-05,1.066531117024406e-10,1.4353762991110225e-09,4.998823062361025e-06,8.808959316162334e-10,5.186916733727323e-07,3.556107198827046e-05,5.089716534489146e-10,8.80309956011888e-06,3.307926828438114e-12,2.744875363465067e-08,1.8562324843042514e-11,5.298296873910183e-16,1.8549231640743413e-12,3.4081106305020557e-12,4.768860693884591e-17,3.4178946409185845e-17
3.957498609333366e-08,0.13115578825088406,0.46346346346346345,0.0,0.0,0.0,0.07211926589413448,2.825853952560586e-07,0.0017865420699764115,1.9296618976676653e-06,2.132457030748803e-07,0.00017719764267729477,1.5348716365688628e-05,0.0006055872992023173,2.7929840022448065e-09,0.0,0.4637097724034343,0.0006847966770918967,9.999042620392576e-06,7.58365144872086e-05,4.459172931205397e-06,3.5637900977639975e-06,9.94371669682654e-07,9.137944798289913e-05,1.3049506784807722e-09,2.118705917244198e-05,1.0976881812187465e-10,1.4617720753138725e-09,5.150510296846427e-06,9.076280500506529e-10,5.210293736953457e-07,3.599046111742085e-05,5.151377785406017e-10,8.971455999354032e-06,3.3689175266798046e-12,2.8027764137473542e-08,1.9886273659822454e-11,5.676259898664515e-16,1.9168522694075518e-12,3.691867438015255e-12,5.1659126846622024e-17,3.7024661919747833e-17
4.039787489527504e-08,0.1311647115872432,0.46346346346346345,0.0,0.0,0.0,0.07209438200520198,3.014166291200169e-07,0.0018280538703054538,2.0178351809842147e-06,2.233159832549727e-07,0.00018366452588471088,1.622300166767428e-05,0.0006222349645703694,2.9535520934689486e-09,0.0,0.4637198439373216,0.0006959692597390072,9.995626078073702e-06,7.594564444465167e-05,4.484346120411262e-06,3.621979906690517e-06,1.0103861669933828e-06,9.467385891986155e-05,1.3520641359621691e-09,2.2418591094709045e-05,1.1614930896026965e-10,1.5151209136503255e-09,5.461982970396158e-06,9.6251955032429e-10,5.257121014873754e-07,3.685168103134624e-05,5.275059691357073e-10,9.311792393085695e-06,3.4922584787565186e-12,2.919975026138281e-08,2.2767826619010864e-11,6.498907038155451e-16,2.044591752939491e-12,4.3200443019778316e-12,6.044900873403301e-17,4.3324467536971763e-17
4.1220763697216426e-08,0.13117366570144415,0.46346346346346345,0.0,0.0,0.0,0.07206933775024221,3.21020512905539e-07,0.0018696441013176307,2.1088425507743694e-06,2.336406872895089e-07,0.00019022034138899228,1.7128744132316454e-05,0.0006389944910864963,3.1207683517617314e-09,0.0,0.46373007121603227,0.0007069833237135459,9.992187190512336e-06,7.605552854138056e-05,4.509128755729569e-06,3.679298042332649e-06,1.0261605629937915e-06,9.799571165196945e-05,1.3995740892386234e-09,2.3688493974960275e-05,1.2272859742115134e-10,1.5692034210459821e-09,5.784320144240179e-06,1.0193258601613623e-09,5.304048782588836e-07,3.771611159560299e-05,5.399214220823067e-10,9.656898591978766e-06,3.6173937157748734e-12,3.039009271880205e-08,2.598411520395067e-11,7.417141781283529e-16,2.177572511205914e-12,5.036819232121536e-12,7.047861598403094e-17,5.0512798184813026e-17
4.204365249915781e-08,0.13118265004087895,0.46346346346346345,0.0,0.0,0.0,0.07204413564565695,3.4140856978892546e-07,0.001911311569324416,2.2027536238191286e-06,2.442206847281013e-07,0.00019686373972223632,1.8066395070740458e-05,0.0006558630119965565,3.294780376704405e-09,0.0,0.46374045170782585,0.0007178408290455606,9.988726307035394e-06,7.61661405836509e-05,4.53352570089278e-06,3.7357551778677025e-06,1.0416977959108345e-06,0.00010134378082596954,1.4474630788737115e-09,2.499675679688191e-05,1.2950662643061038e-10,1.624008464661115e-09,6.117598123257316e-06,1.0780604301620703e-09,5.351080101136568e-07,3.858369948748934e-05,5.523833544748608e-10,1.0006701668282954e-05,3.744300804224569e-12,3.159847789984437e-08,2.9564423963569706e-11,8.439330150479029e-16,2.3158727136059666e-12,5.8521395927434445e-12,8.188713903808644e-17,5.868941322590023e-17
4.2866541301099194e-08,0.13119166405878574,0.46346346346346345,0.0,0.0,0.0,0.07201877817694971,3.6259210213839647e-07,0.0019530550932674168,2.2996388462477835e-06,2.5505680884168004e-07,0.00020359338839690634,1.9036398111909482e-05,0.0006728376944332252,3.475734922487929e-09,0.0,0.46375098291303335,0.0007285437087985354,9.98524377264577e-06,7.627745430880584e-05,4.557541755633292e-06,3.7913618514643456e-06,1.0570007668249978e-06,0.00010471687803880612,1.4957141691524064e-09,2.634334957547521e-05,1.3648324063908495e-10,1.6795250518720218e-09,6.461888794196594e-06,1.1387359321841528e-09,5.398217708824564e-07,3.945439200652616e-05,5.648909926496958e-10,1.0361129741323773e-05,3.872957569228445e-12,3.2824595559880875e-08,3.3539735152996796e-11,9.574323570348121e-16,2.4595690316590633e-12,6.77678221036865e-12,9.482537475439445e-17,6.796239047441222e-17
