Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182),C6H10(185)
7.049041044635132e-10,0.1307894445767764,0.46346346346346345,0.0,0.0,0.0,0.07306054165553208,3.637373742456213e-14,8.340333628506413e-06,7.908113838750306e-10,6.296266574072737e-11,3.376217861476606e-07,1.0462724316317623e-09,4.6948094694223085e-06,3.1283271947299207e-12,0.0,0.46346346932391713,1.6442909211363563e-06,5.760461627543947e-06,9.996538019744142e-06,2.723899323949544e-06,1.6016170286323894e-08,5.518412848356407e-09,1.4455365212729608e-08,2.0595459255684813e-13,7.707796756447494e-11,3.9932506948491117e-16,2.780370051488741e-12,3.003962441016727e-11,5.2522225549125425e-15,2.0581050847611542e-07,1.919025640210214e-07,2.7312122356037617e-12,9.250379946942384e-10,2.1965380529422485e-14,2.5432325870137936e-13,1.6826968084578335e-23,4.797735887238838e-28,2.4594850265400974e-19,6.158725445116806e-26,8.287632015984745e-31,5.826980086981115e-31,2.6584143870947166e-28,1.8764576855050868e-28
7.272163500121065e-10,0.13078955650578356,0.46346346346346345,0.0,0.0,0.0,0.07306014454284339,4.1158326735406854e-14,8.76905708624531e-06,8.438675192858169e-10,6.611432276037263e-11,3.5678666711262456e-07,1.1323848037884467e-09,4.907077958087113e-06,3.296874732613364e-12,0.0,0.4634634699204748,1.7471675160856205e-06,5.875174272941741e-06,1.0337478808884828e-05,2.740031652362834e-06,1.6471791688262332e-08,5.648367747087145e-09,1.5176816205090422e-08,2.1623404154984077e-13,8.344528182801753e-11,4.3231318171346385e-16,2.9383852506998074e-12,3.2648302722342224e-11,5.709755854668654e-15,2.110443507936021e-07,2.0263623304939596e-07,2.883990140643277e-12,1.0093665882760697e-09,2.2633022070590993e-14,2.78982694645001e-13,2.0516293181163483e-23,5.8496638145164235e-28,2.7832793139797955e-19,7.750765169122699e-26,1.0430116083511695e-30,7.33333760789662e-31,3.453720269658538e-28,2.438136352687149e-28
7.495285955606998e-10,0.13078966935174358,0.46346346346346345,0.0,0.0,0.0,0.07305974738773284,4.639944586812258e-14,9.204230870104986e-06,8.987302038935396e-10,6.931266626694594e-11,3.7628643406436473e-07,1.2223327299313411e-09,5.120558452481822e-06,3.468436118170725e-12,0.0,0.46346347055602716,1.8529777583848268e-06,5.986871129508809e-06,1.0678777159521656e-05,2.754864789813085e-06,1.693175756193744e-08,5.781938766177178e-09,1.59150967381298e-08,2.267533060355389e-13,9.012548169502848e-11,4.669223224504549e-16,3.099166774754455e-12,3.539296984891231e-11,6.191209347772038e-15,2.160776128146747e-07,2.1357605777342406e-07,3.0397034148956387e-12,1.0983046382203023e-09,2.3298718922820458e-14,3.0519364422107423e-13,2.486170977939162e-23,7.088665290574296e-28,3.137994042441247e-19,9.685062748336729e-26,1.3033224127303943e-30,9.163551393819101e-31,4.450673362903385e-28,3.1423259863105943e-28
7.718408411092931e-10,0.13078978309026446,0.46346346346346345,0.0,0.0,0.0,0.07305935018899194,5.212539969771969e-14,9.645687081508245e-06,9.55403388965025e-10,7.255714306557574e-11,3.961072358074936e-07,1.3161389910533248e-09,5.33515497092064e-06,3.642943124578558e-12,0.0,0.46346347123176246,1.9617032267893185e-06,6.095631443811374e-06,1.1020357078917426e-05,2.768505711706775e-06,1.7396498010297468e-08,5.9192004571452334e-09,1.6670675289672324e-08,2.3751906148500546e-13,9.712583159096232e-11,5.031901278851061e-16,3.2626002273137595e-12,3.827647795482614e-11,6.697085647597872e-15,2.2091395506448685e-07,2.247165116558444e-07,3.1982734366908887e-12,1.1919365097152365e-09,2.3962432240330555e-14,3.3300662636501425e-13,2.995464920346058e-23,8.540811007488295e-28,3.5255477111642125e-19,1.2021302174235009e-25,1.6177288186303964e-30,1.1374100405866201e-30,5.691804451349015e-28,4.019112085771972e-28
7.941530866578863e-10,0.13078989769820676,0.46346346346346345,0.0,0.0,0.0,0.07305895294542034,5.836540527654788e-14,1.0093267165866383e-05,1.0138906851779594e-09,7.584729454210426e-11,4.162357210519985e-07,1.4138247823470693e-09,5.550779484215828e-06,3.8203303855740545e-12,0.0,0.4634634719488624,2.0733255982641104e-06,6.201532379976942e-06,1.1362145049896247e-05,2.7810525571843166e-06,1.7866422472208088e-08,6.060213923165092e-09,1.7444028949163263e-08,2.4853810610116024e-13,1.0445379766624108e-10,5.411552793249294e-16,3.428575336487514e-12,4.130168472797706e-11,7.227888311565202e-15,2.255574644006099e-07,2.3605221592386277e-07,3.3596236864373713e-12,1.2903441590729932e-09,2.4624126406492766e-14,3.6247275008494973e-13,3.589604443761451e-23,1.0234881025075037e-27,3.947920679155905e-19,1.4827323855364837e-25,1.9953619794426874e-30,1.4029182715137097e-30,7.226925771391143e-28,5.103737415523574e-28
8.164653322064796e-10,0.13079001315369126,0.46346346346346345,0.0,0.0,0.0,0.07305855565582586,6.514960265827623e-14,1.0546821222018551e-05,1.0741953741793415e-09,7.918274936037763e-11,4.366590357588867e-07,1.5154098490762622e-09,5.767351256780586e-06,4.000535221331877e-12,0.0,0.4634634727085023,2.1878266598753152e-06,6.304649074445709e-06,1.170406996218054e-05,2.792595363995172e-06,1.834192055139415e-08,6.205028681209422e-09,1.8235641773120763e-08,2.598173373875063e-13,1.1211705111178835e-10,5.80857520374604e-16,3.5969859334797375e-12,4.447145504003379e-11,7.784122136747046e-15,2.3001257736953439e-07,2.475779355285094e-07,3.523679689139492e-12,1.3936071982619186e-09,2.5283769172050873e-14,3.9364374118011505e-13,4.279701371922374e-23,1.2202559701423129e-27,4.407155898605014e-19,1.817995387810062e-25,2.4465626462846422e-30,1.7201500402813316e-30,9.114105804211438e-28,6.437293692346823e-28
8.387775777550729e-10,0.13079012943594376,0.46346346346346345,0.0,0.0,0.0,0.07305815831902444,7.250906619408177e-14,1.1006207367693593e-05,1.1363204198025388e-09,8.256321672995663e-11,4.573648185128028e-07,1.6209126110450453e-09,5.984796243128353e-06,4.183497477421076e-12,0.0,0.4634634735118516,2.305188318274063e-06,6.405054689262693e-06,1.2046063045604042e-05,2.8032167414737593e-06,1.882336281594547e-08,6.353684269101774e-09,1.9046003369404086e-08,2.713637319769528e-13,1.2012347080914776e-10,6.22337670667196e-16,3.767729914876533e-12,4.778866244547856e-11,8.366293426608124e-15,2.342840123410156e-07,2.5928857523196744e-07,3.690368958735998e-12,1.5018029576552462e-09,2.5941331749410995e-14,4.265719674072216e-13,5.0779575521922196e-23,1.4478639574874534e-27,4.90535968037694e-19,2.2165892583769374e-25,2.9830008047386575e-30,2.0973100615122335e-30,1.142074299963821e-27,8.067483674345277e-28
8.610898233036662e-10,0.13079024652525825,0.46346346346346345,0.0,0.0,0.0,0.07305776093383988,8.047581626367453e-14,1.1471291155443663e-05,1.2002684789595446e-09,8.598848018672128e-11,4.783411942295267e-07,1.730350276805563e-09,6.2030465342248095e-06,4.369159375571622e-12,0.0,0.4634634743600727,2.425392607103203e-06,6.5028204639801256e-06,1.2388057805108728e-05,2.8129924878100358e-06,1.9311101569513867e-08,6.506211633988019e-09,1.987560767741843e-08,2.831843282522755e-13,1.2848114541216553e-10,6.656376366501625e-16,3.940709191141351e-12,5.125619053985442e-11,8.97491023262235e-15,2.3837670942473755e-07,2.711791758143671e-07,3.8596209441381315e-12,1.6150065470881407e-09,2.659678886804168e-14,4.613104621519166e-13,5.99773951554227e-23,1.710123426206201e-27,5.444702489053416e-19,2.6882663700504266e-25,3.6178034670757015e-30,2.5436273946438136e-30,1.4224742939967602e-27,1.004945688502914e-27
8.834020688522595e-10,0.1307903644029053,0.46346346346346345,0.0,0.0,0.0,0.0730573634991038,8.908283142658865e-14,1.1941945036554325e-05,1.2660419122087378e-09,8.94583918627973e-11,4.995767663796121e-07,1.8437389481182679e-09,6.422039851178963e-06,4.557465375689096e-12,0.0,0.4634634752543222,2.54842169250985e-06,6.5980157661715e-06,1.2729989957521607e-05,2.8219921544232056e-06,1.980547159402477e-08,6.662634322753637e-09,2.0724951925738626e-08,2.952862114944114e-13,1.3719837491520657e-10,7.108004197110097e-16,4.1158296227961364e-12,5.4876934188439126e-11,9.610482572783937e-15,2.422957776737429e-07,2.8324491039791883e-07,4.031366976936994e-12,1.7332909152308057e-09,2.7250118796276382e-14,4.979129465619109e-13,7.053656444729125e-23,2.0112000789972968e-27,6.027419766529459e-19,3.243962774187689e-25,4.3656911200798945e-30,3.0694513665630864e-30,1.7615807541499086e-27,1.2446725116260476e-27
9.057143144008528e-10,0.13079048305107385,0.46346346346346345,0.0,0.0,0.0,0.07305696601365565,9.836406095791723e-14,1.2418047867739647e-05,1.3336427940124815e-09,9.297286719333894e-11,5.210606080215531e-07,1.9610937157309245e-09,6.641719081084834e-06,4.748362047930859e-12,0.0,0.4634634761957497,2.67425787707674e-06,6.690708140617374e-06,1.3071797370031455e-05,2.8302795632353654e-06,2.0306790864864794e-08,6.8229695091991355e-09,2.159453573580144e-08,3.0767650111189347e-13,1.4628367180041224e-10,7.57870122121882e-16,4.2930009467189915e-12,5.865380064526508e-11,1.0273522630562934e-14,2.460464486373963e-07,2.954810808807066e-07,4.205540220670779e-12,1.8567269073582847e-09,2.7901303335258298e-14,5.364338501742447e-13,8.261641503442449e-23,2.3556371512495142e-27,6.655812781736531e-19,3.895906174087368e-25,5.243123107295528e-30,3.686353774508022e-30,2.16968426622506e-27,1.533216227343839e-27
9.280265599494461e-10,0.13079060245280635,0.46346346346346345,0.0,0.0,0.0,0.0730565684763425,1.0835443774015282e-13,1.289948445680465e-05,1.403072922693321e-09,9.653188002256979e-11,5.427822518660861e-07,2.082428747260142e-09,6.862031851194748e-06,4.941797953973174e-12,0.0,0.46346347718549863,2.802883602406498e-06,6.78096335720018e-06,1.341342000031553e-05,2.8379132811131574e-06,2.0815361239170533e-08,6.987228882895523e-09,2.2484860349213285e-08,3.2036233963150337e-13,1.5574576183028366e-10,8.068919511464633e-16,4.472136694416723e-12,6.258971057665284e-11,1.0964544936831717e-14,2.4963403556790453e-07,3.0788311447505906e-07,4.38207562158014e-12,1.9853833215678914e-09,2.855032778765361e-14,5.769283300427538e-13,9.639036619991435e-23,2.748379587822161e-27,7.33224950456943e-19,4.657730817930938e-25,6.2684523311275364e-30,4.4072376401150145e-30,2.6585491919098256e-27,1.8789094150091147e-27
9.503388054980392e-10,0.13079072259194405,0.46346346346346345,0.0,0.0,0.0,0.07305617088601904,1.1908989148297144e-13,1.3386145143909356e-05,1.4743338300978424e-09,1.0013545807526391e-10,5.647316795544832e-07,2.2077573678660373e-09,7.08293013806285e-06,5.137723536700189e-12,0.0,0.46346347822470635,2.9342814505541385e-06,6.868845457546094e-06,1.3754799838265865e-05,2.844947055235465e-06,2.1331469117981742e-08,7.155419419104243e-09,2.339642796121325e-08,3.3335088320142023e-13,1.6559358453701415e-10,8.579122215757103e-16,4.653154103764563e-12,6.668759900041527e-11,1.1684066536764976e-14,2.530638976806111e-07,3.204465603458986e-07,4.5609098607857996e-12,2.119326963494515e-09,2.919718090684692e-14,6.194522883909958e-13,1.1204680813408639e-22,3.1947992300271715e-27,8.05916550210583e-19,5.544599583886435e-25,7.462089642200084e-30,5.246452772820613e-30,3.241580443484598e-27,2.2912483663496775e-27
9.726510510466325e-10,0.13079084345307357,0.46346346346346345,0.0,0.0,0.0,0.0730557732415474,1.3060736224664093e-13,1.3877925415851767e-05,1.5474267909746626e-09,1.0378367876811022e-10,5.868993102891299e-07,2.3370921342497786e-09,7.304369909079303e-06,5.3360910177250805e-12,0.0,0.4634634793145032,3.0684341444552077e-06,6.954416800441383e-06,1.4095880849278852e-05,2.851430212272094e-06,2.1855386082883408e-08,7.327544043432447e-09,2.4329741147976097e-08,3.4664929343137834e-13,1.7583629344480204e-10,9.109783568801119e-16,4.835974025350862e-12,7.09504161486055e-11,1.2432607143116802e-14,2.5634140900985386e-07,3.331670863457839e-07,4.74198130784137e-12,2.258622699559961e-09,2.984185482976402e-14,6.640623888071815e-13,1.2979002167003205e-22,3.700721042761264e-27,8.83906485546806e-19,6.573333563747621e-25,8.846678328850206e-30,6.2199184327857544e-30,3.934004493041638e-27,2.7810217580553902e-27
9.949632965952258e-10,0.130790965021479,0.46346346346346345,0.0,0.0,0.0,0.07305537554179714,1.429448142439483e-13,1.4374725550811163e-05,1.6223528320737723e-09,1.0747666533548007e-10,6.092759889479185e-07,2.470444902498516e-09,7.5263107938421895e-06,5.5368543021583116e-12,0.0,0.4634634804560136,3.2053245474909774e-06,7.037738106053556e-06,1.443660891906818e-05,2.857408024228609e-06,2.238736950783762e-08,7.503602204384859e-09,2.528530237590578e-08,3.6026473040097047e-13,1.8648325605995398e-10,9.661388891587628e-16,5.020520824547319e-12,7.538112826144304e-11,1.3210689277230578e-14,2.5947193141255745e-07,3.4604047584321343e-07,4.9252299756134154e-12,2.4033335087956477e-09,3.0484344993323574e-14,7.108160710051263e-13,1.498411355029757e-22,4.272450410561678e-27,9.67452109562338e-19,7.762549448752041e-25,1.0447279115975899e-29,7.345253380934805e-30,4.753065474336006e-27,3.36045008852717e-27
9.999999999999999e-10,0.13079108728309663,0.46346346346346345,0.0,0.0,0.0,0.07305528575841368,1.4584726046571485e-13,1.4487556434873184e-05,1.6395201123949216e-09,1.0831651913680824e-10,6.14355253182388e-07,2.5011046231440638e-09,7.576476569520726e-06,5.58250089463416e-12,0.0,0.4634634807209642,3.2366028082187785e-06,7.056241636040773e-06,1.4513469685302963e-05,2.8586918601811752e-06,2.2508599201096512e-08,7.543888961250136e-09,2.550413756371368e-08,3.633828349026672e-13,1.889435779558332e-10,9.788854993136037e-16,5.062411328031414e-12,7.640483836081975e-11,1.3390472206954682e-14,2.601588189155245e-07,3.489672032798567e-07,4.966891201475044e-12,2.4367555908132064e-09,3.062907659254108e-14,7.216726348842786e-13,1.5471087021828464e-22,4.411304225643564e-27,9.871070739548093e-19,8.055271568878444e-25,1.0841264977569134e-29,7.622252739905263e-30,4.9574296696570364e-27,3.505035518416132e-27
1.017275542143819e-09,0.13079108728309663,0.46346346346346345,0.0,0.0,0.0,0.07305497778564511,1.5614124989509682e-13,1.4876450291035305e-05,1.6991127409747107e-09,1.1121458324467659e-10,6.318529738087513e-07,2.6078268902933146e-09,7.748715782856995e-06,5.7399688900469145e-12,0.0,0.4634634816503552,3.344935662327202e-06,7.118868498988738e-06,1.477693179995982e-05,2.8629220437642835e-06,2.2927663146938816e-08,7.683590366644494e-09,2.626361358137073e-08,3.742043466716178e-13,1.9754405366268143e-10,1.0234434580610082e-15,5.206722280331811e-12,7.998271831988986e-11,1.401883839912358e-14,2.6246079128251004e-07,3.5906262464070173e-07,5.11059747643863e-12,2.553520533279267e-09,3.112465003928263e-14,7.597715641765253e-13,1.724391219068243e-22,4.91680153150272e-27,1.056817815638897e-18,9.132805028364575e-25,1.2291566092091788e-29,8.641913610472836e-30,5.718237270727043e-27,4.043336519503963e-27
1.0395877876924124e-09,0.1307912102244735,0.46346346346346345,0.0,0.0,0.0,0.07305457997197548,1.7023672410985652e-13,1.538300854106645e-05,1.777707074651319e-09,1.1499763687674126e-10,6.54621923999973e-07,2.7492487339726475e-09,7.97155095116683e-06,5.94539179393355e-12,0.0,0.4634634828986396,3.487250629152622e-06,7.197865550217736e-06,1.5116799058626606e-05,2.8680104116636995e-06,2.347649769886949e-08,7.867502436761404e-09,2.7265175810374922e-08,3.8847528215249916e-13,2.0902848093137945e-10,1.0829428088401716e-15,5.394509481804391e-12,8.475818672373099e-11,1.485758302787292e-14,2.653132595630286e-07,3.7222953797919593e-07,5.298026979508718e-12,2.7092431272268085e-09,3.1762771711027504e-14,8.109878989650653e-13,1.97841831955722e-22,5.64112693767192e-27,1.1522751342896035e-18,1.0706753116523851e-24,1.4410033988464087e-29,1.0131338057766204e-29,6.851452511424058e-27,4.845229784189945e-27
1.0619000332410057e-09,0.13079133383272887,0.46346346346346345,0.0,0.0,0.0,0.07305418209967952,1.8527235877220107e-13,1.589431308937601e-05,1.8581361677803541e-09,1.188260664516251e-10,6.775748867742105e-07,2.8947205408873977e-09,8.19478520479211e-06,6.153081462046483e-12,0.0,0.46346348420197175,3.6322527234244364e-06,7.274785317901197e-06,1.5456162025222705e-05,2.8727081388346524e-06,2.4034091348826503e-08,8.055330130728838e-09,2.829048890964244e-08,4.0308465969895995e-13,2.2094654542430021e-10,1.1446887896683365e-15,5.5838167232416075e-12,8.971055192078329e-11,1.5727454853297595e-14,2.6803453469843037e-07,3.8553732762574664e-07,5.487463169440258e-12,2.8705589047783628e-09,3.239871474065069e-14,8.64524918094664e-13,2.263270712958915e-22,6.453348172017546e-27,1.254102831383178e-18,1.2509304230476345e-24,1.6836217248529096e-29,1.1837102600540389e-29,8.177349437032004e-27,5.78359985155093e-27
1.084212278789599e-09,0.13079145809551876,0.46346346346346345,0.0,0.0,0.0,0.07305378416765561,2.012903574036865e-13,1.6410280351529213e-05,1.940400140800827e-09,1.2270014517900493e-10,7.00704284686621e-07,3.0442519374316196e-09,8.418390048110751e-06,6.362997706688801e-12,0.0,0.4634634855614503,3.779925353210769e-06,7.34968238714252e-06,1.5794973743880824e-05,2.8770473649231317e-06,2.460065028867508e-08,8.247063291060174e-09,2.9340051262276784e-08,4.1803958134604384e-13,2.333084669385493e-10,1.2087343483155442e-15,5.774581398348681e-12,9.484285099180741e-11,1.6628988839757283e-14,2.706297282126518e-07,3.9898220904166837e-07,5.678852205989739e-12,3.0375237865134616e-09,3.3032486730140895e-14,9.204432856858757e-13,2.5819371754623585e-22,7.361987652346472e-27,1.3625870075847916e-18,1.4567798357153968e-24,1.9606921339049584e-29,1.3785082660664087e-29,9.723537632982114e-27,6.878027063663678e-27
1.1065245243381922e-09,0.13079158300100277,0.46346346346346345,0.0,0.0,0.0,0.07305338617480918,2.183340199825851e-13,1.6930830133172986e-05,2.024498907730694e-09,1.266201766177537e-10,7.240029027473543e-07,3.1978521130979223e-09,8.642339370482033e-06,6.57510163743416e-12,0.0,0.463463486978168,3.9302520562086336e-06,7.4226099086960195e-06,1.6133188924536415e-05,2.8810575954435897e-06,2.51763692160754e-08,8.442690159887559e-09,3.0414359562142556e-08,4.3334712509375855e-13,2.4612467676341094e-10,1.2751335282815521e-15,5.966743894255413e-12,1.0015814019508458e-10,1.756272332278136e-14,2.731038526360265e-07,4.125604986286057e-07,5.872141684876053e-12,3.2101920447300843e-09,3.366409803056197e-14,9.788044952952927e-13,2.9376288043255804e-22,8.376201753982708e-27,1.4780211988574879e-18,1.69121861515069e-24,2.276246676721921e-29,1.6003624737749054e-29,1.1520883667857228e-26,8.150405490837731e-27
1.1288367698867855e-09,0.13079170853781333,0.46346346346346345,0.0,0.0,0.0,0.07305298812005252,2.3644775789625975e-13,1.745588541124757e-05,2.1104321837474627e-09,1.3058649222813212e-10,7.47463875610656e-07,3.355529860884229e-09,8.866609250525246e-06,6.7893555987606326e-12,0.0,0.4634634884532107,4.0832164965083306e-06,7.493619636657636e-06,1.6470763896043653e-05,2.884765919201953e-06,2.576143181332337e-08,8.64219761401099e-09,3.151390862165379e-08,4.490143421682421e-13,2.594058168434215e-10,1.3439414644598642e-15,6.160247485814656e-12,1.0565949547429131e-10,1.8529200099168736e-14,2.7546181152210106e-07,4.262686110500017e-07,6.067280599676322e-12,3.3886163475209868e-09,3.4293561615742326e-14,1.0396708767140508e-12,3.333791057757839e-22,9.50581514301082e-27,1.6007064778713301e-18,1.9575219919249043e-24,2.6346946278785303e-29,1.852372720742106e-29,1.360381771106458e-26,9.625161276393371e-27
1.1511490154353788e-09,0.13079183469502742,0.46346346346346345,0.0,0.0,0.0,0.07305259000230493,2.556771090047631e-13,1.7985372131928433e-05,2.198199492539232e-09,1.3459944910179687e-10,7.710806748559249e-07,3.517293614356896e-09,9.091177776570273e-06,7.005723111778086e-12,0.0,0.4634634899876585,4.2388024611679864e-06,7.562761965165075e-06,1.680765656054837e-05,2.8881972076700635e-06,2.6356011206642235e-08,8.845571367221942e-09,3.263919120819949e-08,4.650482546909839e-13,2.7316273886499293e-10,1.4152143784056898e-15,6.355038230662359e-12,1.1135001293297072e-10,1.9528964511146147e-14,2.7770839131674543e-07,4.401030566255445e-07,6.264219304760289e-12,3.5728478016804363e-09,3.4920892953377994e-14,1.103105601562801e-12,3.7741162447124595e-22,1.0761356392558391e-26,1.7309515561708578e-18,2.2592654744828877e-24,3.040849572352399e-29,2.1379230726036936e-29,1.6010662243007679e-26,1.1329486771060624e-26
1.1734612609839721e-09,0.13079196146213992,0.46346346346346345,0.0,0.0,0.0,0.07305219182049245,2.760687527943106e-13,1.8519219023928656e-05,2.2878001734325233e-09,1.3865942785591997e-10,7.948470964080797e-07,3.68315148164971e-09,9.316024881921473e-06,7.2241688197326225e-12,0.0,0.4634634915825848,4.396993856653707e-06,7.630085964133682e-06,1.714382634908407e-05,2.8913742978312496e-06,2.6960270406651473e-08,9.052796144475855e-09,3.379069790511483e-08,4.81455853697811e-13,2.874065032783857e-10,1.4890095732690378e-15,6.55106486538443e-12,1.1723280927847847e-10,2.0562565525107074e-14,2.7984825486525345e-07,4.5406043879629623e-07,6.462909479229043e-12,3.762935994473428e-09,3.554610987871604e-14,1.1691726877216051e-12,4.262556476169284e-22,1.2154094915148039e-26,1.8690728869558506e-18,2.6003460134410174e-24,3.499957908650633e-29,2.460701859212541e-29,1.878398401098232e-26,1.3293591286044366e-26
1.1957735065325654e-09,0.1307920888290394,0.46346346346346345,0.0,0.0,0.0,0.07305179357354791,2.976705256000414e-13,1.905735742591966e-05,2.3792333883030744e-09,1.4276683067895722e-10,8.187572481367528e-07,3.853111276652053e-09,9.541132193704179e-06,7.444658437000616e-12,0.0,0.4634634932390569,4.557774705192693e-06,7.695639414053372e-06,1.747923417835843e-05,2.8943181598738054e-06,2.7574362730722772e-08,9.263855831746758e-09,3.496891699377439e-08,4.982440974587297e-13,3.021483782648589e-10,1.565385428443612e-15,6.748278703158707e-12,1.2331102223786467e-10,2.1630555805365437e-14,2.818859363668954e-07,4.6813745165833563e-07,6.66330409182915e-12,3.9589290342982084e-09,3.616923246573251e-14,1.2379370026337976e-12,4.803337089726054e-22,1.3696079244786273e-26,2.015394768335629e-18,2.9850042553203933e-24,4.0177288196494274e-29,2.824722742388684e-29,2.1970970425554808e-26,1.5550969323941835e-26
1.2180857520811587e-09,0.1307922167859851,0.46346346346346345,0.0,0.0,0.0,0.07305139526041085,3.205314358782397e-13,1.9599721126939206e-05,2.472498128275566e-09,1.4692207951669673e-10,8.428055376672384e-07,4.027180547616768e-09,9.76648289417376e-06,7.667158701309982e-12,0.0,0.4634634949581363,4.72112914107974e-06,7.75946883987125e-06,1.781384240869862e-05,2.8970480509850167e-06,2.8198432207915607e-08,9.478733604823594e-09,3.6174334353902665e-08,5.154199100573523e-13,3.1739983865729967e-10,1.6444013939746938e-15,6.946633533163276e-12,1.2958781094782842e-10,2.2733491783300153e-14,2.8382583760675835e-07,4.823308775628671e-07,6.86535736681303e-12,4.1608735902718235e-09,3.679028289728413e-14,1.3094642655231486e-12,5.400970559552344e-22,1.5400176703194467e-26,2.1702494469223194e-18,3.417847924614614e-24,4.600365763581587e-29,3.23434685212358e-29,2.5623831634630512e-26,1.8138687177517076e-26
1.240397997629752e-09,0.13079234532358586,0.46346346346346345,0.0,0.0,0.0,0.07305099688002742,3.4470167950889386e-13,2.0146246218746018e-05,2.5675932202181524e-09,1.5112561438810344e-10,8.669866604308773e-07,4.205366603399611e-09,9.992061593458348e-06,7.891637328947069e-12,0.0,0.46346349674087767,4.887041406972148e-06,7.82161954398382e-06,1.8147614803124762e-05,2.899581656396708e-06,2.8832613967166733e-08,9.697412039898337e-09,3.7407433379566403e-08,5.329901801938356e-13,3.3317256482154726e-10,1.7261179847635306e-15,7.1460855219191445e-12,1.3606635632064828e-10,2.3871933722238316e-14,2.8567222531127324e-07,4.966375847808258e-07,7.069024750715296e-12,4.3688149307675824e-09,3.740928534131307e-14,1.3838210485637514e-12,6.060270903977038e-22,1.7280114485198227e-26,2.3339772216331835e-18,3.903876374053578e-24,5.254599538904622e-29,3.694306028998758e-29,2.9800229555701624e-26,2.1097688817772353e-26
1.2627102431783453e-09,0.13079247443278033,0.46346346346346345,0.0,0.0,0.0,0.0730505984313504,3.7023265511014774e-13,2.0696870959160715e-05,2.664517333037491e-09,1.553778918212602e-10,8.912955879780556e-07,4.387676537525744e-09,1.021785421278602e-05,8.118062972725553e-12,0.0,0.46346349858833,5.0554958502033016e-06,7.882135638362223e-06,1.8480516487521455e-05,2.901935218743672e-06,2.9477034609391257e-08,9.919873208458896e-09,3.866869490861815e-08,5.509617601793533e-13,3.494784415047377e-10,1.8105967746006696e-15,7.346593116792957e-12,1.4274986138780185e-10,2.5046445778381558e-14,2.874292294882657e-07,5.110545252300867e-07,7.2742628800203286e-12,4.582796960932552e-09,3.8026265826669715e-14,1.4610747770421584e-12,6.786368603189357e-22,1.9350522198811062e-26,2.5069265475767754e-18,4.448506343892005e-24,5.987722978088354e-29,4.209727211495735e-29,3.456373519096361e-26,2.447312202487257e-26
1.2850224887269385e-09,0.13079260410481872,0.46346346346346345,0.0,0.0,0.0,0.07305019991333908,3.971769793468924e-13,2.1251535645509457e-05,2.7632689837798776e-09,1.5967938340044359e-10,9.157275565727719e-07,4.5741172502629825e-09,1.044384787732431e-05,8.346405182511385e-12,0.0,0.46346350050153606,5.226476919140779e-06,7.9410600758333e-06,1.8812513911878204e-05,2.9041236567103745e-06,3.013181256413465e-08,1.0146098758672209e-08,3.9958597163655224e-08,5.693414650946584e-13,3.6632955665612917e-10,1.89790039005669e-15,7.548116951857908e-12,1.4964155162280086e-10,2.6257596058040214e-14,2.8910084262613713e-07,5.255787322634561e-07,7.481029549695831e-12,4.802862259212426e-09,3.864125211796464e-14,1.541293728551284e-12,7.58472603974706e-22,2.1626975896243648e-26,2.6894541399024073e-18,5.057598972039367e-24,6.807627326692522e-29,4.786158007810555e-29,3.9984315595293726e-26,2.831468574840661e-26
1.3073347342755318e-09,0.1307927343312456,0.46346346346346345,0.0,0.0,0.0,0.0730498013249593,4.25588502216459e-13,2.1810182497361003e-05,2.863846543543931e-09,1.6403057441609853e-10,9.402780560837726e-07,4.7646954688662515e-09,1.067003081783404e-05,8.576634368114553e-12,0.0,0.4634635024815323,5.399969159610694e-06,7.9984346805387e-06,1.914357481257026e-05,2.9061606738580823e-06,3.079705843139637e-08,1.0376069985129306e-08,4.1277615702842205e-08,5.88136072089298e-13,3.8373820022504266e-10,1.988092504254602e-15,7.750619756164324e-12,1.5674467524458693e-10,2.750595667142109e-14,2.9069091963996507e-07,5.402073185156977e-07,7.689283682564131e-12,5.029052112910343e-09,3.925427359919241e-14,1.6245470312554353e-12,8.46115347480658e-22,2.4126043632709745e-26,2.881925077497194e-18,5.737488097860449e-24,7.722840365470471e-29,5.429593492745926e-29,4.613885191354286e-26,3.2676999717245107e-26
