Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112),C6H10(145),C2H2(133),C6H10(157),C6H10(176),C6H10(175),C6H10(182),C6H10(185)
8.332936046812798e-08,0.1316615213601108,0.46346346346346345,0.0,0.0,0.0,0.07062508366317664,2.5692830879661824e-06,0.004077698778195836,1.2354141742289854e-05,1.1133482840748358e-06,0.0006169662342965837,0.00011378640151898988,0.001587486499909426,2.3681207292585686e-08,0.0,0.4644098816659522,0.0010986459112277715,9.79351078099397e-06,8.21629167042033e-05,5.354830961698033e-06,5.666944842105918e-06,1.5729365774745987e-06,0.0002840429492048978,4.066373553376514e-09,0.00013581093824514465,7.036281461662174e-10,5.0896825277690025e-09,3.75735285530138e-05,6.621841118837056e-09,7.845592488690173e-07,8.515107008328145e-05,1.2224063926494861e-09,3.2226566441667523e-05,1.194587441860328e-11,1.0930794496782297e-07,1.8965207790748995e-09,5.415712459314652e-14,1.742859313470031e-11,5.005525333013582e-10,6.8600801349397926e-15,4.814140120889088e-15,1.5837197562160907e-10,1.5406682378967916e-10
8.375478250518512e-08,0.13166665003583417,0.46346346346346345,0.0,0.0,0.0,0.070609296270087,2.6060243628914994e-06,0.004100591485866863,1.2532269359354614e-05,1.125793419765823e-06,0.0006219614066603945,0.00011532424639863359,0.0015974914372533001,2.403536829714133e-08,0.0,0.46441788550895186,0.0011012158036644631,9.791336255568554e-06,8.222549059508416e-05,5.359981998120467e-06,5.679416640291213e-06,1.576364656658605e-06,0.00028594677838519937,4.0937194120211594e-09,0.0001373497292756958,7.11600529196114e-10,5.130890668033882e-09,3.804755705837854e-05,6.7053850612970925e-09,7.872283399746669e-07,8.565334318886847e-05,1.2296416354279924e-09,3.249174205883634e-05,1.2045250728713436e-11,1.1023020347693125e-07,1.951582878146811e-09,5.572982090023649e-14,1.767782761753333e-11,5.172341744856756e-10,7.089135518020624e-15,4.974951396191081e-15,1.641974828650308e-10,1.599353555659688e-10
8.418020454224225e-08,0.1316717810844652,0.46346346346346345,0.0,0.0,0.0,0.07059349218092259,2.6430677414051705e-06,0.004123492236738748,1.2712258111343892e-05,1.1383093195331825e-06,0.0006269664338780014,0.00011687400284393138,0.0016074968274170129,2.4392873674712857e-08,0.0,0.46442590492228464,0.0011037636076964064,9.78915938575084e-06,8.228802397577205e-05,5.365079335124442e-06,5.691767820275394e-06,1.5797595167241956e-06,0.00028784935002384825,4.1210483003258875e-09,0.0001388950792912173,7.196068939390015e-10,5.172180310963162e-09,3.8524525439774785e-05,6.789447155711851e-09,7.898982173998931e-07,8.615593103594345e-05,1.2368815260034923e-09,3.2757464688661694e-05,1.2144730115482304e-11,1.1115403492440277e-07,2.007876839048602e-09,5.733771360688809e-14,1.7929111439476672e-11,5.343626913698074e-10,7.324342153316472e-15,5.1400846122035146e-15,1.7019826725151807e-10,1.6598874637416145e-10
8.460562657929939e-08,0.1316769144657315,0.46346346346346345,0.0,0.0,0.0,0.07057767157557987,2.6804136220369195e-06,0.004146400938112896,1.2894118451507274e-05,1.1508959431834428e-06,0.0006319812213817896,0.00011843567872400608,0.001617502477471962,2.4753732427934315e-08,0.0,0.4644339397295155,0.0011062894676465123,9.786980196485184e-06,8.235051563513432e-05,5.37012333406498e-06,5.703999190751964e-06,1.5831213805971633e-06,0.00028975063286847277,4.148359763541286e-09,0.0001404469392620787,7.276469863709293e-10,5.213550278291592e-09,3.90044278978663e-05,6.874026380017554e-09,7.925688392213115e-07,8.665883015320414e-05,1.2441260361284685e-09,3.302372955463623e-05,1.2244564683620605e-11,1.1207941646443495e-07,2.065421410955224e-09,5.898133874349602e-14,1.8182447304059334e-11,5.519469950907828e-10,7.56582313725009e-15,5.309626393204224e-15,1.7637837307042497e-10,1.7223154939372713e-10
8.503104861635652e-08,0.13168205013965603,0.46346346346346345,0.0,0.0,0.0,0.07056183463274368,2.718062395365332e-06,0.004169317497857817,1.3077860799475455e-05,1.1635532496373443e-06,0.0006370056752595992,0.00012000928147860294,0.0016275081960679507,2.511795342714481e-08,0.0,0.46444198975545253,0.001108793527043062,9.78479871254875e-06,8.241296437843679e-05,5.375114354274644e-06,5.716111555972041e-06,1.5864504699810376e-06,0.0002916505962359317,4.1756533598293045e-09,0.00014200526019305618,7.35720552654867e-10,5.25500018097229e-09,3.948725857540642e-05,6.9591217019319725e-09,7.952401635604852e-07,8.71620371002204e-05,1.2513750931163154e-09,3.329053191594627e-05,1.2344505363963766e-11,1.1300632542439135e-07,2.124235470896947e-09,6.06612360036349e-14,1.843783786087505e-11,5.699961072727715e-10,7.813703102011651e-15,5.483664448522959e-15,1.8274190679142483e-10,1.786683959373981e-10
8.545647065341366e-08,0.1316871880665474,0.46346346346346345,0.0,0.0,0.0,0.07054598152989067,2.7560144440632935e-06,0.004192241824408111,1.3263495540630858e-05,1.176281196936431e-06,0.0006420397022531983,0.00012159481812001862,0.0016375137934294068,2.5485545409674934e-08,0.0,0.4644500548261425,0.0011112759286226385,9.782614958551855e-06,8.247536902722e-05,5.380052753069506e-06,5.728105715760856e-06,1.5897470053609258e-06,0.0002935492100054721,4.202928650712217e-09,0.00014356999312779609,7.438273391467558e-10,5.296528879324094e-09,3.9973011558275514e-05,7.044732079158355e-09,7.979121485925215e-07,8.766554846726967e-05,1.25862866832073e-09,3.355786706733746e-05,1.2444788850973977e-11,1.1393473930346627e-07,2.18433802311406e-09,6.237794872580594e-14,1.8695285705885603e-11,5.885191606416985e-10,8.068108224252283e-15,5.662287578790355e-15,1.8929303760041806e-10,1.8530399630513956e-10
8.58818926904708e-08,0.1316923282069965,0.46346346346346345,0.0,0.0,0.0,0.0705301124432948,2.7942701429557746e-06,0.004215173826762556,1.3451033025526953e-05,1.1890797422509991e-06,0.0006470832097546412,0.0001231922952357279,0.0016475190813490994,2.585651698030044e-08,0.0,0.4644581347688657,0.0011137368143342668,9.780428958938848e-06,8.253772841916406e-05,5.384938885762002e-06,5.739982465538316e-06,1.5930112060079634e-06,0.0002954464446110388,4.230185210107525e-09,0.00014514108915316594,7.519670924345649e-10,5.338135962037989e-09,4.0461680876601476e-05,7.1308564595629995e-09,8.005847525536706e-07,8.816936087529478e-05,1.2658866915579424e-09,3.382573033892715e-05,1.2545184936974476e-11,1.1486463577186611e-07,2.2457481982028565e-09,6.413202386910645e-14,1.8954793381817553e-11,6.075253994606823e-10,8.329166231288332e-15,5.845585680430248e-15,1.960359978364211e-10,1.9214314051718134e-10
8.630731472752793e-08,0.13169747052187655,0.46346346346346345,0.0,0.0,0.0,0.07051422754803395,2.8328298590861282e-06,0.0042381134144815575,1.3640483569340949e-05,1.2019488418889839e-06,0.0006521361058029574,0.00012480171899149483,0.0016575238731801525,2.623087661091989e-08,0.0,0.4644662294121291,0.001116176325344365,9.77824073798894e-06,8.260004140794709e-05,5.389773105670968e-06,5.7517425963427725e-06,1.5962432899855274e-06,0.00029734227103305215,4.25742261541214e-09,0.00014671849940351035,7.601395593444491e-10,5.379820333028132e-09,4.0953260505932166e-05,7.217493781400658e-09,8.032579337481528e-07,8.867347097566173e-05,1.2731491334555172e-09,3.40941170959764e-05,1.264591141152643e-11,1.1579599267034084e-07,2.3084852521171525e-09,6.592401198485427e-14,1.9216363378607452e-11,6.270241798414365e-10,8.597006405582991e-15,6.033649748936571e-15,2.0297508336026062e-10,1.9919069896467617e-10
8.673273676458507e-08,0.13170261497234212,0.46346346346346345,0.0,0.0,0.0,0.07049832701799691,2.8716939517837534e-06,0.004261060497684498,1.3831857451338156e-05,1.214888451304937e-06,0.0006571982990797558,0.00012642309513457588,0.0016675279838277584,2.6608632641151143e-08,0.0,0.46447433858565845,0.0011185946020417835,9.776050319817263e-06,8.266230686310334e-05,5.394555764135267e-06,5.763386894855426e-06,1.5994434741561254e-06,0.00029923666079017034,4.284640455854946e-09,0.00014830217506481828,7.683444869776362e-10,5.421581561800824e-09,4.144774436840599e-05,7.304642973503206e-09,8.059316505556724e-07,8.917787545007114e-05,1.2804159261868472e-09,3.436302273865905e-05,1.2746755262953077e-11,1.1672878800973815e-07,2.3725685651367304e-09,6.775446718717434e-14,1.947999813386517e-11,6.470249700268557e-10,8.871759588827573e-15,6.226571881868774e-15,2.1011465390753808e-10,2.0645162304293334e-10
8.715815880164221e-08,0.13170776151982824,0.46346346346346345,0.0,0.0,0.0,0.07048241102589008,2.910862772730406e-06,0.004284014987047179,1.4025164914340622e-05,1.2278985251088109e-06,0.0006622696989058665,0.00012805642899687018,0.0016775312297411242,2.698979327806999e-08,0.0,0.4644824621203914,0.001120991784042675,9.773857728375738e-06,8.272452366988332e-05,5.399287210523487e-06,5.774916143424262e-06,1.602611974188105e-06,0.00030112958593127,4.3118383242239674e-09,0.00014989206737880134,7.765816227168179e-10,5.463418591692282e-09,4.194512633389711e-05,7.3923029554981495e-09,8.086058614384915e-07,8.96825710103203e-05,1.2876870398290447e-09,3.463244270183525e-05,1.284791758523785e-11,1.176629999704687e-07,2.4380176408437102e-09,6.962394712389894e-14,1.9745700033319584e-11,6.675373506794311e-10,9.15355818610396e-15,6.424445281905393e-15,2.174591334448267e-10,2.1393094579057203e-10
8.758358083869934e-08,0.131712910126049,0.46346346346346345,0.0,0.0,0.0,0.07046647974324392,2.9503366660253887e-06,0.004306976793799314,1.4220416164200793e-05,1.240979017074555e-06,0.000667350215237202,0.00012970172549802764,0.001687533428905605,2.7374366596762778e-08,0.0,0.464490599848471,0.0011233680101952102,9.771662987454043e-06,8.278669072911558e-05,5.403967792246938e-06,5.786331120087407e-06,1.6057490045620657e-06,0.00030302101902759894,4.3390158246124755e-09,0.00015148812764688346,7.848507142610151e-10,5.505330974935615e-09,4.244540022113947e-05,7.480472637991044e-09,8.112805249487988e-07,9.01875543982166e-05,1.2949624088251293e-09,3.490237245483288e-05,1.2949201574919091e-11,1.1859860690191728e-07,2.504852105103553e-09,7.153301294751675e-14,2.0013471411264766e-11,6.885710151721802e-10,9.442536170081764e-15,6.627364259923184e-15,2.2501301052717725e-10,2.216337825321218e-10
8.800900287575648e-08,0.13171806075299622,0.46346346346346345,0.0,0.0,0.0,0.0704505333404196,2.990115968250266e-06,0.004329945829722059,1.441762136928226e-05,1.2541298801486189e-06,0.000672439758661482,0.00013135898914855228,0.0016975344008348856,2.7762360540099898e-08,0.0,0.4644987516032385,0.0011257234185842189,9.769466120680462e-06,8.284880695706996e-05,5.40859785476917e-06,5.797632598596104e-06,1.608854778577117e-06,0.0003049109331650743,4.36617256474348e-09,0.00015309030723410305,7.931515096321237e-10,5.5473176917392784e-09,4.2948559798832583e-05,7.5691509227752e-09,8.13955599735431e-07,9.069282238534925e-05,1.3022420027938406e-09,3.517280750122942e-05,1.3050792877285627e-11,1.1953558732184664e-07,2.573091705040608e-09,7.348222928604627e-14,2.028331455099518e-11,7.101357698730663e-10,9.7388290851251e-15,6.835424238013198e-15,2.327808386519132e-10,2.2956533151780306e-10
8.843442491281362e-08,0.1317232133629379,0.46346346346346345,0.0,0.0,0.0,0.07043457198661528,3.0302010085334144e-06,0.004352922007145537,1.4616790659948178e-05,1.2673510664583874e-06,0.0006775382403941892,0.000133028224052916,0.0017075339665631576,2.8153782919275354e-08,0.0,0.46450691721922654,0.0011280581465357754,9.767267151522843e-06,8.29108712853221e-05,5.413177741618601e-06,5.808821348437431e-06,1.6119295083570797e-06,0.00030679930193667414,4.393308163148739e-09,0.00015469855757292903,8.014837572078531e-10,5.589378279444858e-09,4.345459878673415e-05,7.65833670301033e-09,8.166310445508166e-07,9.119837177299787e-05,1.3095257583308038e-09,3.544374337863697e-05,1.31525095855445e-11,1.2047391991580987e-07,2.6427563080040603e-09,7.547216421355567e-14,2.05552316852472e-11,7.322415344191739e-10,1.0042574051256781e-14,7.048721752397183e-15,2.4076723660662605e-10,2.3773087455786243e-10
8.885984694987075e-08,0.131728367918417,0.46346346346346345,0.0,0.0,0.0,0.07041859584987259,3.070592108614391e-06,0.004375905238946354,1.4817934128057496e-05,1.2806425273205576e-06,0.0006826455722752801,0.00013470943391268164,0.0017175319486372922,2.85486414136314e-08,0.0,0.46451509653215267,0.00113037233062174,9.765066103289426e-06,8.29728826606191e-05,5.417707794397903e-06,5.819898134856793e-06,1.614973404856645e-06,0.00030868609943494966,4.420422242045147e-09,0.00015631283016699277,8.098472057283789e-10,5.6315117527867254e-09,4.396351085673727e-05,7.748028863425533e-09,8.193068182573749e-07,9.170419939190868e-05,1.3168136446815581e-09,3.57151756584867e-05,1.3254523052302932e-11,1.214135835365657e-07,2.7138659005246155e-09,7.750338922049204e-14,2.082922499663231e-11,7.548983419807503e-10,1.0353909767981776e-14,7.267354456245342e-15,2.48976888811388e-10,2.4613577765144064e-10
8.928526898692789e-08,0.13173352438224997,0.46346346346346345,0.0,0.0,0.0,0.07040260509708311,3.1112895829080704e-06,0.004398895438545124,1.5021061826468653e-05,1.2940042132494376e-06,0.0006877616667652088,0.00013640262202963197,0.0017275281711090164,2.8946943571190232e-08,0.0,0.46452328937891235,0.0011326661066642435,9.76286299912982e-06,8.303484004474614e-05,5.422188352796259e-06,5.830863718880194e-06,1.6179866778674836e-06,0.00031057130024463167,4.447514433987906e-09,0.00015793307659473673,8.1824160432746e-10,5.673717636253587e-09,4.4475289633934136e-05,7.838226280494439e-09,8.219828798341289e-07,9.22103021021976e-05,1.3241056004922824e-09,3.5987099945816474e-05,1.3356665136794983e-11,1.2235455720349206e-07,2.7864405872631337e-09,7.957647918370769e-14,2.1105296618075465e-11,7.781163395159705e-10,1.0672976517981408e-14,7.491421122403757e-15,2.5741454565561495e-10,2.5478549161046324e-10
8.971069102398503e-08,0.1317386827175258,0.46346346346346345,0.0,0.0,0.0,0.07038659989399461,3.1522937385685076e-06,0.004421892519904007,1.5226183768550783e-05,1.307436073965181e-06,0.0006928864369416399,0.0001381077913089019,0.00173752245952711,2.9348696808524453e-08,0.0,0.4645314955975727,0.0011349396097401166,9.760657862035797e-06,8.309674241439457e-05,5.4266197545986085e-06,5.84171885733627e-06,1.620969536024281e-06,0.0003124548794353602,4.474584375259301e-09,0.0001595592485129817,8.266667025391575e-10,5.715994976901335e-09,4.49899286976643e-05,7.928927822631598e-09,8.246591883828246e-07,9.271667679313129e-05,1.3314015947163647e-09,3.6259511879058407e-05,1.3459093997790137e-11,1.2329682010199492e-07,2.860500589951971e-09,8.169201233634608e-14,2.1383448633245176e-11,8.019057880168656e-10,1.0999916170684816e-14,7.721021646035818e-15,2.660850238297758e-10,2.6368555267874136e-10
9.013611306104216e-08,0.13174384288760432,0.46346346346346345,0.0,0.0,0.0,0.07037058040521754,3.1936048755525313e-06,0.004444896397524239,1.5433309927702286e-05,1.320938058401944e-06,0.00069801979649555,0.0001398249442621139,0.00174751464092961,2.9753908411280752e-08,0.0,0.46453971502736485,0.001137192974185263,9.758450714842266e-06,8.315858876103071e-05,5.431002335697576e-06,5.852464302878089e-06,1.623922186810712e-06,0.00031433681255450986,4.501631712034541e-09,0.00016119129766041363,8.351222503272284e-10,5.758343288226127e-09,4.550742158254918e-05,8.020132350363872e-09,8.273357031342236e-07,9.322332038302593e-05,1.3387015679549092e-09,3.653240712982956e-05,1.356165421275817e-11,1.2424035158291416e-07,2.936066246329337e-09,8.385057023746083e-14,2.1663683076987912e-11,8.262770627464572e-10,1.1334872185717761e-14,7.956257047177935e-15,2.749932066519314e-10,2.728415831462203e-10
9.05615350980993e-08,0.13174900485611482,0.46346346346346345,0.0,0.0,0.0,0.07035454679423114,3.2352232866830727e-06,0.004467906986443677,1.5642450236876814e-05,1.3345101147159764e-06,0.0007031616597279448,0.00014155408301051657,0.0017575045438360311,3.016258553409316e-08,0.0,0.46454794750867845,0.0011394263335989805,9.756241580228069e-06,8.322037809076614e-05,5.435336430102584e-06,5.863100804004726e-06,1.6268448365653488e-06,0.00031621707562013194,4.528656094245846e-09,0.00016282917586099205,8.43607998091875e-10,5.800761647592695e-09,4.6027761779511696e-05,8.111838716520476e-09,8.300123834539374e-07,9.373022981903251e-05,1.3460054889430058e-09,3.680578140272271e-05,1.3664491754294881e-11,1.2518513116192598e-07,3.013158009066861e-09,8.605273774150371e-14,2.1946001935754816e-11,8.512406534670697e-10,1.1677989616228842e-14,8.19722947320932e-15,2.841440443890443e-10,2.822592919582478e-10
9.098695713515644e-08,0.1317541685869551,0.46346346346346345,0.0,0.0,0.0,0.07033849922338983,3.277149257712219e-06,0.004490924202234351,1.5853614588116597e-05,1.348152190293641e-06,0.0007083119415460321,0.00014329520928812474,0.001767491998239599,3.0574735201100206e-08,0.0,0.4645561928830545,0.001141639820848226,9.754030480716928e-06,8.328210942422883e-05,5.43962236995144e-06,5.873629105082598e-06,1.62973769048751e-06,0.00031809564511399007,4.5556571812964135e-09,0.00016447283502728016,8.521236966975027e-10,5.843249559200045e-09,4.6550942736782614e-05,8.204045766400632e-09,8.326891888484044e-07,9.423740207703163e-05,1.3533133001471382e-09,3.7079630435100034e-05,1.376746294813513e-11,1.2613113851894369e-07,3.0917964446906086e-09,8.829910296756275e-14,2.223040714803219e-11,8.768071646598102e-10,1.2029415112092452e-14,8.44404220123552e-15,2.935425545730157e-10,2.919444753197629e-10
9.141237917221357e-08,0.13175933404428977,0.46346346346346345,0.0,0.0,0.0,0.07032243785392948,3.3193830673840134e-06,0.004513947961000004,1.606681283209318e-05,1.3618642317593686e-06,0.000713470557459947,0.00014504832444486274,0.0017774768355994961,3.0990364305898834e-08,0.0,0.46456445099317895,0.0011438335680718347,9.751817438678231e-06,8.334378179643551e-05,5.4438604855193305e-06,5.884049946366606e-06,1.6326009526430497e-06,0.00031997249797470863,4.582634636365457e-09,0.0001661222271636995,8.606690974794666e-10,5.885806128871777e-09,4.707695786089229e-05,8.296752337957538e-09,8.353660789704471e-07,9.474483416142312e-05,1.3606249701519775e-09,3.7353949996886834e-05,1.3870702512038147e-11,1.2707835349751587e-07,3.17200223249581e-09,9.0590257268479e-14,2.2516900604764868e-11,9.029873157352584e-10,1.2389296922989551e-14,8.6967996403863e-15,3.031938223114314e-10,3.019030172943325e-10
9.183780120927071e-08,0.1317645011925492,0.46346346346346345,0.0,0.0,0.0,0.07030636284597348,3.3619249874969695e-06,0.004536978179373665,1.6282054777655415e-05,1.3756461849835402e-06,0.0007186374235789919,0.00014681342944970857,0.0017874588888331215,3.140947961205639e-08,0.0,0.46457272168287594,0.0011460077066846833,9.749602476327983e-06,8.340539425666495e-05,5.448051105230103e-06,5.894364064021034e-06,1.6354348259700908e-06,0.0003218476115910113,4.609588131703199e-09,0.000167777304369709,8.692439522702836e-10,5.928430853049937e-09,4.7605800517649445e-05,8.389957261962247e-09,8.380430136249469e-07,9.525252310501688e-05,1.3679404432057327e-09,3.7628735890368146e-05,1.3974077624707571e-11,1.2802675610422185e-07,3.253796163455575e-09,9.292679519973353e-14,2.280548414978281e-11,9.297919412354106e-10,1.2757784901366262e-14,8.955607334027972e-15,3.1310300059300326e-10,3.1214089039796937e-10
9.226322324632785e-08,0.13176966999642803,0.46346346346346345,0.0,0.0,0.0,0.07029027435853906,3.404775282966337e-06,0.004560014774515202,1.6499350191384753e-05,1.3894979950903103e-06,0.0007238124566083717,0.0001485905248938395,0.0017974379923083599,3.183208775310279e-08,0.0,0.46458100479710146,0.0011481623673818076,9.747385615729594e-06,8.346694586833238e-05,5.452194555665115e-06,5.90457219014026e-06,1.6382395122846992e-06,0.00032372096379506903,4.636517343344969e-09,0.00016943801884291063,8.77848013406341e-10,5.971122864316573e-09,4.813746403310585e-05,8.483659362181849e-09,8.407199527741306e-07,9.576046596882641e-05,1.3752596878049573e-09,3.790398394998542e-05,1.4077712609448407e-11,1.28976326508065e-07,3.3371991391238858e-09,9.530931448822432e-14,2.3096159580221103e-11,9.572319910269247e-10,1.313503050527157e-14,9.220571961890905e-15,3.2327531058769315e-10,3.2266415618766866e-10
9.268864528338498e-08,0.1317748404208838,0.46346346346346345,0.0,0.0,0.0,0.07027417254954327,3.4479342118860754e-06,0.004583057664108898,1.6718708797157874e-05,1.4034196064653596e-06,0.0007289955738454976,0.00015037961099377838,0.0018074139818358723,3.225819523303854e-08,0.0,0.46458930018193706,0.00115029768014247,9.74516687879478e-06,8.3528435708865e-05,5.456291161574225e-06,5.9146750527692465e-06,1.6410152122865042e-06,0.00032559253285593595,4.6634219560177785e-09,0.00017110432288208253,8.864810337526463e-10,6.013881652756322e-09,4.867194169450812e-05,8.577857455539547e-09,8.433968565429534e-07,9.626865984195638e-05,1.3825826499013318e-09,3.817969004213591e-05,1.4181484670891581e-11,1.2992704503986365e-07,3.422232170533104e-09,9.773841600083344e-14,2.338892864694261e-11,9.853185304857113e-10,1.3521186801073985e-14,9.491801342112274e-15,3.3371604194150824e-10,3.334789658445965e-10
9.311406732044212e-08,0.13178001243113588,0.46346346346346345,0.0,0.0,0.0,0.07025805757580929,3.4914020255905715e-06,0.004606106766361019,1.6940140275716387e-05,1.417410962763585e-06,0.000734186693176734,0.00015218068759453984,0.0018173866946613923,3.268780842636301e-08,0.0,0.464597607684583,0.001152413774234177,9.742946287284375e-06,8.358986286957828e-05,5.46034124588452e-06,5.9246733759238375e-06,1.6437621255642577e-06,0.00032746229747309053,4.690301658233894e-09,0.00017277616889014091,8.951427667094699e-10,6.056706376146386e-09,4.92092267512359e-05,8.672550352287284e-09,8.460736852241212e-07,9.677710184139969e-05,1.3899092979604067e-09,3.8455850064972234e-05,1.428550853253918e-11,1.3087889219163948e-07,3.5089163770862885e-09,1.0021470371289449e-13,2.3683793054954527e-11,1.014062740672916e-09,1.3916408466058537e-14,9.769404433194764e-15,3.444305530659519e-10,3.4459156075186666e-10
9.353948935749926e-08,0.13178518599266384,0.46346346346346345,0.0,0.0,0.0,0.0702419295930723,3.5351789687160766e-06,0.004629161999997396,1.7163654264243885e-05,1.431472006916727e-06,0.0007393857330737625,0.0001539937541727769,0.0018273559694580415,3.312093357857956e-08,0.0,0.46460592715335275,0.0011545107782166553,9.740723862809222e-06,8.365122645555354e-05,5.464345129711016e-06,5.934567879610855e-06,1.6464804506013466e-06,0.0003293302367700626,4.7171561468372934e-09,0.00017445350937703172,9.038329662357092e-10,6.099596519484912e-09,4.974931241572758e-05,8.767736856162051e-09,8.487503992831901e-07,9.728578911192205e-05,1.3972395795641002e-09,3.8732459948204524e-05,1.4389670661017964e-11,1.3183184861600346e-07,3.5972729854445553e-09,1.0273878467646945e-13,2.3980754463827163e-11,1.043475918502333e-09,1.4320851790903866e-14,1.0053491335881275e-14,3.554242714221227e-10,3.560082730668418e-10
9.39649113945564e-08,0.13179036107120645,0.46346346346346345,0.0,0.0,0.0,0.07022578875598572,3.579265279261872e-06,0.004652223284261016,1.7389260355950062e-05,1.4456026811409315e-06,0.0007445926125903445,0.0001558188098399268,0.0018373216463186558,3.355757680625784e-08,0.0,0.4646142584376653,0.0011565888199457776,9.738499626830953e-06,8.371252558551634e-05,5.468303132365267e-06,5.944359279847997e-06,1.6491703847812553e-06,0.0003311963302881624,4.743985122449317e-09,0.00017613629696255356,9.12551386855441e-10,6.142551264306338e-09,5.029219186439251e-05,8.863415764553138e-09,8.51426959363333e-07,9.779471882586239e-05,1.4045734631992715e-09,3.900951565290279e-05,1.4494076914026755e-11,1.3278589512553955e-07,3.6873233284097455e-09,1.0531126898853708e-13,2.42798144881069e-11,1.0735694768993044e-09,1.4734674682040883e-14,1.0344173294946391e-14,3.6670269379944794e-10,3.6773552628789833e-10
9.439033343161353e-08,0.13179553763276008,0.46346346346346345,0.0,0.0,0.0,0.07020963521812709,3.623661188651159e-06,0.004675290538909597,1.761696809966201e-05,1.4598029269442522e-06,0.0007498072513587407,0.0001576558533453556,0.0018472835667481288,3.3997744097536964e-08,0.0,0.4646226013880399,0.0011586480265774442,9.736273600662892e-06,8.377375939171589e-05,5.472215571365791e-06,5.954048288683557e-06,1.6518321243929643e-06,0.0003330605579802914,4.770788293681206e-09,0.00017782448437911314,9.21297783679971e-10,6.185570091675713e-09,5.083785823851108e-05,8.959585868654706e-09,8.541033262901654e-07,9.830388818301459e-05,1.411910898009501e-09,3.928701317130172e-05,1.4598622314561315e-11,1.3374101269218614e-07,3.7790888438026525e-09,1.079327697590078e-13,2.458097469773117e-11,1.1043549449511443e-09,1.5158036663892784e-14,1.0641562700904712e-14,3.7827138658904735e-10,3.7977983581559724e-10
9.481575546867067e-08,0.1318007156435775,0.46346346346346345,0.0,0.0,0.0,0.07019346913200411,3.668366921791672e-06,0.004698363684213203,1.7846786999422565e-05,1.4740726851340912e-06,0.0007550295695864897,0.00015950488307950173,0.0018572415736557686,3.4441441312219966e-08,0.0,0.4646309558560896,0.0011606885245714215,9.734045805470838e-06,8.383492701980537e-05,5.476082762446558e-06,5.963635614215944e-06,1.6544658646363105e-06,0.00033492290020485443,4.797565372906425e-09,0.00017951802447441383,9.300719124142772e-10,6.228652205561491e-09,5.138630464512187e-05,9.056245953627865e-09,8.567794610762614e-07,9.881329441043126e-05,1.4192518525508168e-09,3.9564948526605766e-05,1.4703404532486807e-11,1.3469718244661472e-07,3.872591073337065e-09,1.106039030786621e-13,2.4884236618437793e-11,1.1358439680491452e-09,1.5591098880997922e-14,1.0945773091636747e-14,3.901359860517162e-10,3.9214780950820116e-10
9.52411775057278e-08,0.1318058950701667,0.46346346346346345,0.0,0.0,0.0,0.07017729064906066,3.7133826971360184e-06,0.004721442640951827,1.807872651409579e-05,1.4884118958245775e-06,0.0007602594880528829,0.0001613658970770178,0.0018671955113476683,3.488867418227583e-08,0.0,0.46463932169451444,0.001162710439695138,9.731816262273917e-06,8.389602762872332e-05,5.479905019567167e-06,5.9731219606130304e-06,1.6570717996272921e-06,0.00033678333771974947,4.824316080163625e-09,0.00018121687021407863,9.388735293778095e-10,6.271797084141675e-09,5.1937524157896714e-05,9.153394798749539e-09,8.594553249257155e-07,9.932293476230278e-05,1.4265962774642094e-09,3.9843317772796606e-05,1.4808326495390347e-11,1.3565438567760695e-07,3.9678516614898566e-09,1.1332528798693227e-13,2.518960173217601e-11,1.1680483080222058e-09,1.6034024100015298e-14,1.1256919153932579e-14,4.0230219858052516e-10,4.048461482314819e-10
9.566659954278494e-08,0.1318110758792893,0.46346346346346345,0.0,0.0,0.0,0.07016109991968264,3.7587087267417393e-06,0.0047445273304130104,1.831279605697941e-05,1.5028204984438873e-06,0.00076549692810576,0.0001632388930199099,0.0018771452255190915,3.533944831196432e-08,0.0,0.46464769875709566,0.0011647138970274336,9.729584991945384e-06,8.395706039057584e-05,5.483682654921207e-06,5.9825080281313145e-06,1.6596501224033282e-06,0.00033864185167645477,4.851040139232013e-09,0.00018292097468420958,9.477023915108043e-10,6.315003952600471e-09,5.249150981800318e-05,9.251031177569548e-09,8.621308792384149e-07,9.983280651976414e-05,1.4339441414186112e-09,4.012211699444081e-05,1.491347831151897e-11,1.3661260383142864e-07,4.064892354367382e-09,1.1609754643961843e-13,2.549707147751233e-11,1.2009798432621427e-09,1.64869767116143e-14,1.1575116724953974e-14,4.147758009580289e-10,4.1788164640276653e-10
