Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55)
1.9661047319763054e-11,0.1307866916868334,0.46346346346346345,0.0,0.0,0.0,0.07307272373583672,0.0,1.0703200323416617e-08,5.440765025329939e-13,8.735911700332092e-14,2.664831568744412e-10,3.908191955086726e-14,7.3996156898982015e-09,3.5963918541597674e-15,0.0,0.4634634634632304,2.1377439479722636e-09,2.350659197444777e-07,2.394626489220437e-07,2.1351814074906993e-07,6.256603172197178e-10,4.6386859603985197e-10,2.7197344506318955e-11
2.2429980405284494e-11,0.13078669855030767,0.46346346346346345,0.0,0.0,0.0,0.07307267453750746,0.0,1.3896179102146403e-08,7.086235746652711e-13,1.1333212786589972e-13,3.4571981405077083e-10,5.788613127275654e-14,9.599093771458145e-09,4.6717175510874145e-15,0.0,0.46346346346317857,2.6008117162009895e-09,2.677605146692514e-07,2.7347531847970466e-07,2.423970041011471e-07,7.121352930823556e-10,5.250633942399567e-10,3.521244188214567e-11
2.5198913490805933e-11,0.13078670546843424,0.46346346346346345,0.0,0.0,0.0,0.07307262533918073,0.0,1.7496083001168614e-08,8.950176049618973e-13,1.4258115671477528e-13,4.3495316821876115e-10,8.187791230208782e-14,1.2075775802158134e-08,5.885039243562321e-15,0.0,0.46346346346312717,3.1037684853953953e-09,3.003546895281497e-07,3.075580387232266e-07,2.709904407907765e-07,7.982143702175386e-10,5.852909142153769e-10,4.4211458235615305e-11
2.7967846576327373e-11,0.13078671244080892,0.46346346346346345,0.0,0.0,0.0,0.07307257614085429,0.0,2.1499935751652696e-08,1.1033038921654166e-12,1.7507443615971976e-13,5.340865932044548e-10,1.1166921499932778e-13,1.4826915547299195e-08,7.235567304040272e-15,0.0,0.46346346346307754,3.6465800389187904e-09,3.3284875268767703e-07,3.4171043905927225e-07,2.993012738122789e-07,8.839004006060757e-10,6.445679849191821e-10,5.4178853673763286e-11
3.350571274737025e-11,0.1307867265467061,0.46346346346346345,0.0,0.0,0.0,0.07307247774419315,0.0,3.07077206111974e-08,1.585733299048601e-12,2.496683719499529e-13,7.61671896697065e-10,1.9106796181039438e-13,2.114171941394289e-08,1.034511669095675e-14,0.0,0.4634634634629907,4.8516336554633245e-09,3.9753777264243136e-07,4.10222804014248e-07,3.550862814231707e-07,1.05410466860172e-09,7.603367180958645e-10,7.695797124164489e-11
3.904357891841313e-11,0.1307867408648429,0.46346346346346345,0.0,0.0,0.0,0.07307237934750599,0.0,4.149627106205537e-08,2.1562696672223772e-12,3.3686652333898495e-13,1.0277215599212778e-09,3.0085795348315474e-13,2.8522076155413714e-08,1.399417847385506e-14,0.0,0.4634634634629315,6.215710804691857e-09,4.6183002258070263e-07,4.790094740515281e-07,4.097740573641535e-07,1.2227706713853273e-09,8.724987874009466e-10,1.0343080588313038e-10
4.4581445089456006e-11,0.13078675539212095,0.46346346346346345,0.0,0.0,0.0,0.07307228095077481,0.0,5.3842753604232685e-08,2.8152672869051073e-12,4.36426745224569e-13,1.3314961850972333e-09,4.457207421486301e-13,3.6946980089341224e-08,1.8176667216462153e-14,0.0,0.4634634634629129,7.73855903381511e-09,5.257279355383953e-07,5.480675301065369e-07,4.6338619839938524e-07,1.3899207907886471e-09,9.811791847580186e-10,1.3348248750357748e-10
5.0119311260498885e-11,0.1307867701255001,0.46346346346346345,0.0,0.0,0.0,0.07307218255398164,0.0,6.772475559595497e-08,3.5630768971359215e-12,5.481120527743543e-13,1.672270854692788e-09,6.302457046574838e-13,4.639584072684631e-08,2.2886597406126276e-14,0.0,0.46346346346294826,9.419934949306089e-09,5.892339296311436e-07,6.17394073216656e-07,5.159438761149436e-07,1.5555772169033488e-09,1.0864988363033116e-09,1.6700213139195164e-10
5.5657177431541764e-11,0.13078678506199565,0.46346346346346345,0.0,0.0,0.0,0.07307208415710865,0.0,8.31202771170785e-08,4.400045716083854e-12,6.716905166204233e-13,2.04933484915104e-09,8.58931868487806e-13,5.684847456072576e-08,2.8118081602930223e-14,0.0,0.4634634634630509,1.1259603972287496e-08,6.523504081459163e-07,6.869862243939057e-07,5.67467845278238e-07,1.719761948875549e-09,1.1885747343185637e-09,2.0388270890993449e-10
6.119504360258464e-11,0.13078680019867886,0.46346346346346345,0.0,0.0,0.0,0.073071985760138,0.0,1.0000772295747552e-07,5.32651747104811e-12,8.069351597620652e-13,2.4619913689539803e-09,1.1361897091300117e-12,6.828509698222581e-08,3.3865328616538835e-14,0.0,0.46346346346323397,1.3257340098206257e-08,7.150797596325349e-07,7.568411244977655e-07,6.179784520681414e-07,1.882496795737854e-09,1.2875200654770618e-09,2.4402092179923267e-10
6.673290977362752e-11,0.13078681553267477,0.46346346346346345,0.0,0.0,0.0,0.0730718873630519,0.0,1.1836589476678255e-07,6.342832427941437e-12,9.536238566302112e-13,2.9095572622785863e-09,1.4663429108916625e-12,8.068631436265644e-08,4.0122641719253316e-14,0.0,0.463463463463511,1.541292566174322e-08,7.774243579942443e-07,8.269559341092914e-07,6.674956421387902e-07,2.0438033772680856e-09,1.3834443349715364e-09,2.8731708052930147e-10
7.22707759446704e-11,0.13078683106116168,0.46346346346346345,0.0,0.0,0.0,0.07307178896583268,0.0,1.381739833779706e-07,7.449327420237848e-12,1.1115392344763258e-12,3.3913627586793603e-09,1.853630088302574e-12,9.403311631251806e-08,4.688441689805894e-14,0.0,0.4634634634638952,1.7726151107374503e-08,8.393865625773213e-07,8.973278334065576e-07,7.160389685041601e-07,2.2037031248748264e-09,1.4764534863107675e-09,3.3367498689431844e-10
7.780864211571328e-11,0.13078684678136987,0.46346346346346345,0.0,0.0,0.0,0.07307169056846263,0.0,1.5941156128814107e-07,8.646335877497831e-12,1.2804685768761873e-12,3.906751208225703e-09,2.302206471800302e-12,1.0830686810156027e-07,5.4145141141797734e-14,0.0,0.46346346346440015,2.0196814765162848e-08,9.009687182601545e-07,9.679540220408481e-07,7.636275992602875e-07,2.3622172825133225e-09,1.5666500170601644e-09,3.8300182058951065e-10
8.888437445779904e-11,0.13078687878612605,0.46346346346346345,0.0,0.0,0.0,0.07307149377319981,0.0,2.060953395400085e-07,1.1313210053345979e-11,1.6505410103699153e-12,5.0357144509573205e-09,3.399440667632415e-12,1.395625164661092e-07,7.014182981085524e-14,0.0,0.4634634634658256,2.5609688165127848e-08,1.0230021906302049e-06,1.1099581625538285e-06,8.560155666873828e-07,2.6751728722113538e-09,1.7389986368858927e-09,4.902072319458692e-10
9.99601067998848e-11,0.13078691152578917,0.46346346346346345,0.0,0.0,0.0,0.07307129697712318,0.0,2.582611660747983e-07,1.4346055374529568e-11,2.0622290068272754e-12,6.291446601621075e-09,4.78968166572771e-12,1.7431141599901178e-07,8.807036060129796e-14,0.0,0.46346346346789513,3.165008199554547e-08,1.1435432481321229e-06,1.2529463376558724e-06,9.448054749543462e-07,2.9828363855191244e-09,1.9012454217744605e-09,6.082542281476337e-10
9.999999999999999e-11,0.13078694497997517,0.46346346346346345,0.0,0.0,0.0,0.07307129626829029,0.0,2.5845878501383807e-07,1.435764380141653e-11,2.0637851812441595e-12,6.296192834072285e-09,4.795255762565669e-12,1.744427241573663e-07,8.813837835595437e-14,0.0,0.46346346346790396,3.167297115422347e-08,1.1439747444216497e-06,1.2534631128209703e-06,9.451189512465821e-07,2.98393517841221e-09,1.901812420490629e-09,6.086982355203639e-10
1.1103583914197055e-10,0.13078694497997517,0.46346346346346345,0.0,0.0,0.0,0.07307110018009325,0.0,3.1575862606204427e-07,1.7747419562971984e-11,2.513989053462404e-12,7.66914131004641e-09,6.5033340977771765e-12,2.124172724352728e-07,1.078897379848808e-13,0.0,0.4634634634707171,3.831664498389027e-08,1.2626101379325403e-06,1.3968968331096077e-06,1.030137566151715e-06,3.285371125304383e-09,2.054097280425467e-09,7.365110897556525e-10
1.221115714840563e-10,0.13078697912904308,0.46346346346346345,0.0,0.0,0.0,0.07307090338197121,0.0,3.784427373336213e-07,2.1519798492162448e-11,3.004343517735476e-12,9.164178772722243e-09,8.569619404422238e-12,2.5374912335934796e-07,1.2956026873471393e-13,0.0,0.46346346347440004,4.5608132094818525e-08,1.3802208840980763e-06,1.5417882345965764e-06,1.112146615578014e-06,3.58293749171069e-09,2.1982158918721934e-09,8.743904378136776e-10
1.3318730382614207e-10,0.13078701395406087,0.46346346346346345,0.0,0.0,0.0,0.07307070658261902,0.0,4.461737429938863e-07,2.5665637014138664e-11,3.5318780043667912e-12,1.0772118537978173e-08,1.101662223839255e-11,2.981811296060573e-07,1.5304351454827576e-13,0.0,0.46346346347905315,5.3523398456456126e-08,1.4963932903213874e-06,1.6875994239302292e-06,1.1909621445515688e-06,3.875693016908297e-09,2.3342205926989065e-09,1.0213464051786077e-09
1.4426303616822783e-10,0.13078704943678368,0.46346346346346345,0.0,0.0,0.0,0.07307050978189913,0.0,5.188169117997306e-07,3.018732976739192e-11,4.0952388157673206e-12,1.2488692580820912e-08,1.3871335107378454e-11,3.455923745880782e-07,1.7830224641178473e-13,0.0,0.4634634634847862,6.20613935429046e-08,1.6111449426150602e-06,1.8343095753140475e-06,1.2667086252031834e-06,4.1637924007982716e-09,2.4626910867064232e-09,1.176871981962798e-09
1.5533876851031359e-10,0.13078708555962432,0.46346346346346345,0.0,0.0,0.0,0.07307031297967474,0.0,5.96242346033731e-07,3.5087221966758905e-11,4.6931305119818425e-12,1.430979863784159e-08,1.7159701320137383e-11,3.9586667126341396e-07,2.0530040064471415e-13,0.0,0.463463463491709,7.122115560355069e-08,1.724493211973823e-06,1.9818981516440934e-06,1.3395056775358057e-06,4.447387547545185e-09,2.584169987228069e-09,1.3404965250685327e-09
1.6641450085239934e-10,0.13078712230562892,0.46346346346346345,0.0,0.0,0.0,0.0730701161758096,0.0,6.7832479686294e-07,4.0367610175521925e-11,5.324313569851679e-12,1.6231493801948914e-08,2.09066562382568e-11,4.488923767313982e-07,2.3400303662361527e-13,0.0,0.4634634634999321,8.100180633854075e-08,1.8364552570041413e-06,2.1303449008573032e-06,1.4094682587595517e-06,4.726627602856619e-09,2.6991651955435157e-09,1.5117834284216942e-09
1.774902331944851e-10,0.13078715965845308,0.46346346346346345,0.0,0.0,0.0,0.07306991937016794,0.0,7.649434870033982e-07,4.603074306036444e-11,5.987602138819312e-12,1.8249988370702524e-08,2.513616687512666e-11,5.045622142693577e-07,2.6437629614577114e-13,0.0,0.4634634635095665,9.140254581408365e-08,1.947048026520963e-06,2.2796298523258168e-06,1.476706845088424e-06,5.001658991895305e-09,2.8081521232900257e-09,1.6903279461437808e-09
1.8856596553657086e-10,0.1307871976023376,0.46346346346346345,0.0,0.0,0.0,0.07306972256261451,0.0,8.55981940305754e-07,5.207882213036192e-11,6.681861888085798e-12,2.0361639934920488e-08,2.987126993001722e-11,5.627731024132909e-07,2.9638736434724315e-13,0.0,0.46346346352072354,1.0242264760456005e-07,2.056288262112438e-06,2.429733313296208e-06,1.5413276063961943e-06,5.272625457684307e-09,2.911575771539538e-09,1.8757551562243867e-09
1.9964169787865662e-10,0.13078723612208687,0.46346346346346345,0.0,0.0,0.0,0.07306952575301465,0.0,9.513278178912222e-07,5.851400246111669e-11,7.406007940033496e-12,2.256294769471217e-08,3.513410834189462e-11,6.234259907007871e-07,3.3000443209285235e-13,0.0,0.463463463533515,1.1406145414892812e-07,2.164192500673492e-06,2.580635865372373e-06,1.60343257411452e-06,5.5396680998833e-09,3.009852678213839e-09,2.067718053235846e-09
2.1071743022074237e-10,0.1307872752030469,0.46346346346346345,0.0,0.0,0.0,0.07306932894123401,0.0,1.0508727605897065e-06,6.533839340476738e-11,8.15900288647499e-12,2.485054699433634e-08,4.0945966419718825e-11,6.864257018202143e-07,3.6519665978302793e-13,0.0,0.4634634635480528,1.2631837231296775e-07,2.270777076908665e-06,2.7323183610415255e-06,1.6631198026298692e-06,5.8029254138451424e-09,3.10337274196034e-09,2.26589576211594e-09
2.2179316256282813e-10,0.1307873148310847,0.46346346346346345,0.0,0.0,0.0,0.07306913212713874,0.0,1.1545122374882316e-06,7.255405928640961e-11,8.939854885054088e-12,2.722120406923665e-08,4.732730359315479e-11,7.516807799679543e-07,4.019341425350423e-13,0.0,0.46346346356444973,1.3919286915075632e-07,2.3760581258043213e-06,2.8847619202431127e-06,1.7204835243776804e-06,6.062533329875631e-09,3.1925009289987294e-09,2.469991866627e-09
2.3286889490491386e-10,0.1307873549925683,0.46346346346346345,0.0,0.0,0.0,0.07306893531059545,0.0,1.262145400370387e-06,8.016302008750633e-11,9.747615832773478e-12,2.9671810997653492e-08,5.42977868338218e-11,8.191033451875613e-07,4.401878766899534e-13,0.0,0.4634634635828187,1.5268446785787364e-07,2.4800515850705098e-06,3.037947926980282e-06,1.7756142988605361e-06,6.318625252617797e-09,3.2775788700005897e-09,2.6797328455589917e-09
2.439446272469996e-10,0.13078739567434797,0.46346346346346345,0.0,0.0,0.0,0.07306873849147105,0.0,1.3736749437979685e-06,8.816725211692457e-11,1.0581379613243556e-11,3.219938084818708e-08,6.187632180384643e-11,8.886089534348166e-07,4.799297275899164e-13,0.0,0.46346346360327306,1.6679274390788197e-07,2.5827731975529322e-06,3.1918580259732506e-06,1.828599155847502e-06,6.571332100482627e-09,3.3589263545690386e-09,2.8948666092495693e-09
2.5502035958908533e-10,0.13078743686373726,0.46346346346346345,0.0,0.0,0.0,0.07306854166963285,0.0,1.4890069705976643e-06,9.656868867018266e-11,1.1440280414412556e-11,3.4801043015089024e-08,7.008108278578755e-11,9.60116462124886e-07,5.211323985730772e-13,0.0,0.46346346362592644,1.8151732136403295e-07,2.684238513615454e-06,3.3464741193539517e-06,1.8795217329997555e-06,6.8207823450568775e-09,3.4368427303023972e-09,3.1151611295672316e-09
2.6609609193117106e-10,0.13078747854849582,0.46346346346346345,0.0,0.0,0.0,0.07306834484494854,0.0,1.608050862545043e-06,1.0536922067739428e-10,1.2323491113939163e-11,3.747403873407873e-08,7.892954144128396e-11,1.0335479009481099e-06,5.637694011398136e-13,0.0,0.4634634636508931,1.9685786935913567e-07,2.7844628934935387e-06,3.5017783634014628e-06,1.928462408137223e-06,7.067102050429053e-09,3.5116082124484614e-09,3.3404031574634066e-09
2.771718242732568e-10,0.13078752071681216,0.46346346346346345,0.0,0.0,0.0,0.07306814801728605,0.0,1.7307191560536422e-06,1.14570697340334e-10,1.3230221729585458e-11,4.021571677201879e-08,8.843849444221763e-11,1.1088283477570136e-06,6.078150262475346e-13,0.0,0.4634634636782873,2.1281409873704037e-07,2.8834615096188885e-06,3.6577531653177587e-06,1.9754984263449156e-06,7.310414912381038e-09,3.5834851096025773e-09,3.570397022742804e-09
2.882475566153425e-10,0.13078756335728756,0.46346346346346345,0.0,0.0,0.0,0.07306795118651369,0.0,1.8569274226773156e-06,1.2417492675903304e-10,1.4159717932022064e-11,4.302352928379519e-08,9.862409001807637e-11,1.1858858093276351e-06,6.532443166912968e-13,0.0,0.463463463708224,2.2938575884921637e-07,2.981249348915651e-06,3.814381180043345e-06,2.0207040221172704e-06,7.550842297396094e-09,3.6527189707559996e-09,3.804963510845835e-09
2.9932328895742826e-10,0.13078760645891999,0.46346346346346345,0.0,0.0,0.0,0.07306775435250003,0.0,1.986594154234685e-06,1.3418367654829985e-10,1.5111259617455243e-11,4.589502782977182e-08,1.0950185346300546e-10,1.2646511067991663e-06,7.000330405276192e-13,0.0,0.4634634637408182,2.465726344999374e-07,3.0778412150685357e-06,3.971645307112243e-06,2.064150536738033e-06,7.78850328143774e-09,3.71953965883293e-09,4.043938811602273e-09
3.10399021299514e-10,0.13078765001108958,0.46346346346346345,0.0,0.0,0.0,0.07306755751511389,0.0,2.119640652372824e-06,1.4459867444452864e-10,1.6084159537602643e-11,4.88278595474744e-08,1.210867116441365e-10,1.3450577656044993e-06,7.481576655007015e-13,0.0,0.4634634637761857,2.6437454303387326e-07,3.1732517307632154e-06,4.129528687545828e-06,2.105906531084697e-06,8.023514688458895e-09,3.7841623554945354e-09,4.287173535269194e-09
3.214747536415997e-10,0.1307876940035437,0.46346346346346345,0.0,0.0,0.0,0.07306736067422437,0.0,2.2559909223981876e-06,1.5542160890312103e-10,1.707776198469592e-11,5.1819763471536324e-08,1.3339301655028245e-10,1.4270419097155746e-06,7.975953344326628e-13,0.0,0.4634634638144421,2.82791331560256e-07,3.267495339899335e-06,4.288014700785038e-06,2.146037894035246e-06,8.255991128605828e-09,3.8467885015823966e-09,4.534531791564841e-09
3.3255048598368545e-10,0.1307877384263832,0.46346346346346345,0.0,0.0,0.0,0.07306716382970085,0.0,2.3955715712106515e-06,1.6665412968681852e-10,1.8091441529299546e-11,5.486856699621073e-08,1.4643456791827996e-10,1.5105421600355674e-06,8.483238415411599e-13,0.0,0.46346346385570364,3.0182287430805935e-07,3.3605863097764622e-06,4.447086961660524e-06,2.184607946646814e-06,8.486045036085169e-09,3.90760667726916e-09,4.785890327709255e-09
3.436262183257712e-10,0.13078778327004892,0.46346346346346345,0.0,0.0,0.0,0.07306696698141285,0.0,2.5383117091815305e-06,1.7829784844522298e-10,1.9124601808807158e-11,5.7972182474925884e-08,1.6022463497311377e-10,1.5954995367751548e-06,9.003216096488322e-13,0.0,0.46346346390008675,3.2146907010679973e-07,3.4525387332533117e-06,4.60672931740023e-06,2.2216775422707133e-06,8.713786706665558e-09,3.966793425765382e-09,5.041137721697607e-09
3.547019506678569e-10,0.1307878285253091,0.46346346346346345,0.0,0.0,0.0,0.07306677012923024,0.0,2.6841428558214314e-06,1.9035433928576595e-10,2.0176674364548953e-11,6.112860395153343e-08,1.747759773168001e-10,1.6818573656553216e-06,9.535676682501273e-13,0.0,0.4634634639477082,3.4172983998774717e-07,3.543366530880565e-06,4.7669258446739945e-06,2.2573051627631367e-06,8.939324334788401e-09,4.024514024215736e-09,5.300173627244044e-09
3.6577768300994265e-10,0.1307878741832466,0.46346346346346345,0.0,0.0,0.0,0.07306657327302292,0.0,2.8329988490900267e-06,2.0282513933636799e-10,2.1247117525531015e-11,6.433590401811533e-08,1.9010086499957392e-10,1.7695611877856342e-06,1.0080416324024374e-12,0.0,0.46346346399868527,3.6260512490054477e-07,3.633083453007615e-06,4.9276608466746684e-06,2.2915470109443325e-06,9.162764050265478e-09,4.08092320517725e-09,5.56290806707017e-09
3.768534153520284e-10,0.13078792023524757,0.46346346346346345,0.0,0.0,0.0,0.07306637641266116,0.0,2.9848157582063287e-06,2.1571174930000907e-10,2.233541533691832e-11,6.759223079443948e-08,2.0621109780544446e-10,1.8585586730736082e-06,1.06372368240991e-12,0.0,0.46346346405313515,3.8409488354045914e-07,3.721703081863552e-06,5.088918850235334e-06,2.3244570994524323e-06,9.384209954543918e-09,4.1361658318366355e-09,5.829260771443653e-09
3.879291476941141e-10,0.1307879666729895,0.46346346346346345,0.0,0.0,0.0,0.07306617954801527,0.0,3.139531799823699e-06,2.290156340014162e-10,2.3441076531452324e-11,7.089580502435015e-08,2.2311802378287693e-10,1.94879953702668e-06,1.1205945442695522e-12,0.0,0.4634634641111757,4.061990902816791e-07,3.8092388336127072e-06,5.25068460298217e-06,2.356087336132168e-06,9.603764156521788e-09,4.190377529918527e-09,6.099160559073917e-09
3.9900488003619985e-10,0.1307880134884302,0.46346346346346345,0.0,0.0,0.0,0.07306598267895584,0.0,3.2970872574388423e-06,2.427382229260601e-10,2.4563633542064765e-11,7.424491728455347e-08,2.408325570502111e-10,2.040235460813472e-06,1.1786354708503634e-12,0.0,0.4634634641729248,4.289177332122538e-07,3.895703960385064e-06,5.4129430705225304e-06,2.3864876060935722e-06,9.821526807899621e-09,4.24368527905609e-09,6.372544757649107e-09
4.100806123782856e-10,0.130788060673798,0.46346346346346345,0.0,0.0,0.0,0.07306578580535353,0.0,3.4574244039089564e-06,2.568809107516389e-10,2.570264155401751e-11,7.763792530142725e-08,2.5936519490430756e-10,2.132820014456112e-06,1.2378282237773034e-12,0.0,0.4634634642385006,4.522508122664281e-07,3.981111552281844e-06,5.575679433667801e-06,2.4157058505706985e-06,1.003759613805544e-08,4.296207966223589e-09,6.64935866146713e-09
4.211563447203713e-10,0.13078810822158074,0.46346346346346345,0.0,0.0,0.0,0.07306558892707926,0.0,3.620487426956098e-06,2.7144505787221834e-10,2.6857677594967454e-11,8.107325137165632e-08,2.7872603425977664e-10,2.226508583030468e-06,1.2981550559930152e-12,0.0,0.4634634643080217,4.7619833745030584e-07,4.0654745393565665e-06,5.738879085690614e-06,2.443788142705253e-06,1.025206848843284e-08,4.348056903662367e-09,6.929555023778762e-09
4.3223207706245704e-10,0.13078815612451639,0.46346346346346345,0.0,0.0,0.0,0.07306539204400397,0.0,3.7862223575427477e-06,2.8643199091518186e-10,2.8028339661422323e-11,8.454937988266213e-08,2.9892478744503753e-10,2.321258295756169e-06,1.359598694971287e-12,0.0,0.4634634643816069,5.007603271569369e-07,4.148805693571891e-06,5.902527629615983e-06,2.470778760375017e-06,1.0465038346433409e-08,4.399336313572785e-09,7.213093581616728e-09
4.4330780940454277e-10,0.13078820437558372,0.46346346346346345,0.0,0.0,0.0,0.0730651951559989,0.0,3.954577001007035e-06,3.018430032511383e-10,2.921424588011653e-11,8.806485492895321e-08,3.199707973804171e-10,2.4170279578629847e-06,1.4221423265572493e-12,0.0,0.46346346445937503,5.259368065670793e-07,4.23111763073254e-06,6.066610875545963e-06,2.4967202561822865e-06,1.067659837880661e-08,4.450143781698986e-09,7.499940611027676e-09
4.543835417466285e-10,0.13078825296799326,0.46346346346346345,0.0,0.0,0.0,0.07306499826293526,0.0,4.1255008708504115e-06,3.1767935549692416e-10,3.0415033702895316e-11,9.161827802067141e-08,3.418730521625169e-10,2.513777985124516e-06,1.485769579410261e-12,0.0,0.4634634645414455,5.517278061320379e-07,4.312422812394577e-06,6.231114838017414e-06,2.52165352471305e-06,1.0886839464531571e-08,4.50057068179909e-09,7.790068510755776e-09
4.6545927408871424e-10,0.1307883018951785,0.46346346346346345,0.0,0.0,0.0,0.07306480136468452,0.0,4.298945125074698e-06,3.3394227601182815e-10,3.163035913375266e-11,9.520830588075268e-08,3.646401990781308e-10,2.61147034095445e-06,1.5504645100263493e-12,0.0,0.4634634646279378,5.781333601351223e-07,4.392733547751342e-06,6.39602573339246e-06,2.5456178671733927e-06,1.1095850727186711e-08,4.55070257286685e-09,8.083455412550811e-09
4.765350064308e-10,0.13078835115078769,0.46346346346346345,0.0,0.0,0.0,0.07306460446111818,0.0,4.474862504969439e-06,3.506329613871618e-10,3.285989598672393e-11,9.883364832726086e-08,3.8828055807007905e-10,2.7100684759647673e-06,1.6162115883179792e-12,0.0,0.46346346471897154,6.051535053284009e-07,4.472061995496338e-06,6.561329977281241e-06,2.5686510535054287e-06,1.1303719566804372e-08,4.600619570851127e-09,8.380084816391155e-09
4.876107387728858e-10,0.1307884007286757,0.46346346346346345,0.0,0.0,0.0,0.07306440755210791,0.0,4.653207276254413e-06,3.6775257692928886e-10,3.4103335173387e-11,1.0249306623758728e-07,4.128021346764351e-10,2.809537269889277e-06,1.6829956837297709e-12,0.0,0.4634634648146667,6.327882796415726e-07,4.55042016566333e-06,6.727014181996579e-06,2.5907893820810526e-06,1.1510531691208783e-08,4.650396696507206e-09,8.679945249022179e-09
4.986864711149715e-10,0.13078845062289657,0.46346346346346345,0.0,0.0,0.0,0.07306421063752548,0.0,4.833935172485806e-06,3.853022571362233e-10,3.5360384018777436e-11,1.0618536959133781e-07,4.382126324637801e-10,2.909842975779654e-06,1.7508020518696337e-12,0.0,0.46346346491514345,6.610377209598915e-07,4.627819921443958e-06,6.893065154040136e-06,2.61206773706797e-06,1.171637114683671e-08,4.700104200909422e-09,8.983029944313238e-09
5.097622034570572e-10,0.13078850082769583,0.46346346346346345,0.0,0.0,0.0,0.07306401371724273,0.0,5.017003340638196e-06,4.032831061678986e-10,3.663076560457045e-11,1.0990941558885243e-07,4.6451946497430773e-10,3.010953166384844e-06,1.8196163216355577e-12,0.0,0.4634634650205221,6.899018659682098e-07,4.704272980983103e-06,7.0594698916197055e-06,2.6325196435587745e-06,1.192132034904112e-08,4.749807870057146e-09,9.289336544031937e-09
5.20837935799143e-10,0.13078855133750356,0.46346346346346345,0.0,0.0,0.0,0.07306381679113168,0.0,5.202370288777806e-06,4.21696198310206e-10,3.7914218138430214e-11,1.1366410684242062e-07,4.917297672058265e-10,3.1128366826281448e-06,1.8894244828190718e-12,0.0,0.46346346513092324,7.193807490583221e-07,4.779790919152334e-06,7.226215582197246e-06,2.6521773205503284e-06,1.2125460111879052e-08,4.7995693099146646e-09,9.598866817724146e-09
5.429894004833144e-10,0.13078865325074715,0.46346346346346345,0.0,0.0,0.0,0.073063422920913,0.0,5.579841067789289e-06,4.5982326242567485e-10,4.051936096452257e-11,1.212612524346577e-07,5.488879927377506e-10,3.31880510651147e-06,2.03196817302939e-12,0.0,0.4634634653672758,7.801828496018498e-07,4.928067024933842e-06,7.560679504043585e-06,2.6892326298869685e-06,1.253162674299999e-08,4.899492564434342e-09,1.022762459057247e-08
5.629257186990688e-10,0.1307887459634586,0.46346346346346345,0.0,0.0,0.0,0.07306306841650101,0.0,5.927036480557876e-06,4.956260732062684e-10,4.29063546677811e-11,1.2819335103368549e-07,6.034865179335607e-10,3.506533131283803e-06,2.1635230291815064e-12,0.0,0.46346346559838303,8.370074071893611e-07,5.058430652187512e-06,7.862738347490002e-06,2.7201643791354743e-06,1.2895187392991268e-08,4.9901625739802745e-09,1.0804624909407053e-08
5.828620369148231e-10,0.13078883958550028,0.46346346346346345,0.0,0.0,0.0,0.0730627138912186,0.0,6.281091749750242e-06,5.328447413184597e-10,4.533225668858285e-11,1.3520957244584343e-07,6.611116386619987e-10,3.6963350760856412e-06,2.298095485578211e-12,0.0,0.4634634658476458,8.958240431524688e-07,5.18593813314137e-06,8.16571101519389e-06,2.7489693740069515e-06,1.325731213180153e-08,5.081813246900844e-09,1.1392260105574164e-08
6.027983551305774e-10,0.13078893409024095,0.46346346346346345,0.0,0.0,0.0,0.0730623593443225,0.0,6.641807909709314e-06,5.714845107605061e-10,4.779601275697375e-11,1.423049445626388e-07,7.217962520074877e-10,3.888068984159059e-06,2.435615409238558e-12,0.0,0.46346346611577366,9.566327520356892e-07,5.310652017858001e-06,8.469529315303038e-06,2.7757945558085196e-06,1.3618418106548204e-08,5.174684154681633e-09,1.1990658826451032e-08
6.227346733463318e-10,0.1307890294524573,0.46346346346346345,0.0,0.0,0.0,0.07306200477507027,0.0,7.008996750621863e-06,6.115503468756325e-10,5.0296685074537416e-11,1.4947485001341964e-07,7.855711035829701e-10,4.081602744455935e-06,2.576015613350008e-12,0.0,0.4634634664034769,1.0194334363250352e-06,5.432633486515537e-06,8.774126857342857e-06,2.8007767218435496e-06,1.3978907854945185e-08,5.268988188051454e-09,1.2599976111869143e-08
6.426709915620861e-10,0.13078912564832698,0.46346346346346345,0.0,0.0,0.0,0.0730616501827204,0.0,7.382480121116972e-06,6.53046944137151e-10,5.2833444016470644e-11,1.5671500211455384e-07,8.524649394898244e-10,4.276813409737724e-06,2.7192316896175336e-12,0.0,0.4634634667114679,1.0842258944345913e-06,5.551942379422913e-06,9.07943901077791e-06,2.8240432272888016e-06,1.4339169783835496e-08,5.364914539789294e-09,1.3220390446519652e-08
