Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32),C6H10(112)
2.988330602031304e-10,0.13078760815935242,0.46346346346346345,0.0,0.0,0.0,0.0730677629597029,1.2070066821621163e-15,1.947704222798185e-06,1.337093693630938e-10,1.528539103961022e-11,6.646522628157455e-08,1.0708342979058202e-10,1.2321521699832806e-06,6.921891851136591e-13,0.0,0.4634634638461554,3.0607346682404676e-07,3.0379755238797075e-06,3.961012187270492e-06,1.9930652837287194e-06,7.822344931030463e-09,3.5143302115485562e-09,3.856572880367616e-09,5.4943493420623985e-14,8.355267027847322e-12,4.3285130284654786e-17,5.457925946710582e-13,2.9263950489849045e-12,5.058060533425164e-16,7.733684253230859e-08,4.0123708984689574e-08,5.70992214351588e-13,7.936289532508998e-11,9.529280787401487e-15,1.9959810654262545e-14,6.592296735844575e-26
3.103103160553189e-10,0.13078765350469967,0.46346346346346345,0.0,0.0,0.0,0.07306755897342077,1.4021034900452694e-15,2.0821728485128733e-06,1.4448589400753686e-10,1.6316551276192948e-11,7.160101059739883e-08,1.1879138813072794e-10,1.3125906230953436e-06,7.413468918321116e-13,0.0,0.46346346389612975,3.2950378633464207e-07,3.1344154807435868e-06,4.1241735750469085e-06,2.03290513655938e-06,8.07135076881842e-09,3.575815959304803e-09,4.093669552101312e-09,5.832152694284452e-14,9.236029172367048e-12,4.784812136166137e-17,5.880726786057585e-13,3.2476996298351386e-12,5.617650712380674e-16,8.15422892346721e-08,4.307092249641213e-08,6.129360540790052e-13,8.85522674572708e-11,9.88716928734543e-15,2.2324252486823742e-14,8.443918868557594e-26
3.2178757190750735e-10,0.13078769932701056,0.46346346346346345,0.0,0.0,0.0,0.07306735498231183,1.6198514841532803e-15,2.2200184220356042e-06,1.5569975885388057e-10,1.7371410546214455e-11,7.691181770291102e-08,1.312474114873476e-10,1.394585287293156e-06,7.918725108594279e-13,0.0,0.463463463950298,3.5379403947192227e-07,3.229543061455531e-06,4.287952564800211e-06,2.0710250315927067e-06,8.318046600343977e-09,3.6356086450824253e-09,4.3347747968571585e-09,6.175668040005947e-14,1.0169717049308909e-11,5.2685314371791e-17,6.317978297022583e-13,3.5900048460310192e-12,6.214094313056228e-16,8.574919500525154e-08,4.610885728175298e-08,6.561711873727106e-13,9.840163864687744e-11,1.0244692808189173e-14,2.4866748189769112e-14,1.0714908571741778e-25
3.3326482775969583e-10,0.13078774561514686,0.46346346346346345,0.0,0.0,0.0,0.07306715098618917,1.861923828012873e-15,2.3611595421282513e-06,1.6735274636132138e-10,1.8449292556427105e-11,8.239524081866842e-08,1.4446560254973684e-10,1.4780690132703175e-06,8.437410531412225e-13,0.0,0.4634634640088323,3.789426971650764e-07,3.3233761198392543e-06,4.45233028366272e-06,2.1074997806031453e-06,8.562570151013931e-09,3.6939198240163044e-09,4.579781027990468e-09,6.524742093037044e-14,1.1157199691423e-11,5.780121180585692e-17,6.769482155280216e-13,3.953796789864114e-12,6.848251076843767e-16,8.995209583700513e-08,4.923624404218109e-08,7.00679557029417e-13,1.089307372757889e-10,1.0601858704294134e-14,2.7593569082289628e-14,1.3479067026022483e-25
3.447420836118843e-10,0.13078779235837082,0.46346346346346345,0.0,0.0,0.0,0.07306694698486646,2.1300515485756585e-15,2.5055178797953954e-06,1.7944659397313418e-10,1.9549552576384737e-11,8.804883159016988e-08,1.5845946485424675e-10,1.562977581269663e-06,8.969283065653847e-13,0.0,0.4634634640719051,4.0494813377552334e-07,3.4159322668309937e-06,4.617288155432905e-06,2.142400929955894e-06,8.805056277314811e-09,3.750945488217779e-09,4.82859436834318e-09,6.879241100346963e-14,1.2199323653781166e-11,6.320019968846134e-17,7.23503657456892e-13,4.339552737428499e-12,7.520964983208425e-16,9.414592477284692e-08,5.245183210683859e-08,7.464433708474376e-13,1.201590052586449e-10,1.0958672718275986e-14,3.051097639268579e-14,1.681970604273114e-25
3.562193394640728e-10,0.130787839546329,0.46346346346346345,0.0,0.0,0.0,0.07306674297815789,2.426023450037212e-15,2.6530180490577774e-06,1.9198299486243505e-10,2.0671576113333625e-11,9.38701062799598e-08,1.732419291374078e-10,1.649249572812036e-06,9.514108058036625e-13,0.0,0.4634634641396882,4.3180863423824323e-07,3.507228873783817e-06,4.782807896303119e-06,2.1757969035513213e-06,9.045637005469066e-09,3.806867192175666e-09,5.0811336395117665e-09,7.239049402001805e-14,1.3296915946582203e-11,6.888656277347307e-17,7.714436819575078e-13,4.747741805561853e-12,8.233065422427837e-16,9.832598989594372e-08,5.5754389088770435e-08,7.9344509673571e-13,1.3210560223788965e-10,1.1315139113516133e-14,3.362522277612371e-14,2.083045425676299e-25
3.6769659531626125e-10,0.13078788716903667,0.46346346346346345,0.0,0.0,0.0,0.07306653896587828,2.751686041731627e-15,2.803587483317488e-06,2.049635986653089e-10,2.1814777644337235e-11,9.98565515613142e-08,1.888253785331276e-10,1.7368262480644988e-06,1.00716580342338e-12,0.0,0.46346346421235407,4.595224007892615e-07,3.5972830757269783e-06,4.9488715106526935e-06,2.207753139504509e-06,9.284441570873221e-09,3.86185309691866e-09,5.337329424116052e-09,7.604068095111904e-14,1.4450786751652648e-11,7.486449861878801e-17,8.207475685780465e-13,5.178825563901181e-12,8.98536828896204e-16,1.0248795341923803e-07,5.91427005523244e-08,8.416674579817673e-13,1.447894097023897e-10,1.1671260798756188e-14,3.6942553845404605e-14,2.5616098553505588e-25
3.791738511684497e-10,0.13078793521686288,0.46346346346346345,0.0,0.0,0.0,0.07306633494784304,3.10894348021186e-15,2.957156317075901e-06,2.1839001220166905e-10,2.2978599403165982e-11,1.0600562993424271e-07,2.0522167266379654e-10,1.8256514286041407e-06,1.0641712422155656e-12,0.0,0.46346346429007484,4.880875593003053e-07,3.686111774580941e-06,5.115461286905112e-06,2.2383322208289486e-06,9.52159645819613e-09,3.9160589386707415e-09,5.597123195924433e-09,7.974213794459049e-14,1.566173193789691e-11,8.113813061940528e-17,8.713943948154799e-13,5.633258605173336e-12,9.778676999984849e-16,1.0662781182315319e-07,6.261556969111588e-08,8.910934286700298e-13,1.582290350319894e-10,1.2027039445160228e-14,4.046920971230363e-14,3.129346105286583e-25
3.906511070206382e-10,0.13078798368051625,0.46346346346346345,0.0,0.0,0.0,0.07306613092386817,3.499757525603328e-15,3.113657272771908e-06,2.322638001841935e-10,2.4162510219551954e-11,1.123147847838553e-07,2.2244217067374782e-10,1.9156713853404518e-06,1.1224057286872232e-12,0.0,0.46346346437302266,5.17502165240967e-07,3.773731642328643e-06,5.28255979344792e-06,2.267594000385981e-06,9.757225442022805e-09,3.969628927426787e-09,5.860466512963736e-09,8.349417482862259e-14,1.6930535390142694e-11,8.771152007366616e-17,9.233630780225862e-13,6.1114890766758345e-12,1.0613783443987661e-15,1.1074187699196232e-07,6.617181701598154e-08,9.417062292422431e-13,1.724428154702906e-10,1.2382475596280968e-14,4.4211426537079966e-14,3.799231198592137e-25
4.0212836287282667e-10,0.13078803255103105,0.46346346346346345,0.0,0.0,0.0,0.07306592689377023,3.926147512295424e-15,3.27302555251497e-06,2.46586485915669e-10,2.5366004408480226e-11,1.1878144510043013e-07,2.404977532520517e-10,2.0068347313664814e-06,1.1818485076670056e-12,0.0,0.4634634644613694,5.477642092879987e-07,3.860159124143623e-06,5.4501498746140896e-06,2.2955957203537737e-06,9.991449627936739e-09,4.022696580569924e-09,6.127320269015848e-09,8.729623444731337e-14,1.8257971165016417e-11,9.458867735330015e-17,9.766324145050644e-13,6.613959175737903e-12,1.1491468865457906e-15,1.1482675830090515e-07,6.981028005237522e-08,9.93489322192279e-13,1.8744882202785811e-10,1.273756877128713e-14,4.8175438083825916e-14,4.585631881336412e-25
4.1360561872501514e-10,0.13078808181975457,0.46346346346346345,0.0,0.0,0.0,0.07306572285736654,4.390190334013974e-15,3.4351987344972316e-06,2.613595519750537e-10,2.6588600707288523e-11,1.2540302987957677e-07,2.593988436895734e-10,2.0990923195190624e-06,1.2424794379757573e-12,0.0,0.4634634645552869,5.788716226004064e-07,3.94541044147558e-06,5.618214646723586e-06,2.322392126458576e-06,1.0224387493942246e-08,4.0753854962803836e-09,6.397653999236565e-09,9.114788276732212e-14,1.964480548649604e-11,1.017735722428074e-16,1.031181115980223e-12,7.141105611750485e-12,1.2412504690108127e-15,1.1887934560832368e-07,7.352981304669685e-08,1.0464264078880244e-12,2.0326486331793773e-10,1.309231756177563e-14,5.2367477279429333e-14,5.5044031953826425e-25
4.250828745772036e-10,0.13078813147833412,0.46346346346346345,0.0,0.0,0.0,0.07306551881447483,4.8940204432977515e-15,3.6001166738800845e-06,2.765844408925438e-10,2.7829841258460765e-11,1.3217695221983937e-07,2.791554280128893e-10,2.192397144439854e-06,1.3042789691158543e-12,0.0,0.4634634646549472,6.108222817779604e-07,4.02950159509397e-06,5.786737494183952e-06,2.348035577198508e-06,1.0456154932137222e-08,4.1278100710940325e-09,6.671445235982997e-09,9.504879969987902e-14,2.1091798592749167e-11,1.0927014350831939e-16,1.0869878435339025e-12,7.693360037141544e-12,1.33776532941415e-15,1.2289679310955414e-07,7.732928668108446e-08,1.10050142051371e-12,2.1990848932664054e-10,1.344671972256225e-14,5.679377777404065e-14,6.572990751313133e-25
4.365601304293921e-10,0.13078818151870508,0.46346346346346345,0.0,0.0,0.0,0.07306531476491358,5.4398298653836474e-15,3.7677214079605677e-06,2.9226255581391407e-10,2.908929063610353e-11,1.3910062313414107e-07,2.997770742355527e-10,2.2867042489393034e-06,1.3672281189355303e-12,0.0,0.4634634647605214,6.43614013519777e-07,4.112448368090198e-06,5.9557020656487855e-06,2.3725761482788033e-06,1.0686865290554722e-08,4.180076165625723e-09,6.948678911243587e-09,9.899877058677434e-14,2.2599706444952504e-11,1.1708230775135677e-16,1.144031239196406e-12,8.271149449486937e-12,1.4387668721928681e-15,1.2687650401153326e-07,8.120758779623398e-08,1.1556985241264764e-12,2.3739699511943483e-10,1.3800772256761357e-14,6.146057550103582e-14,7.810536742721572e-25
4.4803738628158057e-10,0.13078823193307967,0.46346346346346345,0.0,0.0,0.0,0.0730651107085019,6.0298682264870705e-15,3.937957065431369e-06,3.0839526115438076e-10,3.0366534914181476e-11,1.461714550906742e-07,3.2127295076545306e-10,2.3819706344741625e-06,1.4313084522262266e-12,0.0,0.46346346487218115,6.772445989988359e-07,4.194266328838959e-06,6.125092270233005e-06,2.3960617324680555e-06,1.091662941509819e-08,4.232281722189265e-09,7.229346802318779e-09,1.0299767830257196e-13,2.4169282308036316e-11,1.252139675990052e-16,1.2022899552853984e-12,8.874896566793406e-12,1.5443297356150366e-15,1.3081611598893592e-07,8.516361912183954e-08,1.212002108821344e-12,2.557474244856932e-10,1.4154471495403796e-14,6.637411023454838e-14,9.237989745035642e-25
4.5951464213376904e-10,0.13078828271393564,0.46346346346346345,0.0,0.0,0.0,0.07306490664505944,6.666442796446688e-15,4.110769779555615e-06,3.249838832422278e-10,3.166118077466608e-11,1.533868652981227e-07,3.436518440054361e-10,2.478155175556972e-06,1.496502060212696e-12,0.0,0.4634634649900975,7.117117779675626e-07,4.274970833919297e-06,6.294892273783829e-06,2.4185381350765525e-06,1.1145555691501333e-08,4.284517337794505e-09,7.513447017625713e-09,1.0704549592849659e-13,2.5801278212629266e-11,1.3366901927856564e-16,1.2617426816400867e-12,9.505020177854104e-12,1.6545278543241605e-15,1.347134873843363e-07,8.919629901427317e-08,1.269396786999209e-12,2.74976573522966e-10,1.4507813171946306e-14,7.154062714272348e-14,1.0878218343744233e-24
4.709918979859575e-10,0.1307883338540059,0.46346346346346345,0.0,0.0,0.0,0.07306470257440653,7.351918545685792e-15,4.286107605085248e-06,3.4202971095242135e-10,3.2972854653830966e-11,1.607442787493871e-07,3.669221751827698e-10,2.575218537923646e-06,1.5627915408972642e-12,0.0,0.46346346511444136,7.470132526088913e-07,4.354577030995917e-06,6.465086495206458e-06,2.4400491652492766e-06,1.1373750087249178e-08,4.336866795757462e-09,7.800983519719797e-09,1.1114227995657563e-13,2.7496446306828756e-11,1.4245135962136775e-16,1.3223681708432586e-12,1.016193546944429e-11,1.769434517720806e-15,1.3856668411656385e-07,9.330456120114543e-08,1.3278673897327654e-12,2.95100994162571e-10,1.486079249195716e-14,7.696637833493058e-14,1.2756128638614124e-24
4.82469153838146e-10,0.13078838534626816,0.46346346346346345,0.0,0.0,0.0,0.0730644984963641,8.088718216426593e-15,4.463920438759434e-06,3.595339963304231e-10,3.4301201925006917e-11,1.682411310372574e-07,3.910920164414384e-10,2.6731231002931863e-06,1.6301599802213756e-12,0.0,0.46346346524538345,7.831466911464874e-07,4.4330998616613135e-06,6.635659602843459e-06,2.46063672325751e-06,1.1601316193402696e-08,4.389407558919778e-09,8.091965682840743e-09,1.1528816398567768e-13,2.925554010578519e-11,1.5156489253713686e-16,1.3841452615573098e-12,1.084605433199474e-11,1.8891224245236027e-15,1.423739672631229e-07,9.748735453241475e-08,1.3873989632255686e-12,3.161369976380129e-10,1.521340419816124e-14,8.265762440126012e-14,1.4898785672232238e-24
4.939464096903345e-10,0.1307884371839354,0.46346346346346345,0.0,0.0,0.0,0.07306429441075374,8.879322408078693e-15,4.6441599432268325e-06,3.7749795520640853e-10,3.5645886116187053e-11,1.7587487095479082e-07,4.161691062296872e-10,2.7718328795611735e-06,1.6985909340092201e-12,0.0,0.46346346538309396,8.201097312271197e-07,4.510554064239217e-06,6.80659651090686e-06,2.480340883964638e-06,1.1828355266274357e-08,4.442211227249966e-09,8.38640788249171e-09,1.1948335287394743e-13,3.107931564649267e-11,1.6101353499721705e-16,1.4470529000900646e-12,1.1557785645259033e-11,2.0136637337657524e-15,1.461337812841855e-07,1.0174364273773372e-07,1.4479767653598602e-12,3.3810065789766655e-10,1.5565642631158373e-14,8.86206359427141e-14,1.733553883294453e-24
5.054236655425229e-10,0.1307884893604467,0.46346346346346345,0.0,0.0,0.0,0.07306409031739769,9.726269676708865e-15,4.826779474242538e-06,3.959227678000774e-10,3.70065881609453e-11,1.8364296289249865e-07,4.421608640137966e-10,2.871313459275762e-06,1.768068410659764e-12,0.0,0.46346346552774315,8.578999830875097e-07,4.586954176549907e-06,6.9778823759620675e-06,2.499199976633894e-06,1.2054966268906935e-08,4.495343962396547e-09,8.684329114741486e-09,1.2372811731472478e-13,3.296853255464069e-11,1.708012225621615e-16,1.5110701602669959e-12,1.2297535545380807e-11,2.1431301124445413e-15,1.4984474285719337e-07,1.0607240418974317e-07,1.5095862623290506e-12,3.6100781496309525e-10,1.5917501786086546e-14,9.486169509058125e-14,2.009815128392007e-24
5.169009213947114e-10,0.13078854186945815,0.46346346346346345,0.0,0.0,0.0,0.07306388621611874,1.0632156648485527e-14,5.011734010996862e-06,4.1480957931624013e-10,3.8383005681199e-11,1.9154288904384997e-07,4.690744043477112e-10,2.9715319212515344e-06,1.8385768545549858e-12,0.0,0.4634634656795009,8.965150325173836e-07,4.6623145386379185e-06,7.149502593462664e-06,2.5172506612386055e-06,1.2281245912312075e-08,4.548866881580007e-09,8.985752643104186e-09,1.280227888053833e-13,3.492395502989394e-11,1.8093191448668477e-16,1.5761762617125518e-12,1.3065707674667793e-11,2.2775927800844624e-15,1.535056302925287e-07,1.1047263167304126e-07,1.5722131253509021e-12,3.8487407823430995e-10,1.626897536534864e-14,1.0138709701356337e-13,2.3220933471641113e-24
5.283781772468999e-10,0.13078859470483425,0.46346346346346345,0.0,0.0,0.0,0.0730636821067404,1.1599638146978561e-14,5.198980089439437e-06,4.3415950053135324e-10,3.977485230041106e-11,1.9957215143002248e-07,4.969165503268602e-10,3.0724567801828983e-06,1.9101011301534806e-12,0.0,0.46346346583853665,9.359524436298734e-07,4.736649295462619e-06,7.321442794335232e-06,2.5345280014284444e-06,1.2507288696429238e-08,4.602836423040067e-09,9.29070567100384e-09,1.323677549806924e-13,3.694635275551332e-11,1.9140959843261228e-16,1.6423505866500775e-12,1.3862703415286581e-11,2.4171225504463663e-15,1.571153735020743e-07,1.1494333215857388e-07,1.6358432274578542e-12,4.097148297432181e-10,1.66200568276747e-14,1.0820315141129623e-13,2.674088076863479e-24
5.398554330990884e-10,0.13078864786064004,0.46346346346346345,0.0,0.0,0.0,0.0730634779890867,1.2631427334182832e-14,5.38847573846791e-06,4.5397360837117104e-10,4.11818569858902e-11,2.0772827375428086e-07,5.256938464532526e-10,3.1740579211247946e-06,1.98262650673993e-12,0.0,0.46346346600501936,9.762097614498567e-07,4.809972399552192e-06,7.493688841613327e-06,2.5510655342985386e-06,1.2733186950769387e-08,4.657304685094513e-09,9.599219037975088e-09,1.3676345528436381e-13,3.903650173780502e-11,2.022382948182502e-16,1.7095726952835907e-12,1.468892210800524e-11,2.5617898705550747e-15,1.6067304449379514e-07,1.194835265832076e-07,1.7004626403611472e-12,4.3554522735645837e-10,1.697073943379514e-14,1.1531618399298185e-13,3.0697815306743694e-24
5.513326889512768e-10,0.130788701331133,0.46346346346346345,0.0,0.0,0.0,0.07306327386298243,1.3730295865122248e-14,5.580180418856472e-06,4.742529464796705e-10,4.260376341890764e-11,2.1600880309583112e-07,5.554125709377304e-10,3.276306539714427e-06,2.0561386438022614e-12,0.0,0.46346346617911816,1.0172845143302856e-06,4.882297613621514e-06,7.666226827119784e-06,2.5668953371017412e-06,1.29590308747113e-08,4.712319740715791e-09,9.911326937885825e-09,1.4121037695436276e-13,4.119518508048469e-11,2.1342206083054089e-16,1.7778223398404566e-12,1.5544761257029096e-11,2.7116648572325626e-15,1.641778483667392e-07,1.2409224963426216e-07,1.7660576313854422e-12,4.623802079287615e-10,1.7321016288784833e-14,1.2273253793992395e-13,3.5134532058684e-24
5.628099448034653e-10,0.13078875511075566,0.46346346346346345,0.0,0.0,0.0,0.0730630697282529,1.4899074055880434e-14,5.7740549648047576e-06,4.949985257794027e-10,4.404032939140704e-11,2.2441131145249548e-07,5.860787474641115e-10,3.379175085013295e-06,2.130623577009516e-12,0.0,0.46346346636100144,1.0591742162060556e-06,4.9536385131544265e-06,7.839043068196572e-06,2.582048091038196e-06,1.3184908577421691e-08,4.7679259293929354e-09,1.022706665759219e-08,1.4570905129933237e-13,4.34231936986746e-11,2.2496499412444634e-16,1.8470794773780376e-12,1.643061672189982e-11,2.866817331333505e-15,1.6762911478205865e-07,1.287685495387942e-07,1.8326146604710428e-12,4.902344904079333e-10,1.767088038130003e-14,1.3045857535082845e-13,4.009694922705191e-24
5.742872006556538e-10,0.1307888091941283,0.46346346346346345,0.0,0.0,0.0,0.07306286558472405,1.614065106489383e-14,5.9700615279930425e-06,5.162113250234176e-10,4.5491326228138894e-11,2.329333971410759e-07,6.176981564388615e-10,3.482637204854197e-06,2.206067704764632e-12,0.0,0.46346346655083726,1.1018763686944652e-06,5.0240084889508554e-06,8.01212410448135e-06,2.596553142250438e-06,1.3410906117373302e-08,4.824164127918708e-09,1.054647833455092e-08,1.502600502451144e-13,4.5721326976911207e-11,2.368712362322311e-16,1.917324281410337e-12,1.7346882897358234e-11,3.0273168498334358e-15,1.710262898867942e-07,1.3351148785743536e-07,1.900120377241002e-12,5.191225788925062e-10,1.8020324620003e-14,1.385006786688005e-13,4.563426300130751e-24
5.857644565078423e-10,0.13078886357604236,0.46346346346346345,0.0,0.0,0.0,0.07306266143222254,1.7457975087333564e-14,6.168163524034561e-06,5.378922913389028e-10,4.6956538233102796e-11,2.4157268606382066e-07,6.502763457488959e-10,3.5866676935829187e-06,2.2824577753074934e-12,0.0,0.4634634667487936,1.145388463050886e-06,5.093420749639301e-06,8.185456694730024e-06,2.6104385601466347e-06,1.363710754143794e-08,4.881072001623694e-09,1.0869604732020104e-08,1.5486398313186804e-13,4.809039337522607e-11,2.491449757037079e-16,1.9885371524106514e-12,1.829395288200723e-11,3.1932327359045978e-15,1.7436892866825367e-07,1.3832013928260242e-07,1.968561618130348e-12,5.490587656430679e-10,1.8369341867183992e-14,1.468652520890353e-13,5.179910674459399e-24
5.972417123600307e-10,0.13078891825145345,0.46346346346346345,0.0,0.0,0.0,0.07306245727057552,1.8854053562393466e-14,6.3683255812205505e-06,5.600423407626688e-10,4.843576215923139e-11,2.5032683284897645e-07,6.838186410491181e-10,3.6912424420892166e-06,2.3597808743446253e-12,0.0,0.46346346695503754,1.1897079819878037e-06,5.161888324155137e-06,8.359027813684526e-06,2.6237311931692337e-06,1.3863594923533968e-08,4.9386842374693055e-09,1.119649103057813e-08,1.5952149374368486e-13,5.053121098706996e-11,2.6179045099697585e-16,2.0606987272851547e-12,1.9272218636551256e-11,3.3646341071333284e-15,1.7765668771785324e-07,1.4319359144090514e-07,2.0379254035750235e-12,5.80057134048231e-10,1.8717924969739762e-14,1.5555872294626545e-13,5.864771467354451e-24
6.087189682122192e-10,0.1307889732154752,0.46346346346346345,0.0,0.0,0.0,0.07306225309961088,2.0331953393293047e-14,6.570513491458239e-06,5.826623587686186e-10,4.992880670029769e-11,2.5919352187299657e-07,7.183301556003418e-10,3.796338390026356e-06,2.4380244131829667e-12,0.0,0.4634634671697365,1.2348324013649813e-06,5.2294240641851905e-06,8.532824648985106e-06,2.636456722121096e-06,1.409044840281022e-08,4.997032760309403e-09,1.1527184634782303e-08,1.642332575539057e-13,5.304460805257767e-11,2.7481195313776033e-16,2.1337898878720288e-12,2.0282071132333107e-11,3.5415899020127467e-15,1.808893183842856e-07,1.481309446995918e-07,2.1081989352583773e-12,6.121315615461757e-10,1.906606678783772e-14,1.6458754308109195e-13,6.624009009549733e-24
6.201962240644077e-10,0.1307890284633732,0.46346346346346345,0.0,0.0,0.0,0.07306204891915703,2.189480117979691e-14,6.774694163306312e-06,6.057532007873218e-10,5.1435492004072715e-11,2.681704681715835e-07,7.538157996773383e-10,3.9019334801229275e-06,2.517176117346134e-12,0.0,0.46346346739305694,1.280759191758109e-06,5.296040646579078e-06,8.706834598126406e-06,2.6486397111562675e-06,1.4317746221350464e-08,5.056146933535383e-09,1.1861734993873959e-08,1.689999791705718e-13,5.5631423430417836e-11,2.8821382816417947e-16,2.2077917685014e-12,2.132390049083728e-11,3.72416890481583e-15,1.8406666029682572e-07,1.5313131197687898e-07,2.179369593412854e-12,6.452957225026574e-10,1.9413760221239295e-14,1.7395819018438515e-13,7.464017826878024e-24
6.431507357687846e-10,0.13078913979258644,0.46346346346346345,0.0,0.0,0.0,0.07306164052909866,2.5288147012836926e-14,7.188906746290502e-06,6.533506314125889e-10,5.448912002977525e-11,2.864461505298708e-07,8.277281551848336e-10,4.11453761764849e-06,2.6781564308406124e-12,0.0,0.4634634678662269,1.375009749822387e-06,5.426566185828198e-06,9.055444459325767e-06,2.671471027926206e-06,1.4773978580718086e-08,5.176777947452842e-09,1.2542613041689838e-08,1.7870124631638126e-13,6.102872012693865e-11,3.1617636891972087e-16,2.358453527078557e-12,2.3505046791869514e-11,4.106471035510822e-15,1.9025524220042405e-07,1.6331760191202662e-07,2.3243526871194236e-12,7.149469437572301e-10,2.0107773868371596e-14,1.9375101315810537e-13,9.414006557456412e-24
6.638097963027239e-10,0.13078924091514962,0.46346346346346345,0.0,0.0,0.0,0.07306127294388465,2.866527749804465e-14,7.5682026576372886e-06,6.978065215854371e-10,5.7282450829471425e-11,3.0324907589216826e-07,8.976262114643048e-10,4.307386163709953e-06,2.8260275577872633e-12,0.0,0.463463468323229,1.4625539266439984e-06,5.541019329884497e-06,9.369799946890102e-06,2.6903889684690025e-06,1.518685473199589e-08,5.288212804894961e-09,1.3169125707562794e-08,1.8762792755444934e-13,6.614602517630295e-11,3.426883320871565e-16,2.4969799010778366e-12,2.5581340097095315e-11,4.4704620064914955e-15,1.9563586778986025e-07,1.7269212207173688e-07,2.4577826057688016e-12,7.814930540885397e-10,2.0730783064591248e-14,2.1279916172689815e-13,1.151809358068945e-23
6.844688568366631e-10,0.1307893428901879,0.46346346346346345,0.0,0.0,0.0,0.07306090532528565,3.236901988130427e-14,7.953486962450593e-06,7.437998653665583e-10,6.011765685262597e-11,3.203751755806832e-07,9.707484446810174e-10,4.501550322109898e-06,2.9766635005566525e-12,0.0,0.4634634688107382,1.5526583490496287e-06,5.652683810560722e-06,9.684659207891118e-06,2.7078849968491058e-06,1.560230453605084e-08,5.402486266076671e-09,1.3808980402318126e-08,1.9674472888798786e-13,7.151477900920956e-11,3.705030259864852e-16,2.638175775151392e-12,2.7767279821917212e-11,4.853737183164982e-15,2.0083828579211185e-07,1.822575661253041e-07,2.5939308379684925e-12,8.517735783563985e-10,2.1352233222474578e-14,2.330568893904507e-13,1.400327342382962e-23
7.051279173706024e-10,0.13078944569489223,0.46346346346346345,0.0,0.0,0.0,0.07306053767232316,3.641980206356993e-14,8.344601549409384e-06,7.913346310062322e-10,6.299404619712909e-11,3.3781231726823275e-07,1.0471172502853036e-09,4.696932391788992e-06,3.130002694956269e-12,0.0,0.46346346932971144,1.6453082424038786e-06,5.7616275434522145e-06,9.999955946752789e-06,2.724067946269571e-06,1.6020720489834172e-08,5.51969859691155e-09,1.4462520139435046e-08,2.0605653797359483e-13,7.71403072544823e-11,3.9964804211519385e-16,2.7819409617049937e-12,3.0065126006559255e-11,5.2566949163571915e-15,2.0586401967626016e-07,1.920091907400786e-07,2.7327299041970605e-12,9.258612868123459e-10,2.1972087101344746e-14,2.5456307732269437e-13,1.6923545844186495e-23
7.257869779045416e-10,0.13078954930760078,0.46346346346346345,0.0,0.0,0.0,0.0730601699840249,4.083870127936797e-14,8.7413969169724e-06,8.404145102094782e-10,6.591101478522388e-11,3.555487314905092e-07,1.1267535135687998e-09,4.893442188461893e-06,3.28598611341122e-12,0.0,0.4634634698811015,1.7404888666669533e-06,5.867916790086008e-06,1.0315625842510601e-05,2.739038290312807e-06,1.6442478004720663e-08,5.639934872103786e-09,1.5130098967963502e-08,2.155683997264429e-13,8.302807324680122e-11,4.301516854079609e-16,2.9281782653866394e-12,3.247713837678094e-11,5.679733471893914e-15,2.1071511272464682e-07,2.0194237041210605e-07,2.8741140011509928e-12,1.0038270333089576e-09,2.259030931459466e-14,2.7735697694707735e-13,2.0338596511354665e-23
7.464460384384809e-10,0.13078965370779733,0.46346346346346345,0.0,0.0,0.0,0.07305980225942477,4.5647450420557164e-14,9.143731571526269e-06,8.910429267149251e-10,6.886804005605527e-11,3.7357301511431864e-07,1.2096767290229459e-09,5.090996465482366e-06,3.444557115802358e-12,0.0,0.4634634704658566,1.8381855306765825e-06,5.971616198225091e-06,1.0631606498154753e-05,2.7528887891079436e-06,1.686793602973611e-08,5.763266922018107e-09,1.581208024303984e-08,2.2528549167893202e-13,8.918368206635556e-11,4.620429951672284e-16,3.0767935122621345e-12,3.5005577892116135e-11,6.123251306372434e-15,2.15394054505198e-07,2.120525944348007e-07,3.018018958620444e-12,1.085739802980721e-09,2.3206866538027367e-14,3.014782311074278e-13,2.4314207963787206e-23
