Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32)
9.329079368551626e-08,0.131782162292379,0.46346346346346345,0.0,0.0,0.0,0.07025135884412598,3.5095254967894764e-06,0.004615683744060341,1.703273386703516e-05,1.4232435273930292e-06,0.0007363460060057476,0.0001529324175144762,0.0018215289000072029,3.286735215355217e-08,0.0,0.4646010617820702,0.0011532884340841325,9.742023212275236e-06,8.361537338556607e-05,5.462012785648416e-06,5.928802281925579e-06,1.6448964987379484e-06,0.00032823866407435145,4.701462977274977e-09,0.00017347234505072932,8.987496132542637e-10,6.074519906275791e-09,4.944351266911493e-05,8.713841493762112e-09,8.471863729634746e-07,9.698843721328951e-05,1.392954662741981e-09,3.857071240535862e-05,1.432888239016953e-11,1.313202606361897e-07
9.495431723182061e-08,0.13180240341128854,0.46346346346346345,0.0,0.0,0.0,0.07018820054084975,3.6829694723510583e-06,0.004705880227011062,1.7922093513680034e-05,1.4787352745477374e-06,0.0007567327139375309,0.0001601097215351737,0.0018604844919595637,3.4586767127074304e-08,0.0,0.4646336788961578,0.0011613503773522343,9.733319750079275e-06,8.385484719107795e-05,5.477335389729078e-06,5.966742667202565e-06,1.6553194187686745e-06,0.0003355292491754225,4.806283766102263e-09,0.0001800708193984846,9.329359094602107e-10,6.2427025173571265e-09,5.157690215998229e-05,9.089837314578365e-09,8.576518082247533e-07,9.897931561975261e-05,1.421644365559293e-09,3.965557731323258e-05,1.4737697479272115e-11,1.3505618290703595e-07
9.661784077812496e-08,0.13182266602268772,0.46346346346346345,0.0,0.0,0.0,0.07012485341578938,3.8611550698077475e-06,0.004796165185988652,1.8843924285622305e-05,1.5352886639342638e-06,0.0007772352546760907,0.0001674702521540591,0.001899377118921872,3.636026973002546e-08,0.0,0.4646664691563081,0.0011691287921779961,9.72458966158584e-06,8.409329234378791e-05,5.491972460317107e-06,6.0031424614517506e-06,1.6653181281408445e-06,0.0003427906235079217,4.910700036989364e-09,0.00018675018762871802,9.675413120675204e-10,6.411840723761659e-09,5.375274910637684e-05,9.473316263666571e-09,8.681129137217822e-07,0.0001009737613706487,1.450387014858655e-09,4.0747057706608915e-05,1.5149357890177044e-11,1.388078348690503e-07
9.994488787073367e-08,0.1318632479397779,0.46346346346346345,0.0,0.0,0.0,0.06999762798024349,4.231797747347724e-06,0.0049769820372444805,2.0787219743711704e-05,1.6515654443730174e-06,0.0008185693940356177,0.00018274021244431017,0.0019769374754214286,4.007079476368056e-08,0.0,0.46473253484614846,0.0011838645018641422,9.707054503129935e-06,8.456690714123445e-05,5.51926351515815e-06,6.071485199818524e-06,1.6840883783569798e-06,0.0003572214809325799,5.118256742929244e-09,0.00020034046961684714,1.0379517409174564e-09,6.752831792922875e-09,5.8230152124260186e-05,1.0262430409982369e-08,8.890130407624468e-07,0.00010497272235442273,1.508021849081396e-09,4.2948948399724215e-05,1.5980833382379113e-11,1.463539895038837e-07
9.999999999999998e-08,0.13189982610456677,0.46346346346346345,0.0,0.0,0.0,0.0699955148353067,4.238097960239622e-06,0.004979979864987053,2.0820547226634067e-05,1.6535270098040477e-06,0.0008192576305293379,0.00018299931016429406,0.00197821943289617,4.013410455087747e-08,0.0,0.46473363437955806,0.0011840996245010488,9.706763234165244e-06,8.457471422862425e-05,5.51969393764886e-06,6.072568628811232e-06,1.684385907405935e-06,0.0003574594614152361,5.1216800834251005e-09,0.00020056809661646345,1.039131062635308e-09,6.758509485146817e-09,5.8305716611534854e-05,1.0275748185045494e-08,8.893589252082683e-07,0.0001050390725227094,1.508978165664213e-09,4.298562739677669e-05,1.599469504364076e-11,1.4647943599292848e-07
1.029392302540815e-07,0.13189982610456677,0.46346346346346345,0.0,0.0,0.0,0.06988256590696067,4.5816982599493895e-06,0.005139974319646626,2.265271714799936e-05,1.7598067436452679e-06,0.000856121034195035,0.00019710723662383215,0.0020464386486197966,4.359816666541389e-08,0.0,0.46479250211317047,0.0011962296381740557,9.691193820413247e-06,8.498919013179702e-05,5.541662144429431e-06,6.1281314358592264e-06,1.699642885545989e-06,0.00037009933317350244,5.303527602841195e-09,0.00021282070271705665,1.1026110739225118e-09,7.0626187269066e-09,6.240079864908572e-05,1.0997481566892383e-08,9.077859475556456e-07,0.0001085824492948998,1.5600516464149727e-09,4.4951030784638074e-05,1.6737952392399515e-11,1.5318872832464677e-07
1.0593357263742933e-07,0.13193644513318586,0.46346346346346345,0.0,0.0,0.0,0.06976702303135221,4.947106720783484e-06,0.005303184347245807,2.4631755982755832e-05,1.8714258964792514e-06,0.0008939795933808221,0.0002120628800404338,0.0021156039667137075,4.730490447234462e-08,0.0,0.4648529034521876,0.001207786663773769,9.675265056761842e-06,8.540747814621642e-05,5.5621150922574105e-06,6.180404332780104e-06,1.713993356296308e-06,0.00038286810860692816,5.487276068619145e-09,0.00022552059386851198,1.1684084422702478e-09,7.37493767859512e-09,6.670238763169412e-05,1.1755611371329084e-08,9.265108650239656e-07,0.00011220143239950759,1.612219114662527e-09,4.697116177269695e-05,1.750286159974134e-11,1.6005849728984546e-07
1.0892791502077717e-07,0.13197309527753368,0.46346346346346345,0.0,0.0,0.0,0.06965104415514414,5.328053027263009e-06,0.0054665883727712476,2.6727237023938e-05,1.9863971177128894e-06,0.0009321217389301388,0.00022760389804014336,0.0021843896533629715,5.119201195066204e-08,0.0,0.4649136956677241,0.0012185741951932095,9.659274437996205e-06,8.582157391657238e-05,5.580718379042715e-06,6.228519526440807e-06,1.727199229783318e-06,0.00039552378965446156,5.6694427057612764e-09,0.00023842490337520715,1.2352648900080785e-09,7.689596159557158e-09,7.113234682694727e-05,1.253636647525056e-08,9.451761532796866e-07,0.00011582891774356023,1.6645131471680304e-09,4.9008195447128685e-05,1.8275063571180482e-11,1.6695797757128211e-07
1.11922257404125e-07,0.13200976732933606,0.46346346346346345,0.0,0.0,0.0,0.06953467184022898,5.724554977939139e-06,0.005630163745967948,2.894193030771204e-05,2.104693359965439e-06,0.000970525333202424,0.00024372637700032044,0.002252754868061002,5.526020529646585e-08,0.0,0.46497483784386207,0.0012286293678626366,9.643227881306802e-06,8.623130567423214e-05,5.597564214011258e-06,6.272684149633569e-06,1.7393175992528487e-06,0.0004080630128498215,5.849977458190907e-09,0.00025151880229799654,1.3031035892896835e-09,8.00641153996298e-09,7.568807128476052e-05,1.3339287765175817e-08,9.637708370970733e-07,0.00011946420772508074,1.7169234598320553e-09,5.106104971011336e-05,1.9054081287371888e-11,1.738821950347015e-07
1.1491659978747283e-07,0.13204645260108436,0.46346346346346345,0.0,0.0,0.0,0.06941794649788247,6.136619160158519e-06,0.005793888875156126,3.127847175204303e-05,2.2262864139913376e-06,0.001009169383789578,0.00026042578483149754,0.0023206615837923646,5.950992139980012e-08,0.0,0.46503629125095547,0.0012379878846724473,9.627131007553777e-06,8.663652551151495e-05,5.612741119263974e-06,6.313097096201108e-06,1.7504032847786633e-06,0.0004204830023681667,6.0288387039172855e-09,0.000264787891061966,1.3718499367787512e-09,8.325210637833245e-09,8.036693297024552e-05,1.4163912057846187e-08,9.822846297741224e-07,0.00012310665849052924,1.7694405535708837e-09,5.3128703533183124e-05,1.9839457741439374e-11,1.8082650841144342e-07
1.1791094217082066e-07,0.13208314290358392,0.46346346346346345,0.0,0.0,0.0,0.0693009064751907,6.564241801197187e-06,0.005957743189514263,3.373936047182069e-05,2.351147003827114e-06,0.0010480339954357645,0.00027769702007032505,0.002388074467211656,6.394132656350661e-08,0.0,0.46509801925536476,0.0012466840618720147,9.610989153165927e-06,8.703710782275916e-05,5.6263340481217505e-06,6.349949274694264e-06,1.76050890316078e-06,0.0004327815099558745,6.205992401253198e-09,0.0002782182136789337,1.441431627334962e-09,8.645829322391736e-09,8.516628938805584e-05,1.5009773620371103e-08,1.000707946909025e-06,0.00012675567740904177,1.8220556775021439e-09,5.521019431726093e-05,2.0630755547988496e-11,1.877865973774517e-07
1.2090528455416848e-07,0.13211983052634058,0.46346346346346345,0.0,0.0,0.0,0.06918358813883176,7.007409583546017e-06,0.006121707102091038,3.632695672898416e-05,2.479244877212682e-06,0.001087100323571692,0.00029553445942535054,0.0024549607614555258,6.855432558003283e-08,0.0,0.46515998723205115,0.0012547508727248982,9.594807381663345e-06,8.743294781610869e-05,5.6384244987296e-06,6.383423852213042e-06,1.7696849349531913e-06,0.0004449567605359105,6.381411315344567e-09,0.00029179626816189686,1.5117787079706337e-09,8.968112130736217e-09,9.008349131146182e-05,1.587640553255735e-08,1.0190319153120666e-06,0.0001304107205991194,1.8747607929114506e-09,5.730461535349165e-05,2.142755635585558e-11,1.9475845048911337e-07
1.238996269375163e-07,0.13215650821717465,0.46346346346346345,0.0,0.0,0.0,0.06906602595623512,7.4661004236946e-06,0.006285761973572008,3.904348049809654e-05,2.61054889135624e-06,0.0011263505294479212,0.00031393200366609147,0.002521290171706923,7.334857111937239e-08,0.0,0.4652221624800055,0.0012622199891108615,9.578590494808387e-06,8.782396009511871e-05,5.649090622935496e-06,6.413696489722113e-06,1.7779797894172792e-06,0.00045700740312405887,6.555074319861974e-09,0.00030550901344484244,1.5828236137019017e-09,9.291911897701607e-09,9.511588966193886e-05,1.676334089952255e-08,1.0372483748897316e-06,0.00013407129051158976,1.9275485380506423e-09,5.941111338180629e-05,2.222946041390077e-11,2.0173835303325138e-07
1.2689396932086412e-07,0.1321931691627572,0.46346346346346345,0.0,0.0,0.0,0.06894825257425101,7.940284214959095e-06,0.0064498900768059746,4.189101059462814e-05,2.745027094405442e-06,0.0011657677367829695,0.0003328831217541593,0.002587034753587098,7.83234733458959e-08,0.0,0.4652845141403634,0.0012691218214334033,9.562343043403805e-06,8.821007730430441e-05,5.658407331391191e-06,6.4409355711333814e-06,1.7854398678794902e-06,0.0004689324663701012,6.726965764160435e-09,0.00031934387335573667,1.654501188132589e-09,9.617089398220043e-09,0.00010026084163392333,1.7670113931270342e-08,1.0553498723267505e-06,0.0001377369335720213,1.980412193811354e-09,6.152888623920137e-05,2.3036086201247806e-11,2.0872287483194163e-07
1.2988831170421194e-07,0.13222980696946735,0.46346346346346345,0.0,0.0,0.0,0.0688302988954094,8.42992353463949e-06,0.006614074562102672,4.48714843256442e-05,2.8826468028403976e-06,0.0012053359898692947,0.00035238089314099113,0.0026521688044521515,8.347820970160493e-08,0.0,0.4653470131171204,0.001275485557073357,9.546069337751848e-06,8.859124883610026e-05,5.6664463957485005e-06,6.465302426180767e-06,1.792109625008421e-06,0.0004807313182249694,6.897074898855841e-09,0.00033328873804919175,1.7267486908767651e-09,9.943513001706791e-09,0.00010551571613432053,1.8596260901460234e-08,1.0733296514674227e-06,0.00014140723788554966,2.0333456503165757e-09,6.365718059238536e-05,2.384706978310748e-11,2.1570885805686103e-07
1.3288265408755976e-07,0.13226641564479066,0.46346346346346345,0.0,0.0,0.0,0.06871219415183381,8.934974315970187e-06,0.006778299423313452,4.7986697621443405e-05,3.023374675004978e-06,0.0012450402130913419,0.0003724180481785118,0.002716668757665634,8.881173479678543e-08,0.0,0.4654096320003686,0.0012813391975908177,9.529773457785757e-06,8.896743959624236e-05,5.673276547882408e-06,6.4869515476835645e-06,1.798031628764273e-06,0.0004924036293168829,7.065395353927372e-09,0.0003473319632375163,1.79950579357491e-09,1.0271058338096104e-08,0.00011087789859857266,1.9541320996304957e-08,1.0911816405431664e-06,0.0001450818310064103,2.0863433744577888e-09,6.579528975035904e-05,2.4662064333857783e-11,2.2269340507274537e-07
1.3587699647090758e-07,0.13230298957920014,0.46346346346346345,0.0,0.0,0.0,0.06859396597684866,9.45538648526352e-06,0.006942549464707396,5.123830561295433e-05,3.167176780916197e-06,0.001284866171826866,0.0003929870066115828,0.0027805130799086245,9.432279036109728e-08,0.0,0.46547234499201323,0.0012867095948129305,9.513459262879622e-06,8.933862882598146e-05,5.678963576210918e-06,6.506030804429074e-06,1.803246619481946e-06,0.0005039493397272948,7.231924664977766e-09,0.0003614623674751187,1.87271456582462e-09,1.0599607975289354e-08,0.00011634479523115814,2.050483706203394e-08,1.108900433541235e-06,0.00014876037777404334,2.139400378403958e-09,6.794255155395532e-05,2.548073980990995e-11,2.2967386634953014e-07
1.388713388542554e-07,0.13233952352854844,0.46346346346346345,0.0,0.0,0.0,0.06847564047432265,9.991104564781894e-06,0.007106810268652699,5.4627823618791776e-05,3.314018668498028e-06,0.0013248004346958812,0.0004140799141359359,0.002843682171573953,1.0000991521036839e-07,0.0,0.4655351278339126,0.0012916224859286544,9.497130401343373e-06,8.970480897948889e-05,5.683570420023075e-06,6.522681649873733e-06,1.807793567330508e-06,0.0005153686288654997,7.396663843394705e-09,0.00037566922774321396,1.9463194523052144e-09,1.092905110771891e-08,0.00012191383671835028,2.148635625930472e-08,1.1264812687971223e-06,0.0001524425782173254,2.192512189107246e-09,7.009834633935873e-05,2.630278225215469e-11,2.3664782848537177e-07
1.418656812376032e-07,0.13237601259697815,0.46346346346346345,0.0,0.0,0.0,0.06835724228579432,1.0542068242000335e-05,0.007271068164111969,5.815662850616331e-05,3.463865426382515e-06,0.0013648303371209876,0.0004356886770182636,0.0029061582702755123,1.0587145518759178e-07,0.0,0.46559795773839285,0.0012961025277015313,9.480790319610945e-06,9.00659846547564e-05,5.687157261805597e-06,6.537039326451957e-06,1.8117097285679386e-06,0.0005266618881454511,7.559616986226058e-09,0.00038994227357510485,2.0202672423412067e-09,1.1259283255731435e-08,0.00012758248146040434,2.2485430632922603e-08,1.1439200069902513e-06,0.0001561281655279983,2.24567481881517e-09,7.226209497263512e-05,2.712789325519217e-11,2.436131023737904e-07
1.4486002362095103e-07,0.13241245222035852,0.46346346346346345,0.0,0.0,0.0,0.06823879465542639,1.110821290602968e-05,0.007435310195958069,6.182596039008947e-05,3.6166817434196586e-06,0.0014049439461661585,0.00045780499478661183,0.002967925357491409,1.1190557303947206e-07,0.0,0.4656608133210792,0.0013001733299027175,9.464442271129209e-06,9.042217157616748e-05,5.689781617142539e-06,6.549233066210062e-06,1.815030701339301e-06,0.0005378296961862362,7.720790921833162e-09,0.00040427167994581926,2.0945070330639992e-09,1.1590205975519263e-08,0.00013334821836840976,2.3501617604855108e-08,1.1612131058278157e-06,0.00015981690410397866,2.2988847365979036e-09,7.443325695244238e-05,2.7955789715310876e-11,2.505677115403484e-07
1.4785436600429885e-07,0.13244883815024913,0.46346346346346345,0.0,0.0,0.0,0.0681203194928292,1.1689470152020862e-05,0.007599524095114691,6.563692463735367e-05,3.772431965022854e-06,0.0014451300266214208,0.00048042039101087636,0.003028969068350483,1.1811025819466426e-07,0.0,0.4657236745359972,0.001303857488039485,9.448089324953665e-06,9.077339562731928e-05,5.691498422933346e-06,6.559386288264084e-06,1.817790480188288e-06,0.000548872796298373,7.880194887958579e-09,0.00041864805911752574,2.1689901871634238e-09,1.1921726579327666e-08,0.0001392085692660846,2.4534480397570942e-08,1.1783575922305483e-06,0.00016350858766306283,2.352138840902889e-09,7.661132857853058e-05,2.8786203093375347e-11,2.5750988067931526e-07
1.5084870838764667e-07,0.13248516643838987,0.46346346346346345,0.0,0.0,0.0,0.0680018374337893,1.2285768254412901e-05,0.007763698249525515,6.959049414358453e-05,3.931080146467907e-06,0.0014853780083026009,0.0005035262422034589,0.0030892766045625963,1.2448333641436544e-07,0.0,0.46578652261289977,0.0013071766154316919,9.431734374056525e-06,9.11196919327599e-05,5.692360124284912e-06,6.567616792745274e-06,1.8200215093141331e-06,0.0005597920760521763,8.037840239330808e-09,0.0004330624516033496,2.2436702860718378e-09,1.2253757865686913e-08,0.0001451610909323109,2.558358839406513e-08,1.195351035119891e-06,0.00016720303742715303,2.4054344331324773e-09,7.879584118401424e-05,2.9618878811206936e-11,2.644380244199669e-07
1.538430507709945e-07,0.1325214334217222,0.46346346346346345,0.0,0.0,0.0,0.0678833678989378,1.2897032609940378e-05,0.007927821675955064,7.368751185361345e-05,4.092590103254095e-06,0.0015256779545404695,0.0005271138048788388,0.003148836650482914,1.310224792898243e-07,0.0,0.46584933999678096,0.0013101513746787917,9.415380143352984e-06,9.146110398735796e-05,5.692416759344097e-06,6.574036951243025e-06,1.821754735536533e-06,0.000570588548745613,8.193740182226736e-09,0.0004475063163932948,2.318503079325292e-09,1.2586217859458451e-08,0.00015120337681715152,2.664851744037509e-08,1.2121915172686156e-06,0.00017090010037675458,2.4587691922388554e-09,8.098635942961103e-05,3.045357611182844e-11,2.7135073634729036e-07
1.568373931543423e-07,0.1325576357079395,0.46346346346346345,0.0,0.0,0.0,0.06776492915039391,1.3523186151370207e-05,0.008091883992621316,7.792869349660594e-05,4.256925458631325e-06,0.0015660205318324266,0.0005511742408177453,0.0032076392922904895,1.3772521356441596e-07,0.0,0.46591211028953033,0.0013128015085506512,9.39902919745094e-06,9.179768283219239e-05,5.691716042331281e-06,6.578753894169094e-06,1.8230196602055125e-06,0.0005812633366034153,8.34790953361031e-09,0.00046197152057416845,2.393446430784905e-09,1.2919029561468709e-08,0.00015733305846215618,2.772885009592114e-08,1.228877605162206e-06,0.00017459964757540525,2.5121411503390782e-09,8.318247965812182e-05,3.12900673053227e-11,2.7824677829811696e-07
1.5983173553769013e-07,0.13259377016155857,0.46346346346346345,0.0,0.0,0.0,0.06764653834642037,1.4164149732979188e-05,0.008255875392658209,8.231463050886049e-05,4.42404968839814e-06,0.0016063969806267182,0.0005756986405872796,0.00326567594025214,1.4458893026077461e-07,0.0,0.4659748181936898,0.0013151458703244746,9.382683948129463e-06,9.212948627569571e-05,5.6903034454716306e-06,6.5818696949285734e-06,1.8238443896618089e-06,0.0005918176555516297,8.500364502646669e-09,0.00047645032846375224,2.468460262341678e-09,1.3252120707486445e-08,0.00016354780665381712,2.8824175836811483e-08,1.2454083196489663e-06,0.00017830157256344074,2.565548669335009e-09,8.538382830750336e-05,3.212813706085694e-11,2.8512506995054135e-07
1.6282607792103794e-07,0.13262983389051233,0.46346346346346345,0.0,0.0,0.0,0.06752821159412663,1.4819842488811568e-05,0.008419786618406144,8.684579311873255e-05,4.593926163072681e-06,0.0016467990872123931,0.0006006780453731201,0.0033229392540350734,1.516108935963223e-07,0.0,0.46603744945826614,0.0013172024535849358,9.366346661551354e-06,9.24565781585982e-05,5.688222279221088e-06,6.583481550611649e-06,1.8242556853926622e-06,0.000602252801425713,8.651122492588303e-09,0.0004909353903659188,2.5435064956575195e-09,1.3585423536325264e-08,0.0001698453323367261,2.9934091216857595e-08,1.2617831074234019e-06,0.0001820057898201445,2.6189904185201657e-09,8.759006038099633e-05,3.296758241843671e-11,2.9198467872314943e-07
1.6582042030438576e-07,0.13266582423325857,0.46346346346346345,0.0,0.0,0.0,0.06740996400025698,1.5490182164776403e-05,0.00858360893652643,9.152253356981392e-05,4.766518187532267e-06,0.0016872191566901717,0.0006261034671840606,0.003379423071025783,1.5878824967335743e-07,0.0,0.4660999908265608,0.0013189884214986902,9.350019465215329e-06,9.27790276614918e-05,5.685513770518583e-06,6.583681959381862e-06,1.824279013364502e-06,0.0006125701374872474,8.800201921261631e-09,0.0005054197310398066,2.618548992424643e-09,1.3918874566859523e-08,0.00017622338731058888,3.1058199990427975e-08,1.2780018113964724e-06,0.00018571223329330992,2.6724653531706054e-09,8.980085797288654e-05,3.380821205253356e-11,2.9882481000025687e-07
1.6881476268773358e-07,0.13270173874639443,0.46346346346346345,0.0,0.0,0.0,0.067291809720099,1.617508542566086e-05,0.008747334113933074,9.634508946012819e-05,4.941789038216344e-06,0.0017276499869964608,0.0006519659074922807,0.00343512233760556,1.661180349324228e-07,0.0,0.4661624299859715,0.001320520135565142,9.333704354652891e-06,9.309690865387613e-05,5.6822171398279984e-06,6.5825588946292706e-06,1.8239385916847795e-06,0.0006227710831374902,8.947622058574977e-09,0.0005198967379647601,2.6935534935669166e-09,1.4252414383728314e-08,0.00018267976473316207,3.219611320107617e-08,1.2940646415504435e-06,0.00018942085499511386,2.725972694097327e-09,9.201592884856156e-05,3.4649845410881916e-11,3.056447976946754e-07
1.718091050710814e-07,0.1327375751927674,0.46346346346346345,0.0,0.0,0.0,0.06717376200455051,1.687446813814606e-05,0.008910954394535221,0.0001013135871766276,5.119701997987e-06,0.0017680848439535072,0.0006782563743749846,0.0034900330433266444,1.7359718435992086e-07,0.0,0.4662247555197273,0.0013218131838418602,9.317403199875018e-06,9.341029908326701e-05,5.678369676743129e-06,6.5801959755821535e-06,1.823257437791496e-06,0.000632857103724055,9.093402879585404e-09,0.0005343601494736873,2.7684875577596406e-09,1.4585987431509416e-08,0.00018921229944943526,3.334744923963782e-08,1.3099721475799489e-06,0.00019313162366286506,2.779511908131632e-09,9.423500507757095e-05,3.5492312914983575e-11,3.124440951552142e-07
1.7480344745442922e-07,0.13277333153007953,0.46346346346346345,0.0,0.0,0.0,0.06705583324538233,1.7588245630915298e-05,0.009074462476782437,0.00010642804540573388,5.300220388736973e-06,0.0018085174373212783,0.000704965898224608,0.0035441521579292973,1.8122253944296104e-07,0.0,0.4662869568605088,0.00132288240864308,9.301117751574155e-06,9.371928040307385e-05,5.674006813532625e-06,6.576672634304148e-06,1.8222574150597003e-06,0.0006428297013466214,9.237564931786423e-09,0.0005488040428196284,2.84332049960304e-09,1.4919541817152705e-08,0.00019581886816581715,3.451183387493518e-08,1.32572519150944e-06,0.0001968445234831898,2.8330826895379937e-09,9.645784171842932e-05,3.633545529458252e-11,3.1922226642709147e-07
1.7779778983777704e-07,0.13280900589997244,0.46346346346346345,0.0,0.0,0.0,0.06693803501873664,1.8316332932943027e-05,0.009237851492002456,0.00011168837870209811,5.483307601834345e-06,0.0018489418978244858,0.0007320855460957064,0.003597477571135382,1.889908558662694e-07,0.0,0.46634902424591584,0.0013237419337054507,9.284849647086956e-06,9.402393703806238e-05,5.669162197186811e-06,6.572064279203378e-06,1.8209592775644424e-06,0.0006526904065767618,9.380129215416087e-09,0.0005632228222328029,2.918023327746493e-09,1.5253029120456893e-08,0.00020249738948655628,3.5688900260153706e-08,1.3413249204651483e-06,0.00020055955287823262,2.8866849423280166e-09,9.868421555392618e-05,3.717912250328727e-11,3.259789778717852e-07
1.8079213222112486e-07,0.13284459661757755,0.46346346346346345,0.0,0.0,0.0,0.06682037812690025,1.9058644991047923e-05,0.00940111498352033,0.00011709440109915422,5.668927126493794e-06,0.0018893527551270262,0.0007596064347569327,0.003650008035148788,1.968988109476622e-07,0.0,0.4664109486757321,0.0013244051908119882,9.268600416123156e-06,9.43243558859266e-05,5.6638677601572e-06,6.566442454892392e-06,1.8193827140815374e-06,0.0006624407710127751,9.521117075672763e-09,0.0005776112070182107,2.992568683223114e-09,1.5586404212368955e-08,0.0002092458238281543,3.687828891784576e-08,1.3567727414105287e-06,0.00020427672335213194,2.9403187634371318e-09,0.00010091392387573758,3.802317413736402e-11,3.3271399014730076e-07
1.8378647460447268e-07,0.13288010216152743,0.46346346346346345,0.0,0.0,0.0,0.06670287263839306,1.9815096867780716e-05,0.009564246886547804,0.00012264582974639128,5.857042576160761e-06,0.0019297449167289065,0.0007875197425164177,0.00370174310979156,2.0494301081012562e-07,0.0,0.46647272187094796,0.0013248849458666178,9.252371486266059e-06,9.462062585357224e-05,5.65815378908698e-06,6.55987499820409e-06,1.8175463917535273e-06,0.0006720823605981226,9.660550105819112e-09,0.0005919642197373423,3.0669307782197837e-09,1.591962508088872e-08,0.00021606217322614027,3.807964770588688e-08,1.3720702968704991e-06,0.00020799605839602603,2.9939844267588463e-09,0.00010314678331715285,3.886747892099561e-11,3.394271505493214e-07
1.867808169878205e-07,0.1329155211644154,0.46346346346346345,0.0,0.0,0.0,0.06658552792641287,2.058560392070144e-05,0.009727241508829716,0.0001283422885595694,6.047617712992502e-06,0.0019701136477603505,0.000815816719888344,0.0037526831102026466,2.131199972899155e-07,0.0,0.46653433623449153,0.0013251933244108171,9.236164188250241e-06,9.491283742695043e-05,5.65204899174325e-06,6.552426190429656e-06,1.8154679978529718e-06,0.0006816167496399497,9.798450060274493e-09,0.0006062771745119066,3.141085335479329e-09,1.625265266437148e-08,0.00022294448104732316,3.9292631766681845e-08,1.3872194407360977e-06,0.00021171759244997994,3.0476823680097124e-09,0.00010538262873274435,3.9711913304952874e-11,3.4611838571477484e-07
1.8977515937116831e-07,0.13295085240368706,0.46346346346346345,0.0,0.0,0.0,0.06646835270567816,2.1370081964083372e-05,0.009890093512032964,0.00013418331187131977,6.240616470521105e-06,0.002010454551645567,0.000844488699167517,0.0038028290570217673,2.214262545812763e-07,0.0,0.46659578481362646,0.001325341836571593,9.219979761022234e-06,9.520108227298737e-05,5.645580562621164e-06,6.54415690576048e-06,1.8131642803982106e-06,0.0006910455154674984,9.934838776853343e-09,0.0006205456654825303,3.2150095285060384e-09,1.6585450692014808e-08,0.0002298908316195062,4.0516903462001604e-08,1.4022222156876966e-06,0.00021544136991995616,3.1014131703768496e-09,0.00010762131212381321,4.05563621168283e-11,3.52787694684927e-07
1.9276950175451613e-07,0.132986094792952,0.46346346346346345,0.0,0.0,0.0,0.0663513550677109,2.2168447414059078e-05,0.01005279789386406,0.00014016834807072,6.43600297458093e-06,0.002050763551610376,0.0008735271029774259,0.003852182628980337,2.2985821561941905e-07,0.0,0.4666570612639674,0.001325341401431872,9.203819356589648e-06,9.54854528721043e-05,5.638774246675242e-06,6.535124755757866e-06,1.8106510886566709e-06,0.0007003702336748345,1.0069738107352212e-08,0.0006347655554508872,3.2886819227210703e-09,1.69179855313014e-08,0.00023689934978959401,4.175213229513095e-08,1.4170808322821245e-06,0.0002191674442478933,3.1551775509451844e-09,0.0001098627016084487,4.1400718315361414e-11,3.594351423225284e-07
1.9576384413786395e-07,0.13302124737371046,0.46346346346346345,0.0,0.0,0.0,0.06623454251460222,2.2980617418197928e-05,0.010215349970899885,0.00014629676322154244,6.63374156258008e-06,0.0020910368730091143,0.0009029234518557831,0.0039007461178221913,2.3841226820434265e-07,0.0,0.4667181598150699,0.0013252023708160722,9.187684044664628e-06,9.576604218015511e-05,5.6316544010506355e-06,6.525384229837098e-06,1.8079434118447753e-06,0.00070959247389928,1.0203169855792887e-08,0.0006489329647295824,3.362082417694152e-09,1.725022604219434e-08,0.00024396820042002607,4.2997994821992175e-08,1.4317976483497616e-06,0.00022289587703320138,3.2089763478810423e-09,0.00011210668043504186,4.224488115383516e-11,3.660608530795085e-07
1.9875818652121177e-07,0.13305630930747295,0.46346346346346345,0.0,0.0,0.0,0.06611792199130379,2.3806509970477633e-05,0.010377745362115142,0.00015256784464991708,6.833796801195703e-06,0.002131271026444223,0.0009326693709397479,0.003948522385473766,2.470847608688834e-07,0.0,0.46677907523754664,0.0013249345524823388,9.171574817107393e-06,9.604294331841124e-05,5.62424405536738e-06,6.514986831819453e-06,1.8050554162414314e-06,0.0007187137960893988,1.0335155723682447e-08,0.0006630442602203545,3.4351921905587953e-09,1.758214343788484e-08,0.0002510955878325452,4.425417455321801e-08,1.4463751494727905e-06,0.00022662673720378826,3.262810508313082e-09,0.00011435314603809689,4.308875704536681e-11,3.726650051097556e-07
