Time (s),Volume (m^3),Ar,He,Ne,N2,C6H14(1),C2H2(2),C2H4(3),C2H6(4),C3H8(5),C3H6(6),CH4(7),CH3(8),CH2(9),C6H6(10),H2(11),H(12),[CH2]CCC(16),C[CH2](17),[CH2]CC(15),C[CH]CCCC(20),CC[CH]CCC(18),C5H10(55),C[C]CCC(78),C5H10(81),CC[C]CC(90),C[C]C(40),C3H5(37),[CH]1CC1(94),C[CH]C(36),C4H8(23),C[C]CC(80),C4H8(82),[CH2]C[CH2](25),C2H3(32)
1.9504624507623e-09,0.13079669649022327,0.46346346346346345,0.0,0.0,0.0,0.07303827782724147,2.1597227468208997e-12,3.94179339819781e-05,6.536538196754338e-09,3.132200113294187e-10,1.685710892862084e-06,1.2062984825094528e-08,1.7242892203516435e-05,1.5917001976176852e-11,0.0,0.4634635926288944,1.1414565185983273e-05,9.13718014155304e-06,2.8178730653219575e-05,2.934009118776551e-06,5.474780205935795e-08,1.852760098999916e-08,9.38138407927867e-08,1.3367378121848627e-12,1.1862460129465114e-09,6.1457965976161046e-15,1.3899592516296803e-11,4.675585230914209e-10,8.215875219929363e-14,3.1416023187414403e-07,9.96330675118243e-07,1.418345187048565e-11,1.4325286514402964e-08,5.624331466820155e-14,5.662283849149367e-12
1.9874485261939253e-09,0.13079693516314145,0.46346346346346345,0.0,0.0,0.0,0.07303761283300945,2.333392142365221e-12,4.0508839461913433e-05,6.792372557490855e-09,3.2334873742776173e-10,1.7303169266589776e-06,1.2590340457792803e-08,1.7623228284163248e-05,1.6375290642945335e-11,0.0,0.4634636000070103,1.1816260259478092e-05,9.179740879959822e-06,2.86641344840996e-05,2.9348920586121976e-06,5.641262405051058e-08,1.908061997601336e-08,9.780255177400201e-08,1.3935750066742865e-12,1.2541393463582178e-09,6.497544794107158e-15,1.4267551301681167e-11,4.926344817369387e-10,8.656941313447333e-14,3.1473510030661003e-07,1.024085419337609e-06,1.4578662905443763e-11,1.502979516290116e-08,5.71911482454428e-14,6.012426652021326e-12
2.0244346016255506e-09,0.1307971748801508,0.46346346346346345,0.0,0.0,0.0,0.07303694756451555,2.517709011754787e-12,4.16073136588443e-05,7.052949971653028e-09,3.336628660961058e-10,1.775082626367945e-06,1.3129574248900482e-08,1.8003785368603617e-05,1.6837034126025458e-11,0.0,0.46346360765005107,1.2223615846451512e-05,9.220459793273327e-06,2.9145507325547237e-05,2.9357566399433095e-06,5.810861745040183e-08,1.9642218247811766e-08,1.019084615230942e-07,1.4520823577408765e-12,1.3248918354953757e-09,6.8641060143496624e-15,1.4636827590587167e-11,5.186072660363132e-10,9.113795175963705e-14,3.152658683160374e-07,1.0519614562699934e-06,1.4975606356839893e-11,1.575333905455398e-08,5.813702090959685e-14,6.3779640907449814e-12
2.0614206770571758e-09,0.1307974156243082,0.46346346346346345,0.0,0.0,0.0,0.07303628201793673,2.713137692386841e-12,4.271323236357952e-05,7.318251815949031e-09,3.44164959915064e-10,1.820006140003478e-06,1.368071368341935e-08,1.8384563177998664e-05,1.730217222918679e-11,0.0,0.4634636155618732,1.2636570619178348e-05,9.259416412195375e-06,2.962282349109153e-05,2.936606857691692e-06,5.983567191965228e-08,2.0212307252922378e-08,1.0613331750889381e-07,1.5122847739149992e-12,1.3985864447736908e-09,7.245910090667441e-15,1.5007406048871343e-11,5.454954578349582e-10,9.586764109869554e-14,3.1575643238465136e-07,1.079953411882894e-06,1.5374205766065942e-11,1.6495980545638833e-08,5.908111249915657e-14,6.759315636994004e-12
2.098406752488801e-09,0.13079765737918697,0.46346346346346345,0.0,0.0,0.0,0.07303561618949174,2.9201550573474725e-12,4.3826474757288946e-05,7.588259272267145e-09,3.548575609520314e-10,1.8650859572577095e-06,1.4243786517048947e-08,1.876556189326207e-05,1.7770646922555447e-11,0.0,0.4634636237462915,1.3055063593457177e-05,9.296686833175202e-06,3.009606077366874e-05,2.9374461922227166e-06,6.159366366396762e-08,2.0790798772862526e-08,1.104788466131258e-07,1.5742068705953717e-12,1.475307338256632e-09,7.643393070703553e-15,1.537927416663926e-11,5.733178361793225e-10,1.0076178893553108e-13,3.162103678629846e-07,1.1080561519783873e-06,1.5774388086412325e-11,1.7257778168354647e-08,6.002360000803806e-14,7.156904337233606e-12
2.135392827920426e-09,0.1307979001288507,0.46346346346346345,0.0,0.0,0.0,0.073034950075441,3.1392506189675575e-12,4.494692325205301e-05,7.862953350522325e-09,3.657431895481586e-10,1.9103208790530787e-06,1.481882078525836e-08,1.914678209338941e-05,1.8242402252296278e-11,0.0,0.4634636322070797,1.3479034128813722e-05,9.332343866703734e-06,3.05652002672937e-05,2.9382776751547096e-06,6.338245641064741e-08,2.137760493076257e-08,1.1494675522183827e-07,1.6378729713399638e-12,1.555139864351633e-09,8.056997138133071e-15,1.575242200570681e-11,6.020933768901863e-10,1.058237377398237e-13,3.166309536988602e-07,1.1362647717473035e-06,1.6176083534434398e-11,1.8038786802796878e-08,6.096465726883424e-14,7.571156625202678e-12
2.1723789033520514e-09,0.13079814385782898,0.46346346346346345,0.0,0.0,0.0,0.0730342836720862,3.3709266267957608e-12,4.6074463343166806e-05,8.142314910204307e-09,3.768243432662933e-10,1.9557099895559406e-06,1.5405844810687514e-08,1.9528224701658376e-05,1.8717384255187678e-11,0.0,0.46346364094797,1.3908421929474674e-05,9.366457179205695e-06,3.1030226196762336e-05,2.9391039466209443e-06,6.520190232269742e-08,2.1972638199250652e-08,1.1953872931839528e-07,1.7033071091945347e-12,1.6381705405801415e-09,8.487170533756745e-15,1.612684196837142e-11,6.318412520367827e-10,1.110568645753626e-13,3.1702119550501937e-07,1.1645745857749691e-06,1.657922544779094e-11,1.8839057841436365e-08,6.190445488341318e-14,8.00250213437071e-12
2.2093649787836766e-09,0.13079838855109496,0.46346346346346345,0.0,0.0,0.0,0.07303361697577007,3.6156981599936756e-12,4.720898347203107e-05,8.426324680692506e-09,3.88103495983594e-10,2.0012526304670986e-06,1.6004887209092036e-08,1.990989093869526e-05,1.919554087773321e-11,0.0,0.4634636499726538,1.43431670460054e-05,9.399093428804912e-06,3.149112575503586e-05,2.939927305089868e-06,6.705184285478072e-08,2.2575811408630425e-08,1.2425643457812866e-07,1.7705330280448232e-12,1.7244870384225272e-09,8.934367476982955e-15,1.6502528586082822e-11,6.625808293168732e-10,1.164645809916896e-13,3.17383847040567e-07,1.1929811184791074e-06,1.698375014924152e-11,1.9658639346424777e-08,6.284316023309739e-14,8.451373510740281e-12
2.2463510542153018e-09,0.13079863419404433,0.46346346346346345,0.0,0.0,0.0,0.07303294998287631,3.874093214168594e-12,4.835037489859251e-05,8.71496328039974e-09,3.995830971141866e-10,2.046948377417181e-06,1.6615976894019596e-08,2.029178228152675e-05,1.967682189948737e-11,0.0,0.463463659284782,1.478320987751348e-05,9.430316395226672e-06,3.194788894797236e-05,2.9407497507123313e-06,6.893210955494169e-08,2.3187037755375886e-08,1.291015164647232e-07,1.839574183974662e-12,1.814178168239014e-09,9.399048087705207e-15,1.6879478323367264e-11,6.943316713477196e-10,1.220503329000031e-13,3.177214301834696e-07,1.2214800949613143e-06,1.7389596816457412e-11,2.0497576200036207e-08,6.378093719531735e-14,8.918206226335571e-12
2.283337129646927e-09,0.13079888077247595,0.46346346346346345,0.0,0.0,0.0,0.07303228268982909,4.146652782668985e-12,4.949853158240425e-05,9.008211234804235e-09,4.1126557094858967e-10,2.092797018305932e-06,1.723914308038468e-08,2.0673900427837513e-05,2.0161178860299867e-11,0.0,0.46346366888796464,1.5228491174328207e-05,9.46018710409024e-06,3.240050844608423e-05,2.9415730230516987e-06,7.084252481576585e-08,2.3806230810961366e-08,1.3407560032839101e-07,1.9104537466680615e-12,1.907333864267887e-09,9.881678308577785e-15,1.725768939849887e-11,7.271135348727296e-10,1.278176004341857e-13,3.18036253471711e-07,1.2500674322542532e-06,1.7796707357517072e-11,2.1355910248541785e-08,6.471794612082853e-14,9.40343839368996e-12
2.320323205078552e-09,0.1307991282725735,0.46346346346346345,0.0,0.0,0.0,0.07303161509309306,4.433930932376651e-12,5.065335007148168e-05,9.30604899342644e-09,4.23153316097937e-10,2.13879853343498e-06,1.787441528708756e-08,2.105624726475335e-05,2.0648564991210547e-11,0.0,0.46346367878577144,1.5678952041073467e-05,9.488763945834308e-06,3.284897944301405e-05,2.942398633943211e-06,7.278290257838174e-08,2.4433304531018354e-08,1.3918029150589392e-07,1.983194600842443e-12,2.00404516970227e-09,1.0382729827698588e-14,1.763716162085293e-11,7.609463698883575e-10,1.3376989779769098e-13,3.183304292913634e-07,1.2787392309474753e-06,1.8205026291819054e-11,2.2233680439801975e-08,6.565434398063453e-14,9.907510581620044e-12
2.3573092805101774e-09,0.13079937668088842,0.46346346346346345,0.0,0.0,0.0,0.07303094718917282,4.7364948740377165e-12,5.181472939823048e-05,9.608456945804606e-09,4.3524870503230145e-10,2.1849530772938753e-06,1.852182333880373e-08,2.1438824841563792e-05,2.113893514875293e-11,0.0,0.4634636889817321,1.613453394005876e-05,9.51610278950731e-06,3.329329952043464e-05,2.9432278961241136e-06,7.475304899245942e-08,2.5068173264780245e-08,1.4441717542247736e-07,2.0578193476818036e-12,2.104404221846785e-09,1.0902680001708408e-14,1.8017896239412995e-11,7.958503186956636e-10,1.3991077309710508e-13,3.186058897903386e-07,1.3074917671755045e-06,1.861450063605034e-11,2.3130922954848696e-08,6.65902840948299e-14,1.0430865632547947e-11
2.3942953559418026e-09,0.13079962598432432,0.46346346346346345,0.0,0.0,0.0,0.07303027897461296,5.0549250271821785e-12,5.2982570981810846e-05,9.915415436520236e-09,4.475540837035834e-10,2.2312609618690468e-06,1.9181397367052674e-08,2.182163534588014e-05,2.1632245752447414e-11,0.0,0.4634636994793367,1.65951786949199e-05,9.542257091644293e-06,3.373346851909219e-05,2.9440619481855357e-06,7.675276303512544e-08,2.5710751764759166e-08,1.4978781769577874e-07,2.134350306318988e-12,2.2085042373554046e-09,1.14420117793082e-14,1.8399895803980988e-11,8.318457148807459e-10,1.4624380816317595e-13,3.188644015958738e-07,1.336321484952573e-06,1.9025079795144234e-11,2.404767133371721e-08,6.752591611304823e-14,1.0973948481609368e-11
2.431281431373428e-09,0.13079987617012168,0.46346346346346345,0.0,0.0,0.0,0.07302961044599764,5.389815079688416e-12,5.415677853637422e-05,1.0226904779322095e-08,4.600717712444191e-10,2.277722641354733e-06,1.985316781064078e-08,2.220468108279108e-05,2.2128454725284425e-11,0.0,0.4634637102820354,1.706082849444756e-05,9.567278000442343e-06,3.416948841572399e-05,2.944901776323888e-06,7.878183709150191e-08,2.636095519659802e-08,1.5529376424175591e-07,2.2128095153595616e-12,2.3164394975518996e-09,1.2001213625203685e-14,1.8783164040783943e-11,8.689530822280947e-10,1.5277261835994783e-13,3.191075794117119e-07,1.3652249888390637e-06,1.9436715458019873e-11,2.4983956595776565e-08,6.846138630483409e-14,1.153720597776239e-11
2.468267506805053e-09,0.13080012722584394,0.46346346346346345,0.0,0.0,0.0,0.07302894159995034,5.741772042055119e-12,5.5337257984668813e-05,1.0542905270395237e-08,4.728040597354033e-10,2.3243386981538325e-06,2.053716541556174e-08,2.258796445663254e-05,2.2627521437014873e-11,0.0,0.463463721393239,1.7531425896548123e-05,9.591214455437507e-06,3.4601363205593425e-05,2.945748233309236e-06,8.084005749938612e-08,2.7018699149044482e-08,1.6093654138266583e-07,2.293218734396654e-12,2.4283053338342737e-09,1.2580779444488996e-14,1.9167705736025015e-11,9.071931335707643e-10,1.5950085238269851e-13,3.19336898568089e-07,1.3941990369253484e-06,1.9849361497703932e-11,2.5939807354796552e-08,6.939683729038713e-14,1.2121086707091214e-11
2.5052535822366782e-09,0.13080037913936446,0.46346346346346345,0.0,0.0,0.0,0.07302827243313362,6.111416296448592e-12,5.652391737656357e-05,1.0863397200819015e-08,4.857532140336627e-10,2.371109830064791e-06,2.1233421234427397e-08,2.2971487955037112e-05,2.3129406650079426e-11,0.0,0.4634637328163191,1.8006913832287128e-05,9.614113282877497e-06,3.502909879039595e-05,2.9466020550347472e-06,8.292720506040804e-08,2.768389964399424e-08,1.6671765595710802e-07,2.3755994455771862e-12,2.544198113164642e-09,1.3181208507469772e-14,1.9553526628437897e-11,9.465867695811081e-10,1.6643219204541641e-13,3.1955370659466e-07,1.4232405341193311e-06,2.0262973875826655e-11,2.6915249928979212e-08,7.033240797419339e-14,1.2726040818479905e-11
2.5422396576683034e-09,0.1308006318988538,0.46346346346346345,0.0,0.0,0.0,0.07302760294224893,6.499381640598307e-12,5.7716666812089046e-05,1.1188360868256226e-08,4.989214716565078e-10,2.4180368385584175e-06,2.1941966625492715e-08,2.335525413497199e-05,2.3634072468021836e-11,0.0,0.4634637445546084,1.8487235609970737e-05,9.636019286976142e-06,3.545270287130079e-05,2.9474638749628975e-06,8.504305551983805e-08,2.8356473146549446e-08,1.7263859543214096e-07,2.4599728552228286e-12,2.664215223645983e-09,1.3803005374934819e-14,1.9940633314740793e-11,9.87155077505671e-10,1.7357035205838325e-13,3.1975923388352897e-07,1.4523465257245869e-06,2.0677510551361645e-11,2.7910308446172936e-08,7.126823399172179e-14,1.3352519851813175e-11
2.5792257330999286e-09,0.13080088549276855,0.46346346346346345,0.0,0.0,0.0,0.07302693312403624,6.906315326618008e-12,5.891541836863775e-05,1.1517776587913228e-08,5.123110427145201e-10,2.465120618055785e-06,2.2662833251330146e-08,2.373926561051353e-05,2.414148228624521e-11,0.0,0.4634637566114012,1.8972334919225824e-05,9.656975337227373e-06,3.5872184846902905e-05,2.9483342367413396e-06,8.718738001706181e-08,2.903633657503851e-08,1.7870082801746666e-07,2.5463598954288493e-12,2.788455060187198e-09,1.444667982389068e-14,2.0329033160728108e-11,1.0289193298476783e-09,1.8091907979644427e-13,3.199546035064556e-07,1.4815141912965505e-06,2.1092931393147152e-11,2.8925004944477858e-08,7.220444744620041e-14,1.4000976568844207e-11
2.616211808531554e-09,0.13080113990983963,0.46346346346346345,0.0,0.0,0.0,0.07302626297527384,7.332878094833631e-12,6.0120086032003347e-05,1.1851624702809028e-08,5.259241098890005e-10,2.5123621461252173e-06,2.33960530772018e-08,2.4123525042139397e-05,2.4651600744979665e-11,0.0,0.46346376898995284,1.9462155835043838e-05,9.67702245194894e-06,3.628755571586971e-05,2.9492136052249713e-06,8.935994550859552e-08,2.972340731094646e-08,1.8490580278166987e-07,2.634781225712131e-12,2.9170170102579075e-09,1.5112746773757667e-14,2.0718734217826272e-11,1.0719009830004426e-09,1.884821550586456e-13,3.2014084024700294e-07,1.5107408387647682e-06,2.1509198096229053e-11,2.9959359468442065e-08,7.314117673572607e-14,1.4671864786853583e-11
2.6901839593948046e-09,0.1308016511696884,0.46346346346346345,0.0,0.0,0.0,0.07302492167340308,8.247601436811509e-12,6.254683478339681e-05,1.253253968498805e-08,5.538293263921241e-10,2.6073227229267405e-06,2.4899681691447506e-08,2.489279859530009e-05,2.5679828106299442e-11,0.0,0.463463794725165,2.0455740736681384e-05,9.714545159732082e-06,3.710601558675781e-05,2.951000881374071e-06,9.378884868597474e-08,3.1118842604878256e-08,1.9774968013204702e-07,2.817808042037733e-12,3.1875096790720317e-09,1.6514143127664906e-14,2.1502075190669816e-11,1.1616032281374694e-09,2.042666279552731e-13,3.2048957025284993e-07,1.569360920092004e-06,2.23441245302455e-11,3.208711334152957e-08,7.50166807148086e-14,1.6082755302403637e-11
2.75675889517173e-09,0.130802114010963,0.46346346346346345,0.0,0.0,0.0,0.07302371333969399,9.144889530588269e-12,6.475031568226768e-05,1.3160325657690628e-08,5.797297143876223e-10,2.693337951348032e-06,2.6295522189910603e-08,2.5586020135525143e-05,2.6614165494070494e-11,0.0,0.463463819019154,2.1365562031243024e-05,9.745583381802571e-06,3.782870939579003e-05,2.952643598382595e-06,9.7869035736079e-08,3.2398564356604085e-08,2.0981149737861825e-07,2.9896911847732e-12,3.446751588076994e-09,1.7857250576648873e-14,2.2211624584024856e-11,1.2467177242341578e-09,2.1924429595338195e-13,3.207807401262043e-07,1.6222961394323076e-06,2.3098101531152067e-11,3.4069485708683825e-08,7.670762024782428e-14,1.7433841095150498e-11
2.8233338309486557e-09,0.1308025793554969,0.46346346346346345,0.0,0.0,0.0,0.0730225038866221,1.0116670715605011e-11,6.697170771958249e-05,1.3802169109082423e-08,6.06386926558747e-10,2.779882419584623e-06,2.7731897793712716e-08,2.6280087671893507e-05,2.7556781310682905e-11,0.0,0.46346384440454386,2.2289829607239994e-05,9.774238052048583e-06,3.8538318031813845e-05,2.954320025677182e-06,1.0203694766375411e-07,3.370037508374344e-08,2.2235747305945063e-07,3.1684744476071893e-12,3.721586697951962e-09,1.928114509109872e-14,2.2925539368610637e-11,1.3361185398500343e-09,2.349766882795953e-13,3.2105457402143475e-07,1.6753858913284847e-06,2.385429877904522e-11,3.6115779999177796e-08,7.840207938357199e-14,1.8864694008986696e-11
2.8899087667255812e-09,0.1308030471462986,0.46346346346346345,0.0,0.0,0.0,0.07302129329674771,1.1167288850153383e-11,6.921057035599154e-05,1.4457957535767332e-08,6.338127101805416e-10,2.8669638191860148e-06,2.9209005575873536e-08,2.6975017397879854e-05,2.85075088615463e-11,0.0,0.4634638708989657,2.3228231740988153e-05,9.800691220762374e-06,3.923495221028979e-05,2.956031049895655e-06,1.0629112122537762e-07,3.5023810942755574e-08,2.3539538207086583e-07,3.35426868974747e-12,4.0126286822977336e-09,2.0789006071250786e-14,2.364388296591256e-11,1.4299372623980662e-09,2.5148698673510794e-13,3.2131444440640973e-07,1.7286184305319613e-06,2.461254914304994e-11,3.822605225353832e-08,8.010069177772812e-14,2.0377978051481554e-11
2.9564837025025068e-09,0.13080351732845805,0.46346346346346345,0.0,0.0,0.0,0.07302008155301122,1.2301230447847164e-11,7.14664786441329e-05,1.5127579342531716e-08,6.620185338242284e-10,2.954590177604037e-06,3.072704559062986e-08,2.7670825493483853e-05,2.946619141577551e-11,0.0,0.4634638985196681,2.418046103661227e-05,9.82511102888628e-06,3.991873309476905e-05,2.957777242609036e-06,1.1063007520732906e-07,3.636841366979098e-08,2.4893280831646915e-07,3.547182050535297e-12,4.320500530483509e-09,2.238406118194143e-14,2.4366721573283284e-11,1.5283072869133606e-09,2.6879869188555043e-13,3.2156319760556157e-07,1.7819829710484969e-06,2.5372699138555204e-11,4.0400343924994744e-08,8.180405867853325e-14,2.1976356110215637e-11
3.0230586382794323e-09,0.13080398984919858,0.46346346346346345,0.0,0.0,0.0,0.07301886863872781,1.3523124549252269e-11,7.373902238328733e-05,1.5810923946548764e-08,6.910155913688253e-10,3.0427697758213078e-06,3.2286220817864196e-08,2.836752806157506e-05,3.043268160540445e-11,0.0,0.4634639272835226,2.51462144778784e-05,9.847652772551418e-06,4.058979109495415e-05,2.959558925537401e-06,1.1505231501572206e-07,3.773373072331846e-08,2.6297714721102403e-07,3.7473199851729045e-12,4.645834294812515e-09,2.406958504267452e-14,2.5094123485352812e-11,1.6313637843520798e-09,2.869356174783558e-13,3.218032332581781e-07,1.8354696113537655e-06,2.613460786361767e-11,4.26386830964757e-08,8.351275130132629e-14,2.3662487348653345e-11
3.089633574056358e-09,0.13080446465762807,0.46346346346346345,0.0,0.0,0.0,0.0730176545375821,1.4837742455083398e-11,7.602780533913279e-05,1.650788186805027e-08,7.208148064852333e-10,3.131511078805771e-06,3.388673710580608e-08,2.9065141077725925e-05,3.1406840869066276e-11,0.0,0.4634639572070285,2.612519347304839e-05,9.868459885322197e-06,4.124826476629062e-05,2.9613762222637903e-06,1.1955633677512574e-07,3.911931541387612e-08,2.775356082340018e-07,3.954785301202778e-12,4.98927084122969e-09,2.5848897936037092e-14,2.582615852443518e-11,1.739243669132536e-09,3.0592188472591673e-13,3.220365720218313e-07,1.8890692654167189e-06,2.689814601816401e-11,4.4941085601554034e-08,8.522731398947168e-14,2.5439024717944004e-11
3.1562085098332834e-09,0.13080494170470272,0.46346346346346345,0.0,0.0,0.0,0.07301643923362247,1.624999733022472e-11,7.833244452141406e-05,1.7218344808970115e-08,7.514268374825907e-10,3.220822676823426e-06,3.552880311256387e-08,2.976368035102043e-05,3.238853893578935e-11,0.0,0.46346398830631885,2.7117103892833472e-05,9.887664845868272e-06,4.189429980139425e-05,2.9632290990310413e-06,1.2414063099343733e-07,4.0524727020949225e-08,2.9261521752645914e-07,4.169678195225415e-12,5.3514596035458804e-09,2.7725364534374425e-14,2.656289754815122e-11,1.8520855660503911e-09,3.2578191647754346e-13,3.222649132898144e-07,1.942773598985608e-06,2.7663194996811397e-11,4.7307556058387986e-08,8.694826254432315e-14,2.7308612583090407e-11
3.222783445610209e-09,0.1308054209430905,0.46346346346346345,0.0,0.0,0.0,0.07301522271125568,1.7764943681118985e-11,8.065256951592254e-05,1.7942205720301193e-08,7.828620824626667e-10,3.3107132364765175e-06,3.721263024689334e-08,3.0463161494165398e-05,3.337765334693998e-11,0.0,0.46346402059716524,2.8121656101270475e-05,9.905390014376513e-06,4.2528048109081657e-05,2.965117396366917e-06,1.2880368582178071e-07,4.1949530896571706e-08,3.082228205276123e-07,4.392096290499461e-12,5.733058341299192e-09,2.970239264527295e-14,2.7304412045405866e-11,1.970029776650243e-09,3.4654043129512325e-13,3.224896839173948e-07,1.996574970902699e-06,2.8429646054220443e-11,4.973808882055594e-08,8.867608625294016e-14,2.927388446506266e-11
3.2893583813871345e-09,0.13080590232709183,0.46346346346346345,0.0,0.0,0.0,0.0730140049552413,1.9387776715103833e-11,8.298782186380115e-05,1.8679358859594194e-08,8.15130684683965e-10,3.401191459592373e-06,3.893843260878716e-08,3.116359990026504e-05,3.437406901218922e-11,0.0,0.46346405409498365,2.913856497956808e-05,9.92174840490897e-06,4.314966697194358e-05,2.96704085427548e-06,1.335439899635726e-07,4.339329855565434e-08,3.24365084644955e-07,4.62213467517645e-12,6.134732901252828e-09,3.1783431975869034e-14,2.8050773804684524e-11,2.093218245181214e-09,3.682224374550748e-13,3.2271207961290804e-07,2.0504663789389596e-06,2.919739953530574e-11,5.2232668853231225e-08,9.041125218728909e-14,3.133746089699429e-11
3.35593331716406e-09,0.1308063858125473,0.46346346346346345,0.0,0.0,0.0,0.07301278595068601,2.1123831588042337e-11,8.533785448333842e-05,1.9429699839653304e-08,8.482425380729806e-10,3.492266048630814e-06,4.070642693026033e-08,3.1865010724599716e-05,3.537767779654581e-11,0.0,0.46346408881483986,3.0167549943023555e-05,9.936844399002036e-06,4.375931827578306e-05,2.9689991326956623e-06,1.383600352718654e-07,4.485560775312004e-08,3.4104850195258253e-07,4.859885940399747e-12,6.557156982568093e-09,3.397197291625661e-14,2.880205461977649e-11,2.2217945242377665e-09,3.9085322689404275e-13,3.229331001946802e-07,2.1044414097747627e-06,2.9966364162668656e-11,5.479127254090891e-08,9.215420275985482e-14,3.3501947393080706e-11
3.4225082529409855e-09,0.13080687135676117,0.46346346346346345,0.0,0.0,0.0,0.07301156568303827,2.2978582546673153e-11,8.770233113044097e-05,2.0193125669346738e-08,8.822072928335859e-10,3.5839456776011923e-06,4.2516832516548454e-08,3.256740887044632e-05,3.6388378135909985e-11,0.0,0.46346412477145504,3.120833495127042e-05,9.95077440524268e-06,4.4357167804957764e-05,2.970991828181312e-06,1.4325031906726139e-07,4.633604254821457e-08,3.582793919124097e-07,5.105440219068909e-12,7.001011905673205e-09,3.6271545342003204e-14,2.9558326047734476e-11,2.3559037401735816e-09,4.144583691142014e-13,3.231535796549143e-07,2.1584941927921324e-06,3.07364563793013e-11,5.741386843223823e-08,9.390535697450143e-14,3.5769932528273065e-11
3.489083188717911e-09,0.13080735891842582,0.46346346346346345,0.0,0.0,0.0,0.07301034413808238,2.4957641971002727e-11,9.008092589506494e-05,2.096953478723286e-08,9.170343611235015e-10,3.6762389677962305e-06,4.436987118783948e-08,3.327080897841728e-05,3.740607467923416e-11,0.0,0.4634641619792113,3.226064851215167e-05,9.96362746848146e-06,4.494338459901334e-05,2.9730184873004726e-06,1.4821334620017749e-07,4.783419335644877e-08,3.7606390411354315e-07,5.358885225188272e-12,7.466986384859717e-09,3.868571743594616e-14,3.031965921987273e-11,2.495692558359351e-09,4.390637050608976e-13,3.23374211690766e-07,2.212619357419965e-06,3.150759974295265e-11,6.010041792625405e-08,9.566511613322215e-14,3.81439861269584e-11
3.5556581244948366e-09,0.13080784845755297,0.46346346346346345,0.0,0.0,0.0,0.07300912130193316,2.7066759322312137e-11,9.247332273083067e-05,2.1758827088692665e-08,9.527329227668694e-10,3.769154467681357e-06,4.626576722166588e-08,3.3975225418737386e-05,3.8430677955373283e-11,0.0,0.4634642004521569,3.332422367953362e-05,9.975485832329608e-06,4.551814036601747e-05,2.975078617319058e-06,1.532476308808322e-07,4.934965698969553e-08,3.9440802102516425e-07,5.620306292673857e-12,7.955776304625343e-09,4.121809452947877e-14,3.108612466658637e-11,2.6413091483526437e-09,4.646953409841111e-13,3.2359557132244717e-07,2.2668119937745814e-06,3.227972436498824e-11,6.285087590428524e-08,9.743386056950044e-14,4.0626657558443734e-11
3.622233060271762e-09,0.13080833993540972,0.46346346346346345,0.0,0.0,0.0,0.0730078971610302,2.931182000243462e-11,9.487921501501747e-05,2.2560903947243233e-08,9.893119309733857e-10,3.862700636295273e-06,4.8204747296092254e-08,3.468067228582511e-05,3.946210406270489e-11,0.0,0.4634642402040125,3.439879804537609e-05,9.9864254585398e-06,4.608160894806827e-05,2.977171694795414e-06,1.5835169829995608e-07,5.088203668498022e-08,4.1331756075841566e-07,5.889786414614039e-12,8.468084499774513e-09,4.387231796326572e-14,3.185779217480957e-11,2.7929031490456428e-09,4.913796422956281e-13,3.2381813319376276e-07,2.32106761634129e-06,3.305276639348815e-11,6.566519131176043e-08,9.921194954233152e-14,4.322047413676926e-11
3.6888079960486877e-09,0.13080883331445853,0.46346346346346345,0.0,0.0,0.0,0.07300667170213238,3.16988441300112e-11,9.729830513630772e-05,2.3375668230672354e-08,1.0267801180373467e-09,3.956885829581513e-06,5.0187040433808696e-08,3.538716339464033e-05,4.050027437968798e-11,0.0,0.46346428124817574,3.5484113726396005e-05,9.996516506732987e-06,4.6633965834627884e-05,2.9792971726121866e-06,1.6352408606179785e-07,5.2430942122546976e-08,4.3279817983291817e-07,6.167406283176288e-12,9.00462053927934e-09,4.665206396738183e-14,3.2634730690717426e-11,2.9506256338524365e-09,5.191432274332463e-13,3.2404228709416144e-07,2.375382130452383e-06,3.382666753808418e-11,6.854330769397026e-08,1.0099972879335771e-13,4.5927939622124267e-11
3.755382931825614e-09,0.1308093285583019,0.46346346346346345,0.0,0.0,0.0,0.07300544491231221,3.4233985239170305e-11,9.973030410806043e-05,2.420302431255463e-08,1.0651460009963862e-09,4.0517182891914196e-06,5.221287794719669e-08,3.609471227845108e-05,4.1545115294763516e-11,0.0,0.4634643235977281,3.6579917345682066e-05,1.000582377756558e-05,4.717538771979733e-05,2.9814544857721054e-06,1.6876334544787587e-07,5.399598943382256e-08,4.52855375943826e-07,6.453244328554419e-12,9.56610051389995e-09,4.9561042561033825e-14,3.341700821866404e-11,3.1146290759903086e-09,5.480129617409783e-13,3.242683511369058e-07,2.429751801342945e-06,3.460137462834673e-11,7.148516368941282e-08,1.0279752664726588e-13,4.875153282102691e-11
